"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00,0.219625278,-0.004000000,0.219625278,-0.004000000,-0.000000000
2015-12-31 22:00,0.323758056,-0.004000556,0.323758056,-0.004000556,-0.000000000
2015-12-31 21:00,0.280846944,-0.004000278,0.280846944,-0.004000278,-0.000000000
2015-12-31 20:00,0.279788889,-0.004000000,0.279788889,-0.004000000,-0.000000000
2015-12-31 19:00,0.279159167,-0.004000000,0.279159167,-0.004000000,-0.000000000
2015-12-31 18:00,0.284818333,-0.003861389,0.284818333,-0.003861389,-0.000000000
2015-12-31 17:00,0.409072778,0.028753056,0.379252222,0.028753056,0.029820556
2015-12-31 16:00,0.367191389,0.175468333,0.191723056,0.175468333,0.175468333
2015-12-31 15:00,0.268860278,0.309136944,-0.040276667,0.309136944,0.309136944
2015-12-31 14:00,0.209487778,0.744113889,-0.534626111,0.744113889,0.744113889
2015-12-31 13:00,0.215096111,0.664533611,-0.449437500,0.664533611,0.664533611
2015-12-31 12:00,0.252632778,0.925899444,-0.673266667,0.925899444,0.925899444
2015-12-31 11:00,0.389014167,0.619740833,-0.230726667,0.619740833,0.619740833
2015-12-31 10:00,0.651276389,0.154126111,0.497150278,0.154126111,0.154126111
2015-12-31 09:00,0.652715000,0.107090833,0.545624167,0.107090833,0.107090833
2015-12-31 08:00,0.515258611,0.007954167,0.505278611,0.007954167,0.009980000
2015-12-31 07:00,0.440152222,-0.003999722,0.440152222,-0.003999722,-0.000000000
2015-12-31 06:00,0.497061944,-0.004000278,0.497061944,-0.004000278,-0.000000000
2015-12-31 05:00,0.602696944,-0.004000000,0.602696944,-0.004000000,-0.000000000
2015-12-31 04:00,0.263724167,-0.004000000,0.263724167,-0.004000000,-0.000000000
2015-12-31 03:00,0.293866111,-0.003999722,0.293866111,-0.003999722,-0.000000000
2015-12-31 02:00,0.310864722,-0.003999722,0.310864722,-0.003999722,-0.000000000
2015-12-31 01:00,0.276151667,-0.004000000,0.276151667,-0.004000000,-0.000000000
2015-12-31 00:00,0.244109722,-0.004000000,0.244109722,-0.004000000,-0.000000000
2015-12-30 23:00,0.313288889,-0.004000556,0.313288889,-0.004000556,-0.000000000
2015-12-30 22:00,0.325927500,-0.003997778,0.325927500,-0.003997778,-0.000000000
2015-12-30 21:00,0.425987222,-0.003998611,0.425987222,-0.003998611,-0.000000000
2015-12-30 20:00,0.357423611,-0.003996389,0.357423611,-0.003996389,-0.000000000
2015-12-30 19:00,0.530951667,-0.003898889,0.530951667,-0.003898889,-0.000000000
2015-12-30 18:00,0.228744444,-0.004062778,0.228744444,-0.004062778,-0.000000000
2015-12-30 17:00,0.325074444,0.027690833,0.296718333,0.027690833,0.028356111
2015-12-30 16:00,0.291380833,0.095791944,0.195588889,0.095791944,0.095791944
2015-12-30 15:00,0.337114167,0.417116389,-0.080002222,0.417116389,0.417116389
2015-12-30 14:00,0.412541944,0.892991667,-0.480449722,0.892991667,0.892991667
2015-12-30 13:00,0.362341667,1.167819444,-0.805477778,1.167819444,1.167819444
2015-12-30 12:00,0.382414167,1.170161667,-0.787747500,1.170161667,1.170161667
2015-12-30 11:00,0.566191389,0.554283333,0.011908056,0.554283333,0.554283333
2015-12-30 10:00,0.366941389,0.253575000,0.113366389,0.253575000,0.253575000
2015-12-30 09:00,0.543682778,0.107711389,0.435971389,0.107711389,0.107711389
2015-12-30 08:00,0.472273889,-0.000095556,0.469778611,-0.000095556,0.002495278
2015-12-30 07:00,0.471865833,-0.003997222,0.471865833,-0.003997222,-0.000000000
2015-12-30 06:00,0.565151944,-0.004000000,0.565151944,-0.004000000,-0.000000000
2015-12-30 05:00,0.355632222,-0.003997778,0.355632222,-0.003997778,-0.000000000
2015-12-30 04:00,0.359916389,-0.003998889,0.359916389,-0.003998889,-0.000000000
2015-12-30 03:00,0.300944444,-0.003999722,0.300944444,-0.003999722,-0.000000000
2015-12-30 02:00,0.306383056,-0.003999167,0.306383056,-0.003999167,-0.000000000
2015-12-30 01:00,0.273199444,-0.003998611,0.273199444,-0.003998611,-0.000000000
2015-12-30 00:00,0.308039722,-0.003999722,0.308039722,-0.003999722,-0.000000000
2015-12-29 23:00,0.421749722,-0.003938611,0.421749722,-0.003938611,-0.000000000
2015-12-29 22:00,0.532463611,-0.003853056,0.532463611,-0.003853056,-0.000000000
2015-12-29 21:00,0.416227778,-0.003779444,0.416227778,-0.003779444,-0.000000000
2015-12-29 20:00,0.539833333,-0.003818056,0.539833333,-0.003818056,-0.000000000
2015-12-29 19:00,0.873977222,-0.003496389,0.873977222,-0.003496389,-0.000000000
2015-12-29 18:00,0.622045833,-0.003784444,0.622045833,-0.003784444,-0.000000000
2015-12-29 17:00,0.741868056,0.021291111,0.719949444,0.021291111,0.021918611
2015-12-29 16:00,0.311212500,0.062455556,0.248756944,0.062455556,0.062455556
2015-12-29 15:00,0.575908611,0.413113611,0.162517778,0.413113611,0.413390833
2015-12-29 14:00,1.464954167,1.000467778,0.464486389,1.000467778,1.000467778
2015-12-29 13:00,0.280097500,0.997471667,-0.717374167,0.997471667,0.997471667
2015-12-29 12:00,0.742899722,0.532017222,0.210882500,0.532017222,0.532017222
2015-12-29 11:00,0.816851389,0.387040556,0.429810833,0.387040556,0.387040556
2015-12-29 10:00,1.072853611,0.218628611,0.854225000,0.218628611,0.218628611
2015-12-29 09:00,0.535088333,0.095009167,0.440079167,0.095009167,0.095009167
2015-12-29 08:00,0.639116944,-0.003030833,0.638848889,-0.003030833,0.000268056
2015-12-29 07:00,0.601998333,-0.003958333,0.601998333,-0.003958333,-0.000000000
2015-12-29 06:00,0.540031667,-0.004000000,0.540031667,-0.004000000,-0.000000000
