Date & Time,use [kW],gen [kW],Central Inverter.Generation [kW],TenK.Generation [kW],Central Inverter.Usage [kW],TenK.Usage [kW],Micro Inverter.Generation [kW],Micro Inverter.Usage [kW],PVPowered  [kW],PVPowered + [kW],Enphase [kW],Enphase+ [kW],TenK [kW],TenK+ [kW],Grid [kW]
12/31/2015 23:00,0,-0.026535278,-0.00381,-0.010871667,0.00381,0.010871667,-0.011853611,19981.1364,-19981.14021,0,-0.011853611,0,-0.010871667,0,0.026535278
12/31/2015 22:00,0,-0.0265425,-0.003830556,-0.010865278,0.003830556,0.010865278,-0.011846667,19981.15206,-19981.15589,0,-0.011846667,0,-0.010865278,0,0.0265425
12/31/2015 21:00,0,-0.026411667,-0.0038175,-0.010813889,0.0038175,0.010813889,-0.011780278,19981.16767,-19981.17148,0,-0.011780278,0,-0.010813889,0,0.026411667
12/31/2015 20:00,0,-0.026612222,-0.003860278,-0.010869722,0.003860278,0.010869722,-0.011882222,19981.18337,-19981.18723,0,-0.011882222,0,-0.010869722,0,0.026612222
12/31/2015 19:00,0,-0.026528611,-0.003846111,-0.010841944,0.003846111,0.010841944,-0.011840556,19981.19907,-19981.20291,0,-0.011840556,0,-0.010841944,0,0.026528611
12/31/2015 18:00,0,-0.0264025,-0.003863056,-0.010786944,0.003863056,0.010786944,-0.0117525,19981.21467,-19981.21853,0,-0.0117525,0,-0.010786944,0,0.0264025
12/31/2015 17:00,0,-0.037364444,-0.01698,-0.010739722,0.01698,0.010772778,-0.009644722,19981.22817,-19981.24515,0,-0.009644722,0,-0.010739722,0.000033056,0.037364444
12/31/2015 16:00,0,0.175236389,-0.027174167,0.181204722,0.027174167,0.00163,0.021205833,19981.24643,-19981.2736,0,0.021205833,0.022478889,0.181204722,0.182834722,-0.175236389
12/31/2015 15:00,0,0.260415833,-0.023143611,0.251059722,0.023143611,0,0.032499722,19981.2736,-19981.29674,0,0.032499722,0.032499722,0.251059722,0.251059722,-0.260415833
12/31/2015 14:00,0,0.615756389,-0.013141667,0.548246944,0.013141667,0,0.080651111,19981.29674,-19981.30989,0,0.080651111,0.080651111,0.548246944,0.548246944,-0.615756389
12/31/2015 13:00,0,1.625951667,0.049352222,1.353195833,0.001981667,0,0.223403611,19981.30989,-19981.26053,0.051333889,0.223403611,0.223403611,1.353195833,1.353195833,-1.625951667
12/31/2015 12:00,0,1.211114722,0.018023056,1.032399444,0.004183889,0,0.160692222,19981.26053,-19981.24251,0.022206944,0.160692222,0.160692222,1.032399444,1.032399444,-1.211114722
12/31/2015 11:00,0,1.530002222,0.0315575,1.293306667,0.002139444,0,0.205138056,19981.24251,-19981.21095,0.033696944,0.205138056,0.205138056,1.293306667,1.293306667,-1.530002222
12/31/2015 10:00,0,0.854992778,-0.008450278,0.752521944,0.009670278,0,0.110921111,19981.21095,-19981.2194,0.00122,0.110921111,0.110921111,0.752521944,0.752521944,-0.854992778
12/31/2015 9:00,0,0.1358275,-0.031729167,0.152480556,0.031729167,0.002519444,0.015076111,19981.22145,-19981.25318,0,0.015076111,0.017121667,0.152480556,0.155,-0.1358275
12/31/2015 8:00,0,-0.0265375,-0.003979167,-0.010759722,0.003979167,0.010759722,-0.011798611,19981.26498,-19981.26896,0,-0.011798611,0,-0.010759722,0,0.0265375
12/31/2015 7:00,0,-0.026797778,-0.003884444,-0.010836111,0.003884444,0.010836111,-0.012077222,19981.28103,-19981.28492,0,-0.012077222,0,-0.010836111,0,0.026797778
12/31/2015 6:00,0,-0.026780833,-0.003854167,-0.010941111,0.003854167,0.010941111,-0.011985556,19981.2969,-19981.30076,0,-0.011985556,0,-0.010941111,0,0.026780833
12/31/2015 5:00,0,-0.027042778,-0.003874167,-0.011046389,0.003874167,0.011046389,-0.012122222,19981.31288,-19981.31675,0,-0.012122222,0,-0.011046389,0,0.027042778
12/31/2015 4:00,0,-0.027112222,-0.003874444,-0.011083889,0.003874444,0.011083889,-0.012153889,19981.32891,-19981.33278,0,-0.012153889,0,-0.011083889,0,0.027112222
12/31/2015 3:00,0,-0.027066667,-0.003866667,-0.0110975,0.003866667,0.0110975,-0.0121025,19981.34488,-19981.34875,0,-0.0121025,0,-0.0110975,0,0.027066667
12/31/2015 2:00,0,-0.027005278,-0.003863056,-0.011074444,0.003863056,0.011074444,-0.012067778,19981.36082,-19981.36468,0,-0.012067778,0,-0.011074444,0,0.027005278
12/31/2015 1:00,0,-0.026994722,-0.003860833,-0.011086944,0.003860833,0.011086944,-0.012046944,19981.37673,-19981.38059,0,-0.012046944,0,-0.011086944,0,0.026994722
12/31/2015 0:00,0,-0.026900833,-0.003845833,-0.011056667,0.003845833,0.011056667,-0.011998333,19981.39259,-19981.39643,0,-0.011998333,0,-0.011056667,0,0.026900833
12/30/2015 23:00,0,-0.026800833,-0.003831944,-0.010970556,0.003831944,0.010970556,-0.011998333,19981.40843,-19981.41226,0,-0.011998333,0,-0.010970556,0,0.026800833
12/30/2015 22:00,0,-0.027012222,-0.003869167,-0.011071389,0.003869167,0.011071389,-0.012071667,19981.42434,-19981.42821,0,-0.012071667,0,-0.011071389,0,0.027012222
12/30/2015 21:00,0,-0.026826667,-0.003849167,-0.010992778,0.003849167,0.010992778,-0.011984722,19981.44019,-19981.44404,0,-0.011984722,0,-0.010992778,0,0.026826667
12/30/2015 20:00,0,-0.026770556,-0.003839722,-0.011015278,0.003839722,0.011015278,-0.011915556,19981.45595,-19981.45979,0,-0.011915556,0,-0.011015278,0,0.026770556
12/30/2015 19:00,0,-0.026636111,-0.003841944,-0.010968333,0.003841944,0.010968333,-0.011825833,19981.47162,-19981.47546,0,-0.011825833,0,-0.010968333,0,0.026636111
12/30/2015 18:00,0,-0.026589444,-0.003838056,-0.010915556,0.003838056,0.010915556,-0.011835833,19981.4873,-19981.49114,0,-0.011835833,0,-0.010915556,0,0.026589444
12/30/2015 17:00,0,-0.046788333,-0.0294725,-0.00811,0.0294725,0.008585,-0.009205833,19981.50034,-19981.52981,0,-0.009205833,0,-0.00811,0.000475,0.046788333
12/30/2015 16:00,0,0.144260833,-0.025473056,0.154554444,0.025473056,0,0.015179444,19981.53133,-19981.5568,0,0.015179444,0.016693056,0.154554444,0.154554444,-0.144260833
12/30/2015 15:00,0,0.466667778,-0.019729444,0.430243611,0.019729444,0,0.056153611,19981.5568,-19981.57653,0,0.056153611,0.056153611,0.430243611,0.430243611,-0.466667778
12/30/2015 14:00,0,0.265542778,-0.021573056,0.257593333,0.021573056,0,0.0295225,19981.57653,-19981.5981,0,0.0295225,0.0295225,0.257593333,0.257593333,-0.265542778
12/30/2015 13:00,0,0.2941025,-0.020448333,0.281203889,0.020448333,0,0.033346944,19981.5981,-19981.61855,0,0.033346944,0.033346944,0.281203889,0.281203889,-0.2941025
12/30/2015 12:00,0,0.519613889,-0.015394722,0.475153056,0.015394722,0,0.059855556,19981.61855,-19981.63395,0,0.059855556,0.059855556,0.475153056,0.475153056,-0.519613889
12/30/2015 11:00,0,0.835898333,-0.003405278,0.737443056,0.008816389,0,0.101860556,19981.63395,-19981.63735,0.005411111,0.101860556,0.101860556,0.737443056,0.737443056,-0.835898333
12/30/2015 10:00,0,0.287416389,-0.022233333,0.277693889,0.022233333,0,0.031955833,19981.63735,-19981.65959,0,0.031955833,0.031955833,0.277693889,0.277693889,-0.287416389
12/30/2015 9:00,0,-0.021215278,-0.028694167,0.013706111,0.028694167,0.006723056,-0.006227222,19981.66644,-19981.69513,0,-0.006227222,0.0006275,0.013706111,0.020429167,0.021215278
12/30/2015 8:00,0,-0.026622778,-0.003880833,-0.010798611,0.003880833,0.010798611,-0.011943333,19981.70708,-19981.71096,0,-0.011943333,0,-0.010798611,0,0.026622778
12/30/2015 7:00,0,-0.0263875,-0.003849167,-0.010707778,0.003849167,0.010707778,-0.011830556,19981.72279,-19981.72664,0,-0.011830556,0,-0.010707778,0,0.0263875
12/30/2015 6:00,0,-0.026685278,-0.003858889,-0.010873056,0.003858889,0.010873056,-0.011953333,19981.73859,-19981.74245,0,-0.011953333,0,-0.010873056,0,0.026685278
12/30/2015 5:00,0,-0.027041944,-0.003885556,-0.010973611,0.003885556,0.010973611,-0.012182778,19981.75463,-19981.75852,0,-0.012182778,0,-0.010973611,0,0.027041944
12/30/2015 4:00,0,-0.027087778,-0.0038775,-0.011032778,0.0038775,0.011032778,-0.0121775,19981.7707,-19981.77457,0,-0.0121775,0,-0.011032778,0,0.027087778
12/30/2015 3:00,0,-0.027126111,-0.003879722,-0.011071111,0.003879722,0.011071111,-0.012175278,19981.78675,-19981.79063,0,-0.012175278,0,-0.011071111,0,0.027126111
12/30/2015 2:00,0,-0.027163333,-0.003885,-0.011088056,0.003885,0.011088056,-0.012190278,19981.80282,-19981.8067,0,-0.012190278,0,-0.011088056,0,0.027163333
12/30/2015 1:00,0,-0.027126111,-0.003883056,-0.011101111,0.003883056,0.011101111,-0.012141944,19981.81885,-19981.82273,0,-0.012141944,0,-0.011101111,0,0.027126111
12/30/2015 0:00,0,-0.026844444,-0.003864444,-0.010992778,0.003864444,0.010992778,-0.011987222,19981.83472,-19981.83858,0,-0.011987222,0,-0.010992778,0,0.026844444
12/29/2015 23:00,0,-0.027151111,-0.0039025,-0.011095556,0.0039025,0.011095556,-0.012153056,19981.85073,-19981.85464,0,-0.012153056,0,-0.011095556,0,0.027151111
12/29/2015 22:00,0,-0.027114167,-0.003915556,-0.011127778,0.003915556,0.011127778,-0.012070833,19981.86671,-19981.87062,0,-0.012070833,0,-0.011127778,0,0.027114167
12/29/2015 21:00,0,-0.026927222,-0.003884167,-0.0110325,0.003884167,0.0110325,-0.012010556,19981.88263,-19981.88652,0,-0.012010556,0,-0.0110325,0,0.026927222
12/29/2015 20:00,0,-0.026724167,-0.003842778,-0.010953611,0.003842778,0.010953611,-0.011927778,19981.89845,-19981.90229,0,-0.011927778,0,-0.010953611,0,0.026724167
12/29/2015 19:00,0,-0.026562778,-0.003835833,-0.010849167,0.003835833,0.010849167,-0.011877778,19981.91417,-19981.918,0,-0.011877778,0,-0.010849167,0,0.026562778
12/29/2015 18:00,0,-0.026483889,-0.003823333,-0.010901389,0.003823333,0.010901389,-0.011759167,19981.92976,-19981.93358,0,-0.011759167,0,-0.010901389,0,0.026483889
12/29/2015 17:00,0,-0.041169167,-0.019515833,-0.011235278,0.019515833,0.011279167,-0.010418056,19981.944,-19981.96352,0,-0.010418056,0,-0.011235278,0.000043889,0.041169167
12/29/2015 16:00,0,0.125414167,-0.025515833,0.139216111,0.025515833,0,0.011713889,19981.96434,-19981.98985,0,0.011713889,0.012534722,0.139216111,0.139216111,-0.125414167
12/29/2015 15:00,0,0.300171667,-0.020598333,0.287491667,0.020598333,0,0.033278333,19981.98985,-19982.01045,0,0.033278333,0.033278333,0.287491667,0.287491667,-0.300171667
12/29/2015 14:00,0,0.493491944,-0.013719722,0.452443611,0.013719722,0,0.054768056,19982.01045,-19982.02417,0,0.054768056,0.054768056,0.452443611,0.452443611,-0.493491944
12/29/2015 13:00,0,0.376548056,-0.017578889,0.355044444,0.017578889,0,0.0390825,19982.02417,-19982.04175,0,0.0390825,0.0390825,0.355044444,0.355044444,-0.376548056
12/29/2015 12:00,0,0.387450278,-0.015991389,0.359760278,0.015991389,0,0.043681389,19982.04175,-19982.05774,0,0.043681389,0.043681389,0.359760278,0.359760278,-0.387450278
12/29/2015 11:00,0,0.2677075,-0.017753056,0.252741944,0.017753056,0,0.032718611,19982.05774,-19982.0755,0,0.032718611,0.032718611,0.252741944,0.252741944,-0.2677075
12/29/2015 10:00,0,0.029365,-0.026060278,0.052498889,0.026060278,0.0016375,0.002926389,19982.07732,-19982.10338,0,0.002926389,0.004753611,0.052498889,0.054136389,-0.029365
12/29/2015 9:00,0,-0.050415,-0.028637222,-0.011502222,0.028637222,0.011502222,-0.010275556,19982.11366,-19982.1423,0,-0.010275556,0,-0.011502222,0,0.050415
12/29/2015 8:00,0,-0.026655833,-0.003870833,-0.010844722,0.003870833,0.010844722,-0.011940278,19982.15424,-19982.15811,0,-0.011940278,0,-0.010844722,0,0.026655833
12/29/2015 7:00,0,-0.026835833,-0.003876944,-0.010931944,0.003876944,0.010931944,-0.012026944,19982.17013,-19982.17401,0,-0.012026944,0,-0.010931944,0,0.026835833
12/29/2015 6:00,0,-0.026760833,-0.003841667,-0.010988056,0.003841667,0.010988056,-0.011931111,19982.18594,-19982.18978,0,-0.011931111,0,-0.010988056,0,0.026760833
12/29/2015 5:00,0,-0.026976944,-0.003879167,-0.011078611,0.003879167,0.011078611,-0.012019167,19982.2018,-19982.20568,0,-0.012019167,0,-0.011078611,0,0.026976944
12/29/2015 4:00,0,-0.026863611,-0.003865833,-0.010998889,0.003865833,0.010998889,-0.011998889,19982.21768,-19982.22155,0,-0.011998889,0,-0.010998889,0,0.026863611
12/29/2015 3:00,0,-0.026875,-0.003870278,-0.010996944,0.003870278,0.010996944,-0.012007778,19982.23355,-19982.23743,0,-0.012007778,0,-0.010996944,0,0.026875
12/29/2015 2:00,0,-0.026770833,-0.003847222,-0.010935,0.003847222,0.010935,-0.011988611,19982.24941,-19982.25326,0,-0.011988611,0,-0.010935,0,0.026770833
12/29/2015 1:00,0,-0.026987778,-0.0038675,-0.011031667,0.0038675,0.011031667,-0.012088611,19982.26535,-19982.26922,0,-0.012088611,0,-0.011031667,0,0.026987778
12/29/2015 0:00,0,-0.027052778,-0.003849167,-0.011115556,0.003849167,0.011115556,-0.012088056,19982.28131,-19982.28515,0,-0.012088056,0,-0.011115556,0,0.027052778
12/28/2015 23:00,0,-0.027181389,-0.003836111,-0.011285833,0.003836111,0.011285833,-0.012059444,19982.29721,-19982.30105,0,-0.012059444,0,-0.011285833,0,0.027181389
12/28/2015 22:00,0,-0.027090278,-0.003810833,-0.011352778,0.003810833,0.011352778,-0.011926667,19982.31298,-19982.31679,0,-0.011926667,0,-0.011352778,0,0.027090278
12/28/2015 21:00,0,-0.027230278,-0.003831667,-0.011356944,0.003831667,0.011356944,-0.012041667,19982.32883,-19982.33266,0,-0.012041667,0,-0.011356944,0,0.027230278
12/28/2015 20:00,0,-0.027096389,-0.003831667,-0.011299444,0.003831667,0.011299444,-0.011965278,19982.34463,-19982.34846,0,-0.011965278,0,-0.011299444,0,0.027096389
12/28/2015 19:00,0,-0.026832778,-0.003823333,-0.011139444,0.003823333,0.011139444,-0.01187,19982.36033,-19982.36415,0,-0.01187,0,-0.011139444,0,0.026832778
12/28/2015 18:00,0,-0.026397222,-0.0038575,-0.010796389,0.0038575,0.010796389,-0.011743333,19982.37589,-19982.37975,0,-0.011743333,0,-0.010796389,0,0.026397222
12/28/2015 17:00,0,-0.034855,-0.012363889,-0.010873889,0.012363889,0.010873889,-0.011617222,19982.39137,-19982.40373,0,-0.011617222,0,-0.010873889,0,0.034855
12/28/2015 16:00,0,-0.016536667,-0.028121667,0.017313611,0.028121667,0.003612778,-0.005728611,19982.40971,-19982.43783,0,-0.005728611,0.000245,0.017313611,0.020926389,0.016536667
12/28/2015 15:00,0,0.149665833,-0.023244722,0.157294722,0.023244722,0,0.015615833,19982.43787,-19982.46111,0,0.015615833,0.015655556,0.157294722,0.157294722,-0.149665833
12/28/2015 14:00,0,0.199085,-0.021631389,0.1988675,0.021631389,0,0.021848889,19982.46111,-19982.48274,0,0.021848889,0.021848889,0.1988675,0.1988675,-0.199085
12/28/2015 13:00,0,0.139255,-0.024131389,0.148953333,0.024131389,0,0.014433056,19982.48274,-19982.50688,0,0.014433056,0.014433056,0.148953333,0.148953333,-0.139255
12/28/2015 12:00,0,0.203770556,-0.022181944,0.203501389,0.022181944,0,0.022451111,19982.50688,-19982.52906,0,0.022451111,0.022451111,0.203501389,0.203501389,-0.203770556
12/28/2015 11:00,0,0.2198125,-0.020948611,0.216623611,0.020948611,0,0.0241375,19982.52906,-19982.55001,0,0.0241375,0.0241375,0.216623611,0.216623611,-0.2198125
12/28/2015 10:00,0,0.095066389,-0.025620278,0.113078889,0.025620278,0,0.007607778,19982.55011,-19982.57573,0,0.007607778,0.007707778,0.113078889,0.113078889,-0.095066389
12/28/2015 9:00,0,-0.034745833,-0.028330278,0.002387222,0.028330278,0.006996667,-0.008802778,19982.58454,-19982.61287,0,-0.008802778,0.000009722,0.002387222,0.009383889,0.034745833
12/28/2015 8:00,0,-0.026303611,-0.003871389,-0.010668611,0.003871389,0.010668611,-0.011763611,19982.62463,-19982.6285,0,-0.011763611,0,-0.010668611,0,0.026303611
12/28/2015 7:00,0,-0.02659,-0.003841944,-0.010855,0.003841944,0.010855,-0.011893056,19982.6404,-19982.64424,0,-0.011893056,0,-0.010855,0,0.02659
12/28/2015 6:00,0,-0.026748889,-0.003853611,-0.010947222,0.003853611,0.010947222,-0.011948056,19982.65619,-19982.66004,0,-0.011948056,0,-0.010947222,0,0.026748889
12/28/2015 5:00,0,-0.026732778,-0.003832778,-0.0109775,0.003832778,0.0109775,-0.0119225,19982.67196,-19982.6758,0,-0.0119225,0,-0.0109775,0,0.026732778
12/28/2015 4:00,0,-0.026702222,-0.003832778,-0.010974722,0.003832778,0.010974722,-0.011894722,19982.68769,-19982.69152,0,-0.011894722,0,-0.010974722,0,0.026702222
12/28/2015 3:00,0,-0.026796111,-0.003839167,-0.011004167,0.003839167,0.011004167,-0.011952778,19982.70348,-19982.70732,0,-0.011952778,0,-0.011004167,0,0.026796111
12/28/2015 2:00,0,-0.027053889,-0.00384,-0.011187778,0.00384,0.011187778,-0.012026111,19982.71934,-19982.72318,0,-0.012026111,0,-0.011187778,0,0.027053889
12/28/2015 1:00,0,-0.027174167,-0.003851944,-0.011249722,0.003851944,0.011249722,-0.0120725,19982.73525,-19982.73911,0,-0.0120725,0,-0.011249722,0,0.027174167
12/28/2015 0:00,0,-0.0271125,-0.003847222,-0.011231389,0.003847222,0.011231389,-0.012033889,19982.75114,-19982.75499,0,-0.012033889,0,-0.011231389,0,0.0271125
12/27/2015 23:00,0,-0.027023056,-0.003838056,-0.011168333,0.003838056,0.011168333,-0.012016667,19982.767,-19982.77084,0,-0.012016667,0,-0.011168333,0,0.027023056
12/27/2015 22:00,0,-0.026754444,-0.003844167,-0.010995278,0.003844167,0.010995278,-0.011915,19982.78276,-19982.7866,0,-0.011915,0,-0.010995278,0,0.026754444
12/27/2015 21:00,0,-0.0266975,-0.003833333,-0.010980833,0.003833333,0.010980833,-0.011883333,19982.79848,-19982.80232,0,-0.011883333,0,-0.010980833,0,0.0266975
12/27/2015 20:00,0,-0.026570556,-0.003862778,-0.010877778,0.003862778,0.010877778,-0.01183,19982.81415,-19982.81801,0,-0.01183,0,-0.010877778,0,0.026570556
12/27/2015 19:00,0,-0.026617222,-0.003891944,-0.010918889,0.003891944,0.010918889,-0.011806389,19982.82982,-19982.83371,0,-0.011806389,0,-0.010918889,0,0.026617222
12/27/2015 18:00,0,-0.02659,-0.003887222,-0.010897222,0.003887222,0.010897222,-0.011805556,19982.84551,-19982.8494,0,-0.011805556,0,-0.010897222,0,0.02659
12/27/2015 17:00,0,0.014585278,-0.022560278,0.042772222,0.022560278,0.005663611,-0.005626667,19982.85632,-19982.87888,0,-0.005626667,0.001294722,0.042772222,0.048435833,-0.014585278
12/27/2015 16:00,0,0.527239444,-0.013348056,0.487283611,0.014145,0,0.053303889,19982.87888,-19982.89223,0.000796944,0.053303889,0.053303889,0.487283611,0.487283611,-0.527239444
12/27/2015 15:00,0,1.439084444,0.077370833,1.191271389,0.000805,0,0.170442222,19982.89223,-19982.81486,0.078175833,0.170442222,0.170442222,1.191271389,1.191271389,-1.439084444
12/27/2015 14:00,0,2.408160278,0.199709722,1.90739,0,0,0.301060556,19982.81486,-19982.61515,0.199709722,0.301060556,0.301060556,1.90739,1.90739,-2.408160278
12/27/2015 13:00,0,2.399203889,0.214820556,1.870803611,0,0,0.313579722,19982.61515,-19982.40033,0.214820556,0.313579722,0.313579722,1.870803611,1.870803611,-2.399203889
12/27/2015 12:00,0,2.237511111,0.198810556,1.742563333,0,0,0.296137222,19982.40033,-19982.20152,0.198810556,0.296137222,0.296137222,1.742563333,1.742563333,-2.237511111
12/27/2015 11:00,0,1.874713611,0.157056944,1.466663611,0,0,0.250993056,19982.20152,-19982.04446,0.157056944,0.250993056,0.250993056,1.466663611,1.466663611,-1.874713611
12/27/2015 10:00,0,0.982080278,0.034025556,0.837901389,0.005878333,0,0.110153333,19982.04446,-19982.01044,0.039903889,0.110153333,0.110153333,0.837901389,0.837901389,-0.982080278
12/27/2015 9:00,0,0.196534722,-0.025133333,0.212388889,0.025133333,0.002653333,0.009279167,19982.01357,-19982.03871,0,0.009279167,0.012416667,0.212388889,0.215042222,-0.196534722
12/27/2015 8:00,0,-0.026511944,-0.003946389,-0.010760556,0.003946389,0.010760556,-0.011805,19982.05051,-19982.05446,0,-0.011805,0,-0.010760556,0,0.026511944
12/27/2015 7:00,0,-0.0265475,-0.00393,-0.010768056,0.00393,0.010768056,-0.011849444,19982.06631,-19982.07024,0,-0.011849444,0,-0.010768056,0,0.0265475
12/27/2015 6:00,0,-0.026721944,-0.003929167,-0.010908333,0.003929167,0.010908333,-0.011884444,19982.08212,-19982.08605,0,-0.011884444,0,-0.010908333,0,0.026721944
12/27/2015 5:00,0,-0.026696944,-0.003929722,-0.010899722,0.003929722,0.010899722,-0.0118675,19982.09792,-19982.10185,0,-0.0118675,0,-0.010899722,0,0.026696944
12/27/2015 4:00,0,-0.026504167,-0.003906389,-0.010723333,0.003906389,0.010723333,-0.011874444,19982.11372,-19982.11763,0,-0.011874444,0,-0.010723333,0,0.026504167
12/27/2015 3:00,0,-0.026606667,-0.003914722,-0.01076,0.003914722,0.01076,-0.011931944,19982.12956,-19982.13348,0,-0.011931944,0,-0.01076,0,0.026606667
12/27/2015 2:00,0,-0.026758056,-0.003914444,-0.010880278,0.003914444,0.010880278,-0.011963333,19982.14544,-19982.14935,0,-0.011963333,0,-0.010880278,0,0.026758056
12/27/2015 1:00,0,-0.026986389,-0.003881389,-0.01102,0.003881389,0.01102,-0.012085,19982.16144,-19982.16532,0,-0.012085,0,-0.01102,0,0.026986389
12/27/2015 0:00,0,-0.0270075,-0.003854444,-0.011056944,0.003854444,0.011056944,-0.012096111,19982.17742,-19982.18127,0,-0.012096111,0,-0.011056944,0,0.0270075
12/26/2015 23:00,0,-0.027137778,-0.003852778,-0.011148333,0.003852778,0.011148333,-0.012136667,19982.19341,-19982.19726,0,-0.012136667,0,-0.011148333,0,0.027137778
12/26/2015 22:00,0,-0.026885833,-0.003848611,-0.011001667,0.003848611,0.011001667,-0.012035556,19982.2093,-19982.21315,0,-0.012035556,0,-0.011001667,0,0.026885833
12/26/2015 21:00,0,-0.026779167,-0.003845278,-0.010930833,0.003845278,0.010930833,-0.012003056,19982.22515,-19982.22899,0,-0.012003056,0,-0.010930833,0,0.026779167
12/26/2015 20:00,0,-0.02677,-0.003858333,-0.010909722,0.003858333,0.010909722,-0.012001944,19982.241,-19982.24485,0,-0.012001944,0,-0.010909722,0,0.02677
12/26/2015 19:00,0,-0.026688611,-0.0038425,-0.010886944,0.0038425,0.010886944,-0.011959167,19982.25681,-19982.26066,0,-0.011959167,0,-0.010886944,0,0.026688611
12/26/2015 18:00,0,-0.026579722,-0.003870556,-0.0107925,0.003870556,0.0107925,-0.011916667,19982.27257,-19982.27644,0,-0.011916667,0,-0.0107925,0,0.026579722
12/26/2015 17:00,0,-0.036669167,-0.013902778,-0.010861389,0.013902778,0.010861389,-0.011905,19982.28835,-19982.30225,0,-0.011905,0,-0.010861389,0,0.036669167
12/26/2015 16:00,0,-0.04989,-0.027986667,-0.011751389,0.027986667,0.0117525,-0.010151944,19982.3124,-19982.34039,0,-0.010151944,0,-0.011751389,0.000001111,0.04989
12/26/2015 15:00,0,-0.012476111,-0.027279444,0.018388333,0.027279444,0.003550833,-0.003585,19982.34538,-19982.37266,0,-0.003585,0.001406944,0.018388333,0.021939167,0.012476111
12/26/2015 14:00,0,0.056701944,-0.024841111,0.075669722,0.024841111,0,0.005873333,19982.37281,-19982.39765,0,0.005873333,0.006026111,0.075669722,0.075669722,-0.056701944
12/26/2015 13:00,0,0.235092778,-0.017801944,0.2235725,0.017801944,0,0.029322222,19982.39765,-19982.41546,0,0.029322222,0.029322222,0.2235725,0.2235725,-0.235092778
12/26/2015 12:00,0,0.121221111,-0.021224167,0.119148333,0.021224167,0.002641667,0.023296944,19982.41546,-19982.43668,0,0.023296944,0.023296944,0.119148333,0.12179,-0.121221111
12/26/2015 11:00,0,-0.036610278,-0.026330833,-0.010730833,0.026330833,0.010730833,0.000451389,19982.43854,-19982.46487,0,0.000451389,0.002311389,-0.010730833,0,0.036610278
12/26/2015 10:00,0,-0.0500075,-0.028591389,-0.010680278,0.028591389,0.010680278,-0.010735833,19982.47561,-19982.5042,0,-0.010735833,0,-0.010680278,0,0.0500075
12/26/2015 9:00,0,-0.044156944,-0.021929444,-0.010615278,0.021929444,0.010615278,-0.011612222,19982.51581,-19982.53774,0,-0.011612222,0,-0.010615278,0,0.044156944
12/26/2015 8:00,0,-0.026479444,-0.003918611,-0.010711667,0.003918611,0.010711667,-0.011849167,19982.54959,-19982.55351,0,-0.011849167,0,-0.010711667,0,0.026479444
12/26/2015 7:00,0,-0.026514167,-0.003903056,-0.010719444,0.003903056,0.010719444,-0.011891667,19982.5654,-19982.5693,0,-0.011891667,0,-0.010719444,0,0.026514167
12/26/2015 6:00,0,-0.026559722,-0.003895833,-0.010817222,0.003895833,0.010817222,-0.011846667,19982.58115,-19982.58505,0,-0.011846667,0,-0.010817222,0,0.026559722
12/26/2015 5:00,0,-0.026632222,-0.003883333,-0.010880556,0.003883333,0.010880556,-0.011868333,19982.59691,-19982.6008,0,-0.011868333,0,-0.010880556,0,0.026632222
12/26/2015 4:00,0,-0.0266975,-0.003874444,-0.0108875,0.003874444,0.0108875,-0.011935556,19982.61273,-19982.61661,0,-0.011935556,0,-0.0108875,0,0.0266975
12/26/2015 3:00,0,-0.026755556,-0.003868889,-0.010900833,0.003868889,0.010900833,-0.011985833,19982.62859,-19982.63246,0,-0.011985833,0,-0.010900833,0,0.026755556
12/26/2015 2:00,0,-0.0267775,-0.003856111,-0.010888056,0.003856111,0.010888056,-0.012033333,19982.6445,-19982.64835,0,-0.012033333,0,-0.010888056,0,0.0267775
12/26/2015 1:00,0,-0.0271175,-0.003875833,-0.011066667,0.003875833,0.011066667,-0.012175,19982.66053,-19982.6644,0,-0.012175,0,-0.011066667,0,0.0271175
12/26/2015 0:00,0,-0.027105,-0.00387,-0.011091667,0.00387,0.011091667,-0.012143333,19982.67655,-19982.68042,0,-0.012143333,0,-0.011091667,0,0.027105
12/25/2015 23:00,0,-0.027119444,-0.003866111,-0.011052778,0.003866111,0.011052778,-0.012200556,19982.69262,-19982.69648,0,-0.012200556,0,-0.011052778,0,0.027119444
12/25/2015 22:00,0,-0.027067778,-0.003881667,-0.010989444,0.003881667,0.010989444,-0.012196667,19982.70868,-19982.71256,0,-0.012196667,0,-0.010989444,0,0.027067778
12/25/2015 21:00,0,-0.026984167,-0.003886111,-0.010994722,0.003886111,0.010994722,-0.012103333,19982.72466,-19982.72855,0,-0.012103333,0,-0.010994722,0,0.026984167
12/25/2015 20:00,0,-0.026900833,-0.003893333,-0.010996389,0.003893333,0.010996389,-0.012011111,19982.74056,-19982.74445,0,-0.012011111,0,-0.010996389,0,0.026900833
12/25/2015 19:00,0,-0.026663611,-0.003871944,-0.010873611,0.003871944,0.010873611,-0.011918056,19982.75637,-19982.76024,0,-0.011918056,0,-0.010873611,0,0.026663611
12/25/2015 18:00,0,-0.026620833,-0.003918889,-0.010824167,0.003918889,0.010824167,-0.011877778,19982.77212,-19982.77604,0,-0.011877778,0,-0.010824167,0,0.026620833
