Date & Time,Usage [kW],Generation [kW],Panel A [kW],Household [kW],Solar Array 1 and 2 [kW],Panel B [kW],Panel B Net [kW],Grid [kW],Air Handler 1 [kW],Heat Pump [kW],Hot Tub [kW],Well [kW],Solar Array 3 [kW],Solar Array 3+ [kW],Solar Sub Panel [kW],Solar Sub Panel+ [kW],Car [kW],Ground Array [kW],Ground Array+ [kW],Panel A Net [kW],Grid [kW]
12/31/2015 23:00,12.93012278,-0.015937222,-2.192558889,-2.741712222,-0.009363889,-10.71327333,-10.72541861,12.93012278,-0.332050556,-9.623706389,-0.179281944,-0.039599167,-0.002781389,0,-0.012145278,0,0.002164722,-0.003791944,0,-2.204704167,12.94606
12/31/2015 22:00,15.19899472,-0.015837778,-2.238786111,-2.804026111,-0.0094,-12.93579639,-12.9480025,15.19899472,-0.356539722,-11.78294722,-0.179057778,-0.064066389,-0.002806111,0,-0.012206111,0,0.003480278,-0.003631667,0,-2.250992222,15.2148325
12/31/2015 21:00,13.05671528,-0.016048611,-2.785929444,-2.776370833,-0.009349722,-10.24648083,-10.25863333,13.05671528,-0.132936389,-9.386373056,-0.70721,-0.039666944,-0.002802778,0,-0.0121525,0,0.001890556,-0.003896111,0,-2.798081944,13.07276389
12/31/2015 20:00,10.90359222,-0.016328889,-2.870789444,-2.702450556,-0.009405833,-8.008411111,-8.020606944,10.90359222,-0.340393889,-7.050603611,-0.741862222,-0.052595833,-0.00279,0,-0.012195833,0,0.000642778,-0.004133056,0,-2.882985278,10.91992111
12/31/2015 19:00,6.901486111,-0.016698056,-1.979294444,-2.559953611,-0.009438333,-4.897771111,-4.909981389,6.901486111,-0.373441944,-3.920448333,-0.012926389,-0.0168175,-0.002771944,0,-0.012210278,0,-0.001200278,-0.004487778,0,-1.991504722,6.918184167
12/31/2015 18:00,8.700439722,-0.016888611,-2.679528889,-2.514306944,-0.009565,-5.996204722,-6.008557778,8.700439722,-0.570348889,-4.918059167,-0.668081389,-0.012237222,-0.002788056,0,-0.012353056,0,-0.0005175,-0.004535556,0,-2.691881944,8.717328333
12/31/2015 17:00,6.423220556,0.078942222,-2.519973333,-2.421495,0.004145278,-3.840748056,-3.828939167,6.337103611,-0.288467222,-3.011781944,-0.640536111,-0.051971667,0.007663611,0.008757778,0.011808889,0.017438611,-0.001793889,0.067133333,0.068678333,-2.508164444,6.344278334
12/31/2015 16:00,5.863033056,1.811347778,-1.777676944,-2.141758889,0.248045,-2.903688333,-2.588848333,4.051685278,-0.389026667,-3.165151111,-0.1295075,-0.035253333,0.066795,0.066795,0.31484,0.31484,-0.002335556,1.496507778,1.496507778,-1.462836944,4.051685278
12/31/2015 15:00,5.621312222,5.359859722,-2.019883056,-2.169440833,0.421539167,0.503388333,1.130909444,0.2614525,-0.343906111,-2.593381111,-0.466245833,-0.0443825,0.205981944,0.205981944,0.627521111,0.627521111,-0.003955833,4.732338611,4.732338611,-1.392361944,0.2614525
12/31/2015 14:00,4.352168333,7.066702778,-2.134942222,-2.246562222,0.433813611,2.869113889,3.859295278,-2.714534444,-0.219333056,-1.163064444,-0.640413333,-0.077513333,0.556367778,0.556367778,0.990181389,0.990181389,-0.005281944,6.076521389,6.076521389,-1.144760833,-2.714534445
12/31/2015 13:00,6.570621111,7.356420278,-2.264800556,-2.1692675,0.35062,0.671124722,1.860862222,-0.785799167,-0.350329167,-3.184608056,-0.8042825,-0.057826389,0.8391175,0.8391175,1.1897375,1.1897375,-0.0043075,6.166682778,6.166682778,-1.075063056,-0.785799167
12/31/2015 12:00,3.782347222,6.199206389,-2.701533889,-1.98853,0.235300278,2.898361389,4.008377222,-2.416859167,-0.146623333,-0.313564444,-1.288759444,-0.039946667,0.874715556,0.874715556,1.110015833,1.110015833,-0.004923333,5.089190556,5.089190556,-1.591518056,-2.416859167
12/31/2015 11:00,4.064381111,1.441526944,-1.465699167,-1.934988333,0.048421667,-1.717489444,-1.437322222,2.622854167,-0.215121944,-1.714548056,-0.161511111,-0.035331111,0.231745556,0.231745556,0.280167222,0.280167222,-0.002880556,1.161359722,1.161359722,-1.185531944,2.622854167
12/31/2015 10:00,2.196777778,0.793761944,-1.557011944,-1.905978611,0.019206944,-0.135948333,0.009023889,1.403015833,-0.060075833,-0.003246667,-0.184056389,-0.039888611,0.125765278,0.125765278,0.144972222,0.144972222,-0.003531667,0.648789722,0.648789722,-1.412039722,1.403015834
12/31/2015 9:00,6.592318611,0.327412222,-1.815343333,-1.9418875,-0.000263056,-4.552395278,-4.500979167,6.264906389,-0.413321944,-3.738800833,-0.452543889,-0.044441389,0.051679167,0.051679167,0.051416111,0.051416111,-0.001323056,0.275996111,0.275996111,-1.763927222,6.264906389
12/31/2015 8:00,10.13288417,0.016068611,-1.696293611,-1.819893611,-0.008678333,-8.396758056,-8.403720556,10.10697667,-0.643255,-5.964205278,-0.455079722,-0.021497778,0.001715833,0.0032525,-0.0069625,0.001166111,-1.219113889,0.023031111,0.024741389,-1.703256111,10.11681556
12/31/2015 7:00,10.30707194,-0.015801111,-2.970714444,-1.731345833,-0.009091111,-7.312621944,-7.324489722,10.30707194,-0.641961389,-5.872473889,-1.8086925,-0.007693889,-0.002776667,0,-0.011867778,0,-0.229103333,-0.003933333,0,-2.982582222,10.32287306
12/31/2015 6:00,6.533108611,-0.015964444,-1.374964444,-1.805965833,-0.008956944,-5.134671944,-5.146408056,6.533108611,-0.478863056,-3.720913611,-0.182218056,-0.026087778,-0.002779167,0,-0.011736111,0,-0.303095833,-0.004228333,0,-1.386700556,6.549073055
12/31/2015 5:00,4.415074722,-0.015930278,-1.271390833,-1.704072222,-0.008763611,-3.120608889,-3.132146389,4.415074722,-0.258873333,-1.8659725,-0.183924444,-0.026126667,-0.002773889,0,-0.0115375,0,-0.360175278,-0.004392778,0,-1.282928333,4.431005
12/31/2015 4:00,5.698973889,-0.015714444,-1.340687778,-1.703954722,-0.0087,-4.335347222,-4.346816667,5.698973889,-0.328371944,-3.429809722,-0.18422,-0.035380278,-0.002769444,0,-0.011469444,0,-0.001522778,-0.004245,0,-1.352157222,5.714688333
12/31/2015 3:00,10.74686333,-0.015556667,-1.471689167,-1.859934167,-0.008859444,-9.251850278,-9.263512222,10.74686333,-0.515045556,-7.146787778,-0.183326389,-0.007733611,-0.0028025,0,-0.011661944,0,-1.018479167,-0.003894722,0,-1.483351111,10.76242
12/31/2015 2:00,12.67791833,-0.015907778,-3.144789167,-1.952764167,-0.008991944,-9.509495833,-9.5213125,12.67791833,-0.233550833,-4.102100556,-1.813743611,-0.033688889,-0.002824722,0,-0.011816667,0,-4.5261625,-0.004091111,0,-3.156605833,12.69382611
12/31/2015 1:00,8.982882778,-0.016234167,-1.7913725,-1.979840833,-0.009015278,-7.167901944,-7.179706111,8.982882778,-0.0604225,-1.199682778,-0.183199444,-0.039862778,-0.002788889,0,-0.011804167,0,-5.503640278,-0.00443,0,-1.803176667,8.999116945
12/31/2015 0:00,5.155410556,-0.0161275,-1.870631944,-2.255269444,-0.008939722,-3.261409167,-3.273093889,5.155410556,-0.22337,-2.443141111,-0.184620833,-0.030789722,-0.002745,0,-0.011684722,0,-0.002091944,-0.004442778,0,-1.882316667,5.171538056
12/30/2015 23:00,7.249820278,-0.015930556,-2.578771389,-2.982391667,-0.008964444,-4.647659444,-4.659354167,7.249820278,-0.344212222,-3.682674722,-0.183225278,-0.040045278,-0.002730278,0,-0.011694722,0,-0.001340556,-0.004235833,0,-2.590466111,7.265750834
12/30/2015 22:00,7.491371111,-0.016114722,-2.5085725,-2.850394444,-0.009131667,-4.959054722,-4.970926667,7.491371111,-0.341996111,-3.992163611,-0.1823925,-0.107121389,-0.002740278,0,-0.011871944,0,-0.001188333,-0.004242778,0,-2.520444444,7.507485833
12/30/2015 21:00,4.448668611,-0.016458611,-2.061611111,-2.712702778,-0.009113056,-2.363293056,-2.375175278,4.448668611,-0.170702222,-1.482473333,-0.034929167,-0.028811667,-0.002769167,0,-0.011882222,0,-0.002590833,-0.004576389,0,-2.073493333,4.465127222
12/30/2015 20:00,6.085276389,-0.016344167,-2.662796944,-2.310610556,-0.00915,-3.398645,-3.410562222,6.085276389,-0.319698889,-2.454810833,-0.93747,-0.044380556,-0.002767222,0,-0.011917222,0,-0.001961389,-0.004426944,0,-2.674714167,6.101620556
12/30/2015 19:00,4.165103889,-0.016545,-1.702359444,-2.377058056,-0.009171389,-2.438848889,-2.450796667,4.165103889,-0.192551944,-1.523557222,-0.013053889,-0.039805278,-0.002776389,0,-0.011947778,0,-0.0025325,-0.004597222,0,-1.714307222,4.181648889
12/30/2015 18:00,6.479450833,-0.016366111,-2.468310556,-2.143297778,-0.009206389,-3.987165833,-3.999153056,6.479450833,-0.383875278,-2.9657875,-0.928685556,-0.039685278,-0.002780833,0,-0.011987222,0,-0.001753333,-0.004378889,0,-2.480297778,6.495816944
12/30/2015 17:00,4.1664875,-0.003216944,-1.372033611,-1.835609722,-0.009033333,-2.764343611,-2.774643056,4.156976111,-0.213477222,-2.044938333,-0.013050278,-0.0444175,-0.001266111,0.000623333,-0.010299444,0,-0.002266111,0.0070825,0.009511389,-1.382333056,4.169704444
12/30/2015 16:00,7.6192325,0.195932778,-2.384916389,-2.020364444,-0.005606111,-5.083126389,-5.060686389,7.423162778,-0.417764722,-4.248236389,-0.896349444,-0.035308056,0.028046111,0.028046111,0.02244,0.022576944,-0.0010725,0.173492778,0.173492778,-2.362476389,7.423299722
12/30/2015 15:00,4.297651944,0.52053,-1.399043056,-1.866853333,0.003144167,-2.540507778,-2.459293333,3.777121944,-0.290723056,-2.093693611,-0.013258889,-0.030768611,0.078070278,0.078070278,0.081214444,0.081214444,-0.002354444,0.439315556,0.439315556,-1.317828611,3.777121944
12/30/2015 14:00,4.952545278,0.89853,-2.338455278,-1.906157778,0.017797222,-2.028724444,-1.872142222,4.054015278,-0.263566111,-1.779592222,-0.960588889,-0.039956944,0.138785,0.138785,0.156582222,0.156582222,-0.002683333,0.741947778,0.741947778,-2.181873056,4.054015278
12/30/2015 13:00,4.5622175,1.254746389,-1.366329167,-1.863476111,0.036439722,-2.384989167,-2.163065556,3.307471111,-0.302341111,-2.335955556,-0.013373889,-0.044550833,0.185483889,0.185483889,0.221923611,0.221923611,-0.00252,1.032822778,1.032822778,-1.144405556,3.307471111
12/30/2015 12:00,3.359915,1.364822778,-2.715868611,-1.795050833,0.053293889,0.208891389,0.464833889,1.995092222,-0.060625833,-0.040875278,-1.419746111,-0.039946944,0.202648611,0.202648611,0.2559425,0.2559425,-0.00367,1.108880278,1.108880278,-2.459926111,1.995092222
12/30/2015 11:00,4.652228333,1.131140556,-1.511443056,-1.876871111,0.049619167,-2.485036389,-2.247340556,3.521087778,-0.271093333,-2.299648889,-0.162104444,-0.039985833,0.188076667,0.188076667,0.237695833,0.237695833,-0.002524722,0.893444722,0.893444722,-1.273747222,3.521087777
12/30/2015 10:00,2.039460278,0.435650278,-1.430948611,-1.743509444,0.018353056,-0.377296389,-0.275078889,1.60381,-0.059889444,-0.003312222,-0.184743611,-0.044531389,0.083864444,0.083864444,0.1022175,0.1022175,-0.003474167,0.333432778,0.333432778,-1.328731111,1.60381
12/30/2015 9:00,5.275752222,0.087364167,-1.384283333,-1.916649722,-0.005998889,-3.822344722,-3.812415,5.186768611,-0.328882778,-2.951990278,-0.035034722,-0.039840556,0.015928611,0.015981667,0.009929722,0.011549167,-0.001734722,0.077434444,0.077434444,-1.374353611,5.188388055
12/30/2015 8:00,10.99298778,-0.012961667,-2.598785,-1.919271944,-0.009206667,-8.369612778,-8.381255278,10.99168278,-0.6445425,-5.836367778,-1.337984444,-0.025992778,-0.002435833,0.000002222,-0.0116425,0,-1.214561667,-0.001319167,0.001305,-2.6104275,11.00594945
12/30/2015 7:00,9.163478889,-0.015893333,-1.369100833,-1.717686111,-0.009216389,-7.770433611,-7.782405833,9.163478889,-1.190502222,-5.827929167,-0.156419167,-0.007686944,-0.002755833,0,-0.011972222,0,-0.247361944,-0.003921111,0,-1.381073056,9.179372222
12/30/2015 6:00,5.617757778,-0.016045833,-1.435344722,-1.767988611,-0.008979722,-4.158878611,-4.170645833,5.617757778,-0.328282778,-2.9447975,-0.182737222,-0.030655,-0.0027875,0,-0.011767222,0,-0.347250833,-0.004278611,0,-1.447111944,5.633803611
12/30/2015 5:00,6.073298333,-0.015909444,-1.352537222,-1.722418611,-0.008846111,-4.697469444,-4.709115278,6.073298333,-0.331362222,-3.291730556,-0.183866389,-0.016896944,-0.002799722,0,-0.011645833,0,-0.511114167,-0.004263611,0,-1.364183056,6.089207777
12/30/2015 4:00,7.005586667,-0.015846111,-3.124099722,-1.888018611,-0.008789444,-3.858300278,-3.869893611,7.005586667,-0.214843333,-3.047215,-1.802723056,-0.0352825,-0.002803889,0,-0.011593333,0,-0.001658056,-0.004252778,0,-3.135693056,7.021432778
12/30/2015 3:00,7.227544444,-0.015810278,-1.558067778,-2.100286111,-0.008851944,-5.646200556,-5.657838611,7.227544444,-0.454817778,-4.44102,-0.184222222,-0.030693889,-0.002786111,0,-0.011638056,0,-0.000694167,-0.004172222,0,-1.569705833,7.243354722
12/30/2015 2:00,5.056278889,-0.0159275,-1.468843611,-2.098359444,-0.008705278,-3.564426389,-3.575930833,5.056278889,-0.195364167,-2.488591944,-0.185009444,-0.070483056,-0.002799167,0,-0.011504444,0,-0.002543333,-0.004423056,0,-1.480348056,5.072206389
12/30/2015 1:00,2.433456111,-0.016230278,-1.644989167,-2.124114444,-0.008751111,-0.765384722,-0.776925833,2.433456111,-0.060406111,-0.003613611,-0.185698611,-0.040071111,-0.00279,0,-0.011541111,0,-0.003321944,-0.004689167,0,-1.656530278,2.449686389
12/30/2015 0:00,2.547962778,-0.016456944,-1.611025556,-2.220678333,-0.008981111,-0.913427222,-0.925182222,2.547962778,-0.092339167,-0.003531944,-0.185556944,-0.026130833,-0.002773889,0,-0.011755,0,-0.003268611,-0.004701944,0,-1.622780556,2.564419722
12/29/2015 23:00,6.888600833,-0.016293333,-1.639442222,-2.357215,-0.009194167,-5.225239722,-5.237199167,6.888600833,-0.337442778,-3.072247222,-0.183372778,-0.021467222,-0.002765278,0,-0.011959444,0,-0.9005625,-0.004333889,0,-1.651401667,6.904894166
12/29/2015 22:00,10.44475139,-0.016203056,-1.888951389,-2.399519722,-0.009256944,-8.531706667,-8.543753333,10.44475139,-0.285086667,-3.375159167,-0.182316111,-0.035190556,-0.002789722,0,-0.012046667,0,-4.151276111,-0.004156389,0,-1.900998056,10.46095445
12/29/2015 21:00,10.67205556,-0.016185278,-3.231698056,-2.918346667,-0.009279444,-7.416205833,-7.428281667,10.67205556,-0.367154722,-4.206077778,-0.964609722,-0.035212222,-0.002796389,0,-0.012075833,0,-2.164469167,-0.004109444,0,-3.243773889,10.68824083
12/29/2015 20:00,5.962903056,-0.016415556,-2.468360278,-3.1080275,-0.009206667,-3.470538889,-3.482540833,5.962903056,-0.286553333,-2.506476389,-0.013039167,-0.030668889,-0.002795278,0,-0.012001944,0,-0.001722222,-0.004413611,0,-2.480362222,5.979318612
12/29/2015 19:00,6.787001944,-0.016569444,-3.202070833,-2.933933889,-0.009273056,-3.560735,-3.572833056,6.787001944,-0.377408889,-2.45362,-0.98237,-0.021407778,-0.002825,0,-0.012098056,0,-0.001691944,-0.004471389,0,-3.214168889,6.803571388
12/29/2015 18:00,5.911358056,-0.016561111,-2.353182778,-2.974140556,-0.009301389,-3.533974167,-3.546074722,5.911358056,-0.340098056,-2.540082778,-0.012961944,-0.025802222,-0.002799167,0,-0.012100556,0,-0.001711389,-0.004460556,0,-2.365283333,5.927919167
12/29/2015 17:00,4.124661111,-0.009576111,-1.448036944,-2.030650556,-0.009091389,-2.650478333,-2.661505,4.120568611,-0.231039444,-1.794145278,-0.013036111,-0.039915556,-0.001935278,0.000178333,-0.011026667,0,-0.002205556,0.001450556,0.0040925,-1.459063611,4.134237222
12/29/2015 16:00,5.980308611,0.132816667,-2.231540278,-1.908081667,-0.004671111,-3.652315833,-3.633883056,5.846990556,-0.297915278,-2.755413611,-0.985964167,-0.030714444,0.023103889,0.023103889,0.018432778,0.018934167,-0.001718056,0.114383889,0.114383889,-2.2131075,5.847491944
12/29/2015 15:00,3.969568333,0.385793889,-1.333807222,-1.890540556,0.009761389,-2.405749444,-2.327858333,3.583774444,-0.206519167,-1.821500556,-0.013206389,-0.035407778,0.068129722,0.068129722,0.077891111,0.077891111,-0.002393889,0.307902778,0.307902778,-1.255916111,3.583774444
12/29/2015 14:00,5.483138889,0.611883056,-2.317488889,-1.845896389,0.028905556,-2.8311075,-2.692437222,4.871255833,-0.305370556,-2.309102222,-0.980663333,-0.0398775,0.109764722,0.109764722,0.138670278,0.138670278,-0.002228889,0.473212778,0.473212778,-2.178818611,4.871255833
12/29/2015 13:00,3.257508333,0.646013611,-1.430471667,-1.947264167,0.040236389,-1.515453611,-1.348238333,2.611494722,-0.186363056,-1.063078611,-0.0133225,-0.0445275,0.126978889,0.126978889,0.167215278,0.167215278,-0.0029525,0.478798333,0.478798333,-1.263256389,2.611494722
12/29/2015 12:00,5.4846975,0.695173056,-2.607707778,-1.852300278,0.054351944,-2.586418333,-2.3841175,4.789524444,-0.060713611,-2.292852222,-1.236479444,-0.039917222,0.147948889,0.147948889,0.202300833,0.202300833,-0.002434722,0.492872222,0.492872222,-2.405406944,4.789524444
12/29/2015 11:00,8.380689167,0.560953056,-1.768269167,-2.109948889,0.043569722,-6.4117225,-6.231594722,7.819736111,-0.060580833,-6.007791667,-0.161758333,-0.03994,0.136558056,0.136558056,0.180127778,0.180127778,-0.000669444,0.380825278,0.380825278,-1.588141389,7.819736111
12/29/2015 10:00,11.32520222,0.438988056,-1.802485833,-2.236724722,0.025300278,-9.375257222,-9.229492778,10.88621417,-0.138798056,-8.721138889,-0.185190278,-0.044446111,0.120464167,0.120464167,0.145764444,0.145764444,0.001095833,0.293223611,0.293223611,-1.656721389,10.88621417
12/29/2015 9:00,14.24656833,0.102110278,-1.7759325,-2.320134722,-0.002468056,-12.4225225,-12.39540056,14.14421111,-0.655482222,-11.22665778,-0.0349375,-0.012318889,0.02959,0.02959,0.027121944,0.027368889,0.003209722,0.074988333,0.074988333,-1.748810556,14.14445806
12/29/2015 8:00,12.91515639,-0.013349167,-2.4071275,-2.107062778,-0.009216667,-10.48482,-10.49604639,12.91440028,-0.6536625,-8.555838333,-0.927308333,-0.007713056,-0.002009722,0.000157222,-0.011226389,0,-0.649466111,-0.002122778,0.000756111,-2.418353889,12.92850556
12/29/2015 7:00,10.1360975,-0.015899444,-2.517873889,-2.197737222,-0.009235278,-7.594270833,-7.606247222,10.1360975,-0.67143,-5.8111525,-1.090445833,-0.069478056,-0.002741111,0,-0.011976389,0,-0.279954444,-0.003923056,0,-2.529850278,10.15199694
12/29/2015 6:00,6.404303333,-0.015976944,-2.062746667,-1.676663056,-0.008968333,-4.318095,-4.329825833,6.404303333,-0.459064722,-3.008518889,-0.870363889,-0.021545278,-0.0027625,0,-0.011730833,0,-0.352170556,-0.004246111,0,-2.0744775,6.420280277
12/29/2015 5:00,5.253906944,-0.015910278,-1.419546389,-1.778881389,-0.008841389,-3.811110556,-3.822735556,5.253906944,-0.3399625,-2.594103611,-0.180446667,-0.039931111,-0.002783611,0,-0.011625,0,-0.304671389,-0.004285278,0,-1.431171389,5.269817222
12/29/2015 4:00,6.161454444,-0.015854444,-1.506238611,-1.822622778,-0.008838333,-4.631983056,-4.643599444,6.161454444,-0.248956389,-3.850715833,-0.181938611,-0.039967222,-0.002778056,0,-0.011616389,0,-0.001399167,-0.004238056,0,-1.517855,6.177308888
12/29/2015 3:00,9.665490833,-0.015688611,-1.521321389,-1.856695,-0.008870833,-8.120817222,-8.132493333,9.665490833,-0.308377222,-6.381327222,-0.180536667,-0.026160278,-0.002805278,0,-0.011676111,0,-0.896705833,-0.0040125,0,-1.5329975,9.681179444
12/29/2015 2:00,11.47988167,-0.015852778,-3.1245125,-1.780716944,-0.008918889,-8.331875833,-8.3436225,11.47988167,-0.249916667,-3.569915556,-1.830482222,-0.030785833,-0.002827778,0,-0.011746667,0,-4.002211667,-0.004106111,0,-3.136259167,11.49573445
12/29/2015 1:00,7.978603056,-0.016143889,-1.349322222,-1.644313056,-0.008900833,-6.6058825,-6.617581667,7.978603056,-0.061580278,-0.005524444,-0.180290556,-0.057546111,-0.002798333,0,-0.011699167,0,-6.013204722,-0.004444722,0,-1.361021389,7.994746945
12/29/2015 0:00,6.726014722,-0.016244167,-1.749621667,-2.130235,-0.009063611,-4.952743056,-4.964568056,6.726014722,-0.272784167,-2.0962125,-0.179715556,-0.040004722,-0.002761389,0,-0.011825,0,-1.990818611,-0.004419167,0,-1.761446667,6.742258889
12/28/2015 23:00,5.01308,-0.016498333,-1.706596111,-2.107741389,-0.009233611,-3.282483889,-3.294483889,5.01308,-0.2277775,-2.440061667,-0.179056667,-0.039906111,-0.002766389,0,-0.012,0,-0.002038333,-0.004498333,0,-1.718596111,5.029578333
12/28/2015 22:00,5.792823611,-0.016405556,-1.738313056,-2.224062222,-0.009259722,-4.03048,-4.042495278,5.792823611,-0.395544722,-2.932227778,-0.178469722,-0.044411111,-0.002755556,0,-0.012015278,0,-0.0017025,-0.004390278,0,-1.750328333,5.809229167
12/28/2015 21:00,5.75804,-0.016491944,-2.682545278,-2.300049722,-0.009286944,-3.051374167,-3.063434444,5.75804,-0.335619444,-2.109379722,-0.949962778,-0.044412222,-0.002773333,0,-0.012060278,0,-0.002124167,-0.004431667,0,-2.694605556,5.774531944
12/28/2015 20:00,6.480530833,-0.0163875,-1.768993889,-2.341679444,-0.009371389,-4.687249722,-4.699393333,6.480530833,-0.392953333,-3.674069444,-0.014416667,-0.039763056,-0.002772222,0,-0.012143611,0,-0.001261389,-0.004243889,0,-1.7811375,6.496918333
12/28/2015 19:00,6.898049444,-0.016585556,-2.749582778,-2.386355556,-0.009448333,-4.123975556,-4.136221111,6.898049444,-0.450308611,-3.064848333,-0.926429444,-0.0520075,-0.002797222,0,-0.012245556,0,-0.001514444,-0.00434,0,-2.761828333,6.914635
12/28/2015 18:00,5.947042222,-0.016616944,-1.827098333,-2.292765,-0.009509444,-4.095350556,-4.107647222,5.947042222,-0.367518056,-3.216170556,-0.012778056,-0.039686389,-0.002787222,0,-0.012296667,0,-0.001507222,-0.004320278,0,-1.839395,5.963659166
12/28/2015 17:00,6.997040556,-0.013693333,-2.785790556,-2.332260556,-0.009022222,-4.18769,-4.198922222,6.995945,-0.306775278,-3.387300278,-0.910181389,-0.044239167,-0.00221,0.000179722,-0.011232222,0.000002222,-0.001495,-0.002461111,0.001093333,-2.797022778,7.010733889
12/28/2015 16:00,7.669630278,0.105213056,-1.609493611,-2.090302778,0.010972222,-6.024941389,-5.989917778,7.564387778,-0.436832222,-5.071779722,-0.013013889,-0.056978611,0.024051389,0.024051389,0.035023611,0.035053056,-0.000693611,0.070189444,0.070189444,-1.57447,7.564417222
12/28/2015 15:00,8.134469167,0.31648,-2.382791667,-1.949525556,0.036647778,-5.658156389,-5.546676944,7.817989167,-0.534507222,-4.700624722,-0.909208889,-0.039816667,0.074831667,0.074831667,0.111479444,0.111479444,-0.000786111,0.205000556,0.205000556,-2.271312222,7.817989167
12/28/2015 14:00,4.855144167,0.482326389,-1.408346389,-1.870502778,0.046438056,-3.295974167,-3.130222778,4.372817778,-0.299337778,-2.630316944,-0.013116667,-0.039857778,0.119313333,0.119313333,0.165751389,0.165751389,-0.002012222,0.316575,0.316575,-1.242595,4.372817778
12/28/2015 13:00,6.98699,0.499668611,-2.259885833,-1.876882222,0.053042778,-4.577907778,-4.402671667,6.487321389,-0.373979444,-3.812508611,-0.877793611,-0.044428889,0.122193333,0.122193333,0.175236111,0.175236111,-0.001397222,0.3244325,0.3244325,-2.084649722,6.487321389
12/28/2015 12:00,8.322840556,0.512395,-2.621746389,-1.926894722,0.048369167,-5.549581944,-5.369140556,7.810445556,-0.491683056,-4.706576389,-1.166274722,-0.030568333,0.132072222,0.132072222,0.180441389,0.180441389,-0.000843333,0.331953611,0.331953611,-2.441305,7.810445556
12/28/2015 11:00,8.577043056,0.471473333,-1.715375278,-2.131877778,0.075159722,-6.753172222,-6.571683333,8.105569722,-0.6590325,-5.621853889,-0.156294444,-0.007661111,0.106329167,0.106329167,0.181488889,0.181488889,-0.000323333,0.289984444,0.289984444,-1.533886389,8.105569723
12/28/2015 10:00,4.590797222,0.202012222,-1.764064167,-2.324263611,0.026250556,-2.774878056,-2.699799444,4.388785,-0.254036944,-1.702425,-0.189503611,-0.1176975,0.048828056,0.048828056,0.075078611,0.075078611,-0.002870556,0.126933611,0.126933611,-1.688985556,4.388785
12/28/2015 9:00,6.998301111,0.054109722,-2.27402,-1.967071667,0.008309167,-4.707763611,-4.688871111,6.943998611,-0.465962222,-3.654043333,-0.869969167,-0.039742778,0.010583333,0.010595556,0.0188925,0.019085,-0.001319167,0.035217222,0.0352175,-2.2551275,6.944191389
12/28/2015 8:00,8.625270556,-0.015697778,-2.281205833,-1.825615556,-0.009136111,-6.3203525,-6.332191111,8.625235556,-0.407706111,-4.18256,-0.979922222,-0.039702778,-0.0027025,0.000000556,-0.011838611,0,-1.174031111,-0.003859167,0.000035,-2.293044444,8.640968334
12/28/2015 7:00,6.259600833,-0.016195,-1.457851111,-1.79683,-0.009213056,-4.777838056,-4.789793889,6.259600833,-0.393468611,-3.621557222,-0.161262778,-0.0396725,-0.002742778,0,-0.011955833,0,-0.230614722,-0.004239167,0,-1.469806944,6.275795833
12/28/2015 6:00,9.177150556,-0.01603,-3.22385,-1.872638056,-0.009165278,-5.929402778,-5.941351667,9.177150556,-0.384781389,-4.770855833,-1.8392675,-0.04052,-0.002783611,0,-0.011948889,0,-0.253057778,-0.004081111,0,-3.235798889,9.193180556
12/28/2015 5:00,6.980845833,-0.016050833,-1.575546944,-1.927185,-0.009104722,-5.381550556,-5.393424722,6.980845833,-0.311854444,-4.129127778,-0.186234444,-0.034414444,-0.002769444,0,-0.011874167,0,-0.375978889,-0.004176667,0,-1.587421111,6.996896666
12/28/2015 4:00,7.914661111,-0.015891389,-1.459534444,-1.816991667,-0.009036111,-6.431516667,-6.443321667,7.914661111,-0.482994444,-5.119581667,-0.1847975,-0.007704444,-0.002768889,0,-0.011805,0,-0.2867,-0.004086389,0,-1.471339444,7.9305525
12/28/2015 3:00,8.724449722,-0.015901111,-1.355444167,-1.731854722,-0.009008056,-7.345425556,-7.357215556,8.724449722,-0.480507222,-4.447540833,-0.184753333,-0.007704722,-0.002781944,0,-0.01179,0,-1.856187778,-0.004111111,0,-1.367234167,8.740350833
12/28/2015 2:00,13.11489778,-0.015991111,-2.9615025,-1.740176944,-0.009061111,-10.12963806,-10.14151667,13.11489778,-0.422960278,-3.262667778,-1.830423611,-0.012343611,-0.0028175,0,-0.011878611,0,-5.830334444,-0.0041125,0,-2.973381111,13.13088889
12/28/2015 1:00,6.7553225,-0.016123333,-1.608469167,-2.017387222,-0.008992778,-5.123317222,-5.135085278,6.7553225,-0.380618889,-3.165563333,-0.184101667,-0.007712778,-0.002775278,0,-0.011768056,0,-0.983815278,-0.004355278,0,-1.620237222,6.771445833
12/28/2015 0:00,5.373363889,-0.016271111,-1.6406,-2.026988056,-0.0090675,-3.709078333,-3.720921111,5.373363889,-0.34745,-2.770700833,-0.184063889,-0.026103333,-0.002775278,0,-0.011842778,0,-0.001786667,-0.004428333,0,-1.652442778,5.389635
12/27/2015 23:00,5.325777778,-0.016504722,-1.634583056,-2.008825,-0.009284444,-3.667118056,-3.679156389,5.325777778,-0.352716667,-2.741359167,-0.183194722,-0.021413889,-0.002753889,0,-0.012038333,0,-0.001763611,-0.004466389,0,-1.646621389,5.3422825
