"Date & Time","Usage [kW]","Generation [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","ct11 [kW]","water [kW]","spa [kW]","oven [kW]","car [kW]","Solaredge [kW]","dryer [kW]"
2015-12-27 04:00:00,3.426085833,-0.006856944,3.426085833,-0.006856944,-0.000000000,-0.000774444,0.405720278,-0.002999722,0.003909167,0.003051389,-0.003843889,0.279406667
2015-12-27 03:00:00,3.476434444,-0.006914167,3.476434444,-0.006914167,-0.000000000,-0.000796944,0.377232500,-0.003510000,0.003870556,0.002833611,-0.003832500,0.279783333
2015-12-27 02:00:00,5.427044722,-0.006686944,5.427044722,-0.006686944,-0.000000000,-0.001510833,0.738018333,-0.008165278,0.003600278,0.002213889,-0.003802778,0.282762500
2015-12-27 01:00:00,9.764472778,-0.005789167,9.764472778,-0.005789167,-0.000000000,-0.000869167,0.439075000,1.278228056,0.003775556,4.186833889,-0.003781667,0.284626667
2015-12-27 00:00:00,5.722501667,-0.006543333,5.722501667,-0.006543333,-0.000000000,-0.001729444,2.310412778,-0.006926667,0.003737500,0.002512500,-0.003771944,0.299723056
2015-12-26 23:00:00,8.229909444,-0.006536667,8.229909444,-0.006536667,-0.000000000,-0.002062500,3.332781389,-0.009395556,0.930108333,0.002318056,-0.003749722,0.289617222
2015-12-26 22:00:00,4.136466389,-0.006881944,4.136466389,-0.006881944,-0.000000000,-0.001585833,0.398183611,-0.008021389,0.003967778,0.002250278,-0.003786667,0.295129167
2015-12-26 21:00:00,3.773279722,-0.007075556,3.773279722,-0.007075556,-0.000000000,-0.001584722,0.115558611,-0.007971111,0.003965556,0.002184444,-0.003787500,0.277423333
2015-12-26 20:00:00,3.379726389,-0.008021667,3.379726389,-0.008021667,-0.000000000,-0.001391389,0.273304167,-0.006333056,0.004033889,0.002450000,-0.004038333,0.278265556
2015-12-26 19:00:00,3.645433889,0.289182500,3.645433889,0.289182500,0.294972222,-0.001414444,0.415222500,-0.005901667,0.004075000,0.002670000,0.226055833,0.281508333
2015-12-26 18:00:00,3.434292222,3.594464722,3.434292222,3.594464722,3.594464722,-0.001391111,0.469063611,-0.005661944,0.004253056,0.002831667,1.078148889,0.289562500
2015-12-26 17:00:00,3.093592500,4.825035556,3.093592500,4.825035556,4.825035556,-0.001375278,0.002647500,-0.005790000,0.004290000,0.002740000,1.510123056,0.353187222
2015-12-26 16:00:00,5.550694444,8.083328056,5.550694444,8.083328056,8.083328056,-0.001824167,2.624234722,-0.005858333,0.004204444,0.003105556,3.039086944,0.296725278
2015-12-26 15:00:00,5.376326667,9.942587778,5.376326667,9.942587778,9.942587778,-0.001811944,2.467136111,-0.005156667,0.004203333,0.003300556,3.884919167,0.238758889
2015-12-26 14:00:00,3.226733056,9.773923333,3.226733056,9.773923333,9.773923333,-0.001261111,0.513646667,-0.004603889,0.004335278,0.003171111,3.819231944,0.280312778
2015-12-26 13:00:00,5.215940556,8.838198333,5.215940556,8.838198333,8.838198333,-0.001517778,2.598365278,-0.004799444,0.004248889,0.003201111,3.438489722,0.262819722
2015-12-26 12:00:00,2.713433889,6.916119722,2.713433889,6.916119722,6.916119722,-0.001038889,0.001841667,-0.003073611,0.004254444,0.003161667,2.668018611,0.200239722
2015-12-26 11:00:00,2.997231111,2.957512778,2.997231111,2.957512778,2.957512778,-0.000996944,0.380105278,-0.003388611,0.004119444,0.003085278,1.058862222,0.276276389
2015-12-26 10:00:00,1.932947222,0.041805278,1.932947222,0.041805278,0.045570556,-0.000218333,0.000940556,-0.000726389,0.004151111,0.003273611,0.022363889,0.184778056
2015-12-26 09:00:00,2.011041944,-0.006935000,2.011041944,-0.006935000,-0.000000000,-0.000242500,0.000909722,-0.000856944,0.004131111,0.003202222,-0.003807500,0.271263889
2015-12-26 08:00:00,2.423686389,-0.006905000,2.423686389,-0.006905000,-0.000000000,-0.000311111,0.392831944,-0.000940000,0.004121944,0.003273611,-0.003810000,0.266470278
2015-12-26 07:00:00,1.953790278,-0.006920556,1.953790278,-0.006920556,-0.000000000,-0.000227500,0.000880833,-0.000741944,0.004172778,0.003314444,-0.003825000,0.201428611
2015-12-26 06:00:00,2.266549444,-0.006930000,2.266549444,-0.006930000,-0.000000000,-0.000280833,0.000901111,0.216270278,0.004161944,0.003280833,-0.003833889,0.279908889
2015-12-26 05:00:00,5.373368333,-0.006850556,5.373368333,-0.006850556,-0.000000000,-0.000962222,0.368394722,2.420970556,0.003975833,0.002892500,-0.003834167,0.256391111
2015-12-26 04:00:00,2.843683333,-0.006980833,2.843683333,-0.006980833,-0.000000000,-0.000747778,0.001539444,-0.002703611,0.004002222,0.003090000,-0.003831944,0.219925833
2015-12-26 03:00:00,4.763040833,-0.006863056,4.763040833,-0.006863056,-0.000000000,-0.001384167,0.384850278,1.489582778,0.004036389,0.002785000,-0.003850556,0.282402222
2015-12-26 02:00:00,4.678689722,-0.007026944,4.678689722,-0.007026944,-0.000000000,-0.001533889,0.002182222,1.668615556,0.004011389,0.002600833,-0.003837778,0.299388611
2015-12-26 01:00:00,8.435035556,-0.006085556,8.435035556,-0.006085556,-0.000000000,-0.000501944,0.372789444,-0.015035556,0.003859444,4.627513889,-0.003809722,0.279143333
2015-12-26 00:00:00,4.180853056,-0.007163056,4.180853056,-0.007163056,-0.000000000,-0.001476944,0.009492778,1.142532778,0.004075556,0.002542222,-0.003834167,0.282929722
2015-12-25 23:00:00,4.867215000,-0.007089167,4.867215000,-0.007089167,-0.000000000,-0.001774444,1.179775556,0.086760833,0.004165833,0.002636111,-0.003822500,0.285896667
2015-12-25 22:00:00,7.344405556,-0.006956944,7.344405556,-0.006956944,-0.000000000,-0.002106111,3.783211944,-0.007562500,0.003811944,0.002662500,-0.003800833,0.303963611
2015-12-25 21:00:00,5.180410000,-0.007298611,5.180410000,-0.007298611,-0.000000000,-0.001527778,1.586790000,-0.006192500,0.229386667,0.002546389,-0.003809444,0.314847500
2015-12-25 20:00:00,5.205803333,-0.008160556,5.205803333,-0.008160556,-0.000000000,-0.001624444,0.667125000,-0.007081667,0.955075556,0.002319444,-0.004244167,0.285242500
2015-12-25 19:00:00,4.948768889,0.283071111,4.948768889,0.283071111,0.286697500,-0.001515000,1.241143056,-0.007001389,0.581363889,0.002322500,0.215376389,0.282464444
2015-12-25 18:00:00,6.216277778,3.362292778,6.216277778,3.362292778,3.362292778,-0.001787222,2.036300556,-0.007943611,0.758313889,0.002408333,1.037362222,0.290124722
2015-12-25 17:00:00,5.886212500,4.186255556,5.886212500,4.186255556,4.186255556,-0.001896944,0.978086667,-0.008781111,0.113506389,0.002219722,1.294303333,0.288553056
2015-12-25 16:00:00,5.606097778,7.540205556,5.606097778,7.540205556,7.540205556,-0.001573333,1.747852778,-0.006564167,0.004313611,0.002607778,2.807669167,0.294416944
2015-12-25 15:00:00,4.122425000,9.669930000,4.122425000,9.669930000,9.669930000,-0.001135556,0.544764444,-0.004191111,0.004369722,0.002977500,3.783374722,0.297236667
2015-12-25 14:00:00,4.136976667,6.574690000,4.136976667,6.574690000,6.574690000,-0.001422222,0.654283611,-0.005486111,0.004341111,0.002775278,2.589298611,0.301169167
