"Date & Time","Usage [kW]","Generation [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","ct11 [kW]","water [kW]","spa [kW]","oven [kW]","car [kW]","Solaredge [kW]","dryer [kW]"
2015-11-30 01:00:00,5.201476944,-0.006756111,5.201476944,-0.006756111,-0.000000000,-0.000891111,0.415814444,-0.008215556,0.003822778,1.395560556,-0.003804167,0.275537222
2015-11-30 00:00:00,3.380633056,-0.007043333,3.380633056,-0.007043333,-0.000000000,-0.001206667,0.455056944,-0.005566667,0.003900833,0.002479722,-0.003779167,0.184964167
2015-11-29 23:00:00,4.864880556,-0.007043889,4.864880556,-0.007043889,-0.000000000,-0.001431111,1.596575833,-0.005668611,0.003840833,0.002675000,-0.003772778,0.273376667
2015-11-29 22:00:00,3.258378056,-0.007323333,3.258378056,-0.007323333,-0.000000000,-0.000930278,0.775992222,-0.004125278,0.004175000,0.002764722,-0.003788333,0.279958056
2015-11-29 21:00:00,3.792400000,-0.007469444,3.792400000,-0.007469444,-0.000000000,-0.000991667,1.739158056,-0.004045000,0.004169167,0.002827500,-0.003803333,0.279577222
2015-11-29 20:00:00,6.082103611,-0.007541111,6.082103611,-0.007541111,-0.000000000,-0.001442778,4.117965833,-0.004755556,0.003986389,0.002799722,-0.003791389,0.206810833
2015-11-29 19:00:00,3.176353611,0.172761389,3.176353611,0.172761389,0.177843889,-0.000825833,0.580055833,-0.004427778,0.004135556,0.002456667,0.085061111,0.274015556
2015-11-29 18:00:00,3.496003333,2.596613611,3.496003333,2.596613611,2.596613611,-0.001013889,1.189429167,-0.004339722,0.004206667,0.002564444,0.980855833,0.279785833
2015-11-29 17:00:00,2.428500556,5.270536944,2.428500556,5.270536944,5.270536944,-0.000855833,0.163590556,-0.003468333,0.004364722,0.002763333,1.463450000,0.280318056
2015-11-29 16:00:00,3.424001111,7.230391944,3.424001111,7.230391944,7.230391944,-0.001055556,1.214843056,-0.003588056,0.004346667,0.002950556,2.938970000,0.281586944
2015-11-29 15:00:00,3.061527222,9.682313333,3.061527222,9.682313333,9.682313333,-0.001043889,1.066014444,-0.002740556,0.004355278,0.003198333,3.788261944,0.199581111
2015-11-29 14:00:00,3.373683611,9.897838611,3.373683611,9.897838611,9.897838611,-0.000788889,0.451638611,-0.002014167,0.004081389,0.003250556,3.872003333,0.274857778
2015-11-29 13:00:00,5.667071111,9.150738333,5.667071111,9.150738333,9.150738333,-0.001243611,0.988927222,-0.005296111,0.507022778,0.002775000,3.565183056,0.282725556
2015-11-29 12:00:00,5.275327222,7.469107500,5.275327222,7.469107500,7.469107500,-0.001350000,1.942855278,-0.003415556,0.003956944,0.002995000,2.897399722,0.249287778
2015-11-29 11:00:00,2.227672778,4.159440278,2.227672778,4.159440278,4.159440278,-0.000336111,0.397910000,-0.000376389,0.004153333,0.003381111,1.508321944,0.207981389
2015-11-29 10:00:00,2.498701944,0.236476667,2.498701944,0.236476667,0.237780833,-0.000365833,0.339165278,-0.000355556,0.004024167,0.003283056,0.130287222,0.274028611
2015-11-29 09:00:00,1.874155278,-0.007447222,1.874155278,-0.007447222,-0.000000000,-0.000241111,0.000802500,-0.000451944,0.004155278,0.003320833,-0.004032778,0.274878611
2015-11-29 08:00:00,2.572665000,-0.006957500,2.572665000,-0.006957500,-0.000000000,-0.000356389,0.344810833,-0.000448889,0.004025556,0.003323889,-0.003819444,0.246005278
2015-11-29 07:00:00,2.014051389,-0.007045833,2.014051389,-0.007045833,-0.000000000,-0.000252778,0.197701111,-0.000477222,0.004152778,0.003357500,-0.003831944,0.210797500
2015-11-29 06:00:00,2.240328611,-0.007103611,2.240328611,-0.007103611,-0.000000000,-0.000285556,0.149133333,0.211601111,0.004181111,0.003380278,-0.003844722,0.276568889
2015-11-29 05:00:00,5.127258889,-0.007065000,5.127258889,-0.007065000,-0.000000000,-0.000761944,0.369386389,2.880483889,0.004088889,0.003041944,-0.003825833,0.277033889
2015-11-29 04:00:00,2.654475833,-0.007208333,2.654475833,-0.007208333,-0.000000000,-0.000559444,0.001275278,-0.001898333,0.004113889,0.003195833,-0.003840556,0.280095000
2015-11-29 03:00:00,4.333310000,-0.007043611,4.333310000,-0.007043611,-0.000000000,-0.001129167,0.980747778,-0.004278056,0.004175000,0.002944722,-0.003819167,0.281426389
2015-11-29 02:00:00,3.253641667,-0.007178611,3.253641667,-0.007178611,-0.000000000,-0.000975833,0.623616111,-0.003711667,0.004183611,0.002910556,-0.003817778,0.284570833
2015-11-29 01:00:00,4.071616667,-0.007381667,4.071616667,-0.007381667,-0.000000000,-0.001199167,0.418232222,1.265701111,0.004217778,0.096636667,-0.003807222,0.296571389
2015-11-29 00:00:00,3.642633889,-0.007253333,3.642633889,-0.007253333,-0.000000000,-0.001099444,0.504669722,-0.006486389,0.004044722,0.002241389,-0.003781389,0.290933333
2015-11-28 23:00:00,4.662100556,-0.007298611,4.662100556,-0.007298611,-0.000000000,-0.001398056,1.468844722,-0.006561667,0.004051944,0.002451389,-0.003798889,0.364232778
2015-11-28 22:00:00,3.727805000,-0.007402222,3.727805000,-0.007402222,-0.000000000,-0.001217500,0.496386667,-0.006168333,0.004134722,0.002436111,-0.003805556,0.304689444
2015-11-28 21:00:00,4.070469444,-0.007434444,4.070469444,-0.007434444,-0.000000000,-0.001207222,1.029281667,-0.006202500,0.004054167,0.002386667,-0.003804167,0.284227222
2015-11-28 20:00:00,3.771702222,-0.007835278,3.771702222,-0.007835278,-0.000000000,-0.001142778,0.941231111,-0.005593889,0.004116111,0.002457222,-0.003880000,0.293361667
2015-11-28 19:00:00,3.887607500,0.153488889,3.887607500,0.153488889,0.159926667,-0.001256111,1.152048889,-0.005580833,0.004407500,0.002541111,0.098633889,0.296866667
2015-11-28 18:00:00,4.239673889,2.889015278,4.239673889,2.889015278,2.889015278,-0.001246944,1.579136111,-0.004653333,0.004390833,0.002840833,1.163931111,0.311509167
2015-11-28 17:00:00,7.221165278,5.408410278,7.221165278,5.408410278,5.408410278,-0.001676944,4.375756944,-0.004955000,0.004264444,0.002926944,1.483168889,0.236816389
2015-11-28 16:00:00,7.341822778,7.399238056,7.341822778,7.399238056,7.399238056,-0.001765000,4.398135833,-0.004941944,0.004264444,0.003088056,3.005185833,0.245036667
2015-11-28 15:00:00,5.835649722,9.889602222,5.835649722,9.889602222,9.889602222,-0.001499722,2.980623333,-0.004076667,0.004315000,0.003291111,3.868168611,0.284080000
2015-11-28 14:00:00,4.286786667,10.053952222,4.286786667,10.053952222,10.053952222,-0.001086944,1.712377778,-0.002428333,0.004358333,0.003455000,3.937290000,0.284677222
2015-11-28 13:00:00,3.749824167,9.293419167,3.749824167,9.293419167,9.293419167,-0.001161667,0.880685278,-0.002853333,0.004426667,0.003286389,3.626230833,0.287697778
2015-11-28 12:00:00,7.876165833,7.557545278,7.876165833,7.557545278,7.557545278,-0.001632778,2.289252778,-0.005434167,0.610843333,0.003014167,2.929687222,0.196078889
2015-11-28 11:00:00,5.751812500,4.259942222,5.751812500,4.259942222,4.259942222,-0.001313611,2.566738611,-0.003080556,0.335171944,0.003142500,1.533745556,0.275444722
2015-11-28 10:00:00,2.842577778,0.256995278,2.842577778,0.256995278,0.258205000,-0.000365000,0.175448333,-0.000519722,0.004238056,0.003113056,0.143708889,0.275833611
2015-11-28 09:00:00,3.118778333,-0.007396111,3.118778333,-0.007396111,-0.000000000,-0.000261111,0.165443333,-0.000398611,0.004171667,0.003200278,-0.004069722,0.195947222
2015-11-28 08:00:00,2.776064722,-0.006946389,2.776064722,-0.006946389,-0.000000000,-0.000340833,0.343540278,-0.000573333,0.004156667,0.003246111,-0.003825000,0.271731389
2015-11-28 07:00:00,3.910820833,-0.007081944,3.910820833,-0.007081944,-0.000000000,-0.000291389,0.000757778,-0.000449167,0.004108333,0.003148889,-0.003826667,0.276263056
2015-11-28 06:00:00,2.838933056,-0.007082778,2.838933056,-0.007082778,-0.000000000,-0.000331944,0.364332500,0.208364167,0.004178333,0.003214722,-0.003832778,0.279135000
2015-11-28 05:00:00,5.449214167,-0.007146111,5.449214167,-0.007146111,-0.000000000,-0.000675556,0.000606667,2.648257778,0.004076389,0.002924167,-0.003841389,0.189903611
2015-11-28 04:00:00,4.675905000,-0.007318333,4.675905000,-0.007318333,-0.000000000,-0.000301111,0.344187778,-0.000351389,0.004162778,0.003251944,-0.003844722,0.276897500
2015-11-28 03:00:00,3.456313611,-0.007283611,3.456313611,-0.007283611,-0.000000000,-0.000320000,0.172337500,-0.000307222,0.004150000,0.003268333,-0.003838333,0.278276667
2015-11-28 02:00:00,4.075450278,-0.007237500,4.075450278,-0.007237500,-0.000000000,-0.000644167,0.237924722,-0.002429722,0.004243056,0.002928889,-0.003811667,0.277501389
2015-11-28 01:00:00,6.406660556,-0.007236667,6.406660556,-0.007236667,-0.000000000,-0.001089722,0.358854167,2.139339722,0.004198333,0.096488889,-0.003801111,0.280363889
2015-11-28 00:00:00,5.323555556,-0.007374167,5.323555556,-0.007374167,-0.000000000,-0.001064444,0.383215833,1.583174167,0.004235833,0.002835833,-0.003811667,0.300524167
2015-11-27 23:00:00,4.754675000,-0.007467500,4.754675000,-0.007467500,-0.000000000,-0.000812222,0.476080000,-0.003328611,0.004352222,0.003185833,-0.003845000,0.289664444
2015-11-27 22:00:00,5.267810278,-0.007614167,5.267810278,-0.007614167,-0.000000000,-0.000990556,0.582771667,-0.003525000,0.004223611,0.003301111,-0.003846944,0.309357778
2015-11-27 21:00:00,8.116366389,-0.007521667,8.116366389,-0.007521667,-0.000000000,-0.001450000,2.475536389,-0.005075556,0.076148889,0.003097222,-0.003842778,0.371717778
2015-11-27 20:00:00,4.305436667,-0.008021944,4.305436667,-0.008021944,-0.000000000,-0.000536667,0.353617778,-0.002796667,0.004368889,0.003168056,-0.003902778,0.284422500
2015-11-27 19:00:00,3.232404444,0.179803333,3.232404444,0.179803333,0.186602500,-0.000416389,0.001339444,-0.001522778,0.004608889,0.003340833,0.105003611,0.299345000
2015-11-27 18:00:00,2.843969167,2.926669722,2.843969167,2.926669722,2.926669722,-0.000654444,0.376576111,-0.001705000,0.004836389,0.003502778,1.189979167,0.307594722
2015-11-27 17:00:00,1.501043611,5.510312500,1.501043611,5.510312500,5.510312500,-0.000603611,0.001471667,-0.001736111,0.004967222,0.003496944,1.518009444,0.308287222
2015-11-27 16:00:00,4.029064444,7.459191111,4.029064444,7.459191111,7.459191111,-0.000709722,0.375290000,-0.001757778,0.004927778,0.003583333,3.034153056,0.289027778
2015-11-27 15:00:00,2.170781944,9.821584167,2.170781944,9.821584167,9.821584167,-0.000700278,0.325445556,-0.000890556,0.004960278,0.003995000,3.851415278,0.296240833
2015-11-27 14:00:00,3.735087778,9.983542778,3.735087778,9.983542778,9.983542778,-0.000496944,0.094455000,-0.001195278,0.004581944,0.003745833,3.914377778,0.296886389
2015-11-27 13:00:00,4.293507778,9.166512222,4.293507778,9.166512222,9.166512222,-0.000617500,0.907048611,-0.001062222,0.004350000,0.003752500,3.576283611,0.308980278
2015-11-27 12:00:00,5.054120278,7.444857222,5.054120278,7.444857222,7.444857222,-0.000439722,0.525936667,-0.000443889,0.004350000,0.003787222,2.891212500,0.307316111
2015-11-27 11:00:00,3.275612778,4.169645556,3.275612778,4.169645556,4.169645556,-0.000306389,0.354451944,-0.000500556,0.004322778,0.003656111,1.507755278,0.282437222
2015-11-27 10:00:00,3.101150278,0.270734722,3.101150278,0.270734722,0.271692500,-0.000263333,0.372404722,-0.000185000,0.004101667,0.003409167,0.149234722,0.278386111
2015-11-27 09:00:00,4.232899722,-0.007530278,4.232899722,-0.007530278,-0.000000000,-0.000177778,0.000546944,0.000102778,0.004001667,0.003274444,-0.004097222,0.278272222
2015-11-27 08:00:00,4.547055000,-0.006930556,4.547055000,-0.006930556,-0.000000000,-0.000172778,0.672881667,-0.001856944,0.003913056,0.803829167,-0.003841944,0.279283611
2015-11-27 07:00:00,4.430304444,-0.007154722,4.430304444,-0.007154722,-0.000000000,-0.000400833,0.876837222,-0.000620000,0.003973056,0.003303889,-0.003846389,0.280663611
2015-11-27 06:00:00,5.231333611,-0.007330833,5.231333611,-0.007330833,-0.000000000,-0.000210000,0.000568056,0.209434722,0.003961944,0.003248611,-0.003853056,0.283265278
2015-11-27 05:00:00,7.744486111,-0.007284722,7.744486111,-0.007284722,0.000000556,-0.000697500,0.364509722,2.708091944,0.003995833,0.002966111,-0.003858056,0.285065556
2015-11-27 04:00:00,3.851752222,-0.007270833,3.851752222,-0.007270833,-0.000000000,-0.000311111,0.404263889,0.000002222,0.003958889,0.003403333,-0.003846111,0.290302778
2015-11-27 03:00:00,5.230475833,-0.007370556,5.230475833,-0.007370556,-0.000000000,-0.000578333,0.551732222,-0.001490556,0.004198611,0.003178611,-0.003832778,0.298614167
2015-11-27 02:00:00,5.906254444,-0.007546389,5.906254444,-0.007546389,-0.000000000,-0.000739444,0.477698333,-0.001818889,0.004039444,0.003044722,-0.003837500,0.300069444
2015-11-27 01:00:00,9.511811111,-0.006681667,9.511811111,-0.006681667,-0.000000000,-0.000182222,1.107941667,-0.009622222,0.003870833,3.387157500,-0.003826111,0.301200833
2015-11-27 00:00:00,2.396251667,-0.007364167,2.396251667,-0.007364167,-0.000000000,-0.000677778,0.001411389,-0.002286111,0.004327222,0.003039167,-0.003853333,0.307037778
2015-11-26 23:00:00,5.015546111,-0.007527778,5.015546111,-0.007527778,-0.000000000,-0.000912778,0.430666111,1.289595278,0.004270000,0.002966111,-0.003859444,0.295332222
2015-11-26 22:00:00,6.275280833,-0.007466944,6.275280833,-0.007466944,-0.000000000,-0.001111389,1.702854444,-0.004070278,0.004217222,0.002883611,-0.003847778,0.306857222
2015-11-26 21:00:00,6.889859722,-0.007518889,6.889859722,-0.007518889,-0.000000000,-0.001197500,2.650024722,-0.004036389,0.007800556,0.002869722,-0.003836111,0.375556111
2015-11-26 20:00:00,5.496934444,-0.008086944,5.496934444,-0.008086944,-0.000000000,-0.000955556,0.449727222,-0.003495833,0.285815556,0.002648889,-0.003927222,0.302227222
2015-11-26 19:00:00,5.578673056,0.170011389,5.578673056,0.170011389,0.175352222,-0.000831944,1.318786667,-0.004047222,1.217915000,0.002584167,0.094536111,0.306822222
2015-11-26 18:00:00,8.746273056,2.873254444,8.746273056,2.873254444,2.873254444,-0.001570556,3.172787778,-0.003669444,0.928777500,0.002553333,1.180433056,0.305071389
2015-11-26 17:00:00,8.040474167,5.483844167,8.040474167,5.483844167,5.483844167,-0.001066944,3.237196667,-0.003101111,0.746085556,0.002761111,1.504223056,0.300429722
2015-11-26 16:00:00,9.105267222,7.527751944,9.105267222,7.527751944,7.527751944,-0.001190000,4.211285833,-0.002639444,0.853810278,0.003098056,3.038808056,0.305084167
2015-11-26 15:00:00,6.723345833,9.868751389,6.723345833,9.868751389,9.868751389,-0.001200278,3.121044167,-0.003130556,0.762899722,0.003094722,3.864460556,0.308835000
2015-11-26 14:00:00,4.806408611,10.055085833,4.806408611,10.055085833,10.055085833,-0.001285556,1.662506667,-0.004270000,0.786984167,0.002969722,3.937522500,0.307282778
2015-11-26 13:00:00,6.548948611,9.246237222,6.548948611,9.246237222,9.246237222,-0.001540278,3.794166111,-0.004472778,0.633582222,0.003098889,3.605224722,0.308153333
2015-11-26 12:00:00,3.419452778,7.482469444,3.419452778,7.482469444,7.482469444,-0.000857222,0.652528611,-0.002430000,0.571297500,0.003088056,2.908985278,0.314516944
2015-11-26 11:00:00,4.111790833,4.113055278,4.111790833,4.113055278,4.113055278,-0.000695833,0.452479444,-0.002369444,0.983604722,0.003065000,1.487717222,0.293146944
2015-11-26 10:00:00,3.936495278,0.287649167,3.936495278,0.287649167,0.288336389,-0.000953333,1.102450278,-0.002643611,0.730868889,0.003052500,0.160504444,0.289565000
2015-11-26 09:00:00,2.611468611,-0.007183611,2.611468611,-0.007183611,-0.000000000,-0.000818611,0.206970278,-0.001722778,0.100018333,0.003117222,-0.004103333,0.123379167
2015-11-26 08:00:00,2.759715556,-0.006820556,2.759715556,-0.006820556,-0.000000000,-0.000678611,0.149558611,-0.001567778,0.003885833,0.003147222,-0.003822500,0.152826667
2015-11-26 07:00:00,2.725021389,-0.006894167,2.725021389,-0.006894167,-0.000000000,-0.000660833,0.001011111,-0.001428333,0.003901111,0.003205833,-0.003840556,0.162231667
2015-11-26 06:00:00,3.247051944,-0.006911389,3.247051944,-0.006911389,-0.000000000,-0.000731111,0.358403056,0.208726111,0.003859444,0.003243333,-0.003845556,0.072352222
2015-11-26 05:00:00,5.084557778,-0.006934444,5.084557778,-0.006934444,-0.000000000,-0.001027778,0.000877500,2.554742222,0.003886667,0.002926667,-0.003852222,0.159345278
2015-11-26 04:00:00,2.914770833,-0.007063056,2.914770833,-0.007063056,-0.000000000,-0.000651389,0.354218333,-0.001037500,0.003880556,0.003276389,-0.003845000,0.101008333
2015-11-26 03:00:00,1.551245556,-0.007290833,1.551245556,-0.007290833,-0.000000000,-0.000155556,0.000404722,0.000470278,0.004185000,0.003383056,-0.003855000,0.130933611
2015-11-26 02:00:00,2.275422500,-0.007311389,2.275422500,-0.007311389,-0.000000000,-0.000315556,0.363274722,0.000070556,0.004068889,0.003216944,-0.003850000,0.161815000
2015-11-26 01:00:00,7.095476389,-0.006413056,7.095476389,-0.006413056,-0.000000000,0.000190556,0.083387222,1.251906111,0.004064722,3.639611667,-0.003827500,0.172222222
2015-11-26 00:00:00,3.276368056,-0.007257778,3.276368056,-0.007257778,-0.000000000,-0.000774167,0.299793333,-0.002202500,0.003951111,0.003025833,-0.003810833,0.177364167
2015-11-25 23:00:00,3.200133889,-0.007211667,3.200133889,-0.007211667,-0.000000000,-0.000711944,0.491768056,-0.002806111,0.004289722,0.003234167,-0.003830278,0.285709167
2015-11-25 22:00:00,2.853839167,-0.007408889,2.853839167,-0.007408889,-0.000000000,-0.000609167,0.418866667,-0.003137500,0.004436389,0.003121389,-0.003848889,0.284388611
2015-11-25 21:00:00,2.463814167,-0.007593611,2.463814167,-0.007593611,-0.000000000,-0.000774444,0.409932778,-0.002865000,0.004529444,0.003180278,-0.003849722,0.304990556
2015-11-25 20:00:00,1.388552500,-0.008032778,1.388552500,-0.008032778,-0.000000000,-0.000489722,0.033576389,-0.001365556,0.004631111,0.003448056,-0.003988333,0.283711944
2015-11-25 19:00:00,1.692589167,0.183754167,1.692589167,0.183754167,0.187404167,-0.000519722,0.476875556,-0.001390000,0.004716389,0.003457222,0.094858056,0.318928333
2015-11-25 18:00:00,1.952310000,2.855412222,1.952310000,2.855412222,2.855412222,-0.000598333,0.565328333,-0.001455833,0.004735000,0.003397778,1.186251389,0.317146667
2015-11-25 17:00:00,4.540270833,5.652570556,4.540270833,5.652570556,5.652570556,-0.001066389,3.379856667,-0.001648889,0.004626667,0.003608611,1.558169167,0.247641667
2015-11-25 16:00:00,6.017080556,4.986962778,6.017080556,4.986962778,4.986962778,-0.001278611,4.506996389,-0.003114167,0.004534167,0.003577778,2.003641667,0.212163333
2015-11-25 15:00:00,3.041869444,6.391806944,3.041869444,6.391806944,6.391806944,-0.000895556,1.600283889,-0.001421944,0.004663056,0.003621667,2.523155000,0.284853056
2015-11-25 14:00:00,4.719361944,8.813716111,4.719361944,8.813716111,8.813716111,-0.001210278,3.299257222,-0.002028056,0.004542222,0.003606944,3.461086944,0.283158056
2015-11-25 13:00:00,1.618053889,8.322332222,1.618053889,8.322332222,8.322332222,-0.000482222,0.463625278,-0.000824444,0.004936667,0.003562222,3.261119444,0.286136944
2015-11-25 12:00:00,1.151093333,5.889779722,1.151093333,5.889779722,5.889779722,-0.000369722,0.000992500,-0.000775556,0.004751944,0.003528611,2.302660000,0.283034167
2015-11-25 11:00:00,3.046298611,3.960405556,3.046298611,3.960405556,3.960405556,-0.000690556,1.630058889,-0.001162500,0.004527500,0.003573056,1.443246667,0.283449444
2015-11-25 10:00:00,2.977300000,0.368799722,2.977300000,0.368799722,0.369705000,-0.000568333,1.419680833,-0.001410000,0.004196944,0.003283889,0.162950556,0.283756389
2015-11-25 09:00:00,1.911649722,-0.008527222,1.911649722,-0.008527222,-0.000000000,-0.000251667,0.000693889,-0.000552778,0.004100833,0.003195556,-0.004168056,0.201208889
2015-11-25 08:00:00,2.267765556,-0.007236389,2.267765556,-0.007236389,-0.000000000,-0.000316944,0.367523611,-0.000528056,0.004059167,0.003197222,-0.003865833,0.152264444
2015-11-25 07:00:00,1.866706667,-0.007275833,1.866706667,-0.007275833,-0.000000000,-0.000270278,0.000695833,-0.000671667,0.004185000,0.003245833,-0.003881389,0.153645000
2015-11-25 06:00:00,4.585587778,-0.007015556,4.585587778,-0.007015556,-0.000000000,-0.001095278,0.995025278,0.205920556,0.004054167,0.002966389,-0.003851111,0.254684722
2015-11-25 05:00:00,7.616758889,-0.006823333,7.616758889,-0.006823333,-0.000000000,-0.001764722,1.864441667,1.764307778,0.003805833,0.002655833,-0.003845000,0.276310000
2015-11-25 04:00:00,4.820374167,-0.007140833,4.820374167,-0.007140833,-0.000000000,-0.000984722,0.753276111,1.247487778,0.003914722,0.002880000,-0.003864444,0.281211111
2015-11-25 03:00:00,3.583457778,-0.007246389,3.583457778,-0.007246389,-0.000000000,-0.000882500,0.379787778,-0.003415000,0.003882778,0.002876389,-0.003858611,0.293713333
2015-11-25 02:00:00,3.457035278,-0.007393889,3.457035278,-0.007393889,-0.000000000,-0.000878889,0.001469444,-0.002943889,0.003809167,0.002809444,-0.003856944,0.209373889
2015-11-25 01:00:00,6.699758889,-0.006697500,6.699758889,-0.006697500,-0.000000000,-0.000333889,0.323303889,-0.009380278,0.003791389,2.902610833,-0.003822500,0.275349444
2015-11-25 00:00:00,3.479057778,-0.007375556,3.479057778,-0.007375556,-0.000000000,-0.000702778,0.229369167,-0.003853889,0.003969444,0.002799444,-0.003804444,0.241669722
2015-11-24 23:00:00,2.934207778,-0.007644444,2.934207778,-0.007644444,-0.000000000,-0.000359722,0.519063333,-0.000801111,0.004140000,0.003377778,-0.003826667,0.234560278
2015-11-24 22:00:00,1.927353056,-0.007725278,1.927353056,-0.007725278,-0.000000000,-0.000210000,0.000650556,-0.000425556,0.004335556,0.003489444,-0.003851389,0.279934722
2015-11-24 21:00:00,1.454367222,-0.007782500,1.454367222,-0.007782500,-0.000000000,-0.000404444,0.362431944,-0.000547778,0.004590278,0.003529167,-0.003860833,0.258510278
2015-11-24 20:00:00,0.866798889,-0.008076389,0.866798889,-0.008076389,-0.000000000,-0.000276111,0.000647222,-0.000250556,0.004619722,0.003501111,-0.003886111,0.219825000
2015-11-24 19:00:00,1.354540833,0.288653611,1.354540833,0.288653611,0.294174167,-0.000385000,0.403651111,-0.000567500,0.004710000,0.003524722,0.132075556,0.282500278
2015-11-24 18:00:00,0.955923889,2.913711667,0.955923889,2.913711667,2.913711667,-0.000322222,0.000799722,-0.000407778,0.004753889,0.003452500,1.193891111,0.285006111
2015-11-24 17:00:00,2.232874722,5.742163611,2.232874722,5.742163611,5.742163611,-0.000631944,1.099126111,-0.001114167,0.004844167,0.003578611,1.618184722,0.288548056
2015-11-24 16:00:00,3.353366111,7.754044722,3.353366111,7.754044722,7.754044722,-0.000990278,1.681027778,-0.002396667,0.004746667,0.003657500,3.180007222,0.291487222
2015-11-24 15:00:00,3.432166944,7.380268333,3.432166944,7.380268333,7.380268333,-0.001224722,1.113971111,-0.003548056,0.004615278,0.003591944,2.925250000,0.305691111
2015-11-24 14:00:00,1.968084167,1.845713333,1.968084167,1.845713333,1.845713333,-0.000828333,0.001577500,-0.002753611,0.004487500,0.003272778,0.756888056,0.284818333
2015-11-24 13:00:00,2.379553611,1.593441389,2.379553611,1.593441389,1.593441389,-0.000918611,0.369759722,-0.002893056,0.004396944,0.003177222,0.647288889,0.340688611
2015-11-24 12:00:00,1.895821389,1.413941667,1.895821389,1.413941667,1.413941667,-0.000804167,0.001603333,-0.002635278,0.004394722,0.003150278,0.574347500,0.187737222
2015-11-24 11:00:00,2.464025833,1.142759444,2.464025833,1.142759444,1.142759444,-0.000864722,0.361510000,-0.002806667,0.004265278,0.003057222,0.454748056,0.276046389
2015-11-24 10:00:00,2.782385000,0.451008333,2.782385000,0.451008333,0.453410833,-0.000472778,0.001081111,-0.001391944,0.003911667,0.003106111,0.232956389,0.281155278
2015-11-24 09:00:00,2.384035556,-0.008507222,2.384035556,-0.008507222,-0.000000000,-0.000226944,0.385295000,-0.000129444,0.003981111,0.003169722,-0.004165833,0.188664444
2015-11-24 08:00:00,2.032134444,-0.007411111,2.032134444,-0.007411111,-0.000000000,-0.000191667,0.000519444,-0.000171667,0.004065000,0.003185278,-0.003873889,0.270313611
2015-11-24 07:00:00,2.762101667,-0.007367500,2.762101667,-0.007367500,-0.000000000,-0.000298333,0.364798056,0.260189444,0.004020278,0.003217778,-0.003873056,0.275472500
2015-11-24 06:00:00,3.163205833,-0.007368333,3.163205833,-0.007368333,-0.000000000,-0.000401667,0.000538889,1.161040556,0.004108333,0.003168056,-0.003878056,0.241171944
2015-11-24 05:00:00,3.576794167,-0.007221667,3.576794167,-0.007221667,-0.000000000,-0.000670556,0.614449722,0.563111944,0.004263056,0.003093889,-0.003858056,0.229510833
2015-11-24 04:00:00,3.911235000,-0.007237500,3.911235000,-0.007237500,-0.000000000,-0.000781111,1.233138056,0.235638333,0.004268056,0.003226667,-0.003858056,0.277298611
2015-11-24 03:00:00,3.194101111,-0.007404167,3.194101111,-0.007404167,-0.000000000,-0.000792500,0.001165000,1.016266111,0.004217778,0.002978611,-0.003867222,0.280358889
2015-11-24 02:00:00,2.549311389,-0.007513333,2.549311389,-0.007513333,-0.000000000,-0.000838889,0.387820278,-0.003285278,0.004163333,0.002866944,-0.003860278,0.196912222
2015-11-24 01:00:00,8.020663333,-0.006313056,8.020663333,-0.006313056,-0.000000000,0.000021111,0.141939167,-0.014150000,0.004024722,4.906296389,-0.003816389,0.278008056
2015-11-24 00:00:00,2.898586111,-0.007408056,2.898586111,-0.007408056,-0.000000000,-0.000928333,0.242871944,-0.004190278,0.004176944,0.002826389,-0.003813333,0.283530556
2015-11-23 23:00:00,2.128324444,-0.007706389,2.128324444,-0.007706389,-0.000000000,-0.000604722,0.426583889,-0.001866944,0.004441944,0.003385000,-0.003851667,0.287550556
2015-11-23 22:00:00,2.239054167,-0.007758611,2.239054167,-0.007758611,-0.000000000,-0.000614167,0.809595833,-0.001513611,0.004548056,0.003385000,-0.003847778,0.290066944
2015-11-23 21:00:00,2.260341667,-0.007914444,2.260341667,-0.007914444,-0.000000000,-0.000640556,0.835975833,-0.001488056,0.004523611,0.003279444,-0.003845000,0.295467500
2015-11-23 20:00:00,3.579260556,-0.007694722,3.579260556,-0.007694722,-0.000000000,-0.000361944,0.388345833,-0.004417222,0.004534167,1.770559167,-0.003852222,0.289602500
2015-11-23 19:00:00,6.636859444,0.208125833,6.636859444,0.208125833,0.213594167,-0.000028056,0.344505278,-0.010348333,0.004580278,4.812126389,0.088484444,0.263238889
2015-11-23 18:00:00,1.095317778,2.484606111,1.095317778,2.484606111,2.484606111,-0.000370278,0.000897500,-0.000633056,0.004818056,0.003557222,1.029394722,0.246570556
2015-11-23 17:00:00,1.491157500,5.157833889,1.491157500,5.157833889,5.157833889,-0.000463889,0.380015278,-0.000752778,0.004861944,0.003568611,1.522426667,0.294652500
2015-11-23 16:00:00,1.103266111,6.896048889,1.103266111,6.896048889,6.896048889,-0.000407222,0.000950556,-0.000674444,0.004947500,0.003641944,2.764880556,0.294021111
2015-11-23 15:00:00,1.341322500,6.053309722,1.341322500,6.053309722,6.053309722,-0.000444444,0.384085000,-0.000662500,0.004884444,0.003721944,2.387768611,0.169471944
