"Date & Time","Use [kW]","Gen [kW]","Grid [kW]","Solar [kW]"
2015-12-31 23:00,0.191023333,-0.000803611,0.191826944,-0.000803611
2015-12-31 22:00,0.383545278,-0.000546944,0.384092222,-0.000546944
2015-12-31 21:00,0.437083333,-0.001054444,0.438137778,-0.001054444
2015-12-31 20:00,0.422483889,-0.001199444,0.423683333,-0.001199444
2015-12-31 19:00,0.420592778,-0.000981667,0.421574444,-0.000981667
2015-12-31 18:00,0.454715556,-0.000965833,0.455681389,-0.000965833
2015-12-31 17:00,0.434152778,0.002868611,0.431284167,0.002868611
2015-12-31 16:00,0.560807222,0.269059722,0.291747500,0.269059722
2015-12-31 15:00,0.542416389,0.721245000,-0.178828611,0.721245000
2015-12-31 14:00,0.623795000,1.365053889,-0.741258889,1.365053889
2015-12-31 13:00,0.980168889,1.623538889,-0.643370000,1.623538889
2015-12-31 12:00,1.176547500,1.775577778,-0.599030278,1.775577778
2015-12-31 11:00,1.171910833,2.330877500,-1.158966667,2.330877500
2015-12-31 10:00,0.672007222,1.858721389,-1.186714167,1.858721389
2015-12-31 09:00,0.317975278,0.731180556,-0.413205278,0.731180556
2015-12-31 08:00,0.194930833,0.279392778,-0.084461944,0.279392778
2015-12-31 07:00,0.257092778,0.009696111,0.247396667,0.009696111
2015-12-31 06:00,0.263761667,-0.000227500,0.263989167,-0.000227500
2015-12-31 05:00,0.331874167,-0.000243333,0.332117500,-0.000243333
2015-12-31 04:00,0.172494167,-0.000030278,0.172524444,-0.000030278
2015-12-31 03:00,0.185414444,-0.000051389,0.185465833,-0.000051389
2015-12-31 02:00,0.226021667,-0.000026667,0.226048333,-0.000026667
2015-12-31 01:00,0.143748889,-0.000208056,0.143956944,-0.000208056
2015-12-31 00:00,0.163922500,-0.000121389,0.164043889,-0.000121389
2015-12-30 23:00,0.220872778,-0.000799167,0.221671944,-0.000799167
2015-12-30 22:00,0.664467500,-0.000826667,0.665294167,-0.000826667
2015-12-30 21:00,2.083611944,-0.001162222,2.084774167,-0.001162222
2015-12-30 20:00,1.412033889,-0.000843056,1.412876944,-0.000843056
2015-12-30 19:00,0.178796389,-0.000981944,0.179778333,-0.000981944
2015-12-30 18:00,0.710901111,-0.000984167,0.711885278,-0.000984167
2015-12-30 17:00,0.509047222,0.006781111,0.502266111,0.006781111
2015-12-30 16:00,0.377267778,0.206648056,0.170619722,0.206648056
2015-12-30 15:00,0.294964167,0.732655556,-0.437691389,0.732655556
2015-12-30 14:00,0.256276944,1.390585833,-1.134308889,1.390585833
2015-12-30 13:00,0.330178889,1.264800278,-0.934621389,1.264800278
2015-12-30 12:00,1.058216111,1.465181944,-0.406965833,1.465181944
2015-12-30 11:00,1.994347778,1.880705278,0.113642500,1.880705278
2015-12-30 10:00,0.603873889,1.986370000,-1.382496111,1.986370000
2015-12-30 09:00,0.243348889,0.685788056,-0.442439167,0.685788056
2015-12-30 08:00,0.158444444,0.139315833,0.019128611,0.139315833
2015-12-30 07:00,0.245804167,0.002493056,0.243311111,0.002493056
2015-12-30 06:00,0.325641111,-0.000369167,0.326010278,-0.000369167
2015-12-30 05:00,0.168362778,-0.000105833,0.168468611,-0.000105833
2015-12-30 04:00,0.241708333,-0.000022500,0.241730833,-0.000022500
2015-12-30 03:00,0.130215833,-0.000393611,0.130609444,-0.000393611
2015-12-30 02:00,0.172917778,-0.000330833,0.173248611,-0.000330833
2015-12-30 01:00,0.217806111,-0.000272222,0.218078333,-0.000272222
2015-12-30 00:00,0.139901389,-0.000409444,0.140310833,-0.000409444
2015-12-29 23:00,0.188317500,-0.000657222,0.188974722,-0.000657222
2015-12-29 22:00,0.193216944,-0.000391389,0.193608333,-0.000391389
2015-12-29 21:00,0.176661667,-0.000994444,0.177656111,-0.000994444
2015-12-29 20:00,0.279997778,-0.000932500,0.280930278,-0.000932500
2015-12-29 19:00,0.205673056,-0.000956111,0.206629167,-0.000956111
2015-12-29 18:00,0.265923056,-0.000905556,0.266828611,-0.000905556
2015-12-29 17:00,0.567979722,0.011066389,0.556913333,0.011066389
2015-12-29 16:00,0.279894722,0.262453056,0.017441667,0.262453056
2015-12-29 15:00,0.381732222,0.896361944,-0.514629722,0.896361944
2015-12-29 14:00,0.222825556,1.587672222,-1.364846667,1.587672222
2015-12-29 13:00,0.423172500,1.348966944,-0.925794444,1.348966944
