"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00:00,0.433940833,-0.005663889,0.433940833,-0.005663889,-0.000000000
2015-12-31 22:00:00,0.402845556,-0.005622222,0.402845556,-0.005622222,-0.000000000
2015-12-31 21:00:00,0.413639722,-0.005642778,0.413639722,-0.005642778,-0.000000000
2015-12-31 20:00:00,0.426854444,-0.005564444,0.426854444,-0.005564444,-0.000000000
2015-12-31 19:00:00,0.396303889,-0.005420000,0.396303889,-0.005420000,-0.000000000
2015-12-31 18:00:00,0.449213056,-0.003980000,0.447855000,-0.003980000,0.001358056
2015-12-31 17:00:00,0.387171389,0.082006667,0.305160556,0.082006667,0.082010833
2015-12-31 16:00:00,0.434395278,0.724515000,-0.290119722,0.724515000,0.724515000
2015-12-31 15:00:00,0.423431667,0.789700000,-0.366268333,0.789700000,0.789700000
2015-12-31 14:00:00,0.437766111,1.711864722,-1.274098611,1.711864722,1.711864722
2015-12-31 13:00:00,0.483584167,2.732264167,-2.248680000,2.732264167,2.732264167
2015-12-31 12:00:00,0.424838611,3.017610000,-2.592771389,3.017610000,3.017610000
2015-12-31 11:00:00,0.450925278,2.518190000,-2.067264722,2.518190000,2.518190000
2015-12-31 10:00:00,0.429535833,1.155372778,-0.725836944,1.155372778,1.155372778
2015-12-31 09:00:00,0.403419167,0.335224444,0.068194722,0.335224444,0.335224444
2015-12-31 08:00:00,0.438346944,0.002177500,0.431478056,0.002177500,0.006868889
2015-12-31 07:00:00,0.397773056,-0.005533333,0.397773056,-0.005533333,-0.000000000
2015-12-31 06:00:00,0.437132778,-0.005549167,0.437132778,-0.005549167,-0.000000000
2015-12-31 05:00:00,0.397090556,-0.005489444,0.397090556,-0.005489444,-0.000000000
2015-12-31 04:00:00,0.447478056,-0.005459444,0.447478056,-0.005459444,-0.000000000
2015-12-31 03:00:00,0.504365000,-0.005465278,0.504365000,-0.005465278,-0.000000000
2015-12-31 02:00:00,0.423125556,-0.005493056,0.423125556,-0.005493056,-0.000000000
2015-12-31 01:00:00,0.413676389,-0.005534444,0.413676389,-0.005534444,-0.000000000
2015-12-31 00:00:00,0.404265000,-0.005611111,0.404265000,-0.005611111,-0.000000000
2015-12-30 23:00:00,0.439529444,-0.005641111,0.439529444,-0.005641111,-0.000000000
2015-12-30 22:00:00,0.397547500,-0.005519444,0.397547500,-0.005519444,-0.000000000
2015-12-30 21:00:00,0.440623056,-0.005578611,0.440623056,-0.005578611,-0.000000000
2015-12-30 20:00:00,0.400162222,-0.005618056,0.400162222,-0.005618056,-0.000000000
2015-12-30 19:00:00,0.426591944,-0.005635278,0.426591944,-0.005635278,-0.000000000
2015-12-30 18:00:00,0.419681944,0.056711111,0.360103611,0.056711111,0.059578333
2015-12-30 17:00:00,0.412546944,0.610623611,-0.198076667,0.610623611,0.610623611
2015-12-30 16:00:00,0.463625000,1.667371667,-1.203746667,1.667371667,1.667371667
2015-12-30 15:00:00,0.441506944,3.529295000,-3.087788056,3.529295000,3.529295000
2015-12-30 14:00:00,0.485492778,2.833300833,-2.347808056,2.833300833,2.833300833
2015-12-30 13:00:00,0.430985556,3.271020833,-2.840035278,3.271020833,3.271020833
2015-12-30 12:00:00,0.455766944,3.218642222,-2.762875278,3.218642222,3.218642222
2015-12-30 11:00:00,0.455468889,3.163696667,-2.708227778,3.163696667,3.163696667
2015-12-30 10:00:00,0.425915833,2.124299444,-1.698383611,2.124299444,2.124299444
2015-12-30 09:00:00,0.453083889,0.487928611,-0.034844722,0.487928611,0.487928611
2015-12-30 08:00:00,0.400423611,0.020045000,0.376604167,0.020045000,0.023819444
2015-12-30 07:00:00,0.437626667,-0.005431944,0.437626667,-0.005431944,-0.000000000
2015-12-30 06:00:00,0.403415833,-0.005446389,0.403415833,-0.005446389,-0.000000000
2015-12-30 05:00:00,0.450253333,-0.005503889,0.450253333,-0.005503889,-0.000000000
2015-12-30 04:00:00,0.527205833,-0.005433611,0.527205833,-0.005433611,-0.000000000
2015-12-30 03:00:00,0.397656667,-0.005462222,0.397656667,-0.005462222,-0.000000000
2015-12-30 02:00:00,0.426160833,-0.005488889,0.426160833,-0.005488889,-0.000000000
2015-12-30 01:00:00,0.411686389,-0.005502778,0.411686389,-0.005502778,-0.000000000
2015-12-30 00:00:00,0.406959167,-0.005523333,0.406959167,-0.005523333,-0.000000000
2015-12-29 23:00:00,0.435821944,-0.005571667,0.435821944,-0.005571667,-0.000000000
2015-12-29 22:00:00,0.398540000,-0.005517500,0.398540000,-0.005517500,-0.000000000
2015-12-29 21:00:00,0.445590000,-0.005453056,0.445590000,-0.005453056,-0.000000000
2015-12-29 20:00:00,0.402347778,-0.005430833,0.402347778,-0.005430833,-0.000000000
2015-12-29 19:00:00,0.428790000,-0.005417778,0.428790000,-0.005417778,-0.000000000
2015-12-29 18:00:00,0.419857500,-0.001380278,0.416836944,-0.001380278,0.003020556
2015-12-29 17:00:00,0.443644167,0.126576389,0.317067778,0.126576389,0.126576389
2015-12-29 16:00:00,0.408899167,0.385830278,0.023068889,0.385830278,0.385830278
2015-12-29 15:00:00,0.438950278,0.816106111,-0.377155833,0.816106111,0.816106111
2015-12-29 14:00:00,0.441797500,1.131070278,-0.689272778,1.131070278,1.131070278
2015-12-29 13:00:00,0.422588611,1.491213333,-1.068624722,1.491213333,1.491213333
2015-12-29 12:00:00,0.472386944,1.782507778,-1.310120833,1.782507778,1.782507778
2015-12-29 11:00:00,0.431343333,2.878644167,-2.447300833,2.878644167,2.878644167
2015-12-29 10:00:00,0.465319722,2.150113611,-1.684793889,2.150113611,2.150113611
2015-12-29 09:00:00,0.421590000,1.134700556,-0.713110556,1.134700556,1.134700556
2015-12-29 08:00:00,0.419731667,0.023573056,0.391849722,0.023573056,0.027881944
2015-12-29 07:00:00,0.585076667,-0.005259167,0.585076667,-0.005259167,-0.000000000
2015-12-29 06:00:00,0.445819722,-0.005466111,0.445819722,-0.005466111,-0.000000000
2015-12-29 05:00:00,0.514146667,-0.005507500,0.514146667,-0.005507500,-0.000000000
2015-12-29 04:00:00,0.404443889,-0.005497500,0.404443889,-0.005497500,-0.000000000
2015-12-29 03:00:00,0.445629722,-0.005501667,0.445629722,-0.005501667,-0.000000000
2015-12-29 02:00:00,0.403913333,-0.005516944,0.403913333,-0.005516944,-0.000000000
2015-12-29 01:00:00,0.449940278,-0.005539722,0.449940278,-0.005539722,-0.000000000
2015-12-29 00:00:00,0.490666389,-0.005474722,0.490666389,-0.005474722,-0.000000000
2015-12-28 23:00:00,0.504209167,-0.005469444,0.504209167,-0.005469444,-0.000000000
2015-12-28 22:00:00,0.420514167,-0.005476667,0.420514167,-0.005476667,-0.000000000
2015-12-28 21:00:00,0.408131389,-0.005440000,0.408131389,-0.005440000,-0.000000000
2015-12-28 20:00:00,0.407703056,-0.005456667,0.407703056,-0.005456667,-0.000000000
2015-12-28 19:00:00,0.452350000,-0.005535000,0.452350000,-0.005535000,-0.000000000
2015-12-28 18:00:00,0.443978333,0.457194722,-0.015578333,0.457194722,0.459556667
2015-12-28 17:00:00,0.445045556,2.417783889,-1.972738333,2.417783889,2.417783889
2015-12-28 16:00:00,0.452982778,3.840191389,-3.387208611,3.840191389,3.840191389
2015-12-28 15:00:00,0.484754722,4.557828611,-4.073073889,4.557828611,4.557828611
2015-12-28 14:00:00,0.446795833,4.656761944,-4.209966111,4.656761944,4.656761944
2015-12-28 13:00:00,0.501071389,4.797347222,-4.296275833,4.797347222,4.797347222
2015-12-28 12:00:00,0.454367222,4.864031944,-4.409664722,4.864031944,4.864031944
2015-12-28 11:00:00,0.475070000,3.883476111,-3.408406111,3.883476111,3.883476111
2015-12-28 10:00:00,0.591036944,3.116849167,-2.525812222,3.116849167,3.116849167
2015-12-28 09:00:00,0.467828889,1.259448056,-0.791619167,1.259448056,1.259448056
2015-12-28 08:00:00,0.532103333,0.059990556,0.468727222,0.059990556,0.063376111
2015-12-28 07:00:00,0.554873611,-0.005354722,0.554873611,-0.005354722,-0.000000000
2015-12-28 06:00:00,0.427088889,-0.005519167,0.427088889,-0.005519167,-0.000000000
2015-12-28 05:00:00,0.396450000,-0.005563889,0.396450000,-0.005563889,-0.000000000
2015-12-28 04:00:00,0.567946111,-0.005370556,0.567946111,-0.005370556,-0.000000000
2015-12-28 03:00:00,0.400127778,-0.005538333,0.400127778,-0.005538333,-0.000000000
2015-12-28 02:00:00,0.441722222,-0.005550556,0.441722222,-0.005550556,-0.000000000
2015-12-28 01:00:00,0.426079167,-0.005513611,0.426079167,-0.005513611,-0.000000000
2015-12-28 00:00:00,0.434673611,-0.005668889,0.434673611,-0.005668889,-0.000000000
2015-12-27 23:00:00,0.428719167,-0.005543333,0.428719167,-0.005543333,-0.000000000
2015-12-27 22:00:00,0.543218056,-0.005313333,0.543218056,-0.005313333,-0.000000000
2015-12-27 21:00:00,0.401833611,-0.005405000,0.401833611,-0.005405000,-0.000000000
2015-12-27 20:00:00,0.431978333,-0.005358889,0.431978333,-0.005358889,-0.000000000
2015-12-27 19:00:00,0.455781389,-0.005289722,0.455781389,-0.005289722,-0.000000000
2015-12-27 18:00:00,0.528410833,-0.005566667,0.528384167,-0.005566667,0.000026667
2015-12-27 17:00:00,0.391036667,0.003618889,0.383694722,0.003618889,0.007341944
2015-12-27 16:00:00,0.420218056,0.218975833,0.201242222,0.218975833,0.218975833
2015-12-27 15:00:00,0.395186111,0.381352500,0.013833611,0.381352500,0.381352500
2015-12-27 14:00:00,0.419333333,0.393870556,0.025462778,0.393870556,0.393870556
2015-12-27 13:00:00,0.417538889,0.582186389,-0.164647500,0.582186389,0.582186389
2015-12-27 12:00:00,0.412526667,0.643024444,-0.230497778,0.643024444,0.643024444
2015-12-27 11:00:00,0.466930556,0.570823333,-0.103892778,0.570823333,0.570823333
2015-12-27 10:00:00,0.523351111,0.149320556,0.374022222,0.149320556,0.149328889
2015-12-27 09:00:00,0.403041389,0.007351111,0.392641944,0.007351111,0.010399444
2015-12-27 08:00:00,0.411685278,-0.005670556,0.411685278,-0.005670556,-0.000000000
2015-12-27 07:00:00,0.426575556,-0.005668611,0.426575556,-0.005668611,-0.000000000
2015-12-27 06:00:00,0.395759444,-0.005570556,0.395759444,-0.005570556,-0.000000000
2015-12-27 05:00:00,0.438960556,-0.005296111,0.438960556,-0.005296111,-0.000000000
2015-12-27 04:00:00,0.380715278,-0.005316389,0.380715278,-0.005316389,-0.000000000
2015-12-27 03:00:00,0.451393333,-0.005356667,0.451393333,-0.005356667,-0.000000000
2015-12-27 02:00:00,0.371897500,-0.005384722,0.371897500,-0.005384722,-0.000000000
2015-12-27 01:00:00,0.450322222,-0.005372500,0.450322222,-0.005372500,-0.000000000
2015-12-27 00:00:00,0.384563333,-0.005338611,0.384563333,-0.005338611,-0.000000000
2015-12-26 23:00:00,0.430153333,-0.005316389,0.430153333,-0.005316389,-0.000000000
2015-12-26 22:00:00,0.443725556,-0.005328889,0.443725556,-0.005328889,-0.000000000
2015-12-26 21:00:00,0.425724722,-0.005290278,0.425724722,-0.005290278,-0.000000000
2015-12-26 20:00:00,0.395853056,-0.005306944,0.395853056,-0.005306944,-0.000000000
2015-12-26 19:00:00,0.450418889,-0.005295000,0.450418889,-0.005295000,-0.000000000
2015-12-26 18:00:00,0.411604167,-0.002302222,0.409355000,-0.002302222,0.002249167
2015-12-26 17:00:00,0.394013889,0.229173611,0.164840278,0.229173611,0.229173611
2015-12-26 16:00:00,0.440971667,0.407895556,0.033076111,0.407895556,0.407895556
2015-12-26 15:00:00,0.423632778,0.490164444,-0.066531667,0.490164444,0.490164444
2015-12-26 14:00:00,0.405164722,0.869705833,-0.464541111,0.869705833,0.869705833
2015-12-26 13:00:00,0.460273611,0.599188333,-0.138914722,0.599188333,0.599188333
2015-12-26 12:00:00,0.463329444,0.317768611,0.145560833,0.317768611,0.317768611
2015-12-26 11:00:00,0.465502500,0.362493333,0.103009167,0.362493333,0.362493333
2015-12-26 10:00:00,0.412771389,0.439523333,-0.026751944,0.439523333,0.439523333
2015-12-26 09:00:00,0.410213333,0.083555000,0.325286389,0.083555000,0.084926944
2015-12-26 08:00:00,0.399942500,0.011030278,0.385376667,0.011030278,0.014565833
2015-12-26 07:00:00,0.419699167,-0.005257778,0.419699167,-0.005257778,-0.000000000
2015-12-26 06:00:00,0.396385833,-0.005303333,0.396385833,-0.005303333,-0.000000000
2015-12-26 05:00:00,0.424343611,-0.005379167,0.424343611,-0.005379167,-0.000000000
2015-12-26 04:00:00,0.392403611,-0.005413056,0.392403611,-0.005413056,-0.000000000
2015-12-26 03:00:00,0.434386667,-0.005401667,0.434386667,-0.005401667,-0.000000000
2015-12-26 02:00:00,0.382734722,-0.005387778,0.382734722,-0.005387778,-0.000000000
2015-12-26 01:00:00,0.451730000,-0.005385556,0.451730000,-0.005385556,-0.000000000
2015-12-26 00:00:00,0.394736667,-0.005386389,0.394736667,-0.005386389,-0.000000000
2015-12-25 23:00:00,0.445308333,-0.005416944,0.445308333,-0.005416944,-0.000000000
2015-12-25 22:00:00,0.376471667,-0.005547222,0.376471667,-0.005547222,-0.000000000
2015-12-25 21:00:00,0.445831111,-0.005563611,0.445831111,-0.005563611,-0.000000000
2015-12-25 20:00:00,0.374436944,-0.005561389,0.374436944,-0.005561389,-0.000000000
2015-12-25 19:00:00,0.455683333,-0.005482500,0.455683333,-0.005482500,-0.000000000
2015-12-25 18:00:00,0.365757222,0.033218889,0.329748611,0.033218889,0.036008611
2015-12-25 17:00:00,0.449870278,0.414954722,0.034915556,0.414954722,0.414954722
2015-12-25 16:00:00,0.396606389,0.808056111,-0.411449722,0.808056111,0.808056111
2015-12-25 15:00:00,0.443408889,0.678393889,-0.234985000,0.678393889,0.678393889
2015-12-25 14:00:00,0.472054167,1.019860833,-0.547806667,1.019860833,1.019860833
2015-12-25 13:00:00,0.526858611,1.397011389,-0.870152778,1.397011389,1.397011389
2015-12-25 12:00:00,0.408037778,1.215686667,-0.807648889,1.215686667,1.215686667
2015-12-25 11:00:00,0.438108889,0.726992500,-0.288883611,0.726992500,0.726992500
2015-12-25 10:00:00,0.394157222,0.469351111,-0.075193889,0.469351111,0.469351111
2015-12-25 09:00:00,0.427318611,0.190481111,0.236833056,0.190481111,0.190485556
2015-12-25 08:00:00,0.386388056,0.000951667,0.380944444,0.000951667,0.005443611
2015-12-25 07:00:00,0.432252500,-0.005558333,0.432252500,-0.005558333,-0.000000000
2015-12-25 06:00:00,0.383407500,-0.005552222,0.383407500,-0.005552222,-0.000000000
2015-12-25 05:00:00,0.435357500,-0.005569167,0.435357500,-0.005569167,-0.000000000
2015-12-25 04:00:00,0.378841111,-0.005598333,0.378841111,-0.005598333,-0.000000000
2015-12-25 03:00:00,0.450649167,-0.005655278,0.450649167,-0.005655278,-0.000000000
2015-12-25 02:00:00,0.396575556,-0.005599444,0.396575556,-0.005599444,-0.000000000
2015-12-25 01:00:00,0.441577222,-0.005516111,0.441577222,-0.005516111,-0.000000000
2015-12-25 00:00:00,0.373067778,-0.005558611,0.373067778,-0.005558611,-0.000000000
2015-12-24 23:00:00,0.448006111,-0.005574167,0.448006111,-0.005574167,-0.000000000
2015-12-24 22:00:00,0.368110278,-0.005655556,0.368110278,-0.005655556,-0.000000000
2015-12-24 21:00:00,0.441936667,-0.005643333,0.441936667,-0.005643333,-0.000000000
2015-12-24 20:00:00,0.386027778,-0.005615833,0.386027778,-0.005615833,-0.000000000
2015-12-24 19:00:00,0.428397222,-0.005552500,0.428397222,-0.005552500,-0.000000000
2015-12-24 18:00:00,0.407864722,0.216288611,0.189063889,0.216288611,0.218800833
2015-12-24 17:00:00,0.432433889,1.663368056,-1.230934167,1.663368056,1.663368056
2015-12-24 16:00:00,0.474440278,1.782907500,-1.308467222,1.782907500,1.782907500
2015-12-24 15:00:00,0.550960556,2.048267500,-1.497306944,2.048267500,2.048267500
2015-12-24 14:00:00,0.388679167,1.281585000,-0.892905833,1.281585000,1.281585000
2015-12-24 13:00:00,0.470655278,2.282644167,-1.811988889,2.282644167,2.282644167
2015-12-24 12:00:00,0.397847222,2.065633889,-1.667786667,2.065633889,2.065633889
2015-12-24 11:00:00,0.459509167,0.972571944,-0.513062778,0.972571944,0.972571944
2015-12-24 10:00:00,0.376805556,0.536473611,-0.159668056,0.536473611,0.536473611
2015-12-24 09:00:00,0.454010556,0.408992222,0.045018333,0.408992222,0.408992222
2015-12-24 08:00:00,0.376518889,0.147069167,0.226005000,0.147069167,0.150513889
2015-12-24 07:00:00,0.445134722,-0.005629722,0.445134722,-0.005629722,-0.000000000
2015-12-24 06:00:00,0.371501389,-0.005638611,0.371501389,-0.005638611,-0.000000000
2015-12-24 05:00:00,0.437564167,-0.005674444,0.437564167,-0.005674444,-0.000000000
2015-12-24 04:00:00,0.415615000,-0.005693056,0.415615000,-0.005693056,-0.000000000
2015-12-24 03:00:00,0.427288889,-0.005720556,0.427288889,-0.005720556,-0.000000000
2015-12-24 02:00:00,0.397619444,-0.005770556,0.397619444,-0.005770556,-0.000000000
2015-12-24 01:00:00,0.416479444,-0.005699444,0.416479444,-0.005699444,-0.000000000
2015-12-24 00:00:00,0.422097500,-0.005604722,0.422097500,-0.005604722,-0.000000000
2015-12-23 23:00:00,0.395195000,-0.005651389,0.395195000,-0.005651389,-0.000000000
2015-12-23 22:00:00,0.446398056,-0.005666389,0.446398056,-0.005666389,-0.000000000
2015-12-23 21:00:00,0.375196389,-0.005691667,0.375196389,-0.005691667,-0.000000000
2015-12-23 20:00:00,0.448891944,-0.005654722,0.448891944,-0.005654722,-0.000000000
2015-12-23 19:00:00,0.377341111,-0.005552222,0.377341111,-0.005552222,-0.000000000
2015-12-23 18:00:00,0.397334444,0.348674722,0.046051389,0.348674722,0.351283056
2015-12-23 17:00:00,0.435905833,2.060096944,-1.624191111,2.060096944,2.060096944
2015-12-23 16:00:00,0.465423333,2.074415278,-1.608991944,2.074415278,2.074415278
2015-12-23 15:00:00,0.437874722,3.824650000,-3.386775278,3.824650000,3.824650000
2015-12-23 14:00:00,0.380860000,4.666124167,-4.285264167,4.666124167,4.666124167
2015-12-23 13:00:00,0.453954444,4.809139167,-4.355184722,4.809139167,4.809139167
2015-12-23 12:00:00,0.373340556,4.344381389,-3.971040833,4.344381389,4.344381389
2015-12-23 11:00:00,0.475164444,3.924232222,-3.449067778,3.924232222,3.924232222
2015-12-23 10:00:00,0.397769722,2.818338333,-2.420568611,2.818338333,2.818338333
2015-12-23 09:00:00,0.468717500,1.493787500,-1.025070000,1.493787500,1.493787500
