"Date & Time","Use [kW]","Gen [kW]","Grid [kW]","Solar [kW]"
2015-12-31 21:00,0.802128611,-0.011609444,0.813738056,-0.011609444
2015-12-31 20:00,0.890249444,-0.012151111,0.902400556,-0.012151111
2015-12-31 19:00,1.014529167,-0.010699722,1.025228889,-0.010699722
2015-12-31 18:00,1.271153333,-0.009839722,1.280993056,-0.009839722
2015-12-31 17:00,1.237026667,-0.009204722,1.246231389,-0.009204722
2015-12-31 16:00,1.087284722,-0.016806111,1.104090833,-0.016806111
2015-12-31 15:00,2.098074444,0.169273056,1.928801389,0.169273056
2015-12-31 14:00,2.211177778,0.726251944,1.484925833,0.726251944
2015-12-31 13:00,1.556551111,1.069603611,0.486947500,1.069603611
2015-12-31 12:00,1.000437500,1.626940278,-0.626502778,1.626940278
2015-12-31 11:00,1.163690278,2.120615833,-0.956925556,2.120615833
2015-12-31 10:00,0.619551389,2.763808333,-2.144256944,2.763808333
2015-12-31 09:00,0.550231944,2.937537500,-2.387305556,2.937537500
2015-12-31 08:00,0.796158611,1.158059444,-0.361900833,1.158059444
2015-12-31 07:00,0.628608056,0.576681111,0.051926944,0.576681111
2015-12-31 06:00,0.678433056,0.019714722,0.658718333,0.019714722
2015-12-31 05:00,0.735950278,-0.011412500,0.747362778,-0.011412500
2015-12-31 04:00,0.510580556,-0.011137500,0.521718056,-0.011137500
2015-12-31 03:00,0.583088333,-0.010956667,0.594045000,-0.010956667
2015-12-31 02:00,0.576832222,-0.011262778,0.588095000,-0.011262778
2015-12-31 01:00,0.531270833,-0.010986667,0.542257500,-0.010986667
2015-12-31 00:00,0.601356389,-0.010995278,0.612351667,-0.010995278
2015-12-30 23:00,0.525212222,-0.011347222,0.536559444,-0.011347222
2015-12-30 22:00,0.802393889,-0.011257222,0.813651111,-0.011257222
2015-12-30 21:00,0.706009444,-0.010504722,0.716514167,-0.010504722
2015-12-30 20:00,0.723676944,-0.010618889,0.734295833,-0.010618889
2015-12-30 19:00,0.943848056,-0.010271667,0.954119722,-0.010271667
2015-12-30 18:00,1.119003611,-0.009778611,1.128782222,-0.009778611
2015-12-30 17:00,1.057299722,-0.009927222,1.067226944,-0.009927222
2015-12-30 16:00,0.898721944,0.015008333,0.883713611,0.015008333
2015-12-30 15:00,0.678100556,0.457315278,0.220785278,0.457315278
2015-12-30 14:00,2.096772500,1.716530000,0.380242500,1.716530000
2015-12-30 13:00,2.000315278,2.099496389,-0.099181111,2.099496389
2015-12-30 12:00,0.852763889,3.184048056,-2.331284167,3.184048056
2015-12-30 11:00,1.446846389,2.410670000,-0.963823611,2.410670000
2015-12-30 10:00,0.973931389,1.988793056,-1.014861667,1.988793056
2015-12-30 09:00,0.627246389,1.694308056,-1.067061667,1.694308056
2015-12-30 08:00,0.643599722,1.456015000,-0.812415278,1.456015000
2015-12-30 07:00,0.634023889,0.326293056,0.307730833,0.326293056
2015-12-30 06:00,0.626626111,-0.011350000,0.637976111,-0.011350000
2015-12-30 05:00,0.740713056,-0.011247500,0.751960556,-0.011247500
2015-12-30 04:00,0.528008056,-0.010543333,0.538551389,-0.010543333
2015-12-30 03:00,0.512108333,-0.010699722,0.522808056,-0.010699722
2015-12-30 02:00,0.552996944,-0.010743056,0.563740000,-0.010743056
2015-12-30 01:00,0.478380000,-0.010915556,0.489295556,-0.010915556
2015-12-30 00:00,0.571073611,-0.010671111,0.581744722,-0.010671111
2015-12-29 23:00,0.777350000,-0.010836667,0.788186667,-0.010836667
2015-12-29 22:00,0.860660556,-0.010221944,0.870882500,-0.010221944
2015-12-29 21:00,0.881772222,-0.010701389,0.892473611,-0.010701389
2015-12-29 20:00,0.994382222,-0.011541944,1.005924167,-0.011541944
2015-12-29 19:00,1.243162222,-0.011179444,1.254341667,-0.011179444
2015-12-29 18:00,0.799982778,-0.011235000,0.811217778,-0.011235000
2015-12-29 17:00,1.016559444,-0.010025833,1.026585278,-0.010025833
2015-12-29 16:00,0.847870000,-0.014984444,0.862854444,-0.014984444
2015-12-29 15:00,0.858032500,0.096473333,0.761559167,0.096473333
2015-12-29 14:00,0.939031667,0.324020833,0.615010833,0.324020833
2015-12-29 13:00,0.789952778,0.602196944,0.187755833,0.602196944
2015-12-29 12:00,0.865446667,3.596130278,-2.730683611,3.596130278
2015-12-29 11:00,0.742950833,2.160406667,-1.417455833,2.160406667
2015-12-29 10:00,0.564224444,1.361080556,-0.796856111,1.361080556
2015-12-29 09:00,0.725422500,2.477774722,-1.752352222,2.477774722
2015-12-29 08:00,0.570932778,1.694973889,-1.124041111,1.694973889
2015-12-29 07:00,0.502597778,0.632082500,-0.129484722,0.632082500
2015-12-29 06:00,0.742607778,-0.011577500,0.754185278,-0.011577500
2015-12-29 05:00,0.773750000,-0.011656389,0.785406389,-0.011656389
2015-12-29 04:00,0.513704444,-0.010985556,0.524690000,-0.010985556
2015-12-29 03:00,0.580300556,-0.011248333,0.591548889,-0.011248333
2015-12-29 02:00,0.511922222,-0.011368611,0.523290833,-0.011368611
2015-12-29 01:00,0.545877222,-0.011225833,0.557103056,-0.011225833
2015-12-29 00:00,0.550192500,-0.011405000,0.561597500,-0.011405000
2015-12-28 23:00,0.667371667,-0.010833333,0.678205000,-0.010833333
2015-12-28 22:00,0.771506111,-0.010153333,0.781659444,-0.010153333
2015-12-28 21:00,0.585947778,-0.011609444,0.597557222,-0.011609444
2015-12-28 20:00,0.837544167,-0.011758611,0.849302778,-0.011758611
2015-12-28 19:00,0.960302778,-0.011942778,0.972245556,-0.011942778
2015-12-28 18:00,1.305872222,-0.011395278,1.317267500,-0.011395278
2015-12-28 17:00,1.406960556,-0.010680556,1.417641111,-0.010680556
2015-12-28 16:00,0.868007778,-0.011393333,0.879401111,-0.011393333
2015-12-28 15:00,0.782974722,0.138943889,0.644030833,0.138943889
2015-12-28 14:00,1.088479444,0.592749444,0.495730000,0.592749444
2015-12-28 13:00,2.194726667,1.768246389,0.426480278,1.768246389
2015-12-28 12:00,1.040603611,2.234209444,-1.193605833,2.234209444
2015-12-28 11:00,1.077473611,2.058252778,-0.980779167,2.058252778
2015-12-28 10:00,1.923895833,1.508886111,0.415009722,1.508886111
2015-12-28 09:00,3.696475000,1.825725000,1.870750000,1.825725000
2015-12-28 08:00,2.234800833,1.380939167,0.853861667,1.380939167
2015-12-28 07:00,1.654801389,0.834204722,0.820596667,0.834204722
2015-12-28 06:00,1.108898611,-0.005483056,1.114381667,-0.005483056
2015-12-28 05:00,0.942766111,-0.011146667,0.953912778,-0.011146667
2015-12-28 04:00,0.771475000,-0.010465556,0.781940556,-0.010465556
2015-12-28 03:00,0.834784444,-0.010671389,0.845455833,-0.010671389
2015-12-28 02:00,0.830354167,-0.010651667,0.841005833,-0.010651667
2015-12-28 01:00,1.000776667,-0.009849444,1.010626111,-0.009849444
2015-12-28 00:00,0.869709722,-0.010779167,0.880488889,-0.010779167
2015-12-27 23:00,0.899229444,-0.010102778,0.909332222,-0.010102778
2015-12-27 22:00,1.330115556,-0.010774722,1.340890278,-0.010774722
2015-12-27 21:00,1.468213611,-0.011194167,1.479407778,-0.011194167
2015-12-27 20:00,1.059301111,-0.010306111,1.069607222,-0.010306111
2015-12-27 19:00,0.967992222,-0.010411944,0.978404167,-0.010411944
2015-12-27 18:00,1.098453333,-0.010286667,1.108740000,-0.010286667
2015-12-27 17:00,1.337828889,-0.009775000,1.347603889,-0.009775000
2015-12-27 16:00,1.266781111,-0.016129444,1.282910556,-0.016129444
2015-12-27 15:00,1.173432222,-0.005781389,1.179213611,-0.005781389
2015-12-27 14:00,1.034204444,0.092188056,0.942016389,0.092188056
2015-12-27 13:00,1.225235278,0.222994167,1.002241111,0.222994167
2015-12-27 12:00,1.607138056,0.226598333,1.380539722,0.226598333
2015-12-27 11:00,4.246864722,0.257213611,3.989651111,0.257213611
2015-12-27 10:00,2.885903611,0.232015556,2.653888056,0.232015556
2015-12-27 09:00,3.616002500,0.153575833,3.462426667,0.153575833
2015-12-27 08:00,1.894704444,-0.001531111,1.896235556,-0.001531111
2015-12-27 07:00,0.592883333,-0.009163056,0.602046389,-0.009163056
2015-12-27 06:00,0.637816944,-0.017197500,0.655014444,-0.017197500
2015-12-27 05:00,0.668236667,-0.010771944,0.679008611,-0.010771944
2015-12-27 04:00,0.789566667,-0.010562222,0.800128889,-0.010562222
2015-12-27 03:00,0.812698611,-0.010031667,0.822730278,-0.010031667
2015-12-27 02:00,0.859066111,-0.010037778,0.869103889,-0.010037778
2015-12-27 01:00,0.905734444,-0.010086944,0.915821389,-0.010086944
2015-12-27 00:00,1.373775000,-0.010260278,1.384035278,-0.010260278
2015-12-26 23:00,2.004845000,-0.009977778,2.014822778,-0.009977778
2015-12-26 22:00,1.803414722,-0.010242778,1.813657500,-0.010242778
2015-12-26 21:00,0.999551111,-0.011118333,1.010669444,-0.011118333
2015-12-26 20:00,1.088614167,-0.010735833,1.099350000,-0.010735833
2015-12-26 19:00,1.328338611,-0.009900000,1.338238611,-0.009900000
2015-12-26 18:00,1.701277500,-0.008637222,1.709914722,-0.008637222
2015-12-26 17:00,1.655612222,-0.011461111,1.667073333,-0.011461111
2015-12-26 16:00,1.193902500,-0.018640000,1.212542500,-0.018640000
2015-12-26 15:00,0.780484444,0.051710278,0.728774167,0.051710278
2015-12-26 14:00,0.944252222,0.173336667,0.770915556,0.173336667
2015-12-26 13:00,0.940288333,0.799868056,0.140420278,0.799868056
2015-12-26 12:00,0.743768333,0.851483056,-0.107714722,0.851483056
2015-12-26 11:00,0.999697222,1.075723333,-0.076026111,1.075723333
2015-12-26 10:00,0.926216111,1.115765000,-0.189548889,1.115765000
2015-12-26 09:00,0.729634167,0.923843056,-0.194208889,0.923843056
2015-12-26 08:00,0.615926667,0.457134444,0.158792222,0.457134444
2015-12-26 07:00,0.650067222,0.073686111,0.576381111,0.073686111
2015-12-26 06:00,0.633811389,0.000123889,0.633687500,0.000123889
2015-12-26 05:00,0.564821667,-0.011106389,0.575928056,-0.011106389
2015-12-26 04:00,0.626474722,-0.010871111,0.637345833,-0.010871111
2015-12-26 03:00,0.727103056,-0.011319444,0.738422500,-0.011319444
2015-12-26 02:00,0.612983611,-0.011252500,0.624236111,-0.011252500
2015-12-26 01:00,0.575149444,-0.010664444,0.585813889,-0.010664444
2015-12-26 00:00,0.623740833,-0.011071944,0.634812778,-0.011071944
2015-12-25 23:00,0.758148333,-0.011002222,0.769150556,-0.011002222
2015-12-25 22:00,0.896422778,-0.010266667,0.906689444,-0.010266667
2015-12-25 21:00,0.926257222,-0.010055000,0.936312222,-0.010055000
2015-12-25 20:00,0.827785278,-0.009899167,0.837684444,-0.009899167
2015-12-25 19:00,1.416530278,-0.008482222,1.425012500,-0.008482222
2015-12-25 18:00,1.125603056,-0.009727222,1.135330278,-0.009727222
2015-12-25 17:00,0.962027778,-0.011672222,0.973700000,-0.011672222
2015-12-25 16:00,0.781030000,-0.014417500,0.795447500,-0.014417500
2015-12-25 15:00,0.685300833,0.119710833,0.565590000,0.119710833
2015-12-25 14:00,0.635441667,0.315572222,0.319869444,0.315572222
2015-12-25 13:00,0.649288889,0.865457222,-0.216168333,0.865457222
2015-12-25 12:00,0.372721111,1.231451389,-0.858730278,1.231451389
2015-12-25 11:00,0.459171944,2.094369167,-1.635197222,2.094369167
2015-12-25 10:00,0.892345278,0.727427222,0.164918056,0.727427222
2015-12-25 09:00,0.598416389,0.724826389,-0.126410000,0.724826389
2015-12-25 08:00,0.588816389,0.708503889,-0.119687500,0.708503889
2015-12-25 07:00,0.609632222,0.203738889,0.405893333,0.203738889
2015-12-25 06:00,0.486842222,-0.012378333,0.499220556,-0.012378333
2015-12-25 05:00,0.491128333,-0.011660833,0.502789167,-0.011660833
2015-12-25 04:00,0.501232500,-0.011678611,0.512911111,-0.011678611
2015-12-25 03:00,0.466492778,-0.011891389,0.478384167,-0.011891389
2015-12-25 02:00,0.474623056,-0.011743611,0.486366667,-0.011743611
2015-12-25 01:00,0.526312500,-0.011845000,0.538157500,-0.011845000
2015-12-25 00:00,0.428407778,-0.011711389,0.440119167,-0.011711389
2015-12-24 23:00,0.595054444,-0.011356389,0.606410833,-0.011356389
2015-12-24 22:00,0.829110000,-0.010734722,0.839844722,-0.010734722
2015-12-24 21:00,1.052781389,-0.009990000,1.062771389,-0.009990000
2015-12-24 20:00,0.902251389,-0.010060556,0.912311944,-0.010060556
2015-12-24 19:00,0.717470556,-0.010306111,0.727776667,-0.010306111
2015-12-24 18:00,0.779634722,-0.010510833,0.790145556,-0.010510833
2015-12-24 17:00,0.796625833,-0.010465278,0.807091111,-0.010465278
2015-12-24 16:00,0.849983889,0.033321944,0.816661944,0.033321944
2015-12-24 15:00,0.500522222,0.254549444,0.245972778,0.254549444
2015-12-24 14:00,0.620542500,1.198347778,-0.577805278,1.198347778
2015-12-24 13:00,0.595634444,1.858931667,-1.263297222,1.858931667
2015-12-24 12:00,0.736386389,2.195965000,-1.459578611,2.195965000
2015-12-24 11:00,1.188925556,2.387994722,-1.199069167,2.387994722
2015-12-24 10:00,0.529309722,2.441895556,-1.912585833,2.441895556
2015-12-24 09:00,0.551759444,1.582783889,-1.031024444,1.582783889
2015-12-24 08:00,0.604839444,1.598402222,-0.993562778,1.598402222
2015-12-24 07:00,0.677636667,0.642762778,0.034873889,0.642762778
2015-12-24 06:00,0.618452222,-0.001889167,0.620341389,-0.001889167
2015-12-24 05:00,0.473349722,-0.011075000,0.484424722,-0.011075000
2015-12-24 04:00,0.490337778,-0.010977500,0.501315278,-0.010977500
2015-12-24 03:00,0.491982222,-0.010917222,0.502899444,-0.010917222
2015-12-24 02:00,0.480424722,-0.011186667,0.491611389,-0.011186667
2015-12-24 01:00,0.503117778,-0.011171111,0.514288889,-0.011171111
2015-12-24 00:00,0.616148889,-0.011074444,0.627223333,-0.011074444
2015-12-23 23:00,0.712487222,-0.010499167,0.722986389,-0.010499167
2015-12-23 22:00,0.644922778,-0.010267778,0.655190556,-0.010267778
2015-12-23 21:00,0.672425556,-0.010934444,0.683360000,-0.010934444
2015-12-23 20:00,0.751137222,-0.010474444,0.761611667,-0.010474444
2015-12-23 19:00,0.974446667,-0.011751111,0.986197778,-0.011751111
2015-12-23 18:00,1.326917222,-0.009202500,1.336119722,-0.009202500
2015-12-23 17:00,0.773430000,-0.011025556,0.784455556,-0.011025556
2015-12-23 16:00,0.720603889,0.099687500,0.620916389,0.099687500
2015-12-23 15:00,4.551867778,1.315977778,3.235890000,1.315977778
2015-12-23 14:00,3.779034444,2.749766667,1.029267778,2.749766667
2015-12-23 13:00,1.439109722,3.417984167,-1.978874444,3.417984167
2015-12-23 12:00,0.718723056,3.884620278,-3.165897222,3.884620278
2015-12-23 11:00,0.538814444,4.089760278,-3.550945833,4.089760278
2015-12-23 10:00,0.509900556,3.846875278,-3.336974722,3.846875278
2015-12-23 09:00,0.640105833,3.065617778,-2.425511944,3.065617778
2015-12-23 08:00,0.808180833,1.751250833,-0.943070000,1.751250833
2015-12-23 07:00,0.709193056,0.764167222,-0.054974167,0.764167222
2015-12-23 06:00,0.670341389,-0.001824167,0.672165556,-0.001824167
2015-12-23 05:00,0.563740556,-0.010819722,0.574560278,-0.010819722
2015-12-23 04:00,0.625869444,-0.010378611,0.636248056,-0.010378611
2015-12-23 03:00,0.742621667,-0.010669444,0.753291111,-0.010669444
2015-12-23 02:00,0.617609722,-0.010159722,0.627769444,-0.010159722
2015-12-23 01:00,0.623686389,-0.010232222,0.633918611,-0.010232222
2015-12-23 00:00,0.610105556,-0.010161389,0.620266944,-0.010161389
2015-12-22 23:00,0.699397500,-0.010041389,0.709438889,-0.010041389
2015-12-22 22:00,0.844932222,-0.010243889,0.855176111,-0.010243889
2015-12-22 21:00,0.890801389,-0.010045000,0.900846389,-0.010045000
2015-12-22 20:00,1.266640556,-0.008956944,1.275597500,-0.008956944
2015-12-22 19:00,1.951218611,-0.007970833,1.959189444,-0.007970833
2015-12-22 18:00,2.549237500,-0.009091389,2.558328889,-0.009091389
2015-12-22 17:00,3.488747222,-0.012703056,3.501450278,-0.012703056
2015-12-22 16:00,1.908312222,0.066755833,1.841556389,0.066755833
2015-12-22 15:00,1.529690000,1.189730000,0.339960000,1.189730000
2015-12-22 14:00,1.412662222,2.616821389,-1.204159167,2.616821389
2015-12-22 13:00,1.240443611,3.382385000,-2.141941389,3.382385000
2015-12-22 12:00,1.305396389,3.788774722,-2.483378333,3.788774722
2015-12-22 11:00,1.381585556,3.932577778,-2.550992222,3.932577778
2015-12-22 10:00,1.308690556,3.706322778,-2.397632222,3.706322778
2015-12-22 09:00,1.359414167,2.999878611,-1.640464444,2.999878611
2015-12-22 08:00,1.740051944,1.778164722,-0.038112778,1.778164722
2015-12-22 07:00,1.750710278,0.815300278,0.935410000,0.815300278
2015-12-22 06:00,1.175766944,-0.005439722,1.181206667,-0.005439722
2015-12-22 05:00,0.657883611,-0.011894444,0.669778056,-0.011894444
2015-12-22 04:00,0.577463611,-0.011659167,0.589122778,-0.011659167
2015-12-22 03:00,0.598719167,-0.011791111,0.610510278,-0.011791111
2015-12-22 02:00,0.618797500,-0.011870556,0.630668056,-0.011870556
2015-12-22 01:00,0.681122222,-0.011493333,0.692615556,-0.011493333
2015-12-22 00:00,0.584023056,-0.011905000,0.595928056,-0.011905000
2015-12-21 23:00,0.647799167,-0.012017778,0.659816944,-0.012017778
2015-12-21 22:00,0.776597222,-0.011940278,0.788537500,-0.011940278
2015-12-21 21:00,0.900239444,-0.011582778,0.911822222,-0.011582778
2015-12-21 20:00,0.722883056,-0.011898611,0.734781667,-0.011898611
