"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00:00,2.443285278,-0.010586944,2.443285278,-0.010586944,-0.000000000
2015-12-31 22:00:00,2.440050556,-0.010778056,2.440050556,-0.010778056,-0.000000000
2015-12-31 21:00:00,3.666532500,-0.014122222,3.666532500,-0.014122222,-0.000000000
2015-12-31 20:00:00,3.422057222,-0.013456667,3.422057222,-0.013456667,-0.000000000
2015-12-31 19:00:00,3.677867500,-0.012844722,3.677867500,-0.012844722,-0.000000000
2015-12-31 18:00:00,1.515350833,-0.018906389,1.513170000,-0.018906389,0.002180833
2015-12-31 17:00:00,1.450727222,0.219972778,1.230754444,0.219972778,0.219972778
2015-12-31 16:00:00,1.464679444,0.754789444,0.709890000,0.754789444,0.754789444
2015-12-31 15:00:00,2.827999722,1.091350556,1.736649167,1.091350556,1.091350556
2015-12-31 14:00:00,1.892965278,1.699155833,0.193809444,1.699155833,1.699155833
2015-12-31 13:00:00,2.699955278,1.756829444,0.943125833,1.756829444,1.756829444
2015-12-31 12:00:00,3.166929722,2.226145556,0.940784167,2.226145556,2.226145556
2015-12-31 11:00:00,4.321257222,1.841983611,2.479273611,1.841983611,1.841983611
2015-12-31 10:00:00,3.466373333,0.816426667,2.649946667,0.816426667,0.816426667
2015-12-31 09:00:00,3.618145000,0.357311667,3.260833333,0.357311667,0.357311667
2015-12-31 08:00:00,4.329219444,0.008140000,4.310020556,0.008140000,0.019198889
2015-12-31 07:00:00,4.265236944,-0.014291944,4.265236944,-0.014291944,-0.000000000
2015-12-31 06:00:00,3.856159444,-0.014778611,3.856159444,-0.014778611,-0.000000000
2015-12-31 05:00:00,4.277860833,-0.015493611,4.277860833,-0.015493611,-0.000000000
2015-12-31 04:00:00,4.768677500,-0.016259444,4.768677500,-0.016259444,-0.000000000
2015-12-31 03:00:00,4.079302778,-0.015621667,4.079302778,-0.015621667,-0.000000000
2015-12-31 02:00:00,4.334199722,-0.017064722,4.334199722,-0.017064722,-0.000000000
