Date & Time,use [kW],gen [kW],Solar [kW],Solar+ [kW],Grid L1 [kW],Grid L2 [kW],Air Conditioning [kW],Furnace [kW],Water Heater [kW],Grid [kW]
11/4/2015 21:00,0.814164167,-0.005138611,-0.005138611,0,-0.305874722,-0.508289444,-0.000418056,-0.007660833,-0.002642778,0.819302778
11/4/2015 20:00,0.634441944,-0.004388889,-0.004388889,0,-0.222768889,-0.411673056,-0.000294444,-0.007539167,-0.002606944,0.638830833
11/4/2015 19:00,0.616780556,-0.004343056,-0.004343056,0,-0.201442222,-0.415338333,-0.000294444,-0.007606389,-0.002631111,0.621123612
11/4/2015 18:00,0.649785278,-0.026784444,-0.026784444,0.000118611,-0.213581389,-0.436085278,-0.000335278,-0.007641389,-0.002681667,0.676569722
11/4/2015 17:00,0.590561944,0.095823611,0.095823611,0.103403889,-0.163035278,-0.324122778,-0.0001925,-0.007756667,-0.002575278,0.494738333
11/4/2015 16:00,0.549720556,0.354931667,0.354931667,0.354931667,-0.025326944,-0.169461944,-0.000101389,-0.007908056,-0.002455278,0.194788889
11/4/2015 15:00,0.553698333,0.4095475,0.4095475,0.4095475,0.001603333,-0.145754167,-0.000100833,-0.007942222,-0.002451944,0.144150833
11/4/2015 14:00,0.567766111,1.434869444,1.434869444,1.434869444,0.506840833,0.3602625,0.000003056,-0.008586111,-0.002076944,-0.867103333
11/4/2015 13:00,0.575913056,1.9184525,1.9184525,1.9184525,0.742296944,0.6002425,0.000165278,-0.011473333,-0.001921111,-1.342539444
11/4/2015 12:00,1.096820833,0.890289722,0.890289722,0.890289722,-0.097025833,-0.109505278,-0.000044167,-0.007763611,-0.002143889,0.206531111
11/4/2015 11:00,0.575139722,1.078684167,1.078684167,1.078684167,0.330045278,0.173499167,-0.000078056,-0.008362778,-0.002319722,-0.503544445
11/4/2015 10:00,0.568318333,0.564563056,0.564563056,0.564563056,0.077107222,-0.0808625,-0.000193889,-0.008013611,-0.002424722,0.003755277
11/4/2015 9:00,0.646864444,0.209798889,0.209798889,0.209798889,-0.154065556,-0.283,-0.000333889,-0.007676944,-0.002446389,0.437065555
11/4/2015 8:00,0.580164167,0.0620675,0.0620675,0.065581944,-0.132599444,-0.381982778,-0.000538056,-0.007742222,-0.002559444,0.518096667
11/4/2015 7:00,0.766522778,-0.004626111,-0.004626111,0,-0.170523056,-0.595999722,-0.000895833,-0.007818611,-0.002755833,0.771148889
11/4/2015 6:00,0.498587222,-0.004355,-0.004355,0,-0.1588225,-0.339764722,-0.000414444,-0.007645278,-0.002460833,0.502942222
11/4/2015 5:00,0.496216389,-0.004308056,-0.004308056,0,-0.156049444,-0.340166944,-0.000428333,-0.007567222,-0.002427222,0.500524445
11/4/2015 4:00,0.4976375,-0.004337778,-0.004337778,0,-0.156696667,-0.340940833,-0.000440833,-0.007626944,-0.00244,0.501975278
11/4/2015 3:00,0.499452222,-0.004375278,-0.004375278,0,-0.158499444,-0.340952778,-0.000419722,-0.007698056,-0.002458889,0.5038275
11/4/2015 2:00,0.501252222,-0.004368611,-0.004368611,0,-0.1606125,-0.340639722,-0.000384167,-0.007661111,-0.002459444,0.505620833
11/4/2015 1:00,0.513193611,-0.004455556,-0.004455556,0,-0.1717475,-0.341446111,-0.000341944,-0.007682778,-0.002472778,0.517649167
11/4/2015 0:00,0.622867222,-0.004995,-0.004995,0,-0.229970833,-0.392896389,-0.000330833,-0.007781111,-0.0025225,0.627862222
11/3/2015 23:00,3.048223611,-0.014038056,-0.014038056,0,-1.478528611,-1.569695,-0.001678333,-0.008836389,-0.002864722,3.062261667
11/3/2015 22:00,6.015642222,-0.024276389,-0.024276389,0,-3.109098333,-2.906543889,-0.621522778,-0.222278889,-0.002721944,6.039918611
11/3/2015 21:00,0.625555556,-0.004663889,-0.004663889,0,-0.237539167,-0.388016389,-0.000233611,-0.007461389,-0.0024875,0.630219445
11/3/2015 20:00,0.98411,-0.005881667,-0.005881667,0,-0.417473889,-0.566636111,-0.000400556,-0.007512778,-0.002564444,0.989991667
11/3/2015 19:00,6.919048611,-0.029236111,-0.029236111,0,-3.341554444,-3.577494167,-0.004339444,-0.010376111,-0.003454722,6.948284722
11/3/2015 18:00,0.673072222,0.002517778,0.002517778,0.0162425,-0.209322778,-0.447506944,-0.00028,-0.007653611,-0.002698333,0.670554444
11/3/2015 17:00,0.643338611,0.128445833,0.128445833,0.128445833,-0.1627125,-0.352180278,-0.000154722,-0.007771389,-0.002633333,0.514892778
11/3/2015 16:00,0.578652778,0.500190278,0.500190278,0.500190278,0.035763333,-0.114225833,-0.000056667,-0.00801,-0.002418889,0.0784625
11/3/2015 15:00,0.842315278,2.016633889,2.016633889,2.016633889,0.593543889,0.580774722,0.000095,-0.035326111,-0.001526389,-1.174318611
11/3/2015 14:00,1.053538611,3.512319444,3.512319444,3.512319444,1.143233611,1.315547222,0.001058056,-0.032417778,-0.000714167,-2.458780833
11/3/2015 13:00,0.698171944,4.399653056,4.399653056,4.399653056,1.943925833,1.757555278,0.001843889,-0.032466389,-0.000788611,-3.701481112
11/3/2015 12:00,0.688406667,4.478689167,4.478689167,4.478689167,1.999345833,1.790936667,0.001844444,-0.030044167,-0.000777222,-3.7902825
11/3/2015 11:00,0.685670278,4.232858889,4.232858889,4.232858889,1.874322778,1.672865833,0.001683611,-0.032435,-0.000951944,-3.547188611
11/3/2015 10:00,0.656476389,3.024139167,3.024139167,3.024139167,1.261652778,1.10601,0.000711389,-0.01354,-0.001578611,-2.367662778
11/3/2015 9:00,0.4445175,0.6520425,0.6520425,0.6520425,0.122397222,0.085127778,-0.000013611,-0.008059167,-0.002227778,-0.207525
11/3/2015 8:00,0.582384444,0.164353611,0.164353611,0.165703611,-0.069287778,-0.347393056,-0.000594167,-0.007858056,-0.002486111,0.418030833
11/3/2015 7:00,0.376313611,-0.005451667,-0.005451667,0.000021111,-0.161994444,-0.214298056,-0.000264167,-0.007700556,-0.002229722,0.381765278
11/3/2015 6:00,0.378855556,-0.004347778,-0.004347778,0,-0.164005833,-0.214849722,-0.000285,-0.007684167,-0.0022225,0.383203334
11/3/2015 5:00,0.380146667,-0.004308611,-0.004308611,0,-0.16564,-0.214506667,-0.000280556,-0.007628611,-0.002200278,0.384455278
11/3/2015 4:00,0.381455278,-0.00435,-0.00435,0,-0.166746667,-0.214708611,-0.000268333,-0.007685,-0.002219167,0.385805278
11/3/2015 3:00,0.397676111,-0.004434722,-0.004434722,0,-0.183021667,-0.214654444,-0.000235278,-0.007659722,-0.00221,0.402110833
11/3/2015 2:00,0.401699444,-0.0045025,-0.0045025,0,-0.187434167,-0.214265278,-0.000205833,-0.007683611,-0.002230278,0.406201944
11/3/2015 1:00,0.3830125,-0.004483333,-0.004483333,0,-0.169484167,-0.213528333,-0.000194167,-0.007700833,-0.002253611,0.387495833
11/3/2015 0:00,0.391683889,-0.004521667,-0.004521667,0,-0.178299167,-0.213384722,-0.000152222,-0.007648056,-0.002259722,0.396205556
11/2/2015 23:00,0.527090833,-0.004890833,-0.004890833,0,-0.287066944,-0.240023889,-0.000066389,-0.007455,-0.002228056,0.531981666
11/2/2015 22:00,1.431837778,-0.008169722,-0.008169722,0,-0.80408,-0.627757778,-0.000298611,-0.007602222,-0.002388611,1.4400075
11/2/2015 21:00,7.143226944,-0.029456111,-0.029456111,0,-3.669039167,-3.474187778,-0.261941389,-0.120236111,-0.002986944,7.172683055
11/2/2015 20:00,2.076763611,-0.009743611,-0.009743611,0,-1.105986667,-0.970776944,-0.405201389,-0.1238925,-0.002290556,2.086507222
11/2/2015 19:00,0.618513333,-0.005205556,-0.005205556,0.000026667,-0.209087222,-0.409399444,-0.000259722,-0.007448333,-0.002556667,0.623718889
11/2/2015 18:00,0.617514444,0.003231389,0.003231389,0.016586389,-0.167715556,-0.4332125,-0.000283056,-0.007610833,-0.002670833,0.614283055
11/2/2015 17:00,0.643735,0.125785,0.125785,0.125785,-0.094101111,-0.423848889,-0.000285833,-0.007831389,-0.002756667,0.51795
11/2/2015 16:00,0.627466111,0.512211111,0.512211111,0.512211111,0.101585556,-0.216840556,-0.000164167,-0.009686389,-0.0025875,0.115255
11/2/2015 15:00,0.539752222,2.069868611,2.069868611,2.069868611,0.847599722,0.682516667,0.000027222,-0.019806389,-0.001618611,-1.530116389
11/2/2015 14:00,0.552728333,3.550596944,3.550596944,3.550596944,1.583484444,1.414384167,0.001260278,-0.027778889,-0.001095833,-2.997868611
11/2/2015 13:00,0.564424722,4.437770278,4.437770278,4.437770278,2.020539722,1.852805833,0.002011111,-0.035811944,-0.000691111,-3.873345556
11/2/2015 12:00,0.570136389,4.533546944,4.533546944,4.533546944,2.0644475,1.898963056,0.002018889,-0.038035556,-0.000608611,-3.963410555
11/2/2015 11:00,0.568731944,4.280789722,4.280789722,4.280789722,1.938871944,1.773185833,0.0019675,-0.036168611,-0.000851944,-3.712057778
11/2/2015 10:00,0.552278333,3.443935833,3.443935833,3.443935833,1.531731389,1.359926111,0.001074444,-0.021796667,-0.001425833,-2.8916575
11/2/2015 9:00,0.635223611,1.859570833,1.859570833,1.859570833,0.682915833,0.541431389,0.000249167,-0.008910833,-0.002214444,-1.224347222
11/2/2015 8:00,0.718155833,0.199685833,0.199685833,0.201461667,-0.101755556,-0.414938611,-0.000664167,-0.007816389,-0.002607778,0.51847
11/2/2015 7:00,0.4968625,-0.005040278,-0.005040278,0.000015,-0.150629444,-0.346218056,-0.000506389,-0.0077475,-0.002444722,0.501902778
11/2/2015 6:00,0.497601111,-0.004368333,-0.004368333,0,-0.150581111,-0.34702,-0.000473056,-0.007745,-0.002458889,0.501969444
11/2/2015 5:00,0.498545,-0.004356389,-0.004356389,0,-0.150757778,-0.347787222,-0.000477222,-0.007759444,-0.002470556,0.502901389
11/2/2015 4:00,0.503915,-0.004406944,-0.004406944,0,-0.159525556,-0.344389444,-0.000448056,-0.007761944,-0.002470278,0.508321944
11/2/2015 3:00,0.507857222,-0.004418611,-0.004418611,0,-0.161914444,-0.345942778,-0.000428056,-0.007766111,-0.002474722,0.512275833
11/2/2015 2:00,0.511892222,-0.004418333,-0.004418333,0,-0.1619975,-0.349894722,-0.000431111,-0.007742222,-0.002472222,0.516310555
11/2/2015 1:00,0.513614722,-0.004426944,-0.004426944,0,-0.162934167,-0.350680556,-0.000423611,-0.0077025,-0.002462778,0.518041666
11/2/2015 0:00,0.516131667,-0.004489444,-0.004489444,0,-0.164177778,-0.351953889,-0.000409167,-0.007738056,-0.002481111,0.520621111
11/1/2015 23:00,0.518356944,-0.00454,-0.00454,0,-0.166467778,-0.351889167,-0.000393333,-0.007780833,-0.002496944,0.522896944
11/1/2015 22:00,0.508479722,-0.004510833,-0.004510833,0,-0.15847,-0.350009722,-0.000363333,-0.007755833,-0.002470556,0.512990555
11/1/2015 21:00,0.50591,-0.004500278,-0.004500278,0,-0.159801111,-0.346108889,-0.000316667,-0.007745,-0.002457778,0.510410278
11/1/2015 20:00,0.542960278,-0.004559167,-0.004559167,0,-0.186666944,-0.356293333,-0.000285,-0.007617222,-0.002465833,0.547519445
11/1/2015 19:00,0.69998,-0.006688611,-0.006688611,0,-0.245654444,-0.454325556,-0.000369167,-0.007594167,-0.002591389,0.706668611
11/1/2015 18:00,3.847398333,0.017421944,0.017421944,0.031643056,-1.810626389,-2.005128889,-0.0023725,-0.009189167,-0.003128056,3.829976389
11/1/2015 17:00,0.743760556,0.39864,0.39864,0.39864,-0.071116667,-0.274003889,-0.000217222,-0.007913611,-0.002526667,0.345120556
11/1/2015 16:00,2.856433611,0.632511389,0.632511389,0.632511389,-1.271590278,-0.952331944,-1.792808889,-0.528734167,-0.001909167,2.223922222
11/1/2015 15:00,0.633743889,2.168334444,2.168334444,2.168334444,0.851445556,0.683145,0.000174444,-0.024463889,-0.001776111,-1.534590555
11/1/2015 14:00,0.660138889,2.0335675,2.0335675,2.0335675,0.739389167,0.634039444,0.000321389,-0.014520278,-0.001715,-1.373428611
11/1/2015 13:00,0.683226389,2.392709167,2.392709167,2.392709167,0.8983,0.811182778,0.000520556,-0.023353333,-0.001405833,-1.709482778
11/1/2015 12:00,0.670499444,3.375157778,3.375157778,3.375157778,1.383700278,1.320958056,0.001121944,-0.029961111,-0.001025,-2.704658334
11/1/2015 11:00,0.743603611,3.674721389,3.674721389,3.674721389,1.511642778,1.419475,0.001266111,-0.042557222,-0.000971667,-2.931117778
11/1/2015 10:00,0.974441667,2.490055556,2.490055556,2.490055556,0.809013056,0.706600833,0.000371667,-0.009071667,-0.337111111,-1.515613889
11/1/2015 9:00,0.693121944,0.490712778,0.490712778,0.490712778,0.073765278,-0.276174444,-0.000536667,-0.008148611,-0.002598889,0.202409166
11/1/2015 8:00,0.505771111,0.047986111,0.047986111,0.050458056,-0.13372,-0.321593056,-0.000422778,-0.007739722,-0.002449722,0.457785
11/1/2015 7:00,0.509828333,-0.004428611,-0.004428611,0,-0.160633056,-0.349195278,-0.000444444,-0.00775,-0.0024675,0.514256944
11/1/2015 6:00,0.508613889,-0.00448,-0.00448,0,-0.163064167,-0.345549722,-0.00042,-0.007766944,-0.002488056,0.513093889
11/1/2015 5:00,0.516881944,-0.004531944,-0.004531944,0,-0.175130556,-0.341751389,-0.000383611,-0.007760278,-0.002483611,0.521413888
11/1/2015 4:00,0.521788611,-0.004570556,-0.004570556,0,-0.179937222,-0.341851389,-0.000366667,-0.0077825,-0.002497778,0.526359167
11/1/2015 3:00,0.527135278,-0.004587778,-0.004587778,0,-0.184559722,-0.342575556,-0.000340556,-0.007760556,-0.002503611,0.531723056
11/1/2015 2:00,0.494905,-0.004440278,-0.004440278,0,-0.151813611,-0.343091389,-0.000351667,-0.007773611,-0.002511111,0.499345278
11/1/2015 1:00,0.680106389,-0.005047778,-0.005047778,0,-0.332611944,-0.347494444,-0.000192222,-0.007452778,-0.002416111,0.685154167
11/1/2015 1:00,0.679111389,-0.005050833,-0.005050833,0,-0.293952778,-0.385158611,-0.000268889,-0.0076025,-0.002479722,0.684162222
11/1/2015 0:00,2.141514167,-0.010502778,-0.010502778,0,-1.015275556,-1.126238611,-0.0011825,-0.008469167,-0.002830833,2.152016945
10/31/2015 23:00,7.057088056,-0.029421389,-0.029421389,0,-3.443189722,-3.613898333,-0.004444167,-0.010926944,-0.003603889,7.086509445
10/31/2015 22:00,4.933541389,-0.021056389,-0.021056389,0,-2.357229167,-2.576312222,-0.003111944,-0.009817778,-0.003227222,4.954597778
10/31/2015 21:00,0.563291111,-0.004240833,-0.004240833,0,-0.16333,-0.399961111,-0.000316111,-0.007675556,-0.002602778,0.567531944
10/31/2015 20:00,0.575304167,-0.004201111,-0.004201111,0,-0.171879167,-0.403425,-0.000274444,-0.007641111,-0.002606944,0.579505278
10/31/2015 19:00,0.602118611,-0.010508611,-0.010508611,0.011083333,-0.185881667,-0.405153611,-0.000249167,-0.007640278,-0.002619444,0.612627222
10/31/2015 18:00,1.829414444,0.271768611,0.271768611,0.271768611,-0.830495,-0.727150833,-0.978595556,-0.298721944,-0.002241944,1.557645833
10/31/2015 17:00,0.586092778,0.8568725,0.8568725,0.8568725,0.197305556,0.073474167,-0.000027778,-0.017275556,-0.002215,-0.270779722
10/31/2015 16:00,1.820883333,1.351259444,1.351259444,1.351259444,-0.335965,-0.133658889,-0.934013611,-0.297331389,-0.001685556,0.469623889
10/31/2015 15:00,0.644916389,1.230657222,1.230657222,1.230657222,0.320210556,0.265530278,0.000090556,-0.011925278,-0.001970556,-0.585740833
10/31/2015 14:00,0.745928333,1.129770556,1.129770556,1.129770556,0.22971,0.154132222,0.000025278,-0.008121389,-0.0020175,-0.383842223
10/31/2015 13:00,1.460866389,2.041635,2.041635,2.041635,0.373193889,0.207574722,-0.000068889,-0.028499444,-0.001485833,-0.580768611
10/31/2015 12:00,3.348081111,2.993613056,2.993613056,2.993613056,0.063176667,-0.417644722,-0.000918889,-0.016072778,-0.000999722,0.354468055
10/31/2015 11:00,3.667780556,2.7429775,2.7429775,2.7429775,-0.170263333,-0.754539722,-0.001366111,-0.007625833,-0.001198056,0.924803056
10/31/2015 10:00,0.917730556,1.178953889,1.178953889,1.178953889,0.385421667,-0.124198333,-0.000491667,-0.008565833,-0.002550556,-0.261223333
10/31/2015 9:00,0.508658889,0.334009444,0.334009444,0.335220278,0.0030625,-0.176501111,-0.000212778,-0.008000833,-0.002463611,0.174649445
10/31/2015 8:00,0.552325556,-0.006328056,-0.006328056,0.000025556,-0.209048056,-0.343251944,-0.0002525,-0.007751111,-0.002507222,0.558653612
10/31/2015 7:00,1.932269444,-0.008219444,-0.008219444,0,-1.143933056,-0.788336389,-0.910689167,-0.310940278,-0.002165556,1.940488888
10/31/2015 6:00,0.557918611,-0.004695,-0.004695,0,-0.215236111,-0.3426825,-0.000187778,-0.007762778,-0.002546667,0.562613611
10/31/2015 5:00,0.522856944,-0.004581111,-0.004581111,0,-0.178933056,-0.343923889,-0.0001925,-0.007851111,-0.002594167,0.527438055
10/31/2015 4:00,0.508531111,-0.004459444,-0.004459444,0,-0.164150278,-0.344380833,-0.000175833,-0.007813056,-0.002629444,0.512990555
10/31/2015 3:00,0.734225278,-0.004996389,-0.004996389,0,-0.313867222,-0.420358056,-0.156083333,-0.082926944,-0.0025675,0.739221667
10/31/2015 2:00,1.966120833,-0.007870278,-0.007870278,0,-1.047660833,-0.91846,-1.172727778,-0.314143611,-0.002331944,1.973991111
10/31/2015 1:00,0.504105278,-0.004235,-0.004235,0,-0.163246389,-0.340858889,-0.000183333,-0.007696111,-0.002591111,0.508340278
10/31/2015 0:00,0.510762222,-0.004175278,-0.004175278,0,-0.1679625,-0.342799722,-0.000184722,-0.007676667,-0.002581111,0.5149375
10/30/2015 23:00,1.117100833,-0.005664444,-0.005664444,0,-0.550855278,-0.566245556,-0.462326111,-0.163429167,-0.002428333,1.122765277
10/30/2015 22:00,1.958648056,-0.007685,-0.007685,0,-1.038979167,-0.919668889,-1.100821111,-0.305018611,-0.002297222,1.966333056
10/30/2015 21:00,0.633585833,-0.004363333,-0.004363333,0,-0.229199167,-0.404386667,-0.000279722,-0.007417778,-0.002554444,0.637949166
10/30/2015 20:00,0.855985556,-0.005317222,-0.005317222,0,-0.458386667,-0.397598889,-0.000082778,-0.006962222,-0.002328056,0.861302778
10/30/2015 19:00,0.84176,-0.020153889,-0.020153889,0.000283611,-0.450718056,-0.390758333,-0.000073611,-0.007004722,-0.002336389,0.861913889
10/30/2015 18:00,0.631638611,0.012363333,0.012363333,0.026005278,-0.261151389,-0.344481944,-0.000185833,-0.007286667,-0.002405278,0.619275278
10/30/2015 17:00,0.661174722,0.112971389,0.112971389,0.113105556,-0.243194444,-0.304874722,-0.000142222,-0.007304167,-0.002375,0.548203333
10/30/2015 16:00,0.665372222,0.338713056,0.338713056,0.339523611,-0.121683333,-0.204165278,-0.000096111,-0.007509444,-0.002333056,0.326659166
10/30/2015 15:00,1.085589167,0.624948889,0.624948889,0.624948889,-0.427051111,-0.033589167,0.000417222,-0.00705,-0.001831667,0.460640278
10/30/2015 14:00,0.931128056,0.403463889,0.403463889,0.403467222,-0.349615,-0.178045833,0.000113611,-0.007165556,-0.002130278,0.527664167
10/30/2015 13:00,0.864651389,0.194922778,0.194922778,0.195061111,-0.366391111,-0.303199167,-0.000083333,-0.007189722,-0.002288056,0.669728611
10/30/2015 12:00,0.861827778,0.135489722,0.135489722,0.136753889,-0.390527222,-0.334546667,-0.000132222,-0.007200556,-0.002316944,0.726338056
10/30/2015 11:00,0.882160278,0.022748611,0.022748611,0.030169444,-0.459100556,-0.392890278,-0.000171667,-0.007089722,-0.002331111,0.859411667
10/30/2015 10:00,0.826603056,-0.005308056,-0.005308056,0,-0.420157222,-0.406445833,-0.000231944,-0.007175,-0.002391111,0.831911112
10/30/2015 9:00,1.836716667,-0.007197778,-0.007197778,0,-0.874923611,-0.961793056,-0.7821425,-0.256328056,-0.0025,1.843914445
10/30/2015 8:00,0.544863333,-0.004192778,-0.004192778,0,-0.169196111,-0.375667222,-0.0004,-0.007572778,-0.002522222,0.549056111
10/30/2015 7:00,1.578768056,-0.006879444,-0.006879444,0,-0.832129444,-0.746638611,-0.815885833,-0.268237222,-0.002299167,1.5856475
10/30/2015 6:00,0.517533333,-0.004300278,-0.004300278,0,-0.173411944,-0.344121389,-0.000275833,-0.007558333,-0.002506944,0.521833611
10/30/2015 5:00,0.517055833,-0.004337222,-0.004337222,0,-0.176269722,-0.340786111,-0.000272222,-0.007646667,-0.002509444,0.521393055
10/30/2015 4:00,0.514773056,-0.004325278,-0.004325278,0,-0.1752725,-0.339500556,-0.000275278,-0.007676667,-0.002523056,0.519098334
10/30/2015 3:00,0.514068889,-0.004311667,-0.004311667,0,-0.173966667,-0.340102222,-0.000265,-0.007645556,-0.002520833,0.518380556
10/30/2015 2:00,0.519480556,-0.004308611,-0.004308611,0,-0.175779167,-0.343701389,-0.000250833,-0.007626667,-0.002536111,0.523789167
10/30/2015 1:00,0.516210278,-0.004360278,-0.004360278,0,-0.173519167,-0.342691111,-0.000232222,-0.007649444,-0.002549444,0.520570556
10/30/2015 0:00,0.516971111,-0.004408611,-0.004408611,0,-0.177597778,-0.339373333,-0.000183056,-0.007678611,-0.002535556,0.521379722
10/29/2015 23:00,0.515433611,-0.004218611,-0.004218611,0,-0.177946389,-0.337487222,-0.000170833,-0.007603611,-0.002517222,0.519652222
10/29/2015 22:00,1.945560833,-0.008129444,-0.008129444,0,-1.022974722,-0.922586111,-0.866063056,-0.277415278,-0.002372222,1.953690277
10/29/2015 21:00,3.325081667,-0.014606944,-0.014606944,0,-1.656642222,-1.668439444,-0.001673333,-0.008319444,-0.002636944,3.339688611
10/29/2015 20:00,5.4514325,-0.024480833,-0.024480833,0.000026389,-2.698693889,-2.752712222,-0.003043889,-0.009529444,-0.002985556,5.475913333
10/29/2015 19:00,0.557136389,0.016028056,0.016028056,0.028501111,-0.195484722,-0.333150556,-0.000115278,-0.0075625,-0.002539444,0.541108333
10/29/2015 18:00,0.547375278,0.175048889,0.175048889,0.175048889,-0.117580833,-0.254745556,-0.000070278,-0.007797222,-0.002517778,0.372326389
10/29/2015 17:00,0.554024722,0.627956944,0.627956944,0.627956944,0.105932778,-0.032000556,-0.000035556,-0.008113056,-0.002336944,-0.073932222
10/29/2015 16:00,0.585815,2.196968889,2.196968889,2.196968889,0.866876667,0.744277222,0.000125,-0.021763611,-0.001574722,-1.611153889
10/29/2015 15:00,0.604305556,3.569103333,3.569103333,3.569103333,1.541886944,1.422910833,0.001275278,-0.025643889,-0.001124444,-2.964797777
10/29/2015 14:00,0.616337222,4.363346389,4.363346389,4.363346389,1.932662778,1.814346389,0.002010278,-0.030491389,-0.000789722,-3.747009167
10/29/2015 13:00,0.619721944,4.562874444,4.562874444,4.562874444,2.031898611,1.911253889,0.002086389,-0.036366944,-0.000704167,-3.9431525
10/29/2015 12:00,0.608544722,4.335658611,4.335658611,4.335658611,1.928131111,1.798982778,0.001966667,-0.029756667,-0.000885556,-3.727113889
10/29/2015 11:00,0.587119444,3.479779722,3.479779722,3.479779722,1.517531389,1.375128889,0.001093889,-0.012152222,-0.001433333,-2.892660278
10/29/2015 10:00,0.580664722,1.985976389,1.985976389,1.985976389,0.772870833,0.632440833,0.000463333,-0.009113056,-0.002360833,-1.405311667
10/29/2015 9:00,0.80782,0.711771111,0.711771111,0.711777222,0.107888333,-0.203931111,-0.000549444,-0.008209167,-0.002589167,0.096048889
10/29/2015 8:00,0.546051944,-0.006451111,-0.006451111,0.000640278,-0.203289444,-0.342122222,-0.000606111,-0.007655278,-0.002346389,0.552503055
10/29/2015 7:00,0.574638889,-0.004571389,-0.004571389,0,-0.232173056,-0.342465833,-0.000567222,-0.007452222,-0.002308611,0.579210278
10/29/2015 6:00,0.523449167,-0.004438056,-0.004438056,0,-0.179700556,-0.343748611,-0.000641667,-0.007675833,-0.002358333,0.527887223
10/29/2015 5:00,0.606376944,-0.004803333,-0.004803333,0,-0.264021944,-0.342355,-0.000511389,-0.007605,-0.002347778,0.611180277
10/29/2015 4:00,0.507633056,-0.004419444,-0.004419444,0,-0.165395833,-0.342237222,-0.000603056,-0.007768333,-0.002387778,0.5120525
10/29/2015 3:00,0.615383056,-0.004816667,-0.004816667,0,-0.273100278,-0.342282778,-0.0004225,-0.007575278,-0.002353611,0.620199723
10/29/2015 2:00,0.502039722,-0.004397222,-0.004397222,0,-0.159981111,-0.342058611,-0.000493611,-0.007795556,-0.002419444,0.506436944
10/29/2015 1:00,0.610044167,-0.004795278,-0.004795278,0,-0.268980278,-0.341063889,-0.000331944,-0.007573889,-0.002379722,0.614839445
10/29/2015 0:00,0.523989167,-0.004492778,-0.004492778,0,-0.183772222,-0.340216944,-0.000374167,-0.007749167,-0.002436667,0.528481945
10/28/2015 23:00,0.657754444,-0.005022778,-0.005022778,0,-0.296217222,-0.361537222,-0.000257778,-0.0076125,-0.002412222,0.662777222
10/28/2015 22:00,1.792688889,-0.009163889,-0.009163889,0,-0.8560725,-0.936616389,-0.000906944,-0.008114444,-0.002667778,1.801852778
10/28/2015 21:00,7.399206111,-0.030589722,-0.030589722,0,-3.762192778,-3.637013333,-0.0039525,-0.010346111,-0.002928611,7.429795833
10/28/2015 20:00,5.585263889,-0.023833333,-0.023833333,0.000023611,-2.921959167,-2.663281111,-0.695383611,-0.244357778,-0.002584722,5.609097222
10/28/2015 19:00,0.586673889,0.066152222,0.066152222,0.074922778,-0.202131111,-0.30962,-0.000058611,-0.007724722,-0.002525556,0.520521667
10/28/2015 18:00,0.584301667,0.516565,0.516565,0.516565,0.019365,-0.087101667,-0.000002778,-0.008030833,-0.002380556,0.067736667
10/28/2015 17:00,0.574826111,0.839291389,0.839291389,0.839291389,0.189643611,0.074821667,-0.000005278,-0.008277778,-0.002229444,-0.264465278
10/28/2015 16:00,0.594108611,1.728084167,1.728084167,1.728084167,0.623475556,0.5105,0.000033611,-0.008766111,-0.001775,-1.133975556
10/28/2015 15:00,0.619886111,3.396348056,3.396348056,3.396348056,1.441734167,1.334727778,0.001088611,-0.019965556,-0.001129722,-2.776461945
10/28/2015 14:00,0.638840278,4.421362222,4.421362222,4.421362222,1.939145,1.843376944,0.002049722,-0.032805278,-0.0007375,-3.782521944
10/28/2015 13:00,0.633834167,4.7449425,4.7449425,4.7449425,2.105110278,2.005998056,0.002138056,-0.029254167,-0.000583611,-4.111108333
10/28/2015 12:00,0.875902778,4.331158056,4.331158056,4.331158056,1.661364167,1.793891111,0.00205,-0.017173056,-0.000434444,-3.455255278
10/28/2015 11:00,0.872658056,3.583011944,3.583011944,3.583011944,1.317615833,1.392738056,0.001246667,-0.0095375,-0.000924444,-2.710353888
10/28/2015 10:00,0.658581944,1.914596667,1.914596667,1.914596667,0.659254444,0.596760278,0.000344722,-0.008838889,-0.0021,-1.256014723
10/28/2015 9:00,0.827743056,0.595775,0.595775,0.595786667,0.042389722,-0.274346111,-0.000523611,-0.008111667,-0.002616667,0.231968056
10/28/2015 8:00,0.597011667,-0.005391667,-0.005391667,0.000810278,-0.254344722,-0.341856667,-0.000380556,-0.007451944,-0.002383889,0.602403334
10/28/2015 7:00,0.594351111,-0.004653333,-0.004653333,0,-0.253488889,-0.340862222,-0.000368333,-0.007471667,-0.00238,0.599004444
10/28/2015 6:00,0.597540278,-0.004753056,-0.004753056,0,-0.255401111,-0.342139167,-0.000341944,-0.007595278,-0.002414167,0.602293334
10/28/2015 5:00,0.600097222,-0.004781111,-0.004781111,0,-0.255707222,-0.34439,-0.0003425,-0.007639167,-0.002438611,0.604878333
10/28/2015 4:00,0.599450556,-0.004815556,-0.004815556,0,-0.254775833,-0.344674722,-0.000316667,-0.007661111,-0.002455556,0.604266112
