"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00:00,1.406016389,-0.003486111,1.406016389,-0.003486111,-0.000000000
2015-12-31 22:00:00,1.415492500,-0.004009722,1.415492500,-0.004009722,-0.000000000
2015-12-31 21:00:00,2.181196111,-0.003325278,2.181196111,-0.003325278,-0.000000000
2015-12-31 20:00:00,2.582038333,-0.002236111,2.582038333,-0.002236111,-0.000000000
2015-12-31 19:00:00,1.640175000,-0.001681389,1.640110000,-0.001681389,0.000065000
2015-12-31 18:00:00,1.821376944,0.019390833,1.801388889,0.019390833,0.019988056
2015-12-31 17:00:00,1.783115833,0.233518333,1.549597500,0.233518333,0.233518333
2015-12-31 16:00:00,1.215903611,0.796386667,0.419516944,0.796386667,0.796386667
2015-12-31 15:00:00,1.403455000,1.357333056,0.046121944,1.357333056,1.357333056
2015-12-31 14:00:00,1.170770278,1.665340278,-0.494570000,1.665340278,1.665340278
2015-12-31 13:00:00,1.648662778,1.767741944,-0.119079167,1.767741944,1.767741944
2015-12-31 12:00:00,1.451105556,1.764231111,-0.313125556,1.764231111,1.764231111
2015-12-31 11:00:00,1.397125833,1.477306944,-0.080181111,1.477306944,1.477306944
2015-12-31 10:00:00,1.694238611,0.868838889,0.825399722,0.868838889,0.868838889
2015-12-31 09:00:00,1.675030833,0.049471944,1.622912500,0.049471944,0.052118333
2015-12-31 08:00:00,0.993605833,-0.003443889,0.993605833,-0.003443889,-0.000000000
2015-12-31 07:00:00,0.998450000,-0.003448056,0.998450000,-0.003448056,-0.000000000
2015-12-31 06:00:00,0.976840278,-0.003485000,0.976840278,-0.003485000,-0.000000000
2015-12-31 05:00:00,1.035521111,-0.003295278,1.035521111,-0.003295278,-0.000000000
2015-12-31 04:00:00,1.018973889,-0.003440556,1.018973889,-0.003440556,-0.000000000
2015-12-31 03:00:00,0.973512222,-0.003579722,0.973512222,-0.003579722,-0.000000000
2015-12-31 02:00:00,1.032705278,-0.003431667,1.032705278,-0.003431667,-0.000000000
2015-12-31 01:00:00,1.035250556,-0.003380278,1.035250556,-0.003380278,-0.000000000
2015-12-31 00:00:00,1.281659444,-0.002976944,1.281659444,-0.002976944,-0.000000000
2015-12-30 23:00:00,2.124656667,-0.001047778,2.124358889,-0.001047778,0.000297778
2015-12-30 22:00:00,2.151218333,-0.001544722,2.151111944,-0.001544722,0.000106389
2015-12-30 21:00:00,1.630161944,-0.002136944,1.630151389,-0.002136944,0.000010556
2015-12-30 20:00:00,2.522011389,-0.002173333,2.522011389,-0.002173333,-0.000000000
2015-12-30 19:00:00,2.186945833,-0.001584167,2.186935833,-0.001584167,0.000010000
2015-12-30 18:00:00,1.905585278,0.017836944,1.886362500,0.017836944,0.019222778
2015-12-30 17:00:00,2.050293056,0.195841667,1.854451389,0.195841667,0.195841667
2015-12-30 16:00:00,1.961882222,0.928223056,1.033659167,0.928223056,0.928223056
2015-12-30 15:00:00,2.090613889,1.357145556,0.733468333,1.357145556,1.357145556
2015-12-30 14:00:00,1.840717778,1.640914167,0.199803611,1.640914167,1.640914167
2015-12-30 13:00:00,2.047005000,1.685914722,0.361090278,1.685914722,1.685914722
2015-12-30 12:00:00,1.706237222,1.451428889,0.254808333,1.451428889,1.451428889
2015-12-30 11:00:00,1.615357222,0.688574722,0.926782500,0.688574722,0.688574722
2015-12-30 10:00:00,1.644374722,0.507934167,1.135745833,0.507934167,0.508628889
2015-12-30 09:00:00,0.819196944,-0.003778333,0.819191111,-0.003778333,0.000005833
2015-12-30 08:00:00,1.073661111,-0.003393611,1.073661111,-0.003393611,-0.000000000
2015-12-30 07:00:00,1.096781389,-0.003245833,1.096781389,-0.003245833,-0.000000000
2015-12-30 06:00:00,0.939628333,-0.003456389,0.939628333,-0.003456389,-0.000000000
2015-12-30 05:00:00,0.991894444,-0.003246944,0.991894444,-0.003246944,-0.000000000
2015-12-30 04:00:00,1.020488889,-0.003154167,1.020488889,-0.003154167,-0.000000000
2015-12-30 03:00:00,0.981502222,-0.003289722,0.981502222,-0.003289722,-0.000000000
2015-12-30 02:00:00,1.100691667,-0.002561111,1.100691667,-0.002561111,-0.000000000
2015-12-30 01:00:00,1.022409167,-0.003261667,1.022409167,-0.003261667,-0.000000000
2015-12-30 00:00:00,1.456241389,-0.002031389,1.456160833,-0.002031389,0.000080556
2015-12-29 23:00:00,2.102013889,-0.001595000,2.101960278,-0.001595000,0.000053611
2015-12-29 22:00:00,2.525116667,-0.001452500,2.525050278,-0.001452500,0.000066389
2015-12-29 21:00:00,3.023289722,-0.000326667,3.022342778,-0.000326667,0.000946944
2015-12-29 20:00:00,2.201013056,-0.001643611,2.201013056,-0.001643611,-0.000000000
2015-12-29 19:00:00,3.395320556,-0.001564167,3.395320556,-0.001564167,-0.000000000
2015-12-29 18:00:00,0.872557778,0.010696667,0.859898611,0.010696667,0.012659167
2015-12-29 17:00:00,0.857101389,0.159325833,0.697775556,0.159325833,0.159325833
2015-12-29 16:00:00,0.825504722,0.577618056,0.247886667,0.577618056,0.577618056
2015-12-29 15:00:00,0.834356667,0.940464722,-0.106108056,0.940464722,0.940464722
2015-12-29 14:00:00,2.138694722,0.985760556,1.152934167,0.985760556,0.985760556
2015-12-29 13:00:00,2.138782222,0.571108889,1.567673333,0.571108889,0.571108889
2015-12-29 12:00:00,2.418493611,0.237823611,2.180670000,0.237823611,0.237823611
2015-12-29 11:00:00,3.409636389,0.068625556,3.341010833,0.068625556,0.068625556
2015-12-29 10:00:00,1.699553611,0.058598333,1.640656944,0.058598333,0.058896667
2015-12-29 09:00:00,1.320595556,-0.003191667,1.320481389,-0.003191667,0.000114167
2015-12-29 08:00:00,1.332964167,-0.002941111,1.332964167,-0.002941111,-0.000000000
2015-12-29 07:00:00,1.073870278,-0.003560278,1.073870278,-0.003560278,-0.000000000
2015-12-29 06:00:00,0.980881111,-0.003406944,0.980881111,-0.003406944,-0.000000000
2015-12-29 05:00:00,0.979021944,-0.003466389,0.979021944,-0.003466389,-0.000000000
2015-12-29 04:00:00,1.021723611,-0.003588056,1.021723611,-0.003588056,-0.000000000
2015-12-29 03:00:00,1.020636389,-0.003377778,1.020636389,-0.003377778,-0.000000000
2015-12-29 02:00:00,0.976556111,-0.003314722,0.976556111,-0.003314722,-0.000000000
2015-12-29 01:00:00,0.984113611,-0.003363889,0.984113611,-0.003363889,-0.000000000
2015-12-29 00:00:00,0.969700000,-0.003363889,0.969700000,-0.003363889,-0.000000000
2015-12-28 23:00:00,1.334162222,-0.003079722,1.334162222,-0.003079722,-0.000000000
2015-12-28 22:00:00,1.437235556,-0.002920833,1.437235556,-0.002920833,-0.000000000
2015-12-28 21:00:00,1.756715833,-0.002100833,1.756715833,-0.002100833,-0.000000000
2015-12-28 20:00:00,2.121817222,-0.002026389,2.121817222,-0.002026389,-0.000000000
2015-12-28 19:00:00,1.676052222,-0.001776667,1.676052222,-0.001776667,-0.000000000
2015-12-28 18:00:00,1.231684722,-0.002055556,1.231684722,-0.002055556,-0.000000000
2015-12-28 17:00:00,1.188088056,0.015094444,1.171783056,0.015094444,0.016305000
2015-12-28 16:00:00,1.371161389,0.041215000,1.328971111,0.041215000,0.042190278
2015-12-28 15:00:00,2.737404722,0.070552778,2.666851944,0.070552778,0.070552778
2015-12-28 14:00:00,1.511381111,0.086158333,1.425222778,0.086158333,0.086158333
2015-12-28 13:00:00,1.870933056,0.089255000,1.781678056,0.089255000,0.089255000
2015-12-28 12:00:00,1.871843611,0.078362222,1.793481389,0.078362222,0.078362222
2015-12-28 11:00:00,1.549844444,0.056463333,1.493381111,0.056463333,0.056463333
2015-12-28 10:00:00,1.792873056,0.008606667,1.781862222,0.008606667,0.011010833
2015-12-28 09:00:00,1.579962222,-0.003494167,1.579912222,-0.003494167,0.000050000
2015-12-28 08:00:00,1.358452222,-0.002941667,1.358452222,-0.002941667,-0.000000000
2015-12-28 07:00:00,1.194193611,-0.003308056,1.194193611,-0.003308056,-0.000000000
2015-12-28 06:00:00,1.095630278,-0.003326389,1.095630278,-0.003326389,-0.000000000
2015-12-28 05:00:00,1.085904722,-0.003399167,1.085904722,-0.003399167,-0.000000000
2015-12-28 04:00:00,1.037293889,-0.003543333,1.037293889,-0.003543333,-0.000000000
2015-12-28 03:00:00,1.110308333,-0.003340556,1.110308333,-0.003340556,-0.000000000
2015-12-28 02:00:00,1.100232500,-0.003341389,1.100232500,-0.003341389,-0.000000000
2015-12-28 01:00:00,1.085963333,-0.003411111,1.085963333,-0.003411111,-0.000000000
2015-12-28 00:00:00,1.107657778,-0.003400000,1.107657778,-0.003400000,-0.000000000
2015-12-27 23:00:00,1.765124722,-0.001931389,1.764986667,-0.001931389,0.000138056
2015-12-27 22:00:00,2.105941389,-0.000850556,2.105641667,-0.000850556,0.000299722
2015-12-27 21:00:00,2.418408333,-0.000027500,2.417979444,-0.000027500,0.000428889
2015-12-27 20:00:00,1.815444167,-0.003287778,1.815444167,-0.003287778,-0.000000000
2015-12-27 19:00:00,2.838855556,-0.001266111,2.838826667,-0.001266111,0.000028889
2015-12-27 18:00:00,1.648453611,-0.001712778,1.648446111,-0.001712778,0.000007500
2015-12-27 17:00:00,1.191956111,-0.003137778,1.191956111,-0.003137778,-0.000000000
2015-12-27 16:00:00,1.400870278,0.018009722,1.382614722,0.018009722,0.018255556
2015-12-27 15:00:00,0.920390278,0.039458333,0.880931944,0.039458333,0.039458333
2015-12-27 14:00:00,1.240982778,0.051183889,1.189798889,0.051183889,0.051183889
2015-12-27 13:00:00,2.077668611,0.057349167,2.020319444,0.057349167,0.057349167
2015-12-27 12:00:00,2.887986944,0.057245833,2.830741111,0.057245833,0.057245833
2015-12-27 11:00:00,1.876650556,0.042977500,1.833673056,0.042977500,0.042977500
2015-12-27 10:00:00,2.522002222,-0.000220000,2.520565278,-0.000220000,0.001436944
2015-12-27 09:00:00,2.161056944,-0.002243889,2.161056944,-0.002243889,-0.000000000
2015-12-27 08:00:00,1.288248889,-0.002213611,1.288248889,-0.002213611,-0.000000000
2015-12-27 07:00:00,1.272738333,-0.002716944,1.272738333,-0.002716944,-0.000000000
2015-12-27 06:00:00,0.929363333,-0.003518611,0.929363333,-0.003518611,-0.000000000
2015-12-27 05:00:00,0.973504444,-0.003461389,0.973504444,-0.003461389,-0.000000000
2015-12-27 04:00:00,0.993905278,-0.003332778,0.993905278,-0.003332778,-0.000000000
2015-12-27 03:00:00,0.946249167,-0.003427778,0.946249167,-0.003427778,-0.000000000
2015-12-27 02:00:00,0.993855278,-0.003323889,0.993855278,-0.003323889,-0.000000000
2015-12-27 01:00:00,0.986255556,-0.003435278,0.986255556,-0.003435278,-0.000000000
2015-12-27 00:00:00,1.053853056,-0.003378611,1.053853056,-0.003378611,-0.000000000
2015-12-26 23:00:00,1.966704167,-0.001219444,1.966698333,-0.001219444,0.000005833
2015-12-26 22:00:00,2.398255833,-0.000470278,2.397776389,-0.000470278,0.000479444
2015-12-26 21:00:00,2.521176667,0.000594167,2.520536667,0.000594167,0.000640000
2015-12-26 20:00:00,2.851242500,-0.000384722,2.850964167,-0.000384722,0.000278333
2015-12-26 19:00:00,4.145532222,-0.000913333,4.145283889,-0.000913333,0.000248333
2015-12-26 18:00:00,2.167408056,-0.002536389,2.167408056,-0.002536389,-0.000000000
2015-12-26 17:00:00,2.404912500,-0.002344167,2.404795278,-0.002344167,0.000117222
2015-12-26 16:00:00,2.957668056,0.006664444,2.950197500,0.006664444,0.007470556
