"Date & Time","Usage [kW]","Generation [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","Furnace [kW]","Solar Thermal [kW]","Auxiliary [kW]","Auxiliary PV x 10 []"
2015-12-25 11:00:00,0.390998056,0.990056944,-0.599058889,0.990056944,0.990056944,-0.010125556,-0.012106111,0.037261667,372.616666667
2015-12-25 10:00:00,0.675427500,1.268240278,-0.592812778,1.268240278,1.268240278,-0.095843056,-0.027004167,0.062355833,623.558333333
2015-12-25 09:00:00,0.886231667,0.808990278,0.075010556,0.808990278,0.811221111,-0.323371667,-0.012263889,0.028573056,285.730555556
2015-12-25 08:00:00,0.579641667,-0.006448333,0.579641667,-0.006448333,-0.000000000,-0.009994444,-0.012379722,-0.000799444,-7.994444444
2015-12-25 07:00:00,0.708927500,-0.006476667,0.708927500,-0.006476667,-0.000000000,-0.288828333,-0.012279167,-0.000158611,-1.586111111
2015-12-25 06:00:00,0.626461667,-0.006465556,0.626461667,-0.006465556,-0.000000000,-0.308429444,-0.012230278,-0.000188611,-1.886111111
2015-12-25 05:00:00,0.539151111,-0.006519167,0.539151111,-0.006519167,-0.000000000,-0.009843611,-0.012355000,-0.000690278,-6.902777778
2015-12-25 04:00:00,0.841831667,-0.006520000,0.841831667,-0.006520000,-0.000000000,-0.146101111,-0.012435278,-0.000325278,-3.252777778
2015-12-25 03:00:00,1.060621944,-0.006441944,1.060621944,-0.006441944,-0.000000000,-0.307972500,-0.025700278,0.000090000,0.900000000
2015-12-25 02:00:00,1.204283056,-0.006390833,1.204283056,-0.006390833,-0.000000000,-0.175748889,-0.070540833,-0.000371667,-3.716666667
2015-12-25 01:00:00,1.255367500,-0.006409722,1.255367500,-0.006409722,-0.000000000,-0.157436944,-0.103433611,-0.000744444,-7.444444444
2015-12-25 00:00:00,1.177775556,-0.006195000,1.177775556,-0.006195000,-0.000000000,-0.151722778,-0.101276667,-0.000574722,-5.747222222
2015-12-24 23:00:00,1.018905000,-0.006179444,1.018905000,-0.006179444,-0.000000000,-0.137408889,-0.097650278,-0.000135833,-1.358333333
2015-12-24 22:00:00,0.902793611,-0.006114722,0.902793611,-0.006114722,-0.000000000,-0.124095556,-0.094753611,-0.000252222,-2.522222222
2015-12-24 21:00:00,0.826222222,-0.006156111,0.826222222,-0.006156111,-0.000000000,-0.111388333,-0.092521389,-0.000375278,-3.752777778
2015-12-24 20:00:00,0.854130000,-0.006125556,0.854130000,-0.006125556,-0.000000000,-0.101263889,-0.087958056,-0.000305556,-3.055555556
2015-12-24 19:00:00,0.993116389,-0.006017778,0.993116389,-0.006017778,-0.000000000,-0.086490278,-0.065321944,-0.000923889,-9.238888889
2015-12-24 18:00:00,0.758046944,0.094436667,0.660667778,0.094436667,0.097379167,-0.070292778,-0.042648611,0.000266667,2.666666667
2015-12-24 17:00:00,0.551438889,0.549896389,0.001542500,0.549896389,0.549896389,-0.058122778,-0.045959444,0.004982500,49.825000000
2015-12-24 16:00:00,1.439845833,1.435429444,0.004416389,1.435429444,1.435429444,-0.062110278,-0.064446111,0.057887222,578.872222222
2015-12-24 15:00:00,1.475651667,3.112124722,-1.636473056,3.112124722,3.112124722,-0.087036944,-0.188161667,0.151405556,1514.055555556
2015-12-24 14:00:00,1.429311111,3.985549722,-2.556238611,3.985549722,3.985549722,-0.222534444,-0.200804722,0.203694444,2036.944444444
2015-12-24 13:00:00,0.730896944,4.451874167,-3.720977222,4.451874167,4.451874167,-0.222486944,-0.209832500,0.322661944,3226.619444444
2015-12-24 12:00:00,0.473422500,4.489640556,-4.016218056,4.489640556,4.489640556,-0.221379722,-0.197581944,0.343760278,3437.602777778
2015-12-24 11:00:00,0.459786944,4.058028611,-3.598241667,4.058028611,4.058028611,-0.221233611,-0.191206111,0.322960833,3229.608333333
2015-12-24 10:00:00,0.556473333,2.948313889,-2.391840556,2.948313889,2.948313889,-0.220410000,-0.169586667,0.203460833,2034.608333333
2015-12-24 09:00:00,0.668236667,0.848604444,-0.182450556,0.848604444,0.850687222,-0.267454167,-0.013187778,0.014530556,145.305555556
2015-12-24 08:00:00,0.883620278,-0.006448333,0.883620278,-0.006448333,-0.000000000,-0.351500000,-0.012242778,-0.000031111,-0.311111111
2015-12-24 07:00:00,0.711660278,-0.006472778,0.711660278,-0.006472778,-0.000000000,-0.205028889,-0.031516944,-0.000418333,-4.183333333
2015-12-24 06:00:00,0.808512500,-0.006526667,0.808512500,-0.006526667,-0.000000000,-0.231884444,-0.012341944,-0.000291111,-2.911111111
2015-12-24 05:00:00,0.728016111,-0.006614722,0.728016111,-0.006614722,-0.000000000,-0.352823611,-0.012234444,0.000006111,0.061111111
2015-12-24 04:00:00,0.836345556,-0.006656667,0.836345556,-0.006656667,-0.000000000,-0.353761944,-0.012331389,0.000061944,0.619444444
2015-12-24 03:00:00,0.912923056,-0.006671667,0.912923056,-0.006671667,-0.000000000,-0.355138056,-0.023899167,0.000121944,1.219444444
2015-12-24 02:00:00,0.827309444,-0.006600556,0.827309444,-0.006600556,-0.000000000,-0.153286389,-0.055035278,-0.000407500,-4.075000000
2015-12-24 01:00:00,0.884877222,-0.006481389,0.884877222,-0.006481389,-0.000000000,-0.238234722,-0.057132222,-0.000260833,-2.608333333
