"Date & Time","use [kW]","gen [kW]","Solar [kW]","Loads [kW]"
2015-12-23 16:00:00,1.742661667,0.411965833,0.411965833,1.742661667
2015-12-23 15:00:00,0.843771944,1.242001111,1.242001111,0.843771944
2015-12-23 14:00:00,0.591654722,3.017665833,3.017665833,0.591654722
2015-12-23 13:00:00,0.504863889,2.810041389,2.810041389,0.504863889
2015-12-23 12:00:00,1.281541667,1.901393056,1.901393056,1.281541667
2015-12-23 11:00:00,0.286538889,1.722811944,1.722811944,0.286538889
2015-12-23 10:00:00,0.806570833,0.490942778,0.490942778,0.806570833
2015-12-23 09:00:00,0.861717222,0.048842778,0.048842778,0.861717222
2015-12-23 08:00:00,1.470106111,-0.002407778,-0.002407778,1.470106111
2015-12-23 07:00:00,1.320217778,-0.002181667,-0.002181667,1.320217778
2015-12-23 06:00:00,1.232692778,-0.002462222,-0.002462222,1.232692778
2015-12-23 05:00:00,1.153834722,-0.002197222,-0.002197222,1.153834722
2015-12-23 04:00:00,0.704741111,-0.002272500,-0.002272500,0.704741111
2015-12-23 03:00:00,1.065161667,-0.002806667,-0.002806667,1.065161667
2015-12-23 02:00:00,0.247856667,-0.003104722,-0.003104722,0.247856667
2015-12-23 01:00:00,0.271945833,-0.003139167,-0.003139167,0.271945833
2015-12-23 00:00:00,1.174016944,-0.003162500,-0.003162500,1.174016944
2015-12-22 23:00:00,0.613365833,-0.003458056,-0.003458056,0.613365833
2015-12-22 22:00:00,1.131708056,-0.003760000,-0.003760000,1.131708056
2015-12-22 21:00:00,0.752435278,-0.003725833,-0.003725833,0.752435278
2015-12-22 20:00:00,2.215039722,-0.003320556,-0.003320556,2.215039722
2015-12-22 19:00:00,0.990496111,-0.003532222,-0.003532222,0.990496111
2015-12-22 18:00:00,1.693907222,0.004605278,0.004605278,1.693907222
2015-12-22 17:00:00,1.821311389,0.163986944,0.163986944,1.821311389
2015-12-22 16:00:00,1.236016389,0.434882500,0.434882500,1.236016389
2015-12-22 15:00:00,0.873053611,1.394949167,1.394949167,0.873053611
2015-12-22 14:00:00,1.212431111,2.400720000,2.400720000,1.212431111
2015-12-22 13:00:00,0.386879722,2.537140278,2.537140278,0.386879722
2015-12-22 12:00:00,0.323710000,1.756100278,1.756100278,0.323710000
2015-12-22 11:00:00,1.007337222,1.642644167,1.642644167,1.007337222
2015-12-22 10:00:00,1.635117500,0.385218611,0.385218611,1.635117500
2015-12-22 09:00:00,2.269317778,0.018878056,0.018878056,2.269317778
2015-12-22 08:00:00,1.388409444,-0.003024167,-0.003024167,1.388409444
2015-12-22 07:00:00,0.756279722,-0.002533333,-0.002533333,0.756279722
2015-12-22 06:00:00,0.741405556,-0.002418611,-0.002418611,0.741405556
2015-12-22 05:00:00,0.694094722,-0.002347778,-0.002347778,0.694094722
2015-12-22 04:00:00,0.668708056,-0.002348889,-0.002348889,0.668708056
2015-12-22 03:00:00,1.212889444,-0.002215278,-0.002215278,1.212889444
2015-12-22 02:00:00,1.089542222,-0.002296111,-0.002296111,1.089542222
2015-12-22 01:00:00,1.241146111,-0.002267222,-0.002267222,1.241146111
2015-12-22 00:00:00,0.823331389,-0.002322222,-0.002322222,0.823331389
2015-12-21 23:00:00,0.598300833,-0.003350278,-0.003350278,0.598300833
2015-12-21 22:00:00,1.564124167,-0.003516111,-0.003516111,1.564124167
2015-12-21 21:00:00,1.466831389,-0.003521944,-0.003521944,1.466831389
2015-12-21 20:00:00,1.128780278,-0.003456111,-0.003456111,1.128780278
2015-12-21 19:00:00,1.046766389,-0.003412500,-0.003412500,1.046766389
2015-12-21 18:00:00,0.896509167,0.008345556,0.008345556,0.896509167
2015-12-21 17:00:00,1.048988889,0.248382222,0.248382222,1.048988889
2015-12-21 16:00:00,1.240321667,0.592008056,0.592008056,1.240321667
2015-12-21 15:00:00,1.291176111,1.565280278,1.565280278,1.291176111
2015-12-21 14:00:00,1.952606944,2.084488889,2.084488889,1.952606944
2015-12-21 13:00:00,1.271151667,2.573941944,2.573941944,1.271151667
2015-12-21 12:00:00,1.303714722,1.859284722,1.859284722,1.303714722
2015-12-21 11:00:00,1.511841389,1.710764167,1.710764167,1.511841389
2015-12-21 10:00:00,1.391455000,0.587522778,0.587522778,1.391455000
2015-12-21 09:00:00,2.042072222,0.011366111,0.011366111,2.042072222
2015-12-21 08:00:00,2.604360833,-0.002318056,-0.002318056,2.604360833
2015-12-21 07:00:00,1.845363889,-0.002473889,-0.002473889,1.845363889
2015-12-21 06:00:00,1.671890556,-0.002438056,-0.002438056,1.671890556
2015-12-21 05:00:00,1.677887778,-0.002386667,-0.002386667,1.677887778
2015-12-21 04:00:00,1.711018611,-0.002430000,-0.002430000,1.711018611
2015-12-21 03:00:00,1.804284167,-0.002420278,-0.002420278,1.804284167
2015-12-21 02:00:00,1.750013333,-0.002437778,-0.002437778,1.750013333
2015-12-21 01:00:00,1.759298333,-0.002383333,-0.002383333,1.759298333
2015-12-21 00:00:00,1.782268889,-0.002508889,-0.002508889,1.782268889
2015-12-20 23:00:00,1.970446944,-0.003333611,-0.003333611,1.970446944
2015-12-20 22:00:00,1.682957778,-0.003321944,-0.003321944,1.682957778
2015-12-20 21:00:00,2.013098056,-0.003346667,-0.003346667,2.013098056
2015-12-20 20:00:00,1.923309167,-0.003476111,-0.003476111,1.923309167
2015-12-20 19:00:00,1.764853889,-0.003598611,-0.003598611,1.764853889
2015-12-20 18:00:00,1.489915278,0.008253056,0.008253056,1.489915278
2015-12-20 17:00:00,1.332478889,0.045657222,0.045657222,1.332478889
2015-12-20 16:00:00,1.585578333,0.280756111,0.280756111,1.585578333
2015-12-20 15:00:00,1.247458611,0.549363889,0.549363889,1.247458611
2015-12-20 14:00:00,1.734324444,0.622026667,0.622026667,1.734324444
2015-12-20 13:00:00,2.067452778,1.185130556,1.185130556,2.067452778
2015-12-20 12:00:00,1.359661111,1.480797500,1.480797500,1.359661111
2015-12-20 11:00:00,0.553837222,1.630200556,1.630200556,0.553837222
2015-12-20 10:00:00,0.706270556,0.589685000,0.589685000,0.706270556
2015-12-20 09:00:00,1.134462222,-0.004238056,-0.004238056,1.134462222
2015-12-20 08:00:00,0.830809444,-0.003111944,-0.003111944,0.830809444
2015-12-20 07:00:00,0.236305556,-0.003123611,-0.003123611,0.236305556
2015-12-20 06:00:00,0.458135278,-0.003099722,-0.003099722,0.458135278
2015-12-20 05:00:00,0.502517778,-0.003085278,-0.003085278,0.502517778
2015-12-20 04:00:00,0.261114167,-0.003121944,-0.003121944,0.261114167
2015-12-20 03:00:00,0.735771111,-0.003080833,-0.003080833,0.735771111
2015-12-20 02:00:00,0.262101667,-0.003109722,-0.003109722,0.262101667
2015-12-20 01:00:00,0.456288333,-0.003125000,-0.003125000,0.456288333
2015-12-20 00:00:00,0.702302778,-0.003220833,-0.003220833,0.702302778
2015-12-19 23:00:00,0.951801944,-0.003663333,-0.003663333,0.951801944
2015-12-19 22:00:00,0.628985000,-0.003860556,-0.003860556,0.628985000
2015-12-19 21:00:00,1.403212778,-0.004254444,-0.004254444,1.403212778
2015-12-19 20:00:00,0.802215000,-0.003970556,-0.003970556,0.802215000
2015-12-19 19:00:00,1.075590278,-0.003573333,-0.003573333,1.075590278
2015-12-19 18:00:00,3.029465000,0.001763333,0.001763333,3.029465000
2015-12-19 17:00:00,2.071521944,0.150368611,0.150368611,2.071521944
2015-12-19 16:00:00,1.627924722,0.411690556,0.411690556,1.627924722
2015-12-19 15:00:00,0.327178056,1.129667500,1.129667500,0.327178056
2015-12-19 14:00:00,0.268420556,2.468224167,2.468224167,0.268420556
2015-12-19 13:00:00,0.418871944,1.810678056,1.810678056,0.418871944
2015-12-19 12:00:00,1.303617778,1.537943056,1.537943056,1.303617778
2015-12-19 11:00:00,0.627127500,1.363318333,1.363318333,0.627127500
2015-12-19 10:00:00,1.161877778,0.288853889,0.288853889,1.161877778
2015-12-19 09:00:00,1.472911111,0.004410556,0.004410556,1.472911111
2015-12-19 08:00:00,0.224013056,-0.003347222,-0.003347222,0.224013056
2015-12-19 07:00:00,0.265457222,-0.003269444,-0.003269444,0.265457222
2015-12-19 06:00:00,0.254704167,-0.003274444,-0.003274444,0.254704167
2015-12-19 05:00:00,0.264366667,-0.003284722,-0.003284722,0.264366667
2015-12-19 04:00:00,0.906350000,-0.003288056,-0.003288056,0.906350000
2015-12-19 03:00:00,0.491320278,-0.003318056,-0.003318056,0.491320278
2015-12-19 02:00:00,0.486487500,-0.003336389,-0.003336389,0.486487500
2015-12-19 01:00:00,0.280083056,-0.003392222,-0.003392222,0.280083056
2015-12-19 00:00:00,0.906911667,-0.003342222,-0.003342222,0.906911667
2015-12-18 23:00:00,1.024289722,-0.002946944,-0.002946944,1.024289722
2015-12-18 22:00:00,0.744952222,-0.003690278,-0.003690278,0.744952222
2015-12-18 21:00:00,0.521081389,-0.003741944,-0.003741944,0.521081389
2015-12-18 20:00:00,2.249730000,-0.003619167,-0.003619167,2.249730000
2015-12-18 19:00:00,1.067288333,-0.003837500,-0.003837500,1.067288333
2015-12-18 18:00:00,1.607210278,-0.003970000,-0.003970000,1.607210278
2015-12-18 17:00:00,0.909913889,0.057363056,0.057363056,0.909913889
2015-12-18 16:00:00,0.507482500,0.286246667,0.286246667,0.507482500
2015-12-18 15:00:00,0.360966111,0.478921111,0.478921111,0.360966111
2015-12-18 14:00:00,0.257437222,0.950880278,0.950880278,0.257437222
2015-12-18 13:00:00,0.337368333,0.624449167,0.624449167,0.337368333
2015-12-18 12:00:00,0.333101667,0.111879444,0.111879444,0.333101667
2015-12-18 11:00:00,0.564004167,-0.004478611,-0.004478611,0.564004167
2015-12-18 10:00:00,1.639686944,-0.004082778,-0.004082778,1.639686944
2015-12-18 09:00:00,1.693917222,-0.002990278,-0.002990278,1.693917222
2015-12-18 08:00:00,1.857820556,-0.002579722,-0.002579722,1.857820556
2015-12-18 07:00:00,0.912613889,-0.002658056,-0.002658056,0.912613889
2015-12-18 06:00:00,1.221945556,-0.002583611,-0.002583611,1.221945556
2015-12-18 05:00:00,0.871597500,-0.002653611,-0.002653611,0.871597500
2015-12-18 04:00:00,0.903820833,-0.002595000,-0.002595000,0.903820833
2015-12-18 03:00:00,1.038671667,-0.002591944,-0.002591944,1.038671667
2015-12-18 02:00:00,1.105710000,-0.002631111,-0.002631111,1.105710000
2015-12-18 01:00:00,0.864699722,-0.002665278,-0.002665278,0.864699722
2015-12-18 00:00:00,1.479305833,-0.002714444,-0.002714444,1.479305833
2015-12-17 23:00:00,0.789622500,-0.003710278,-0.003710278,0.789622500
2015-12-17 22:00:00,1.205316944,-0.003664722,-0.003664722,1.205316944
2015-12-17 21:00:00,2.091486667,-0.003560556,-0.003560556,2.091486667
2015-12-17 20:00:00,1.669970000,-0.003608611,-0.003608611,1.669970000
2015-12-17 19:00:00,1.432185556,-0.003534444,-0.003534444,1.432185556
2015-12-17 18:00:00,2.542399167,-0.003447500,-0.003447500,2.542399167
2015-12-17 17:00:00,0.972432222,-0.003506667,-0.003506667,0.972432222
2015-12-17 16:00:00,0.938581944,-0.003914722,-0.003914722,0.938581944
2015-12-17 15:00:00,0.558504722,-0.004398333,-0.004398333,0.558504722
2015-12-17 14:00:00,0.991025000,-0.004468889,-0.004468889,0.991025000
2015-12-17 13:00:00,0.562369722,-0.004451389,-0.004451389,0.562369722
2015-12-17 12:00:00,0.652597500,-0.004518333,-0.004518333,0.652597500
2015-12-17 11:00:00,1.922984167,-0.004400278,-0.004400278,1.922984167
2015-12-17 10:00:00,2.128820278,-0.004525278,-0.004525278,2.128820278
2015-12-17 09:00:00,0.851636944,-0.003574722,-0.003574722,0.851636944
2015-12-17 08:00:00,0.866502778,-0.003413611,-0.003413611,0.866502778
2015-12-17 07:00:00,0.974874444,-0.003304167,-0.003304167,0.974874444
2015-12-17 06:00:00,0.955943611,-0.003188333,-0.003188333,0.955943611
2015-12-17 05:00:00,0.307193333,-0.003188056,-0.003188056,0.307193333
2015-12-17 04:00:00,0.254907222,-0.003242500,-0.003242500,0.254907222
2015-12-17 03:00:00,0.463697222,-0.003250278,-0.003250278,0.463697222
2015-12-17 02:00:00,1.315317222,-0.003193333,-0.003193333,1.315317222
2015-12-17 01:00:00,0.492352222,-0.003414722,-0.003414722,0.492352222
2015-12-17 00:00:00,1.263781944,-0.003588889,-0.003588889,1.263781944
2015-12-16 23:00:00,1.041256389,-0.003563611,-0.003563611,1.041256389
2015-12-16 22:00:00,1.728087500,-0.003671389,-0.003671389,1.728087500
2015-12-16 21:00:00,0.995452500,-0.003714722,-0.003714722,0.995452500
