"Date & Time","use [kW]","gen [kW]","Solar [kW]","Loads [kW]"
2015-11-20 15:00:00,0.501627500,0.157433889,0.157433889,0.501627500
2015-11-20 14:00:00,0.691641944,0.756314167,0.756314167,0.691641944
2015-11-20 13:00:00,0.261546111,2.003785833,2.003785833,0.261546111
2015-11-20 12:00:00,0.477595000,1.898880000,1.898880000,0.477595000
2015-11-20 11:00:00,0.332114167,0.612629167,0.612629167,0.332114167
2015-11-20 10:00:00,0.238719167,1.444476944,1.444476944,0.238719167
2015-11-20 09:00:00,0.811611667,0.183106111,0.183106111,0.811611667
2015-11-20 08:00:00,0.286730833,-0.003862500,-0.003862500,0.286730833
2015-11-20 07:00:00,0.941410000,-0.003825833,-0.003825833,0.941410000
2015-11-20 06:00:00,0.383838611,-0.003742778,-0.003742778,0.383838611
2015-11-20 05:00:00,0.400478333,-0.003716944,-0.003716944,0.400478333
2015-11-20 04:00:00,0.758521667,-0.003662222,-0.003662222,0.758521667
2015-11-20 03:00:00,0.306411667,-0.003734444,-0.003734444,0.306411667
2015-11-20 02:00:00,0.842929167,-0.003645556,-0.003645556,0.842929167
2015-11-20 01:00:00,0.418456389,-0.003731389,-0.003731389,0.418456389
2015-11-20 00:00:00,0.827836111,-0.003586389,-0.003586389,0.827836111
2015-11-19 23:00:00,0.469237222,-0.003638333,-0.003638333,0.469237222
2015-11-19 22:00:00,0.848457778,-0.003654167,-0.003654167,0.848457778
2015-11-19 21:00:00,0.276934444,-0.003659722,-0.003659722,0.276934444
2015-11-19 20:00:00,0.977287222,-0.003575556,-0.003575556,0.977287222
2015-11-19 19:00:00,0.316109722,-0.003741389,-0.003741389,0.316109722
2015-11-19 18:00:00,0.448124722,0.000786389,0.000786389,0.448124722
2015-11-19 17:00:00,0.671376944,0.170481111,0.170481111,0.671376944
2015-11-19 16:00:00,0.167540833,0.907735000,0.907735000,0.167540833
2015-11-19 15:00:00,0.209064444,1.714632222,1.714632222,0.209064444
2015-11-19 14:00:00,0.642518056,2.851098056,2.851098056,0.642518056
2015-11-19 13:00:00,0.178374722,3.082434167,3.082434167,0.178374722
2015-11-19 12:00:00,0.190370278,2.963469167,2.963469167,0.190370278
2015-11-19 11:00:00,0.775958333,2.344496389,2.344496389,0.775958333
2015-11-19 10:00:00,0.272736944,1.394418611,1.394418611,0.272736944
2015-11-19 09:00:00,0.814919444,0.087414444,0.087414444,0.814919444
2015-11-19 08:00:00,0.493543333,-0.003618611,-0.003618611,0.493543333
2015-11-19 07:00:00,0.498837222,-0.003500833,-0.003500833,0.498837222
2015-11-19 06:00:00,0.580558889,-0.003322222,-0.003322222,0.580558889
2015-11-19 05:00:00,0.898271389,-0.003315556,-0.003315556,0.898271389
2015-11-19 04:00:00,0.347793611,-0.003385000,-0.003385000,0.347793611
2015-11-19 03:00:00,0.863836944,-0.003336944,-0.003336944,0.863836944
2015-11-19 02:00:00,0.346066667,-0.003407500,-0.003407500,0.346066667
2015-11-19 01:00:00,0.854276389,-0.003350000,-0.003350000,0.854276389
2015-11-19 00:00:00,0.518729722,-0.003284167,-0.003284167,0.518729722
2015-11-18 23:00:00,0.771910000,-0.003525278,-0.003525278,0.771910000
2015-11-18 22:00:00,0.460295833,-0.003448889,-0.003448889,0.460295833
2015-11-18 21:00:00,0.549278611,-0.003352778,-0.003352778,0.549278611
2015-11-18 20:00:00,0.633329444,-0.003360000,-0.003360000,0.633329444
2015-11-18 19:00:00,0.263877500,-0.003463889,-0.003463889,0.263877500
2015-11-18 18:00:00,0.169021111,0.006562500,0.006562500,0.169021111
2015-11-18 17:00:00,0.211680278,0.279431111,0.279431111,0.211680278
2015-11-18 16:00:00,0.508954167,0.697352778,0.697352778,0.508954167
2015-11-18 15:00:00,0.427116389,1.760809722,1.760809722,0.427116389
2015-11-18 14:00:00,0.746466389,3.068121389,3.068121389,0.746466389
2015-11-18 13:00:00,0.211761389,3.261146667,3.261146667,0.211761389
2015-11-18 12:00:00,0.194681389,3.135679722,3.135679722,0.194681389
2015-11-18 11:00:00,0.198086667,2.212953333,2.212953333,0.198086667
2015-11-18 10:00:00,0.386884722,1.582623611,1.582623611,0.386884722
2015-11-18 09:00:00,1.103025556,0.228569167,0.228569167,1.103025556
2015-11-18 08:00:00,0.757634722,-0.003461944,-0.003461944,0.757634722
2015-11-18 07:00:00,0.304018333,-0.003310278,-0.003310278,0.304018333
2015-11-18 06:00:00,0.217709444,-0.003253611,-0.003253611,0.217709444
2015-11-18 05:00:00,0.589488056,-0.003396667,-0.003396667,0.589488056
2015-11-18 04:00:00,0.534548333,-0.003206944,-0.003206944,0.534548333
2015-11-18 03:00:00,0.223736667,-0.003257222,-0.003257222,0.223736667
2015-11-18 02:00:00,1.024352222,-0.003156389,-0.003156389,1.024352222
2015-11-18 01:00:00,0.188468056,-0.003271944,-0.003271944,0.188468056
2015-11-18 00:00:00,0.939144722,-0.003211389,-0.003211389,0.939144722
2015-11-17 23:00:00,0.564510000,-0.003358056,-0.003358056,0.564510000
2015-11-17 22:00:00,1.690641667,-0.003933889,-0.003933889,1.690641667
2015-11-17 21:00:00,0.491427222,-0.003642500,-0.003642500,0.491427222
2015-11-17 20:00:00,1.719062222,-0.003525278,-0.003525278,1.719062222
2015-11-17 19:00:00,0.830861389,-0.003523611,-0.003523611,0.830861389
2015-11-17 18:00:00,0.637759722,0.005830556,0.005830556,0.637759722
2015-11-17 17:00:00,0.862455000,0.244514167,0.244514167,0.862455000
2015-11-17 16:00:00,1.502697222,1.355070278,1.355070278,1.502697222
2015-11-17 15:00:00,1.053032500,1.848467500,1.848467500,1.053032500
2015-11-17 14:00:00,0.219155000,3.261955278,3.261955278,0.219155000
2015-11-17 13:00:00,0.714461389,1.345031389,1.345031389,0.714461389
2015-11-17 12:00:00,0.186168056,0.505862222,0.505862222,0.186168056
2015-11-17 11:00:00,0.255771389,0.146408333,0.146408333,0.255771389
2015-11-17 10:00:00,0.920918056,0.031343333,0.031343333,0.920918056
2015-11-17 09:00:00,0.853320833,-0.002212222,-0.002212222,0.853320833
2015-11-17 08:00:00,1.021207500,-0.003030833,-0.003030833,1.021207500
2015-11-17 07:00:00,0.615584444,-0.003089167,-0.003089167,0.615584444
2015-11-17 06:00:00,0.196362778,-0.003005000,-0.003005000,0.196362778
2015-11-17 05:00:00,0.317657222,-0.003001944,-0.003001944,0.317657222
2015-11-17 04:00:00,0.467947222,-0.002998889,-0.002998889,0.467947222
2015-11-17 03:00:00,0.212361944,-0.003045000,-0.003045000,0.212361944
2015-11-17 02:00:00,0.490101111,-0.003023889,-0.003023889,0.490101111
2015-11-17 01:00:00,0.414335278,-0.003076389,-0.003076389,0.414335278
2015-11-17 00:00:00,0.838976944,-0.003176667,-0.003176667,0.838976944
2015-11-16 23:00:00,0.948121667,-0.003298333,-0.003298333,0.948121667
2015-11-16 22:00:00,1.255503333,-0.003502778,-0.003502778,1.255503333
2015-11-16 21:00:00,0.939458333,-0.003653333,-0.003653333,0.939458333
2015-11-16 20:00:00,1.172865278,-0.003442500,-0.003442500,1.172865278
2015-11-16 19:00:00,1.493608611,-0.003364722,-0.003364722,1.493608611
2015-11-16 18:00:00,2.151967778,-0.004030000,-0.004030000,2.151967778
2015-11-16 17:00:00,0.686938611,-0.000136944,-0.000136944,0.686938611
2015-11-16 16:00:00,0.167861111,0.046532222,0.046532222,0.167861111
2015-11-16 15:00:00,0.219983611,0.253440833,0.253440833,0.219983611
2015-11-16 14:00:00,0.418696389,0.617343056,0.617343056,0.418696389
2015-11-16 13:00:00,0.325448333,0.557942500,0.557942500,0.325448333
2015-11-16 12:00:00,0.330357778,0.739086389,0.739086389,0.330357778
2015-11-16 11:00:00,0.642765000,0.287074722,0.287074722,0.642765000
2015-11-16 10:00:00,1.222681667,0.191944444,0.191944444,1.222681667
2015-11-16 09:00:00,0.657636389,0.094004444,0.094004444,0.657636389
2015-11-16 08:00:00,0.756915000,0.004089722,0.004089722,0.756915000
2015-11-16 07:00:00,0.690676389,-0.003081111,-0.003081111,0.690676389
2015-11-16 06:00:00,0.310473056,-0.003011111,-0.003011111,0.310473056
2015-11-16 05:00:00,0.332774722,-0.002996667,-0.002996667,0.332774722
2015-11-16 04:00:00,0.664627778,-0.002984444,-0.002984444,0.664627778
2015-11-16 03:00:00,0.202835833,-0.003069722,-0.003069722,0.202835833
2015-11-16 02:00:00,0.208804444,-0.003071944,-0.003071944,0.208804444
2015-11-16 01:00:00,0.771150556,-0.002998611,-0.002998611,0.771150556
2015-11-16 00:00:00,0.290627500,-0.003145278,-0.003145278,0.290627500
2015-11-15 23:00:00,1.006972778,-0.003080278,-0.003080278,1.006972778
2015-11-15 22:00:00,1.399970833,-0.003303889,-0.003303889,1.399970833
2015-11-15 21:00:00,1.061560556,-0.003342500,-0.003342500,1.061560556
2015-11-15 20:00:00,1.259670833,-0.003188889,-0.003188889,1.259670833
2015-11-15 19:00:00,1.479570833,-0.003394722,-0.003394722,1.479570833
2015-11-15 18:00:00,0.970506389,0.030534167,0.030534167,0.970506389
2015-11-15 17:00:00,0.883636389,0.376473056,0.376473056,0.883636389
2015-11-15 16:00:00,0.298839167,0.837267500,0.837267500,0.298839167
2015-11-15 15:00:00,0.345852500,1.796350556,1.796350556,0.345852500
2015-11-15 14:00:00,0.844565000,3.089648056,3.089648056,0.844565000
2015-11-15 13:00:00,0.295537778,3.244828611,3.244828611,0.295537778
2015-11-15 12:00:00,0.165515556,3.121041667,3.121041667,0.165515556
2015-11-15 11:00:00,0.238016667,2.556157222,2.556157222,0.238016667
2015-11-15 10:00:00,0.315343056,1.801552778,1.801552778,0.315343056
2015-11-15 09:00:00,1.720785556,0.330156667,0.330156667,1.720785556
2015-11-15 08:00:00,0.846901944,-0.003300833,-0.003300833,0.846901944
2015-11-15 07:00:00,0.278273889,-0.003030278,-0.003030278,0.278273889
2015-11-15 06:00:00,0.838441667,-0.002931944,-0.002931944,0.838441667
2015-11-15 05:00:00,0.463628611,-0.002997500,-0.002997500,0.463628611
2015-11-15 04:00:00,0.283156111,-0.003045556,-0.003045556,0.283156111
2015-11-15 03:00:00,0.736721389,-0.003048333,-0.003048333,0.736721389
2015-11-15 02:00:00,0.301126389,-0.003077222,-0.003077222,0.301126389
2015-11-15 01:00:00,0.491646111,-0.003100556,-0.003100556,0.491646111
2015-11-15 00:00:00,0.676522500,-0.003155556,-0.003155556,0.676522500
2015-11-14 23:00:00,0.744917500,-0.003043056,-0.003043056,0.744917500
2015-11-14 22:00:00,0.872482222,-0.003213889,-0.003213889,0.872482222
2015-11-14 21:00:00,0.471572222,-0.003240278,-0.003240278,0.471572222
2015-11-14 20:00:00,0.889768611,-0.003150556,-0.003150556,0.889768611
2015-11-14 19:00:00,0.715178889,-0.003374722,-0.003374722,0.715178889
2015-11-14 18:00:00,0.378696944,0.005486111,0.005486111,0.378696944
2015-11-14 17:00:00,1.065871111,0.310189444,0.310189444,1.065871111
2015-11-14 16:00:00,0.482104167,0.991798333,0.991798333,0.482104167
2015-11-14 15:00:00,0.478678333,1.825381111,1.825381111,0.478678333
2015-11-14 14:00:00,0.152862500,3.093190278,3.093190278,0.152862500
2015-11-14 13:00:00,0.699784167,3.244580833,3.244580833,0.699784167
2015-11-14 12:00:00,0.270009722,3.104097222,3.104097222,0.270009722
2015-11-14 11:00:00,0.375990833,2.612524722,2.612524722,0.375990833
2015-11-14 10:00:00,0.490389167,1.833356111,1.833356111,0.490389167
2015-11-14 09:00:00,2.205020278,0.358533333,0.358533333,2.205020278
2015-11-14 08:00:00,0.641436944,-0.003064722,-0.003064722,0.641436944
2015-11-14 07:00:00,0.421101389,-0.003025833,-0.003025833,0.421101389
2015-11-14 06:00:00,0.484890278,-0.003014722,-0.003014722,0.484890278
2015-11-14 05:00:00,0.210216111,-0.003030000,-0.003030000,0.210216111
2015-11-14 04:00:00,0.812482778,-0.002996389,-0.002996389,0.812482778
2015-11-14 03:00:00,0.157094167,-0.003058333,-0.003058333,0.157094167
2015-11-14 02:00:00,0.601145000,-0.003056389,-0.003056389,0.601145000
2015-11-14 01:00:00,0.678053611,-0.003049722,-0.003049722,0.678053611
2015-11-14 00:00:00,0.226783611,-0.003123333,-0.003123333,0.226783611
2015-11-13 23:00:00,0.865676389,-0.003240278,-0.003240278,0.865676389
2015-11-13 22:00:00,0.512888333,-0.003180000,-0.003180000,0.512888333
2015-11-13 21:00:00,1.046520278,-0.003110278,-0.003110278,1.046520278
2015-11-13 20:00:00,0.898454444,-0.003021944,-0.003021944,0.898454444
2015-11-13 19:00:00,1.400406667,-0.003086389,-0.003086389,1.400406667
2015-11-13 18:00:00,0.429363611,0.005893333,0.005893333,0.429363611
2015-11-13 17:00:00,0.645612222,0.337267778,0.337267778,0.645612222
2015-11-13 16:00:00,0.501993056,1.137374167,1.137374167,0.501993056
2015-11-13 15:00:00,0.295023333,1.973363056,1.973363056,0.295023333
2015-11-13 14:00:00,0.219175833,3.209508611,3.209508611,0.219175833
2015-11-13 13:00:00,0.156776389,3.342663611,3.342663611,0.156776389
2015-11-13 12:00:00,0.656302500,3.217508333,3.217508333,0.656302500
2015-11-13 11:00:00,0.266976667,2.729304444,2.729304444,0.266976667
2015-11-13 10:00:00,0.539922500,1.933856389,1.933856389,0.539922500
2015-11-13 09:00:00,1.172037778,0.348150278,0.348150278,1.172037778
2015-11-13 08:00:00,1.030075556,-0.003725556,-0.003725556,1.030075556
2015-11-13 07:00:00,0.705914167,-0.002997222,-0.002997222,0.705914167
2015-11-13 06:00:00,0.222765833,-0.002958056,-0.002958056,0.222765833
2015-11-13 05:00:00,0.334142500,-0.002974444,-0.002974444,0.334142500
2015-11-13 04:00:00,0.688359167,-0.002958056,-0.002958056,0.688359167
2015-11-13 03:00:00,0.221948056,-0.003017778,-0.003017778,0.221948056
2015-11-13 02:00:00,0.784441389,-0.003008611,-0.003008611,0.784441389
2015-11-13 01:00:00,0.212428056,-0.003074722,-0.003074722,0.212428056
2015-11-13 00:00:00,0.244539722,-0.003143611,-0.003143611,0.244539722
2015-11-12 23:00:00,0.839311667,-0.003296111,-0.003296111,0.839311667
2015-11-12 22:00:00,1.081966389,-0.003248889,-0.003248889,1.081966389
2015-11-12 21:00:00,0.833175556,-0.003481389,-0.003481389,0.833175556
2015-11-12 20:00:00,0.705470556,-0.003412500,-0.003412500,0.705470556
2015-11-12 19:00:00,1.096607500,-0.003498333,-0.003498333,1.096607500
2015-11-12 18:00:00,1.476531111,0.008320000,0.008320000,1.476531111
2015-11-12 17:00:00,0.241321389,0.378612222,0.378612222,0.241321389
2015-11-12 16:00:00,0.409698056,1.278238056,1.278238056,0.409698056
2015-11-12 15:00:00,1.343472778,2.076726944,2.076726944,1.343472778
2015-11-12 14:00:00,0.776094722,3.242487222,3.242487222,0.776094722
2015-11-12 13:00:00,0.599203889,3.371979722,3.371979722,0.599203889
2015-11-12 12:00:00,0.416320556,3.241495278,3.241495278,0.416320556
2015-11-12 11:00:00,0.259285833,2.765420278,2.765420278,0.259285833
2015-11-12 10:00:00,0.243464722,1.967824167,1.967824167,0.243464722
2015-11-12 09:00:00,1.320582222,0.444670556,0.444670556,1.320582222
2015-11-12 08:00:00,0.810495833,-0.000567222,-0.000567222,0.810495833
2015-11-12 07:00:00,0.883502500,-0.003005278,-0.003005278,0.883502500
2015-11-12 06:00:00,0.214846389,-0.002943333,-0.002943333,0.214846389
2015-11-12 05:00:00,0.231196111,-0.002977500,-0.002977500,0.231196111
2015-11-12 04:00:00,0.156426111,-0.003050000,-0.003050000,0.156426111
2015-11-12 03:00:00,0.231026111,-0.003053889,-0.003053889,0.231026111
2015-11-12 02:00:00,0.928743889,-0.003014444,-0.003014444,0.928743889
2015-11-12 01:00:00,0.248387500,-0.003073611,-0.003073611,0.248387500
2015-11-12 00:00:00,0.495156667,-0.003159167,-0.003159167,0.495156667
2015-11-11 23:00:00,0.952005278,-0.003500278,-0.003500278,0.952005278
2015-11-11 22:00:00,0.454173333,-0.003485556,-0.003485556,0.454173333
2015-11-11 21:00:00,1.149525833,-0.003299444,-0.003299444,1.149525833
2015-11-11 20:00:00,1.778612222,-0.003025278,-0.003025278,1.778612222
2015-11-11 19:00:00,1.301521667,-0.003077500,-0.003077500,1.301521667
2015-11-11 18:00:00,0.673308056,0.021659444,0.021659444,0.673308056
2015-11-11 17:00:00,0.263985000,0.449476111,0.449476111,0.263985000
2015-11-11 16:00:00,1.269693889,1.703686667,1.703686667,1.269693889
2015-11-11 15:00:00,0.493057222,2.313900278,2.313900278,0.493057222
2015-11-11 14:00:00,0.268583889,1.754948611,1.754948611,0.268583889
2015-11-11 13:00:00,1.227138889,0.579061667,0.579061667,1.227138889
2015-11-11 12:00:00,0.710504722,0.341990556,0.341990556,0.710504722
2015-11-11 11:00:00,1.109609444,0.171611389,0.171611389,1.109609444
2015-11-11 10:00:00,0.928614722,0.006860278,0.006860278,0.928614722
2015-11-11 09:00:00,1.372982222,-0.003569722,-0.003569722,1.372982222
2015-11-11 08:00:00,0.850838611,-0.003260278,-0.003260278,0.850838611
2015-11-11 07:00:00,0.181366944,-0.003062500,-0.003062500,0.181366944
2015-11-11 06:00:00,0.623930556,-0.002985000,-0.002985000,0.623930556
2015-11-11 05:00:00,0.512937222,-0.002979444,-0.002979444,0.512937222
2015-11-11 04:00:00,0.155532778,-0.003008889,-0.003008889,0.155532778
2015-11-11 03:00:00,0.241416389,-0.003013333,-0.003013333,0.241416389
2015-11-11 02:00:00,0.903553333,-0.002969167,-0.002969167,0.903553333
2015-11-11 01:00:00,0.200035000,-0.003054444,-0.003054444,0.200035000
2015-11-11 00:00:00,1.110280000,-0.003105278,-0.003105278,1.110280000
2015-11-10 23:00:00,0.401678056,-0.003488056,-0.003488056,0.401678056
2015-11-10 22:00:00,0.931464722,-0.003480556,-0.003480556,0.931464722
2015-11-10 21:00:00,1.223941111,-0.003406667,-0.003406667,1.223941111
2015-11-10 20:00:00,0.608514444,-0.003323611,-0.003323611,0.608514444
2015-11-10 19:00:00,1.123842778,-0.003308889,-0.003308889,1.123842778
2015-11-10 18:00:00,0.909454444,0.008175000,0.008175000,0.909454444
2015-11-10 17:00:00,0.285765833,0.441310833,0.441310833,0.285765833
2015-11-10 16:00:00,0.216002778,1.182595833,1.182595833,0.216002778
2015-11-10 15:00:00,0.932932778,2.028569722,2.028569722,0.932932778
2015-11-10 14:00:00,0.304141111,3.166141111,3.166141111,0.304141111
2015-11-10 13:00:00,0.197987500,3.270842778,3.270842778,0.197987500
2015-11-10 12:00:00,0.662549444,3.163540833,3.163540833,0.662549444
2015-11-10 11:00:00,0.329550833,2.746368889,2.746368889,0.329550833
2015-11-10 10:00:00,1.220719167,1.970384167,1.970384167,1.220719167
2015-11-10 09:00:00,0.466833611,0.407060000,0.407060000,0.466833611
2015-11-10 08:00:00,0.816707500,-0.001767778,-0.001767778,0.816707500
2015-11-10 07:00:00,0.470778611,-0.003110556,-0.003110556,0.470778611
2015-11-10 06:00:00,0.448971667,-0.003073889,-0.003073889,0.448971667
2015-11-10 05:00:00,0.212477500,-0.003056389,-0.003056389,0.212477500
2015-11-10 04:00:00,0.169581667,-0.003032778,-0.003032778,0.169581667
2015-11-10 03:00:00,0.882642222,-0.002994167,-0.002994167,0.882642222
2015-11-10 02:00:00,0.201935833,-0.003034167,-0.003034167,0.201935833
2015-11-10 01:00:00,0.590056111,-0.003041667,-0.003041667,0.590056111
2015-11-10 00:00:00,0.522428056,-0.003105278,-0.003105278,0.522428056
2015-11-09 23:00:00,0.927386111,-0.003340000,-0.003340000,0.927386111
2015-11-09 22:00:00,0.591702778,-0.003557222,-0.003557222,0.591702778
2015-11-09 21:00:00,0.719635833,-0.003430000,-0.003430000,0.719635833
2015-11-09 20:00:00,0.855531389,-0.003212500,-0.003212500,0.855531389
2015-11-09 19:00:00,0.543344444,-0.003178056,-0.003178056,0.543344444
2015-11-09 18:00:00,0.430248333,0.042626667,0.042626667,0.430248333
2015-11-09 17:00:00,0.761655556,0.497501667,0.497501667,0.761655556
2015-11-09 16:00:00,0.287360556,0.926591111,0.926591111,0.287360556
2015-11-09 15:00:00,0.328323611,1.745088611,1.745088611,0.328323611
2015-11-09 14:00:00,0.212889167,2.919966667,2.919966667,0.212889167
2015-11-09 13:00:00,0.720179444,3.058172778,3.058172778,0.720179444
2015-11-09 12:00:00,0.207255000,3.224345556,3.224345556,0.207255000
2015-11-09 11:00:00,0.327367778,2.677116389,2.677116389,0.327367778
2015-11-09 10:00:00,0.608610000,1.901657778,1.901657778,0.608610000
2015-11-09 09:00:00,1.180090000,0.455669444,0.455669444,1.180090000
2015-11-09 08:00:00,0.799388056,0.001529722,0.001529722,0.799388056
2015-11-09 07:00:00,0.781946389,-0.002986389,-0.002986389,0.781946389
2015-11-09 06:00:00,0.179774167,-0.002962222,-0.002962222,0.179774167
2015-11-09 05:00:00,0.602310833,-0.002941111,-0.002941111,0.602310833
2015-11-09 04:00:00,0.400357500,-0.002923611,-0.002923611,0.400357500
2015-11-09 03:00:00,0.188743889,-0.002988056,-0.002988056,0.188743889
2015-11-09 02:00:00,0.729987778,-0.002982500,-0.002982500,0.729987778
2015-11-09 01:00:00,0.229928889,-0.003043889,-0.003043889,0.229928889
2015-11-09 00:00:00,0.262783611,-0.003033889,-0.003033889,0.262783611
2015-11-08 23:00:00,0.868351667,-0.003318056,-0.003318056,0.868351667
2015-11-08 22:00:00,1.156633611,-0.003384167,-0.003384167,1.156633611
2015-11-08 21:00:00,3.754487500,-0.003013056,-0.003013056,3.754487500
2015-11-08 20:00:00,0.861110000,-0.003351389,-0.003351389,0.861110000
2015-11-08 19:00:00,1.053095556,-0.003272500,-0.003272500,1.053095556
2015-11-08 18:00:00,1.010613056,0.006914167,0.006914167,1.010613056
2015-11-08 17:00:00,0.323275556,0.526011667,0.526011667,0.323275556
2015-11-08 16:00:00,0.571094444,1.297350000,1.297350000,0.571094444
2015-11-08 15:00:00,0.886035556,2.244563056,2.244563056,0.886035556
2015-11-08 14:00:00,0.349425833,3.214890833,3.214890833,0.349425833
2015-11-08 13:00:00,0.240919722,3.334719167,3.334719167,0.240919722
2015-11-08 12:00:00,0.237205833,3.221753333,3.221753333,0.237205833
2015-11-08 11:00:00,0.485385278,2.824973333,2.824973333,0.485385278
2015-11-08 10:00:00,1.684533611,2.072505833,2.072505833,1.684533611
2015-11-08 09:00:00,0.955387222,0.472255278,0.472255278,0.955387222
2015-11-08 08:00:00,0.192424444,-0.001886667,-0.001886667,0.192424444
2015-11-08 07:00:00,0.448960278,-0.003009444,-0.003009444,0.448960278
2015-11-08 06:00:00,0.575401389,-0.003009444,-0.003009444,0.575401389
2015-11-08 05:00:00,0.277290000,-0.003066389,-0.003066389,0.277290000
2015-11-08 04:00:00,0.834883889,-0.003057500,-0.003057500,0.834883889
2015-11-08 03:00:00,0.387109722,-0.003059167,-0.003059167,0.387109722
2015-11-08 02:00:00,0.727618056,-0.003000556,-0.003000556,0.727618056
2015-11-08 01:00:00,0.508399444,-0.003033611,-0.003033611,0.508399444
2015-11-08 00:00:00,1.006022500,-0.002967778,-0.002967778,1.006022500
2015-11-07 23:00:00,1.703129167,-0.003092500,-0.003092500,1.703129167
2015-11-07 22:00:00,1.241598611,-0.003125278,-0.003125278,1.241598611
2015-11-07 21:00:00,0.503952778,-0.003157500,-0.003157500,0.503952778
2015-11-07 20:00:00,1.248163611,-0.003180000,-0.003180000,1.248163611
2015-11-07 19:00:00,1.678351667,-0.004445278,-0.004445278,1.678351667
2015-11-07 18:00:00,0.700182778,0.009867500,0.009867500,0.700182778
2015-11-07 17:00:00,1.565542222,0.586764722,0.586764722,1.565542222
2015-11-07 16:00:00,0.979523611,1.566141944,1.566141944,0.979523611
2015-11-07 15:00:00,1.145201111,2.560307500,2.560307500,1.145201111
2015-11-07 14:00:00,0.313660556,3.317802222,3.317802222,0.313660556
2015-11-07 13:00:00,0.847946667,3.490395556,3.490395556,0.847946667
2015-11-07 12:00:00,0.200720278,3.346705833,3.346705833,0.200720278
2015-11-07 11:00:00,0.702658889,2.929262222,2.929262222,0.702658889
2015-11-07 10:00:00,0.914968611,2.142460000,2.142460000,0.914968611
2015-11-07 09:00:00,1.702600833,0.546731389,0.546731389,1.702600833
2015-11-07 08:00:00,0.369354722,0.002457778,0.002457778,0.369354722
2015-11-07 07:00:00,0.789423889,-0.002932778,-0.002932778,0.789423889
2015-11-07 06:00:00,0.199755556,-0.003035278,-0.003035278,0.199755556
2015-11-07 05:00:00,0.406228889,-0.003045833,-0.003045833,0.406228889
2015-11-07 04:00:00,0.602747222,-0.002995000,-0.002995000,0.602747222
2015-11-07 03:00:00,0.219716667,-0.003016111,-0.003016111,0.219716667
2015-11-07 02:00:00,0.798136111,-0.003015556,-0.003015556,0.798136111
2015-11-07 01:00:00,0.322501667,-0.003083889,-0.003083889,0.322501667
2015-11-07 00:00:00,0.981611389,-0.002928333,-0.002928333,0.981611389
2015-11-06 23:00:00,0.432610833,-0.003066389,-0.003066389,0.432610833
2015-11-06 22:00:00,1.691843611,-0.003051111,-0.003051111,1.691843611
2015-11-06 21:00:00,1.380600000,-0.003147778,-0.003147778,1.380600000
2015-11-06 20:00:00,1.873067778,-0.003309167,-0.003309167,1.873067778
2015-11-06 19:00:00,1.826131667,-0.003510000,-0.003510000,1.826131667
2015-11-06 18:00:00,1.198450000,0.034461389,0.034461389,1.198450000
2015-11-06 17:00:00,0.196087500,0.627566389,0.627566389,0.196087500
2015-11-06 16:00:00,0.230838333,1.539403611,1.539403611,0.230838333
2015-11-06 15:00:00,0.679186667,2.120544167,2.120544167,0.679186667
2015-11-06 14:00:00,0.565849444,3.120047500,3.120047500,0.565849444
2015-11-06 13:00:00,0.671895556,3.444988611,3.444988611,0.671895556
2015-11-06 12:00:00,0.417743889,1.853432778,1.853432778,0.417743889
2015-11-06 11:00:00,0.563080278,2.084028056,2.084028056,0.563080278
2015-11-06 10:00:00,0.665507500,0.536293889,0.536293889,0.665507500
2015-11-06 09:00:00,0.640270556,0.138543056,0.138543056,0.640270556
2015-11-06 08:00:00,1.350032778,0.012013056,0.012013056,1.350032778
2015-11-06 07:00:00,0.672133333,-0.003014444,-0.003014444,0.672133333
2015-11-06 06:00:00,0.364594444,-0.002986111,-0.002986111,0.364594444
2015-11-06 05:00:00,0.164666111,-0.003014167,-0.003014167,0.164666111
2015-11-06 04:00:00,0.383184167,-0.003026389,-0.003026389,0.383184167
2015-11-06 03:00:00,0.567399444,-0.003004167,-0.003004167,0.567399444
2015-11-06 02:00:00,0.236529167,-0.003042500,-0.003042500,0.236529167
2015-11-06 01:00:00,0.225898611,-0.003031111,-0.003031111,0.225898611
2015-11-06 00:00:00,0.610943333,-0.003028056,-0.003028056,0.610943333
2015-11-05 23:00:00,1.299538889,-0.003056944,-0.003056944,1.299538889
2015-11-05 22:00:00,0.470963333,-0.003520833,-0.003520833,0.470963333
2015-11-05 21:00:00,1.604891944,-0.003418611,-0.003418611,1.604891944
2015-11-05 20:00:00,0.473017222,-0.003497500,-0.003497500,0.473017222
2015-11-05 19:00:00,0.894461389,-0.003343056,-0.003343056,0.894461389
2015-11-05 18:00:00,0.911520000,0.014138889,0.014138889,0.911520000
2015-11-05 17:00:00,0.894221667,0.650835278,0.650835278,0.894221667
2015-11-05 16:00:00,0.229876389,1.775136944,1.775136944,0.229876389
2015-11-05 15:00:00,0.550715278,2.322519167,2.322519167,0.550715278
2015-11-05 14:00:00,0.627221944,2.571975278,2.571975278,0.627221944
2015-11-05 13:00:00,0.209403889,2.982001667,2.982001667,0.209403889
2015-11-05 12:00:00,0.205261667,0.661041111,0.661041111,0.205261667
2015-11-05 11:00:00,0.716224722,0.483830000,0.483830000,0.716224722
2015-11-05 10:00:00,0.448098333,0.353630000,0.353630000,0.448098333
