"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00:00,0.130978611,-0.003014722,0.130978611,-0.003014722,-0.000000000
2015-12-31 22:00:00,0.272810833,-0.002559722,0.272810833,-0.002559722,-0.000000000
2015-12-31 21:00:00,0.423851111,-0.002685278,0.423851111,-0.002685278,-0.000000000
2015-12-31 20:00:00,0.518407222,-0.002896111,0.518407222,-0.002896111,-0.000000000
2015-12-31 19:00:00,0.581980556,-0.002276667,0.581980556,-0.002276667,-0.000000000
2015-12-31 18:00:00,0.575784444,0.157975000,0.414414722,0.157975000,0.161369722
2015-12-31 17:00:00,0.160150556,0.965259444,-0.805108889,0.965259444,0.965259444
2015-12-31 16:00:00,0.110349444,1.585981111,-1.475631667,1.585981111,1.585981111
2015-12-31 15:00:00,0.195710000,1.996112778,-1.800402778,1.996112778,1.996112778
2015-12-31 14:00:00,0.192457222,2.143532222,-1.951075000,2.143532222,2.143532222
2015-12-31 13:00:00,0.208597778,2.144237778,-1.935640000,2.144237778,2.144237778
2015-12-31 12:00:00,0.195318889,1.543082222,-1.347763333,1.543082222,1.543082222
2015-12-31 11:00:00,0.110548889,1.586372222,-1.475823333,1.586372222,1.586372222
2015-12-31 10:00:00,0.121413889,0.741013611,-0.619599722,0.741013611,0.741013611
2015-12-31 09:00:00,0.086632222,0.019936667,0.062263056,0.019936667,0.024369167
2015-12-31 08:00:00,0.494216389,-0.002781944,0.494216389,-0.002781944,-0.000000000
2015-12-31 07:00:00,0.695660833,-0.002839444,0.695660833,-0.002839444,-0.000000000
2015-12-31 06:00:00,0.489540833,-0.002335000,0.489540833,-0.002335000,-0.000000000
2015-12-31 05:00:00,0.356250278,-0.002925278,0.356250278,-0.002925278,-0.000000000
2015-12-31 04:00:00,0.304925000,-0.002526389,0.304925000,-0.002526389,-0.000000000
2015-12-31 03:00:00,0.228418333,-0.002803889,0.228418333,-0.002803889,-0.000000000
2015-12-31 02:00:00,0.170652500,-0.003060833,0.170652500,-0.003060833,-0.000000000
2015-12-31 01:00:00,0.075461667,-0.002466944,0.075461667,-0.002466944,-0.000000000
2015-12-31 00:00:00,0.129033889,-0.003063889,0.129033889,-0.003063889,-0.000000000
2015-12-30 23:00:00,0.112068611,-0.002833889,0.112068611,-0.002833889,-0.000000000
2015-12-30 22:00:00,0.267516944,-0.002537222,0.267516944,-0.002537222,-0.000000000
2015-12-30 21:00:00,0.456427778,-0.002962500,0.456427778,-0.002962500,-0.000000000
2015-12-30 20:00:00,0.480068056,-0.002601389,0.480068056,-0.002601389,-0.000000000
2015-12-30 19:00:00,0.611703333,-0.002648333,0.611703333,-0.002648333,-0.000000000
2015-12-30 18:00:00,0.573187500,0.061171667,0.509335278,0.061171667,0.063852222
2015-12-30 17:00:00,0.153074722,0.553512500,-0.400437778,0.553512500,0.553512500
2015-12-30 16:00:00,0.157816389,1.125818611,-0.968002222,1.125818611,1.125818611
2015-12-30 15:00:00,0.163986944,2.026725833,-1.862738889,2.026725833,2.026725833
2015-12-30 14:00:00,0.182751111,2.205645556,-2.022894444,2.205645556,2.205645556
