"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","AC [kW]"
2015-12-31 23:00:00,0.762887222,-0.008368333,0.762887222,-0.008368333,-0.000000000,-0.000369167
2015-12-31 22:00:00,1.372869444,-0.008837778,1.372869444,-0.008837778,-0.000000000,-0.000595833
2015-12-31 21:00:00,1.049213333,-0.008796111,1.049213333,-0.008796111,-0.000000000,-0.000923889
2015-12-31 20:00:00,0.924030278,-0.008464722,0.924030278,-0.008464722,-0.000000000,-0.000738889
2015-12-31 19:00:00,1.030662222,-0.008302778,1.030662222,-0.008302778,-0.000000000,0.000454444
2015-12-31 18:00:00,0.856701389,0.004671111,0.849530000,0.004671111,0.007171389,-0.000105556
2015-12-31 17:00:00,0.663098889,0.088240556,0.574858333,0.088240556,0.088240556,-0.000259167
2015-12-31 16:00:00,0.619375833,0.313433333,0.305942500,0.313433333,0.313433333,-0.000756944
2015-12-31 15:00:00,0.752798333,0.518136944,0.234661389,0.518136944,0.518136944,-0.000157500
2015-12-31 14:00:00,1.075850556,0.687898611,0.387951944,0.687898611,0.687898611,-0.000241944
2015-12-31 13:00:00,0.158750000,0.708684167,-0.549934167,0.708684167,0.708684167,0.001023333
2015-12-31 12:00:00,0.276746944,0.514495278,-0.237748333,0.514495278,0.514495278,0.000431389
2015-12-31 11:00:00,0.282115833,0.343547222,-0.061431389,0.343547222,0.343547222,-0.000240000
2015-12-31 10:00:00,0.192669444,0.266510000,-0.073840556,0.266510000,0.266510000,0.000127778
2015-12-31 09:00:00,1.116673333,0.027867222,1.085980278,0.027867222,0.030693056,-0.000688333
2015-12-31 08:00:00,1.498671944,-0.008328611,1.498671944,-0.008328611,-0.000000000,-0.001580278
2015-12-31 07:00:00,0.594688889,-0.007863889,0.594688889,-0.007863889,-0.000000000,-0.000071111
2015-12-31 06:00:00,0.558076389,-0.007845000,0.558076389,-0.007845000,-0.000000000,-0.000131389
2015-12-31 05:00:00,0.546831111,-0.007848333,0.546831111,-0.007848333,-0.000000000,-0.000118056
2015-12-31 04:00:00,0.505105833,-0.007822222,0.505105833,-0.007822222,-0.000000000,0.000140556
2015-12-31 03:00:00,0.566203889,-0.007820278,0.566203889,-0.007820278,-0.000000000,-0.000308333
2015-12-31 02:00:00,0.634035278,-0.007911944,0.634035278,-0.007911944,-0.000000000,-0.000836389
2015-12-31 01:00:00,0.529357500,-0.007884444,0.529357500,-0.007884444,-0.000000000,-0.000099444
2015-12-31 00:00:00,0.750813056,-0.008154167,0.750813056,-0.008154167,-0.000000000,-0.000307500
2015-12-30 23:00:00,1.067980278,-0.008328056,1.067980278,-0.008328056,-0.000000000,-0.000244167
2015-12-30 22:00:00,1.060889722,-0.008401111,1.060889722,-0.008401111,-0.000000000,-0.000593056
2015-12-30 21:00:00,0.969354444,-0.008133056,0.969354444,-0.008133056,-0.000000000,-0.000407500
2015-12-30 20:00:00,1.041266389,-0.008490833,1.041266389,-0.008490833,-0.000000000,-0.000400000
2015-12-30 19:00:00,1.607813056,-0.009041667,1.607813056,-0.009041667,-0.000000000,0.667478611
2015-12-30 18:00:00,2.785455000,0.005974444,2.774943889,0.005974444,0.010511111,1.924283611
2015-12-30 17:00:00,0.570318889,0.103923333,0.466395556,0.103923333,0.103923333,-0.001197778
2015-12-30 16:00:00,1.496881667,0.359175278,1.137706389,0.359175278,0.359175278,-0.000934167
2015-12-30 15:00:00,0.547140556,0.580669444,-0.033528889,0.580669444,0.580669444,-0.000270000
2015-12-30 14:00:00,0.694536944,0.695723333,-0.001186389,0.695723333,0.695723333,0.000683056
2015-12-30 13:00:00,0.872855556,0.767768889,0.105086667,0.767768889,0.767768889,0.000271944
2015-12-30 12:00:00,1.199011944,0.650751389,0.548260556,0.650751389,0.650751389,-0.000528056
2015-12-30 11:00:00,1.357805556,0.524971944,0.832833611,0.524971944,0.524971944,-0.000939722
2015-12-30 10:00:00,1.423953889,0.206756667,1.217197222,0.206756667,0.206756667,-0.000897778
2015-12-30 09:00:00,1.214803889,0.010025000,1.202312500,0.010025000,0.012491389,-0.001305000
2015-12-30 08:00:00,1.451484722,-0.008286111,1.451484722,-0.008286111,-0.000000000,-0.001793889
2015-12-30 07:00:00,0.528274722,-0.007791667,0.528274722,-0.007791667,-0.000000000,0.000228056
2015-12-30 06:00:00,0.558144444,-0.007800833,0.558144444,-0.007800833,-0.000000000,-0.000084444
2015-12-30 05:00:00,0.579942222,-0.007877500,0.579942222,-0.007877500,-0.000000000,-0.000106111
2015-12-30 04:00:00,0.480300833,-0.007836389,0.480300833,-0.007836389,-0.000000000,0.000080556
2015-12-30 03:00:00,0.605097778,-0.007931667,0.605097778,-0.007931667,-0.000000000,-0.000081111
2015-12-30 02:00:00,0.447797500,-0.007776111,0.447797500,-0.007776111,-0.000000000,-0.000061111
2015-12-30 01:00:00,0.488999722,-0.007876389,0.488999722,-0.007876389,-0.000000000,-0.000150000
2015-12-30 00:00:00,0.508180833,-0.007930556,0.508180833,-0.007930556,-0.000000000,-0.000280000
2015-12-29 23:00:00,0.738869444,-0.008227778,0.738869444,-0.008227778,-0.000000000,-0.000365556
2015-12-29 22:00:00,0.931803611,-0.008350000,0.931803611,-0.008350000,-0.000000000,-0.001916389
2015-12-29 21:00:00,1.372493333,-0.008920833,1.372493333,-0.008920833,-0.000000000,-0.000492222
2015-12-29 20:00:00,1.476965833,-0.008997778,1.476965833,-0.008997778,-0.000000000,0.000097778
2015-12-29 19:00:00,1.164936111,-0.008615000,1.164936111,-0.008615000,-0.000000000,-0.000412222
2015-12-29 18:00:00,0.706677222,0.009693056,0.694359722,0.009693056,0.012317500,-0.000593611
2015-12-29 17:00:00,0.430652778,0.111330000,0.319322778,0.111330000,0.111330000,-0.000022222
2015-12-29 16:00:00,0.277548333,0.338486667,-0.060938333,0.338486667,0.338486667,-0.000373889
2015-12-29 15:00:00,0.404670556,0.543259722,-0.138589167,0.543259722,0.543259722,0.000181944
2015-12-29 14:00:00,0.801355278,0.611770278,0.189585000,0.611770278,0.611770278,0.001572500
2015-12-29 13:00:00,0.964771389,0.749815000,0.214956389,0.749815000,0.749815000,0.002375278
2015-12-29 12:00:00,0.820498889,0.725718056,0.094780833,0.725718056,0.725718056,0.001704722
2015-12-29 11:00:00,0.493778056,0.519586944,-0.025808889,0.519586944,0.519586944,-0.000582222
2015-12-29 10:00:00,0.492751111,0.327847778,0.164903333,0.327847778,0.327847778,-0.000568056
2015-12-29 09:00:00,1.012785000,0.040790278,0.969187222,0.040790278,0.043597778,-0.000265278
2015-12-29 08:00:00,1.066826944,-0.007980000,1.066826944,-0.007980000,-0.000000000,-0.002108611
2015-12-29 07:00:00,0.313967500,-0.007595556,0.313967500,-0.007595556,-0.000000000,-0.000208333
2015-12-29 06:00:00,0.267277778,-0.007510833,0.267277778,-0.007510833,-0.000000000,-0.000229444
2015-12-29 05:00:00,0.311611667,-0.007626667,0.311611667,-0.007626667,-0.000000000,-0.000233333
2015-12-29 04:00:00,0.273608056,-0.007579722,0.273608056,-0.007579722,-0.000000000,-0.000302500
2015-12-29 03:00:00,0.305358056,-0.007621389,0.305358056,-0.007621389,-0.000000000,-0.000187222
2015-12-29 02:00:00,0.352078889,-0.007638056,0.352078889,-0.007638056,-0.000000000,-0.000518333
2015-12-29 01:00:00,0.369401667,-0.007652500,0.369401667,-0.007652500,-0.000000000,-0.000521389
2015-12-29 00:00:00,0.608351111,-0.008039167,0.608351111,-0.008039167,-0.000000000,0.093486667
2015-12-28 23:00:00,3.176067778,-0.009935278,3.176067778,-0.009935278,-0.000000000,2.300140000
2015-12-28 22:00:00,0.681389167,-0.008341111,0.681389167,-0.008341111,-0.000000000,-0.000812222
2015-12-28 21:00:00,0.705690833,-0.008322778,0.705690833,-0.008322778,-0.000000000,-0.001063056
2015-12-28 20:00:00,0.698816944,-0.008311667,0.698816944,-0.008311667,-0.000000000,-0.001506667
2015-12-28 19:00:00,1.381996944,-0.008414444,1.381996944,-0.008414444,-0.000000000,-0.002133333
2015-12-28 18:00:00,0.897504722,0.000611389,0.893529722,0.000611389,0.003975000,-0.002075556
2015-12-28 17:00:00,0.785156944,0.115417500,0.669739444,0.115417500,0.115417500,0.298088889
2015-12-28 16:00:00,2.389595556,0.248061389,2.141534167,0.248061389,0.248061389,1.183363333
2015-12-28 15:00:00,0.804043333,0.483207500,0.320835833,0.483207500,0.483207500,0.000085833
