"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Heat Pump [kW]","Water Heater [kW]","EV [kW]"
2015-12-31 23:00:00,4.171358333,0.004801389,4.171358333,0.004801389,-0.000211389,0.000289444,-1.410492500
2015-12-31 22:00:00,4.315711389,0.004137222,4.315711389,0.004137222,-0.000155278,0.000199167,-1.406499722
2015-12-31 21:00:00,4.606599722,0.007759722,4.606599722,0.007759722,-0.000315000,0.000498611,-1.404413611
2015-12-31 20:00:00,5.031583611,0.014867778,5.031583611,0.014867778,-0.000089722,0.000843611,-1.406964167
2015-12-31 19:00:00,4.148032500,0.016770833,4.148032500,0.016770833,-0.000563611,0.001412222,-0.599583056
2015-12-31 18:00:00,3.448471667,0.065018333,3.448471667,0.065018333,-0.000834444,0.001516111,-0.001571944
2015-12-31 17:00:00,3.622719444,0.279250000,3.622719444,0.279250000,-0.000803611,0.001875833,-0.001609444
2015-12-31 16:00:00,3.104415000,0.765436389,3.104415000,0.765436389,-0.000618889,0.000677222,-0.001656111
2015-12-31 15:00:00,3.056265833,1.817590278,3.056265833,1.817590278,-0.000496111,0.000620556,-0.001665833
2015-12-31 14:00:00,2.621978889,3.133611944,2.621978889,3.133611944,-0.000478333,0.000817778,-0.001680833
2015-12-31 13:00:00,2.537178611,3.720498056,2.537178611,3.720498056,-0.000521111,0.000863056,-0.001689167
2015-12-31 12:00:00,2.645061667,2.244234722,2.645061667,2.244234722,-0.000503333,0.000766389,-0.001695278
2015-12-31 11:00:00,2.894108889,0.653125278,2.894108889,0.653125278,-0.000508889,0.000637500,-0.001641111
2015-12-31 10:00:00,2.673444444,0.511495833,2.673444444,0.511495833,-0.000465000,0.000644444,-0.001671111
2015-12-31 09:00:00,2.478510278,0.099837222,2.478510278,0.099837222,-0.000503333,0.000831389,-0.001636389
2015-12-31 08:00:00,2.091611944,0.021142778,2.091611944,0.021142778,-0.000643333,0.001265000,-0.001551667
2015-12-31 07:00:00,2.009288889,0.020422500,2.009288889,0.020422500,-0.000719722,0.001235000,-0.001553611
2015-12-31 06:00:00,2.000573333,0.020441111,2.000573333,0.020441111,-0.000569722,0.001251389,-0.001570000
2015-12-31 05:00:00,1.931528889,0.019655833,1.931528889,0.019655833,-0.000621944,0.001233889,-0.001602222
2015-12-31 04:00:00,1.968206667,0.020189167,1.968206667,0.020189167,-0.000633333,0.001244167,-0.001621111
2015-12-31 03:00:00,2.068599722,0.021360556,2.068599722,0.021360556,-0.000588611,0.001249444,-0.001616389
2015-12-31 02:00:00,2.093397222,0.021658333,2.093397222,0.021658333,-0.000627778,0.001285000,-0.001632778
2015-12-31 01:00:00,1.996080556,0.020285278,1.996080556,0.020285278,-0.000638333,0.001266389,-0.001626944
2015-12-31 00:00:00,2.159929444,0.022306111,2.159929444,0.022306111,-0.000579444,0.001261111,-0.001619722
2015-12-30 23:00:00,2.729818611,0.011348889,2.729818611,0.011348889,-0.000532222,0.000805556,-0.001626111
2015-12-30 22:00:00,2.769656667,0.006223056,2.769656667,0.006223056,-0.000565278,0.000544444,-0.001660833
2015-12-30 21:00:00,3.611456667,0.012508611,3.611456667,0.012508611,-0.000309722,0.000531389,-0.001645833
2015-12-30 20:00:00,4.224390833,0.016993333,4.224390833,0.016993333,0.000121111,0.000600278,-0.001595833
2015-12-30 19:00:00,3.650964167,0.021051111,3.650964167,0.021051111,0.000093889,0.001283333,-0.001568056
2015-12-30 18:00:00,1.288785000,0.041161944,1.288785000,0.041161944,-0.000479722,0.000456944,-0.001607500
2015-12-30 17:00:00,1.224391667,0.258286111,1.224391667,0.258286111,-0.000686389,0.000448611,-0.001612500
2015-12-30 16:00:00,1.264238056,0.465600278,1.264238056,0.465600278,-0.000733889,0.000439167,-0.001630000
2015-12-30 15:00:00,1.332234444,1.911137222,1.332234444,1.911137222,-0.000681111,0.000547500,-0.001648056
2015-12-30 14:00:00,3.101693611,3.251040556,3.101693611,3.251040556,-0.000398889,0.000602778,-0.545378889
2015-12-30 13:00:00,5.499038611,3.589442222,5.499038611,3.589442222,-0.000135000,0.000606111,-1.080913889
2015-12-30 12:00:00,4.793382222,2.271261389,4.793382222,2.271261389,-0.000010000,0.001080278,-0.001669444
2015-12-30 11:00:00,3.675105278,1.227783889,3.675105278,1.227783889,-0.000537778,0.002070833,-0.001578611
2015-12-30 10:00:00,3.039644167,0.693687500,3.039644167,0.693687500,-0.000380000,0.000664167,-0.001584444
2015-12-30 09:00:00,3.431690556,0.071866389,3.431690556,0.071866389,0.000035000,0.001258056,-0.001540000
2015-12-30 08:00:00,2.711066111,0.029636389,2.711066111,0.029636389,-0.000808333,0.001825000,-0.001501667
2015-12-30 07:00:00,2.802277222,0.030912500,2.802277222,0.030912500,-0.000690833,0.001832222,-0.001514167
2015-12-30 06:00:00,2.694244444,0.029801389,2.694244444,0.029801389,-0.000717222,0.001855000,-0.001547778
2015-12-30 05:00:00,2.736247222,0.030371111,2.736247222,0.030371111,-0.000721667,0.001823056,-0.001565556
2015-12-30 04:00:00,2.773235000,0.030789444,2.773235000,0.030789444,-0.000668333,0.001808056,-0.001601667
2015-12-30 03:00:00,2.688206944,0.029831389,2.688206944,0.029831389,-0.000710833,0.001825833,-0.001609722
2015-12-30 02:00:00,2.697316111,0.029900556,2.697316111,0.029900556,-0.000717778,0.001831944,-0.001606389
2015-12-30 01:00:00,2.921847222,0.032648056,2.921847222,0.032648056,-0.000684722,0.001887500,-0.001624167
2015-12-30 00:00:00,4.150260833,0.028735278,4.150260833,0.028735278,-0.000548333,0.002308056,-0.001611667
2015-12-29 23:00:00,4.052414722,0.025207778,4.052414722,0.025207778,-0.000506389,0.002155278,-0.001618889
2015-12-29 22:00:00,3.031470278,0.015468056,3.031470278,0.015468056,-0.000534167,0.001052222,-0.001640000
2015-12-29 21:00:00,3.171551667,0.034549722,3.171551667,0.034549722,-0.000743333,0.002449444,-0.001553056
2015-12-29 20:00:00,2.964608611,0.031236944,2.964608611,0.031236944,-0.000716667,0.002184167,-0.001543611
2015-12-29 19:00:00,1.425496944,0.012977222,1.425496944,0.012977222,-0.000544722,0.000536944,-0.001602500
2015-12-29 18:00:00,1.388350556,0.043718333,1.388350556,0.043718333,-0.000697222,0.000495000,-0.001623889
2015-12-29 17:00:00,1.429480000,0.354372222,1.429480000,0.354372222,-0.000592778,0.000498333,-0.001625556
2015-12-29 16:00:00,1.499842500,0.706622500,1.499842500,0.706622500,-0.000565833,0.000522500,-0.001628611
2015-12-29 15:00:00,1.519430833,1.855258333,1.519430833,1.855258333,-0.000570556,0.000578611,-0.001653889
2015-12-29 14:00:00,1.484933333,2.991450556,1.484933333,2.991450556,-0.000683611,0.000685278,-0.001639167
2015-12-29 13:00:00,1.424649167,3.520587500,1.424649167,3.520587500,-0.000712778,0.000729167,-0.001653889
2015-12-29 12:00:00,1.568833056,2.596886111,1.568833056,2.596886111,-0.000668889,0.000687500,-0.001661111
2015-12-29 11:00:00,1.460144722,0.895400556,1.460144722,0.895400556,-0.000736389,0.000520556,-0.001639722
2015-12-29 10:00:00,1.409667500,0.341972222,1.409667500,0.341972222,-0.000674722,0.000534722,-0.001617222
2015-12-29 09:00:00,1.390347500,0.118020833,1.390347500,0.118020833,-0.000574444,0.000506389,-0.001623333
2015-12-29 08:00:00,1.506410000,0.013763056,1.506410000,0.013763056,-0.000683611,0.000500278,-0.001606667
2015-12-29 07:00:00,1.409158333,0.012653611,1.409158333,0.012653611,-0.000559167,0.000484722,-0.001625278
2015-12-29 06:00:00,1.418738889,0.012778889,1.418738889,0.012778889,-0.000571667,0.000504444,-0.001662222
2015-12-29 05:00:00,1.438767778,0.013085556,1.438767778,0.013085556,-0.000545556,0.000495556,-0.001668611
2015-12-29 04:00:00,1.442368333,0.013041667,1.442368333,0.013041667,-0.000545278,0.000495833,-0.001666944
2015-12-29 03:00:00,1.439471667,0.013140278,1.439471667,0.013140278,-0.000581389,0.000502222,-0.001658889
2015-12-29 02:00:00,1.446170278,0.013263333,1.446170278,0.013263333,-0.000569167,0.000483611,-0.001655278
2015-12-29 01:00:00,1.444053333,0.013117500,1.444053333,0.013117500,-0.000555556,0.000500278,-0.001643333
2015-12-29 00:00:00,1.371826667,0.012331944,1.371826667,0.012331944,-0.000577222,0.000481667,-0.001644722
2015-12-28 23:00:00,1.458549167,0.013186944,1.458549167,0.013186944,-0.000604444,0.000497778,-0.001621389
2015-12-28 22:00:00,1.438730278,0.012884722,1.438730278,0.012884722,-0.000729444,0.000517500,-0.001609722
2015-12-28 21:00:00,1.447045833,0.013161111,1.447045833,0.013161111,-0.000590833,0.000527500,-0.001622222
2015-12-28 20:00:00,1.422056667,0.012805833,1.422056667,0.012805833,-0.000533889,0.000510000,-0.001612500
2015-12-28 19:00:00,1.397936111,0.012625833,1.397936111,0.012625833,-0.000665833,0.000523611,-0.001597778
2015-12-28 18:00:00,1.436002222,0.039050278,1.436002222,0.039050278,-0.000693611,0.000488056,-0.001603611
2015-12-28 17:00:00,1.423560000,0.330874444,1.423560000,0.330874444,-0.000731111,0.000515833,-0.001611944
2015-12-28 16:00:00,1.501033611,0.705941944,1.501033611,0.705941944,-0.000676667,0.000525833,-0.001633889
2015-12-28 15:00:00,1.583653056,1.616702500,1.583653056,1.616702500,-0.000619444,0.000571389,-0.001632222
2015-12-28 14:00:00,1.395017500,3.282843333,1.395017500,3.282843333,-0.000748611,0.000719722,-0.001659167
2015-12-28 13:00:00,1.492366667,3.584929167,1.492366667,3.584929167,-0.000794444,0.000783611,-0.001695556
2015-12-28 12:00:00,1.548442500,2.271854167,1.548442500,2.271854167,-0.000676389,0.000656111,-0.001659444
2015-12-28 11:00:00,1.421582778,0.564660000,1.421582778,0.564660000,-0.000715556,0.000498889,-0.001603611
2015-12-28 10:00:00,1.490490278,0.327066944,1.490490278,0.327066944,-0.000663333,0.000511667,-0.001584444
2015-12-28 09:00:00,1.468093889,0.119933611,1.468093889,0.119933611,-0.000710000,0.000496389,-0.001570556
2015-12-28 08:00:00,1.364792778,0.012156111,1.364792778,0.012156111,-0.000653333,0.000464722,-0.001594722
2015-12-28 07:00:00,1.477726389,0.013523889,1.477726389,0.013523889,-0.000572778,0.000490278,-0.001576389
2015-12-28 06:00:00,1.438496667,0.013050833,1.438496667,0.013050833,-0.000569444,0.000501389,-0.001641111
2015-12-28 05:00:00,1.356975833,0.012103611,1.356975833,0.012103611,-0.000583889,0.000470278,-0.001663611
2015-12-28 04:00:00,1.491402222,0.013741944,1.491402222,0.013741944,-0.000610556,0.000494722,-0.001655000
2015-12-28 03:00:00,1.416316944,0.012934444,1.416316944,0.012934444,-0.000623333,0.000488889,-0.001649722
2015-12-28 02:00:00,1.413793611,0.012832500,1.413793611,0.012832500,-0.000604444,0.000470833,-0.001627222
2015-12-28 01:00:00,1.394734167,0.012785556,1.394734167,0.012785556,-0.000624722,0.000455833,-0.001640278
2015-12-28 00:00:00,1.384240833,0.012525833,1.384240833,0.012525833,-0.000642222,0.000463333,-0.001625000
2015-12-27 23:00:00,1.447011944,0.013135000,1.447011944,0.013135000,-0.000616944,0.000508611,-0.001608056
2015-12-27 22:00:00,1.365114444,0.012229722,1.365114444,0.012229722,-0.000601111,0.000475556,-0.001581667
2015-12-27 21:00:00,1.397533333,0.012421667,1.397533333,0.012421667,-0.000675556,0.000491944,-0.001612778
2015-12-27 20:00:00,1.481173611,0.013753889,1.481173611,0.013753889,-0.000701111,0.000503333,-0.001613889
2015-12-27 19:00:00,1.423047222,0.012906667,1.423047222,0.012906667,-0.000716389,0.000497778,-0.001583056
2015-12-27 18:00:00,1.364540278,0.029127222,1.364540278,0.029127222,-0.000790278,0.000510000,-0.001570833
2015-12-27 17:00:00,1.445836944,0.281195833,1.445836944,0.281195833,-0.000725833,0.000509444,-0.001597778
2015-12-27 16:00:00,1.562530556,0.678292500,1.562530556,0.678292500,-0.000598889,0.000509167,-0.001602222
2015-12-27 15:00:00,1.444796389,1.802228889,1.444796389,1.802228889,-0.000695278,0.000611667,-0.001611667
2015-12-27 14:00:00,1.512941944,3.337676389,1.512941944,3.337676389,-0.000735278,0.000781111,-0.001624167
2015-12-27 13:00:00,1.443886389,3.636512222,1.443886389,3.636512222,-0.000889444,0.000781667,-0.001629444
2015-12-27 12:00:00,1.486681944,2.310873889,1.486681944,2.310873889,-0.000740556,0.000667778,-0.001626944
2015-12-27 11:00:00,1.404658611,0.580761667,1.404658611,0.580761667,-0.000684167,0.000486389,-0.001606944
2015-12-27 10:00:00,1.397658611,0.382217778,1.397658611,0.382217778,-0.000686111,0.000517500,-0.001610833
2015-12-27 09:00:00,1.373158056,0.117425278,1.373158056,0.117425278,-0.000723611,0.000471667,-0.001614444
2015-12-27 08:00:00,1.402366111,0.012610833,1.402366111,0.012610833,-0.000679444,0.000462222,-0.001617500
2015-12-27 07:00:00,1.400981944,0.012660833,1.400981944,0.012660833,-0.000667500,0.000492500,-0.001628333
2015-12-27 06:00:00,1.427650000,0.012841944,1.427650000,0.012841944,-0.000585278,0.000501944,-0.001650556
2015-12-27 05:00:00,1.396963056,0.012606389,1.396963056,0.012606389,-0.000609722,0.000495833,-0.001658333
2015-12-27 04:00:00,1.387364722,0.012464167,1.387364722,0.012464167,-0.000629722,0.000490278,-0.001653333
2015-12-27 03:00:00,1.374003056,0.012167778,1.374003056,0.012167778,-0.000629722,0.000488056,-0.001648889
2015-12-27 02:00:00,1.293734167,0.011336944,1.293734167,0.011336944,-0.000632222,0.000453889,-0.001645278
2015-12-27 01:00:00,1.425775556,0.012837778,1.425775556,0.012837778,-0.000578333,0.000482500,-0.001634722
2015-12-27 00:00:00,1.345043889,0.012189167,1.345043889,0.012189167,-0.000588611,0.000487500,-0.001596111
2015-12-26 23:00:00,1.295441111,0.011400833,1.295441111,0.011400833,-0.000555000,0.000462778,-0.001621389
2015-12-26 22:00:00,1.350604444,0.012046667,1.350604444,0.012046667,-0.000639722,0.000502500,-0.001607222
2015-12-26 21:00:00,1.278125556,0.011293333,1.278125556,0.011293333,-0.000669167,0.000462778,-0.001605556
2015-12-26 20:00:00,1.366567500,0.012328056,1.366567500,0.012328056,-0.000466944,0.000500833,-0.001605556
2015-12-26 19:00:00,1.344729167,0.012036111,1.344729167,0.012036111,-0.000466944,0.000531667,-0.001617778
2015-12-26 18:00:00,1.344831389,0.026380556,1.344831389,0.026380556,-0.000500278,0.000497500,-0.001620278
2015-12-26 17:00:00,1.448541944,0.317212500,1.448541944,0.317212500,-0.000709167,0.000468611,-0.001575556
2015-12-26 16:00:00,1.473431667,0.693942500,1.473431667,0.693942500,-0.000612500,0.000455833,-0.001613611
2015-12-26 15:00:00,1.475141389,1.664013056,1.475141389,1.664013056,-0.000603611,0.000545278,-0.001605278
2015-12-26 14:00:00,1.450913889,2.033749722,1.450913889,2.033749722,-0.000630556,0.000582500,-0.001594444
2015-12-26 13:00:00,1.442494444,1.549688611,1.442494444,1.549688611,-0.000690556,0.000557778,-0.001566667
2015-12-26 12:00:00,1.254376111,0.928070556,1.254376111,0.928070556,-0.000742222,0.000480833,-0.001552222
2015-12-26 11:00:00,1.867922500,0.287424722,1.867922500,0.287424722,-0.000632778,0.000971389,-0.001510278
2015-12-26 10:00:00,2.160409722,0.016601667,2.160409722,0.016601667,-0.094569722,0.000987500,-0.001521944
2015-12-26 09:00:00,3.242097500,0.021501944,3.242097500,0.021501944,-0.132227222,-1.722426111,-0.001443611
2015-12-26 08:00:00,1.374634444,0.011551111,1.374634444,0.011551111,-0.133242222,0.000472778,-0.001595556
2015-12-26 07:00:00,2.819019444,0.020000833,2.819019444,0.020000833,-0.133461667,-1.348636111,-0.001511389
2015-12-26 06:00:00,1.419628056,0.011897778,1.419628056,0.011897778,-0.135268056,0.000481667,-0.001643889
2015-12-26 05:00:00,1.468583056,0.012636389,1.468583056,0.012636389,-0.135644444,0.000498611,-0.001644444
2015-12-26 04:00:00,1.429101389,0.012091667,1.429101389,0.012091667,-0.135856111,0.000496667,-0.001655000
2015-12-26 03:00:00,1.444157778,0.012306111,1.444157778,0.012306111,-0.135698056,0.000482222,-0.001657778
2015-12-26 02:00:00,1.378728889,0.011535556,1.378728889,0.011535556,-0.135401944,0.000489722,-0.001647222
2015-12-26 01:00:00,1.563166111,0.013758333,1.563166111,0.013758333,-0.134441111,0.000506667,-0.001621667
2015-12-26 00:00:00,1.458836389,0.012413056,1.458836389,0.012413056,-0.134627778,0.000494444,-0.001619167
2015-12-25 23:00:00,1.958416667,0.015077222,1.958416667,0.015077222,-0.133024722,0.000485833,-0.001589167
2015-12-25 22:00:00,3.838593611,0.025101389,3.838593611,0.025101389,-0.130680278,-1.002053889,-0.001470833
2015-12-25 21:00:00,5.240749444,0.031335833,5.240749444,0.031335833,-0.129626944,-1.572340556,-0.001405556
2015-12-25 20:00:00,2.485742500,0.018585278,2.485742500,0.018585278,-0.131282222,-0.418039722,-0.001488056
2015-12-25 19:00:00,1.515893333,0.013060833,1.515893333,0.013060833,-0.131057500,-0.064109722,-0.001521111
2015-12-25 18:00:00,1.422818056,0.011917222,1.422818056,0.011917222,-0.131684444,-0.064724167,-0.001536944
2015-12-25 17:00:00,1.360643611,0.066113889,1.360643611,0.066113889,-0.133616111,-0.066455278,-0.001592500
2015-12-25 16:00:00,3.468435556,0.211960833,3.468435556,0.211960833,-0.132589167,-0.401504167,-0.142867222
2015-12-25 15:00:00,6.013557778,0.293965000,6.013557778,0.293965000,-0.130561944,-2.280726111,-0.001096111
2015-12-25 14:00:00,1.743253889,0.414136667,1.743253889,0.414136667,-0.132951944,0.000457778,-0.001289167
2015-12-25 13:00:00,1.739727500,0.353273056,1.739727500,0.353273056,-0.132011389,0.000500000,-0.001276111
2015-12-25 12:00:00,2.143100000,0.447128611,2.143100000,0.447128611,-0.132687500,0.000490278,-0.001264167
2015-12-25 11:00:00,3.025949167,0.367583333,3.025949167,0.367583333,-0.132335000,0.000438056,-0.001266667
2015-12-25 10:00:00,2.543312500,0.251207778,2.543312500,0.251207778,-0.131151389,0.000460000,-0.001268889
2015-12-25 09:00:00,2.278428889,0.048088333,2.278428889,0.048088333,-0.131775833,0.000911667,-0.001258333
2015-12-25 08:00:00,1.252982222,0.010253333,1.252982222,0.010253333,-0.132292778,0.001133333,-0.001300000
2015-12-25 07:00:00,1.162902500,0.009005556,1.162902500,0.009005556,-0.133061944,0.001100833,-0.001316111
2015-12-25 06:00:00,1.151215833,0.008777222,1.151215833,0.008777222,-0.134139722,0.001119167,-0.001335833
2015-12-25 05:00:00,1.124958611,0.008463889,1.124958611,0.008463889,-0.135113889,0.001114722,-0.001363056
2015-12-25 04:00:00,1.208983889,0.009531111,1.208983889,0.009531111,-0.135306389,0.001088333,-0.001365000
2015-12-25 03:00:00,1.124211944,0.008509444,1.124211944,0.008509444,-0.137059167,0.001123889,-0.001408889
2015-12-25 02:00:00,1.242236111,0.009775000,1.242236111,0.009775000,-0.136327500,0.001112500,-0.015182500
2015-12-25 01:00:00,2.368321667,0.006422500,2.368321667,0.006422500,-0.135748889,0.000921389,-1.166288333
2015-12-25 00:00:00,4.421218056,0.016246667,4.421218056,0.016246667,-0.133987778,0.000953333,-1.398147222
2015-12-24 23:00:00,4.760804722,0.025840278,4.760804722,0.025840278,-0.132620833,0.001306944,-1.385995833
2015-12-24 22:00:00,6.485731944,0.037863611,6.485731944,0.037863611,-0.132006389,0.001717778,-1.383104444
2015-12-24 21:00:00,4.860898889,0.025954722,4.860898889,0.025954722,-0.131539722,0.000970000,-1.375155556
2015-12-24 20:00:00,2.958039167,0.010503889,2.958039167,0.010503889,-0.132778611,0.000161944,-1.383778889
2015-12-24 19:00:00,3.963278889,0.015444722,3.963278889,0.015444722,-0.130575833,0.000120556,-1.398528333
2015-12-24 18:00:00,6.684400000,0.071318333,6.684400000,0.071318333,-0.126195000,0.000487222,-0.037891667
2015-12-24 17:00:00,1.662617222,0.480406667,1.662617222,0.480406667,-0.133675000,0.000542778,-0.001587222
2015-12-24 16:00:00,3.188609722,0.853195833,3.188609722,0.853195833,-0.131427778,0.000414722,-0.806964444
2015-12-24 15:00:00,7.135809444,1.757555278,7.135809444,1.757555278,-0.127300556,0.000331944,-1.414306111
2015-12-24 14:00:00,3.539764444,3.213306667,3.539764444,3.213306667,-0.134498611,0.000370556,-1.389563889
2015-12-24 13:00:00,2.049907500,3.538841944,2.049907500,3.538841944,-0.137426944,0.000571667,-0.523518889
2015-12-24 12:00:00,1.603444167,2.280360833,1.603444167,2.280360833,-0.136537500,0.000665000,-0.001843611
2015-12-24 11:00:00,1.404845278,0.568716111,1.404845278,0.568716111,-0.135705278,0.000450833,-0.001630278
2015-12-24 10:00:00,1.397252778,0.315785000,1.397252778,0.315785000,-0.136257500,0.000485556,-0.001644167
2015-12-24 09:00:00,1.494160833,0.131813611,1.494160833,0.131813611,-0.135375000,0.000509444,-0.001629722
2015-12-24 08:00:00,1.418487778,0.011700833,1.418487778,0.011700833,-0.133234444,0.000485556,-0.001603611
2015-12-24 07:00:00,1.369161389,0.011543611,1.369161389,0.011543611,-0.134060278,0.000483611,-0.001622222
2015-12-24 06:00:00,1.452952778,0.012452778,1.452952778,0.012452778,-0.134483889,0.000491667,-0.001630278
2015-12-24 05:00:00,1.347301389,0.011208611,1.347301389,0.011208611,-0.134988889,0.000454167,-0.001643611
2015-12-24 04:00:00,1.468615833,0.012711111,1.468615833,0.012711111,-0.135687500,0.000481389,-0.001655000
2015-12-24 03:00:00,1.521855833,0.013390556,1.521855833,0.013390556,-0.135351111,0.000482222,-0.001633611
2015-12-24 02:00:00,1.968760278,0.019427500,1.968760278,0.019427500,-0.134641389,0.001241111,-0.001578333
2015-12-24 01:00:00,1.794291667,0.016350833,1.794291667,0.016350833,-0.134675000,0.000862222,-0.001590556
2015-12-24 00:00:00,1.773969167,0.014549722,1.773969167,0.014549722,-0.135162778,0.000540278,-0.001611389
2015-12-23 23:00:00,1.919627500,0.016151389,1.919627500,0.016151389,-0.134577222,0.000562222,-0.001608611
2015-12-23 22:00:00,1.790109444,0.014895000,1.790109444,0.014895000,-0.133187222,0.000569167,-0.001585556
2015-12-23 21:00:00,2.046090278,0.015730833,2.046090278,0.015730833,-0.132606667,0.000638333,-0.001570833
2015-12-23 20:00:00,2.015256389,0.010824167,2.015256389,0.010824167,-0.132287778,-0.149534167,-0.001578889
2015-12-23 19:00:00,1.023360556,0.000668056,1.023360556,0.000668056,-0.132779444,-0.190936667,-0.001612222
2015-12-23 18:00:00,0.764260556,0.029768889,0.764260556,0.029768889,-0.133440833,-0.132496389,-0.001613056
2015-12-23 17:00:00,0.595512222,0.356478611,0.595512222,0.356478611,-0.185687778,0.000301944,-0.001672778
2015-12-23 16:00:00,2.855028056,0.808465833,2.855028056,0.808465833,-2.197293333,0.000086944,-0.001678611
2015-12-23 15:00:00,2.686697778,1.292384444,2.686697778,1.292384444,-2.202944722,0.000111944,-0.001684444
2015-12-23 14:00:00,2.938226944,3.005043889,2.938226944,3.005043889,-2.205609444,-0.141303333,-0.001708611
2015-12-23 13:00:00,2.398496111,3.590934167,2.398496111,3.590934167,-0.531263611,-0.445183611,-0.001654444
2015-12-23 12:00:00,2.496537778,2.343631667,2.496537778,2.343631667,-0.135461944,0.001544167,-0.001610278
2015-12-23 11:00:00,3.177845556,0.624278056,3.177845556,0.624278056,-0.133939444,0.002061667,-0.001557222
2015-12-23 10:00:00,2.610768056,0.312637222,2.610768056,0.312637222,-0.133536389,-0.065630833,-0.001556389
2015-12-23 09:00:00,3.356699722,0.127763333,3.356699722,0.127763333,-0.132465556,-1.781788889,-0.001437222
2015-12-23 08:00:00,1.472523333,0.012816389,1.472523333,0.012816389,-0.132432500,0.000506667,-0.001572222
2015-12-23 07:00:00,1.409878611,0.012039167,1.409878611,0.012039167,-0.133691389,0.000521389,-0.001598333
2015-12-23 06:00:00,1.381695833,0.011779722,1.381695833,0.011779722,-0.135125833,0.000485833,-0.001620000
2015-12-23 05:00:00,1.492874167,0.013111944,1.492874167,0.013111944,-0.136305278,0.000518611,-0.001630000
2015-12-23 04:00:00,1.328549444,0.011109444,1.328549444,0.011109444,-0.136617778,0.000492500,-0.001641389
2015-12-23 03:00:00,1.527990000,0.013543056,1.527990000,0.013543056,-0.136351667,0.000502222,-0.001640278
2015-12-23 02:00:00,1.393353611,0.011934722,1.393353611,0.011934722,-0.136936389,0.000513611,-0.001651944
2015-12-23 01:00:00,1.498423611,0.013137778,1.498423611,0.013137778,-0.136708889,0.000503056,-0.001647500
2015-12-23 00:00:00,1.565723056,0.013351944,1.565723056,0.013351944,-0.136370000,0.000543611,-0.001649722
2015-12-22 23:00:00,0.824591111,-0.001225833,0.824591111,-0.001225833,-0.136211667,0.000160278,-0.001674444
2015-12-22 22:00:00,0.807532222,-0.001923056,0.807532222,-0.001923056,-0.135401389,0.000158056,-0.001650556
2015-12-22 21:00:00,0.681152500,-0.000590278,0.681152500,-0.000590278,-0.134524167,0.000181944,-0.001661389
2015-12-22 20:00:00,0.683169444,-0.001217500,0.683169444,-0.001217500,-0.133727778,0.000056389,-0.001640556
2015-12-22 19:00:00,0.657170556,-0.002023333,0.657170556,-0.002023333,-0.133612778,0.000019722,-0.001650833
2015-12-22 18:00:00,0.470483889,0.030741667,0.470483889,0.030741667,-0.133559167,0.000070556,-0.001642500
2015-12-22 17:00:00,0.417374722,0.416475556,0.417374722,0.416475556,-0.187581111,0.000121667,-0.001711944
2015-12-22 16:00:00,2.966761944,0.655756667,2.966761944,0.655756667,-2.374655000,0.000099722,-0.001680556
2015-12-22 15:00:00,3.276015278,1.525906111,3.276015278,1.525906111,-2.371915833,0.000122500,-0.001694444
2015-12-22 14:00:00,2.917933056,2.820118611,2.917933056,2.820118611,-2.363238056,0.000250000,-0.001697500
2015-12-22 13:00:00,0.777919167,2.949884167,0.777919167,2.949884167,-0.557230000,0.000322500,-0.001716667
2015-12-22 12:00:00,0.462992222,2.200677778,0.462992222,2.200677778,-0.135276667,0.000239167,-0.001684722
2015-12-22 11:00:00,0.573397500,0.586855000,0.573397500,0.586855000,-0.133843333,0.000168889,-0.001652778
2015-12-22 10:00:00,0.326275556,0.220176944,0.326275556,0.220176944,-0.133111111,0.000163611,-0.001649722
2015-12-22 09:00:00,0.326651667,0.027402222,0.326651667,0.027402222,-0.133433056,0.000155000,-0.001658056
2015-12-22 08:00:00,0.349049444,-0.001638611,0.349049444,-0.001638611,-0.132380278,0.000149167,-0.001648333
2015-12-22 07:00:00,0.367725556,-0.001178333,0.367725556,-0.001178333,-0.132833889,0.000156389,-0.001648333
2015-12-22 06:00:00,0.293039722,-0.001835556,0.293039722,-0.001835556,-0.134757222,0.000157500,-0.001693056
2015-12-22 05:00:00,0.331514444,-0.001463611,0.331514444,-0.001463611,-0.135660833,0.000143333,-0.001705833
2015-12-22 04:00:00,0.365287222,-0.001116111,0.365287222,-0.001116111,-0.136381389,0.000146389,-0.001719167
2015-12-22 03:00:00,0.414846111,-0.000690278,0.414846111,-0.000690278,-0.137031111,0.000141111,-0.001721944
2015-12-22 02:00:00,0.391514444,-0.000976389,0.391514444,-0.000976389,-0.136790000,0.000147222,-0.001700278
2015-12-22 01:00:00,0.588153611,0.001493056,0.588153611,0.001493056,-0.136187222,0.000424722,-0.001686667
2015-12-22 00:00:00,1.673752778,0.010386944,1.673752778,0.010386944,-0.134116111,0.001076667,-0.001633611
2015-12-21 23:00:00,0.620894167,-0.000590833,0.620894167,-0.000590833,-0.135094722,0.000121389,-0.001685278
2015-12-21 22:00:00,0.740904722,-0.000596111,0.740904722,-0.000596111,-0.134503056,0.000118056,-0.001670278
2015-12-21 21:00:00,0.804163056,-0.000722778,0.804163056,-0.000722778,-0.133669722,0.000061944,-0.001655000
