"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","AC [kW]"
2015-12-31 23:00:00,2.350371389,-0.001943056,2.350371389,-0.001943056,-0.000000000,-0.002794444
2015-12-31 22:00:00,2.560837778,-0.002065000,2.560837500,-0.002065000,0.000000278,-0.002557778
2015-12-31 21:00:00,2.786328333,-0.002128056,2.786316111,-0.002128056,0.000012222,-0.002442222
2015-12-31 20:00:00,4.157331944,-0.001312778,4.157268889,-0.001312778,0.000063056,-0.003076667
2015-12-31 19:00:00,2.641127500,-0.001941389,2.641111389,-0.001941389,0.000016111,-0.002624722
2015-12-31 18:00:00,3.210103056,0.036716389,3.172967778,0.036716389,0.037135278,-0.003462500
2015-12-31 17:00:00,4.049852500,0.648968056,3.400884444,0.648968056,0.648968056,-0.002692222
2015-12-31 16:00:00,1.747803056,1.176259722,0.571543333,1.176259722,1.176259722,-0.001863611
2015-12-31 15:00:00,2.812361667,1.448819444,1.363542222,1.448819444,1.448819444,-0.002466389
2015-12-31 14:00:00,2.835510833,1.601071111,1.234439722,1.601071111,1.601071111,-0.002363333
2015-12-31 13:00:00,2.704473611,1.596618611,1.107855000,1.596618611,1.596618611,-0.002406667
2015-12-31 12:00:00,1.378150556,0.964996111,0.413154444,0.964996111,0.964996111,-0.002561111
2015-12-31 11:00:00,1.519313056,0.718662222,0.800650833,0.718662222,0.718662222,-0.003548333
2015-12-31 10:00:00,3.382005000,0.598618333,2.783386667,0.598618333,0.598618333,-0.003815556
2015-12-31 09:00:00,2.238190556,0.060339722,2.177426944,0.060339722,0.060763611,-0.003993611
2015-12-31 08:00:00,1.111704444,-0.001478611,1.111681111,-0.001478611,0.000023333,-0.003252500
2015-12-31 07:00:00,0.983845278,-0.001693056,0.983842778,-0.001693056,0.000002500,-0.003071944
2015-12-31 06:00:00,0.728759444,-0.002198056,0.728759444,-0.002198056,-0.000000000,-0.002688056
2015-12-31 05:00:00,0.842560278,-0.002146111,0.842560278,-0.002146111,-0.000000000,-0.002706667
2015-12-31 04:00:00,1.150766944,-0.002163333,1.150766944,-0.002163333,-0.000000000,-0.002678611
2015-12-31 03:00:00,1.246859167,-0.002002500,1.246859167,-0.002002500,-0.000000000,-0.002828611
