"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar- [kW]","AC [kW]"
2015-12-30 18:00:00,0.739355278,0.051036667,0.735898889,0.051036667,0.003456389,-0.001277500
2015-12-30 17:00:00,0.702986111,0.670681389,0.702986111,0.670681389,-0.000000000,-0.001200000
2015-12-30 16:00:00,0.559745556,1.580803611,0.559745556,1.580803611,-0.000000000,-0.001039722
2015-12-30 15:00:00,0.643935556,1.616032500,0.643935556,1.616032500,-0.000000000,-0.001160556
2015-12-30 14:00:00,0.728980000,1.269754444,0.728980000,1.269754444,-0.000000000,-0.001131944
2015-12-30 13:00:00,0.809284722,0.894021111,0.809284722,0.894021111,-0.000000000,-0.001020278
2015-12-30 12:00:00,0.877469722,0.429707222,0.877469722,0.429707222,-0.000000000,-0.001031389
2015-12-30 11:00:00,0.957439167,0.355661389,0.957439167,0.355661389,-0.000000000,-0.001043889
2015-12-30 10:00:00,1.149739722,0.129696111,1.149739722,0.129696111,-0.000000000,-0.001247500
2015-12-30 09:00:00,1.483712778,0.001491667,1.477769167,0.001491667,0.005943611,-0.001126389
2015-12-30 08:00:00,0.972346944,-0.007209444,0.965137500,-0.007209444,0.007209444,-0.001265278
2015-12-30 07:00:00,0.769054444,-0.007083611,0.761970833,-0.007083611,0.007083611,-0.001121111
2015-12-30 06:00:00,0.842220556,-0.007077500,0.835143056,-0.007077500,0.007077500,-0.001225278
2015-12-30 05:00:00,0.741317500,-0.007223889,0.734093611,-0.007223889,0.007223889,-0.001318056
2015-12-30 04:00:00,0.805476111,-0.007133056,0.798343056,-0.007133056,0.007133056,-0.001140556
2015-12-30 03:00:00,0.769445278,-0.007285556,0.762159722,-0.007285556,0.007285556,-0.001256111
2015-12-30 02:00:00,0.771895833,-0.007063056,0.764832778,-0.007063056,0.007063056,-0.001273333
2015-12-30 01:00:00,0.801333333,-0.007136389,0.794196944,-0.007136389,0.007136389,-0.001260556
2015-12-30 00:00:00,0.946329722,-0.006968056,0.939361667,-0.006968056,0.006968056,-0.001019722
2015-12-29 23:00:00,0.964495278,-0.007005556,0.957489722,-0.007005556,0.007005556,-0.001073333
2015-12-29 22:00:00,1.222275556,-0.006702222,1.215573333,-0.006702222,0.006702222,-0.000842778
2015-12-29 21:00:00,1.250459444,-0.007164167,1.243295278,-0.007164167,0.007164167,-0.001137778
2015-12-29 20:00:00,1.255761667,-0.006903333,1.248858333,-0.006903333,0.006903333,-0.001084722
2015-12-29 19:00:00,1.166424167,-0.007147222,1.159276944,-0.007147222,0.007147222,-0.001166944
2015-12-29 18:00:00,1.324250556,0.082872778,1.321753611,0.082872778,0.002496944,-0.000716111
2015-12-29 17:00:00,1.183396944,1.111848333,1.183396944,1.111848333,-0.000000000,-0.000607778
2015-12-29 16:00:00,1.176601389,1.408333056,1.176601389,1.408333056,-0.000000000,-0.000576944
2015-12-29 15:00:00,1.364102222,1.327463333,1.364102222,1.327463333,-0.000000000,-0.000505278
2015-12-29 14:00:00,1.379265833,1.021646944,1.379265833,1.021646944,-0.000000000,-0.000537222
2015-12-29 13:00:00,0.717779167,0.998064722,0.717779167,0.998064722,-0.000000000,-0.001117778
2015-12-29 12:00:00,0.697711944,0.569351111,0.697711944,0.569351111,-0.000000000,-0.001295833
2015-12-29 11:00:00,0.732878333,0.237503889,0.732878333,0.237503889,-0.000000000,-0.001095000
2015-12-29 10:00:00,1.770914444,0.065402778,1.770914444,0.065402778,-0.000000000,-0.000755556
2015-12-29 09:00:00,1.263968611,-0.003226389,1.257306944,-0.003226389,0.006661667,-0.001276944
2015-12-29 08:00:00,1.151609444,-0.007282500,1.144326944,-0.007282500,0.007282500,-0.001300833
2015-12-29 07:00:00,0.676353889,-0.007125278,0.669228611,-0.007125278,0.007125278,-0.001129444
2015-12-29 06:00:00,0.780672778,-0.006965000,0.773707778,-0.006965000,0.006965000,-0.001218889
2015-12-29 05:00:00,0.789096389,-0.007259722,0.781836667,-0.007259722,0.007259722,-0.001318333
2015-12-29 04:00:00,0.734804167,-0.006944167,0.727860000,-0.006944167,0.006944167,-0.001066944
2015-12-29 03:00:00,0.692807500,-0.007153056,0.685654444,-0.007153056,0.007153056,-0.001291667
2015-12-29 02:00:00,0.788326111,-0.007094444,0.781231667,-0.007094444,0.007094444,-0.001115000
2015-12-29 01:00:00,0.740773611,-0.006980556,0.733793056,-0.006980556,0.006980556,-0.001056944
2015-12-29 00:00:00,0.975268611,-0.007148333,0.968120278,-0.007148333,0.007148333,-0.001265278
2015-12-28 23:00:00,1.232840278,-0.006755278,1.226085000,-0.006755278,0.006755278,-0.000775000
2015-12-28 22:00:00,1.489806389,-0.005912222,1.483894167,-0.005912222,0.005912222,-0.000381111
2015-12-28 21:00:00,1.932404444,-0.005507500,1.926896944,-0.005507500,0.005507500,-0.000181667
2015-12-28 20:00:00,1.925911667,-0.005325556,1.920586111,-0.005325556,0.005325556,0.000058333
2015-12-28 19:00:00,1.587236944,-0.006030000,1.581206944,-0.006030000,0.006030000,-0.000527778
2015-12-28 18:00:00,1.335220278,0.014902778,1.331926111,0.014902778,0.003294167,-0.000686667
2015-12-28 17:00:00,1.363122500,0.736314444,1.363122500,0.736314444,-0.000000000,-0.000696667
2015-12-28 16:00:00,1.477377778,0.959990833,1.477377778,0.959990833,-0.000000000,-0.000682222
2015-12-28 15:00:00,1.447388611,1.340277500,1.447388611,1.340277500,-0.000000000,-0.000676389
2015-12-28 14:00:00,1.446479444,1.299515000,1.446479444,1.299515000,-0.000000000,-0.000712222
2015-12-28 13:00:00,1.334172222,0.836148611,1.334172222,0.836148611,-0.000000000,-0.000747500
2015-12-28 12:00:00,1.286060556,0.330450556,1.286060556,0.330450556,-0.000000000,-0.000760000
2015-12-28 11:00:00,1.431929444,0.099239722,1.431929444,0.099239722,-0.000000000,-0.000743333
2015-12-28 10:00:00,1.718338611,0.065091667,1.718338611,0.065091667,-0.000000000,-0.000781667
2015-12-28 09:00:00,1.503295000,-0.002432222,1.496515000,-0.002432222,0.006780000,-0.001347778
2015-12-28 08:00:00,1.127121667,-0.007275000,1.119846667,-0.007275000,0.007275000,-0.001332500
2015-12-28 07:00:00,0.932265278,-0.006916111,0.925349167,-0.006916111,0.006916111,-0.001109722
2015-12-28 06:00:00,0.832073333,-0.006790278,0.825283056,-0.006790278,0.006790278,-0.000989722
2015-12-28 05:00:00,0.782646944,-0.006976389,0.775670556,-0.006976389,0.006976389,-0.001068333
2015-12-28 04:00:00,0.844685000,-0.007362778,0.837322222,-0.007362778,0.007362778,-0.001251389
2015-12-28 03:00:00,0.726557778,-0.007231944,0.719325833,-0.007231944,0.007231944,-0.001242222
2015-12-28 02:00:00,0.776901667,-0.007141111,0.769760556,-0.007141111,0.007141111,-0.001252222
2015-12-28 01:00:00,0.750195833,-0.007443056,0.742752778,-0.007443056,0.007443056,-0.001305278
2015-12-28 00:00:00,0.953749167,-0.006970833,0.946778333,-0.006970833,0.006970833,-0.001130833
2015-12-27 23:00:00,1.012043889,-0.007140556,1.004903333,-0.007140556,0.007140556,-0.001247222
2015-12-27 22:00:00,1.159306944,-0.006950278,1.152356667,-0.006950278,0.006950278,-0.001018611
2015-12-27 21:00:00,1.151647778,-0.006763889,1.144883889,-0.006763889,0.006763889,-0.000845833
2015-12-27 20:00:00,1.310407778,-0.006164722,1.304243056,-0.006164722,0.006164722,-0.000591944
2015-12-27 19:00:00,1.112033056,-0.006597778,1.105435278,-0.006597778,0.006597778,-0.000791944
2015-12-27 18:00:00,1.541798333,0.329308611,1.538035278,0.329308611,0.003763056,-0.001236111
2015-12-27 17:00:00,1.575694167,1.277324722,1.575694167,1.277324722,-0.000000000,-0.001746111
2015-12-27 16:00:00,1.454013611,0.685570000,1.454013611,0.685570000,-0.000000000,-0.001515833
2015-12-27 15:00:00,1.502933333,0.205859444,1.502933333,0.205859444,-0.000000000,-0.001533333
2015-12-27 14:00:00,0.667642222,0.116091667,0.667642222,0.116091667,-0.000000000,-0.001260556
2015-12-27 13:00:00,0.608660833,0.063776389,0.608660833,0.063776389,-0.000000000,-0.001077778
2015-12-27 12:00:00,0.817811111,0.002271111,0.812045000,0.002271111,0.005766111,-0.001006389
2015-12-27 11:00:00,0.839777222,-0.007516389,0.832260833,-0.007516389,0.007516389,-0.000924444
2015-12-27 10:00:00,1.156864722,-0.007301389,1.149563333,-0.007301389,0.007301389,-0.000914722
2015-12-27 09:00:00,1.006646111,-0.007516944,0.999129167,-0.007516944,0.007516944,-0.001444167
2015-12-27 08:00:00,0.686227500,-0.006950278,0.679277222,-0.006950278,0.006950278,-0.001042500
2015-12-27 07:00:00,0.835548611,-0.007327222,0.828221389,-0.007327222,0.007327222,-0.001299722
2015-12-27 06:00:00,0.810995556,-0.007258056,0.803737500,-0.007258056,0.007258056,-0.001269722
2015-12-27 05:00:00,0.702772500,-0.007138611,0.695633889,-0.007138611,0.007138611,-0.001139722
2015-12-27 04:00:00,0.781176667,-0.007213889,0.773962778,-0.007213889,0.007213889,-0.001156111
2015-12-27 03:00:00,0.810461944,-0.007531944,0.802930000,-0.007531944,0.007531944,-0.001321667
2015-12-27 02:00:00,0.916401667,-0.007494444,0.908907222,-0.007494444,0.007494444,-0.002074722
2015-12-27 01:00:00,1.721664722,-0.008287500,1.713377222,-0.008287500,0.008287500,-0.006194167
2015-12-27 00:00:00,1.727905556,-0.005867778,1.722037778,-0.005867778,0.005867778,-0.001030556
2015-12-26 23:00:00,1.680574167,-0.005596944,1.674977222,-0.005596944,0.005596944,-0.000193889
2015-12-26 22:00:00,1.793274444,-0.005441389,1.787833056,-0.005441389,0.005441389,-0.000053333
2015-12-26 21:00:00,4.659061389,-0.005362222,4.653699167,-0.005362222,0.005362222,-0.000402222
2015-12-26 20:00:00,4.036408611,-0.005773056,4.030635556,-0.005773056,0.005773056,-0.001506667
2015-12-26 19:00:00,3.105251944,-0.005822500,3.099429444,-0.005822500,0.005822500,-0.000993611
2015-12-26 18:00:00,2.125400556,0.004636389,2.120987500,0.004636389,0.004413056,-0.001420000
2015-12-26 17:00:00,1.862769444,0.049680278,1.862769444,0.049680278,-0.000000000,-0.001707500
2015-12-26 16:00:00,2.013346667,0.112761111,2.013346667,0.112761111,-0.000000000,-0.001882222
2015-12-26 15:00:00,3.857695278,0.099647222,3.857695278,0.099647222,-0.000000000,-0.002042778
2015-12-26 14:00:00,2.046341111,0.070101667,2.046341111,0.070101667,-0.000000000,-0.000209167
2015-12-26 13:00:00,2.588982500,0.056485833,2.588982500,0.056485833,-0.000000000,-0.000822222
2015-12-26 12:00:00,3.084470556,0.023618333,3.082983889,0.023618333,0.001486667,-0.001226389
2015-12-26 11:00:00,1.784752222,-0.006427778,1.778324444,-0.006427778,0.006427778,-0.000191111
2015-12-26 10:00:00,1.592371944,-0.007421389,1.584950556,-0.007421389,0.007421389,-0.000754167
2015-12-26 09:00:00,1.269084167,-0.006790000,1.262294167,-0.006790000,0.006790000,-0.000805000
2015-12-26 08:00:00,0.990621389,-0.006306667,0.984314722,-0.006306667,0.006306667,-0.000568056
2015-12-26 07:00:00,1.086651111,-0.006440278,1.080210833,-0.006440278,0.006440278,-0.000640833
2015-12-26 06:00:00,0.968637500,-0.006544167,0.962093333,-0.006544167,0.006544167,-0.000633056
2015-12-26 05:00:00,1.065240833,-0.006509167,1.058731667,-0.006509167,0.006509167,-0.000695278
2015-12-26 04:00:00,0.984428611,-0.006597222,0.977831389,-0.006597222,0.006597222,-0.000670000
2015-12-26 03:00:00,0.984789167,-0.006402222,0.978386944,-0.006402222,0.006402222,-0.000602778
2015-12-26 02:00:00,0.943767778,-0.006581111,0.937186667,-0.006581111,0.006581111,-0.000749444
2015-12-26 01:00:00,1.088488889,-0.006489722,1.081999167,-0.006489722,0.006489722,-0.000688333
2015-12-26 00:00:00,1.255973056,-0.006272500,1.249700556,-0.006272500,0.006272500,-0.000463889
2015-12-25 23:00:00,1.357643611,-0.006256667,1.351386944,-0.006256667,0.006256667,-0.000500278
2015-12-25 22:00:00,0.932340000,-0.006443056,0.925896944,-0.006443056,0.006443056,-0.000611944
2015-12-25 21:00:00,1.004677778,-0.006398611,0.998279167,-0.006398611,0.006398611,-0.000521389
2015-12-25 20:00:00,0.989399444,-0.006569167,0.982830278,-0.006569167,0.006569167,-0.000748333
2015-12-25 19:00:00,0.970757222,-0.006320556,0.964436667,-0.006320556,0.006320556,-0.000578889
2015-12-25 18:00:00,1.010279167,-0.006630556,1.003648611,-0.006630556,0.006630556,-0.000680000
2015-12-25 17:00:00,0.904371389,0.018367222,0.902023611,0.018367222,0.002347778,-0.000678333
2015-12-25 16:00:00,0.949091944,0.074502222,0.949091944,0.074502222,-0.000000000,-0.000715000
2015-12-25 15:00:00,0.983847778,0.123429167,0.983847778,0.123429167,-0.000000000,-0.000747222
2015-12-25 14:00:00,1.097298056,0.121756111,1.097298056,0.121756111,-0.000000000,-0.000648889
2015-12-25 13:00:00,1.882803611,0.158106667,1.882803611,0.158106667,-0.000000000,-0.000223611
2015-12-25 12:00:00,1.561489722,0.238495556,1.561489722,0.238495556,-0.000000000,-0.000883611
2015-12-25 11:00:00,1.545487500,0.157968333,1.545487500,0.157968333,-0.000000000,-0.000838611
2015-12-25 10:00:00,2.042145556,0.112296111,2.042145556,0.112296111,-0.000000000,-0.000906389
2015-12-25 09:00:00,1.838783889,0.002010000,1.832694722,0.002010000,0.006089167,-0.000855000
2015-12-25 08:00:00,1.230876111,-0.006834444,1.224041667,-0.006834444,0.006834444,-0.000854444
2015-12-25 07:00:00,1.056573056,-0.006413889,1.050159167,-0.006413889,0.006413889,-0.000546667
2015-12-25 06:00:00,0.937859722,-0.006554444,0.931305278,-0.006554444,0.006554444,-0.000630278
2015-12-25 05:00:00,1.057760278,-0.006456111,1.051304167,-0.006456111,0.006456111,-0.000633611
2015-12-25 04:00:00,0.981203611,-0.006590000,0.974613611,-0.006590000,0.006590000,-0.000741667
2015-12-25 03:00:00,1.028619167,-0.006364167,1.022255000,-0.006364167,0.006364167,-0.000574722
2015-12-25 02:00:00,1.238725556,-0.006291944,1.232433611,-0.006291944,0.006291944,-0.000520000
2015-12-25 01:00:00,1.343479722,-0.006065556,1.337414167,-0.006065556,0.006065556,-0.000314167
2015-12-25 00:00:00,1.606183056,-0.005441389,1.600741667,-0.005441389,0.005441389,-0.000055833
2015-12-24 23:00:00,1.467389444,-0.005733333,1.461656111,-0.005733333,0.005733333,-0.000114722
2015-12-24 22:00:00,0.967818611,-0.006595278,0.961223333,-0.006595278,0.006595278,-0.000695000
2015-12-24 21:00:00,0.900901667,-0.006692500,0.894209167,-0.006692500,0.006692500,-0.000745556
2015-12-24 20:00:00,0.817207778,-0.006762500,0.810445278,-0.006762500,0.006762500,-0.000793611
2015-12-24 19:00:00,0.988512778,-0.006740833,0.981771944,-0.006740833,0.006740833,-0.000781389
2015-12-24 18:00:00,0.827863333,0.011386667,0.822786944,0.011386667,0.005076389,-0.001030556
2015-12-24 17:00:00,0.560034722,0.339739722,0.560034722,0.339739722,-0.000000000,-0.001000278
2015-12-24 16:00:00,0.656857778,1.102906111,0.656857778,1.102906111,-0.000000000,-0.001089444
2015-12-24 15:00:00,0.549379167,1.471975556,0.549379167,1.471975556,-0.000000000,-0.001002500
2015-12-24 14:00:00,0.575938889,1.278793611,0.575938889,1.278793611,-0.000000000,-0.001008611
2015-12-24 13:00:00,0.692423056,0.864196111,0.692423056,0.864196111,-0.000000000,-0.001106944
2015-12-24 12:00:00,0.658970833,0.323215000,0.658970833,0.323215000,-0.000000000,-0.001060000
2015-12-24 11:00:00,0.734370000,0.089588611,0.734370000,0.089588611,-0.000000000,-0.001032778
2015-12-24 10:00:00,1.663018056,0.061260833,1.663018056,0.061260833,-0.000000000,-0.000528056
2015-12-24 09:00:00,1.276163333,-0.001353611,1.269687778,-0.001353611,0.006475556,-0.001139167
2015-12-24 08:00:00,0.936840556,-0.006745556,0.930095000,-0.006745556,0.006745556,-0.000903889
2015-12-24 07:00:00,0.973443889,-0.006862778,0.966581111,-0.006862778,0.006862778,-0.000903889
2015-12-24 06:00:00,0.904748611,-0.006703611,0.898045000,-0.006703611,0.006703611,-0.000793611
2015-12-24 05:00:00,0.877743333,-0.006672222,0.871071111,-0.006672222,0.006672222,-0.000730278
2015-12-24 04:00:00,0.840716944,-0.006541389,0.834175556,-0.006541389,0.006541389,-0.000655278
2015-12-24 03:00:00,0.909603056,-0.006705833,0.902897222,-0.006705833,0.006705833,-0.000782222
2015-12-24 02:00:00,1.004224722,-0.006576111,0.997648611,-0.006576111,0.006576111,-0.000735556
2015-12-24 01:00:00,1.071697778,-0.006239167,1.065458611,-0.006239167,0.006239167,-0.000626667
2015-12-24 00:00:00,1.446427222,-0.006340000,1.440087222,-0.006340000,0.006340000,-0.000578333
2015-12-23 23:00:00,1.182837778,-0.006298056,1.176539722,-0.006298056,0.006298056,-0.000397778
2015-12-23 22:00:00,1.324163056,-0.006000278,1.318162778,-0.006000278,0.006000278,-0.000143889
2015-12-23 21:00:00,2.187202500,-0.005044167,2.182158333,-0.005044167,0.005044167,0.000274444
2015-12-23 20:00:00,2.071067500,-0.004997500,2.066070000,-0.004997500,0.004997500,0.000208333
2015-12-23 19:00:00,3.450686111,-0.005343611,3.445342500,-0.005343611,0.005343611,-0.000178333
2015-12-23 18:00:00,2.065768611,0.027131111,2.062387500,0.027131111,0.003381111,0.000077778
2015-12-23 17:00:00,1.598423611,0.185634722,1.598423611,0.185634722,-0.000000000,-0.000244444
2015-12-23 16:00:00,1.239155833,0.398852500,1.239155833,0.398852500,-0.000000000,-0.000580000
2015-12-23 15:00:00,1.163539444,0.708665556,1.163539444,0.708665556,-0.000000000,-0.000476111
2015-12-23 14:00:00,1.120946944,1.099280556,1.120946944,1.099280556,-0.000000000,-0.000665833
2015-12-23 13:00:00,0.918517778,0.855651667,0.918517778,0.855651667,-0.000000000,-0.000632778
2015-12-23 12:00:00,1.155993056,0.314720000,1.155993056,0.314720000,-0.000000000,-0.000474722
2015-12-23 11:00:00,1.075997778,0.083357778,1.075997778,0.083357778,-0.000000000,-0.000685278
2015-12-23 10:00:00,1.359388889,0.054688611,1.359388889,0.054688611,-0.000000000,-0.001080000
2015-12-23 09:00:00,1.175638889,-0.005002500,1.168359167,-0.005002500,0.007279722,-0.001225278
2015-12-23 08:00:00,1.099446111,-0.007071667,1.092374444,-0.007071667,0.007071667,-0.000984722
2015-12-23 07:00:00,0.849408611,-0.006770556,0.842638056,-0.006770556,0.006770556,-0.000726111
2015-12-23 06:00:00,0.864500000,-0.006709722,0.857790278,-0.006709722,0.006709722,-0.000781111
2015-12-23 05:00:00,0.814295278,-0.006623056,0.807672222,-0.006623056,0.006623056,-0.000683056
2015-12-23 04:00:00,0.818010000,-0.006886111,0.811123889,-0.006886111,0.006886111,-0.000889444
2015-12-23 03:00:00,0.836633611,-0.006675833,0.829957778,-0.006675833,0.006675833,-0.000711389
2015-12-23 02:00:00,1.015198611,-0.006852778,1.008345833,-0.006852778,0.006852778,-0.000872778
2015-12-23 01:00:00,1.120151667,-0.006588889,1.113562778,-0.006588889,0.006588889,-0.000661111
2015-12-23 00:00:00,1.202543611,-0.006612222,1.195931389,-0.006612222,0.006612222,-0.000485000
2015-12-22 23:00:00,1.652747222,-0.006261389,1.646485833,-0.006261389,0.006261389,-0.000261389
2015-12-22 22:00:00,1.505626389,-0.006298611,1.499327778,-0.006298611,0.006298611,-0.000457222
2015-12-22 21:00:00,2.955742500,-0.006234722,2.949507778,-0.006234722,0.006234722,-0.001236667
2015-12-22 20:00:00,3.541242778,-0.006810833,3.534431944,-0.006810833,0.006810833,-0.002058056
2015-12-22 19:00:00,2.355623056,-0.006001944,2.349621111,-0.006001944,0.006001944,-0.000596111
2015-12-22 18:00:00,1.383455556,0.012876944,1.379632500,0.012876944,0.003823056,-0.000150000
2015-12-22 17:00:00,0.634941111,0.315754167,0.634941111,0.315754167,-0.000000000,-0.000828889
2015-12-22 16:00:00,0.734276389,1.395334722,0.734276389,1.395334722,-0.000000000,-0.000790556
2015-12-22 15:00:00,0.790130000,1.370462222,0.790130000,1.370462222,-0.000000000,-0.000658611
2015-12-22 14:00:00,0.608583611,1.124726944,0.608583611,1.124726944,-0.000000000,-0.000896389
2015-12-22 13:00:00,0.588392778,0.703254722,0.588392778,0.703254722,-0.000000000,-0.001014444
2015-12-22 12:00:00,0.608362500,0.304571944,0.608362500,0.304571944,-0.000000000,-0.000906389
2015-12-22 11:00:00,0.575233889,0.101393333,0.575233889,0.101393333,-0.000000000,-0.001067500
2015-12-22 10:00:00,0.963992778,0.050939444,0.963992778,0.050939444,-0.000000000,-0.000690556
2015-12-22 09:00:00,1.589290556,-0.006439722,1.582626944,-0.006439722,0.006663611,-0.000710278
2015-12-22 08:00:00,0.976584167,-0.006738333,0.969845833,-0.006738333,0.006738333,-0.000815556
2015-12-22 07:00:00,0.842789444,-0.006641667,0.836147778,-0.006641667,0.006641667,-0.000820556
2015-12-22 06:00:00,0.863398889,-0.006506944,0.856891944,-0.006506944,0.006506944,-0.000730833
2015-12-22 05:00:00,0.838274722,-0.006745556,0.831529167,-0.006745556,0.006745556,-0.000859167
2015-12-22 04:00:00,0.883494167,-0.006571944,0.876922222,-0.006571944,0.006571944,-0.000667778
2015-12-22 03:00:00,0.894949167,-0.006682778,0.888266389,-0.006682778,0.006682778,-0.000727778
2015-12-22 02:00:00,0.888192222,-0.006550278,0.881641944,-0.006550278,0.006550278,-0.000744444
2015-12-22 01:00:00,2.285669722,-0.006705833,2.278963889,-0.006705833,0.006705833,-0.001935278
2015-12-22 00:00:00,2.023585556,-0.006627778,2.016957778,-0.006627778,0.006627778,-0.001148056
2015-12-21 23:00:00,1.419703889,-0.006714722,1.412989167,-0.006714722,0.006714722,-0.000703611
2015-12-21 22:00:00,1.098713056,-0.006189167,1.092523889,-0.006189167,0.006189167,-0.000539167
2015-12-21 21:00:00,0.913482222,-0.006505556,0.906976667,-0.006505556,0.006505556,-0.000704722
2015-12-21 20:00:00,0.894746944,-0.006392222,0.888354722,-0.006392222,0.006392222,-0.000668333
2015-12-21 19:00:00,1.916907778,-0.005119444,1.911788333,-0.005119444,0.005119444,-0.000056389
2015-12-21 18:00:00,1.839680278,0.101224167,1.836479167,0.101224167,0.003201111,-0.000654444
2015-12-21 17:00:00,0.485215556,0.678056944,0.485215556,0.678056944,-0.000000000,-0.000889444
2015-12-21 16:00:00,0.695307778,1.265408333,0.695307778,1.265408333,-0.000000000,-0.000923889
2015-12-21 15:00:00,0.840096389,1.342795278,0.840096389,1.342795278,-0.000000000,-0.000997778
2015-12-21 14:00:00,0.876353889,1.280681111,0.876353889,1.280681111,-0.000000000,-0.001133333
2015-12-21 13:00:00,0.629589167,0.839001389,0.629589167,0.839001389,-0.000000000,-0.000897500
2015-12-21 12:00:00,0.680369722,0.318713056,0.680369722,0.318713056,-0.000000000,-0.000864722
2015-12-21 11:00:00,0.993742778,0.091754722,0.993742778,0.091754722,-0.000000000,-0.000608611
2015-12-21 10:00:00,1.037080833,0.074405000,1.037080833,0.074405000,-0.000000000,-0.001015278
2015-12-21 09:00:00,1.159655556,0.001240278,1.153220833,0.001240278,0.006434722,-0.001300833
2015-12-21 08:00:00,0.776813333,-0.006572222,0.770241111,-0.006572222,0.006572222,-0.000663889
2015-12-21 07:00:00,0.927848333,-0.006682500,0.921165833,-0.006682500,0.006682500,-0.000820556
2015-12-21 06:00:00,0.786540556,-0.006643056,0.779897500,-0.006643056,0.006643056,-0.000761111
2015-12-21 05:00:00,0.773945556,-0.006584722,0.767360833,-0.006584722,0.006584722,-0.000735833
2015-12-21 04:00:00,0.838245000,-0.006588611,0.831656389,-0.006588611,0.006588611,-0.000756944
2015-12-21 03:00:00,0.854541111,-0.006592222,0.847948889,-0.006592222,0.006592222,-0.000679444
2015-12-21 02:00:00,0.949769444,-0.006832778,0.942936667,-0.006832778,0.006832778,-0.000811667
2015-12-21 01:00:00,0.921121944,-0.006653889,0.914468056,-0.006653889,0.006653889,-0.000745000
2015-12-21 00:00:00,1.190707222,-0.006461667,1.184245556,-0.006461667,0.006461667,-0.000550833
2015-12-20 23:00:00,1.439403611,-0.006041111,1.433362500,-0.006041111,0.006041111,-0.000456667
2015-12-20 22:00:00,1.698891944,-0.005480000,1.693411944,-0.005480000,0.005480000,-0.000020000
2015-12-20 21:00:00,2.306156389,-0.006248056,2.299908333,-0.006248056,0.006248056,-0.002377222
2015-12-20 20:00:00,2.706237222,-0.006726667,2.699510556,-0.006726667,0.006726667,-0.004139444
2015-12-20 19:00:00,1.834600833,-0.006081944,1.828518889,-0.006081944,0.006081944,-0.000274444
