"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar- [kW]","AC [kW]"
2015-11-30 01:00:00,0.786124444,-0.007006389,0.779118056,-0.007006389,0.007006389,-0.001232222
2015-11-30 00:00:00,1.164654167,-0.006176111,1.158478056,-0.006176111,0.006176111,-0.000793333
2015-11-29 23:00:00,1.543685278,-0.005804722,1.537880556,-0.005804722,0.005804722,-0.000279167
2015-11-29 22:00:00,1.789122778,-0.005553889,1.783568889,-0.005553889,0.005553889,-0.000159167
2015-11-29 21:00:00,2.121608889,-0.005635278,2.115973611,-0.005635278,0.005635278,-0.000208611
2015-11-29 20:00:00,2.597494167,-0.005193889,2.592300278,-0.005193889,0.005193889,-0.000129167
2015-11-29 19:00:00,3.394438611,-0.005551667,3.388886944,-0.005551667,0.005551667,-0.001482222
2015-11-29 18:00:00,1.289866111,-0.006129167,1.283736944,-0.006129167,0.006129167,-0.000523889
2015-11-29 17:00:00,1.725449444,-0.006878056,1.718571389,-0.006878056,0.006878056,-0.001151944
2015-11-29 16:00:00,3.367120556,-0.006946944,3.360173611,-0.006946944,0.006946944,-0.001635833
2015-11-29 15:00:00,1.586648611,0.021510833,1.584659167,0.021510833,0.001989444,-0.000541944
2015-11-29 14:00:00,1.391474722,0.054154167,1.391474722,0.054154167,-0.000000000,-0.000848056
2015-11-29 13:00:00,3.423822778,0.044057778,3.423822778,0.044057778,-0.000000000,-0.002114722
2015-11-29 12:00:00,1.370067500,0.010470556,1.367121667,0.010470556,0.002945833,-0.001193056
2015-11-29 11:00:00,1.009698333,-0.007560000,1.002138333,-0.007560000,0.007560000,-0.000970278
2015-11-29 10:00:00,1.052343889,-0.008060556,1.044283333,-0.008060556,0.008060556,-0.001578889
2015-11-29 09:00:00,0.831627778,-0.007299167,0.824328611,-0.007299167,0.007299167,-0.001376944
2015-11-29 08:00:00,0.695038611,-0.006895556,0.688143056,-0.006895556,0.006895556,-0.001230556
2015-11-29 07:00:00,0.730391389,-0.006976111,0.723415278,-0.006976111,0.006976111,-0.001273889
2015-11-29 06:00:00,0.683001389,-0.007201944,0.675799444,-0.007201944,0.007201944,-0.001364444
2015-11-29 05:00:00,0.673005833,-0.006982778,0.666023056,-0.006982778,0.006982778,-0.001273056
2015-11-29 04:00:00,0.667805556,-0.006926111,0.660879444,-0.006926111,0.006926111,-0.001235278
2015-11-29 03:00:00,0.636436111,-0.007101667,0.629334444,-0.007101667,0.007101667,-0.001264167
2015-11-29 02:00:00,0.758532222,-0.007043889,0.751488333,-0.007043889,0.007043889,-0.001174444
2015-11-29 01:00:00,0.804225278,-0.007133056,0.797092222,-0.007133056,0.007133056,-0.001299167
2015-11-29 00:00:00,0.905130556,-0.007109444,0.898021111,-0.007109444,0.007109444,-0.001209444
2015-11-28 23:00:00,0.868978056,-0.007360278,0.861617778,-0.007360278,0.007360278,-0.001247778
2015-11-28 22:00:00,1.069986667,-0.007366667,1.062620000,-0.007366667,0.007366667,-0.001263611
2015-11-28 21:00:00,1.601723333,-0.006131667,1.595591667,-0.006131667,0.006131667,-0.000797778
2015-11-28 20:00:00,1.726379722,-0.005188056,1.721191667,-0.005188056,0.005188056,-0.000176667
2015-11-28 19:00:00,2.438727222,-0.004639167,2.434088056,-0.004639167,0.004639167,0.000000833
2015-11-28 18:00:00,1.291335556,-0.006366667,1.284968889,-0.006366667,0.006366667,-0.000767222
2015-11-28 17:00:00,1.302763889,-0.006945000,1.295818889,-0.006945000,0.006945000,-0.000949167
2015-11-28 16:00:00,1.157537778,0.003098333,1.155262222,0.003098333,0.002275556,-0.001451944
2015-11-28 15:00:00,1.356370556,0.035829444,1.356370556,0.035829444,-0.000000000,-0.001684722
2015-11-28 14:00:00,1.165010556,0.067157222,1.165010556,0.067157222,-0.000000000,-0.001440278
2015-11-28 13:00:00,0.792791111,0.046206667,0.792791111,0.046206667,-0.000000000,-0.001230278
2015-11-28 12:00:00,0.834803889,0.027239722,0.834803889,0.027239722,-0.000000000,-0.000978333
2015-11-28 11:00:00,1.761585000,0.008341111,1.757972500,0.008341111,0.003612500,-0.000452778
2015-11-28 10:00:00,1.783582778,-0.006966111,1.776616667,-0.006966111,0.006966111,-0.000766944
2015-11-28 09:00:00,1.772910000,-0.007072778,1.765837222,-0.007072778,0.007072778,-0.001142500
2015-11-28 08:00:00,1.274246111,-0.006809722,1.267436389,-0.006809722,0.006809722,-0.001119444
2015-11-28 07:00:00,0.695637222,-0.006815833,0.688821389,-0.006815833,0.006815833,-0.001072500
2015-11-28 06:00:00,0.742256944,-0.007152778,0.735104167,-0.007152778,0.007152778,-0.001358333
2015-11-28 05:00:00,0.720681944,-0.007023056,0.713658889,-0.007023056,0.007023056,-0.001228611
2015-11-28 04:00:00,0.674730278,-0.006783056,0.667947222,-0.006783056,0.006783056,-0.001137778
2015-11-28 03:00:00,0.611363333,-0.006937778,0.604425556,-0.006937778,0.006937778,-0.001241944
2015-11-28 02:00:00,0.707505833,-0.006830278,0.700675556,-0.006830278,0.006830278,-0.001174722
2015-11-28 01:00:00,0.751234167,-0.006911389,0.744322778,-0.006911389,0.006911389,-0.001225833
2015-11-28 00:00:00,0.708147222,-0.006668611,0.701478611,-0.006668611,0.006668611,-0.001045000
2015-11-27 23:00:00,0.787696667,-0.007207500,0.780489167,-0.007207500,0.007207500,-0.001311944
2015-11-27 22:00:00,1.472117500,-0.006380278,1.465737222,-0.006380278,0.006380278,-0.000813611
2015-11-27 21:00:00,1.513221389,-0.006626389,1.506595000,-0.006626389,0.006626389,-0.000919167
2015-11-27 20:00:00,1.615417500,-0.006406111,1.609011389,-0.006406111,0.006406111,-0.000896944
2015-11-27 19:00:00,1.465601944,-0.006248611,1.459353333,-0.006248611,0.006248611,-0.000803056
2015-11-27 18:00:00,1.420859167,-0.006436111,1.414423056,-0.006436111,0.006436111,-0.000926111
2015-11-27 17:00:00,1.526662222,-0.006617500,1.520044722,-0.006617500,0.006617500,-0.000622778
2015-11-27 16:00:00,1.441954444,0.020148611,1.441918611,0.020148611,0.000035833,-0.000745833
2015-11-27 15:00:00,1.394958889,0.059366111,1.394958889,0.059366111,-0.000000000,-0.000693333
2015-11-27 14:00:00,1.474850556,0.118346389,1.474850556,0.118346389,-0.000000000,-0.001278333
2015-11-27 13:00:00,2.736685000,0.037459167,2.736685000,0.037459167,-0.000000000,-0.005898056
2015-11-27 12:00:00,2.956025000,0.036098889,2.956025000,0.036098889,-0.000000000,-0.002513056
2015-11-27 11:00:00,1.855450000,0.018534722,1.853419722,0.018534722,0.002030278,-0.000523333
2015-11-27 10:00:00,1.710900000,-0.007128056,1.703771944,-0.007128056,0.007128056,-0.000718333
2015-11-27 09:00:00,1.440152778,-0.006720833,1.433431944,-0.006720833,0.006720833,-0.000817222
2015-11-27 08:00:00,1.302304167,-0.007149444,1.295154722,-0.007149444,0.007149444,-0.001376389
2015-11-27 07:00:00,0.734104167,-0.006720000,0.727384167,-0.006720000,0.006720000,-0.001048611
2015-11-27 06:00:00,0.815899444,-0.007150556,0.808748889,-0.007150556,0.007150556,-0.001327222
2015-11-27 05:00:00,0.722500000,-0.006973611,0.715526389,-0.006973611,0.006973611,-0.001164167
2015-11-27 04:00:00,0.759825556,-0.006926944,0.752898611,-0.006926944,0.006926944,-0.001171111
2015-11-27 03:00:00,0.737575278,-0.006921667,0.730653611,-0.006921667,0.006921667,-0.001175000
2015-11-27 02:00:00,0.744368889,-0.006957778,0.737411111,-0.006957778,0.006957778,-0.001177500
2015-11-27 01:00:00,0.852635278,-0.006984722,0.845650556,-0.006984722,0.006984722,-0.001134722
2015-11-27 00:00:00,1.136932778,-0.006752500,1.130180278,-0.006752500,0.006752500,-0.001074444
2015-11-26 23:00:00,1.283430833,-0.006425000,1.277005833,-0.006425000,0.006425000,-0.000685556
2015-11-26 22:00:00,0.914865000,-0.006806389,0.908058611,-0.006806389,0.006806389,-0.001065000
2015-11-26 21:00:00,0.826507222,-0.007173611,0.819333611,-0.007173611,0.007173611,-0.001277222
2015-11-26 20:00:00,0.853513611,-0.007151944,0.846361667,-0.007151944,0.007151944,-0.001174167
2015-11-26 19:00:00,0.743401111,-0.006957500,0.736443611,-0.006957500,0.006957500,-0.001110833
2015-11-26 18:00:00,0.712070000,-0.007201944,0.704868056,-0.007201944,0.007201944,-0.001161111
2015-11-26 17:00:00,0.687604444,0.005370000,0.683183889,0.005370000,0.004420556,-0.001173333
2015-11-26 16:00:00,0.688884167,0.026016389,0.686293333,0.026016389,0.002590833,-0.001136944
2015-11-26 15:00:00,0.839471111,0.079825833,0.838895833,0.079825833,0.000575278,-0.001319722
2015-11-26 14:00:00,1.111876944,0.101212500,1.111876944,0.101212500,-0.000000000,-0.001022778
2015-11-26 13:00:00,2.679150556,0.102391944,2.679150556,0.102391944,-0.000000000,-0.001054722
2015-11-26 12:00:00,2.064219722,0.110076944,2.064219722,0.110076944,-0.000000000,-0.000256111
2015-11-26 11:00:00,2.585152500,0.153911111,2.585152500,0.153911111,-0.000000000,-0.000586111
2015-11-26 10:00:00,1.796008056,0.078312222,1.796008056,0.078312222,-0.000000000,-0.000477778
2015-11-26 09:00:00,1.710118056,-0.004908611,1.703868056,-0.004908611,0.006250000,-0.000768889
2015-11-26 08:00:00,1.034030833,-0.007131667,1.026899167,-0.007131667,0.007131667,-0.001243611
2015-11-26 07:00:00,0.717041667,-0.006940278,0.710101389,-0.006940278,0.006940278,-0.001091111
2015-11-26 06:00:00,0.680920000,-0.006940833,0.673979167,-0.006940833,0.006940833,-0.001051667
2015-11-26 05:00:00,0.707052222,-0.006993056,0.700059167,-0.006993056,0.006993056,-0.001118056
2015-11-26 04:00:00,0.719132778,-0.006964444,0.712168333,-0.006964444,0.006964444,-0.001050833
2015-11-26 03:00:00,0.668323333,-0.006914722,0.661408611,-0.006914722,0.006914722,-0.001073333
2015-11-26 02:00:00,0.706286111,-0.006936111,0.699350000,-0.006936111,0.006936111,-0.001100556
2015-11-26 01:00:00,0.802271389,-0.007178889,0.795092500,-0.007178889,0.007178889,-0.001194167
2015-11-26 00:00:00,1.065200833,-0.006760833,1.058440000,-0.006760833,0.006760833,-0.000930556
2015-11-25 23:00:00,1.056079167,-0.006708611,1.049370556,-0.006708611,0.006708611,-0.000838333
2015-11-25 22:00:00,1.471270833,-0.005815278,1.465455556,-0.005815278,0.005815278,-0.000379167
2015-11-25 21:00:00,1.561949722,-0.005830278,1.556119444,-0.005830278,0.005830278,-0.000534167
2015-11-25 20:00:00,2.749919722,-0.006052500,2.743867222,-0.006052500,0.006052500,-0.000913611
2015-11-25 19:00:00,1.452015833,-0.005555000,1.446460833,-0.005555000,0.005555000,-0.000395556
2015-11-25 18:00:00,1.354255833,-0.001989167,1.349776389,-0.001989167,0.004479444,-0.000473056
2015-11-25 17:00:00,1.082888889,0.063768611,1.082888889,0.063768611,-0.000000000,-0.000745833
2015-11-25 16:00:00,0.741363889,0.119358889,0.741363889,0.119358889,-0.000000000,-0.000917778
2015-11-25 15:00:00,0.594334444,0.353020000,0.594334444,0.353020000,-0.000000000,-0.000986944
2015-11-25 14:00:00,1.024511389,0.952329722,1.024511389,0.952329722,-0.000000000,-0.000705000
2015-11-25 13:00:00,1.398261667,0.559596944,1.398261667,0.559596944,-0.000000000,-0.000559167
2015-11-25 12:00:00,1.362524167,0.445766944,1.362524167,0.445766944,-0.000000000,-0.000539167
2015-11-25 11:00:00,1.234530833,0.108056111,1.234530833,0.108056111,-0.000000000,-0.000571944
2015-11-25 10:00:00,1.242014722,0.122283611,1.242014722,0.122283611,-0.000000000,-0.000598889
2015-11-25 09:00:00,1.356002500,0.031588056,1.352563889,0.031588056,0.003438611,-0.000886944
2015-11-25 08:00:00,1.292586944,-0.007237222,1.285349722,-0.007237222,0.007237222,-0.001149167
2015-11-25 07:00:00,0.793658056,-0.007150278,0.786507778,-0.007150278,0.007150278,-0.001138333
2015-11-25 06:00:00,0.653551111,-0.006929444,0.646621667,-0.006929444,0.006929444,-0.000975833
2015-11-25 05:00:00,0.643664444,-0.006919167,0.636745278,-0.006919167,0.006919167,-0.001009444
2015-11-25 04:00:00,0.693552222,-0.007014444,0.686537778,-0.007014444,0.007014444,-0.001023889
2015-11-25 03:00:00,0.635850833,-0.006929722,0.628921111,-0.006929722,0.006929722,-0.000933333
2015-11-25 02:00:00,0.560181389,-0.006738611,0.553442778,-0.006738611,0.006738611,-0.000785556
2015-11-25 01:00:00,0.579955833,-0.006829444,0.573126389,-0.006829444,0.006829444,-0.000868889
2015-11-25 00:00:00,0.812808333,-0.006864167,0.805944167,-0.006864167,0.006864167,-0.000939722
2015-11-24 23:00:00,0.783338611,-0.007067222,0.776271389,-0.007067222,0.007067222,-0.001070833
2015-11-24 22:00:00,1.142334722,-0.006493889,1.135840833,-0.006493889,0.006493889,-0.000786389
2015-11-24 21:00:00,1.608147222,-0.006019722,1.602127500,-0.006019722,0.006019722,-0.000549444
2015-11-24 20:00:00,1.910423611,-0.006400556,1.904023056,-0.006400556,0.006400556,-0.000632222
2015-11-24 19:00:00,1.601515000,-0.006310556,1.595204444,-0.006310556,0.006310556,-0.000634167
2015-11-24 18:00:00,1.144069722,0.282124167,1.140936111,0.282124167,0.003133611,-0.000801667
2015-11-24 17:00:00,0.566303889,1.043470000,0.566303889,1.043470000,-0.000000000,-0.000908889
2015-11-24 16:00:00,0.450831389,1.068359722,0.450831389,1.068359722,-0.000000000,-0.000953056
2015-11-24 15:00:00,0.545297222,1.489336389,0.545297222,1.489336389,-0.000000000,-0.000880833
2015-11-24 14:00:00,0.579390556,1.381594167,0.579390556,1.381594167,-0.000000000,-0.000834167
2015-11-24 13:00:00,0.678160556,1.013110000,0.678160556,1.013110000,-0.000000000,-0.000936944
2015-11-24 12:00:00,1.347547500,0.489677222,1.347547500,0.489677222,-0.000000000,-0.000415833
2015-11-24 11:00:00,1.647963056,0.102383056,1.647963056,0.102383056,-0.000000000,-0.000403611
2015-11-24 10:00:00,2.012653889,0.053894444,2.012653889,0.053894444,-0.000000000,-0.000323611
2015-11-24 09:00:00,1.662194722,0.033794167,1.659361667,0.033794167,0.002833056,-0.000892778
2015-11-24 08:00:00,0.996241389,-0.006377778,0.989863611,-0.006377778,0.006377778,-0.000776389
2015-11-24 07:00:00,0.741371944,-0.006959444,0.734412500,-0.006959444,0.006959444,-0.001122500
2015-11-24 06:00:00,0.731084167,-0.007224722,0.723859444,-0.007224722,0.007224722,-0.001201111
2015-11-24 05:00:00,0.605485833,-0.006958889,0.598526944,-0.006958889,0.006958889,-0.001043056
2015-11-24 04:00:00,0.685299444,-0.006895278,0.678404167,-0.006895278,0.006895278,-0.001071944
2015-11-24 03:00:00,0.656144722,-0.006908889,0.649235833,-0.006908889,0.006908889,-0.001025556
2015-11-24 02:00:00,0.608284167,-0.007167778,0.601116389,-0.007167778,0.007167778,-0.001107222
2015-11-24 01:00:00,0.793126944,-0.006814167,0.786312778,-0.006814167,0.006814167,-0.000929167
2015-11-24 00:00:00,0.952521389,-0.007156944,0.945364444,-0.007156944,0.007156944,-0.001090000
2015-11-23 23:00:00,0.818890000,-0.006961111,0.811928889,-0.006961111,0.006961111,-0.000921389
2015-11-23 22:00:00,0.567480556,-0.007060833,0.560419722,-0.007060833,0.007060833,-0.000975278
2015-11-23 21:00:00,0.611791111,-0.007023056,0.604768056,-0.007023056,0.007023056,-0.001015833
2015-11-23 20:00:00,0.671517500,-0.006883889,0.664633611,-0.006883889,0.006883889,-0.000961667
2015-11-23 19:00:00,1.023286944,-0.006197500,1.017089444,-0.006197500,0.006197500,-0.000697222
2015-11-23 18:00:00,0.547577500,0.053385000,0.543979444,0.053385000,0.003598056,-0.000916667
2015-11-23 17:00:00,0.530058889,0.406898056,0.530058889,0.406898056,-0.000000000,-0.001015000
2015-11-23 16:00:00,0.602002500,1.274533611,0.602002500,1.274533611,-0.000000000,-0.001021667
2015-11-23 15:00:00,0.530956389,1.455758889,0.530956389,1.455758889,-0.000000000,-0.000961111
2015-11-23 14:00:00,0.578335000,1.365561667,0.578335000,1.365561667,-0.000000000,-0.000927778
2015-11-23 13:00:00,0.899466667,1.059516111,0.899466667,1.059516111,-0.000000000,-0.001021667
2015-11-23 12:00:00,0.797188611,0.522643889,0.797188611,0.522643889,-0.000000000,-0.001077222
2015-11-23 11:00:00,0.862268611,0.119195833,0.862268611,0.119195833,-0.000000000,-0.000805278
2015-11-23 10:00:00,1.025736111,0.068731389,1.025736111,0.068731389,-0.000000000,-0.001050556
2015-11-23 09:00:00,1.480990833,0.021062500,1.477961944,0.021062500,0.003028889,-0.000994722
2015-11-23 08:00:00,1.026653889,-0.006947778,1.019706111,-0.006947778,0.006947778,-0.000975556
2015-11-23 07:00:00,0.928960556,-0.007090556,0.921870000,-0.007090556,0.007090556,-0.001316389
2015-11-23 06:00:00,0.651396111,-0.006899167,0.644496944,-0.006899167,0.006899167,-0.001028889
2015-11-23 05:00:00,0.743581667,-0.007018056,0.736563611,-0.007018056,0.007018056,-0.001213889
2015-11-23 04:00:00,0.611223611,-0.006903056,0.604320556,-0.006903056,0.006903056,-0.001028056
2015-11-23 03:00:00,0.633161667,-0.006836667,0.626325000,-0.006836667,0.006836667,-0.000948611
2015-11-23 02:00:00,0.658088333,-0.006927500,0.651160833,-0.006927500,0.006927500,-0.000938889
2015-11-23 01:00:00,0.614217222,-0.006670278,0.607546944,-0.006670278,0.006670278,-0.000881111
2015-11-23 00:00:00,1.016176389,-0.006158056,1.010018333,-0.006158056,0.006158056,-0.000575833
2015-11-22 23:00:00,1.184145556,-0.006946944,1.177198611,-0.006946944,0.006946944,-0.000975000
2015-11-22 22:00:00,1.058302778,-0.006972500,1.051330278,-0.006972500,0.006972500,-0.000988056
2015-11-22 21:00:00,1.077103056,-0.006973056,1.070130000,-0.006973056,0.006973056,-0.001019444
2015-11-22 20:00:00,1.429366667,-0.006620556,1.422746111,-0.006620556,0.006620556,-0.000928333
2015-11-22 19:00:00,1.826747222,-0.006874444,1.819872778,-0.006874444,0.006874444,-0.001139722
2015-11-22 18:00:00,1.174466667,0.285916389,1.171085000,0.285916389,0.003381667,-0.000605833
2015-11-22 17:00:00,1.139492500,1.213553889,1.139492500,1.213553889,-0.000000000,-0.000581667
2015-11-22 16:00:00,1.138144167,1.520239722,1.138144167,1.520239722,-0.000000000,-0.000592222
2015-11-22 15:00:00,1.367028611,1.567122222,1.367028611,1.567122222,-0.000000000,-0.000823056
2015-11-22 14:00:00,1.003482500,1.386239722,1.003482500,1.386239722,-0.000000000,-0.000543889
2015-11-22 13:00:00,1.022205833,1.035480000,1.022205833,1.035480000,-0.000000000,-0.000591944
2015-11-22 12:00:00,1.304719444,0.520773056,1.304719444,0.520773056,-0.000000000,-0.000753611
2015-11-22 11:00:00,3.047055278,0.113936667,3.047055278,0.113936667,-0.000000000,-0.001288611
2015-11-22 10:00:00,3.462545000,0.066562222,3.462545000,0.066562222,-0.000000000,-0.001873611
2015-11-22 09:00:00,3.009789167,0.019566667,3.006263611,0.019566667,0.003525556,-0.002026389
2015-11-22 08:00:00,2.075841667,-0.007595556,2.068246111,-0.007595556,0.007595556,-0.001432778
2015-11-22 07:00:00,0.925014444,-0.007086389,0.917928056,-0.007086389,0.007086389,-0.001249444
2015-11-22 06:00:00,0.670865833,-0.007219444,0.663646389,-0.007219444,0.007219444,-0.001288056
2015-11-22 05:00:00,0.741965833,-0.007182500,0.734783333,-0.007182500,0.007182500,-0.001221389
2015-11-22 04:00:00,0.691395000,-0.007120278,0.684274722,-0.007120278,0.007120278,-0.001300833
2015-11-22 03:00:00,0.724031111,-0.007214167,0.716816944,-0.007214167,0.007214167,-0.001311111
2015-11-22 02:00:00,0.669695278,-0.007133889,0.662561389,-0.007133889,0.007133889,-0.001215833
2015-11-22 01:00:00,0.701032500,-0.006993056,0.694039444,-0.006993056,0.006993056,-0.001158056
2015-11-22 00:00:00,0.921322500,-0.006781944,0.914540556,-0.006781944,0.006781944,-0.001013333
2015-11-21 23:00:00,1.410040833,-0.006476389,1.403564444,-0.006476389,0.006476389,-0.000906111
2015-11-21 22:00:00,1.294880556,-0.006324722,1.288555833,-0.006324722,0.006324722,-0.000840000
2015-11-21 21:00:00,1.094157778,-0.006739444,1.087418333,-0.006739444,0.006739444,-0.001179444
2015-11-21 20:00:00,1.149445000,-0.007025000,1.142420000,-0.007025000,0.007025000,-0.001343611
2015-11-21 19:00:00,0.898582222,-0.006501389,0.892080833,-0.006501389,0.006501389,-0.000939444
2015-11-21 18:00:00,1.392385278,0.343111944,1.388644167,0.343111944,0.003741111,-0.001407778
2015-11-21 17:00:00,2.662072778,0.381041944,2.662072778,0.381041944,-0.000000000,-0.000955833
2015-11-21 16:00:00,1.451523056,0.450400000,1.451523056,0.450400000,-0.000000000,-0.000741667
2015-11-21 15:00:00,5.466834444,0.508279167,5.466834444,0.508279167,-0.000000000,-0.001971667
2015-11-21 14:00:00,3.065219167,0.912168056,3.065219167,0.912168056,-0.000000000,-0.000503611
2015-11-21 13:00:00,2.154634167,0.071273056,2.154305556,0.071273056,0.000328611,-0.000341111
2015-11-21 12:00:00,1.749021944,-0.006415556,1.742606389,-0.006415556,0.006415556,-0.000378889
2015-11-21 11:00:00,1.113938889,-0.007319167,1.106619722,-0.007319167,0.007319167,-0.000761667
2015-11-21 10:00:00,0.895315278,-0.007962500,0.887352778,-0.007962500,0.007962500,-0.001175000
2015-11-21 09:00:00,1.551545278,-0.006703056,1.544842222,-0.006703056,0.006703056,-0.000732500
2015-11-21 08:00:00,1.160229722,-0.006841944,1.153387778,-0.006841944,0.006841944,-0.001157778
2015-11-21 07:00:00,1.228228889,-0.007528333,1.220700556,-0.007528333,0.007528333,-0.001562500
2015-11-21 06:00:00,0.747182778,-0.007317222,0.739865556,-0.007317222,0.007317222,-0.001223889
2015-11-21 05:00:00,0.799569167,-0.007308333,0.792260833,-0.007308333,0.007308333,-0.001260278
2015-11-21 04:00:00,0.686348889,-0.007095278,0.679253611,-0.007095278,0.007095278,-0.001127222
2015-11-21 03:00:00,0.690073056,-0.007376389,0.682696667,-0.007376389,0.007376389,-0.001353333
2015-11-21 02:00:00,0.763180833,-0.007148889,0.756031944,-0.007148889,0.007148889,-0.001185833
2015-11-21 01:00:00,0.712783889,-0.006938333,0.705845556,-0.006938333,0.006938333,-0.001066111
2015-11-21 00:00:00,1.023593889,-0.007554167,1.016039722,-0.007554167,0.007554167,-0.001671389
2015-11-20 23:00:00,1.041518889,-0.007401667,1.034117222,-0.007401667,0.007401667,-0.001229167
2015-11-20 22:00:00,1.083936389,-0.007224444,1.076711944,-0.007224444,0.007224444,-0.001702778
2015-11-20 21:00:00,2.035920278,-0.007515278,2.028405000,-0.007515278,0.007515278,-0.005245556
2015-11-20 20:00:00,1.535635556,-0.006971944,1.528663611,-0.006971944,0.006971944,-0.002415833
2015-11-20 19:00:00,1.415728611,-0.006100833,1.409627778,-0.006100833,0.006100833,-0.000540278
2015-11-20 18:00:00,1.530822500,-0.003565556,1.525205556,-0.003565556,0.005616944,-0.000305000
2015-11-20 17:00:00,1.436676111,0.033780000,1.436166667,0.033780000,0.000509444,-0.000555833
2015-11-20 16:00:00,1.424424167,0.143045278,1.424424167,0.143045278,-0.000000000,-0.000537778
2015-11-20 15:00:00,1.039408889,1.112580278,1.039408889,1.112580278,-0.000000000,-0.000635278
2015-11-20 14:00:00,0.704503889,1.310241667,0.704503889,1.310241667,-0.000000000,-0.000845833
2015-11-20 13:00:00,0.774546389,0.875670278,0.774546389,0.875670278,-0.000000000,-0.000865000
2015-11-20 12:00:00,0.937870000,0.364076389,0.937870000,0.364076389,-0.000000000,-0.000960833
2015-11-20 11:00:00,0.847161389,0.224597500,0.847161389,0.224597500,-0.000000000,-0.000864444
2015-11-20 10:00:00,0.956626111,0.070625556,0.956626111,0.070625556,-0.000000000,-0.000873056
2015-11-20 09:00:00,1.449730556,0.023473333,1.447257222,0.023473333,0.002473333,-0.000730833
2015-11-20 08:00:00,1.155927778,-0.007313333,1.148614444,-0.007313333,0.007313333,-0.001305556
2015-11-20 07:00:00,0.711286944,-0.007006667,0.704280278,-0.007006667,0.007006667,-0.001243333
2015-11-20 06:00:00,0.637264444,-0.006965000,0.630299444,-0.006965000,0.006965000,-0.001021944
2015-11-20 05:00:00,0.806836667,-0.007217222,0.799619444,-0.007217222,0.007217222,-0.001246667
2015-11-20 04:00:00,0.733286944,-0.007138056,0.726148889,-0.007138056,0.007138056,-0.001227500
2015-11-20 03:00:00,0.621063056,-0.006882222,0.614180833,-0.006882222,0.006882222,-0.000925556
2015-11-20 02:00:00,0.694900278,-0.006853889,0.688046389,-0.006853889,0.006853889,-0.000986111
2015-11-20 01:00:00,0.814576389,-0.006669444,0.807906944,-0.006669444,0.006669444,-0.000855278
2015-11-20 00:00:00,0.823431389,-0.006456111,0.816975278,-0.006456111,0.006456111,-0.000802500
2015-11-19 23:00:00,0.739744167,-0.007177778,0.732566389,-0.007177778,0.007177778,-0.001096667
2015-11-19 22:00:00,1.551765556,-0.006451667,1.545313889,-0.006451667,0.006451667,-0.000607222
2015-11-19 21:00:00,1.930590278,-0.005693889,1.924896389,-0.005693889,0.005693889,-0.000318889
2015-11-19 20:00:00,1.623481111,-0.006033333,1.617447778,-0.006033333,0.006033333,-0.000629444
2015-11-19 19:00:00,2.767672222,-0.006291111,2.761381111,-0.006291111,0.006291111,-0.000875833
2015-11-19 18:00:00,2.104068889,0.315998889,2.100723056,0.315998889,0.003345833,-0.000729167
2015-11-19 17:00:00,1.658200000,1.239153889,1.658200000,1.239153889,-0.000000000,-0.001397500
2015-11-19 16:00:00,1.420726667,1.540171111,1.420726667,1.540171111,-0.000000000,-0.001325833
2015-11-19 15:00:00,1.481706111,1.587720833,1.481706111,1.587720833,-0.000000000,-0.001446389
2015-11-19 14:00:00,1.038335833,1.440191667,1.038335833,1.440191667,-0.000000000,-0.000935278
2015-11-19 13:00:00,0.597241389,1.107089722,0.597241389,1.107089722,-0.000000000,-0.000958333
2015-11-19 12:00:00,1.259761944,0.574175000,1.259761944,0.574175000,-0.000000000,-0.000549444
2015-11-19 11:00:00,2.179920278,0.139477222,2.179920278,0.139477222,-0.000000000,-0.000071667
2015-11-19 10:00:00,1.453562222,0.145014167,1.453562222,0.145014167,-0.000000000,-0.000827222
2015-11-19 09:00:00,1.896990278,0.047054444,1.895090000,0.047054444,0.001900278,-0.000919444
2015-11-19 08:00:00,1.346997500,-0.006946944,1.340050556,-0.006946944,0.006946944,-0.001045000
2015-11-19 07:00:00,0.702637222,-0.007138611,0.695498611,-0.007138611,0.007138611,-0.001190556
2015-11-19 06:00:00,0.700707778,-0.006990556,0.693717222,-0.006990556,0.006990556,-0.001198333
2015-11-19 05:00:00,0.744154722,-0.007099722,0.737055000,-0.007099722,0.007099722,-0.001183611
2015-11-19 04:00:00,0.683192778,-0.007095556,0.676097222,-0.007095556,0.007095556,-0.001225000
2015-11-19 03:00:00,0.682619167,-0.007055556,0.675563611,-0.007055556,0.007055556,-0.001208056
2015-11-19 02:00:00,0.788806111,-0.007176111,0.781630000,-0.007176111,0.007176111,-0.001190278
2015-11-19 01:00:00,0.739949722,-0.007206944,0.732742778,-0.007206944,0.007206944,-0.001028889
2015-11-19 00:00:00,0.897446389,-0.007274167,0.890172222,-0.007274167,0.007274167,-0.001209167
2015-11-18 23:00:00,1.044686667,-0.007630556,1.037056111,-0.007630556,0.007630556,-0.001423889
2015-11-18 22:00:00,1.079620556,-0.006876944,1.072743611,-0.006876944,0.006876944,-0.000925278
2015-11-18 21:00:00,2.035794444,-0.007668889,2.028125556,-0.007668889,0.007668889,-0.001447500
2015-11-18 20:00:00,2.572573611,-0.007705556,2.564868056,-0.007705556,0.007705556,-0.001665556
