"Date & Time","Use [kW]","Gen [kW]","Subpanel [kW]","Solar [kW]"
2015-12-31 23:00,5.123335278,-0.013609444,5.123335278,-0.013609444
2015-12-31 22:00,5.065549167,-0.013581944,5.065549167,-0.013581944
2015-12-31 21:00,5.082327222,-0.013561944,5.082327222,-0.013561944
2015-12-31 20:00,5.078330000,-0.013580278,5.078330000,-0.013580278
2015-12-31 19:00,5.101219722,-0.013557778,5.101219722,-0.013557778
2015-12-31 18:00,5.120275278,0.027541944,5.120275278,0.027541944
2015-12-31 17:00,4.695261389,0.388388333,4.695261389,0.388388333
2015-12-31 16:00,4.565639722,2.664553889,4.565639722,2.664553889
2015-12-31 15:00,4.573366111,4.030568611,4.573366111,4.030568611
2015-12-31 14:00,4.581601944,4.248081111,4.581601944,4.248081111
2015-12-31 13:00,4.590422778,2.935688611,4.590422778,2.935688611
2015-12-31 12:00,4.677306111,4.293714722,4.677306111,4.293714722
2015-12-31 11:00,4.969245833,3.317343333,4.969245833,3.317343333
2015-12-31 10:00,4.948153056,0.701866389,4.948153056,0.701866389
2015-12-31 09:00,4.777850000,0.043831389,4.777850000,0.043831389
2015-12-31 08:00,5.070070278,-0.013633333,5.070070278,-0.013633333
2015-12-31 07:00,5.067773889,-0.013584167,5.067773889,-0.013584167
2015-12-31 06:00,5.154641111,-0.013616667,5.154641111,-0.013616667
2015-12-31 05:00,5.127368889,-0.013709444,5.127368889,-0.013709444
2015-12-31 04:00,5.144485556,-0.013664167,5.144485556,-0.013664167
2015-12-31 03:00,5.163691111,-0.013610000,5.163691111,-0.013610000
2015-12-31 02:00,5.149411111,-0.013660000,5.149411111,-0.013660000
2015-12-31 01:00,5.062671944,-0.013647222,5.062671944,-0.013647222
2015-12-31 00:00,5.123748889,-0.013616944,5.123748889,-0.013616944
2015-12-30 23:00,5.050761389,-0.013570000,5.050761389,-0.013570000
2015-12-30 22:00,5.076205000,-0.013579722,5.076205000,-0.013579722
2015-12-30 21:00,5.062619722,-0.013565000,5.062619722,-0.013565000
2015-12-30 20:00,5.058675278,-0.013563889,5.058675278,-0.013563889
2015-12-30 19:00,5.049566389,-0.013514167,5.049566389,-0.013514167
2015-12-30 18:00,5.180768333,0.012715000,5.180768333,0.012715000
2015-12-30 17:00,4.795984167,0.448736111,4.795984167,0.448736111
2015-12-30 16:00,4.663462778,2.315828333,4.663462778,2.315828333
2015-12-30 15:00,4.724252222,3.904906667,4.724252222,3.904906667
2015-12-30 14:00,5.530730000,3.452641667,5.530730000,3.452641667
2015-12-30 13:00,4.671387778,2.641975000,4.671387778,2.641975000
2015-12-30 12:00,4.625967222,1.616543611,4.625967222,1.616543611
2015-12-30 11:00,4.590575833,0.985348333,4.590575833,0.985348333
2015-12-30 10:00,4.616698889,0.376741944,4.616698889,0.376741944
2015-12-30 09:00,4.732756667,0.031239167,4.732756667,0.031239167
2015-12-30 08:00,5.085492778,-0.013407500,5.085492778,-0.013407500
2015-12-30 07:00,5.053840000,-0.013576944,5.053840000,-0.013576944
2015-12-30 06:00,5.040660833,-0.013526667,5.040660833,-0.013526667
2015-12-30 05:00,5.070166944,-0.013536389,5.070166944,-0.013536389
2015-12-30 04:00,5.081190000,-0.013580278,5.081190000,-0.013580278
2015-12-30 03:00,5.133597778,-0.013583333,5.133597778,-0.013583333
2015-12-30 02:00,5.150534444,-0.013625278,5.150534444,-0.013625278
2015-12-30 01:00,5.143313333,-0.013668611,5.143313333,-0.013668611
2015-12-30 00:00,5.145991389,-0.013650556,5.145991389,-0.013650556
2015-12-29 23:00,5.131700278,-0.013564167,5.131700278,-0.013564167
2015-12-29 22:00,5.151686111,-0.013563611,5.151686111,-0.013563611
2015-12-29 21:00,5.141696944,-0.013519722,5.141696944,-0.013519722
2015-12-29 20:00,5.248655278,-0.013550000,5.248655278,-0.013550000
2015-12-29 19:00,5.217718889,-0.013546111,5.217718889,-0.013546111
2015-12-29 18:00,5.266913611,-0.018870000,5.266913611,-0.018870000
2015-12-29 17:00,5.145293056,0.154437222,5.145293056,0.154437222
2015-12-29 16:00,5.258281944,0.923358056,5.258281944,0.923358056
2015-12-29 15:00,4.743685000,1.409808889,4.743685000,1.409808889
2015-12-29 14:00,4.867766944,1.589355833,4.867766944,1.589355833
2015-12-29 13:00,4.695974167,1.347269722,4.695974167,1.347269722
2015-12-29 12:00,4.783553611,0.921341111,4.783553611,0.921341111
2015-12-29 11:00,4.715315556,0.942689444,4.715315556,0.942689444
2015-12-29 10:00,4.657676389,0.463098056,4.657676389,0.463098056
2015-12-29 09:00,5.974199722,0.029213333,5.974199722,0.029213333
2015-12-29 08:00,5.346473611,-0.013415556,5.346473611,-0.013415556
2015-12-29 07:00,5.026431944,-0.013718611,5.026431944,-0.013718611
2015-12-29 06:00,5.071166944,-0.013581667,5.071166944,-0.013581667
2015-12-29 05:00,5.095670278,-0.013620556,5.095670278,-0.013620556
2015-12-29 04:00,5.043755278,-0.013596111,5.043755278,-0.013596111
2015-12-29 03:00,5.122671667,-0.013656944,5.122671667,-0.013656944
2015-12-29 02:00,5.140215556,-0.013693889,5.140215556,-0.013693889
2015-12-29 01:00,5.100800278,-0.013669722,5.100800278,-0.013669722
2015-12-29 00:00,5.106224167,-0.013623611,5.106224167,-0.013623611
2015-12-28 23:00,5.100349444,-0.013643056,5.100349444,-0.013643056
2015-12-28 22:00,5.110242778,-0.013565278,5.110242778,-0.013565278
2015-12-28 21:00,5.104428889,-0.013466944,5.104428889,-0.013466944
2015-12-28 20:00,5.183744167,-0.013573889,5.183744167,-0.013573889
2015-12-28 19:00,5.176380000,-0.013527778,5.176380000,-0.013527778
2015-12-28 18:00,5.455039444,-0.019022222,5.455039444,-0.019022222
2015-12-28 17:00,4.904480278,0.092501944,4.904480278,0.092501944
2015-12-28 16:00,4.619205833,0.485771667,4.619205833,0.485771667
2015-12-28 15:00,4.601323333,1.005103889,4.601323333,1.005103889
2015-12-28 14:00,4.536505833,1.095485278,4.536505833,1.095485278
2015-12-28 13:00,4.568125556,0.716431111,4.568125556,0.716431111
2015-12-28 12:00,4.469949722,0.346572500,4.469949722,0.346572500
2015-12-28 11:00,4.537743056,0.190864722,4.537743056,0.190864722
2015-12-28 10:00,4.649837778,0.047711667,4.649837778,0.047711667
2015-12-28 09:00,5.371062222,-0.018891667,5.371062222,-0.018891667
2015-12-28 08:00,4.569274167,-0.013893611,4.569274167,-0.013893611
2015-12-28 07:00,4.548603611,-0.013917500,4.548603611,-0.013917500
2015-12-28 06:00,4.531861667,-0.013857222,4.531861667,-0.013857222
2015-12-28 05:00,4.539863611,-0.013865556,4.539863611,-0.013865556
2015-12-28 04:00,4.539580556,-0.013837500,4.539580556,-0.013837500
2015-12-28 03:00,4.550049722,-0.013816944,4.550049722,-0.013816944
2015-12-28 02:00,4.584784722,-0.013802222,4.584784722,-0.013802222
2015-12-28 01:00,4.534445556,-0.013760000,4.534445556,-0.013760000
2015-12-28 00:00,4.534466111,-0.013728889,4.534466111,-0.013728889
2015-12-27 23:00,4.556776389,-0.013695000,4.556776389,-0.013695000
2015-12-27 22:00,4.556399444,-0.013694444,4.556399444,-0.013694444
2015-12-27 21:00,4.534802222,-0.013676389,4.534802222,-0.013676389
2015-12-27 20:00,4.530371111,-0.013651111,4.530371111,-0.013651111
2015-12-27 19:00,4.534896389,-0.013713889,4.534896389,-0.013713889
2015-12-27 18:00,4.524442778,-0.013678611,4.524442778,-0.013678611
2015-12-27 17:00,3.972564444,-0.012220833,3.972564444,-0.012220833
2015-12-27 16:00,3.876517500,0.110930833,3.876517500,0.110930833
2015-12-27 15:00,3.878817500,0.230486389,3.878817500,0.230486389
2015-12-27 14:00,3.868846944,0.273088889,3.868846944,0.273088889
2015-12-27 13:00,3.899293611,0.237350278,3.899293611,0.237350278
2015-12-27 12:00,3.878571111,0.173733056,3.878571111,0.173733056
2015-12-27 11:00,3.923946944,0.087838056,3.923946944,0.087838056
2015-12-27 10:00,3.961762500,0.001341667,3.961762500,0.001341667
2015-12-27 09:00,4.116027778,-0.017290833,4.116027778,-0.017290833
2015-12-27 08:00,4.448119722,-0.013786667,4.448119722,-0.013786667
2015-12-27 07:00,4.455635833,-0.013844444,4.455635833,-0.013844444
2015-12-27 06:00,4.453308889,-0.013816111,4.453308889,-0.013816111
2015-12-27 05:00,4.448336389,-0.013818333,4.448336389,-0.013818333
2015-12-27 04:00,4.471778889,-0.013795833,4.471778889,-0.013795833
2015-12-27 03:00,4.553818611,-0.013800833,4.553818611,-0.013800833
2015-12-27 02:00,4.616720278,-0.013821667,4.616720278,-0.013821667
2015-12-27 01:00,4.566977500,-0.013743611,4.566977500,-0.013743611
2015-12-27 00:00,4.531083611,-0.013738611,4.531083611,-0.013738611
2015-12-26 23:00,4.542910556,-0.013725556,4.542910556,-0.013725556
2015-12-26 22:00,4.543058056,-0.013691667,4.543058056,-0.013691667
2015-12-26 21:00,4.530804444,-0.013666944,4.530804444,-0.013666944
2015-12-26 20:00,4.528805278,-0.013678611,4.528805278,-0.013678611
2015-12-26 19:00,4.545648889,-0.013642222,4.545648889,-0.013642222
2015-12-26 18:00,4.533308611,-0.013673056,4.533308611,-0.013673056
2015-12-26 17:00,4.043450278,-0.017662500,4.043450278,-0.017662500
2015-12-26 16:00,3.959968611,0.043375556,3.959968611,0.043375556
2015-12-26 15:00,3.951471944,0.100395278,3.951471944,0.100395278
2015-12-26 14:00,3.954775000,0.059277222,3.954775000,0.059277222
2015-12-26 13:00,3.980252222,0.054271389,3.980252222,0.054271389
2015-12-26 12:00,3.960099444,0.036544167,3.960099444,0.036544167
2015-12-26 11:00,3.965065833,-0.006355833,3.965065833,-0.006355833
2015-12-26 10:00,3.958618889,-0.021205556,3.958618889,-0.021205556
2015-12-26 09:00,4.148095000,-0.013706944,4.148095000,-0.013706944
2015-12-26 08:00,4.534272778,-0.013763611,4.534272778,-0.013763611
2015-12-26 07:00,4.541296667,-0.013772500,4.541296667,-0.013772500
2015-12-26 06:00,4.533373611,-0.013791389,4.533373611,-0.013791389
2015-12-26 05:00,4.531803611,-0.013772222,4.531803611,-0.013772222
2015-12-26 04:00,4.539042778,-0.013751944,4.539042778,-0.013751944
2015-12-26 03:00,4.548964722,-0.013727222,4.548964722,-0.013727222
2015-12-26 02:00,4.586206111,-0.013762778,4.586206111,-0.013762778
2015-12-26 01:00,4.537302500,-0.013739444,4.537302500,-0.013739444
2015-12-26 00:00,4.531159722,-0.013709444,4.531159722,-0.013709444
2015-12-25 23:00,4.528527222,-0.013683056,4.528527222,-0.013683056
2015-12-25 22:00,4.537804722,-0.013646667,4.537804722,-0.013646667
2015-12-25 21:00,4.523372500,-0.013665833,4.523372500,-0.013665833
2015-12-25 20:00,4.491216389,-0.013627222,4.491216389,-0.013627222
2015-12-25 19:00,4.533755833,-0.013645833,4.533755833,-0.013645833
2015-12-25 18:00,4.529067500,-0.017383611,4.529067500,-0.017383611
2015-12-25 17:00,4.051201667,0.252408889,4.051201667,0.252408889
2015-12-25 16:00,4.045067222,0.793396389,4.045067222,0.793396389
2015-12-25 15:00,3.993370556,1.486113889,3.993370556,1.486113889
2015-12-25 14:00,4.036611389,1.995157500,4.036611389,1.995157500
2015-12-25 13:00,3.997961944,1.989670833,3.997961944,1.989670833
2015-12-25 12:00,4.041385278,1.284741944,4.041385278,1.284741944
2015-12-25 11:00,4.015330278,0.869939167,4.015330278,0.869939167
2015-12-25 10:00,4.004739167,0.410707222,4.004739167,0.410707222
2015-12-25 09:00,4.174695556,0.053576944,4.174695556,0.053576944
2015-12-25 08:00,4.591863333,-0.013700833,4.591863333,-0.013700833
2015-12-25 07:00,4.539686667,-0.013780000,4.539686667,-0.013780000
2015-12-25 06:00,4.533997500,-0.013798056,4.533997500,-0.013798056
2015-12-25 05:00,4.525627500,-0.013769167,4.525627500,-0.013769167
2015-12-25 04:00,4.528656111,-0.013744444,4.528656111,-0.013744444
2015-12-25 03:00,4.530042778,-0.013764167,4.530042778,-0.013764167
2015-12-25 02:00,4.536465278,-0.013707778,4.536465278,-0.013707778
2015-12-25 01:00,4.526651111,-0.013693333,4.526651111,-0.013693333
2015-12-25 00:00,4.533751111,-0.013678889,4.533751111,-0.013678889
2015-12-24 23:00,4.536725278,-0.013636944,4.536725278,-0.013636944
2015-12-24 22:00,4.520965278,-0.013686944,4.520965278,-0.013686944
2015-12-24 21:00,4.520278333,-0.013647500,4.520278333,-0.013647500
2015-12-24 20:00,4.530030833,-0.013576111,4.530030833,-0.013576111
2015-12-24 19:00,4.527166944,-0.013505556,4.527166944,-0.013505556
2015-12-24 18:00,4.534430278,-0.002318056,4.534430278,-0.002318056
2015-12-24 17:00,4.074625000,0.541944444,4.074625000,0.541944444
2015-12-24 16:00,4.029319722,2.348295000,4.029319722,2.348295000
2015-12-24 15:00,3.996437500,4.119745833,3.996437500,4.119745833
2015-12-24 14:00,4.035199444,5.450606944,4.035199444,5.450606944
2015-12-24 13:00,4.068807778,5.565930000,4.068807778,5.565930000
2015-12-24 12:00,4.120466667,5.051598611,4.120466667,5.051598611
2015-12-24 11:00,3.997731389,3.921786111,3.997731389,3.921786111
2015-12-24 10:00,3.997503333,2.167191389,3.997503333,2.167191389
2015-12-24 09:00,4.256568333,0.199845278,4.256568333,0.199845278
2015-12-24 08:00,4.553836111,-0.013716111,4.553836111,-0.013716111
2015-12-24 07:00,4.549569722,-0.013801944,4.549569722,-0.013801944
2015-12-24 06:00,4.532579722,-0.013801667,4.532579722,-0.013801667
2015-12-24 05:00,4.491447500,-0.013694722,4.491447500,-0.013694722
2015-12-24 04:00,4.518101944,-0.013672500,4.518101944,-0.013672500
2015-12-24 03:00,4.558813333,-0.013641111,4.558813333,-0.013641111
2015-12-24 02:00,4.672187500,-0.013611944,4.672187500,-0.013611944
2015-12-24 01:00,4.550269167,-0.013525000,4.550269167,-0.013525000
2015-12-24 00:00,4.541815833,-0.013476944,4.541815833,-0.013476944
2015-12-23 23:00,4.521265833,-0.013419444,4.521265833,-0.013419444
2015-12-23 22:00,4.521376944,-0.013420556,4.521376944,-0.013420556
2015-12-23 21:00,4.522863611,-0.013406389,4.522863611,-0.013406389
2015-12-23 20:00,4.625569444,-0.013422500,4.625569444,-0.013422500
2015-12-23 19:00,4.846577500,-0.013411389,4.846577500,-0.013411389
2015-12-23 18:00,4.789226111,-0.007297778,4.789226111,-0.007297778
2015-12-23 17:00,4.246702778,0.185072500,4.246702778,0.185072500
2015-12-23 16:00,4.155531667,0.800797222,4.155531667,0.800797222
2015-12-23 15:00,4.284823889,3.110730556,4.284823889,3.110730556
2015-12-23 14:00,4.166006111,4.907668333,4.166006111,4.907668333
2015-12-23 13:00,4.074885833,5.534661389,4.074885833,5.534661389
2015-12-23 12:00,3.931968333,5.089967222,3.931968333,5.089967222
2015-12-23 11:00,2.790180000,4.016547222,2.790180000,4.016547222
2015-12-23 10:00,2.761730556,2.016702222,2.761730556,2.016702222
2015-12-23 09:00,2.955363056,0.191813889,2.955363056,0.191813889
2015-12-23 08:00,3.339934444,-0.013285000,3.339934444,-0.013285000
2015-12-23 07:00,3.371020833,-0.013364444,3.371020833,-0.013364444
2015-12-23 06:00,3.348976667,-0.013363611,3.348976667,-0.013363611
2015-12-23 05:00,3.347589167,-0.013392222,3.347589167,-0.013392222
2015-12-23 04:00,3.360324444,-0.013410278,3.360324444,-0.013410278
2015-12-23 03:00,3.355913889,-0.013421111,3.355913889,-0.013421111
2015-12-23 02:00,3.350817500,-0.013399167,3.350817500,-0.013399167
2015-12-23 01:00,3.336859444,-0.013369722,3.336859444,-0.013369722
2015-12-23 00:00,3.356200833,-0.013384167,3.356200833,-0.013384167
2015-12-22 23:00,3.341170556,-0.013426111,3.341170556,-0.013426111
2015-12-22 22:00,3.331906944,-0.013388611,3.331906944,-0.013388611
2015-12-22 21:00,3.340170833,-0.013406667,3.340170833,-0.013406667
2015-12-22 20:00,3.384465833,-0.013405556,3.384465833,-0.013405556
2015-12-22 19:00,4.438172778,-0.013400833,4.438172778,-0.013400833
2015-12-22 18:00,4.597806389,-0.013436944,4.597806389,-0.013436944
2015-12-22 17:00,3.142446111,0.268376667,3.142446111,0.268376667
2015-12-22 16:00,2.770829444,0.966622222,2.770829444,0.966622222
2015-12-22 15:00,2.797473611,3.837016944,2.797473611,3.837016944
2015-12-22 14:00,2.811626389,3.800849167,2.811626389,3.800849167
2015-12-22 13:00,2.947629722,5.033139167,2.947629722,5.033139167
2015-12-22 12:00,2.971316389,4.626558056,2.971316389,4.626558056
2015-12-22 11:00,3.769738611,3.587916111,3.769738611,3.587916111
2015-12-22 10:00,2.919214444,2.143677222,2.919214444,2.143677222
2015-12-22 09:00,3.058511944,0.193526389,3.058511944,0.193526389
2015-12-22 08:00,3.423166944,-0.013271389,3.423166944,-0.013271389
2015-12-22 07:00,4.519124722,-0.013298333,4.519124722,-0.013298333
2015-12-22 06:00,4.571891111,-0.013387222,4.571891111,-0.013387222
2015-12-22 05:00,4.547471111,-0.013393056,4.547471111,-0.013393056
2015-12-22 04:00,4.548686389,-0.013436111,4.548686389,-0.013436111
2015-12-22 03:00,4.616211111,-0.013430556,4.616211111,-0.013430556
2015-12-22 02:00,4.709905833,-0.013530000,4.709905833,-0.013530000
2015-12-22 01:00,4.840660278,-0.013437778,4.840660278,-0.013437778
2015-12-22 00:00,5.119601944,-0.013380000,5.119601944,-0.013380000
2015-12-21 23:00,5.122552222,-0.013334722,5.122552222,-0.013334722
2015-12-21 22:00,5.110626667,-0.013321389,5.110626667,-0.013321389
2015-12-21 21:00,5.108723056,-0.013334444,5.108723056,-0.013334444
2015-12-21 20:00,5.254419722,-0.013330833,5.254419722,-0.013330833
2015-12-21 19:00,6.499459444,-0.013383333,6.499459444,-0.013383333
2015-12-21 18:00,7.466303889,-0.005467500,7.466303889,-0.005467500
2015-12-21 17:00,5.838369444,0.579167500,5.838369444,0.579167500
2015-12-21 16:00,5.091189722,2.159303056,5.091189722,2.159303056
2015-12-21 15:00,5.219638333,4.427776111,5.219638333,4.427776111
2015-12-21 14:00,3.895008611,4.167676389,3.895008611,4.167676389
2015-12-21 13:00,3.104720833,4.676458611,3.104720833,4.676458611
2015-12-21 12:00,2.983718611,4.864281667,2.983718611,4.864281667
2015-12-21 11:00,2.759932500,3.662327500,2.759932500,3.662327500
2015-12-21 10:00,2.749725833,2.012249444,2.749725833,2.012249444
2015-12-21 09:00,3.002203611,0.090419167,3.002203611,0.090419167
2015-12-21 08:00,3.297162222,-0.013247222,3.297162222,-0.013247222
2015-12-21 07:00,3.302989444,-0.013324167,3.302989444,-0.013324167
2015-12-21 06:00,3.323403056,-0.013445278,3.323403056,-0.013445278
2015-12-21 05:00,3.301778889,-0.013468333,3.301778889,-0.013468333
2015-12-21 04:00,3.302881111,-0.013463611,3.302881111,-0.013463611
2015-12-21 03:00,3.350831111,-0.013455833,3.350831111,-0.013455833
2015-12-21 02:00,3.390172778,-0.013508333,3.390172778,-0.013508333
2015-12-21 01:00,3.323247778,-0.013474444,3.323247778,-0.013474444
2015-12-21 00:00,3.331648889,-0.013451111,3.331648889,-0.013451111
2015-12-20 23:00,3.307013056,-0.013413611,3.307013056,-0.013413611
2015-12-20 22:00,3.310578333,-0.013366667,3.310578333,-0.013366667
2015-12-20 21:00,3.310786667,-0.013439444,3.310786667,-0.013439444
2015-12-20 20:00,3.331384444,-0.013408611,3.331384444,-0.013408611
2015-12-20 19:00,3.302434722,-0.013414722,3.302434722,-0.013414722
2015-12-20 18:00,3.324873056,-0.005912778,3.324873056,-0.005912778
2015-12-20 17:00,2.817627222,0.095112778,2.817627222,0.095112778
2015-12-20 16:00,2.728795833,0.497803889,2.728795833,0.497803889
2015-12-20 15:00,2.712913889,1.294110000,2.712913889,1.294110000
2015-12-20 14:00,2.726721389,1.348458056,2.726721389,1.348458056
2015-12-20 13:00,2.735718056,2.466820278,2.735718056,2.466820278
2015-12-20 12:00,2.723159722,3.279091389,2.723159722,3.279091389
2015-12-20 11:00,2.739237222,3.406069722,2.739237222,3.406069722
2015-12-20 10:00,2.739903333,2.067267778,2.739903333,2.067267778
2015-12-20 09:00,2.929955556,0.008870833,2.929955556,0.008870833
2015-12-20 08:00,3.311531389,-0.013433333,3.311531389,-0.013433333
2015-12-20 07:00,3.317048611,-0.013461944,3.317048611,-0.013461944
2015-12-20 06:00,3.317966111,-0.013498611,3.317966111,-0.013498611
2015-12-20 05:00,3.329025556,-0.013504444,3.329025556,-0.013504444
2015-12-20 04:00,3.342084444,-0.013490000,3.342084444,-0.013490000
2015-12-20 03:00,3.352854722,-0.013477778,3.352854722,-0.013477778
2015-12-20 02:00,3.360517222,-0.013474167,3.360517222,-0.013474167
2015-12-20 01:00,3.309180278,-0.013460556,3.309180278,-0.013460556
2015-12-20 00:00,3.314311389,-0.013441944,3.314311389,-0.013441944
2015-12-19 23:00,3.309070000,-0.013400278,3.309070000,-0.013400278
2015-12-19 22:00,3.311213889,-0.013400000,3.311213889,-0.013400000
2015-12-19 21:00,3.330993056,-0.013396111,3.330993056,-0.013396111
2015-12-19 20:00,3.345694722,-0.013379722,3.345694722,-0.013379722
2015-12-19 19:00,3.309312500,-0.013422222,3.309312500,-0.013422222
2015-12-19 18:00,3.313428333,-0.014822500,3.313428333,-0.014822500
2015-12-19 17:00,2.835521667,0.366115000,2.835521667,0.366115000
2015-12-19 16:00,2.671193889,2.598384722,2.671193889,2.598384722
2015-12-19 15:00,2.683750833,3.217765833,2.683750833,3.217765833
2015-12-19 14:00,2.715481667,4.287250000,2.715481667,4.287250000
2015-12-19 13:00,2.799080278,4.563118333,2.799080278,4.563118333
2015-12-19 12:00,2.865665556,4.544028333,2.865665556,4.544028333
2015-12-19 11:00,2.800946111,3.760733889,2.800946111,3.760733889
2015-12-19 10:00,2.779485278,2.190454444,2.779485278,2.190454444
2015-12-19 09:00,2.976389167,0.238253333,2.976389167,0.238253333
2015-12-19 08:00,3.369191389,-0.013541111,3.369191389,-0.013541111
2015-12-19 07:00,3.366750000,-0.013582222,3.366750000,-0.013582222
2015-12-19 06:00,3.314719444,-0.013581944,3.314719444,-0.013581944
2015-12-19 05:00,3.274339722,-0.013585833,3.274339722,-0.013585833
2015-12-19 04:00,3.303682778,-0.013569444,3.303682778,-0.013569444
2015-12-19 03:00,3.381465000,-0.013531944,3.381465000,-0.013531944
2015-12-19 02:00,3.452042778,-0.013573611,3.452042778,-0.013573611
2015-12-19 01:00,3.373985000,-0.013555556,3.373985000,-0.013555556
2015-12-19 00:00,3.378325833,-0.013481667,3.378325833,-0.013481667
2015-12-18 23:00,3.388202778,-0.013473889,3.388202778,-0.013473889
2015-12-18 22:00,4.286946944,-0.013456389,4.286946944,-0.013456389
2015-12-18 21:00,4.583454722,-0.013465000,4.583454722,-0.013465000
2015-12-18 20:00,5.223282500,-0.013414722,5.223282500,-0.013414722
2015-12-18 19:00,5.321128611,-0.013543056,5.321128611,-0.013543056
2015-12-18 18:00,6.114799722,-0.009561389,6.114799722,-0.009561389
2015-12-18 17:00,9.594733889,0.491473889,9.594733889,0.491473889
2015-12-18 16:00,9.985103889,3.113341389,9.985103889,3.113341389
2015-12-18 15:00,10.676741944,3.434871667,10.676741944,3.434871667
2015-12-18 14:00,10.616165833,4.219541111,10.616165833,4.219541111
2015-12-18 13:00,11.369288611,3.744600278,11.369288611,3.744600278
2015-12-18 12:00,11.025229167,3.323471667,11.025229167,3.323471667
2015-12-18 11:00,10.544024167,2.527930278,10.544024167,2.527930278
2015-12-18 10:00,10.146261389,1.041596944,10.146261389,1.041596944
2015-12-18 09:00,7.000963611,0.044474722,7.000963611,0.044474722
2015-12-18 08:00,6.307653889,-0.013470000,6.307653889,-0.013470000
2015-12-18 07:00,5.888810000,-0.013571389,5.888810000,-0.013571389
2015-12-18 06:00,5.913090278,-0.013723056,5.913090278,-0.013723056
2015-12-18 05:00,5.943298333,-0.013720833,5.943298333,-0.013720833
2015-12-18 04:00,5.882088056,-0.013710833,5.882088056,-0.013710833
2015-12-18 03:00,5.935755833,-0.013652778,5.935755833,-0.013652778
2015-12-18 02:00,5.983564722,-0.013628611,5.983564722,-0.013628611
2015-12-18 01:00,5.890779444,-0.013583333,5.890779444,-0.013583333
2015-12-18 00:00,5.963846944,-0.013530000,5.963846944,-0.013530000
2015-12-17 23:00,5.967504167,-0.013439167,5.967504167,-0.013439167
2015-12-17 22:00,7.431423889,-0.013376111,7.431423889,-0.013376111
2015-12-17 21:00,6.048720556,-0.013409167,6.048720556,-0.013409167
2015-12-17 20:00,6.190310278,-0.013394167,6.190310278,-0.013394167
2015-12-17 19:00,9.212980556,-0.013505000,9.212980556,-0.013505000
2015-12-17 18:00,10.624137500,-0.013383889,10.624137500,-0.013383889
2015-12-17 17:00,10.938550833,0.274673611,10.938550833,0.274673611
2015-12-17 16:00,11.453140000,0.627695278,11.453140000,0.627695278
2015-12-17 15:00,11.045853333,1.713659167,11.045853333,1.713659167
2015-12-17 14:00,11.239142222,2.267198056,11.239142222,2.267198056
2015-12-17 13:00,11.143384444,1.725638889,11.143384444,1.725638889
2015-12-17 12:00,11.172830556,1.925038333,11.172830556,1.925038333
2015-12-17 11:00,11.135629722,1.703749167,11.135629722,1.703749167
2015-12-17 10:00,11.357430000,0.553411389,11.357430000,0.553411389
2015-12-17 09:00,9.348719722,0.163255556,9.348719722,0.163255556
2015-12-17 08:00,6.321575278,-0.013484167,6.321575278,-0.013484167
2015-12-17 07:00,5.601745000,-0.013594167,5.601745000,-0.013594167
2015-12-17 06:00,5.533842778,-0.013601389,5.533842778,-0.013601389
2015-12-17 05:00,5.509669722,-0.013594444,5.509669722,-0.013594444
2015-12-17 04:00,5.543817778,-0.013576944,5.543817778,-0.013576944
2015-12-17 03:00,5.513904167,-0.013525556,5.513904167,-0.013525556
2015-12-17 02:00,5.679113889,-0.013533611,5.679113889,-0.013533611
2015-12-17 01:00,5.574360833,-0.013499722,5.574360833,-0.013499722
2015-12-17 00:00,5.556666111,-0.013471944,5.556666111,-0.013471944
2015-12-16 23:00,5.555221111,-0.013408333,5.555221111,-0.013408333
2015-12-16 22:00,5.578678889,-0.013418056,5.578678889,-0.013418056
2015-12-16 21:00,5.570160278,-0.013407778,5.570160278,-0.013407778
2015-12-16 20:00,6.671653333,-0.013378611,6.671653333,-0.013378611
2015-12-16 19:00,7.575251389,-0.013425278,7.575251389,-0.013425278
2015-12-16 18:00,8.169026111,0.000761111,8.169026111,0.000761111
2015-12-16 17:00,10.200504444,0.469202222,10.200504444,0.469202222
2015-12-16 16:00,11.149038611,0.671030278,11.149038611,0.671030278
2015-12-16 15:00,10.407803056,1.455263333,10.407803056,1.455263333
2015-12-16 14:00,10.622910000,1.718598611,10.622910000,1.718598611
2015-12-16 13:00,11.696157500,1.036218889,11.696157500,1.036218889
2015-12-16 12:00,11.481953056,0.361110278,11.481953056,0.361110278
2015-12-16 11:00,10.982089167,0.052637500,10.982089167,0.052637500
2015-12-16 10:00,10.854082500,-0.018708056,10.854082500,-0.018708056
2015-12-16 09:00,8.401002778,-0.015910278,8.401002778,-0.015910278
2015-12-16 08:00,4.921496944,-0.013508611,4.921496944,-0.013508611
2015-12-16 07:00,4.614863333,-0.013612778,4.614863333,-0.013612778
2015-12-16 06:00,4.553535278,-0.013632778,4.553535278,-0.013632778
2015-12-16 05:00,4.567696944,-0.013602500,4.567696944,-0.013602500
2015-12-16 04:00,4.527785000,-0.013611111,4.527785000,-0.013611111
2015-12-16 03:00,4.563713056,-0.013618611,4.563713056,-0.013618611
2015-12-16 02:00,4.588612500,-0.013544444,4.588612500,-0.013544444
2015-12-16 01:00,4.532668056,-0.013531111,4.532668056,-0.013531111
2015-12-16 00:00,4.542407500,-0.013490556,4.542407500,-0.013490556
