"Date & Time",Use,Gen,"Grid","Solar","Shop"
2015-10-18 04:00,"=D1803-MIN(E1803;0)","=E1803",52945.471536667,53066.756311389,-3801.739357500
2015-10-18 03:00,"=D1804-MIN(E1804;0)","=E1804",52944.169807500,53066.751456944,-3801.634900278
2015-10-18 02:00,"=D1805-MIN(E1805;0)","=E1805",52942.959035000,53066.746603056,-3801.564249444
2015-10-18 01:00,"=D1806-MIN(E1806;0)","=E1806",52941.714222500,53066.741715278,-3801.478838056
2015-10-18 00:00,"=D1807-MIN(E1807;0)","=E1807",52940.512080000,53066.736823889,-3801.417254444
2015-10-17 23:00,"=D1808-MIN(E1808;0)","=E1808",52939.272841111,53066.606524722,-3801.351184722
2015-10-17 22:00,"=D1809-MIN(E1809;0)","=E1809",52938.077171944,53065.492804167,-3801.269789167
2015-10-17 21:00,"=D1810-MIN(E1810;0)","=E1810",52936.883062500,53063.196503056,-3801.203517778
2015-10-17 20:00,"=D1811-MIN(E1811;0)","=E1811",52935.745291111,53060.166843333,-3801.141681944
2015-10-17 19:00,"=D1812-MIN(E1812;0)","=E1812",52934.916988611,53056.812463056,-3801.058901667
2015-10-17 18:00,"=D1813-MIN(E1813;0)","=E1813",52934.077908611,53053.172123611,-3800.998587500
2015-10-17 17:00,"=D1814-MIN(E1814;0)","=E1814",52933.244520556,53049.799645278,-3800.929229444
2015-10-17 16:00,"=D1815-MIN(E1815;0)","=E1815",52932.383315833,53046.742826111,-3800.840408611
2015-10-17 15:00,"=D1816-MIN(E1816;0)","=E1816",52931.481251111,53044.658844167,-3800.722909167
2015-10-17 14:00,"=D1817-MIN(E1817;0)","=E1817",52930.686714167,53043.893082778,-3800.665525000
2015-10-17 13:00,"=D1818-MIN(E1818;0)","=E1818",52929.885373056,53043.865587500,-3800.596350278
2015-10-17 12:00,"=D1819-MIN(E1819;0)","=E1819",52929.079288056,53043.861054444,-3800.523146389
2015-10-17 11:00,"=D1820-MIN(E1820;0)","=E1820",52928.303473611,53043.856529444,-3800.462500000
2015-10-17 10:00,"=D1821-MIN(E1821;0)","=E1821",52927.448661111,53043.852018333,-3800.376679444
2015-10-17 09:00,"=D1822-MIN(E1822;0)","=E1822",52926.600073611,53043.847580556,-3800.316128333
2015-10-17 08:00,"=D1823-MIN(E1823;0)","=E1823",52925.814178056,53043.843141111,-3800.242684722
2015-10-17 07:00,"=D1824-MIN(E1824;0)","=E1824",52925.006198056,53043.838700278,-3800.160459444
2015-10-17 06:00,"=D1825-MIN(E1825;0)","=E1825",52924.260047222,53043.834283889,-3800.102492500
2015-10-17 05:00,"=D1826-MIN(E1826;0)","=E1826",52923.473382778,53043.829841111,-3800.021340556
2015-10-17 04:00,"=D1827-MIN(E1827;0)","=E1827",52922.596650000,53043.825491389,-3799.945175278
2015-10-17 03:00,"=D1828-MIN(E1828;0)","=E1828",52921.669570833,53043.821125833,-3799.886431667
2015-10-17 02:00,"=D1829-MIN(E1829;0)","=E1829",52920.435931389,53043.816745556,-3799.801416111
2015-10-17 01:00,"=D1830-MIN(E1830;0)","=E1830",52919.179670278,53043.812207222,-3799.724242778
2015-10-17 00:00,"=D1831-MIN(E1831;0)","=E1831",52917.905997222,53043.807337222,-3799.665464722
2015-10-16 23:00,"=D1832-MIN(E1832;0)","=E1832",52916.664001944,53043.680587778,-3799.587476111
2015-10-16 22:00,"=D1833-MIN(E1833;0)","=E1833",52915.758569167,53042.470041944,-3799.503746111
2015-10-16 21:00,"=D1834-MIN(E1834;0)","=E1834",52914.940809167,53040.083734722,-3799.443744722
2015-10-16 20:00,"=D1835-MIN(E1835;0)","=E1835",52914.118610278,53036.910591389,-3799.374938611
2015-10-16 19:00,"=D1836-MIN(E1836;0)","=E1836",52913.296153333,53033.249300278,-3799.291798333
2015-10-16 18:00,"=D1837-MIN(E1837;0)","=E1837",52912.450720278,53029.483602778,-3799.183797222
2015-10-16 17:00,"=D1838-MIN(E1838;0)","=E1838",52911.614076111,53025.879542222,-3799.094021111
2015-10-16 16:00,"=D1839-MIN(E1839;0)","=E1839",52910.782390278,53022.776075278,-3799.039351944
2015-10-16 15:00,"=D1840-MIN(E1840;0)","=E1840",52909.932525000,53020.635996389,-3798.957890833
2015-10-16 14:00,"=D1841-MIN(E1841;0)","=E1841",52909.111192778,53019.912009722,-3798.903057778
2015-10-16 13:00,"=D1842-MIN(E1842;0)","=E1842",52908.294993056,53019.889257500,-3798.830998889
2015-10-16 12:00,"=D1843-MIN(E1843;0)","=E1843",52907.401682222,53019.884543611,-3798.760956389
2015-10-16 11:00,"=D1844-MIN(E1844;0)","=E1844",52906.622670278,53019.879838333,-3798.698267500
2015-10-16 10:00,"=D1845-MIN(E1845;0)","=E1845",52905.812603889,53019.874969167,-3798.612723056
2015-10-16 09:00,"=D1846-MIN(E1846;0)","=E1846",52905.026771944,53019.869985000,-3798.551790556
2015-10-16 08:00,"=D1847-MIN(E1847;0)","=E1847",52904.234697222,53019.865398889,-3798.478740278
2015-10-16 07:00,"=D1848-MIN(E1848;0)","=E1848",52903.431955278,53019.860953889,-3798.393557222
2015-10-16 06:00,"=D1849-MIN(E1849;0)","=E1849",52902.661922500,53019.856511111,-3798.335043889
2015-10-16 05:00,"=D1850-MIN(E1850;0)","=E1850",52901.850000000,53019.852001667,-3798.255546667
2015-10-16 04:00,"=D1851-MIN(E1851;0)","=E1851",52900.745232500,53019.847661111,-3798.174532222
2015-10-16 03:00,"=D1852-MIN(E1852;0)","=E1852",52899.387569167,53019.843214722,-3798.114117500
2015-10-16 02:00,"=D1853-MIN(E1853;0)","=E1853",52897.985188056,53019.838836389,-3798.033094167
2015-10-16 01:00,"=D1854-MIN(E1854;0)","=E1854",52896.639660278,53019.834380278,-3797.947156667
2015-10-16 00:00,"=D1855-MIN(E1855;0)","=E1855",52895.367145000,53019.829910278,-3797.887185278
2015-10-15 23:00,"=D1856-MIN(E1856;0)","=E1856",52894.093514722,53019.661037778,-3797.813725833
2015-10-15 22:00,"=D1857-MIN(E1857;0)","=E1857",52893.002130278,53018.371108056,-3797.730472778
2015-10-15 21:00,"=D1858-MIN(E1858;0)","=E1858",52892.107273611,53015.912510278,-3797.645797778
2015-10-15 20:00,"=D1859-MIN(E1859;0)","=E1859",52891.256166667,53012.742114444,-3797.519059444
2015-10-15 19:00,"=D1860-MIN(E1860;0)","=E1860",52890.441044722,53009.914463889,-3797.460269444
2015-10-15 18:00,"=D1861-MIN(E1861;0)","=E1861",52889.410981944,53005.751365000,-3797.364827500
2015-10-15 17:00,"=D1862-MIN(E1862;0)","=E1862",52888.593167778,53002.632009722,-3797.309608056
2015-10-15 16:00,"=D1863-MIN(E1863;0)","=E1863",52887.738735278,52999.685311111,-3797.228192500
2015-10-15 15:00,"=D1864-MIN(E1864;0)","=E1864",52886.927019722,52997.608017778,-3797.167894722
2015-10-15 14:00,"=D1865-MIN(E1865;0)","=E1865",52886.185385556,52996.860003611,-3797.102090833
2015-10-15 13:00,"=D1866-MIN(E1866;0)","=E1866",52885.423179167,52996.826726111,-3797.023068056
2015-10-15 12:00,"=D1867-MIN(E1867;0)","=E1867",52884.648662500,52996.821737500,-3796.968337222
2015-10-15 11:00,"=D1868-MIN(E1868;0)","=E1868",52883.856050556,52996.816696389,-3796.888027778
2015-10-15 10:00,"=D1869-MIN(E1869;0)","=E1869",52883.060978333,52996.811688611,-3796.813137500
2015-10-15 09:00,"=D1870-MIN(E1870;0)","=E1870",52882.308170556,52996.806630833,-3796.754051111
2015-10-15 08:00,"=D1871-MIN(E1871;0)","=E1871",52881.519230833,52996.801575556,-3796.669326667
2015-10-15 07:00,"=D1872-MIN(E1872;0)","=E1872",52880.694783889,52996.796476111,-3796.591415278
2015-10-15 06:00,"=D1873-MIN(E1873;0)","=E1873",52879.879623611,52996.791393333,-3796.531127778
2015-10-15 05:00,"=D1874-MIN(E1874;0)","=E1874",52878.797700556,52996.786365000,-3796.451330556
2015-10-15 04:00,"=D1875-MIN(E1875;0)","=E1875",52877.502851389,52996.781537778,-3796.364285278
2015-10-15 03:00,"=D1876-MIN(E1876;0)","=E1876",52876.258381944,52996.776820556,-3796.302101111
2015-10-15 02:00,"=D1877-MIN(E1877;0)","=E1877",52874.986214722,52996.772099722,-3796.230032500
2015-10-15 01:00,"=D1878-MIN(E1878;0)","=E1878",52873.516352222,52996.767336111,-3796.143581944
2015-10-15 00:00,"=D1879-MIN(E1879;0)","=E1879",52872.057525000,52996.762470278,-3796.058356389
2015-10-14 23:00,"=D1880-MIN(E1880;0)","=E1880",52870.782548889,52996.585115833,-3795.963853611
2015-10-14 22:00,"=D1881-MIN(E1881;0)","=E1881",52869.899140000,52995.279437222,-3795.858110278
2015-10-14 21:00,"=D1882-MIN(E1882;0)","=E1882",52869.059278611,52992.844958889,-3795.799255556
2015-10-14 20:00,"=D1883-MIN(E1883;0)","=E1883",52868.202050000,52989.646660833,-3795.725503889
2015-10-14 19:00,"=D1884-MIN(E1884;0)","=E1884",52867.334859444,52986.045776667,-3795.644651111
2015-10-14 18:00,"=D1885-MIN(E1885;0)","=E1885",52866.411603056,52982.321521389,-3795.590231389
2015-10-14 17:00,"=D1886-MIN(E1886;0)","=E1886",52865.557703889,52978.733570556,-3795.518670833
2015-10-14 16:00,"=D1887-MIN(E1887;0)","=E1887",52864.681660833,52975.609752222,-3795.446368056
2015-10-14 15:00,"=D1888-MIN(E1888;0)","=E1888",52863.781627222,52973.391629722,-3795.395626111
2015-10-14 14:00,"=D1889-MIN(E1889;0)","=E1889",52862.791012222,52972.555551111,-3795.317423333
2015-10-14 13:00,"=D1890-MIN(E1890;0)","=E1890",52861.707438611,52972.535132222,-3795.262362778
2015-10-14 12:00,"=D1891-MIN(E1891;0)","=E1891",52860.586307500,52972.528216111,-3795.196433056
2015-10-14 11:00,"=D1892-MIN(E1892;0)","=E1892",52859.428751111,52972.521441944,-3795.122299444
2015-10-14 10:00,"=D1893-MIN(E1893;0)","=E1893",52858.248093333,52972.515139444,-3795.069295556
2015-10-14 09:00,"=D1894-MIN(E1894;0)","=E1894",52857.035518889,52972.509312500,-3794.988087500
2015-10-14 08:00,"=D1895-MIN(E1895;0)","=E1895",52855.863578056,52972.503773056,-3794.916818056
2015-10-14 07:00,"=D1896-MIN(E1896;0)","=E1896",52854.658379722,52972.498545278,-3794.856776944
2015-10-14 06:00,"=D1897-MIN(E1897;0)","=E1897",52853.346715278,52972.493467500,-3794.772666667
2015-10-14 05:00,"=D1898-MIN(E1898;0)","=E1898",52851.972953611,52972.488489722,-3794.699109722
2015-10-14 04:00,"=D1899-MIN(E1899;0)","=E1899",52850.322168611,52972.483596389,-3794.638833056
2015-10-14 03:00,"=D1900-MIN(E1900;0)","=E1900",52848.511265833,52972.478914722,-3794.554698333
2015-10-14 02:00,"=D1901-MIN(E1901;0)","=E1901",52846.767667500,52972.474223611,-3794.468355556
2015-10-14 01:00,"=D1902-MIN(E1902;0)","=E1902",52845.196857222,52972.469491389,-3794.342914444
2015-10-14 00:00,"=D1903-MIN(E1903;0)","=E1903",52843.487324444,52972.464716389,-3794.254426667
2015-10-13 23:00,"=D1904-MIN(E1904;0)","=E1904",52841.982465000,52972.268112500,-3794.189612222
2015-10-13 22:00,"=D1905-MIN(E1905;0)","=E1905",52840.876428611,52970.921846389,-3794.120826667
2015-10-13 21:00,"=D1906-MIN(E1906;0)","=E1906",52839.819035556,52968.442069722,-3794.031770556
2015-10-13 20:00,"=D1907-MIN(E1907;0)","=E1907",52839.295254167,52967.394648611,-3793.971056667
2015-10-13 19:00,"=D1908-MIN(E1908;0)","=E1908",52838.495823611,52963.903381389,-3793.917320833
2015-10-13 18:00,"=D1909-MIN(E1909;0)","=E1909",52837.154233889,52960.100203056,-3793.843676111
2015-10-13 17:00,"=D1910-MIN(E1910;0)","=E1910",52835.938365000,52956.403940556,-3793.768977500
2015-10-13 16:00,"=D1911-MIN(E1911;0)","=E1911",52834.945128333,52953.258473056,-3793.717675000
2015-10-13 15:00,"=D1912-MIN(E1912;0)","=E1912",52833.928782778,52951.013056389,-3793.637367778
2015-10-13 14:00,"=D1913-MIN(E1913;0)","=E1913",52833.113734722,52950.161728333,-3793.578543333
2015-10-13 13:00,"=D1914-MIN(E1914;0)","=E1914",52832.458711111,52950.142391389,-3793.511411667
2015-10-13 12:00,"=D1915-MIN(E1915;0)","=E1915",52831.777246667,52950.137111389,-3793.435237222
2015-10-13 11:00,"=D1916-MIN(E1916;0)","=E1916",52831.101278056,52950.131853889,-3793.379650556
2015-10-13 10:00,"=D1917-MIN(E1917;0)","=E1917",52830.389921111,52950.126659167,-3793.294960000
2015-10-13 09:00,"=D1918-MIN(E1918;0)","=E1918",52829.684757778,52950.121502500,-3793.225201944
2015-10-13 08:00,"=D1919-MIN(E1919;0)","=E1919",52828.892687222,52950.116333333,-3793.161146667
2015-10-13 07:00,"=D1920-MIN(E1920;0)","=E1920",52828.179698611,52950.111186667,-3793.074899444
2015-10-13 06:00,"=D1921-MIN(E1921;0)","=E1921",52827.454716944,52950.106027222,-3793.005650278
2015-10-13 05:00,"=D1922-MIN(E1922;0)","=E1922",52826.685431389,52950.100866944,-3792.937934167
2015-10-13 04:00,"=D1923-MIN(E1923;0)","=E1923",52825.789685556,52950.095839722,-3792.850334722
2015-10-13 03:00,"=D1924-MIN(E1924;0)","=E1924",52824.665583056,52950.090873056,-3792.754434167
2015-10-13 02:00,"=D1925-MIN(E1925;0)","=E1925",52823.440967778,52950.085842222,-3792.637006111
2015-10-13 01:00,"=D1926-MIN(E1926;0)","=E1926",52822.224216111,52950.080761944,-3792.576528056
2015-10-13 00:00,"=D1927-MIN(E1927;0)","=E1927",52820.991457222,52950.075916667,-3792.503893611
2015-10-12 23:00,"=D1928-MIN(E1928;0)","=E1928",52819.662511111,52949.851275556,-3792.420860556
2015-10-12 22:00,"=D1929-MIN(E1929;0)","=E1929",52818.885439722,52948.434799722,-3792.353050000
2015-10-12 21:00,"=D1930-MIN(E1930;0)","=E1930",52818.181290278,52945.855089722,-3792.294584444
2015-10-12 20:00,"=D1931-MIN(E1931;0)","=E1931",52817.428537500,52942.488779722,-3792.212795000
2015-10-12 19:00,"=D1932-MIN(E1932;0)","=E1932",52816.499810556,52938.743469167,-3792.142074722
2015-10-12 18:00,"=D1933-MIN(E1933;0)","=E1933",52815.502231667,52934.847602222,-3792.085871389
2015-10-12 17:00,"=D1934-MIN(E1934;0)","=E1934",52814.485251944,52931.114111944,-3792.004026667
2015-10-12 16:00,"=D1935-MIN(E1935;0)","=E1935",52813.500416389,52927.890186389,-3791.946057778
2015-10-12 15:00,"=D1936-MIN(E1936;0)","=E1936",52812.611742500,52925.625515556,-3791.877850278
2015-10-12 14:00,"=D1937-MIN(E1937;0)","=E1937",52811.906640833,52924.801669167,-3791.802461111
2015-10-12 13:00,"=D1938-MIN(E1938;0)","=E1938",52811.164706667,52924.777701389,-3791.749532500
2015-10-12 12:00,"=D1939-MIN(E1939;0)","=E1939",52810.481342778,52924.772813056,-3791.664281667
2015-10-12 11:00,"=D1940-MIN(E1940;0)","=E1940",52809.821481667,52924.767908056,-3791.600031389
2015-10-12 10:00,"=D1941-MIN(E1941;0)","=E1941",52809.156118889,52924.762957500,-3791.529189444
2015-10-12 09:00,"=D1942-MIN(E1942;0)","=E1942",52808.458906111,52924.757908889,-3791.442767222
2015-10-12 08:00,"=D1943-MIN(E1943;0)","=E1943",52807.783518056,52924.752760556,-3791.381026111
2015-10-12 07:00,"=D1944-MIN(E1944;0)","=E1944",52807.102632500,52924.747506389,-3791.306511389
2015-10-12 06:00,"=D1945-MIN(E1945;0)","=E1945",52806.400245278,52924.742326944,-3791.218560833
2015-10-12 05:00,"=D1946-MIN(E1946;0)","=E1946",52805.642910000,52924.737400278,-3791.103827500
2015-10-12 04:00,"=D1947-MIN(E1947;0)","=E1947",52804.678746667,52924.732322500,-3791.020124444
2015-10-12 03:00,"=D1948-MIN(E1948;0)","=E1948",52803.495963611,52924.727266667,-3790.959217222
2015-10-12 02:00,"=D1949-MIN(E1949;0)","=E1949",52802.267336944,52924.722245000,-3790.875594722
2015-10-12 01:00,"=D1950-MIN(E1950;0)","=E1950",52801.043177222,52924.717259444,-3790.796715833
2015-10-12 00:00,"=D1951-MIN(E1951;0)","=E1951",52799.855674722,52924.708836667,-3790.739301944
2015-10-11 23:00,"=D1952-MIN(E1952;0)","=E1952",52798.651278611,52924.507190000,-3790.665876111
2015-10-11 22:00,"=D1953-MIN(E1953;0)","=E1953",52797.448236944,52924.076041667,-3790.583787778
2015-10-11 21:00,"=D1954-MIN(E1954;0)","=E1954",52796.117815833,52922.831578611,-3790.521453056
2015-10-11 20:00,"=D1955-MIN(E1955;0)","=E1955",52794.942804444,52919.731205556,-3790.458455000
2015-10-11 19:00,"=D1956-MIN(E1956;0)","=E1956",52793.714215556,52916.072133889,-3790.378098611
2015-10-11 18:00,"=D1957-MIN(E1957;0)","=E1957",52792.491190556,52912.547323889,-3790.319584167
2015-10-11 17:00,"=D1958-MIN(E1958;0)","=E1958",52791.341290000,52908.945346111,-3790.256825000
2015-10-11 16:00,"=D1959-MIN(E1959;0)","=E1959",52790.359383056,52905.799154444,-3790.181228333
2015-10-11 15:00,"=D1960-MIN(E1960;0)","=E1960",52789.411357500,52903.525176111,-3790.134116111
2015-10-11 14:00,"=D1961-MIN(E1961;0)","=E1961",52788.490639167,52902.653493611,-3790.061865556
2015-10-11 13:00,"=D1962-MIN(E1962;0)","=E1962",52787.598090833,52902.629832778,-3789.999308056
2015-10-11 12:00,"=D1963-MIN(E1963;0)","=E1963",52786.710247778,52902.623083611,-3789.939723333
2015-10-11 11:00,"=D1964-MIN(E1964;0)","=E1964",52785.797829444,52902.616468333,-3789.857823889
2015-10-11 10:00,"=D1965-MIN(E1965;0)","=E1965",52784.892732500,52902.609954722,-3789.794661944
2015-10-11 09:00,"=D1966-MIN(E1966;0)","=E1966",52783.942264444,52902.603505278,-3789.727847500
2015-10-11 08:00,"=D1967-MIN(E1967;0)","=E1967",52782.956800833,52902.597245833,-3789.643441389
2015-10-11 07:00,"=D1968-MIN(E1968;0)","=E1968",52781.907206111,52902.591280556,-3789.538071667
2015-10-11 06:00,"=D1969-MIN(E1969;0)","=E1969",52780.874508889,52902.585735833,-3789.444980278
2015-10-11 05:00,"=D1970-MIN(E1970;0)","=E1970",52779.832893333,52902.580570278,-3789.386344167
2015-10-11 04:00,"=D1971-MIN(E1971;0)","=E1971",52778.694947778,52902.575725556,-3789.303439167
2015-10-11 03:00,"=D1972-MIN(E1972;0)","=E1972",52777.075201944,52902.570904167,-3789.220527500
2015-10-11 02:00,"=D1973-MIN(E1973;0)","=E1973",52775.293993889,52902.566183611,-3789.158050556
2015-10-11 01:00,"=D1974-MIN(E1974;0)","=E1974",52773.641594722,52902.561307500,-3789.085885278
2015-10-11 00:00,"=D1975-MIN(E1975;0)","=E1975",52772.063072778,52902.556405833,-3789.004177222
2015-10-10 23:00,"=D1976-MIN(E1976;0)","=E1976",52770.942071111,52902.309505278,-3788.922142222
2015-10-10 22:00,"=D1977-MIN(E1977;0)","=E1977",52770.022237778,52900.910922500,-3788.828905278
2015-10-10 21:00,"=D1978-MIN(E1978;0)","=E1978",52769.047405556,52898.385700000,-3788.703544444
2015-10-10 20:00,"=D1979-MIN(E1979;0)","=E1979",52768.105500278,52895.143822500,-3788.577459444
2015-10-10 19:00,"=D1980-MIN(E1980;0)","=E1980",52767.181900000,52891.663420000,-3788.501983333
2015-10-10 18:00,"=D1981-MIN(E1981;0)","=E1981",52766.360706111,52887.918877778,-3788.380427222
2015-10-10 17:00,"=D1982-MIN(E1982;0)","=E1982",52765.409025000,52884.511520278,-3788.128629722
2015-10-10 16:00,"=D1983-MIN(E1983;0)","=E1983",52764.299494444,52881.611069722,-3787.960817778
2015-10-10 15:00,"=D1984-MIN(E1984;0)","=E1984",52762.141607778,52879.334827778,-3787.800099722
2015-10-10 14:00,"=D1985-MIN(E1985;0)","=E1985",52760.809427778,52878.445366111,-3787.652973611
2015-10-10 13:00,"=D1986-MIN(E1986;0)","=E1986",52759.644471944,52878.410667778,-3787.553212778
2015-10-10 12:00,"=D1987-MIN(E1987;0)","=E1987",52758.694472778,52878.404157222,-3787.364050000
2015-10-10 11:00,"=D1988-MIN(E1988;0)","=E1988",52757.781837222,52878.397736944,-3787.220905000
2015-10-10 10:00,"=D1989-MIN(E1989;0)","=E1989",52756.897462778,52878.391379722,-3787.077229167
2015-10-10 09:00,"=D1990-MIN(E1990;0)","=E1990",52756.034142778,52878.385237222,-3786.833885556
2015-10-10 08:00,"=D1991-MIN(E1991;0)","=E1991",52755.225652778,52878.379346111,-3786.669172500
2015-10-10 07:00,"=D1992-MIN(E1992;0)","=E1992",52754.384578611,52878.373725000,-3786.520238333
2015-10-10 06:00,"=D1993-MIN(E1993;0)","=E1993",52753.473840000,52878.368327778,-3786.337583611
2015-10-10 05:00,"=D1994-MIN(E1994;0)","=E1994",52752.273164167,52878.363244722,-3786.140711389
2015-10-10 04:00,"=D1995-MIN(E1995;0)","=E1995",52750.725451389,52878.358468056,-3785.952108889
2015-10-10 03:00,"=D1996-MIN(E1996;0)","=E1996",52749.085985278,52878.353659167,-3785.747727778
2015-10-10 02:00,"=D1997-MIN(E1997;0)","=E1997",52747.400225278,52878.348907222,-3785.511950556
2015-10-10 01:00,"=D1998-MIN(E1998;0)","=E1998",52745.717198056,52878.344091111,-3785.294676389
2015-10-10 00:00,"=D1999-MIN(E1999;0)","=E1999",52744.096846944,52878.339272222,-3785.031324444
2015-10-09 23:00,"=D2000-MIN(E2000;0)","=E2000",52742.580993056,52878.258890833,-3784.812993333
2015-10-09 22:00,"=D2001-MIN(E2001;0)","=E2001",52741.513304167,52877.520388889,-3784.585894167
2015-10-09 21:00,"=D2002-MIN(E2002;0)","=E2002",52740.548183889,52875.266970833,-3784.332304444
2015-10-09 20:00,"=D2003-MIN(E2003;0)","=E2003",52739.651620833,52872.202975556,-3784.128090000
2015-10-09 19:00,"=D2004-MIN(E2004;0)","=E2004",52738.724797500,52869.356954167,-3783.892059444
2015-10-09 18:00,"=D2005-MIN(E2005;0)","=E2005",52737.736255000,52866.358425278,-3783.676643333
2015-10-09 17:00,"=D2006-MIN(E2006;0)","=E2006",52736.703047222,52863.081631667,-3783.491353056
2015-10-09 16:00,"=D2007-MIN(E2007;0)","=E2007",52735.722145833,52859.935670278,-3783.317833056
2015-10-09 15:00,"=D2008-MIN(E2008;0)","=E2008",52734.747821111,52857.719116944,-3783.206005556
2015-10-09 14:00,"=D2009-MIN(E2009;0)","=E2009",52733.687858889,52856.931897778,-3783.020430278
2015-10-09 13:00,"=D2010-MIN(E2010;0)","=E2010",52732.644641944,52856.880782778,-3782.902621944
2015-10-09 12:00,"=D2011-MIN(E2011;0)","=E2011",52731.641166944,52856.874248333,-3782.745965278
2015-10-09 11:00,"=D2012-MIN(E2012;0)","=E2012",52730.849740833,52856.867829167,-3782.574280556
2015-10-09 10:00,"=D2013-MIN(E2013;0)","=E2013",52730.083709722,52856.861655556,-3782.430848056
2015-10-09 09:00,"=D2014-MIN(E2014;0)","=E2014",52729.091848611,52856.855748056,-3782.177974444
2015-10-09 08:00,"=D2015-MIN(E2015;0)","=E2015",52728.190458056,52856.850143889,-3782.007738056
2015-10-09 07:00,"=D2016-MIN(E2016;0)","=E2016",52727.277213056,52856.844636944,-3781.862150556
2015-10-09 06:00,"=D2017-MIN(E2017;0)","=E2017",52726.235560000,52856.839278611,-3781.644705556
2015-10-09 05:00,"=D2018-MIN(E2018;0)","=E2018",52725.237978056,52856.834012500,-3781.488477778
2015-10-09 04:00,"=D2019-MIN(E2019;0)","=E2019",52724.144353056,52856.828924167,-3781.255097500
2015-10-09 03:00,"=D2020-MIN(E2020;0)","=E2020",52723.016702500,52856.823895278,-3781.047572500
2015-10-09 02:00,"=D2021-MIN(E2021;0)","=E2021",52721.591854167,52856.818857778,-3780.812627778
2015-10-09 01:00,"=D2022-MIN(E2022;0)","=E2022",52720.062710278,52856.813752500,-3780.570196389
2015-10-09 00:00,"=D2023-MIN(E2023;0)","=E2023",52718.242327222,52856.808680000,-3780.000065278
2015-10-08 23:00,"=D2024-MIN(E2024;0)","=E2024",52716.976166667,52856.656933333,-3779.907657500
2015-10-08 22:00,"=D2025-MIN(E2025;0)","=E2025",52716.141723889,52855.708458889,-3779.826995278
2015-10-08 21:00,"=D2026-MIN(E2026;0)","=E2026",52715.363560556,52853.100359444,-3779.745966111
2015-10-08 20:00,"=D2027-MIN(E2027;0)","=E2027",52714.609375000,52849.714615278,-3779.687175833
2015-10-08 19:00,"=D2028-MIN(E2028;0)","=E2028",52713.783251944,52845.961769167,-3779.573392500
2015-10-08 18:00,"=D2029-MIN(E2029;0)","=E2029",52712.915266111,52842.141116944,-3779.483160556
2015-10-08 17:00,"=D2030-MIN(E2030;0)","=E2030",52711.943327778,52838.499578611,-3779.416017222
2015-10-08 16:00,"=D2031-MIN(E2031;0)","=E2031",52711.134443056,52835.362346111,-3779.343778333
2015-10-08 15:00,"=D2032-MIN(E2032;0)","=E2032",52710.259084722,52833.055281389,-3779.271748889
2015-10-08 14:00,"=D2033-MIN(E2033;0)","=E2033",52709.488161667,52832.231526111,-3779.214171944
2015-10-08 13:00,"=D2034-MIN(E2034;0)","=E2034",52708.425805833,52832.138595556,-3779.155867500
2015-10-08 12:00,"=D2035-MIN(E2035;0)","=E2035",52707.604081944,52832.130641667,-3779.089855556
2015-10-08 11:00,"=D2036-MIN(E2036;0)","=E2036",52706.906018333,52832.122905278,-3779.030659722
2015-10-08 10:00,"=D2037-MIN(E2037;0)","=E2037",52706.245909167,52832.115499444,-3778.940667778
2015-10-08 09:00,"=D2038-MIN(E2038;0)","=E2038",52705.569700556,52832.108367222,-3778.834531389
2015-10-08 08:00,"=D2039-MIN(E2039;0)","=E2039",52704.942645000,52832.101440833,-3778.782585833
2015-10-08 07:00,"=D2040-MIN(E2040;0)","=E2040",52704.212821111,52832.094676944,-3778.701641667
2015-10-08 06:00,"=D2041-MIN(E2041;0)","=E2041",52703.425396944,52832.088012500,-3778.644961667
2015-10-08 05:00,"=D2042-MIN(E2042;0)","=E2042",52702.587206667,52832.081415833,-3778.577597778
2015-10-08 04:00,"=D2043-MIN(E2043;0)","=E2043",52701.705288611,52832.075173889,-3778.503490000
2015-10-08 03:00,"=D2044-MIN(E2044;0)","=E2044",52700.858612778,52832.069413889,-3778.448869444
2015-10-08 02:00,"=D2045-MIN(E2045;0)","=E2045",52699.669076944,52832.064007778,-3778.367573056
2015-10-08 01:00,"=D2046-MIN(E2046;0)","=E2046",52698.810008889,52832.058870000,-3778.292970833
2015-10-08 00:00,"=D2047-MIN(E2047;0)","=E2047",52697.960318333,52832.053878611,-3778.199555278
2015-10-07 23:00,"=D2048-MIN(E2048;0)","=E2048",52697.029314444,52831.785985833,-3778.118509167
2015-10-07 22:00,"=D2049-MIN(E2049;0)","=E2049",52696.240616667,52831.038067222,-3777.970082778
2015-10-07 21:00,"=D2050-MIN(E2050;0)","=E2050",52695.481127778,52828.487243333,-3777.852921389
2015-10-07 20:00,"=D2051-MIN(E2051;0)","=E2051",52694.745371389,52825.040435833,-3777.779099722
2015-10-07 19:00,"=D2052-MIN(E2052;0)","=E2052",52693.980031944,52821.367450278,-3777.698741111
2015-10-07 18:00,"=D2053-MIN(E2053;0)","=E2053",52693.228467222,52817.662178333,-3777.637246667
2015-10-07 17:00,"=D2054-MIN(E2054;0)","=E2054",52692.474401944,52815.991505556,-3777.552585556
2015-10-07 16:00,"=D2055-MIN(E2055;0)","=E2055",52691.727164444,52814.919356389,-3777.493098056
2015-10-07 15:00,"=D2056-MIN(E2056;0)","=E2056",52691.091109167,52814.258140000,-3777.418362222
