"Date & Time",Use,Gen,"Grid","Solar","Shop"
2015-12-31 06:00,"=D25-MIN(E25;0)","=E25",54552.256056111,53888.079687222,-3908.528201667
2015-12-31 05:00,"=D26-MIN(E26;0)","=E26",54551.025988333,53888.056490000,-3908.478745000
2015-12-31 04:00,"=D27-MIN(E27;0)","=E27",54550.129435278,53888.033720556,-3908.350778056
2015-12-31 03:00,"=D28-MIN(E28;0)","=E28",54549.086974722,53888.011408889,-3908.221973333
2015-12-31 02:00,"=D29-MIN(E29;0)","=E29",54548.143076111,53887.989537778,-3908.083075833
2015-12-31 01:00,"=D30-MIN(E30;0)","=E30",54547.049433333,53887.968393611,-3907.937184722
2015-12-31 00:00,"=D31-MIN(E31;0)","=E31",54545.878405000,53887.949293611,-3907.877907500
2015-12-30 23:00,"=D32-MIN(E32;0)","=E32",54544.558386944,53887.918946111,-3907.846351944
2015-12-30 22:00,"=D33-MIN(E33;0)","=E33",54543.464284167,53887.575126389,-3907.823929722
2015-12-30 21:00,"=D34-MIN(E34;0)","=E34",54542.383722500,53886.133610000,-3907.801606389
2015-12-30 20:00,"=D35-MIN(E35;0)","=E35",54541.322699167,53884.214698611,-3907.766445000
2015-12-30 19:00,"=D36-MIN(E36;0)","=E36",54540.371473611,53882.109571111,-3907.747749722
2015-12-30 18:00,"=D37-MIN(E37;0)","=E37",54539.187974444,53880.033816389,-3907.740136667
2015-12-30 17:00,"=D38-MIN(E38;0)","=E38",54538.408366944,53878.264783611,-3907.733210278
2015-12-30 16:00,"=D39-MIN(E39;0)","=E39",54537.641533889,53877.268928611,-3907.732029167
2015-12-30 15:00,"=D40-MIN(E40;0)","=E40",54536.994982500,53876.545532222,-3907.741945278
2015-12-30 14:00,"=D41-MIN(E41;0)","=E41",54536.268847500,53876.502107500,-3907.743207222
2015-12-30 13:00,"=D42-MIN(E42;0)","=E42",54535.627606944,53876.468241389,-3907.709766389
2015-12-30 12:00,"=D43-MIN(E43;0)","=E43",54534.880170833,53876.434339722,-3907.698805278
2015-12-30 11:00,"=D44-MIN(E44;0)","=E44",54534.312062222,53876.400559722,-3907.703743333
2015-12-30 10:00,"=D45-MIN(E45;0)","=E45",54533.596150556,53876.367190556,-3907.710470000
2015-12-30 09:00,"=D46-MIN(E46;0)","=E46",54532.928581111,53876.334560278,-3907.707508333
2015-12-30 08:00,"=D47-MIN(E47;0)","=E47",54532.050659167,53876.302578056,-3907.703733333
2015-12-30 07:00,"=D48-MIN(E48;0)","=E48",54531.167542222,53876.271422222,-3907.699167778
2015-12-30 06:00,"=D49-MIN(E49;0)","=E49",54529.956208611,53876.241306111,-3907.703520556
2015-12-30 05:00,"=D50-MIN(E50;0)","=E50",54528.638902222,53876.212254444,-3907.666119167
2015-12-30 04:00,"=D51-MIN(E51;0)","=E51",54527.019743333,53876.183715833,-3907.587718611
2015-12-30 03:00,"=D52-MIN(E52;0)","=E52",54525.428345556,53876.156392222,-3907.493423056
2015-12-30 02:00,"=D53-MIN(E53;0)","=E53",54523.874043889,53876.130720000,-3907.446118889
2015-12-30 01:00,"=D54-MIN(E54;0)","=E54",54522.078375278,53876.106873333,-3907.395900556
2015-12-30 00:00,"=D55-MIN(E55;0)","=E55",54520.423336667,53876.085296111,-3907.348433611
2015-12-29 23:00,"=D56-MIN(E56;0)","=E56",54519.402196111,53876.066177778,-3907.299700000
2015-12-29 22:00,"=D57-MIN(E57;0)","=E57",54518.355193056,53875.877115833,-3907.277595000
2015-12-29 21:00,"=D58-MIN(E58;0)","=E58",54517.487922500,53874.602564167,-3907.256273889
2015-12-29 20:00,"=D59-MIN(E59;0)","=E59",54516.506770556,53873.442658333,-3907.241352222
2015-12-29 19:00,"=D60-MIN(E60;0)","=E60",54515.492514444,53872.160614722,-3907.201216667
2015-12-29 18:00,"=D61-MIN(E61;0)","=E61",54514.457519444,53870.728979444,-3907.175920000
2015-12-29 17:00,"=D62-MIN(E62;0)","=E62",54513.521546944,53869.310538611,-3907.172265556
2015-12-29 16:00,"=D63-MIN(E63;0)","=E63",54512.591814167,53868.708343889,-3907.178620278
2015-12-29 15:00,"=D64-MIN(E64;0)","=E64",54511.395398889,53868.446479167,-3907.187766111
2015-12-29 14:00,"=D65-MIN(E65;0)","=E65",54510.389734722,53868.408976389,-3907.186335000
2015-12-29 13:00,"=D66-MIN(E66;0)","=E66",54509.621042222,53868.376338056,-3907.150058611
2015-12-29 12:00,"=D67-MIN(E67;0)","=E67",54508.794367778,53868.344099444,-3907.143775000
2015-12-29 11:00,"=D68-MIN(E68;0)","=E68",54507.996090278,53868.311999722,-3907.144505556
2015-12-29 10:00,"=D69-MIN(E69;0)","=E69",54507.252258056,53868.279990000,-3907.139895000
2015-12-29 09:00,"=D70-MIN(E70;0)","=E70",54506.353518056,53868.248353889,-3907.134820000
2015-12-29 08:00,"=D71-MIN(E71;0)","=E71",54505.637424167,53868.217048333,-3907.142210278
2015-12-29 07:00,"=D72-MIN(E72;0)","=E72",54504.809156944,53868.186308056,-3907.136045000
2015-12-29 06:00,"=D73-MIN(E73;0)","=E73",54503.817706389,53868.156069167,-3907.128283889
2015-12-29 05:00,"=D74-MIN(E74;0)","=E74",54502.488032500,53868.126174722,-3907.092796667
2015-12-29 04:00,"=D75-MIN(E75;0)","=E75",54500.913505278,53868.096505278,-3907.062635833
2015-12-29 03:00,"=D76-MIN(E76;0)","=E76",54499.377432778,53868.067775833,-3907.019065833
2015-12-29 02:00,"=D77-MIN(E77;0)","=E77",54497.803408889,53868.040425278,-3906.972988056
2015-12-29 01:00,"=D78-MIN(E78;0)","=E78",54496.341570000,53868.014826111,-3906.924430556
2015-12-29 00:00,"=D79-MIN(E79;0)","=E79",54494.935896389,53867.991736389,-3906.879396111
2015-12-28 23:00,"=D80-MIN(E80;0)","=E80",54494.129557500,53867.954488611,-3906.847695833
2015-12-28 22:00,"=D81-MIN(E81;0)","=E81",54493.505663333,53867.732590556,-3906.827527778
2015-12-28 21:00,"=D82-MIN(E82;0)","=E82",54492.717758889,53866.598010556,-3906.808322778
2015-12-28 20:00,"=D83-MIN(E83;0)","=E83",54492.102105556,53864.781855556,-3906.785616111
2015-12-28 19:00,"=D84-MIN(E84;0)","=E84",54491.377213889,53862.749005000,-3906.780482778
2015-12-28 18:00,"=D85-MIN(E85;0)","=E85",54490.674693056,53860.833496667,-3906.767550833
2015-12-28 17:00,"=D86-MIN(E86;0)","=E86",54489.964494444,53859.265753889,-3906.766868333
2015-12-28 16:00,"=D87-MIN(E87;0)","=E87",54489.194683056,53858.342077500,-3906.757860278
2015-12-28 15:00,"=D88-MIN(E88;0)","=E88",54488.603065556,53858.039877778,-3906.771766944
2015-12-28 14:00,"=D89-MIN(E89;0)","=E89",54487.798189722,53858.004976667,-3906.764230833
2015-12-28 13:00,"=D90-MIN(E90;0)","=E90",54487.008551944,53857.970198611,-3906.723670556
2015-12-28 12:00,"=D91-MIN(E91;0)","=E91",54486.315979722,53857.935472778,-3906.713114167
2015-12-28 11:00,"=D92-MIN(E92;0)","=E92",54485.608807778,53857.900465833,-3906.715664444
2015-12-28 10:00,"=D93-MIN(E93;0)","=E93",54484.817345000,53857.865448611,-3906.725755000
2015-12-28 09:00,"=D94-MIN(E94;0)","=E94",54484.098244722,53857.831083611,-3906.725855278
2015-12-28 08:00,"=D95-MIN(E95;0)","=E95",54483.316607778,53857.797482222,-3906.720842778
2015-12-28 07:00,"=D96-MIN(E96;0)","=E96",54482.401627222,53857.764990000,-3906.669043333
2015-12-28 06:00,"=D97-MIN(E97;0)","=E97",54481.450776667,53857.733527778,-3906.649032500
2015-12-28 05:00,"=D98-MIN(E98;0)","=E98",54480.232501111,53857.703393333,-3906.610564444
2015-12-28 04:00,"=D99-MIN(E99;0)","=E99",54478.975709722,53857.674350833,-3906.566632778
2015-12-28 03:00,"=D100-MIN(E100;0)","=E100",54477.690463889,53857.646906389,-3906.532060000
2015-12-28 02:00,"=D101-MIN(E101;0)","=E101",54476.287911111,53857.621197778,-3906.487495556
2015-12-28 01:00,"=D102-MIN(E102;0)","=E102",54474.953451667,53857.597649444,-3906.425739167
2015-12-28 00:00,"=D103-MIN(E103;0)","=E103",54473.861105556,53857.576163056,-3906.291170278
2015-12-27 23:00,"=D104-MIN(E104;0)","=E104",54472.596786389,53857.556764444,-3906.255830000
2015-12-27 22:00,"=D105-MIN(E105;0)","=E105",54471.481046944,53857.425062500,-3906.239692222
2015-12-27 21:00,"=D106-MIN(E106;0)","=E106",54470.389033333,53856.435337500,-3906.215905556
2015-12-27 20:00,"=D107-MIN(E107;0)","=E107",54469.395567222,53855.262971667,-3906.194790000
2015-12-27 19:00,"=D108-MIN(E108;0)","=E108",54468.589175000,53854.070065833,-3906.183098056
2015-12-27 18:00,"=D109-MIN(E109;0)","=E109",54467.707214444,53852.897155278,-3906.180664444
2015-12-27 17:00,"=D110-MIN(E110;0)","=E110",54466.712473889,53851.877903056,-3906.175326667
2015-12-27 16:00,"=D111-MIN(E111;0)","=E111",54465.984648333,53851.128372500,-3906.176003889
2015-12-27 15:00,"=D112-MIN(E112;0)","=E112",54465.358114722,53850.807573333,-3906.185192500
2015-12-27 14:00,"=D113-MIN(E113;0)","=E113",54464.600668611,53850.773931667,-3906.192321944
2015-12-27 13:00,"=D114-MIN(E114;0)","=E114",54463.886502500,53850.740513333,-3906.155081667
2015-12-27 12:00,"=D115-MIN(E115;0)","=E115",54463.222590833,53850.707680278,-3906.138710278
2015-12-27 11:00,"=D116-MIN(E116;0)","=E116",54462.482965833,53850.675495278,-3906.142538889
2015-12-27 10:00,"=D117-MIN(E117;0)","=E117",54461.863576667,53850.644526111,-3906.140394722
2015-12-27 09:00,"=D118-MIN(E118;0)","=E118",54461.173103056,53850.614692500,-3906.131144167
2015-12-27 08:00,"=D119-MIN(E119;0)","=E119",54460.459216944,53850.586003611,-3906.119932222
2015-12-27 07:00,"=D120-MIN(E120;0)","=E120",54459.872773056,53850.558664722,-3906.115157778
2015-12-27 06:00,"=D121-MIN(E121;0)","=E121",54459.153704167,53850.533026389,-3906.104941111
2015-12-27 05:00,"=D122-MIN(E122;0)","=E122",54458.161013611,53850.509651944,-3906.056576111
2015-12-27 04:00,"=D123-MIN(E123;0)","=E123",54457.019356389,53850.488938056,-3906.000492222
2015-12-27 03:00,"=D124-MIN(E124;0)","=E124",54455.829512778,53850.471696944,-3905.938105556
2015-12-27 02:00,"=D125-MIN(E125;0)","=E125",54454.711323889,53850.460144722,-3905.875242500
2015-12-27 01:00,"=D126-MIN(E126;0)","=E126",54453.470899444,53850.451741944,-3905.802072500
2015-12-27 00:00,"=D127-MIN(E127;0)","=E127",54452.387376667,53850.443140000,-3905.725103056
2015-12-26 23:00,"=D128-MIN(E128;0)","=E128",54451.266875000,53850.434200833,-3905.666626944
2015-12-26 22:00,"=D129-MIN(E129;0)","=E129",54450.155158889,53850.382674722,-3905.627031389
2015-12-26 21:00,"=D130-MIN(E130;0)","=E130",54448.953230000,53849.785206389,-3905.478317222
2015-12-26 20:00,"=D131-MIN(E131;0)","=E131",54447.717740556,53848.849983611,-3905.452568056
2015-12-26 19:00,"=D132-MIN(E132;0)","=E132",54446.765055278,53847.853722500,-3905.347641111
2015-12-26 18:00,"=D133-MIN(E133;0)","=E133",54446.061691389,53847.145031111,-3905.275928056
2015-12-26 17:00,"=D134-MIN(E134;0)","=E134",54445.378040556,53846.879820278,-3905.235397222
2015-12-26 16:00,"=D135-MIN(E135;0)","=E135",54444.256935278,53846.793537778,-3905.208748056
2015-12-26 15:00,"=D136-MIN(E136;0)","=E136",54443.312435556,53846.737426111,-3905.157685000
2015-12-26 14:00,"=D137-MIN(E137;0)","=E137",54442.398520278,53846.723983611,-3905.118955556
2015-12-26 13:00,"=D138-MIN(E138;0)","=E138",54441.187327778,53846.709578611,-3905.047983056
2015-12-26 12:00,"=D139-MIN(E139;0)","=E139",54440.531068333,53846.696616667,-3904.989405833
2015-12-26 11:00,"=D140-MIN(E140;0)","=E140",54439.758621111,53846.683692778,-3904.889632222
2015-12-26 10:00,"=D141-MIN(E141;0)","=E141",54439.093475278,53846.673821111,-3904.847008611
2015-12-26 09:00,"=D142-MIN(E142;0)","=E142",54438.419541944,53846.665258889,-3904.809195556
2015-12-26 08:00,"=D143-MIN(E143;0)","=E143",54437.723237222,53846.656932778,-3904.774033056
2015-12-26 07:00,"=D144-MIN(E144;0)","=E144",54436.968210000,53846.648668611,-3904.730117222
2015-12-26 06:00,"=D145-MIN(E145;0)","=E145",54436.206165000,53846.640338333,-3904.686304444
2015-12-26 05:00,"=D146-MIN(E146;0)","=E146",54435.085175833,53846.631288889,-3904.598103611
2015-12-26 04:00,"=D147-MIN(E147;0)","=E147",54433.775481944,53846.620432222,-3904.527134722
2015-12-26 03:00,"=D148-MIN(E148;0)","=E148",54432.185481111,53846.607661944,-3904.438705833
2015-12-26 02:00,"=D149-MIN(E149;0)","=E149",54430.938870833,53846.595229722,-3904.369258333
2015-12-26 01:00,"=D150-MIN(E150;0)","=E150",54429.671725833,53846.578834722,-3904.304426389
2015-12-26 00:00,"=D151-MIN(E151;0)","=E151",54428.618337778,53846.562436667,-3904.239401944
2015-12-25 23:00,"=D152-MIN(E152;0)","=E152",54427.462953611,53846.544310556,-3904.195747778
2015-12-25 22:00,"=D153-MIN(E153;0)","=E153",54426.462889444,53846.479053889,-3904.181078056
2015-12-25 21:00,"=D154-MIN(E154;0)","=E154",54425.373051111,53846.199876944,-3904.149346667
2015-12-25 20:00,"=D155-MIN(E155;0)","=E155",54424.404670833,53845.549754722,-3904.114607500
2015-12-25 19:00,"=D156-MIN(E156;0)","=E156",54423.631009167,53844.707539444,-3904.078370278
2015-12-25 18:00,"=D157-MIN(E157;0)","=E157",54422.866012222,53844.049448333,-3904.059064444
2015-12-25 17:00,"=D158-MIN(E158;0)","=E158",54422.253123889,53843.375307778,-3904.052537500
2015-12-25 16:00,"=D159-MIN(E159;0)","=E159",54421.520661944,53842.947639722,-3904.045182500
2015-12-25 15:00,"=D160-MIN(E160;0)","=E160",54420.851353889,53842.756268889,-3904.034029444
2015-12-25 14:00,"=D161-MIN(E161;0)","=E161",54420.241636667,53842.714551389,-3904.015678611
2015-12-25 13:00,"=D162-MIN(E162;0)","=E162",54419.490387222,53842.688181667,-3903.959428889
2015-12-25 12:00,"=D163-MIN(E163;0)","=E163",54418.928906667,53842.663074444,-3903.935476389
2015-12-25 11:00,"=D164-MIN(E164;0)","=E164",54418.257811111,53842.638907222,-3903.911827500
2015-12-25 10:00,"=D165-MIN(E165;0)","=E165",54417.605413333,53842.615172778,-3903.884997500
2015-12-25 09:00,"=D166-MIN(E166;0)","=E166",54416.906969444,53842.591980833,-3903.857603333
2015-12-25 08:00,"=D167-MIN(E167;0)","=E167",54416.241920833,53842.568977222,-3903.837860278
2015-12-25 07:00,"=D168-MIN(E168;0)","=E168",54415.706693056,53842.546614444,-3903.815933056
2015-12-25 06:00,"=D169-MIN(E169;0)","=E169",54414.629418333,53842.525113333,-3903.766138889
2015-12-25 05:00,"=D170-MIN(E170;0)","=E170",54413.446833889,53842.504453889,-3903.713838056
2015-12-25 04:00,"=D171-MIN(E171;0)","=E171",54412.035051111,53842.484846944,-3903.654807778
2015-12-25 03:00,"=D172-MIN(E172;0)","=E172",54410.589203056,53842.466887222,-3903.553554444
2015-12-25 02:00,"=D173-MIN(E173;0)","=E173",54409.187710000,53842.450095278,-3903.486321667
2015-12-25 01:00,"=D174-MIN(E174;0)","=E174",54407.696666111,53842.434217500,-3903.421486389
2015-12-25 00:00,"=D175-MIN(E175;0)","=E175",54406.129095556,53842.419130278,-3903.354787500
2015-12-24 23:00,"=D176-MIN(E176;0)","=E176",54404.809288889,53842.402403889,-3903.307295278
2015-12-24 22:00,"=D177-MIN(E177;0)","=E177",54403.600388889,53842.136779444,-3903.285099444
2015-12-24 21:00,"=D178-MIN(E178;0)","=E178",54402.421825000,53841.394915000,-3903.250645556
2015-12-24 20:00,"=D179-MIN(E179;0)","=E179",54401.399551667,53839.871562500,-3903.097554722
2015-12-24 19:00,"=D180-MIN(E180;0)","=E180",54400.654957778,53838.024506944,-3903.037825556
2015-12-24 18:00,"=D181-MIN(E181;0)","=E181",54399.782625278,53836.314112500,-3902.970015000
2015-12-24 17:00,"=D182-MIN(E182;0)","=E182",54398.881172500,53835.683993611,-3902.946660556
2015-12-24 16:00,"=D183-MIN(E183;0)","=E183",54398.096567222,53835.328374167,-3902.930742500
2015-12-24 15:00,"=D184-MIN(E184;0)","=E184",54397.400518056,53835.208942500,-3902.927060833
2015-12-24 14:00,"=D185-MIN(E185;0)","=E185",54396.764788611,53835.182864167,-3902.929245556
2015-12-24 13:00,"=D186-MIN(E186;0)","=E186",54395.882798056,53835.158402222,-3902.883465833
2015-12-24 12:00,"=D187-MIN(E187;0)","=E187",54395.249279167,53835.135659722,-3902.854231111
2015-12-24 11:00,"=D188-MIN(E188;0)","=E188",54394.639739444,53835.114139167,-3902.833860000
2015-12-24 10:00,"=D189-MIN(E189;0)","=E189",54393.937131389,53835.093495833,-3902.821702500
2015-12-24 09:00,"=D190-MIN(E190;0)","=E190",54393.355902778,53835.072816389,-3902.805975833
2015-12-24 08:00,"=D191-MIN(E191;0)","=E191",54392.658703056,53835.051095000,-3902.786002778
2015-12-24 07:00,"=D192-MIN(E192;0)","=E192",54391.923801389,53835.029614722,-3902.765649722
2015-12-24 06:00,"=D193-MIN(E193;0)","=E193",54391.196897778,53835.008868056,-3902.746951944
2015-12-24 05:00,"=D194-MIN(E194;0)","=E194",54389.885569722,53834.989384167,-3902.705079722
2015-12-24 04:00,"=D195-MIN(E195;0)","=E195",54388.571193056,53834.971561389,-3902.645694722
2015-12-24 03:00,"=D196-MIN(E196;0)","=E196",54387.010826667,53834.955662778,-3902.581190000
2015-12-24 02:00,"=D197-MIN(E197;0)","=E197",54385.842253611,53834.942934167,-3902.510672778
2015-12-24 01:00,"=D198-MIN(E198;0)","=E198",54383.998791667,53834.931664444,-3902.448512500
2015-12-24 00:00,"=D199-MIN(E199;0)","=E199",54382.696237778,53834.918756667,-3902.386654444
2015-12-23 23:00,"=D200-MIN(E200;0)","=E200",54381.384503056,53834.905652500,-3902.340198889
2015-12-23 22:00,"=D201-MIN(E201;0)","=E201",54380.398610556,53834.874090278,-3902.310706667
2015-12-23 21:00,"=D202-MIN(E202;0)","=E202",54379.507211944,53834.687190000,-3902.263311111
2015-12-23 20:00,"=D203-MIN(E203;0)","=E203",54378.550343611,53834.374816389,-3902.174274444
2015-12-23 19:00,"=D204-MIN(E204;0)","=E204",54377.608215000,53834.152060278,-3902.126637222
2015-12-23 18:00,"=D205-MIN(E205;0)","=E205",54376.478977500,53834.010115833,-3902.051895833
2015-12-23 17:00,"=D206-MIN(E206;0)","=E206",54375.686205000,53833.989737222,-3901.960975556
2015-12-23 16:00,"=D207-MIN(E207;0)","=E207",54374.949188056,53833.973920833,-3901.943036944
2015-12-23 15:00,"=D208-MIN(E208;0)","=E208",54374.293236944,53833.957887222,-3901.923762500
2015-12-23 14:00,"=D209-MIN(E209;0)","=E209",54373.510582222,53833.942027222,-3901.877344167
2015-12-23 13:00,"=D210-MIN(E210;0)","=E210",54372.755863889,53833.926223056,-3901.811243333
2015-12-23 12:00,"=D211-MIN(E211;0)","=E211",54372.058056389,53833.910681944,-3901.768205833
2015-12-23 11:00,"=D212-MIN(E212;0)","=E212",54371.364514722,53833.895523611,-3901.742621944
2015-12-23 10:00,"=D213-MIN(E213;0)","=E213",54370.704037222,53833.880889722,-3901.720501667
2015-12-23 09:00,"=D214-MIN(E214;0)","=E214",54369.988359167,53833.866522500,-3901.688060833
2015-12-23 08:00,"=D215-MIN(E215;0)","=E215",54369.301694444,53833.852349167,-3901.654820000
2015-12-23 07:00,"=D216-MIN(E216;0)","=E216",54368.498725833,53833.838606944,-3901.621173056
2015-12-23 06:00,"=D217-MIN(E217;0)","=E217",54367.740088056,53833.825136944,-3901.591209167
2015-12-23 05:00,"=D218-MIN(E218;0)","=E218",54366.694801944,53833.812006111,-3901.535988889
2015-12-23 04:00,"=D219-MIN(E219;0)","=E219",54365.440442778,53833.799153611,-3901.465460278
2015-12-23 03:00,"=D220-MIN(E220;0)","=E220",54364.112216111,53833.786763056,-3901.393084444
2015-12-23 02:00,"=D221-MIN(E221;0)","=E221",54362.746658611,53833.775462500,-3901.303817222
2015-12-23 01:00,"=D222-MIN(E222;0)","=E222",54361.423009444,53833.763364722,-3901.191192500
2015-12-23 00:00,"=D223-MIN(E223;0)","=E223",54359.916212222,53833.751085000,-3901.116358611
2015-12-22 23:00,"=D224-MIN(E224;0)","=E224",54358.812811667,53833.739770000,-3901.006661389
2015-12-22 22:00,"=D225-MIN(E225;0)","=E225",54357.806511667,53833.600330000,-3900.875813611
2015-12-22 21:00,"=D226-MIN(E226;0)","=E226",54357.052206389,53832.913990556,-3900.805253056
2015-12-22 20:00,"=D227-MIN(E227;0)","=E227",54356.173825000,53831.280785000,-3900.763341944
2015-12-22 19:00,"=D228-MIN(E228;0)","=E228",54355.206218333,53829.568214444,-3900.721760278
2015-12-22 18:00,"=D229-MIN(E229;0)","=E229",54354.299253889,53827.904665278,-3900.684144444
2015-12-22 17:00,"=D230-MIN(E230;0)","=E230",54353.455409444,53826.431202778,-3900.651986389
2015-12-22 16:00,"=D231-MIN(E231;0)","=E231",54352.419800833,53825.332203611,-3900.624121389
2015-12-22 15:00,"=D232-MIN(E232;0)","=E232",54351.676031944,53824.939814167,-3900.592688056
2015-12-22 14:00,"=D233-MIN(E233;0)","=E233",54350.899274167,53824.918610556,-3900.573858611
2015-12-22 13:00,"=D234-MIN(E234;0)","=E234",54350.201327500,53824.897738611,-3900.527618333
2015-12-22 12:00,"=D235-MIN(E235;0)","=E235",54349.408696667,53824.877106389,-3900.502640833
2015-12-22 11:00,"=D236-MIN(E236;0)","=E236",54348.786295556,53824.857110556,-3900.480629722
2015-12-22 10:00,"=D237-MIN(E237;0)","=E237",54347.989183333,53824.837546944,-3900.457471389
2015-12-22 09:00,"=D238-MIN(E238;0)","=E238",54347.355983611,53824.818552778,-3900.436446389
2015-12-22 08:00,"=D239-MIN(E239;0)","=E239",54346.569352778,53824.800023611,-3900.424103889
2015-12-22 07:00,"=D240-MIN(E240;0)","=E240",54345.891273333,53824.782149167,-3900.398260556
2015-12-22 06:00,"=D241-MIN(E241;0)","=E241",54345.157006944,53824.764858333,-3900.371339167
2015-12-22 05:00,"=D242-MIN(E242;0)","=E242",54343.895429444,53824.747905556,-3900.312974444
2015-12-22 04:00,"=D243-MIN(E243;0)","=E243",54342.565225000,53824.731604167,-3900.262017222
2015-12-22 03:00,"=D244-MIN(E244;0)","=E244",54341.014991389,53824.716158889,-3900.201440000
2015-12-22 02:00,"=D245-MIN(E245;0)","=E245",54339.465861389,53824.701306389,-3900.136867500
2015-12-22 01:00,"=D246-MIN(E246;0)","=E246",54337.772861944,53824.687321389,-3900.071282222
2015-12-22 00:00,"=D247-MIN(E247;0)","=E247",54336.041014722,53824.673963056,-3900.005090833
2015-12-21 23:00,"=D248-MIN(E248;0)","=E248",54334.962366944,53824.650478889,-3899.953145833
2015-12-21 22:00,"=D249-MIN(E249;0)","=E249",54333.655620556,53824.455303611,-3899.931106111
2015-12-21 21:00,"=D250-MIN(E250;0)","=E250",54332.662800833,53823.829341944,-3899.889831944
2015-12-21 20:00,"=D251-MIN(E251;0)","=E251",54331.501751944,53822.675573889,-3899.869420833
2015-12-21 19:00,"=D252-MIN(E252;0)","=E252",54330.448513056,53821.095259167,-3899.851963611
2015-12-21 18:00,"=D253-MIN(E253;0)","=E253",54329.538008889,53819.552323889,-3899.829286111
2015-12-21 17:00,"=D254-MIN(E254;0)","=E254",54328.233213611,53818.205051389,-3899.806079722
2015-12-21 16:00,"=D255-MIN(E255;0)","=E255",54326.971888611,53817.318136667,-3899.790759167
2015-12-21 15:00,"=D256-MIN(E256;0)","=E256",54326.109570833,53817.107707500,-3899.775316389
2015-12-21 14:00,"=D257-MIN(E257;0)","=E257",54325.536640000,53817.079787500,-3899.762085556
2015-12-21 13:00,"=D258-MIN(E258;0)","=E258",54324.753160278,53817.059676667,-3899.704287778
2015-12-21 12:00,"=D259-MIN(E259;0)","=E259",54324.012210556,53817.039858333,-3899.662519167
2015-12-21 11:00,"=D260-MIN(E260;0)","=E260",54323.341150000,53817.020251944,-3899.644772778
2015-12-21 10:00,"=D261-MIN(E261;0)","=E261",54322.559144167,53817.000730556,-3899.632594722
2015-12-21 09:00,"=D262-MIN(E262;0)","=E262",54321.853312500,53816.981280278,-3899.611753056
2015-12-21 08:00,"=D263-MIN(E263;0)","=E263",54321.206036389,53816.961537778,-3899.586954722
2015-12-21 07:00,"=D264-MIN(E264;0)","=E264",54320.429111389,53816.942047500,-3899.526102778
2015-12-21 06:00,"=D265-MIN(E265;0)","=E265",54319.709713333,53816.922926111,-3899.492021389
2015-12-21 05:00,"=D266-MIN(E266;0)","=E266",54318.875124167,53816.904700556,-3899.446359167
2015-12-21 04:00,"=D267-MIN(E267;0)","=E267",54317.468089444,53816.887543056,-3899.387127500
2015-12-21 03:00,"=D268-MIN(E268;0)","=E268",54316.072818333,53816.871849722,-3899.331834444
2015-12-21 02:00,"=D269-MIN(E269;0)","=E269",54314.650194444,53816.857377222,-3899.274456944
