"Date & Time","Grid","Solar","Load1","Load2"
2015-12-29 00:00,11978.298571111,29977.782152778,1411.126672500,-2027.274690833
2015-12-28 23:00,11977.488411111,29977.784541111,1411.002042500,-2027.134237500
2015-12-28 22:00,11977.251746667,29977.635401389,1410.999869722,-2027.018207500
2015-12-28 21:00,11977.394318056,29977.200443611,1410.997193889,-2026.954210556
2015-12-28 20:00,11977.755861944,29976.561344444,1410.993982500,-2026.948422500
2015-12-28 19:00,11977.627742222,29975.891323056,1410.991320556,-2026.942140000
2015-12-28 18:00,11976.508491389,29975.339830278,1410.988958889,-2026.915740556
2015-12-28 17:00,11974.901101389,29975.065325556,1410.925150000,-2026.753607778
2015-12-28 16:00,11973.793673333,29974.962998056,1410.887307222,-2026.472690278
2015-12-28 15:00,11973.024189444,29974.973240833,1410.821485000,-2026.122263333
2015-12-28 14:00,11971.961471389,29974.975841111,1410.738252222,-2025.678033889
2015-12-28 13:00,11971.590105000,29974.978438611,1410.735816389,-2025.588342222
2015-12-28 12:00,11971.289965833,29974.981025833,1410.732791944,-2025.582772500
2015-12-28 11:00,11971.061911667,29974.983586111,1410.729886111,-2025.577266389
2015-12-28 10:00,11970.781427222,29974.986090000,1410.726931111,-2025.571698056
2015-12-28 09:00,11970.528445833,29974.988583333,1410.723797778,-2025.566072778
2015-12-28 08:00,11970.249394722,29974.991080278,1410.720727500,-2025.560423333
2015-12-28 07:00,11970.002928333,29974.993591111,1410.717700000,-2025.554786389
2015-12-28 06:00,11969.754932500,29974.996105000,1410.714742500,-2025.549245556
2015-12-28 05:00,11968.554221944,29974.998667222,1410.711966389,-2025.488713333
2015-12-28 04:00,11966.680082222,29975.001167500,1410.709979167,-2025.338458611
2015-12-28 03:00,11964.823051111,29975.003749167,1410.708186667,-2025.201155278
2015-12-28 02:00,11962.655948333,29975.006318333,1410.615512778,-2025.057409722
2015-12-28 01:00,11959.991400833,29975.008854444,1410.533328889,-2024.847190556
2015-12-28 00:00,11958.043303056,29975.011326944,1410.529092778,-2024.628345000
2015-12-27 23:00,11956.198712222,29975.013752500,1410.527283333,-2024.482033333
2015-12-27 22:00,11955.119927778,29974.860111111,1410.481956111,-2024.402732500
2015-12-27 21:00,11955.159789444,29974.377251667,1410.480002222,-2024.327962222
2015-12-27 20:00,11955.168645833,29973.760022778,1410.478504167,-2024.257968611
2015-12-27 19:00,11955.108981944,29973.100738056,1410.475784722,-2024.251791944
2015-12-27 18:00,11955.118735833,29972.664869722,1410.473500000,-2024.187003889
2015-12-27 17:00,11953.783262500,29972.480486667,1410.421720278,-2024.062558333
2015-12-27 16:00,11953.057913056,29972.388583056,1410.265867500,-2023.883346944
2015-12-27 15:00,11951.639450278,29972.379658056,1410.063889167,-2023.578630833
2015-12-27 14:00,11950.176592500,29972.382206111,1409.872918611,-2023.131505833
2015-12-27 13:00,11948.766213333,29972.384777500,1409.776775278,-2023.040946944
2015-12-27 12:00,11948.033581667,29972.387284444,1409.773730278,-2023.035362778
2015-12-27 11:00,11947.734349167,29972.389792778,1409.770614722,-2023.029713056
2015-12-27 10:00,11947.511131389,29972.392286944,1409.767538889,-2023.024094167
2015-12-27 09:00,11947.230570000,29972.394829722,1409.764546667,-2023.018510278
2015-12-27 08:00,11946.965755000,29972.397343889,1409.761262500,-2023.012748889
2015-12-27 07:00,11946.712064444,29972.399858611,1409.758290833,-2023.007195000
2015-12-27 06:00,11946.440375000,29972.402403889,1409.755425278,-2023.001724444
2015-12-27 05:00,11945.672971944,29972.405001389,1409.752795833,-2022.939067222
2015-12-27 04:00,11944.778667222,29972.407729722,1409.748257500,-2022.786115833
2015-12-27 03:00,11943.234683333,29972.410486111,1409.672852778,-2022.677804722
2015-12-27 02:00,11942.601083889,29972.413118333,1409.651619444,-2022.479488056
2015-12-27 01:00,11942.139345278,29972.415734444,1409.650110556,-2022.254215000
2015-12-27 00:00,11941.718942222,29972.418351111,1409.648543889,-2022.063483611
2015-12-26 23:00,11941.300586667,29972.420866944,1409.646693333,-2021.906645000
2015-12-26 22:00,11940.986601389,29972.367406944,1409.644542222,-2021.788546111
2015-12-26 21:00,11940.101854167,29972.341666389,1409.642369167,-2021.689762500
2015-12-26 20:00,11939.556709722,29972.355266667,1409.640540833,-2021.576319167
2015-12-26 19:00,11937.930893056,29972.361251667,1409.565874722,-2021.475391944
2015-12-26 18:00,11937.442847778,29972.363408611,1409.529922500,-2021.370280000
2015-12-26 17:00,11936.904793611,29972.365671389,1409.494009444,-2021.253035556
2015-12-26 16:00,11936.209770833,29972.367955833,1409.414812222,-2021.104390000
2015-12-26 15:00,11934.937933333,29972.370304167,1409.300290000,-2020.842023333
2015-12-26 14:00,11934.116439722,29972.372584167,1409.193358889,-2020.402433889
2015-12-26 13:00,11933.322601944,29972.374952500,1409.161839167,-2020.311566667
2015-12-26 12:00,11933.086228611,29972.377280278,1409.158773611,-2020.305989444
2015-12-26 11:00,11932.839843333,29972.379554444,1409.155571667,-2020.300303889
2015-12-26 10:00,11932.540440000,29972.381794444,1409.152167778,-2020.294556944
2015-12-26 09:00,11932.297029722,29972.384058056,1409.148948056,-2020.288906944
2015-12-26 08:00,11930.912863056,29972.386314444,1409.145790556,-2020.283135833
2015-12-26 07:00,11929.307995833,29972.388495000,1409.142476111,-2020.277454444
2015-12-26 06:00,11927.672236111,29972.390652222,1409.139063333,-2020.271774722
2015-12-26 05:00,11926.005998333,29972.392821944,1409.136287222,-2020.216819444
2015-12-26 04:00,11923.521580000,29972.395108611,1409.132612222,-2020.062679722
2015-12-26 03:00,11921.520778889,29972.397368333,1409.130418056,-2019.899572778
2015-12-26 02:00,11919.244336667,29972.399659722,1409.109706944,-2019.774240833
2015-12-26 01:00,11916.474265556,29972.402036667,1408.940258056,-2019.656756667
2015-12-26 00:00,11913.934596944,29972.404417500,1408.802699722,-2019.535321389
2015-12-25 23:00,11911.468848889,29972.406802500,1408.748649722,-2019.403433611
2015-12-25 22:00,11906.583865556,29972.402800833,1408.736629722,-2019.269060000
2015-12-25 21:00,11904.094870000,29972.248732500,1408.658176944,-2019.164361944
2015-12-25 20:00,11903.211476667,29971.823365000,1408.612095833,-2019.019745278
2015-12-25 19:00,11903.311774722,29971.375110278,1408.609568889,-2018.922479167
2015-12-25 18:00,11903.427136667,29970.883459444,1408.607416111,-2018.783973611
2015-12-25 17:00,11903.221392778,29970.646614722,1408.605198333,-2018.629337500
2015-12-25 16:00,11902.939606944,29970.493489167,1408.603513611,-2018.415073611
2015-12-25 15:00,11902.458463889,29970.475339722,1408.602010833,-2018.176788611
2015-12-25 14:00,11901.227509722,29970.477627222,1408.550059167,-2017.762623056
2015-12-25 13:00,11900.617493611,29970.480023056,1408.522731944,-2017.671783056
2015-12-25 12:00,11900.391878056,29970.482361944,1408.519601944,-2017.666149444
2015-12-25 11:00,11900.072758611,29970.484695000,1408.516523889,-2017.660512500
2015-12-25 10:00,11899.659019444,29970.486995556,1408.514086111,-2017.655255556
2015-12-25 09:00,11899.386096389,29970.489289167,1408.511075556,-2017.649731667
2015-12-25 08:00,11899.126463056,29970.491564722,1408.507933333,-2017.644084722
2015-12-25 07:00,11898.363723333,29970.493816111,1408.504625278,-2017.638351389
2015-12-25 06:00,11898.129837500,29970.496073889,1408.501475278,-2017.632754444
2015-12-25 05:00,11897.599070556,29970.498376667,1408.496171667,-2017.590367500
2015-12-25 04:00,11896.443182500,29970.500735000,1408.493888333,-2017.464187500
2015-12-25 03:00,11895.658465556,29970.503080278,1408.403628333,-2017.405168889
2015-12-25 02:00,11895.095312222,29970.505493056,1408.247083611,-2017.336793056
2015-12-25 01:00,11894.069494722,29970.507824167,1408.073900278,-2017.274199167
2015-12-25 00:00,11891.875515833,29970.510135000,1407.943601944,-2017.130764722
2015-12-24 23:00,11890.130444167,29970.512417500,1407.941394444,-2017.014722778
2015-12-24 22:00,11888.427309722,29970.472848056,1407.924975556,-2016.897520833
2015-12-24 21:00,11887.315626111,29969.850848056,1407.921913889,-2016.833361389
2015-12-24 20:00,11887.308494444,29968.216785278,1407.918772500,-2016.827668333
2015-12-24 19:00,11887.359548333,29966.061226111,1407.916072500,-2016.821880556
2015-12-24 18:00,11887.976882222,29964.169660278,1407.899651944,-2016.815660833
2015-12-24 17:00,11888.275029444,29963.230153056,1407.863518056,-2016.771768611
2015-12-24 16:00,11886.383506944,29962.923673889,1407.789095833,-2016.647034722
2015-12-24 15:00,11884.375503056,29962.852250833,1407.669589167,-2016.466374167
2015-12-24 14:00,11881.763856111,29962.854534444,1407.572145278,-2016.045223611
2015-12-24 13:00,11880.034895556,29962.856747222,1407.561578611,-2015.954421944
2015-12-24 12:00,11878.434166944,29962.858863056,1407.558427778,-2015.948861389
2015-12-24 11:00,11876.807097222,29962.860997778,1407.555222500,-2015.943237500
2015-12-24 10:00,11874.762923889,29962.863129444,1407.551941389,-2015.937576111
2015-12-24 09:00,11873.013459722,29962.865234722,1407.549104722,-2015.932088056
2015-12-24 08:00,11871.419700833,29962.867321667,1407.545851389,-2015.926376111
2015-12-24 07:00,11869.801312778,29962.869458889,1407.542661111,-2015.920787222
2015-12-24 06:00,11868.190014167,29962.871541389,1407.539341667,-2015.915155556
2015-12-24 05:00,11865.939869167,29962.873683056,1407.531670000,-2015.857261389
2015-12-24 04:00,11865.564176389,29962.875949167,1407.529590278,-2015.715940833
2015-12-24 03:00,11865.175230278,29962.878248056,1407.527658611,-2015.572711111
2015-12-24 02:00,11864.636333333,29962.880557500,1407.518915833,-2015.432643056
2015-12-24 01:00,11863.864537778,29962.882916944,1407.338190000,-2015.400197222
2015-12-24 00:00,11862.324068889,29962.885277222,1407.124642222,-2015.328994444
2015-12-23 23:00,11861.104533333,29962.887628611,1406.976740278,-2015.323093611
2015-12-23 22:00,11859.681734167,29962.891263056,1406.772000556,-2015.317085278
2015-12-23 21:00,11859.236643333,29962.739455278,1406.673253333,-2015.311285556
2015-12-23 20:00,11859.689490556,29961.852099167,1406.670532778,-2015.305559722
2015-12-23 19:00,11861.304916944,29959.893322778,1406.659148056,-2015.299444722
2015-12-23 18:00,11862.776142778,29958.027502222,1406.654790278,-2015.293070278
2015-12-23 17:00,11863.331411389,29957.091276944,1406.651911944,-2015.228183333
2015-12-23 16:00,11863.146765556,29956.928928611,1406.649170278,-2015.144840000
2015-12-23 15:00,11862.667897778,29956.919084722,1406.605793889,-2014.968633889
2015-12-23 14:00,11860.368561111,29956.923148889,1406.543398056,-2014.628329167
2015-12-23 13:00,11858.624028611,29956.925294444,1406.507423889,-2014.547800000
2015-12-23 12:00,11856.973608889,29956.927373611,1406.504205000,-2014.542191111
2015-12-23 11:00,11855.326001944,29956.929465556,1406.501096667,-2014.536676667
2015-12-23 10:00,11853.659967500,29956.931634722,1406.497854722,-2014.531088611
2015-12-23 09:00,11852.004045000,29956.933746389,1406.494668611,-2014.525528333
2015-12-23 08:00,11850.197046111,29956.935880000,1406.492374722,-2014.520385000
2015-12-23 07:00,11848.540610000,29956.937920278,1406.489375278,-2014.514962778
2015-12-23 06:00,11846.873383889,29956.939906111,1406.486149444,-2014.509411111
2015-12-23 05:00,11844.901592222,29956.941951667,1406.482278611,-2014.475123889
2015-12-23 04:00,11842.839455833,29956.944040000,1406.479092500,-2014.382309722
2015-12-23 03:00,11841.261399167,29956.946174167,1406.474465833,-2014.300177222
2015-12-23 02:00,11840.910266944,29956.948547500,1406.472191667,-2014.181190833
2015-12-23 01:00,11839.982849722,29956.950921389,1406.443772778,-2014.077611389
2015-12-23 00:00,11838.031160833,29956.953367778,1406.345553611,-2013.974739167
2015-12-22 23:00,11837.649556111,29956.955778333,1406.341711111,-2013.942497500
2015-12-22 22:00,11837.378857500,29956.962018333,1406.338276667,-2013.936791667
2015-12-22 21:00,11837.455815000,29956.603665278,1406.334914722,-2013.931060556
2015-12-22 20:00,11838.874032778,29954.833635278,1406.303063889,-2013.924643056
2015-12-22 19:00,11840.198603889,29952.873300000,1406.268332222,-2013.918378056
2015-12-22 18:00,11841.262341944,29951.138923056,1406.264912222,-2013.912007222
2015-12-22 17:00,11841.543220833,29950.357751667,1406.262006944,-2013.879042500
2015-12-22 16:00,11841.287308889,29950.190521111,1406.230218889,-2013.865854444
2015-12-22 15:00,11840.470082500,29950.183446667,1406.135750556,-2013.727261667
2015-12-22 14:00,11839.802875278,29950.186317222,1406.115458333,-2013.400371111
2015-12-22 13:00,11839.490981667,29950.188556111,1406.112846389,-2013.320281389
2015-12-22 12:00,11839.245712500,29950.190717500,1406.109685556,-2013.314725278
2015-12-22 11:00,11839.020763056,29950.192819167,1406.106371389,-2013.309107778
2015-12-22 10:00,11838.755741389,29950.194925833,1406.102861111,-2013.303375000
2015-12-22 09:00,11838.096811389,29950.197113889,1406.099642778,-2013.297651667
2015-12-22 08:00,11836.571373333,29950.199147500,1406.096386389,-2013.292006389
2015-12-22 07:00,11834.966725556,29950.201143056,1406.093048056,-2013.286278611
2015-12-22 06:00,11833.283195556,29950.203253333,1406.089674722,-2013.280501667
2015-12-22 05:00,11832.092846667,29950.205448611,1406.086819722,-2013.244503056
2015-12-22 04:00,11831.761049167,29950.207689444,1406.084419722,-2013.148399167
2015-12-22 03:00,11831.387181944,29950.209961944,1406.082170278,-2013.023353889
2015-12-22 02:00,11831.034775278,29950.212245833,1406.079899167,-2012.914678333
2015-12-22 01:00,11830.239505000,29950.214545000,1406.069131389,-2012.790145000
2015-12-22 00:00,11829.550262778,29950.217010000,1406.064575556,-2012.659120556
2015-12-21 23:00,11828.942602778,29950.219440833,1406.049792778,-2012.564106944
2015-12-21 22:00,11828.722563056,29950.070855000,1406.046651111,-2012.558640833
2015-12-21 21:00,11828.924430833,29949.493087778,1406.043668056,-2012.552829722
2015-12-21 20:00,11829.780576111,29948.187807778,1406.012959167,-2012.546436667
2015-12-21 19:00,11829.762876111,29947.357433611,1405.950320833,-2012.540049167
2015-12-21 18:00,11829.643709444,29946.584894722,1405.947406944,-2012.533691389
2015-12-21 17:00,11829.568240556,29946.127159444,1405.944847222,-2012.489025833
2015-12-21 16:00,11829.109013889,29946.026654722,1405.919325833,-2012.422116944
2015-12-21 15:00,11828.326916944,29946.042699722,1405.838445000,-2012.201546389
2015-12-21 14:00,11827.536315833,29946.044829444,1405.837622222,-2011.840605833
2015-12-21 13:00,11825.722649444,29946.047013056,1405.821729444,-2011.759325278
2015-12-21 12:00,11824.113426667,29946.048997222,1405.818352778,-2011.753686389
2015-12-21 11:00,11822.509399167,29946.050954722,1405.815002222,-2011.748024722
2015-12-21 10:00,11820.881033889,29946.052962778,1405.811679444,-2011.742304444
2015-12-21 09:00,11818.866741389,29946.054922222,1405.808345278,-2011.736640278
2015-12-21 08:00,11817.249343333,29946.056918333,1405.804783889,-2011.730846111
2015-12-21 07:00,11815.649595833,29946.058881389,1405.801437500,-2011.725133333
2015-12-21 06:00,11814.057072778,29946.060900000,1405.798152222,-2011.719469722
2015-12-21 05:00,11811.830118333,29946.063013611,1405.795111389,-2011.671873333
2015-12-21 04:00,11809.580888056,29946.065218056,1405.792511111,-2011.567879722
2015-12-21 03:00,11807.788067500,29946.067399444,1405.787900833,-2011.449151667
2015-12-21 02:00,11805.924628889,29946.069545556,1405.785715278,-2011.317964722
2015-12-21 01:00,11804.066015000,29946.071681389,1405.779685278,-2011.169596111
2015-12-21 00:00,11803.269119167,29946.073964722,1405.764720556,-2011.012970833
2015-12-20 23:00,11802.538678889,29946.076414444,1405.762399167,-2010.921681389
2015-12-20 22:00,11802.178216667,29946.078681389,1405.759990556,-2010.820962500
2015-12-20 21:00,11801.753225000,29946.085331944,1405.757360000,-2010.720899444
2015-12-20 20:00,11801.440671944,29945.982701389,1405.754699444,-2010.641832778
2015-12-20 19:00,11800.701962778,29945.820625278,1405.752140833,-2010.570675833
2015-12-20 18:00,11799.012020556,29945.674931389,1405.696462222,-2010.495681111
2015-12-20 17:00,11795.830901111,29945.520175278,1405.687306389,-2010.460121111
2015-12-20 16:00,11794.404271667,29945.506425278,1405.560079722,-2010.454047222
2015-12-20 15:00,11792.073985556,29945.518639722,1405.415794722,-2010.281535278
2015-12-20 14:00,11791.088107222,29945.520877500,1405.336613333,-2009.936840278
2015-12-20 13:00,11790.710351667,29945.523018333,1405.324176111,-2009.854582222
2015-12-20 12:00,11789.953658611,29945.525081667,1405.320927222,-2009.848933056
2015-12-20 11:00,11789.714318056,29945.527145556,1405.317622500,-2009.843253056
2015-12-20 10:00,11789.429564167,29945.529235833,1405.314156111,-2009.837455556
2015-12-20 09:00,11789.159915833,29945.531320556,1405.310675833,-2009.831625556
2015-12-20 08:00,11788.197443056,29945.533369444,1405.307368056,-2009.825801944
2015-12-20 07:00,11786.592067222,29945.535366389,1405.304046111,-2009.820047778
2015-12-20 06:00,11784.936589167,29945.537396111,1405.300526667,-2009.814237500
2015-12-20 05:00,11782.942155833,29945.539475556,1405.297494722,-2009.762807222
2015-12-20 04:00,11782.091904722,29945.541541111,1405.295116389,-2009.650075556
2015-12-20 03:00,11781.741305556,29945.543681944,1405.292727778,-2009.538885278
2015-12-20 02:00,11781.354530833,29945.545956667,1405.288250278,-2009.482566111
2015-12-20 01:00,11780.810801389,29945.548216667,1405.191037778,-2009.462753333
2015-12-20 00:00,11779.560590278,29945.550627222,1405.037091667,-2009.429310000
2015-12-19 23:00,11778.066424722,29945.552989167,1404.910597222,-2009.423408056
2015-12-19 22:00,11776.398230833,29945.431496667,1404.790795278,-2009.417224444
2015-12-19 21:00,11775.325566944,29944.997791111,1404.686903056,-2009.410736389
2015-12-19 20:00,11775.115568889,29944.688616389,1404.607580278,-2009.404960833
2015-12-19 19:00,11775.086314167,29944.241474444,1404.582993056,-2009.398756667
2015-12-19 18:00,11775.035122222,29943.870380556,1404.579876389,-2009.392365000
2015-12-19 17:00,11774.392401667,29943.684153611,1404.577216389,-2009.364441667
2015-12-19 16:00,11773.904582500,29943.577678333,1404.555491944,-2009.228665833
2015-12-19 15:00,11773.401911667,29943.566170278,1404.552413611,-2008.984870833
2015-12-19 14:00,11772.582806111,29943.568475000,1404.538445000,-2008.625490833
2015-12-19 13:00,11772.278206111,29943.570760278,1404.535853056,-2008.543401389
2015-12-19 12:00,11772.005295278,29943.572957778,1404.532713333,-2008.537837778
2015-12-19 11:00,11771.755133056,29943.575138333,1404.529338889,-2008.532114444
2015-12-19 10:00,11771.141952500,29943.577352222,1404.526082778,-2008.526348056
2015-12-19 09:00,11769.147770000,29943.579457778,1404.522839722,-2008.520660556
2015-12-19 08:00,11767.515916944,29943.581515556,1404.519610278,-2008.515033611
2015-12-19 07:00,11765.892503889,29943.583661389,1404.516160833,-2008.509316389
2015-12-19 06:00,11764.155363611,29943.585728611,1404.512725278,-2008.503565000
2015-12-19 05:00,11763.413843889,29943.587951389,1404.506400000,-2008.466912778
2015-12-19 04:00,11763.050650833,29943.590205278,1404.504058056,-2008.364821944
2015-12-19 03:00,11762.214974722,29943.592512500,1404.501464444,-2008.256608889
2015-12-19 02:00,11761.810723611,29943.594897778,1404.499233889,-2008.131629444
2015-12-19 01:00,11761.405144722,29943.597298333,1404.493174167,-2007.997882222
2015-12-19 00:00,11760.859231389,29943.599686111,1404.395135833,-2007.839767222
2015-12-18 23:00,11760.445600556,29943.602054167,1404.392728056,-2007.716436389
2015-12-18 22:00,11760.262467778,29943.477595278,1404.389926667,-2007.673208056
2015-12-18 21:00,11759.481263889,29942.972402222,1404.387590556,-2007.667084444
2015-12-18 20:00,11759.202774167,29942.477964722,1404.384829722,-2007.661013889
2015-12-18 19:00,11757.821448056,29942.309021389,1404.331628611,-2007.628496389
2015-12-18 18:00,11757.285197778,29942.308305833,1404.319588056,-2007.554758333
2015-12-18 17:00,11756.120540833,29942.338044167,1404.303594444,-2007.420700000
2015-12-18 16:00,11755.595761667,29942.343063056,1404.301906667,-2007.185369444
2015-12-18 15:00,11754.921781667,29942.345261944,1404.265462778,-2006.846718333
2015-12-18 14:00,11753.757728056,29942.347728611,1404.232711389,-2006.401149444
2015-12-18 13:00,11753.369688056,29942.350232778,1404.223685000,-2006.318875833
2015-12-18 12:00,11753.075085000,29942.352748611,1404.220939444,-2006.313449722
2015-12-18 11:00,11752.660683889,29942.355216944,1404.218161944,-2006.307915833
2015-12-18 10:00,11752.022780833,29942.357680278,1404.215071389,-2006.302222500
2015-12-18 09:00,11751.469926667,29942.360165000,1404.212028611,-2006.296558056
2015-12-18 08:00,11749.985116389,29942.362548056,1404.208821944,-2006.290863611
2015-12-18 07:00,11748.335218611,29942.364865000,1404.205523611,-2006.285175556
2015-12-18 06:00,11746.762501667,29942.367226944,1404.202474444,-2006.279651944
2015-12-18 05:00,11744.815902778,29942.369650556,1404.199963333,-2006.212565000
2015-12-18 04:00,11742.910570556,29942.372274167,1404.195367222,-2006.039547222
2015-12-18 03:00,11741.797406667,29942.374981111,1404.190878056,-2005.909807500
2015-12-18 02:00,11740.632520278,29942.377750556,1404.129923611,-2005.794943889
2015-12-18 01:00,11737.562196944,29942.380408333,1403.975123056,-2005.631672222
2015-12-18 00:00,11735.034506111,29942.382971944,1403.878293611,-2005.462678333
2015-12-17 23:00,11733.227861389,29942.385413056,1403.806200000,-2005.339471111
2015-12-17 22:00,11731.368830556,29942.401195833,1403.774593333,-2005.191314444
2015-12-17 21:00,11729.171463611,29942.419249444,1403.771879167,-2005.152588056
2015-12-17 20:00,11727.212197500,29942.433429722,1403.698330556,-2005.078872500
2015-12-17 19:00,11725.677067222,29942.467920833,1403.603436944,-2004.967917222
2015-12-17 18:00,11725.208784722,29942.501861389,1403.601280833,-2004.836841389
