"Date & Time","Grid","Solar","Load1","Load2"
2015-10-22 08:00,11054.387789444,29630.486856111,1374.289825833,-1949.416575556
2015-10-22 07:00,11054.048335833,29630.488294722,1374.287041944,-1949.410017500
2015-10-22 06:00,11053.664343611,29630.489744444,1374.284164722,-1949.403286667
2015-10-22 05:00,11053.276818611,29630.491234167,1374.281301667,-1949.396663611
2015-10-22 04:00,11052.897132500,29630.492740833,1374.278781667,-1949.390152500
2015-10-22 03:00,11052.523106389,29630.494331667,1374.276308333,-1949.383834167
2015-10-22 02:00,11052.114731389,29630.495944722,1374.273663333,-1949.377315833
2015-10-22 01:00,11051.772830833,29630.497598611,1374.271157222,-1949.371051944
2015-10-22 00:00,11051.412040556,29630.499258056,1374.268875556,-1949.364820000
2015-10-21 23:00,11051.046101944,29630.500862778,1374.266289167,-1949.358391111
2015-10-21 22:00,11050.679108611,29630.502497500,1374.263593333,-1949.351986111
2015-10-21 21:00,11050.358782778,29630.482178611,1374.261118333,-1949.345618889
2015-10-21 20:00,11050.068490278,29630.413473056,1374.258718333,-1949.339227778
2015-10-21 19:00,11049.798157222,29630.302389722,1374.256081667,-1949.332657778
2015-10-21 18:00,11049.720461389,29630.039912778,1374.253505278,-1949.326266667
2015-10-21 17:00,11049.695948333,29629.735350278,1374.251029722,-1949.319955000
2015-10-21 16:00,11049.533028056,29629.530582222,1374.248482222,-1949.313506111
2015-10-21 15:00,11049.206067500,29629.498100278,1374.245829167,-1949.307078056
2015-10-21 14:00,11048.859535278,29629.503144444,1374.243430833,-1949.300724722
2015-10-21 13:00,11048.493887500,29629.504993333,1374.241035833,-1949.294309722
2015-10-21 12:00,11048.071460278,29629.506832778,1374.236145833,-1949.287950556
2015-10-21 11:00,11047.586602778,29629.508569722,1374.233966667,-1949.281718333
2015-10-21 10:00,11047.233879722,29629.510186667,1374.231313889,-1949.275079444
2015-10-21 09:00,11046.847767778,29629.511727778,1374.228463333,-1949.268327222
2015-10-21 08:00,11046.466686944,29629.513304167,1374.225585556,-1949.261534444
2015-10-21 07:00,11046.106273056,29629.514860833,1374.222980556,-1949.254907778
2015-10-21 06:00,11045.720968889,29629.516431389,1374.220415833,-1949.248255000
2015-10-21 05:00,11045.314740278,29629.518002222,1374.217637222,-1949.241496667
2015-10-21 04:00,11044.926330833,29629.519584722,1374.215136389,-1949.234962778
2015-10-21 03:00,11044.611019167,29629.521241111,1374.212475000,-1949.228951944
2015-10-21 02:00,11044.396050556,29629.522834444,1374.209038333,-1949.223365000
2015-10-21 01:00,11044.149025278,29629.524435556,1374.205877500,-1949.217641667
2015-10-21 00:00,11043.818089444,29629.526081389,1374.203431667,-1949.211581111
2015-10-20 23:00,11043.463240278,29629.528027778,1374.201005556,-1949.205282778
2015-10-20 22:00,11043.271209722,29629.457393889,1374.197766944,-1949.199310556
2015-10-20 21:00,11043.323084167,29629.226486944,1374.194301389,-1949.193764722
2015-10-20 20:00,11044.916314167,29627.431551667,1374.191242778,-1949.187985833
2015-10-20 19:00,11046.587239167,29625.486435278,1374.188541389,-1949.181650556
2015-10-20 18:00,11047.213446667,29624.649631667,1374.185055833,-1949.175882778
2015-10-20 17:00,11048.108023333,29623.589402500,1374.181660000,-1949.170367222
2015-10-20 16:00,11048.467761389,29623.040034722,1374.178435833,-1949.164759167
2015-10-20 15:00,11048.421650000,29622.758281667,1374.175566944,-1949.158450000
2015-10-20 14:00,11048.318181389,29622.679395833,1374.172289722,-1949.152913889
2015-10-20 13:00,11048.154365278,29622.681400833,1374.169128889,-1949.147411944
2015-10-20 12:00,11047.932251389,29622.683131111,1374.166093611,-1949.141659167
2015-10-20 11:00,11047.690866111,29622.684765556,1374.162673889,-1949.135603056
2015-10-20 10:00,11047.516886389,29622.686355833,1374.159173611,-1949.129815278
2015-10-20 09:00,11047.329605556,29622.687937222,1374.155776389,-1949.123917222
2015-10-20 08:00,11047.148234722,29622.689519167,1374.152112778,-1949.117991667
2015-10-20 07:00,11046.957552222,29622.691075000,1374.148372222,-1949.112028889
2015-10-20 06:00,11046.655116667,29622.692633889,1374.145446667,-1949.105713889
2015-10-20 05:00,11046.345827500,29622.694229722,1374.142589167,-1949.099455278
2015-10-20 04:00,11045.980142500,29622.695871389,1374.139675833,-1949.093006389
2015-10-20 03:00,11045.603042778,29622.697573333,1374.137000000,-1949.086648056
2015-10-20 02:00,11045.241697778,29622.699219722,1374.134519722,-1949.080468056
2015-10-20 01:00,11044.696941389,29622.700880278,1374.132832222,-1949.074668889
2015-10-20 00:00,11044.342638056,29622.702445556,1374.130096667,-1949.068423611
2015-10-19 23:00,11044.161644444,29622.682889722,1374.105059722,-1949.062885833
2015-10-19 22:00,11044.404718333,29622.249044722,1374.101872222,-1949.057354167
2015-10-19 21:00,11044.907110000,29621.427188333,1374.099118333,-1949.051143056
2015-10-19 20:00,11045.269688611,29620.723267222,1374.096300278,-1949.044888333
2015-10-19 19:00,11045.993418056,29619.654195833,1374.093691389,-1949.038625000
2015-10-19 18:00,11046.496685556,29618.867687222,1374.090870278,-1949.032621111
2015-10-19 17:00,11047.393975833,29617.814677500,1374.087451389,-1949.027046389
2015-10-19 16:00,11048.113067778,29616.873494722,1374.084073611,-1949.021276389
2015-10-19 15:00,11047.972526111,29616.689763056,1374.081365278,-1949.015025556
2015-10-19 14:00,11047.742707222,29616.606240278,1374.078680833,-1949.008798611
2015-10-19 13:00,11047.455104167,29616.608764444,1374.075673056,-1949.002681667
2015-10-19 12:00,11047.261466667,29616.610444167,1374.072140000,-1948.996903611
2015-10-19 11:00,11047.096230278,29616.612054722,1374.068750556,-1948.991214167
2015-10-19 10:00,11046.807179444,29616.613593333,1374.065758889,-1948.984873889
2015-10-19 09:00,11046.597587778,29616.615098889,1374.062097500,-1948.978791389
2015-10-19 08:00,11046.408046667,29616.616608611,1374.058357500,-1948.972850833
2015-10-19 07:00,11046.146940833,29616.618116111,1374.055235556,-1948.966704444
2015-10-19 06:00,11045.805375000,29616.619640833,1374.052469167,-1948.960255556
2015-10-19 05:00,11045.528781667,29616.621178889,1374.049109167,-1948.954114722
2015-10-19 04:00,11045.322740000,29616.622680833,1374.045628056,-1948.948491944
2015-10-19 03:00,11045.077121944,29616.624214722,1374.042602500,-1948.942831389
2015-10-19 02:00,11044.703682500,29616.625835000,1374.040193611,-1948.936606111
2015-10-19 01:00,11044.480383611,29616.627441389,1374.036933056,-1948.931041111
2015-10-19 00:00,11044.292663056,29616.629003611,1374.033721667,-1948.925672778
2015-10-18 23:00,11044.117618889,29616.609958889,1374.030742500,-1948.920206111
2015-10-18 22:00,11044.042993333,29616.471798611,1374.027658333,-1948.914557500
2015-10-18 21:00,11044.195755000,29616.127133611,1374.024125000,-1948.908976667
2015-10-18 20:00,11045.091320833,29615.057885278,1374.020912500,-1948.903638056
2015-10-18 19:00,11046.755710556,29613.253967778,1374.017808056,-1948.898211389
2015-10-18 18:00,11048.575458611,29611.221634444,1374.014807778,-1948.892260000
2015-10-18 17:00,11050.301305556,29609.251050833,1374.011397222,-1948.886652500
2015-10-18 16:00,11050.877047500,29607.892225000,1374.008280000,-1948.881165000
2015-10-18 15:00,11051.192615833,29607.267410556,1374.005479444,-1948.875885833
2015-10-18 14:00,11050.945395000,29607.203439167,1374.002355556,-1948.869530278
2015-10-18 13:00,11050.770609167,29607.207095000,1373.998923056,-1948.863813056
2015-10-18 12:00,11050.616550278,29607.208683333,1373.995461944,-1948.858076944
2015-10-18 11:00,11050.414205000,29607.210241389,1373.991861111,-1948.852058333
2015-10-18 10:00,11050.221722778,29607.211845278,1373.988160000,-1948.846126667
2015-10-18 09:00,11050.053679444,29607.213429444,1373.984688889,-1948.840359167
2015-10-18 08:00,11049.855069722,29607.214993889,1373.981295833,-1948.834406667
2015-10-18 07:00,11049.655495278,29607.216546111,1373.977593611,-1948.828535000
2015-10-18 06:00,11049.466983056,29607.218138333,1373.974135000,-1948.822768889
2015-10-18 05:00,11049.285868889,29607.219761667,1373.970791944,-1948.817091389
2015-10-18 04:00,11049.031839167,29607.221449444,1373.967569722,-1948.811197222
2015-10-18 03:00,11048.810405278,29607.223100278,1373.963962500,-1948.805410000
2015-10-18 02:00,11048.615563611,29607.224746667,1373.960613333,-1948.799795833
2015-10-18 01:00,11048.410061944,29607.226357500,1373.957460000,-1948.794194444
2015-10-18 00:00,11048.133085000,29607.227923333,1373.954322222,-1948.788286667
2015-10-17 23:00,11047.954474167,29607.229183056,1373.950879722,-1948.782638889
2015-10-17 22:00,11048.144692500,29606.874012500,1373.947544722,-1948.777111667
2015-10-17 21:00,11049.238971389,29605.509720278,1373.944458333,-1948.771118611
2015-10-17 20:00,11050.889769722,29603.677527500,1373.941018333,-1948.765435278
2015-10-17 19:00,11052.802281667,29601.674168611,1373.937692500,-1948.759995000
2015-10-17 18:00,11054.872821944,29599.534711389,1373.934382222,-1948.754542500
2015-10-17 17:00,11056.760380556,29597.522403611,1373.930851111,-1948.748710278
2015-10-17 16:00,11058.021805833,29596.110585000,1373.927510000,-1948.743162222
2015-10-17 15:00,11058.586685833,29595.387850556,1373.924174167,-1948.737559167
2015-10-17 14:00,11058.521797778,29595.245987500,1373.920776389,-1948.731716944
2015-10-17 13:00,11058.328563333,29595.249665000,1373.917276667,-1948.725944444
2015-10-17 12:00,11058.179172778,29595.251501389,1373.913862500,-1948.720215833
2015-10-17 11:00,11058.004421389,29595.253261111,1373.910351389,-1948.714416944
2015-10-17 10:00,11057.807816389,29595.255042222,1373.906596667,-1948.708432778
2015-10-17 09:00,11057.624461944,29595.256788333,1373.903112778,-1948.702637500
2015-10-17 08:00,11057.450915278,29595.258483333,1373.899650278,-1948.696867500
2015-10-17 07:00,11057.223112222,29595.260204444,1373.896030000,-1948.690784167
2015-10-17 06:00,11057.008514167,29595.261891944,1373.892770556,-1948.685109444
2015-10-17 05:00,11056.654756944,29595.263580278,1373.890201667,-1948.679926111
2015-10-17 04:00,11056.439954444,29595.265283056,1373.886696389,-1948.674115278
2015-10-17 03:00,11056.235395556,29595.266978056,1373.883273889,-1948.668397500
2015-10-17 02:00,11055.976651667,29595.268682222,1373.880368611,-1948.662533889
2015-10-17 01:00,11055.783478611,29595.270341944,1373.876965000,-1948.656924722
2015-10-17 00:00,11055.585279444,29595.271925556,1373.873505833,-1948.651340278
2015-10-16 23:00,11055.425335556,29595.268201667,1373.870252778,-1948.645918611
2015-10-16 22:00,11055.647382222,29594.771191944,1373.867301111,-1948.639971944
2015-10-16 21:00,11056.806920833,29593.417464167,1373.863639444,-1948.634249722
2015-10-16 20:00,11058.635987778,29591.486524444,1373.860261389,-1948.628757778
2015-10-16 19:00,11060.684794444,29589.355361389,1373.856942222,-1948.623073333
2015-10-16 18:00,11062.783295556,29587.169312778,1373.853296111,-1948.617283333
2015-10-16 17:00,11064.776660833,29585.100232222,1373.849855833,-1948.611611667
2015-10-16 16:00,11066.108753889,29583.612227778,1373.846653889,-1948.605915000
2015-10-16 15:00,11066.685829167,29582.845151111,1373.843267778,-1948.600231111
2015-10-16 14:00,11066.680030000,29582.688420833,1373.839900556,-1948.594531944
2015-10-16 13:00,11066.514082222,29582.692256389,1373.836825556,-1948.589019167
2015-10-16 12:00,11066.334464167,29582.694508889,1373.833502778,-1948.583310000
2015-10-16 11:00,11066.142819167,29582.696670556,1373.829988611,-1948.577503889
2015-10-16 10:00,11065.975333056,29582.698604722,1373.826575278,-1948.571709722
2015-10-16 09:00,11065.797020278,29582.700436111,1373.823044722,-1948.565904167
2015-10-16 08:00,11065.597443333,29582.702176111,1373.819308889,-1948.559914167
2015-10-16 07:00,11065.423200000,29582.703840278,1373.815872222,-1948.554154167
2015-10-16 06:00,11065.219334444,29582.705473056,1373.812483611,-1948.548268056
2015-10-16 05:00,11065.009186667,29582.707114722,1373.808818889,-1948.542319722
2015-10-16 04:00,11064.811159444,29582.708820278,1373.805467500,-1948.536631667
2015-10-16 03:00,11064.616086944,29582.710530278,1373.802313611,-1948.531167500
2015-10-16 02:00,11064.403943056,29582.712300556,1373.799063056,-1948.525640278
2015-10-16 01:00,11064.073960833,29582.714063611,1373.796205833,-1948.519475278
2015-10-16 00:00,11063.890093611,29582.715718056,1373.792975000,-1948.514043333
2015-10-15 23:00,11063.722948889,29582.716271944,1373.789845556,-1948.508683611
2015-10-15 22:00,11063.890928056,29582.337452500,1373.786622222,-1948.503124444
2015-10-15 21:00,11065.139668056,29580.781780000,1373.783680833,-1948.497020000
2015-10-15 20:00,11066.858721389,29578.832116944,1373.780860278,-1948.491881667
2015-10-15 19:00,11068.852495278,29576.675137500,1373.777910556,-1948.486644167
2015-10-15 18:00,11070.893785000,29574.513903333,1373.774513889,-1948.480920000
2015-10-15 17:00,11072.808929167,29572.511301389,1373.771181111,-1948.475390833
2015-10-15 16:00,11074.151751389,29571.022492778,1373.767872500,-1948.469823889
2015-10-15 15:00,11074.754099444,29570.232784722,1373.764413611,-1948.464154722
2015-10-15 14:00,11074.680524444,29570.098461111,1373.761113333,-1948.458351389
2015-10-15 13:00,11074.511902222,29570.102401111,1373.757927778,-1948.452793333
2015-10-15 12:00,11074.336286389,29570.104218611,1373.754697222,-1948.447208889
2015-10-15 11:00,11074.149027500,29570.105923889,1373.751135000,-1948.441362222
2015-10-15 10:00,11073.966846111,29570.107566667,1373.747571389,-1948.435535833
2015-10-15 09:00,11073.798071389,29570.109150278,1373.744137500,-1948.429815278
2015-10-15 08:00,11073.612089444,29570.110749167,1373.740538333,-1948.423931389
2015-10-15 07:00,11073.408835833,29570.112349444,1373.736840556,-1948.417982778
2015-10-15 06:00,11073.221599167,29570.113938889,1373.733470556,-1948.412328611
2015-10-15 05:00,11073.030265278,29570.115606389,1373.730240278,-1948.406745000
2015-10-15 04:00,11072.791836667,29570.117168889,1373.726684167,-1948.400817500
2015-10-15 03:00,11072.572010000,29570.118810556,1373.723199722,-1948.395164444
2015-10-15 02:00,11072.377533333,29570.120472500,1373.720091389,-1948.389779444
2015-10-15 01:00,11072.164566111,29570.122042500,1373.716896389,-1948.384170833
2015-10-15 00:00,11071.911531667,29570.123713611,1373.713583056,-1948.378338889
2015-10-14 23:00,11071.727178611,29570.124015000,1373.710172222,-1948.372767778
2015-10-14 22:00,11071.978595556,29569.704562778,1373.706855833,-1948.367303056
2015-10-14 21:00,11073.286377500,29568.188865833,1373.703513333,-1948.361647778
2015-10-14 20:00,11075.009219167,29566.301496944,1373.699921667,-1948.355933889
2015-10-14 19:00,11077.001911389,29564.210273333,1373.696472500,-1948.350350556
2015-10-14 18:00,11079.072013889,29562.069266944,1373.693116111,-1948.344786389
2015-10-14 17:00,11080.992451111,29560.024226389,1373.689637778,-1948.338996389
2015-10-14 16:00,11082.347565833,29558.510601667,1373.686033056,-1948.333263889
2015-10-14 15:00,11083.101973056,29557.593981667,1373.682685000,-1948.327683333
2015-10-14 14:00,11083.061197222,29557.437927222,1373.679468056,-1948.321931667
2015-10-14 13:00,11082.849064722,29557.441450278,1373.675899444,-1948.316065278
2015-10-14 12:00,11082.488111389,29557.443246944,1373.673345000,-1948.310885556
2015-10-14 11:00,11082.313461111,29557.444888611,1373.670041667,-1948.305264722
2015-10-14 10:00,11082.132434444,29557.446498889,1373.666522778,-1948.299433889
2015-10-14 09:00,11081.934282222,29557.448076111,1373.662843056,-1948.293522500
2015-10-14 08:00,11081.758205556,29557.449677778,1373.659407222,-1948.287793889
2015-10-14 07:00,11081.584065000,29557.451258056,1373.656012500,-1948.282107222
2015-10-14 06:00,11081.374980833,29557.452814444,1373.652429444,-1948.276280833
2015-10-14 05:00,11081.167557222,29557.454468333,1373.648943889,-1948.270562500
2015-10-14 04:00,11080.945340556,29557.456206111,1373.645832500,-1948.264977222
2015-10-14 03:00,11080.735877222,29557.457939444,1373.642624167,-1948.259525556
2015-10-14 02:00,11080.513499722,29557.459569167,1373.639194444,-1948.253925556
2015-10-14 01:00,11080.311949722,29557.461081667,1373.635737778,-1948.248337500
2015-10-14 00:00,11080.085156667,29557.462759167,1373.632655556,-1948.242619722
2015-10-13 23:00,11079.915023333,29557.460553056,1373.629365000,-1948.237116111
2015-10-13 22:00,11080.173570278,29557.009416944,1373.625951944,-1948.231559722
2015-10-13 21:00,11081.550034167,29555.449961111,1373.622602222,-1948.226079444
2015-10-13 20:00,11083.289564722,29553.528090556,1373.619573333,-1948.220512500
2015-10-13 19:00,11085.288543611,29551.424256389,1373.616004167,-1948.214873056
2015-10-13 18:00,11087.319712778,29549.287878889,1373.612405833,-1948.209161667
2015-10-13 17:00,11089.232891667,29547.262677778,1373.609195278,-1948.203588889
2015-10-13 16:00,11090.601478611,29545.749994722,1373.605901944,-1948.198138333
2015-10-13 15:00,11091.361435833,29544.798876944,1373.602301111,-1948.192425278
2015-10-13 14:00,11091.338981389,29544.641352500,1373.598775833,-1948.186725000
2015-10-13 13:00,11091.150093889,29544.644016667,1373.595504167,-1948.181067778
2015-10-13 12:00,11090.977828611,29544.645603333,1373.592103611,-1948.175489722
2015-10-13 11:00,11090.787052500,29544.647207778,1373.588500000,-1948.169681944
2015-10-13 10:00,11090.585551667,29544.648842500,1373.585113889,-1948.163835278
2015-10-13 09:00,11090.414005278,29544.650460278,1373.581725833,-1948.158144722
2015-10-13 08:00,11090.224260000,29544.652064444,1373.578128056,-1948.152265556
2015-10-13 07:00,11090.021527222,29544.653636111,1373.574500833,-1948.146412500
2015-10-13 06:00,11089.822701667,29544.655247778,1373.571155833,-1948.140754444
2015-10-13 05:00,11089.437237500,29544.656892222,1373.568635278,-1948.135451389
2015-10-13 04:00,11089.214148889,29544.658533056,1373.565079444,-1948.129695000
2015-10-13 03:00,11089.006409167,29544.660233056,1373.561774444,-1948.124167778
2015-10-13 02:00,11088.757829722,29544.661960833,1373.558670000,-1948.118406667
2015-10-13 01:00,11088.553364167,29544.663634444,1373.555312778,-1948.112852778
2015-10-13 00:00,11088.336809722,29544.665153056,1373.551653056,-1948.107095000
2015-10-12 23:00,11088.140488056,29544.664402222,1373.548450278,-1948.101491944
2015-10-12 22:00,11088.315910556,29544.198725556,1373.545706111,-1948.095559167
2015-10-12 21:00,11089.733265833,29542.598163889,1373.542073056,-1948.089879167
2015-10-12 20:00,11091.587618056,29540.619598611,1373.538500000,-1948.084240278
2015-10-12 19:00,11093.667385278,29538.443441667,1373.535316111,-1948.078692500
2015-10-12 18:00,11095.815481389,29536.226497500,1373.531919444,-1948.073129722
2015-10-12 17:00,11097.790422222,29534.125595556,1373.528425833,-1948.067319722
2015-10-12 16:00,11099.253963889,29532.523886111,1373.525016667,-1948.061706667
2015-10-12 15:00,11099.950631944,29531.659806111,1373.521683333,-1948.056089444
2015-10-12 14:00,11099.917913889,29531.485389167,1373.518308611,-1948.050279722
2015-10-12 13:00,11099.719976944,29531.488853889,1373.514753056,-1948.044409722
2015-10-12 12:00,11099.551125833,29531.490644444,1373.511509722,-1948.038783056
2015-10-12 11:00,11099.380151111,29531.492335278,1373.508193056,-1948.033139167
2015-10-12 10:00,11099.181907778,29531.493943611,1373.504541944,-1948.027241111
2015-10-12 09:00,11098.992931944,29531.495555278,1373.500974722,-1948.021399444
2015-10-12 08:00,11098.799192500,29531.497142500,1373.497733889,-1948.015662222
2015-10-12 07:00,11098.616130556,29531.498707222,1373.494332500,-1948.010039444
2015-10-12 06:00,11098.407054722,29531.500228056,1373.490790278,-1948.004371944
2015-10-12 05:00,11098.179716944,29531.501763889,1373.487274722,-1947.998468333
2015-10-12 04:00,11097.984648889,29531.503361111,1373.483892222,-1947.992869444
2015-10-12 03:00,11097.781558611,29531.504967500,1373.480500278,-1947.987296944
2015-10-12 02:00,11097.560020556,29531.506783333,1373.477107778,-1947.981766111
2015-10-12 01:00,11097.206385278,29531.508575833,1373.474540833,-1947.975727778
2015-10-12 00:00,11097.021170000,29531.510185000,1373.471460833,-1947.970450556
2015-10-11 23:00,11096.747251667,29531.452146667,1373.459775000,-1947.965587778
2015-10-11 22:00,11096.724500278,29531.130207500,1373.456959722,-1947.959748889
2015-10-11 21:00,11096.527574722,29530.944752222,1373.454219722,-1947.953372500
2015-10-11 20:00,11096.984117778,29530.138348056,1373.451755556,-1947.947238611
2015-10-11 19:00,11098.959011389,29527.893360556,1373.449220000,-1947.941076944
2015-10-11 18:00,11100.557104167,29525.980024722,1373.446523333,-1947.934793889
2015-10-11 17:00,11102.433397500,29523.892095278,1373.443363333,-1947.928750833
2015-10-11 16:00,11103.815298333,29522.364449167,1373.440067222,-1947.923330000
2015-10-11 15:00,11104.594146389,29521.383353611,1373.436954444,-1947.917805556
2015-10-11 14:00,11104.410303889,29521.246135833,1373.433926667,-1947.911545000
2015-10-11 13:00,11104.216351111,29521.248791389,1373.430487222,-1947.905874722
2015-10-11 12:00,11104.026374722,29521.250376111,1373.427165278,-1947.900149167
2015-10-11 11:00,11103.692166111,29521.251950000,1373.424240556,-1947.893697222
2015-10-11 10:00,11103.400972778,29521.253506667,1373.420944444,-1947.887489722
2015-10-11 09:00,11103.214034167,29521.255005278,1373.417415556,-1947.881732222
2015-10-11 08:00,11103.006161944,29521.256547500,1373.414144167,-1947.875913611
2015-10-11 07:00,11102.652653333,29521.258103333,1373.411250833,-1947.869482222
2015-10-11 06:00,11102.346724722,29521.259674722,1373.408010833,-1947.863331389
2015-10-11 05:00,11102.157362222,29521.261263333,1373.404685000,-1947.857753889
2015-10-11 04:00,11101.910412500,29521.262915278,1373.401693056,-1947.852090556
2015-10-11 03:00,11101.521067500,29521.264561111,1373.399016944,-1947.845822222
2015-10-11 02:00,11101.124827222,29521.266160833,1373.396418333,-1947.839549167
2015-10-11 01:00,11100.750646667,29521.267725833,1373.394145000,-1947.833367500
2015-10-11 00:00,11100.381632222,29521.269357222,1373.391918056,-1947.827273056
2015-10-10 23:00,11099.998448333,29521.270861111,1373.389406944,-1947.821099722
2015-10-10 22:00,11100.200451667,29520.854991111,1373.386239444,-1947.815708889
2015-10-10 21:00,11101.511150000,29519.378518056,1373.383118611,-1947.810490278
2015-10-10 20:00,11103.183988889,29517.539973056,1373.379917500,-1947.805002222
2015-10-10 19:00,11104.846456944,29515.552733333,1373.377061389,-1947.798679444
2015-10-10 18:00,11106.708480833,29513.548185833,1373.373902222,-1947.793147778
2015-10-10 17:00,11108.585617222,29511.568606389,1373.370625000,-1947.787718056
2015-10-10 16:00,11109.907277222,29509.970732778,1373.367677778,-1947.782434722
2015-10-10 15:00,11110.454803333,29509.051971944,1373.364849722,-1947.776528611
2015-10-10 14:00,11110.434280000,29508.896526667,1373.361490556,-1947.770905278
2015-10-10 13:00,11110.229002500,29508.899427222,1373.358242500,-1947.765138611
2015-10-10 12:00,11109.935127778,29508.901061111,1373.355051389,-1947.758942222
2015-10-10 11:00,11109.737941389,29508.902614444,1373.351421389,-1947.753095000
2015-10-10 10:00,11109.540682222,29508.904130833,1373.348040833,-1947.747236111
2015-10-10 09:00,11109.216493611,29508.905651667,1373.345096389,-1947.740753889
2015-10-10 08:00,11108.866876944,29508.907171944,1373.341928333,-1947.734124444
2015-10-10 07:00,11108.501779444,29508.908683611,1373.339075000,-1947.727525000
2015-10-10 06:00,11108.138477778,29508.910226667,1373.336410000,-1947.721080833
2015-10-10 05:00,11107.751366389,29508.911813611,1373.333612222,-1947.714503611
2015-10-10 04:00,11107.340460278,29508.913444722,1373.330895278,-1947.707953056
2015-10-10 03:00,11106.948415000,29508.915100556,1373.328565833,-1947.701682500
2015-10-10 02:00,11106.547716389,29508.916745000,1373.326243056,-1947.695329722
2015-10-10 01:00,11106.131498056,29508.918333889,1373.323644167,-1947.688846944
2015-10-10 00:00,11105.734216111,29508.919871667,1373.321126667,-1947.682483333
2015-10-09 23:00,11105.390555833,29508.909204722,1373.318665000,-1947.676281111
2015-10-09 22:00,11105.179689722,29508.737836111,1373.316006944,-1947.669773333
2015-10-09 21:00,11105.501695000,29508.030615278,1373.312965278,-1947.663175278
2015-10-09 20:00,11106.901979722,29506.278382222,1373.310263611,-1947.656701389
2015-10-09 19:00,11108.593067222,29504.296697778,1373.307755000,-1947.650495000
2015-10-09 18:00,11109.718499167,29502.818174722,1373.305013056,-1947.644118333
2015-10-09 17:00,11111.289969722,29500.924620833,1373.302196944,-1947.637621111
2015-10-09 16:00,11112.536214167,29499.340324722,1373.299642222,-1947.631220000
2015-10-09 15:00,11113.008619722,29498.518507222,1373.296998611,-1947.624833889
2015-10-09 14:00,11112.763660556,29498.412751389,1373.294189722,-1947.618520278
2015-10-09 13:00,11112.405405278,29498.417128889,1373.291567778,-1947.612146667
2015-10-09 12:00,11112.063126111,29498.418777778,1373.289025000,-1947.605823333
2015-10-09 11:00,11111.683273611,29498.420350000,1373.286267778,-1947.599225000
2015-10-09 10:00,11111.299466389,29498.421886944,1373.283302222,-1947.592503889
2015-10-09 09:00,11110.929124444,29498.423392778,1373.280616389,-1947.585827778
2015-10-09 08:00,11110.554493333,29498.424888611,1373.277928056,-1947.579187222
2015-10-09 07:00,11110.116163333,29498.426382500,1373.275172778,-1947.572450278
2015-10-09 06:00,11109.551309722,29498.427891667,1373.273089167,-1947.566242222
2015-10-09 05:00,11109.161239722,29498.429443889,1373.270605000,-1947.559773056
2015-10-09 04:00,11108.754443889,29498.431061389,1373.268055000,-1947.553325833
2015-10-09 03:00,11108.332042778,29498.432742778,1373.265563889,-1947.546913889
2015-10-09 02:00,11107.934467222,29498.434316944,1373.263266389,-1947.540675278
2015-10-09 01:00,11107.557377222,29498.435886389,1373.260968056,-1947.534526667
2015-10-09 00:00,11107.154470556,29498.437406389,1373.258405556,-1947.528198056
2015-10-08 23:00,11106.778817222,29498.425175556,1373.255784167,-1947.521748333
2015-10-08 22:00,11106.540163889,29498.293533056,1373.253333889,-1947.515462778
2015-10-08 21:00,11107.551806389,29496.902274444,1373.250765000,-1947.509133333
2015-10-08 20:00,11109.023788056,29495.085775278,1373.247847500,-1947.502727778
2015-10-08 19:00,11111.083468333,29492.935600278,1373.244424444,-1947.497255833
2015-10-08 18:00,11113.163825833,29490.753194167,1373.241248611,-1947.491731389
2015-10-08 17:00,11114.935050278,29488.698349444,1373.238393889,-1947.485484444
2015-10-08 16:00,11116.346346111,29487.051790000,1373.235093889,-1947.479567500
2015-10-08 15:00,11117.275655000,29485.964704444,1373.231655000,-1947.473968889
2015-10-08 14:00,11117.171005278,29485.805035278,1373.228871944,-1947.468089722
2015-10-08 13:00,11116.834106389,29485.807915278,1373.225983333,-1947.461826111
2015-10-08 12:00,11116.509932222,29485.809585278,1373.223236944,-1947.455633889
2015-10-08 11:00,11116.185203056,29485.811178611,1373.220491389,-1947.449285833
2015-10-08 10:00,11115.850259722,29485.812813056,1373.217802500,-1947.443069722
2015-10-08 09:00,11115.496192778,29485.814422500,1373.214994722,-1947.436721667
2015-10-08 08:00,11115.149899167,29485.816056111,1373.212550556,-1947.430455833
2015-10-08 07:00,11114.799228889,29485.817704722,1373.210136944,-1947.424199167
2015-10-08 06:00,11114.407633056,29485.819334722,1373.207456389,-1947.417692500
2015-10-08 05:00,11114.014395000,29485.820917500,1373.204679722,-1947.411092500
2015-10-08 04:00,11113.622997500,29485.822549444,1373.202299167,-1947.404693333
2015-10-08 03:00,11113.219359167,29485.824189167,1373.199950278,-1947.398376944
2015-10-08 02:00,11112.794643333,29485.825770278,1373.197431111,-1947.391958333
2015-10-08 01:00,11112.394047222,29485.827320000,1373.195083611,-1947.385703056
2015-10-08 00:00,11112.027899722,29485.828806111,1373.192748056,-1947.379601389
2015-10-07 23:00,11111.659709722,29485.820302222,1373.190318889,-1947.373343889
2015-10-07 22:00,11111.776744722,29485.308942222,1373.187789722,-1947.367066667
2015-10-07 21:00,11112.397798611,29484.159950556,1373.186032500,-1947.361347778
2015-10-07 20:00,11113.750982500,29482.465759722,1373.183471389,-1947.354948889
