"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","Hot Tub [kW]"
2015-12-28 03:00:00,0.437706667,-0.004976389,0.433305278,-0.004976389,-0.000000000,0.000575000
2015-12-28 02:00:00,0.401162222,-0.004988889,0.396666944,-0.004988889,-0.000000000,0.000493611
2015-12-28 01:00:00,0.824610556,-0.005007778,0.820013056,-0.005007778,-0.000000000,0.000410278
2015-12-28 00:00:00,0.964434167,-0.005077778,0.959966944,-0.005077778,-0.000000000,0.000610556
2015-12-27 23:00:00,0.933201944,-0.005061111,0.928606667,-0.005061111,-0.000000000,0.000465833
2015-12-27 22:00:00,0.868178333,-0.005079444,0.863363333,-0.005079444,-0.000000000,0.000264444
2015-12-27 21:00:00,0.961496667,-0.005060556,0.956957222,-0.005060556,-0.000000000,0.000521111
2015-12-27 20:00:00,0.927263889,-0.005084167,0.922700556,-0.005084167,-0.000000000,0.000520833
2015-12-27 19:00:00,0.861526389,-0.005089444,0.856824722,-0.005089444,-0.000000000,0.000387778
2015-12-27 18:00:00,0.895315833,0.070906111,0.892749722,0.070906111,0.073850000,0.000377778
2015-12-27 17:00:00,0.705169444,1.072284722,0.705820556,1.072284722,1.072284722,0.000651111
2015-12-27 16:00:00,0.489021389,1.756348611,0.489377500,1.756348611,1.756348611,0.000356111
2015-12-27 15:00:00,0.392991944,2.122827778,0.393223333,2.122827778,2.122827778,0.000231389
2015-12-27 14:00:00,0.416239722,1.012548889,0.416533056,1.012548889,1.012548889,0.000293333
2015-12-27 13:00:00,0.454320556,0.363021389,0.454696944,0.363021389,0.363021389,0.000376389
2015-12-27 12:00:00,0.271633333,0.256156944,0.271974722,0.256156944,0.256156944,0.000341389
2015-12-27 11:00:00,0.379770556,0.176803611,0.380276111,0.176803611,0.176803611,0.000505556
2015-12-27 10:00:00,0.514393889,0.094135833,0.514641944,0.094135833,0.094135833,0.000248056
2015-12-27 09:00:00,0.502661667,-0.002936667,0.497335000,-0.002936667,0.002145000,-0.000245000
2015-12-27 08:00:00,0.759280556,-0.004980556,0.754008611,-0.004980556,-0.000000000,-0.000291389
2015-12-27 07:00:00,0.821738056,-0.004996667,0.816362500,-0.004996667,-0.000000000,-0.000378889
2015-12-27 06:00:00,0.573720000,-0.005016944,0.568613611,-0.005016944,-0.000000000,-0.000089444
2015-12-27 05:00:00,0.625314722,-0.005034444,0.620335833,-0.005034444,-0.000000000,0.000055556
2015-12-27 04:00:00,0.524010000,-0.005024722,0.519251667,-0.005024722,-0.000000000,0.000266389
2015-12-27 03:00:00,0.380217222,-0.005032222,0.375650833,-0.005032222,-0.000000000,0.000465833
2015-12-27 02:00:00,0.406723611,-0.005045278,0.402171944,-0.005045278,-0.000000000,0.000493611
2015-12-27 01:00:00,0.891216111,-0.005084167,0.886650833,-0.005084167,-0.000000000,0.000518889
2015-12-27 00:00:00,0.986132500,-0.005131389,0.981471667,-0.005131389,-0.000000000,0.000470556
2015-12-26 23:00:00,0.853359167,-0.005110000,0.848644444,-0.005110000,-0.000000000,0.000395278
2015-12-26 22:00:00,0.928597222,-0.005113611,0.923965556,-0.005113611,-0.000000000,0.000481944
2015-12-26 21:00:00,0.982993333,-0.005134444,0.978388889,-0.005134444,-0.000000000,0.000530000
2015-12-26 20:00:00,0.812193333,-0.005118889,0.807431944,-0.005118889,-0.000000000,0.000357500
2015-12-26 19:00:00,0.912438889,-0.005101111,0.907770833,-0.005101111,-0.000000000,0.000433056
2015-12-26 18:00:00,0.939523056,-0.003512222,0.935055556,-0.003512222,0.001486667,0.000531389
2015-12-26 17:00:00,0.905393333,0.028810833,0.903907778,0.028810833,0.030971111,0.000674722
2015-12-26 16:00:00,0.534888333,0.126600833,0.535026667,0.126600833,0.126600833,0.000138333
2015-12-26 15:00:00,0.375190833,0.148233333,0.375161389,0.148233333,0.148233333,-0.000029444
2015-12-26 14:00:00,0.444763333,0.113033056,0.444831667,0.113033056,0.113033056,0.000068333
2015-12-26 13:00:00,0.523832222,0.062227500,0.524062500,0.062227500,0.062227500,0.000230278
2015-12-26 12:00:00,0.380075000,0.036811944,0.379971111,0.036811944,0.036925000,0.000009167
2015-12-26 11:00:00,0.360339722,0.024831111,0.360185278,0.024831111,0.025249722,0.000264167
2015-12-26 10:00:00,0.520968889,0.019346944,0.518128889,0.019346944,0.022359444,0.000172500
2015-12-26 09:00:00,0.526617778,-0.005228056,0.521348056,-0.005228056,-0.000000000,-0.000041667
2015-12-26 08:00:00,0.686581944,-0.005056944,0.681264167,-0.005056944,-0.000000000,-0.000260833
2015-12-26 07:00:00,0.809936111,-0.005058056,0.804485278,-0.005058056,-0.000000000,-0.000392778
2015-12-26 06:00:00,0.583628333,-0.005061667,0.578676667,-0.005061667,-0.000000000,0.000110000
2015-12-26 05:00:00,0.568051389,-0.005068333,0.563001667,-0.005068333,-0.000000000,0.000018611
2015-12-26 04:00:00,0.496830000,-0.005046389,0.491999444,-0.005046389,-0.000000000,0.000215833
2015-12-26 03:00:00,0.431597778,-0.005051667,0.427069167,-0.005051667,-0.000000000,0.000523056
2015-12-26 02:00:00,0.418091389,-0.005075278,0.413477222,-0.005075278,-0.000000000,0.000461111
2015-12-26 01:00:00,0.728470278,-0.005045000,0.724227500,-0.005045000,-0.000000000,0.000802222
2015-12-26 00:00:00,0.963269722,-0.005117778,0.958731389,-0.005117778,-0.000000000,0.000579444
2015-12-25 23:00:00,0.907916111,-0.005135833,0.903240000,-0.005135833,-0.000000000,0.000459722
2015-12-25 22:00:00,0.879587222,-0.005113889,0.874878889,-0.005113889,-0.000000000,0.000405556
2015-12-25 21:00:00,0.954482222,-0.005121389,0.949973889,-0.005121389,-0.000000000,0.000613056
2015-12-25 20:00:00,0.911172500,-0.005111389,0.906541944,-0.005111389,-0.000000000,0.000480833
2015-12-25 19:00:00,0.815017500,-0.005093889,0.810313889,-0.005093889,-0.000000000,0.000390278
2015-12-25 18:00:00,0.857898611,-0.005266944,0.853113056,-0.005266944,-0.000000000,0.000481389
2015-12-25 17:00:00,0.699475556,0.014971667,0.697703611,0.014971667,0.017188889,0.000445278
2015-12-25 16:00:00,0.454377222,0.061010556,0.454435833,0.061010556,0.061010556,0.000058611
2015-12-25 15:00:00,0.436045000,0.121809722,0.436065000,0.121809722,0.121809722,0.000020000
2015-12-25 14:00:00,0.656865833,0.149315556,0.657144167,0.149315556,0.149315556,0.000278333
2015-12-25 13:00:00,1.175345000,0.172299167,1.176448889,0.172299167,0.172299167,0.001103889
2015-12-25 12:00:00,0.458229722,0.254824167,0.458193611,0.254824167,0.254824167,-0.000036111
2015-12-25 11:00:00,0.519743333,0.159181111,0.519926667,0.159181111,0.159181111,0.000183333
2015-12-25 10:00:00,0.950005556,0.119922500,0.950198889,0.119922500,0.119922500,0.000193333
2015-12-25 09:00:00,0.493597500,0.027875556,0.491994722,0.027875556,0.029358611,-0.000119722
2015-12-25 08:00:00,0.658638333,-0.005178611,0.653421111,-0.005178611,-0.000000000,-0.000038611
2015-12-25 07:00:00,0.842575556,-0.005210000,0.836931944,-0.005210000,-0.000000000,-0.000433611
2015-12-25 06:00:00,0.519670833,-0.005221389,0.514340278,-0.005221389,-0.000000000,-0.000109167
2015-12-25 05:00:00,0.582308333,-0.005176389,0.577326667,-0.005176389,-0.000000000,0.000194722
2015-12-25 04:00:00,0.449861111,-0.005156667,0.445049722,-0.005156667,-0.000000000,0.000345278
2015-12-25 03:00:00,0.372261944,-0.005163889,0.367418333,-0.005163889,-0.000000000,0.000320278
2015-12-25 02:00:00,0.404291667,-0.005155278,0.399482500,-0.005155278,-0.000000000,0.000346111
2015-12-25 01:00:00,0.986223333,-0.005148611,0.981844722,-0.005148611,-0.000000000,0.000770000
2015-12-25 00:00:00,1.497044444,-0.005115556,1.492537778,-0.005115556,-0.000000000,0.000608889
2015-12-24 23:00:00,0.990822500,-0.005129722,0.986143611,-0.005129722,-0.000000000,0.000450833
2015-12-24 22:00:00,0.871196111,-0.005123333,0.866565000,-0.005123333,-0.000000000,0.000492222
2015-12-24 21:00:00,0.880542222,-0.005142778,0.875795556,-0.005142778,-0.000000000,0.000396111
2015-12-24 20:00:00,0.857897778,-0.005168611,0.853047500,-0.005168611,-0.000000000,0.000318333
2015-12-24 19:00:00,0.860755000,-0.005166944,0.855981389,-0.005166944,-0.000000000,0.000393333
2015-12-24 18:00:00,1.263367778,0.011997222,1.259584167,0.011997222,0.015943611,0.000162778
2015-12-24 17:00:00,0.942532222,0.324963333,0.942926111,0.324963333,0.324963333,0.000393889
2015-12-24 16:00:00,0.615314167,1.237727222,0.615491389,1.237727222,1.237727222,0.000177222
2015-12-24 15:00:00,0.441417500,2.041196111,0.441524722,2.041196111,2.041196111,0.000107222
2015-12-24 14:00:00,0.406313056,2.287951944,0.406847500,2.287951944,2.287951944,0.000534444
2015-12-24 13:00:00,0.620691389,2.289681667,0.621746944,2.289681667,2.289681667,0.001055556
2015-12-24 12:00:00,1.632781111,2.140600833,1.633651111,2.140600833,2.140600833,0.000870000
2015-12-24 11:00:00,0.546242778,1.772090833,0.546922222,1.772090833,1.772090833,0.000679444
2015-12-24 10:00:00,0.766099444,1.121668889,0.766733611,1.121668889,1.121668889,0.000634167
2015-12-24 09:00:00,0.745802500,0.109465556,0.741490278,0.109465556,0.113574167,-0.000203611
2015-12-24 08:00:00,0.883460000,-0.005080833,0.878204444,-0.005080833,-0.000000000,-0.000174722
2015-12-24 07:00:00,0.786474167,-0.005069722,0.780908889,-0.005069722,-0.000000000,-0.000495556
2015-12-24 06:00:00,0.529241944,-0.005059722,0.524278056,-0.005059722,-0.000000000,0.000095833
2015-12-24 05:00:00,0.610983611,-0.005068056,0.606132500,-0.005068056,-0.000000000,0.000216944
2015-12-24 04:00:00,0.387110556,-0.005092222,0.373269167,-0.005092222,-0.000000000,-0.008749167
2015-12-24 03:00:00,1.276147778,-0.005050278,0.409495833,-0.005050278,-0.000000000,-0.861601667
2015-12-24 02:00:00,3.687710556,-0.005036667,2.451175278,-0.005036667,-0.000000000,-1.231498611
2015-12-24 01:00:00,3.074337500,-0.005045000,1.918019444,-0.005045000,-0.000000000,-1.151273056
2015-12-24 00:00:00,1.828110278,-0.005075556,1.225740278,-0.005075556,-0.000000000,-0.597294444
2015-12-23 23:00:00,2.412220833,-0.005032500,0.921468056,-0.005032500,-0.000000000,-1.485720278
2015-12-23 22:00:00,2.226886667,-0.005112778,0.795317778,-0.005112778,-0.000000000,-1.426456111
2015-12-23 21:00:00,0.866632778,-0.005230278,0.859441667,-0.005230278,-0.000000000,-0.001960833
2015-12-23 20:00:00,2.231364722,-0.005143056,0.861755556,-0.005143056,-0.000000000,-1.364466111
2015-12-23 19:00:00,1.982689167,-0.005123889,0.857381667,-0.005123889,-0.000000000,-1.120183611
2015-12-23 18:00:00,1.809816944,0.028125833,0.883376389,0.028125833,0.031637222,-0.922929167
2015-12-23 17:00:00,0.788102222,0.192271667,0.646020833,0.192271667,0.192271667,-0.142081389
2015-12-23 16:00:00,1.150973056,0.508518333,0.362365278,0.508518333,0.508518333,-0.788607778
2015-12-23 15:00:00,1.205820833,0.886683611,0.439105833,0.886683611,0.886683611,-0.766715000
2015-12-23 14:00:00,1.276001111,1.917111111,0.511755833,1.917111111,1.917111111,-0.764245278
2015-12-23 13:00:00,1.213710556,2.309394167,0.413207500,2.309394167,2.309394167,-0.800503056
2015-12-23 12:00:00,1.675611111,2.185233611,0.397978611,2.185233611,2.185233611,-1.277632500
2015-12-23 11:00:00,1.215721389,1.799783611,0.680827500,1.799783611,1.799783611,-0.534893889
2015-12-23 10:00:00,1.550969444,1.128634722,0.739670000,1.128634722,1.128634722,-0.811299444
2015-12-23 09:00:00,1.917602222,0.071333611,0.709894444,0.071333611,0.075801667,-1.203239722
2015-12-23 08:00:00,2.117293611,-0.005011944,0.863187778,-0.005011944,-0.000000000,-1.249093889
2015-12-23 07:00:00,0.779221667,-0.005091111,0.771516944,-0.005091111,-0.000000000,-0.002613611
2015-12-23 06:00:00,1.719708056,-0.005037222,0.552366389,-0.005037222,-0.000000000,-1.162304444
2015-12-23 05:00:00,1.559126667,-0.005064722,0.480996944,-0.005064722,-0.000000000,-1.073065000
2015-12-23 04:00:00,1.242234167,-0.005125833,0.407799167,-0.005125833,-0.000000000,-0.829309167
2015-12-23 03:00:00,1.180312500,-0.005138889,0.352930556,-0.005138889,-0.000000000,-0.822243056
2015-12-23 02:00:00,1.228571389,-0.005101111,0.455238056,-0.005101111,-0.000000000,-0.768232222
2015-12-23 01:00:00,1.503418611,-0.005075556,0.724490000,-0.005075556,-0.000000000,-0.773853056
2015-12-23 00:00:00,1.572437222,-0.005125556,0.976388611,-0.005125556,-0.000000000,-0.590923056
2015-12-22 23:00:00,1.639592500,-0.005118056,1.231663611,-0.005118056,-0.000000000,-0.402810833
2015-12-22 22:00:00,2.163591944,-0.005143611,1.201951389,-0.005143611,-0.000000000,-0.956496944
2015-12-22 21:00:00,1.849666111,-0.005128056,0.886548611,-0.005128056,-0.000000000,-0.957989444
2015-12-22 20:00:00,2.255451944,-0.005159722,1.461661944,-0.005159722,-0.000000000,-0.788630278
2015-12-22 19:00:00,2.049280833,-0.005172500,1.841519444,-0.005172500,-0.000000000,-0.202588889
2015-12-22 18:00:00,2.973330278,0.018504444,1.950399167,0.018504444,0.022063611,-1.019371944
2015-12-22 17:00:00,1.702616389,0.233450556,0.877301667,0.233450556,0.233450556,-0.825314722
2015-12-22 16:00:00,1.356387778,1.607281944,0.610816667,1.607281944,1.607281944,-0.745571111
2015-12-22 15:00:00,0.657572500,1.944101389,0.657457222,1.944101389,1.944101389,-0.000115278
2015-12-22 14:00:00,1.285228333,2.074286667,0.548272778,2.074286667,2.074286667,-0.736955556
2015-12-22 13:00:00,1.222982500,1.903293889,0.481651667,1.903293889,1.903293889,-0.741330833
2015-12-22 12:00:00,1.533631944,1.907734444,0.615593333,1.907734444,1.907734444,-0.918038611
2015-12-22 11:00:00,1.283648056,1.538593611,1.149780556,1.538593611,1.538593611,-0.133867500
2015-12-22 10:00:00,2.131108889,0.555761667,0.988818889,0.555761667,0.555761667,-1.142290000
2015-12-22 09:00:00,1.805010000,0.002477222,0.770559167,0.002477222,0.006925000,-1.030003056
2015-12-22 08:00:00,1.689105278,-0.005009722,0.828443611,-0.005009722,-0.000000000,-0.855651944
2015-12-22 07:00:00,0.929839444,-0.005043333,0.783407778,-0.005043333,-0.000000000,-0.141388333
2015-12-22 06:00:00,1.630622500,-0.004990000,0.498047778,-0.004990000,-0.000000000,-1.127584722
2015-12-22 05:00:00,1.354040000,-0.005040278,0.526891667,-0.005040278,-0.000000000,-0.822108056
2015-12-22 04:00:00,1.287471389,-0.005093889,0.498287222,-0.005093889,-0.000000000,-0.784090278
2015-12-22 03:00:00,1.269871667,-0.005121389,0.476546111,-0.005121389,-0.000000000,-0.788204167
2015-12-22 02:00:00,1.228359167,-0.005100556,0.449735000,-0.005100556,-0.000000000,-0.773523611
2015-12-22 01:00:00,1.291654444,-0.005120000,0.870082778,-0.005120000,-0.000000000,-0.416451667
2015-12-22 00:00:00,1.619731944,-0.005091111,0.980073333,-0.005091111,-0.000000000,-0.634567500
2015-12-21 23:00:00,1.653936111,-0.005135556,0.909177500,-0.005135556,-0.000000000,-0.739623056
2015-12-21 22:00:00,1.827678889,-0.005132222,0.828326667,-0.005132222,-0.000000000,-0.994220000
2015-12-21 21:00:00,1.719806667,-0.005129167,0.770277778,-0.005129167,-0.000000000,-0.944399722
2015-12-21 20:00:00,1.383341389,-0.005101111,0.838619722,-0.005101111,-0.000000000,-0.539620556
2015-12-21 19:00:00,1.149033056,-0.005101111,0.747666111,-0.005101111,-0.000000000,-0.396265833
2015-12-21 18:00:00,1.479926111,0.038093611,0.667738056,0.038093611,0.041203611,-0.809078056
2015-12-21 17:00:00,1.514763611,0.526057778,0.655142500,0.526057778,0.526057778,-0.859621111
2015-12-21 16:00:00,0.808054167,1.345228333,0.354211944,1.345228333,1.345228333,-0.453842222
2015-12-21 15:00:00,0.626333889,1.903279444,0.307448611,1.903279444,1.903279444,-0.318885278
2015-12-21 14:00:00,1.131277778,2.263900556,0.375445556,2.263900556,2.263900556,-0.755832222
2015-12-21 13:00:00,1.119745556,2.213198889,0.349036389,2.213198889,2.213198889,-0.770709167
2015-12-21 12:00:00,1.321294167,2.040381111,0.329141944,2.040381111,2.040381111,-0.992152222
2015-12-21 11:00:00,0.647246944,1.670070556,0.362019167,1.670070556,1.670070556,-0.285227778
2015-12-21 10:00:00,1.302282778,1.113462222,0.432313333,1.113462222,1.113462222,-0.869969444
2015-12-21 09:00:00,1.592187778,0.114917500,0.448459444,0.114917500,0.118707500,-1.139938333
2015-12-21 08:00:00,1.598234444,-0.004956389,0.458005556,-0.004956389,-0.000000000,-1.135272500
2015-12-21 07:00:00,0.588374444,-0.005029167,0.542824167,-0.005029167,-0.000000000,-0.040521111
2015-12-21 06:00:00,1.586329444,-0.005006667,0.453774444,-0.005006667,-0.000000000,-1.127548333
2015-12-21 05:00:00,1.686970833,-0.005008333,0.485332500,-0.005008333,-0.000000000,-1.196630000
2015-12-21 04:00:00,0.586227500,-0.005137222,0.579671667,-0.005137222,-0.000000000,-0.001418611
2015-12-21 03:00:00,1.245820556,-0.005121667,0.462954444,-0.005121667,-0.000000000,-0.777744444
2015-12-21 02:00:00,1.257263056,-0.005100556,0.472691111,-0.005100556,-0.000000000,-0.779471389
2015-12-21 01:00:00,1.692508333,-0.005047222,0.893445278,-0.005047222,-0.000000000,-0.794015833
2015-12-21 00:00:00,1.959410833,-0.005025000,0.804188333,-0.005025000,-0.000000000,-1.150197500
2015-12-20 23:00:00,1.964634444,-0.005077500,0.839934444,-0.005077500,-0.000000000,-1.119622500
2015-12-20 22:00:00,1.295776389,-0.005113056,0.904994722,-0.005113056,-0.000000000,-0.385668611
2015-12-20 21:00:00,1.482630556,-0.005134444,0.809697222,-0.005134444,-0.000000000,-0.667798889
2015-12-20 20:00:00,1.899763333,-0.005121944,0.842281944,-0.005121944,-0.000000000,-1.052359444
2015-12-20 19:00:00,1.737166944,-0.005075833,0.772492222,-0.005075833,-0.000000000,-0.959598889
2015-12-20 18:00:00,1.173704444,0.007755556,0.702653056,0.007755556,0.011565278,-0.467241667
2015-12-20 17:00:00,1.123653611,0.015476944,0.586088056,0.015476944,0.017235556,-0.535806944
