"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar A [kW]","Solar B [kW]","Wind [kW]"
2015-11-24 03:00:00,6.121848889,-0.006074444,6.127923333,-0.003372500,-0.002447778,-0.000254167
2015-11-24 02:00:00,5.143197500,-0.006612500,5.149810000,-0.003359167,-0.002463056,-0.000790278
2015-11-24 01:00:00,5.206901389,-0.006733333,5.213634722,-0.003410000,-0.002525833,-0.000797500
2015-11-24 00:00:00,5.479059722,-0.006338056,5.485397778,-0.003416667,-0.002570278,-0.000351111
2015-11-23 23:00:00,6.081655000,-0.006823611,6.088478611,-0.003518611,-0.002631944,-0.000673056
2015-11-23 22:00:00,6.208364167,-0.006865556,6.215229722,-0.003580000,-0.002656667,-0.000628889
2015-11-23 21:00:00,6.323295000,-0.006465833,6.329760833,-0.003602500,-0.002679167,-0.000184167
2015-11-23 20:00:00,6.557064444,-0.006947500,6.564011944,-0.003628611,-0.002717222,-0.000601667
2015-11-23 19:00:00,7.874223889,-0.006951389,7.881175278,-0.003634167,-0.002729722,-0.000587500
2015-11-23 18:00:00,11.243799444,-0.006548889,11.250348333,-0.003653333,-0.002751111,-0.000144444
2015-11-23 17:00:00,11.417617500,0.534667222,10.882950278,0.271802778,0.263410833,-0.000546389
2015-11-23 16:00:00,10.793336667,1.418700833,9.374635833,0.698361667,0.719824167,0.000515000
2015-11-23 15:00:00,10.076565556,6.061665556,4.014900000,3.027464444,3.030700833,0.003500278
2015-11-23 14:00:00,9.462073611,9.309569167,0.152504444,4.709108611,4.594916389,0.005544167
2015-11-23 13:00:00,9.896515278,10.907037500,-1.010522222,5.394137778,5.505663333,0.007236389
2015-11-23 12:00:00,10.512421111,10.851741389,-0.339320278,5.363368611,5.481413611,0.006959167
2015-11-23 11:00:00,10.464231944,9.861809444,0.602422500,4.896991667,4.958986944,0.005830833
2015-11-23 10:00:00,10.234459722,6.995450556,3.239009167,3.464605556,3.527901944,0.002943056
2015-11-23 09:00:00,9.905417500,1.503981111,8.401436389,0.748780833,0.755518889,-0.000318611
2015-11-23 08:00:00,7.944401111,0.017850278,7.926550833,0.007351667,0.011286389,-0.000787778
2015-11-23 07:00:00,6.207551944,-0.006060278,6.213612222,-0.003366111,-0.002455000,-0.000239167
2015-11-23 06:00:00,5.913153333,-0.006588889,5.919742222,-0.003383056,-0.002400833,-0.000805000
2015-11-23 05:00:00,5.695518333,-0.006518056,5.702036389,-0.003420000,-0.002377222,-0.000720833
2015-11-23 04:00:00,6.379644444,-0.006064167,6.385708611,-0.003432222,-0.002411111,-0.000220833
2015-11-23 03:00:00,5.739886111,-0.006481111,5.746367222,-0.003437222,-0.002413611,-0.000630278
2015-11-23 02:00:00,5.548283611,-0.006557500,5.554841111,-0.003441667,-0.002435556,-0.000680278
2015-11-23 01:00:00,5.687916111,-0.006613333,5.694529444,-0.003471111,-0.002472500,-0.000669722
2015-11-23 00:00:00,5.704143889,-0.006213611,5.710357500,-0.003486111,-0.002521389,-0.000206111
2015-11-22 23:00:00,6.735050833,-0.006502500,6.741553333,-0.003508611,-0.002528889,-0.000465000
2015-11-22 22:00:00,6.645072500,-0.006672222,6.651744722,-0.003538889,-0.002589722,-0.000543611
2015-11-22 21:00:00,6.592053889,-0.006785000,6.598838889,-0.003573611,-0.002639722,-0.000571667
2015-11-22 20:00:00,7.485446389,-0.006457500,7.491903889,-0.003601111,-0.002682500,-0.000173889
2015-11-22 19:00:00,6.337854167,-0.006903889,6.344758056,-0.003607500,-0.002713611,-0.000582778
2015-11-22 18:00:00,5.358303333,-0.006523611,5.364826944,-0.003614722,-0.002764444,-0.000144444
2015-11-22 17:00:00,3.999090556,0.299151667,3.699938889,0.093797222,0.205911944,-0.000557500
2015-11-22 16:00:00,3.980040000,2.478780000,1.501260000,1.142028056,1.335465278,0.001286667
2015-11-22 15:00:00,2.688086111,6.994742222,-4.306656111,3.482157222,3.508964167,0.003620833
2015-11-22 14:00:00,4.041971667,9.840201944,-5.798230278,4.977747500,4.856213889,0.006240556
2015-11-22 13:00:00,7.294239167,11.332069722,-4.037830556,5.604207500,5.718506111,0.009356111
2015-11-22 12:00:00,4.611478611,11.808058889,-7.196580278,5.537205278,5.659522500,0.611331111
2015-11-22 11:00:00,3.787514722,9.916560278,-6.129045556,4.877510833,4.934408611,0.104640833
2015-11-22 10:00:00,3.596644444,3.734065000,-0.137420556,1.484376389,2.093150556,0.156538056
2015-11-22 09:00:00,5.396929722,0.484342222,4.912587500,0.178389444,0.273010000,0.032942778
2015-11-22 08:00:00,5.957988611,-0.008974722,5.966963333,-0.004447222,-0.003292778,-0.001234722
2015-11-22 07:00:00,6.479610556,-0.007332500,6.486943056,-0.003536389,-0.002572500,-0.001223611
2015-11-22 06:00:00,6.071955278,-0.007032500,6.078987778,-0.003562778,-0.002567778,-0.000901944
2015-11-22 05:00:00,5.653721944,-0.007277778,5.660999722,-0.003576389,-0.002568056,-0.001133333
2015-11-22 04:00:00,5.755098889,-0.007378333,5.762477222,-0.003593056,-0.002580278,-0.001205000
2015-11-22 03:00:00,7.013179167,-0.007107778,7.020286944,-0.003614444,-0.002589167,-0.000904167
2015-11-22 02:00:00,5.854863333,-0.007256111,5.862119444,-0.003625556,-0.002594722,-0.001035833
2015-11-22 01:00:00,5.780870000,-0.007355556,5.788225556,-0.003603611,-0.002600278,-0.001151667
2015-11-22 00:00:00,5.558881944,-0.007288889,5.566170833,-0.003661944,-0.002611944,-0.001015000
2015-11-21 23:00:00,7.023865833,-0.007534444,7.031400278,-0.003641944,-0.002626667,-0.001265833
2015-11-21 22:00:00,6.417333333,0.000821389,6.416511944,-0.003575278,-0.002659444,0.007056111
2015-11-21 21:00:00,6.285681944,-0.008105278,6.293787222,-0.003630000,-0.002752222,-0.001723056
2015-11-21 20:00:00,6.400883889,-0.007871389,6.408755278,-0.003616389,-0.002786111,-0.001468889
2015-11-21 19:00:00,6.809537778,-0.008151667,6.817689444,-0.003583889,-0.002781389,-0.001786389
2015-11-21 18:00:00,5.962832778,-0.007663333,5.970496111,-0.003577500,-0.002769722,-0.001316111
2015-11-21 17:00:00,4.814896389,0.041092222,4.773804167,0.010938889,0.031462222,-0.001308889
2015-11-21 16:00:00,5.237941389,0.202223056,5.035718333,0.087414167,0.115686111,-0.000877222
2015-11-21 15:00:00,3.977250556,0.381287222,3.595963333,0.177552778,0.205080833,-0.001346389
2015-11-21 14:00:00,4.148667222,0.352919722,3.795747500,0.160555556,0.193413611,-0.001049444
2015-11-21 13:00:00,3.717592500,0.655853056,3.061739444,0.314506389,0.342364722,-0.001018056
2015-11-21 12:00:00,3.737814444,0.382029722,3.355784722,0.181058611,0.202337778,-0.001366667
2015-11-21 11:00:00,4.682616944,0.217509167,4.465107778,0.104951111,0.113570000,-0.001011944
2015-11-21 10:00:00,4.196354722,0.061468889,4.134885833,0.027883056,0.035073056,-0.001487222
2015-11-21 09:00:00,4.652481111,-0.009369722,4.661850833,-0.004581944,-0.003331389,-0.001456389
2015-11-21 08:00:00,5.539841111,-0.007035278,5.546876389,-0.003400278,-0.002515278,-0.001119722
2015-11-21 07:00:00,5.258308056,-0.007419444,5.265727500,-0.003392500,-0.002495278,-0.001531667
2015-11-21 06:00:00,6.015075278,-0.007430833,6.022506111,-0.003420278,-0.002510556,-0.001500000
2015-11-21 05:00:00,6.227144722,-0.007048611,6.234193333,-0.003444444,-0.002515278,-0.001088889
2015-11-21 04:00:00,5.890030278,-0.007463889,5.897494167,-0.003433611,-0.002523611,-0.001506667
2015-11-21 03:00:00,6.157570278,-0.007436944,6.165007222,-0.003438889,-0.002562778,-0.001435278
2015-11-21 02:00:00,6.570652500,-0.007445278,6.578097778,-0.003457222,-0.002586389,-0.001401667
2015-11-21 01:00:00,6.046491111,-0.007151111,6.053642222,-0.003471667,-0.002588056,-0.001091389
2015-11-21 00:00:00,5.708178056,-0.007431944,5.715610000,-0.003466111,-0.002596944,-0.001368889
2015-11-20 23:00:00,6.943767500,-0.007936111,6.951703611,-0.003470000,-0.002635833,-0.001830278
2015-11-20 22:00:00,7.038406944,-0.007503056,7.045910000,-0.003445833,-0.002582222,-0.001475000
2015-11-20 21:00:00,6.610926389,0.003278056,6.607648333,-0.003439167,-0.002560000,0.009277222
2015-11-20 20:00:00,6.453991111,-0.007851667,6.461842778,-0.003456667,-0.002565000,-0.001830000
2015-11-20 19:00:00,7.634122222,-0.007596944,7.641719167,-0.003463611,-0.002568333,-0.001565000
2015-11-20 18:00:00,9.617671944,-0.004911389,9.622583333,-0.003514167,-0.002611944,0.001214722
2015-11-20 17:00:00,10.297768889,0.029749167,10.268019722,0.000983056,0.004875278,0.023890833
2015-11-20 16:00:00,10.693859444,0.474079722,10.219779722,0.185481944,0.186091944,0.102505833
2015-11-20 15:00:00,9.549348611,3.264151111,6.285197500,1.528060000,1.462350556,0.273740556
2015-11-20 14:00:00,7.761974167,7.272678611,0.489295556,3.557599444,3.410742500,0.304336667
2015-11-20 13:00:00,7.254498056,11.534906111,-4.280408056,5.659032500,5.761556944,0.114316667
2015-11-20 12:00:00,7.179697500,10.886030278,-3.706332778,5.245706667,5.347458889,0.292864722
2015-11-20 11:00:00,9.484037222,3.436491944,6.047545278,1.455566111,1.438889722,0.542036111
2015-11-20 10:00:00,7.789197222,8.334579722,-0.545382500,3.855075556,3.916495833,0.563008333
2015-11-20 09:00:00,7.974551667,1.901890278,6.072661389,0.884845556,0.873748889,0.143295833
2015-11-20 08:00:00,6.746111667,0.224572222,6.521539444,0.008195833,0.011943056,0.204433333
2015-11-20 07:00:00,4.685184444,0.285275833,4.399908611,-0.003409444,-0.002532500,0.291217778
2015-11-20 06:00:00,4.579883611,0.432580833,4.147302778,-0.003475000,-0.002518056,0.438573889
2015-11-20 05:00:00,4.251669722,0.509525556,3.742144167,-0.003446667,-0.002460833,0.515433056
2015-11-20 04:00:00,4.997619722,0.744180556,4.253439167,-0.003421389,-0.002442500,0.750044444
2015-11-20 03:00:00,4.444026667,0.136022222,4.308004444,-0.003442778,-0.002457778,0.141922778
2015-11-20 02:00:00,4.561261667,0.058883889,4.502377778,-0.003433611,-0.002474722,0.064792222
2015-11-20 01:00:00,4.636841389,0.002105278,4.634736111,-0.003434722,-0.002477778,0.008017778
2015-11-20 00:00:00,4.214792500,-0.007131667,4.221924167,-0.003440278,-0.002492500,-0.001198889
2015-11-19 23:00:00,5.716562222,-0.007479722,5.724041944,-0.003455000,-0.002569167,-0.001455556
2015-11-19 22:00:00,5.804760278,-0.007761111,5.812521389,-0.003440833,-0.002520278,-0.001800000
2015-11-19 21:00:00,5.371476944,-0.007287222,5.378764167,-0.003442222,-0.002519167,-0.001325833
2015-11-19 20:00:00,5.530909167,-0.007515556,5.538424722,-0.003472222,-0.002560278,-0.001483056
2015-11-19 19:00:00,6.564461389,-0.007881389,6.572342778,-0.003512778,-0.002595556,-0.001773056
2015-11-19 18:00:00,11.505552500,-0.007178611,11.512731111,-0.003546944,-0.002653333,-0.000978333
2015-11-19 17:00:00,11.805451111,0.305618333,11.499832778,0.088286944,0.218093333,-0.000761944
2015-11-19 16:00:00,11.384773889,2.462201667,8.922572222,1.099033889,1.362544722,0.000623056
2015-11-19 15:00:00,11.766541389,6.895358333,4.871183056,3.416436389,3.475868889,0.003053056
2015-11-19 14:00:00,9.214121667,9.705518889,-0.491397222,4.917179167,4.783716944,0.004622778
2015-11-19 13:00:00,9.418986389,10.780221944,-1.361235556,5.340712778,5.433693889,0.005815278
2015-11-19 12:00:00,10.490259444,11.077847222,-0.587587778,5.475590000,5.595978056,0.006279167
2015-11-19 11:00:00,10.547372500,10.344850278,0.202522222,5.138170278,5.202043056,0.004636944
2015-11-19 10:00:00,11.658499167,6.658121389,5.000377778,3.290041111,3.366370556,0.001709722
2015-11-19 09:00:00,10.073203056,1.042016944,9.031186111,0.516179722,0.526533333,-0.000696111
2015-11-19 08:00:00,7.484869444,0.081509444,7.403360000,0.035438333,0.047256111,-0.001185000
2015-11-19 07:00:00,5.949303889,-0.007191944,5.956495833,-0.003338611,-0.002432222,-0.001421111
2015-11-19 06:00:00,5.137570556,-0.007145278,5.144715833,-0.003376111,-0.002443889,-0.001325278
2015-11-19 05:00:00,5.346151389,-0.006743333,5.352894722,-0.003410000,-0.002428889,-0.000904444
2015-11-19 04:00:00,5.095362778,-0.006238889,5.101601667,-0.003426667,-0.002435278,-0.000376944
2015-11-19 03:00:00,5.095287778,0.063399167,5.031888611,-0.003432500,-0.002435278,0.069266944
2015-11-19 02:00:00,5.284090556,-0.003158333,5.287248889,-0.003442778,-0.002415278,0.002699722
2015-11-19 01:00:00,5.117882222,0.034197778,5.083684444,-0.003443889,-0.002438056,0.040079722
2015-11-19 00:00:00,4.980605278,-0.007163056,4.987768333,-0.003423056,-0.002486944,-0.001253056
2015-11-18 23:00:00,5.203236667,-0.007642222,5.210878889,-0.003463611,-0.002594444,-0.001584167
2015-11-18 22:00:00,5.271996111,-0.007818889,5.279815000,-0.003468333,-0.002577778,-0.001772778
2015-11-18 21:00:00,5.108116667,0.008834444,5.099282222,-0.003473333,-0.002602222,0.014910000
2015-11-18 20:00:00,5.292646111,-0.007731667,5.300377778,-0.003506944,-0.002638889,-0.001585833
2015-11-18 19:00:00,5.954563333,-0.005874167,5.960437500,-0.003541389,-0.002651111,0.000318333
2015-11-18 18:00:00,10.513200556,0.090759167,10.422441389,-0.003610833,-0.002666111,0.097036111
2015-11-18 17:00:00,10.258756111,1.189574167,9.069181944,0.278395833,0.319008056,0.592170278
2015-11-18 16:00:00,10.485373889,2.766783056,7.718590833,1.264757222,1.501391389,0.000634444
2015-11-18 15:00:00,10.712091389,7.383907500,3.328183889,3.642232222,3.716244444,0.025430833
2015-11-18 14:00:00,10.654475833,10.083963611,0.570512222,4.911797500,4.767457222,0.404708889
2015-11-18 13:00:00,8.976880556,12.060087222,-3.083206667,5.850360556,5.920405556,0.289321111
2015-11-18 12:00:00,8.016790556,12.143458889,-4.126668333,5.819118333,5.934021111,0.390319444
2015-11-18 11:00:00,8.242042222,10.545200278,-2.303158056,5.141456389,5.197039444,0.206704444
2015-11-18 10:00:00,9.097163056,7.560565278,1.536597778,3.698365278,3.780351111,0.081848889
2015-11-18 09:00:00,9.617475278,2.643818611,6.973656667,0.837538611,0.848188611,0.958091389
2015-11-18 08:00:00,7.049051389,0.565901389,6.483150000,0.023118889,0.027979722,0.514802778
2015-11-18 07:00:00,5.423203333,0.415687778,5.007515556,-0.003408611,-0.002537222,0.421633611
2015-11-18 06:00:00,5.242489167,0.490056667,4.752432500,-0.003433333,-0.002543889,0.496033889
2015-11-18 05:00:00,4.991196111,0.441860278,4.549335833,-0.003435278,-0.002557222,0.447852778
2015-11-18 04:00:00,5.673898889,0.046020833,5.627878056,-0.003423333,-0.002524167,0.051968333
2015-11-18 03:00:00,6.043177500,0.333248333,5.709929167,-0.003400556,-0.002523333,0.339172222
2015-11-18 02:00:00,5.323458611,0.102126389,5.221332222,-0.003412500,-0.002539444,0.108078333
2015-11-18 01:00:00,6.084766111,0.430813889,5.653952222,-0.003369722,-0.002538333,0.436721944
2015-11-18 00:00:00,5.208069167,0.284678333,4.923390833,-0.003423611,-0.002584167,0.290686111
2015-11-17 23:00:00,6.733846667,0.131959444,6.601887222,-0.003493889,-0.002662500,0.138115833
2015-11-17 22:00:00,6.279127500,0.121825000,6.157302500,-0.003479444,-0.002632500,0.127936944
2015-11-17 21:00:00,6.305887778,0.079896667,6.225991111,-0.003500556,-0.002641111,0.086038333
2015-11-17 20:00:00,6.402254444,0.087863333,6.314391111,-0.003520556,-0.002658056,0.094041944
2015-11-17 19:00:00,6.591275833,0.116454722,6.474821111,-0.003561667,-0.002683889,0.122700278
2015-11-17 18:00:00,11.798765278,0.213144722,11.585620556,-0.003970000,-0.003048056,0.220162778
2015-11-17 17:00:00,12.228005000,0.478038611,11.749966389,0.092673611,0.251796111,0.133568889
2015-11-17 16:00:00,11.989286667,2.698737500,9.290549167,1.187044167,1.501554444,0.010138889
2015-11-17 15:00:00,10.365073889,7.248631111,3.116442778,3.619483611,3.626305278,0.002842222
2015-11-17 14:00:00,10.123389444,9.961620278,0.161769167,5.135991389,4.820688056,0.004940833
2015-11-17 13:00:00,11.216337500,7.744925278,3.471412222,3.939745278,3.801881111,0.003298889
2015-11-17 12:00:00,13.427852500,5.319432778,8.108419722,2.419734722,2.898148889,0.001549167
2015-11-17 11:00:00,13.256430000,1.223281389,12.033148611,0.572470000,0.651530000,-0.000718611
2015-11-17 10:00:00,13.428015556,0.488590833,12.939424722,0.224829444,0.265236944,-0.001475556
2015-11-17 09:00:00,10.020745556,0.106520000,9.914225556,0.044246667,0.063745278,-0.001471944
2015-11-17 08:00:00,7.371711389,-0.007913333,7.379624722,-0.003456667,-0.003477500,-0.000979167
2015-11-17 07:00:00,5.767461111,0.000322500,5.767138611,-0.003418056,-0.002507778,0.006248333
2015-11-17 06:00:00,5.280208889,0.104742778,5.175466111,-0.003463889,-0.002555556,0.110762222
2015-11-17 05:00:00,5.554763611,0.169907222,5.384856389,-0.003480000,-0.002531667,0.175918889
2015-11-17 04:00:00,5.552077500,0.082860556,5.469216944,-0.003503611,-0.002528889,0.088893056
2015-11-17 03:00:00,5.824241944,0.251823611,5.572418333,-0.003447500,-0.002520278,0.257791389
2015-11-17 02:00:00,5.861398333,0.015809444,5.845588889,-0.003484722,-0.002580000,0.021874167
2015-11-17 01:00:00,5.424386667,0.037643889,5.386742778,-0.003480000,-0.002582778,0.043706667
2015-11-17 00:00:00,5.234700556,0.245906667,4.988793889,-0.003493056,-0.002558889,0.251958611
2015-11-16 23:00:00,7.281288333,-0.007699444,7.288987778,-0.003434444,-0.002561111,-0.001703889
2015-11-16 22:00:00,6.723311111,0.010268889,6.713042222,-0.003438056,-0.002535000,0.016241944
2015-11-16 21:00:00,6.751989722,-0.007440556,6.759430278,-0.003525000,-0.002604167,-0.001311389
2015-11-16 20:00:00,6.723568611,-0.007895278,6.731463889,-0.003569722,-0.002665833,-0.001659722
2015-11-16 19:00:00,10.601335556,-0.007774722,10.609110278,-0.003557222,-0.002698056,-0.001519444
2015-11-16 18:00:00,13.203371944,-0.007525833,13.210897778,-0.003597222,-0.002683889,-0.001244722
2015-11-16 17:00:00,13.856431389,-0.007102778,13.863534167,-0.003649444,-0.002695278,-0.000758056
2015-11-16 16:00:00,13.566242222,0.132420556,13.433821667,0.060858056,0.064093889,0.007468611
2015-11-16 15:00:00,13.662849722,0.632671389,13.030178333,0.317181667,0.316644722,-0.001155000
2015-11-16 14:00:00,12.719013889,2.186444167,10.532569722,1.106864444,1.079545556,0.000034167
2015-11-16 13:00:00,14.031892778,2.864113611,11.167779167,1.450019722,1.414070000,0.000023889
2015-11-16 12:00:00,13.091737778,2.615674167,10.476063611,1.322295833,1.293842778,-0.000464444
2015-11-16 11:00:00,12.546913611,2.848206667,9.698706944,1.438266111,1.409983889,-0.000043333
2015-11-16 10:00:00,13.974956667,1.103211667,12.871745000,0.551608056,0.552956667,-0.001353056
2015-11-16 09:00:00,10.710239167,0.656361944,10.053877222,0.324388889,0.332857778,-0.000884722
2015-11-16 08:00:00,7.392672778,0.043351944,7.349320833,0.019154167,0.025753056,-0.001555278
2015-11-16 07:00:00,5.500838333,-0.007063056,5.507901389,-0.003316667,-0.002441111,-0.001305278
2015-11-16 06:00:00,5.077864444,-0.006593611,5.084458056,-0.003359167,-0.002410833,-0.000823611
2015-11-16 05:00:00,4.797527222,-0.006933611,4.804460833,-0.003385556,-0.002391944,-0.001156111
2015-11-16 04:00:00,4.832833889,-0.006907500,4.839741389,-0.003413889,-0.002382500,-0.001111111
2015-11-16 03:00:00,4.924350000,-0.006955278,4.931305278,-0.003433889,-0.002386111,-0.001135278
2015-11-16 02:00:00,5.593379167,-0.006623611,5.600002778,-0.003435000,-0.002407778,-0.000780833
2015-11-16 01:00:00,4.933892778,-0.006995278,4.940888056,-0.003452500,-0.002428056,-0.001114722
2015-11-16 00:00:00,4.714158889,-0.007120278,4.721279167,-0.003493333,-0.002478056,-0.001148889
2015-11-15 23:00:00,6.025538611,-0.007446389,6.032985000,-0.003512778,-0.002537778,-0.001395833
2015-11-15 22:00:00,5.861221944,-0.007863889,5.869085833,-0.003546944,-0.002601944,-0.001715000
2015-11-15 21:00:00,6.051096667,-0.007836667,6.058933333,-0.003597500,-0.002617222,-0.001621944
2015-11-15 20:00:00,5.949311111,0.001713611,5.947597500,-0.003661667,-0.002668889,0.008044167
2015-11-15 19:00:00,5.653176389,-0.007991944,5.661168333,-0.003671944,-0.002753611,-0.001566389
2015-11-15 18:00:00,4.621042778,-0.005704722,4.626747500,-0.002534444,-0.001620556,-0.001549722
2015-11-15 17:00:00,3.641295556,0.633151389,3.008144167,0.318518056,0.315319167,-0.000685833
2015-11-15 16:00:00,3.212809722,2.107246944,1.105562778,0.957770000,1.149837778,-0.000360833
2015-11-15 15:00:00,2.130452500,6.734249167,-4.603796667,3.336428889,3.395403889,0.002416389
2015-11-15 14:00:00,1.594084444,9.917437222,-8.323352778,5.052801389,4.859885833,0.004750000
2015-11-15 13:00:00,1.137146944,11.319645556,-10.182498611,5.660803056,5.653356389,0.005486111
2015-11-15 12:00:00,1.208234444,11.379489167,-10.171254722,5.653550000,5.720608889,0.005330278
2015-11-15 11:00:00,3.087206111,10.284685278,-7.197479167,5.121458056,5.158712778,0.004514444
2015-11-15 10:00:00,3.026344722,7.628912222,-4.602567500,3.771227222,3.855636944,0.002048056
2015-11-15 09:00:00,4.569430278,2.444238333,2.125191944,1.217841389,1.227096944,-0.000700000
2015-11-15 08:00:00,5.481252778,0.045366667,5.435886111,0.020545000,0.025820556,-0.000998889
2015-11-15 07:00:00,5.239124167,-0.006927500,5.246051667,-0.003379444,-0.002386667,-0.001161389
2015-11-15 06:00:00,4.757909167,-0.006959444,4.764868611,-0.003413056,-0.002367500,-0.001178889
2015-11-15 05:00:00,5.291626389,-0.006903056,5.298529444,-0.003435000,-0.002371944,-0.001096111
2015-11-15 04:00:00,5.143277500,-0.006555833,5.149833333,-0.003439722,-0.002380833,-0.000735278
2015-11-15 03:00:00,4.817502778,-0.006957500,4.824460278,-0.003444722,-0.002395556,-0.001117222
2015-11-15 02:00:00,4.819362222,-0.007021667,4.826383889,-0.003456389,-0.002416111,-0.001149167
2015-11-15 01:00:00,5.018728889,-0.006732500,5.025461389,-0.003474444,-0.002453889,-0.000804167
2015-11-15 00:00:00,4.502579167,-0.007171667,4.509750833,-0.003495000,-0.002501111,-0.001175556
2015-11-14 23:00:00,5.845799167,-0.007857778,5.853656944,-0.003485556,-0.002562778,-0.001809444
2015-11-14 22:00:00,5.518833333,-0.007852222,5.526685556,-0.003599167,-0.002591944,-0.001661111
2015-11-14 21:00:00,5.907046944,-0.007523889,5.914570833,-0.003616944,-0.002618889,-0.001288056
2015-11-14 20:00:00,5.079056944,-0.007936667,5.086993611,-0.003657222,-0.002681389,-0.001598056
2015-11-14 19:00:00,5.359062778,-0.007698333,5.366761111,-0.003706389,-0.002764167,-0.001227778
2015-11-14 18:00:00,4.547891667,-0.008546389,4.556438056,-0.003926944,-0.003265833,-0.001353611
2015-11-14 17:00:00,3.592331389,0.317031944,3.275299444,0.072613611,0.245321667,-0.000903333
2015-11-14 16:00:00,6.996459167,2.535601667,4.460857500,1.027065833,1.506665833,0.001870000
2015-11-14 15:00:00,10.618785833,7.223750833,3.395035000,3.564401944,3.655541389,0.003807500
2015-11-14 14:00:00,6.628086944,10.004074722,-3.375987778,5.098609444,4.900426389,0.005038889
2015-11-14 13:00:00,1.451743889,11.436233889,-9.984490000,5.723145000,5.707051944,0.006036944
2015-11-14 12:00:00,1.302055556,11.332840000,-10.030784444,5.637364167,5.690033611,0.005442222
2015-11-14 11:00:00,1.892750000,10.236309444,-8.343559444,5.101180556,5.130521111,0.004607778
2015-11-14 10:00:00,2.132060278,7.654190278,-5.522130000,3.785339444,3.866704722,0.002146111
2015-11-14 09:00:00,3.616416389,2.550718333,1.065698056,1.271177778,1.280251944,-0.000711389
2015-11-14 08:00:00,4.502528333,0.047816944,4.454711389,0.021421667,0.027775278,-0.001380000
2015-11-14 07:00:00,4.939807222,-0.007080000,4.946887222,-0.003367222,-0.002410278,-0.001302500
2015-11-14 06:00:00,6.195466111,-0.007046111,6.202512222,-0.003414722,-0.002390000,-0.001241389
2015-11-14 05:00:00,5.716354722,-0.007028333,5.723383056,-0.003435000,-0.002392778,-0.001200556
2015-11-14 04:00:00,5.745300833,-0.006655000,5.751955833,-0.003429167,-0.002400833,-0.000825000
2015-11-14 03:00:00,5.667642222,-0.007002778,5.674645000,-0.003419444,-0.002432222,-0.001151111
2015-11-14 02:00:00,5.596097778,-0.007112500,5.603210278,-0.003426111,-0.002451389,-0.001235000
2015-11-14 01:00:00,5.552485556,-0.007158889,5.559644444,-0.003425833,-0.002483889,-0.001249167
2015-11-14 00:00:00,5.532763056,-0.007266667,5.540029722,-0.003449444,-0.002545000,-0.001272222
2015-11-13 23:00:00,6.983071667,-0.007893333,6.990965000,-0.003456111,-0.002578056,-0.001859167
2015-11-13 22:00:00,6.621856389,-0.007573889,6.629430278,-0.003497500,-0.002591111,-0.001485278
2015-11-13 21:00:00,6.569209722,-0.007947778,6.577157500,-0.003618056,-0.002638333,-0.001691389
2015-11-13 20:00:00,6.456323611,-0.008002500,6.464326111,-0.003657222,-0.002697500,-0.001647778
2015-11-13 19:00:00,7.294067500,-0.008044722,7.302112222,-0.003688889,-0.002756667,-0.001599167
2015-11-13 18:00:00,9.275422222,-0.008185000,9.283607222,-0.003969722,-0.003071389,-0.001143889
2015-11-13 17:00:00,10.637420556,0.343123889,10.294296667,0.079566389,0.264121667,-0.000564167
2015-11-13 16:00:00,10.561762778,2.635897500,7.925865278,1.061956944,1.573226667,0.000713889
2015-11-13 15:00:00,10.705457778,7.409149167,3.296308611,3.655120278,3.735374167,0.018654722
2015-11-13 14:00:00,10.366080556,10.264059722,0.102020833,5.224753611,5.004710000,0.034596111
2015-11-13 13:00:00,10.435144444,11.594575833,-1.159431389,5.805883333,5.782729444,0.005963056
2015-11-13 12:00:00,9.481184444,11.616932778,-2.135748333,5.790859167,5.820252778,0.005820833
2015-11-13 11:00:00,9.767548333,10.486753611,-0.719205278,5.227629167,5.254799167,0.004325278
2015-11-13 10:00:00,10.451273889,7.929607500,2.521666389,3.927308611,3.999718611,0.002580278
2015-11-13 09:00:00,9.504937778,2.906452222,6.598485556,1.439025278,1.468264722,-0.000837778
2015-11-13 08:00:00,8.197670556,0.029148056,8.168522500,0.011639722,0.019125556,-0.001617222
2015-11-13 07:00:00,5.148241389,-0.007231111,5.155472500,-0.003354722,-0.002450556,-0.001425833
2015-11-13 06:00:00,4.974560833,-0.007225000,4.981785833,-0.003388889,-0.002440556,-0.001395556
2015-11-13 05:00:00,5.040573611,-0.007189722,5.047763333,-0.003403333,-0.002456667,-0.001329722
2015-11-13 04:00:00,4.999727778,-0.006788611,5.006516389,-0.003409167,-0.002472222,-0.000907222
2015-11-13 03:00:00,4.798151944,-0.007242778,4.805394722,-0.003414167,-0.002467778,-0.001360833
2015-11-13 02:00:00,4.647961944,-0.007159444,4.655121389,-0.003417778,-0.002472222,-0.001269444
2015-11-13 01:00:00,5.006646111,-0.007253056,5.013899167,-0.003425000,-0.002501667,-0.001326389
2015-11-13 00:00:00,4.515346111,-0.007238889,4.522585000,-0.003435278,-0.002536944,-0.001266667
2015-11-12 23:00:00,5.381233611,-0.007869444,5.389103056,-0.003482222,-0.002576944,-0.001810278
2015-11-12 22:00:00,5.828716667,-0.007492778,5.836209444,-0.003464444,-0.002549167,-0.001479167
2015-11-12 21:00:00,5.279514722,-0.007881389,5.287396111,-0.003487500,-0.002594722,-0.001799167
