"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar A [kW]","Solar B [kW]","Wind [kW]"
2015-12-30 01:00:00,6.354993333,-0.007408889,6.362402222,-0.003364167,-0.002476667,-0.001568056
2015-12-30 00:00:00,6.726401944,-0.007480000,6.733881944,-0.003438611,-0.002533333,-0.001508056
2015-12-29 23:00:00,7.255481944,-0.007973611,7.263455556,-0.003458056,-0.002558889,-0.001956667
2015-12-29 22:00:00,7.445725278,-0.007958056,7.453683333,-0.003442500,-0.002556111,-0.001959444
2015-12-29 21:00:00,7.286630278,-0.007964167,7.294594444,-0.003445556,-0.002551944,-0.001966667
2015-12-29 20:00:00,7.240704722,-0.007582778,7.248287500,-0.003467222,-0.002540000,-0.001575556
2015-12-29 19:00:00,9.753033056,-0.007781667,9.760814722,-0.003419167,-0.002511944,-0.001850556
2015-12-29 18:00:00,10.204926944,-0.007168056,10.212095000,-0.003472778,-0.002583056,-0.001112222
2015-12-29 17:00:00,9.753582222,-0.004546389,9.758128611,0.000053056,-0.003802222,-0.000797222
2015-12-29 16:00:00,9.659766667,0.134302222,9.525464444,0.073853889,0.061538889,-0.001090556
2015-12-29 15:00:00,10.122299722,0.460122778,9.662176944,0.221465000,0.238545833,0.000111944
2015-12-29 14:00:00,10.215841389,0.633866667,9.581974722,0.309022778,0.324727778,0.000116111
2015-12-29 13:00:00,10.647504167,0.697084722,9.950419444,0.336051944,0.361878333,-0.000845556
2015-12-29 12:00:00,9.841266667,0.564557500,9.276709167,0.272299167,0.293022500,-0.000764167
2015-12-29 11:00:00,10.283959722,0.265248889,10.018710833,0.127046944,0.139504722,-0.001302778
2015-12-29 10:00:00,10.790723056,0.162323611,10.628399444,0.076076111,0.087966111,-0.001718611
2015-12-29 09:00:00,10.286368333,-0.007894444,10.294262778,-0.004010556,-0.002335000,-0.001548889
2015-12-29 08:00:00,8.190713611,-0.007265556,8.197979167,-0.003396389,-0.002524722,-0.001344444
2015-12-29 07:00:00,6.608094444,-0.007272778,6.615367222,-0.003399722,-0.002500000,-0.001373056
2015-12-29 06:00:00,6.256191111,-0.007433611,6.263624722,-0.003436389,-0.002500833,-0.001496389
2015-12-29 05:00:00,6.678935833,-0.007412222,6.686348056,-0.003417778,-0.002498889,-0.001495556
2015-12-29 04:00:00,6.244106944,-0.007362500,6.251469444,-0.003364167,-0.002465556,-0.001532778
2015-12-29 03:00:00,6.114743889,-0.007386389,6.122130278,-0.003393056,-0.002487500,-0.001505833
2015-12-29 02:00:00,6.231055833,-0.007430556,6.238486389,-0.003413056,-0.002508333,-0.001509167
2015-12-29 01:00:00,6.814206944,-0.007370000,6.821576944,-0.003386944,-0.002520000,-0.001463056
2015-12-29 00:00:00,6.207928333,-0.007054444,6.214982778,-0.003471944,-0.002595556,-0.000986944
2015-12-28 23:00:00,7.359342222,-0.007933889,7.367276111,-0.003498056,-0.002594167,-0.001841667
2015-12-28 22:00:00,7.269283611,-0.007963889,7.277247500,-0.003485000,-0.002581944,-0.001896944
2015-12-28 21:00:00,7.250215833,-0.008030556,7.258246389,-0.003510000,-0.002608333,-0.001912222
2015-12-28 20:00:00,7.257278056,-0.008018889,7.265296944,-0.003541389,-0.002608889,-0.001868611
2015-12-28 19:00:00,7.720933056,-0.007720833,7.728653889,-0.003550000,-0.002638889,-0.001531944
2015-12-28 18:00:00,9.751628611,-0.007578333,9.759206944,-0.003587222,-0.002680556,-0.001310556
2015-12-28 17:00:00,10.822331944,-0.007629444,10.829961389,-0.003640000,-0.002740556,-0.001248889
2015-12-28 16:00:00,9.899348611,0.012781111,9.886567500,0.006388889,0.007298333,-0.000906111
2015-12-28 15:00:00,9.494499167,0.273464722,9.221034444,0.130976944,0.142947222,-0.000459444
2015-12-28 14:00:00,10.290878611,0.473974722,9.816903889,0.232043611,0.242397500,-0.000466389
2015-12-28 13:00:00,10.832678333,0.531496944,10.301181389,0.256165000,0.276066944,-0.000735000
2015-12-28 12:00:00,11.773540833,0.456846389,11.316694444,0.220602222,0.237270278,-0.001026111
2015-12-28 11:00:00,12.491507778,0.284983889,12.206523889,0.138832500,0.147666389,-0.001515000
2015-12-28 10:00:00,13.080989167,0.083728333,12.997260833,0.037605833,0.047532500,-0.001410000
2015-12-28 09:00:00,11.057904722,-0.009829167,11.067733889,-0.004412222,-0.003870000,-0.001546944
2015-12-28 08:00:00,7.985827500,-0.007661667,7.993489167,-0.003458611,-0.002547500,-0.001655556
2015-12-28 07:00:00,7.132880556,-0.007211389,7.140091944,-0.003468611,-0.002553611,-0.001189167
2015-12-28 06:00:00,6.338456111,-0.007597778,6.346053889,-0.003506389,-0.002528056,-0.001563333
2015-12-28 05:00:00,6.625041111,-0.007541667,6.632582778,-0.003539167,-0.002503889,-0.001498611
2015-12-28 04:00:00,6.145482222,-0.007539167,6.153021389,-0.003540000,-0.002525000,-0.001474167
2015-12-28 03:00:00,6.706317500,-0.007555556,6.713873056,-0.003568611,-0.002533611,-0.001453333
2015-12-28 02:00:00,6.334166667,-0.007512500,6.341679167,-0.003549722,-0.002522778,-0.001440000
2015-12-28 01:00:00,7.506459444,-0.007175278,7.513634722,-0.003580556,-0.002548611,-0.001046111
2015-12-28 00:00:00,6.167029444,-0.007645833,6.174675278,-0.003611389,-0.002578333,-0.001456111
2015-12-27 23:00:00,7.632195833,-0.008226944,7.640422778,-0.003585000,-0.002627222,-0.002014722
2015-12-27 22:00:00,7.242918056,-0.008114722,7.251032778,-0.003567778,-0.002626111,-0.001920833
2015-12-27 21:00:00,13.205766111,-0.007096944,13.212863056,-0.003538056,-0.002622778,-0.000936111
2015-12-27 20:00:00,12.934955833,-0.006934444,12.941890278,-0.003533889,-0.002640000,-0.000760556
2015-12-27 19:00:00,7.000394722,-0.008091389,7.008486111,-0.003514722,-0.002605278,-0.001971389
2015-12-27 18:00:00,6.942518611,-0.007679167,6.950197778,-0.003525556,-0.002605278,-0.001548333
2015-12-27 17:00:00,5.011637222,-0.007203333,5.018840556,-0.003568333,-0.002638333,-0.000996667
2015-12-27 16:00:00,4.551286389,0.022079722,4.529206667,0.014431111,0.009037500,-0.001388889
2015-12-27 15:00:00,4.079986111,0.197984722,3.882001389,0.102524722,0.096471667,-0.001011667
2015-12-27 14:00:00,3.752164167,0.341783611,3.410380556,0.167510556,0.175668333,-0.001395278
2015-12-27 13:00:00,3.882596111,0.395989722,3.486606389,0.187459444,0.209422778,-0.000892500
2015-12-27 12:00:00,4.079248333,0.336323333,3.742925000,0.163168611,0.174580833,-0.001426111
2015-12-27 11:00:00,4.847327778,0.203815556,4.643512222,0.099566944,0.105690278,-0.001441667
2015-12-27 10:00:00,5.946741111,0.041402500,5.905338611,0.018701667,0.023673611,-0.000972778
2015-12-27 09:00:00,5.907125833,-0.009524722,5.916650556,-0.004576111,-0.003520000,-0.001428611
2015-12-27 08:00:00,6.965282222,-0.007516389,6.972798611,-0.003494167,-0.002538056,-0.001484167
2015-12-27 07:00:00,6.434426944,-0.007499722,6.441926667,-0.003519722,-0.002534444,-0.001445556
2015-12-27 06:00:00,6.255692500,-0.007494167,6.263186667,-0.003539167,-0.002519444,-0.001435556
2015-12-27 05:00:00,6.995240278,-0.007439167,7.002679444,-0.003531389,-0.002488611,-0.001419167
2015-12-27 04:00:00,6.184951111,-0.007487500,6.192438611,-0.003545278,-0.002515833,-0.001426389
2015-12-27 03:00:00,6.878996667,-0.007421944,6.886418611,-0.003523611,-0.002491667,-0.001406667
2015-12-27 02:00:00,6.372986389,-0.006905000,6.379891389,-0.003515000,-0.002501111,-0.000888889
2015-12-27 01:00:00,6.613825000,-0.007485556,6.621310556,-0.003525000,-0.002519722,-0.001440833
2015-12-27 00:00:00,6.203894167,-0.007493056,6.211387222,-0.003526111,-0.002539444,-0.001427500
2015-12-26 23:00:00,7.532966944,-0.008108611,7.541075556,-0.003519722,-0.002611111,-0.001977778
2015-12-26 22:00:00,7.741143889,-0.008075000,7.749218889,-0.003476667,-0.002589444,-0.002008889
2015-12-26 21:00:00,7.062964444,-0.008138889,7.071103333,-0.003496667,-0.002658056,-0.001984167
2015-12-26 20:00:00,7.373001111,-0.007766944,7.380768056,-0.003488333,-0.002639444,-0.001639167
2015-12-26 19:00:00,6.818042222,-0.008110833,6.826153056,-0.003471389,-0.002613056,-0.002026389
2015-12-26 18:00:00,6.298698056,-0.007319167,6.306017222,-0.003472222,-0.002611389,-0.001235556
2015-12-26 17:00:00,4.605794722,-0.007237222,4.613031944,-0.003488056,-0.002603889,-0.001145278
2015-12-26 16:00:00,4.317523333,0.001071667,4.316451667,0.001949167,0.000411944,-0.001289444
2015-12-26 15:00:00,4.325673056,0.121941389,4.203731667,0.064471667,0.058442778,-0.000973056
2015-12-26 14:00:00,4.125329444,0.146335556,3.978993889,0.072480556,0.075405556,-0.001550556
2015-12-26 13:00:00,4.954015833,0.118822778,4.835193056,0.057129444,0.062833333,-0.001140000
2015-12-26 12:00:00,4.730672500,0.080257778,4.650414722,0.037694444,0.044202222,-0.001638889
2015-12-26 11:00:00,4.543098333,0.060723333,4.482375000,0.028114722,0.033745833,-0.001137222
2015-12-26 10:00:00,4.986807778,0.017429722,4.969378056,0.008342222,0.010608333,-0.001520833
2015-12-26 09:00:00,5.594136944,-0.009422500,5.603559444,-0.004908889,-0.003130000,-0.001383611
2015-12-26 08:00:00,6.167501944,-0.007360000,6.174861944,-0.003394722,-0.002498889,-0.001466389
2015-12-26 07:00:00,5.645831111,-0.007406389,5.653237500,-0.003445000,-0.002530000,-0.001431389
2015-12-26 06:00:00,6.274902778,-0.007341944,6.282244722,-0.003475000,-0.002512778,-0.001354167
2015-12-26 05:00:00,6.278905833,-0.007246111,6.286151944,-0.003502778,-0.002525556,-0.001217778
2015-12-26 04:00:00,6.250304444,-0.007104167,6.257408611,-0.003503611,-0.002531389,-0.001069167
2015-12-26 03:00:00,6.314599444,-0.007365278,6.321964722,-0.003510556,-0.002538333,-0.001316389
2015-12-26 02:00:00,6.663300556,-0.007307500,6.670608056,-0.003516111,-0.002546389,-0.001245000
2015-12-26 01:00:00,6.027023889,-0.007314722,6.034338611,-0.003527222,-0.002545556,-0.001241944
2015-12-26 00:00:00,6.159488333,-0.007362222,6.166850556,-0.003511111,-0.002537778,-0.001313333
2015-12-25 23:00:00,7.321580000,-0.007896111,7.329476111,-0.003532500,-0.002598056,-0.001765556
2015-12-25 22:00:00,7.471987778,-0.007542222,7.479530000,-0.003455000,-0.002609444,-0.001477778
2015-12-25 21:00:00,7.328055278,-0.008002500,7.336057778,-0.003498889,-0.002620833,-0.001882778
2015-12-25 20:00:00,7.283687500,-0.007880833,7.291568333,-0.003451667,-0.002593889,-0.001835278
2015-12-25 19:00:00,8.429650556,-0.008025556,8.437676111,-0.003482778,-0.002624444,-0.001918333
2015-12-25 18:00:00,8.866186389,-0.006053333,8.872239722,-0.002821389,-0.001847222,-0.001384722
2015-12-25 17:00:00,7.959461667,0.189825278,7.769636389,0.094436389,0.096868333,-0.001479444
2015-12-25 16:00:00,7.744710556,1.163666389,6.581044167,0.588530000,0.575950556,-0.000814167
2015-12-25 15:00:00,7.170938889,2.786114444,4.384824444,1.409463333,1.377249167,-0.000598056
2015-12-25 14:00:00,7.097019167,3.775718056,3.321301111,1.908361667,1.867515833,-0.000159444
2015-12-25 13:00:00,7.074555833,4.353810278,2.720745556,2.199069444,2.153918611,0.000822222
2015-12-25 12:00:00,7.846062500,2.474983611,5.371078889,1.256008611,1.219869722,-0.000894722
2015-12-25 11:00:00,7.706974167,1.846000833,5.860973333,0.932110833,0.915127778,-0.001237778
2015-12-25 10:00:00,7.873871111,1.242618889,6.631252222,0.626025556,0.617332778,-0.000739444
2015-12-25 09:00:00,8.225550556,0.310589722,7.914960833,0.149457500,0.162636389,-0.001504167
2015-12-25 08:00:00,7.978521944,-0.007807222,7.986329167,-0.003634167,-0.002750556,-0.001422500
2015-12-25 07:00:00,5.947389167,-0.007190278,5.954579444,-0.003408333,-0.002420833,-0.001361111
2015-12-25 06:00:00,5.404959722,-0.007196111,5.412155833,-0.003466389,-0.002439444,-0.001290278
2015-12-25 05:00:00,6.219049444,-0.007146389,6.226195833,-0.003487222,-0.002423056,-0.001236111
2015-12-25 04:00:00,5.618230000,-0.006751389,5.624981389,-0.003487500,-0.002431667,-0.000832222
2015-12-25 03:00:00,5.238513889,-0.007088056,5.245601944,-0.003466944,-0.002397222,-0.001223889
2015-12-25 02:00:00,5.270242222,-0.007051944,5.277294167,-0.003468889,-0.002398056,-0.001185000
2015-12-25 01:00:00,5.538160556,-0.007041389,5.545201944,-0.003440833,-0.002401111,-0.001199444
2015-12-25 00:00:00,5.091390833,-0.007146389,5.098537222,-0.003457222,-0.002418611,-0.001270556
2015-12-24 23:00:00,7.043648056,-0.007670278,7.051318333,-0.003458889,-0.002431389,-0.001780000
2015-12-24 22:00:00,6.245640278,-0.007412778,6.253053056,-0.003435278,-0.002425833,-0.001551667
2015-12-24 21:00:00,6.223076944,-0.007568611,6.230645556,-0.003455833,-0.002449444,-0.001663333
2015-12-24 20:00:00,5.658855556,-0.007693611,5.666549167,-0.003463056,-0.002480833,-0.001749722
2015-12-24 19:00:00,6.260245556,-0.007871944,6.268117500,-0.003485278,-0.002569444,-0.001817222
2015-12-24 18:00:00,7.823956389,-0.007379167,7.831335556,-0.003446111,-0.002587500,-0.001345556
2015-12-24 17:00:00,7.504389444,0.475983333,7.028406111,0.242016111,0.235356944,-0.001389722
2015-12-24 16:00:00,7.852376944,2.406203889,5.446173056,1.154148056,1.106611111,0.145444722
2015-12-24 15:00:00,6.138910278,6.160649167,-0.021738889,2.898338333,2.754308611,0.508002222
2015-12-24 14:00:00,5.271568333,10.021766944,-4.750198611,4.857381389,4.824460556,0.339925000
2015-12-24 13:00:00,5.206293056,11.128357222,-5.922064167,5.371734444,5.515702222,0.240920556
2015-12-24 12:00:00,5.186252500,10.672528889,-5.486276389,5.229434167,5.342500000,0.100594722
2015-12-24 11:00:00,5.781732222,9.093433333,-3.311701111,4.366915556,4.458732222,0.267785556
2015-12-24 10:00:00,6.528090278,4.454296389,2.073793889,2.152806389,2.019816389,0.281673611
2015-12-24 09:00:00,8.632165278,0.839470833,7.792694444,0.098517778,0.110736944,0.630216111
2015-12-24 08:00:00,7.598695833,0.656388611,6.942307222,-0.004571667,-0.003073889,0.664034167
2015-12-24 07:00:00,6.076132500,0.904255833,5.171876667,-0.003399722,-0.002494722,0.910150278
2015-12-24 06:00:00,5.289270278,1.126385000,4.162885278,-0.003375833,-0.002420278,1.132181111
2015-12-24 05:00:00,5.157643056,0.289558889,4.868084167,-0.003442222,-0.002464444,0.295465556
2015-12-24 04:00:00,5.365925278,-0.006908056,5.372833333,-0.003482778,-0.002513333,-0.000911944
2015-12-24 03:00:00,5.169185556,-0.007321389,5.176506944,-0.003483611,-0.002528889,-0.001308889
2015-12-24 02:00:00,5.626041111,0.009297500,5.616743611,-0.003471944,-0.002541667,0.015311111
2015-12-24 01:00:00,5.048996389,-0.006858333,5.055854722,-0.003475278,-0.002554444,-0.000828611
2015-12-24 00:00:00,5.181590556,-0.006871667,5.188462222,-0.003468611,-0.002588611,-0.000814444
2015-12-23 23:00:00,5.797118056,-0.006735000,5.803853056,-0.003462222,-0.002614444,-0.000658333
2015-12-23 22:00:00,6.021684167,0.140651111,5.881033056,-0.003403056,-0.002595000,0.146649167
2015-12-23 21:00:00,5.678661944,0.041882778,5.636779167,-0.003368611,-0.002547222,0.047798611
2015-12-23 20:00:00,5.748133889,-0.007580556,5.755714444,-0.003374722,-0.002492778,-0.001713056
2015-12-23 19:00:00,6.998922222,-0.007400556,7.006322778,-0.003421944,-0.002531667,-0.001446944
2015-12-23 18:00:00,8.498309167,-0.006961944,8.505271111,-0.003541667,-0.002658889,-0.000761389
2015-12-23 17:00:00,7.781927778,0.367953056,7.413974722,0.184623333,0.184055278,-0.000725556
2015-12-23 16:00:00,8.601076111,1.487359444,7.113716667,0.751196389,0.737068889,-0.000905833
2015-12-23 15:00:00,7.871986667,4.900953333,2.971033333,2.493713889,2.405353611,0.001885833
2015-12-23 14:00:00,7.691578056,9.647973333,-1.956395278,4.815483333,4.780494444,0.051995556
2015-12-23 13:00:00,6.454597500,10.830232500,-4.375635000,5.278955556,5.398750833,0.152526111
2015-12-23 12:00:00,6.830458611,10.459801389,-3.629342778,5.175682500,5.279058611,0.005060278
2015-12-23 11:00:00,8.259992778,8.088926944,0.171065833,3.932347778,4.090380278,0.066198889
2015-12-23 10:00:00,8.938741389,1.583120278,7.355621111,0.767718333,0.798963611,0.016438333
2015-12-23 09:00:00,9.164155833,0.060496667,9.103659167,0.026878611,0.028539167,0.005078889
2015-12-23 08:00:00,7.469719167,0.009867500,7.459851667,-0.003637778,-0.002986667,0.016491944
2015-12-23 07:00:00,5.956490556,-0.007079167,5.963569722,-0.003323333,-0.002413333,-0.001342500
2015-12-23 06:00:00,5.309383889,-0.007155000,5.316538889,-0.003326111,-0.002446667,-0.001382222
2015-12-23 05:00:00,5.389917778,-0.007129167,5.397046944,-0.003340556,-0.002462222,-0.001326389
2015-12-23 04:00:00,5.785470833,-0.006780833,5.792251667,-0.003359722,-0.002482222,-0.000938889
2015-12-23 03:00:00,6.094212500,0.027908611,6.066303889,-0.003362222,-0.002491944,0.033762778
2015-12-23 02:00:00,5.433846389,0.023475000,5.410371389,-0.003370278,-0.002495556,0.029340833
2015-12-23 01:00:00,5.472367500,-0.007126944,5.479494444,-0.003415556,-0.002535556,-0.001175833
2015-12-23 00:00:00,5.444126389,-0.007123056,5.451249444,-0.003441111,-0.002538333,-0.001143611
2015-12-22 23:00:00,6.267185833,-0.007679444,6.274865278,-0.003440833,-0.002556389,-0.001682222
2015-12-22 22:00:00,6.705981111,-0.007362500,6.713343611,-0.003418611,-0.002573056,-0.001370833
2015-12-22 21:00:00,6.262808889,-0.007678056,6.270486944,-0.003439444,-0.002574444,-0.001664167
2015-12-22 20:00:00,6.311018889,-0.007745278,6.318764167,-0.003479167,-0.002601111,-0.001665000
2015-12-22 19:00:00,7.388658333,-0.007512778,7.396171111,-0.003526111,-0.002625000,-0.001361667
2015-12-22 18:00:00,10.247243333,-0.007403611,10.254646944,-0.003550833,-0.002666667,-0.001186111
2015-12-22 17:00:00,11.126040000,0.207002500,10.919037500,0.103480556,0.104320278,-0.000798333
2015-12-22 16:00:00,9.398121667,1.675729444,7.722392222,0.847345278,0.828530556,-0.000146389
2015-12-22 15:00:00,6.988936389,5.953941944,1.034994444,3.040167778,2.911686944,0.002087222
2015-12-22 14:00:00,6.297546667,9.142471944,-2.844925278,4.580631111,4.556975556,0.004865278
2015-12-22 13:00:00,6.509485278,10.351295278,-3.841810000,5.107452222,5.238331111,0.005511944
2015-12-22 12:00:00,7.234858889,10.023972500,-2.789113611,4.957808333,5.060713333,0.005450833
2015-12-22 11:00:00,8.471860278,8.277282222,0.194578056,4.088356389,4.184653333,0.004272500
2015-12-22 10:00:00,10.044048333,4.212015556,5.832032778,2.129354722,2.053785000,0.028875833
2015-12-22 09:00:00,8.911863333,0.649913889,8.261949444,0.292940278,0.306199444,0.050774167
2015-12-22 08:00:00,7.119886389,0.063818056,7.056068333,-0.004223333,-0.002958611,0.071000000
2015-12-22 07:00:00,5.805099167,-0.007078611,5.812177778,-0.003323611,-0.002442500,-0.001312500
2015-12-22 06:00:00,5.671199167,-0.006718611,5.677917778,-0.003349722,-0.002438611,-0.000930278
2015-12-22 05:00:00,5.456785556,-0.007076944,5.463862500,-0.003323333,-0.002463611,-0.001290000
2015-12-22 04:00:00,5.740900556,-0.007165278,5.748065833,-0.003341111,-0.002490278,-0.001333889
2015-12-22 03:00:00,5.371450000,-0.007106389,5.378556389,-0.003348056,-0.002496111,-0.001262222
2015-12-22 02:00:00,6.068088333,-0.005392222,6.073480556,-0.003347778,-0.002496667,0.000452222
2015-12-22 01:00:00,5.850542500,-0.007127778,5.857670278,-0.003381667,-0.002526111,-0.001220000
2015-12-22 00:00:00,5.634568333,-0.006852500,5.641420833,-0.003441111,-0.002571944,-0.000839444
2015-12-21 23:00:00,6.621132500,-0.007685556,6.628818056,-0.003434167,-0.002555833,-0.001695556
2015-12-21 22:00:00,6.672489722,-0.007738611,6.680228333,-0.003431111,-0.002552500,-0.001755000
2015-12-21 21:00:00,6.496026111,-0.007783889,6.503810000,-0.003449444,-0.002565556,-0.001768889
2015-12-21 20:00:00,6.455290556,-0.007827500,6.463118056,-0.003495000,-0.002608889,-0.001723611
2015-12-21 19:00:00,6.625016111,-0.007562778,6.632578889,-0.003539722,-0.002637778,-0.001385278
2015-12-21 18:00:00,10.820709722,0.179041944,10.641667778,-0.003551111,-0.002710556,0.185303611
2015-12-21 17:00:00,9.929315000,0.650254167,9.279060833,0.316035000,0.321517500,0.012701667
2015-12-21 16:00:00,9.618381111,2.283356944,7.335024167,1.136529444,1.123693611,0.023133889
2015-12-21 15:00:00,8.035451667,7.495129167,0.540322500,3.688023611,3.613018889,0.194086667
2015-12-21 14:00:00,8.824810556,7.297656111,1.527154444,3.512239722,3.547922500,0.237493889
2015-12-21 13:00:00,7.498535278,9.963031389,-2.464496111,4.727914722,5.134550278,0.100566389
2015-12-21 12:00:00,8.050600278,9.866169167,-1.815568889,4.604430000,5.015081667,0.246657500
2015-12-21 11:00:00,9.014828333,8.124302500,0.890525833,3.832834167,4.119190833,0.172277500
2015-12-21 10:00:00,10.382994444,3.930765833,6.452228611,1.931478611,1.998890278,0.000396944
2015-12-21 09:00:00,9.122520278,0.355789444,8.766730833,0.152587778,0.204446389,-0.001244722
2015-12-21 08:00:00,7.561206389,-0.008755000,7.569961389,-0.004208056,-0.003155556,-0.001391389
2015-12-21 07:00:00,6.008867778,-0.007188611,6.016056389,-0.003444722,-0.002486111,-0.001257778
2015-12-21 06:00:00,5.522984167,-0.007017778,5.530001944,-0.003448889,-0.002423056,-0.001145833
2015-12-21 05:00:00,5.509019444,-0.006685833,5.515705278,-0.003482778,-0.002410278,-0.000792778
2015-12-21 04:00:00,5.307679722,-0.006946667,5.314626389,-0.003479444,-0.002423333,-0.001043889
2015-12-21 03:00:00,6.375394167,-0.007066389,6.382460556,-0.003489167,-0.002443611,-0.001133611
2015-12-21 02:00:00,5.521320556,-0.007036111,5.528356667,-0.003496389,-0.002463056,-0.001076667
2015-12-21 01:00:00,5.352553056,-0.007076944,5.359630000,-0.003493333,-0.002471389,-0.001112222
2015-12-21 00:00:00,5.323995278,-0.007153056,5.331148333,-0.003484722,-0.002485556,-0.001182778
2015-12-20 23:00:00,6.526074444,-0.007450556,6.533525000,-0.003496667,-0.002592222,-0.001361667
2015-12-20 22:00:00,6.450141111,-0.001844722,6.451985833,-0.003464722,-0.002628056,0.004248056
2015-12-20 21:00:00,6.641185556,-0.007871111,6.649056667,-0.003443611,-0.002654444,-0.001773056
2015-12-20 20:00:00,6.346855556,0.010119722,6.336735833,-0.003497222,-0.002697500,0.016314444
