"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","A/C [kW]","A/C- [kW]"
2015-12-31 01:00:00,1.045785278,-0.005233056,1.040552222,-0.005233056,-0.000000000,-0.000096944,0.000545556
2015-12-31 00:00:00,1.063701389,-0.005351111,1.058350278,-0.005351111,-0.000000000,-0.000161111,0.000565556
2015-12-30 23:00:00,1.293679444,-0.005451667,1.288227778,-0.005451667,-0.000000000,0.000040556,0.000575556
2015-12-30 22:00:00,1.301261111,-0.006197778,1.295063333,-0.006197778,-0.000000000,-0.000943056,0.001002778
2015-12-30 21:00:00,1.157049167,-0.006079722,1.150969444,-0.006079722,-0.000000000,-0.001079167,0.001106944
2015-12-30 20:00:00,1.184802500,-0.006118611,1.178683889,-0.006118611,-0.000000000,-0.001140000,0.001141389
2015-12-30 19:00:00,1.085798333,-0.005897222,1.079901111,-0.005897222,-0.000000000,-0.001023889,0.001028611
2015-12-30 18:00:00,0.824119722,0.082547778,0.821376389,0.082547778,0.085291111,-0.001393889,0.001393889
2015-12-30 17:00:00,0.632672778,0.849180278,0.632672778,0.849180278,0.849180278,-0.001609722,0.001609722
2015-12-30 16:00:00,0.667419167,1.912980278,0.667419167,1.912980278,1.912980278,-0.001383333,0.001383333
2015-12-30 15:00:00,0.721500556,2.125876389,0.721500556,2.125876389,2.125876389,-0.001374444,0.001374444
2015-12-30 14:00:00,0.636986667,2.046272500,0.636986667,2.046272500,2.046272500,-0.001528056,0.001528056
2015-12-30 13:00:00,0.685295000,1.872564722,0.685295000,1.872564722,1.872564722,-0.001525278,0.001525278
2015-12-30 12:00:00,0.743203056,1.276381389,0.743203056,1.276381389,1.276381389,-0.001551667,0.001551667
2015-12-30 11:00:00,0.919273333,0.818068333,0.919273333,0.818068333,0.818068333,-0.001399722,0.001399722
2015-12-30 10:00:00,1.183554167,0.236609167,1.183554167,0.236609167,0.236609167,-0.000934722,0.000998333
2015-12-30 09:00:00,0.885690278,0.007185278,0.880953889,0.007185278,0.011921667,-0.001259722,0.001259722
2015-12-30 08:00:00,0.997038611,-0.005932778,0.991105833,-0.005932778,-0.000000000,-0.001257500,0.001257500
2015-12-30 07:00:00,1.107883889,-0.005709444,1.102174444,-0.005709444,-0.000000000,-0.000765556,0.000943333
2015-12-30 06:00:00,1.068544444,-0.005527222,1.063017222,-0.005527222,-0.000000000,-0.000687222,0.000861389
2015-12-30 05:00:00,1.073249167,-0.005400000,1.067849167,-0.005400000,-0.000000000,-0.000411389,0.000693611
2015-12-30 04:00:00,1.003262778,-0.005433333,0.997829444,-0.005433333,-0.000000000,-0.000566389,0.000808333
2015-12-30 03:00:00,1.207716111,-0.005560000,1.202156111,-0.005560000,-0.000000000,-0.000366389,0.000666944
2015-12-30 02:00:00,1.125906667,-0.005171944,1.120734722,-0.005171944,-0.000000000,-0.000029167,0.000480000
2015-12-30 01:00:00,1.157105000,-0.005401944,1.151703056,-0.005401944,-0.000000000,-0.000292778,0.000631667
2015-12-30 00:00:00,1.104231111,-0.005513889,1.098717222,-0.005513889,-0.000000000,-0.000478056,0.000746667
2015-12-29 23:00:00,1.299561944,-0.005613056,1.293948889,-0.005613056,-0.000000000,-0.000239167,0.000700556
2015-12-29 22:00:00,1.179854722,-0.006116111,1.173738611,-0.006116111,-0.000000000,-0.001077222,0.001131944
2015-12-29 21:00:00,1.194537500,-0.006219722,1.188317778,-0.006219722,-0.000000000,-0.001198889,0.001198889
2015-12-29 20:00:00,1.431918611,-0.006632222,1.425286389,-0.006632222,-0.000000000,-0.001383333,0.001389167
2015-12-29 19:00:00,1.068168333,-0.005886667,1.062281667,-0.005886667,-0.000000000,-0.001014167,0.001014167
2015-12-29 18:00:00,0.725084444,0.114254444,0.722893611,0.114254444,0.116445278,-0.001145833,0.001145833
2015-12-29 17:00:00,0.617475000,1.317753889,0.617475000,1.317753889,1.317753889,-0.001508611,0.001508611
2015-12-29 16:00:00,0.519787778,1.763880000,0.519787778,1.763880000,1.763880000,-0.001412778,0.001412778
2015-12-29 15:00:00,0.558581389,1.895874722,0.558581389,1.895874722,1.895874722,-0.001433056,0.001433056
2015-12-29 14:00:00,0.599076667,1.694783611,0.599076667,1.694783611,1.694783611,-0.001461111,0.001461111
2015-12-29 13:00:00,0.595754444,1.832391667,0.595754444,1.832391667,1.832391667,-0.001398056,0.001398056
2015-12-29 12:00:00,0.642002222,1.482032778,0.642002222,1.482032778,1.482032778,-0.001406111,0.001406111
2015-12-29 11:00:00,0.751413611,0.741574444,0.751413611,0.741574444,0.741574444,-0.001247500,0.001247500
2015-12-29 10:00:00,0.794550000,0.287898333,0.794550000,0.287898333,0.287898333,-0.000896667,0.000896667
2015-12-29 09:00:00,0.729110000,0.000301111,0.723913611,0.000301111,0.005497500,-0.001141944,0.001143056
2015-12-29 08:00:00,0.868993333,-0.005655556,0.863337778,-0.005655556,-0.000000000,-0.001040278,0.001040278
2015-12-29 07:00:00,1.283125000,-0.005851389,1.277273611,-0.005851389,-0.000000000,-0.000627778,0.000823611
2015-12-29 06:00:00,0.956543056,-0.005053056,0.951490000,-0.005053056,-0.000000000,-0.000083333,0.000530000
2015-12-29 05:00:00,0.932500833,-0.005058056,0.927442778,-0.005058056,-0.000000000,-0.000118333,0.000486667
2015-12-29 04:00:00,1.037748611,-0.004990000,1.032758611,-0.004990000,-0.000000000,0.000208889,0.000318611
2015-12-29 03:00:00,0.866212500,-0.004876667,0.861335833,-0.004876667,-0.000000000,0.000053611,0.000428056
2015-12-29 02:00:00,0.862988611,-0.004781389,0.858207222,-0.004781389,-0.000000000,0.000209167,0.000376389
2015-12-29 01:00:00,1.014875833,-0.005055833,1.009820000,-0.005055833,-0.000000000,0.000008889,0.000492222
2015-12-29 00:00:00,1.094644167,-0.005409167,1.089235000,-0.005409167,-0.000000000,-0.000251389,0.000630000
2015-12-28 23:00:00,1.151985000,-0.005463611,1.146521389,-0.005463611,-0.000000000,-0.000181389,0.000708333
2015-12-28 22:00:00,1.094278889,-0.005990278,1.088288611,-0.005990278,-0.000000000,-0.000820000,0.000873056
2015-12-28 21:00:00,1.022560000,-0.005934444,1.016625556,-0.005934444,-0.000000000,-0.000903889,0.000903889
2015-12-28 20:00:00,1.062320556,-0.005963056,1.056357500,-0.005963056,-0.000000000,-0.000954167,0.000958611
2015-12-28 19:00:00,0.884821111,-0.005688889,0.879132222,-0.005688889,-0.000000000,-0.000846111,0.000856667
2015-12-28 18:00:00,0.662345833,0.022736111,0.659558333,0.022736111,0.025523611,-0.001048889,0.001048889
2015-12-28 17:00:00,0.559537222,0.780658889,0.559537222,0.780658889,0.780658889,-0.001435833,0.001435833
2015-12-28 16:00:00,0.520340833,1.178850833,0.520340833,1.178850833,1.178850833,-0.001437778,0.001437778
2015-12-28 15:00:00,0.475776111,1.790136111,0.475776111,1.790136111,1.790136111,-0.001361389,0.001361389
2015-12-28 14:00:00,0.533735833,2.094585833,0.533735833,2.094585833,2.094585833,-0.001291667,0.001291667
2015-12-28 13:00:00,0.564654722,1.900035556,0.564654722,1.900035556,1.900035556,-0.001347500,0.001347500
2015-12-28 12:00:00,0.612008889,1.557172778,0.612008889,1.557172778,1.557172778,-0.001209444,0.001209444
2015-12-28 11:00:00,0.829586944,0.887476389,0.829586944,0.887476389,0.887476389,-0.000904444,0.000971389
2015-12-28 10:00:00,0.766718333,0.261911111,0.766718333,0.261911111,0.261911111,-0.001006111,0.001006111
2015-12-28 09:00:00,0.670445278,0.000264167,0.665182222,0.000264167,0.005527222,-0.001224722,0.001224722
2015-12-28 08:00:00,0.928287500,-0.005666667,0.922620833,-0.005666667,-0.000000000,-0.000861944,0.000869167
2015-12-28 07:00:00,1.307485556,-0.006043889,1.301441667,-0.006043889,-0.000000000,-0.000784167,0.000895278
2015-12-28 06:00:00,0.910421944,-0.005026667,0.905395278,-0.005026667,-0.000000000,-0.000192222,0.000554167
2015-12-28 05:00:00,0.962006389,-0.005000833,0.957005556,-0.005000833,-0.000000000,-0.000054444,0.000493333
2015-12-28 04:00:00,0.987287222,-0.005048056,0.982239167,-0.005048056,-0.000000000,-0.000017500,0.000440833
2015-12-28 03:00:00,0.913042500,-0.004870278,0.908172222,-0.004870278,-0.000000000,0.000113333,0.000430000
2015-12-28 02:00:00,1.002655278,-0.004843056,0.997812222,-0.004843056,-0.000000000,0.000250833,0.000335833
2015-12-28 01:00:00,1.284060833,-0.005320278,1.278740556,-0.005320278,-0.000000000,-0.000075556,0.000508611
2015-12-28 00:00:00,1.139418889,-0.005499722,1.133919167,-0.005499722,-0.000000000,-0.000366667,0.000686111
2015-12-27 23:00:00,1.463858333,-0.005877500,1.457980833,-0.005877500,-0.000000000,-0.000387222,0.000832778
2015-12-27 22:00:00,1.572045556,-0.006701944,1.565343611,-0.006701944,-0.000000000,-0.001349167,0.001400000
2015-12-27 21:00:00,1.172668889,-0.006020833,1.166648056,-0.006020833,-0.000000000,-0.000980556,0.000985000
2015-12-27 20:00:00,0.806751389,-0.005632778,0.801118611,-0.005632778,-0.000000000,-0.000990833,0.000990833
2015-12-27 19:00:00,0.701466111,-0.005418889,0.696047222,-0.005418889,-0.000000000,-0.000917222,0.000917222
2015-12-27 18:00:00,0.643223611,0.372110000,0.640961111,0.372110000,0.374372500,-0.001173056,0.001173056
2015-12-27 17:00:00,0.473253611,1.552089444,0.473253611,1.552089444,1.552089444,-0.001375000,0.001375000
2015-12-27 16:00:00,0.489030000,2.038008611,0.489030000,2.038008611,2.038008611,-0.001365278,0.001365278
2015-12-27 15:00:00,0.482000278,2.239559444,0.482000278,2.239559444,2.239559444,-0.001355556,0.001355556
2015-12-27 14:00:00,0.503805278,2.198780000,0.503805278,2.198780000,2.198780000,-0.001393611,0.001393611
2015-12-27 13:00:00,0.707843889,1.872789167,0.707843889,1.872789167,1.872789167,-0.000993889,0.000993889
2015-12-27 12:00:00,2.841909722,1.148058333,2.841909722,1.148058333,1.148058333,0.000036667,0.000658889
2015-12-27 11:00:00,1.168075278,0.508754444,1.168075278,0.508754444,0.508754444,-0.003118611,0.003118611
2015-12-27 10:00:00,0.791684722,0.147218056,0.791684722,0.147218056,0.147218056,-0.001138056,0.001138056
2015-12-27 09:00:00,0.877989444,0.005711667,0.873010833,0.005711667,0.010690278,-0.001256111,0.001256111
2015-12-27 08:00:00,1.090774444,-0.006045000,1.084729444,-0.006045000,-0.000000000,-0.001240556,0.001240556
2015-12-27 07:00:00,0.872374167,-0.005154444,0.867219722,-0.005154444,-0.000000000,-0.000391111,0.000671667
2015-12-27 06:00:00,0.967705833,-0.005036389,0.962669444,-0.005036389,-0.000000000,-0.000052500,0.000493889
2015-12-27 05:00:00,1.023693333,-0.005043056,1.018650278,-0.005043056,-0.000000000,0.000050278,0.000441389
2015-12-27 04:00:00,0.966206944,-0.005051389,0.961155556,-0.005051389,-0.000000000,-0.000030556,0.000415278
2015-12-27 03:00:00,1.001345833,-0.004954444,0.996391389,-0.004954444,-0.000000000,0.000174444,0.000401944
2015-12-27 02:00:00,0.898927222,-0.004790000,0.894137222,-0.004790000,-0.000000000,0.000255556,0.000334444
2015-12-27 01:00:00,1.038743333,-0.004918889,1.033824444,-0.004918889,-0.000000000,0.000337222,0.000338056
2015-12-27 00:00:00,3.465361667,-0.006785000,3.458576667,-0.006785000,-0.000000000,0.001051667,0.000247222
2015-12-26 23:00:00,1.522432222,-0.005827500,1.516604722,-0.005827500,-0.000000000,-0.000617778,0.001058611
2015-12-26 22:00:00,2.516826944,-0.006860556,2.509966389,-0.006860556,-0.000000000,-0.001517778,0.001996111
2015-12-26 21:00:00,1.289964167,-0.005839167,1.284125000,-0.005839167,-0.000000000,-0.000535833,0.000706111
2015-12-26 20:00:00,0.766275833,-0.005571389,0.760704444,-0.005571389,-0.000000000,-0.000942778,0.000942778
2015-12-26 19:00:00,0.785931944,-0.005588333,0.780343611,-0.005588333,-0.000000000,-0.000985278,0.000985278
2015-12-26 18:00:00,0.642515000,0.111511944,0.639613333,0.111511944,0.114413611,-0.001098611,0.001098611
2015-12-26 17:00:00,0.505782500,0.194530556,0.505782500,0.194530556,0.194530556,-0.001167500,0.001167500
2015-12-26 16:00:00,0.510763333,0.180240556,0.510763333,0.180240556,0.180240556,-0.001220278,0.001220278
2015-12-26 15:00:00,0.508362222,0.135361389,0.508362222,0.135361389,0.135361389,-0.001169167,0.001169167
2015-12-26 14:00:00,0.573347222,0.077962222,0.573347222,0.077962222,0.077962222,-0.001111944,0.001111944
2015-12-26 13:00:00,0.598055833,0.040368611,0.598055833,0.040368611,0.040368611,-0.001041111,0.001041111
2015-12-26 12:00:00,0.625240833,0.009967222,0.621851389,0.009967222,0.013356667,-0.001036944,0.001036944
2015-12-26 11:00:00,0.636467778,-0.005934167,0.630533611,-0.005934167,-0.000000000,-0.001024444,0.001024444
2015-12-26 10:00:00,0.690797778,-0.006060833,0.684736944,-0.006060833,-0.000000000,-0.001085556,0.001085556
2015-12-26 09:00:00,0.773859167,-0.005787778,0.768071389,-0.005787778,-0.000000000,-0.001406944,0.001406944
2015-12-26 08:00:00,0.953177222,-0.005923889,0.947253333,-0.005923889,-0.000000000,-0.001358611,0.001358611
2015-12-26 07:00:00,0.843203333,-0.005177778,0.838025556,-0.005177778,-0.000000000,-0.000413889,0.000683333
2015-12-26 06:00:00,1.010876389,-0.005091667,1.005784722,-0.005091667,-0.000000000,0.000086389,0.000378056
2015-12-26 05:00:00,0.901069167,-0.005037222,0.896031944,-0.005037222,-0.000000000,-0.000029444,0.000439722
2015-12-26 04:00:00,0.968529167,-0.005108889,0.963420278,-0.005108889,-0.000000000,0.000012778,0.000477778
2015-12-26 03:00:00,0.926920556,-0.004912778,0.922007778,-0.004912778,-0.000000000,0.000233889,0.000350833
2015-12-26 02:00:00,0.841036944,-0.004836389,0.836200556,-0.004836389,-0.000000000,0.000148056,0.000397500
2015-12-26 01:00:00,0.784994167,-0.004872222,0.780121944,-0.004872222,-0.000000000,-0.000021944,0.000462222
2015-12-26 00:00:00,0.828800278,-0.004980556,0.823819722,-0.004980556,-0.000000000,0.000087778,0.000411667
2015-12-25 23:00:00,0.853880556,-0.005065556,0.848815000,-0.005065556,-0.000000000,-0.000058611,0.000456944
2015-12-25 22:00:00,3.315981389,-0.007079444,3.308901944,-0.007079444,-0.000000000,0.000414722,0.000430833
2015-12-25 21:00:00,3.124699444,-0.006951667,3.117747778,-0.006951667,-0.000000000,0.000480000,0.000211667
2015-12-25 20:00:00,1.357846111,-0.005666944,1.352179167,-0.005666944,-0.000000000,-0.000095000,0.000306667
2015-12-25 19:00:00,0.747018333,-0.005453889,0.741564444,-0.005453889,-0.000000000,-0.000939444,0.000939444
2015-12-25 18:00:00,0.640542500,-0.005493333,0.635049167,-0.005493333,-0.000000000,-0.000978056,0.000978056
2015-12-25 17:00:00,0.613429722,0.013735000,0.611833056,0.013735000,0.015331667,-0.001032222,0.001032222
2015-12-25 16:00:00,0.607922778,0.056110278,0.607922778,0.056110278,0.056110278,-0.001098889,0.001098889
2015-12-25 15:00:00,0.614983611,0.127255000,0.614983611,0.127255000,0.127255000,-0.001256389,0.001256389
2015-12-25 14:00:00,0.643145556,0.156558056,0.643145556,0.156558056,0.156558056,-0.001330278,0.001330278
2015-12-25 13:00:00,0.638228056,0.177223333,0.638228056,0.177223333,0.177223333,-0.001320833,0.001320833
2015-12-25 12:00:00,0.635740556,0.258782500,0.635740556,0.258782500,0.258782500,-0.001351389,0.001351389
2015-12-25 11:00:00,0.664126667,0.159115556,0.664126667,0.159115556,0.159115556,-0.001300556,0.001300556
2015-12-25 10:00:00,0.644698611,0.116590000,0.644698611,0.116590000,0.116590000,-0.001214167,0.001214167
2015-12-25 09:00:00,0.630329444,0.004878333,0.625677500,0.004878333,0.009530278,-0.001284722,0.001284722
2015-12-25 08:00:00,0.849745833,-0.005797500,0.843948333,-0.005797500,-0.000000000,-0.001163889,0.001163889
2015-12-25 07:00:00,1.434133889,-0.005903889,1.428230000,-0.005903889,-0.000000000,-0.000293056,0.000626389
2015-12-25 06:00:00,0.952668889,-0.005192778,0.947476111,-0.005192778,-0.000000000,-0.000098611,0.000483611
2015-12-25 05:00:00,1.072210556,-0.005126667,1.067083889,-0.005126667,-0.000000000,0.000264722,0.000319444
2015-12-25 04:00:00,0.957643889,-0.004958056,0.952685833,-0.004958056,-0.000000000,0.000260000,0.000399444
2015-12-25 03:00:00,0.850046111,-0.004910278,0.845135833,-0.004910278,-0.000000000,0.000137500,0.000412222
2015-12-25 02:00:00,0.853456667,-0.004890278,0.848566389,-0.004890278,-0.000000000,0.000146111,0.000388611
2015-12-25 01:00:00,0.969340556,-0.004975278,0.964365278,-0.004975278,-0.000000000,0.000326944,0.000320556
2015-12-25 00:00:00,0.764195278,-0.005063333,0.759131944,-0.005063333,-0.000000000,-0.000100556,0.000544444
2015-12-24 23:00:00,0.854986111,-0.005093056,0.849893056,-0.005093056,-0.000000000,-0.000074167,0.000593889
2015-12-24 22:00:00,0.866188056,-0.005729444,0.860458611,-0.005729444,-0.000000000,-0.000906389,0.000962222
2015-12-24 21:00:00,0.720493333,-0.005508889,0.714984444,-0.005508889,-0.000000000,-0.000870833,0.000870833
2015-12-24 20:00:00,0.840304167,-0.005650278,0.834653889,-0.005650278,-0.000000000,-0.000872778,0.000885278
2015-12-24 19:00:00,0.695780278,-0.005485556,0.690294722,-0.005485556,-0.000000000,-0.000899444,0.000899444
2015-12-24 18:00:00,0.584801389,0.014862222,0.580911389,0.014862222,0.018752222,-0.000964722,0.000964722
2015-12-24 17:00:00,0.526304722,0.403838611,0.526304722,0.403838611,0.403838611,-0.001347222,0.001347222
2015-12-24 16:00:00,0.467673889,1.406407778,0.467673889,1.406407778,1.406407778,-0.001477222,0.001477222
2015-12-24 15:00:00,0.470404444,2.085329444,0.470404444,2.085329444,2.085329444,-0.001481667,0.001481667
2015-12-24 14:00:00,0.513823333,2.109118056,0.513823333,2.109118056,2.109118056,-0.001478611,0.001478611
2015-12-24 13:00:00,0.569493889,1.929287500,0.569493889,1.929287500,1.929287500,-0.001500556,0.001500556
2015-12-24 12:00:00,0.575382778,1.548452778,0.575382778,1.548452778,1.548452778,-0.001460833,0.001460833
2015-12-24 11:00:00,0.624936389,0.944197222,0.624936389,0.944197222,0.944197222,-0.001471944,0.001471944
2015-12-24 10:00:00,0.654635278,0.277679167,0.654635278,0.277679167,0.277679167,-0.001351111,0.001351111
2015-12-24 09:00:00,0.644903611,0.002182222,0.639969722,0.002182222,0.007116111,-0.001299444,0.001299444
2015-12-24 08:00:00,0.794637500,-0.005659167,0.788978333,-0.005659167,-0.000000000,-0.001195833,0.001195833
2015-12-24 07:00:00,1.381369167,-0.005875833,1.375493333,-0.005875833,-0.000000000,-0.000525000,0.000877778
2015-12-24 06:00:00,1.065900833,-0.005256667,1.060644167,-0.005256667,-0.000000000,-0.000142222,0.000516944
2015-12-24 05:00:00,1.036839167,-0.004995833,1.031843333,-0.004995833,-0.000000000,0.000185000,0.000376667
2015-12-24 04:00:00,0.929710278,-0.004770000,0.924940278,-0.004770000,-0.000000000,0.000354722,0.000318889
2015-12-24 03:00:00,0.869146667,-0.004806667,0.864340000,-0.004806667,-0.000000000,0.000195278,0.000383333
2015-12-24 02:00:00,0.801541667,-0.004791944,0.796749722,-0.004791944,-0.000000000,0.000054444,0.000425556
2015-12-24 01:00:00,0.882825833,-0.004884167,0.877941667,-0.004884167,-0.000000000,0.000219444,0.000380278
2015-12-24 00:00:00,0.987432778,-0.004963056,0.982469722,-0.004963056,-0.000000000,0.000480833,0.000233056
2015-12-23 23:00:00,1.266696111,-0.005320278,1.261375833,-0.005320278,-0.000000000,0.000241944,0.000471111
2015-12-23 22:00:00,1.576878333,-0.005926667,1.570951667,-0.005926667,-0.000000000,-0.000097500,0.000626667
2015-12-23 21:00:00,0.912520556,-0.005828889,0.906691667,-0.005828889,-0.000000000,-0.000970000,0.000970000
2015-12-23 20:00:00,0.874064444,-0.005762222,0.868302222,-0.005762222,-0.000000000,-0.000937778,0.000937778
2015-12-23 19:00:00,0.916394722,-0.005792500,0.910602222,-0.005792500,-0.000000000,-0.000987778,0.000987778
2015-12-23 18:00:00,0.784605278,0.037714444,0.781323889,0.037714444,0.040995833,-0.001067778,0.001067778
2015-12-23 17:00:00,0.757956111,0.257792222,0.757956111,0.257792222,0.257792222,-0.001392500,0.001392500
2015-12-23 16:00:00,0.716263889,0.562467222,0.716263889,0.562467222,0.562467222,-0.001461667,0.001461667
2015-12-23 15:00:00,0.718416944,0.904112222,0.718416944,0.904112222,0.904112222,-0.001518333,0.001518333
2015-12-23 14:00:00,0.674368333,1.763530833,0.674368333,1.763530833,1.763530833,-0.001540000,0.001540000
2015-12-23 13:00:00,0.726610278,1.945868333,0.726610278,1.945868333,1.945868333,-0.001570278,0.001570278
2015-12-23 12:00:00,0.722623333,1.556111111,0.722623333,1.556111111,1.556111111,-0.001564167,0.001564167
2015-12-23 11:00:00,0.849066667,0.945394722,0.849066667,0.945394722,0.945394722,-0.001359444,0.001359444
2015-12-23 10:00:00,1.172192500,0.295111389,1.172192500,0.295111389,0.295111389,-0.000412222,0.000562500
2015-12-23 09:00:00,0.872647222,-0.001242778,0.867246389,-0.001242778,0.004158056,-0.000753056,0.000798889
2015-12-23 08:00:00,0.833813056,-0.005646389,0.828166667,-0.005646389,-0.000000000,-0.001092222,0.001092222
2015-12-23 07:00:00,1.161727778,-0.005655278,1.156072500,-0.005655278,-0.000000000,-0.000463056,0.000768611
2015-12-23 06:00:00,0.877784722,-0.004806944,0.872977778,-0.004806944,-0.000000000,0.000230833,0.000389167
2015-12-23 05:00:00,0.882081111,-0.004805833,0.877275278,-0.004805833,-0.000000000,0.000269167,0.000381667
2015-12-23 04:00:00,0.878445000,-0.004903889,0.873541111,-0.004903889,-0.000000000,0.000155278,0.000431111
2015-12-23 03:00:00,1.172887778,-0.005380278,1.167507500,-0.005380278,-0.000000000,-0.000227222,0.000609444
2015-12-23 02:00:00,1.198305000,-0.005317222,1.192987778,-0.005317222,-0.000000000,-0.000089722,0.000528889
2015-12-23 01:00:00,1.261194722,-0.005413889,1.255780833,-0.005413889,-0.000000000,-0.000191389,0.000583056
2015-12-23 00:00:00,1.261721389,-0.005567222,1.256154167,-0.005567222,-0.000000000,-0.000195000,0.000553056
2015-12-22 23:00:00,1.306439444,-0.005563889,1.300875556,-0.005563889,-0.000000000,-0.000126389,0.000641389
2015-12-22 22:00:00,1.142669722,-0.006240833,1.136428889,-0.006240833,-0.000000000,-0.001298056,0.001346389
2015-12-22 21:00:00,0.921624444,-0.005964167,0.915660278,-0.005964167,-0.000000000,-0.001228611,0.001228611
2015-12-22 20:00:00,1.069122778,-0.005948056,1.063174722,-0.005948056,-0.000000000,-0.000903611,0.000923611
2015-12-22 19:00:00,0.888181667,-0.005677778,0.882503889,-0.005677778,-0.000000000,-0.000853333,0.000867222
2015-12-22 18:00:00,0.534877500,0.019003889,0.531401667,0.019003889,0.022479722,-0.000814722,0.000820833
2015-12-22 17:00:00,0.467868333,0.286159444,0.467868333,0.286159444,0.286159444,-0.001276944,0.001276944
2015-12-22 16:00:00,0.459411389,1.743765000,0.459411389,1.743765000,1.743765000,-0.001566389,0.001566389
2015-12-22 15:00:00,0.474418611,1.893643611,0.474418611,1.893643611,1.893643611,-0.001570833,0.001570833
2015-12-22 14:00:00,0.483068889,1.888592222,0.483068889,1.888592222,1.888592222,-0.001556667,0.001556667
2015-12-22 13:00:00,0.485375556,1.555973611,0.485375556,1.555973611,1.555973611,-0.001538889,0.001538889
2015-12-22 12:00:00,0.475963333,1.368028333,0.475963333,1.368028333,1.368028333,-0.001540278,0.001540278
2015-12-22 11:00:00,0.577362222,0.845652222,0.577362222,0.845652222,0.845652222,-0.001489444,0.001489444
2015-12-22 10:00:00,0.796563611,0.186360833,0.795436667,0.186360833,0.187487778,-0.001079444,0.001079444
2015-12-22 09:00:00,0.592256944,-0.005851667,0.586405278,-0.005851667,-0.000000000,-0.001218889,0.001218889
2015-12-22 08:00:00,0.769832222,-0.005491389,0.764340833,-0.005491389,-0.000000000,-0.001059722,0.001059722
2015-12-22 07:00:00,1.284513889,-0.005643333,1.278870556,-0.005643333,-0.000000000,-0.000360833,0.000693056
2015-12-22 06:00:00,0.870101667,-0.004812500,0.865289167,-0.004812500,-0.000000000,0.000200833,0.000392778
2015-12-22 05:00:00,1.985626944,-0.005417222,1.980209722,-0.005417222,-0.000000000,0.000821667,0.000281944
2015-12-22 04:00:00,2.327409722,-0.005657778,2.321751944,-0.005657778,-0.000000000,0.001005556,0.000246389
2015-12-22 03:00:00,1.167275833,-0.005215000,1.162060833,-0.005215000,-0.000000000,0.000058333,0.000466667
2015-12-22 02:00:00,1.255520833,-0.005277500,1.250243333,-0.005277500,-0.000000000,0.000095000,0.000444444
2015-12-22 01:00:00,1.269374444,-0.005326944,1.264047500,-0.005326944,-0.000000000,0.000068611,0.000440833
2015-12-22 00:00:00,1.172660000,-0.005390000,1.167270000,-0.005390000,-0.000000000,-0.000052222,0.000493889
