"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","A/C [kW]","A/C- [kW]"
2015-11-20 18:00:00,0.773079722,-0.001963056,0.767710000,-0.001963056,0.003406667,-0.000953889,0.000955556
2015-11-20 17:00:00,0.583791944,0.026809722,0.583311389,0.026809722,0.027290278,-0.001138611,0.001138611
2015-11-20 16:00:00,0.492762500,0.177567222,0.492762500,0.177567222,0.177567222,-0.001311389,0.001311389
2015-11-20 15:00:00,0.524461389,1.083382500,0.524461389,1.083382500,1.083382500,-0.001544722,0.001544722
2015-11-20 14:00:00,0.478120556,1.515629722,0.478120556,1.515629722,1.515629722,-0.001573611,0.001573611
2015-11-20 13:00:00,0.492984444,1.291407222,0.492984444,1.291407222,1.291407222,-0.001590000,0.001590000
2015-11-20 12:00:00,0.505655000,0.534616111,0.505655000,0.534616111,0.534616111,-0.001482778,0.001482778
2015-11-20 11:00:00,0.486721667,1.066466944,0.486721667,1.066466944,1.066466944,-0.001610833,0.001610833
2015-11-20 10:00:00,0.614789444,0.458045278,0.614789444,0.458045278,0.458045278,-0.001418056,0.001418056
2015-11-20 09:00:00,0.728938889,0.038742778,0.726659444,0.038742778,0.041022222,-0.001102222,0.001102222
2015-11-20 08:00:00,0.879204722,-0.005808611,0.873396111,-0.005808611,-0.000000000,-0.001114167,0.001120278
2015-11-20 07:00:00,1.335433056,-0.005658889,1.329774167,-0.005658889,-0.000000000,-0.000161389,0.000523333
2015-11-20 06:00:00,1.060018056,-0.004741944,1.055276111,-0.004741944,-0.000000000,0.000533889,0.000398889
2015-11-20 05:00:00,0.454171389,-0.005065556,0.449105833,-0.005065556,-0.000000000,-0.000989444,0.000989444
2015-11-20 04:00:00,0.468829722,-0.005168056,0.463661667,-0.005168056,-0.000000000,-0.000975556,0.000975556
2015-11-20 03:00:00,0.472154167,-0.005185556,0.466968611,-0.005185556,-0.000000000,-0.000997500,0.000997500
2015-11-20 02:00:00,0.499298333,-0.005161389,0.494136944,-0.005161389,-0.000000000,-0.000941111,0.000976111
2015-11-20 01:00:00,0.920906389,-0.004893333,0.916013056,-0.004893333,-0.000000000,0.000186389,0.000396944
2015-11-20 00:00:00,1.342031667,-0.005387222,1.336644444,-0.005387222,-0.000000000,0.000229722,0.000310556
2015-11-19 23:00:00,1.382887500,-0.005458333,1.377429167,-0.005458333,-0.000000000,0.000234444,0.000510278
2015-11-19 22:00:00,0.789599722,-0.005761389,0.783838333,-0.005761389,-0.000000000,-0.001212778,0.001212778
2015-11-19 21:00:00,0.745908889,-0.005635278,0.740273611,-0.005635278,-0.000000000,-0.001049722,0.001051667
2015-11-19 20:00:00,0.747340000,-0.005438056,0.741901944,-0.005438056,-0.000000000,-0.000758611,0.000772222
2015-11-19 19:00:00,0.850830833,-0.005531389,0.845299444,-0.005531389,-0.000000000,-0.000860278,0.000881944
2015-11-19 18:00:00,0.544885833,0.344180278,0.542098611,0.344180278,0.346967500,-0.001161667,0.001163333
2015-11-19 17:00:00,0.453468611,1.395304444,0.453468611,1.395304444,1.395304444,-0.001651667,0.001651667
2015-11-19 16:00:00,0.455154167,1.831525833,0.455154167,1.831525833,1.831525833,-0.001668889,0.001668889
2015-11-19 15:00:00,0.456128611,2.058726944,0.456128611,2.058726944,2.058726944,-0.001657778,0.001657778
2015-11-19 14:00:00,0.472488611,2.120467778,0.472488611,2.120467778,2.120467778,-0.001654444,0.001654444
2015-11-19 13:00:00,0.473455833,1.948294444,0.473455833,1.948294444,1.948294444,-0.001628056,0.001628056
2015-11-19 12:00:00,0.453015556,1.634086944,0.453015556,1.634086944,1.634086944,-0.001621944,0.001621944
2015-11-19 11:00:00,1.066154722,1.056068611,1.066154722,1.056068611,1.056068611,-0.001131944,0.001191111
2015-11-19 10:00:00,0.750703333,0.421983333,0.750703333,0.421983333,0.421983333,-0.001390556,0.001390556
2015-11-19 09:00:00,0.647481944,0.059452778,0.646525556,0.059452778,0.060409167,-0.001213056,0.001213056
2015-11-19 08:00:00,0.812249722,-0.005707222,0.806542500,-0.005707222,-0.000000000,-0.001126944,0.001138056
2015-11-19 07:00:00,1.081195833,-0.005641944,1.075553889,-0.005641944,-0.000000000,-0.000640000,0.000929444
2015-11-19 06:00:00,0.924253889,-0.005183056,0.919070833,-0.005183056,-0.000000000,-0.000301944,0.000774722
2015-11-19 05:00:00,0.611393056,-0.005440278,0.605952778,-0.005440278,-0.000000000,-0.001150000,0.001150000
2015-11-19 04:00:00,0.653544722,-0.005560556,0.647984167,-0.005560556,-0.000000000,-0.001185000,0.001185000
2015-11-19 03:00:00,0.629603333,-0.005524722,0.624078611,-0.005524722,-0.000000000,-0.001157500,0.001157500
2015-11-19 02:00:00,0.493538056,-0.005172222,0.488365833,-0.005172222,-0.000000000,-0.000956111,0.000984444
2015-11-19 01:00:00,0.813419167,-0.004926111,0.808493056,-0.004926111,-0.000000000,-0.000029444,0.000512222
2015-11-19 00:00:00,0.915698611,-0.005102500,0.910596111,-0.005102500,-0.000000000,0.000061111,0.000393611
2015-11-18 23:00:00,1.085851389,-0.005431111,1.080420278,-0.005431111,-0.000000000,-0.000225278,0.000779722
2015-11-18 22:00:00,0.786800000,-0.005628333,0.781171667,-0.005628333,-0.000000000,-0.000912222,0.000919722
2015-11-18 21:00:00,0.805915278,-0.005837778,0.800077500,-0.005837778,-0.000000000,-0.001135833,0.001135833
2015-11-18 20:00:00,0.984614722,-0.005651944,0.978962778,-0.005651944,-0.000000000,-0.000641111,0.000752222
2015-11-18 19:00:00,0.683003333,-0.005446944,0.677556389,-0.005446944,-0.000000000,-0.000778889,0.000782222
2015-11-18 18:00:00,0.475214444,0.230747500,0.472599444,0.230747500,0.233362500,-0.001177222,0.001177222
2015-11-18 17:00:00,0.450828056,0.718508889,0.450828056,0.718508889,0.718508889,-0.001480278,0.001480278
2015-11-18 16:00:00,0.446433889,1.230574444,0.446433889,1.230574444,1.230574444,-0.001522778,0.001522778
2015-11-18 15:00:00,0.474332222,2.181926944,0.474332222,2.181926944,2.181926944,-0.001652222,0.001652222
2015-11-18 14:00:00,0.480646111,2.238058056,0.480646111,2.238058056,2.238058056,-0.001680000,0.001680000
2015-11-18 13:00:00,0.461913333,2.102939722,0.461913333,2.102939722,2.102939722,-0.001661944,0.001661944
2015-11-18 12:00:00,0.461853333,1.747312222,0.461853333,1.747312222,1.747312222,-0.001659444,0.001659444
2015-11-18 11:00:00,0.480310556,1.192500000,0.480310556,1.192500000,1.192500000,-0.001625556,0.001625556
2015-11-18 10:00:00,0.745958056,0.526447500,0.745958056,0.526447500,0.526447500,-0.001308056,0.001361667
2015-11-18 09:00:00,0.517993611,0.090183889,0.516697500,0.090183889,0.091480000,-0.001215556,0.001215556
2015-11-18 08:00:00,0.765057778,-0.005741111,0.759316667,-0.005741111,-0.000000000,-0.001147500,0.001149167
2015-11-18 07:00:00,1.049113056,-0.005570000,1.043543056,-0.005570000,-0.000000000,-0.000631944,0.000876944
2015-11-18 06:00:00,0.912866944,-0.005077778,0.907789167,-0.005077778,-0.000000000,-0.000210833,0.000669444
2015-11-18 05:00:00,0.597386389,-0.005285556,0.592100833,-0.005285556,-0.000000000,-0.001106944,0.001106944
2015-11-18 04:00:00,0.608862222,-0.005321944,0.603540278,-0.005321944,-0.000000000,-0.001112500,0.001112500
2015-11-18 03:00:00,0.612026667,-0.005325833,0.606700833,-0.005325833,-0.000000000,-0.001093889,0.001093889
2015-11-18 02:00:00,0.545244167,-0.005106667,0.540137500,-0.005106667,-0.000000000,-0.000935833,0.000985556
2015-11-18 01:00:00,0.859343333,-0.005073611,0.854269722,-0.005073611,-0.000000000,-0.000328056,0.000645556
2015-11-18 00:00:00,1.102138611,-0.005313889,1.096824722,-0.005313889,-0.000000000,-0.000145278,0.000591389
2015-11-17 23:00:00,1.057035833,-0.005362778,1.051673056,-0.005362778,-0.000000000,-0.000177222,0.000735833
2015-11-17 22:00:00,0.733561944,-0.005656667,0.727905278,-0.005656667,-0.000000000,-0.001081944,0.001081944
2015-11-17 21:00:00,0.830758611,-0.005876111,0.824882500,-0.005876111,-0.000000000,-0.001167500,0.001167500
2015-11-17 20:00:00,1.062747500,-0.006075833,1.056671667,-0.006075833,-0.000000000,-0.001079722,0.001079722
2015-11-17 19:00:00,1.043291944,-0.005941111,1.037350833,-0.005941111,-0.000000000,-0.001060556,0.001084444
2015-11-17 18:00:00,0.466022222,0.323391944,0.463495278,0.323391944,0.325918889,-0.001249722,0.001249722
2015-11-17 17:00:00,0.457910556,1.242738611,0.457910556,1.242738611,1.242738611,-0.001640833,0.001640833
2015-11-17 16:00:00,0.475846944,1.213515556,0.475846944,1.213515556,1.213515556,-0.001627778,0.001627778
2015-11-17 15:00:00,0.454300000,0.242601944,0.454300000,0.242601944,0.242601944,-0.001375000,0.001375000
2015-11-17 14:00:00,0.506015556,0.013175556,0.501934167,0.013175556,0.017256944,-0.001091667,0.001091667
2015-11-17 13:00:00,0.572763889,-0.005934444,0.566829444,-0.005934444,-0.000000000,-0.001128333,0.001128333
2015-11-17 12:00:00,0.600825556,-0.005958056,0.594867500,-0.005958056,-0.000000000,-0.001123333,0.001123333
2015-11-17 11:00:00,0.639726111,-0.006011389,0.633714722,-0.006011389,-0.000000000,-0.001153889,0.001155556
2015-11-17 10:00:00,0.721924167,-0.005452778,0.716471389,-0.005452778,-0.000000000,-0.000991944,0.000991944
2015-11-17 09:00:00,0.697507778,-0.005400833,0.692106944,-0.005400833,-0.000000000,-0.000992222,0.000992222
2015-11-17 08:00:00,0.762461111,-0.005537500,0.756923611,-0.005537500,-0.000000000,-0.001096944,0.001096944
2015-11-17 07:00:00,1.118351111,-0.005602500,1.112748611,-0.005602500,-0.000000000,-0.000551111,0.000851111
2015-11-17 06:00:00,0.897021389,-0.005048611,0.891972778,-0.005048611,-0.000000000,-0.000200000,0.000673056
2015-11-17 05:00:00,0.606454722,-0.005323056,0.601131667,-0.005323056,-0.000000000,-0.001141944,0.001141944
2015-11-17 04:00:00,0.639959167,-0.005372500,0.634586667,-0.005372500,-0.000000000,-0.001174722,0.001174722
2015-11-17 03:00:00,0.461979444,-0.005057500,0.456921944,-0.005057500,-0.000000000,-0.001015556,0.001015556
2015-11-17 02:00:00,0.508698333,-0.005050833,0.503647500,-0.005050833,-0.000000000,-0.000891667,0.000957500
2015-11-17 01:00:00,0.795350000,-0.005002500,0.790347500,-0.005002500,-0.000000000,-0.000220833,0.000604167
2015-11-17 00:00:00,0.913512222,-0.005256111,0.908256111,-0.005256111,-0.000000000,-0.000258056,0.000602222
2015-11-16 23:00:00,1.013203056,-0.005419722,1.007783333,-0.005419722,-0.000000000,-0.000316389,0.000813056
2015-11-16 22:00:00,0.710320000,-0.005595833,0.704724167,-0.005595833,-0.000000000,-0.001039722,0.001039722
2015-11-16 21:00:00,0.838324167,-0.005813333,0.832510833,-0.005813333,-0.000000000,-0.001158056,0.001158056
2015-11-16 20:00:00,0.934912222,-0.005789722,0.929122500,-0.005789722,-0.000000000,-0.001003056,0.001003056
2015-11-16 19:00:00,0.974858333,-0.005688056,0.969170278,-0.005688056,-0.000000000,-0.000741111,0.000768056
2015-11-16 18:00:00,0.665593056,-0.005427778,0.660165278,-0.005427778,-0.000000000,-0.000870000,0.000880833
2015-11-16 17:00:00,0.546605000,-0.005758611,0.540846389,-0.005758611,-0.000000000,-0.001115278,0.001115278
2015-11-16 16:00:00,0.512920833,0.009446111,0.511683056,0.009446111,0.010683889,-0.001067500,0.001067500
2015-11-16 15:00:00,0.522083056,0.055704167,0.522083056,0.055704167,0.055704167,-0.001144444,0.001144444
2015-11-16 14:00:00,0.506519722,0.285203611,0.506519722,0.285203611,0.285203611,-0.001466667,0.001466667
2015-11-16 13:00:00,0.450951944,1.632280833,0.450951944,1.632280833,1.632280833,-0.001662500,0.001662500
2015-11-16 12:00:00,0.456758056,1.478391667,0.456758056,1.478391667,1.478391667,-0.001660000,0.001660000
2015-11-16 11:00:00,0.514450000,0.787599722,0.514450000,0.787599722,0.787599722,-0.001596944,0.001596944
2015-11-16 10:00:00,0.762990556,0.239208333,0.762990556,0.239208333,0.239208333,-0.001267500,0.001267500
2015-11-16 09:00:00,0.458624167,0.158797778,0.458624167,0.158797778,0.158797778,-0.001483056,0.001483056
2015-11-16 08:00:00,0.761177778,-0.005390278,0.755494722,-0.005390278,0.000292778,-0.001090278,0.001090278
2015-11-16 07:00:00,1.033371111,-0.005392222,1.027978889,-0.005392222,-0.000000000,-0.000388056,0.000658611
2015-11-16 06:00:00,0.889939444,-0.004883889,0.885055556,-0.004883889,-0.000000000,0.000008611,0.000579722
2015-11-16 05:00:00,0.460967222,-0.005094722,0.455872500,-0.005094722,-0.000000000,-0.001002778,0.001002778
2015-11-16 04:00:00,0.462225278,-0.005122778,0.457102500,-0.005122778,-0.000000000,-0.001000556,0.001000556
2015-11-16 03:00:00,0.470088611,-0.005120556,0.464968056,-0.005120556,-0.000000000,-0.000998611,0.000998611
2015-11-16 02:00:00,0.518680833,-0.005133889,0.513546944,-0.005133889,-0.000000000,-0.000912222,0.000945833
2015-11-16 01:00:00,0.687575000,-0.005034167,0.682540833,-0.005034167,-0.000000000,-0.000448889,0.000702778
2015-11-16 00:00:00,0.960040833,-0.005323056,0.954717778,-0.005323056,-0.000000000,-0.000390278,0.000669444
2015-11-15 23:00:00,1.006995556,-0.005334444,1.001661111,-0.005334444,-0.000000000,-0.000173889,0.000610278
2015-11-15 22:00:00,0.544812222,-0.005406111,0.539406111,-0.005406111,-0.000000000,-0.000856111,0.000856111
2015-11-15 21:00:00,0.552760556,-0.005371389,0.547389167,-0.005371389,-0.000000000,-0.000872778,0.000872778
2015-11-15 20:00:00,0.535447778,-0.005388889,0.530058889,-0.005388889,-0.000000000,-0.000881944,0.000881944
2015-11-15 19:00:00,0.508429444,-0.005270000,0.503159444,-0.005270000,-0.000000000,-0.000891944,0.000891944
2015-11-15 18:00:00,0.491171389,0.115516944,0.489055000,0.115516944,0.117633333,-0.001095278,0.001095278
2015-11-15 17:00:00,0.488265556,0.249120278,0.488265556,0.249120278,0.249120278,-0.001331389,0.001331389
2015-11-15 16:00:00,0.471983333,1.155956944,0.471983333,1.155956944,1.155956944,-0.001562500,0.001562500
2015-11-15 15:00:00,0.507251111,2.015082500,0.507251111,2.015082500,2.015082500,-0.001594722,0.001594722
2015-11-15 14:00:00,0.693199444,2.058913333,0.693199444,2.058913333,2.058913333,-0.001555833,0.001570000
2015-11-15 13:00:00,0.684968889,1.943724444,0.684968889,1.943724444,1.943724444,-0.001825556,0.001825556
2015-11-15 12:00:00,0.669740000,1.674828889,0.669740000,1.674828889,1.674828889,-0.001684722,0.001684722
2015-11-15 11:00:00,0.689204722,1.184780833,0.689204722,1.184780833,1.184780833,-0.003089444,0.003089444
2015-11-15 10:00:00,0.984499167,0.504440278,0.984499167,0.504440278,0.504440278,-0.003131944,0.003131944
2015-11-15 09:00:00,0.625973333,0.050403056,0.624292778,0.050403056,0.052083611,-0.001467778,0.001467778
2015-11-15 08:00:00,0.693071389,-0.005741667,0.687329722,-0.005741667,-0.000000000,-0.001323889,0.001323889
2015-11-15 07:00:00,0.801425556,-0.004925000,0.796500556,-0.004925000,-0.000000000,-0.000091944,0.000524444
2015-11-15 06:00:00,0.904903889,-0.004925833,0.899978056,-0.004925833,-0.000000000,0.000062500,0.000567778
2015-11-15 05:00:00,0.592353889,-0.005098056,0.587255833,-0.005098056,-0.000000000,-0.000706389,0.000710833
2015-11-15 04:00:00,0.499619167,-0.005158889,0.494460278,-0.005158889,-0.000000000,-0.000941667,0.000941667
2015-11-15 03:00:00,0.481615000,-0.005163889,0.476451111,-0.005163889,-0.000000000,-0.000963889,0.000963889
2015-11-15 02:00:00,0.481281389,-0.005173611,0.476107778,-0.005173611,-0.000000000,-0.000969722,0.000977500
2015-11-15 01:00:00,1.059566944,-0.005565000,1.054001944,-0.005565000,-0.000000000,-0.000718333,0.000856667
2015-11-15 00:00:00,1.299582222,-0.005671667,1.293910556,-0.005671667,-0.000000000,-0.000342500,0.000646944
2015-11-14 23:00:00,1.140533056,-0.005720556,1.134812500,-0.005720556,-0.000000000,-0.000608611,0.000935278
2015-11-14 22:00:00,0.893453333,-0.005771111,0.887682222,-0.005771111,-0.000000000,-0.001087778,0.001087778
2015-11-14 21:00:00,0.813242778,-0.005587500,0.807655278,-0.005587500,-0.000000000,-0.000767500,0.000767500
2015-11-14 20:00:00,0.813113056,-0.005635000,0.807478056,-0.005635000,-0.000000000,-0.000935000,0.000948056
2015-11-14 19:00:00,0.746754444,-0.005405833,0.741348611,-0.005405833,-0.000000000,-0.000726667,0.000729444
2015-11-14 18:00:00,0.486015833,0.424610556,0.483703611,0.424610556,0.426922778,-0.001252500,0.001252500
2015-11-14 17:00:00,0.656198333,1.436726389,0.656198333,1.436726389,1.436726389,-0.001703333,0.001703333
2015-11-14 16:00:00,0.815839167,1.873252222,0.815839167,1.873252222,1.873252222,-0.001722500,0.001722500
2015-11-14 15:00:00,0.750655278,2.040718333,0.750655278,2.040718333,2.040718333,-0.001662778,0.001662778
2015-11-14 14:00:00,0.689633056,2.062991389,0.689633056,2.062991389,2.062991389,-0.001867500,0.001867500
2015-11-14 13:00:00,0.854044444,1.954896667,0.854044444,1.954896667,1.954896667,-0.001671667,0.001671667
2015-11-14 12:00:00,0.761342778,1.676370278,0.761342778,1.676370278,1.676370278,-0.001580278,0.001580278
2015-11-14 11:00:00,0.483616667,1.185413056,0.483616667,1.185413056,1.185413056,-0.001548611,0.001559722
2015-11-14 10:00:00,0.566266667,0.509120000,0.566266667,0.509120000,0.509120000,-0.001491111,0.001491111
2015-11-14 09:00:00,0.626437778,0.052573611,0.624706944,0.052573611,0.054304444,-0.001485833,0.001485833
2015-11-14 08:00:00,0.820022222,-0.006083056,0.813939167,-0.006083056,-0.000000000,-0.001495833,0.001495833
2015-11-14 07:00:00,0.917173333,-0.005229167,0.911944167,-0.005229167,-0.000000000,-0.000238333,0.000560000
2015-11-14 06:00:00,1.062681944,-0.005132500,1.057549444,-0.005132500,-0.000000000,0.000109444,0.000552222
2015-11-14 05:00:00,0.443732500,-0.005140833,0.438591667,-0.005140833,-0.000000000,-0.001005000,0.001005000
2015-11-14 04:00:00,0.468958889,-0.005173333,0.463785556,-0.005173333,-0.000000000,-0.000994167,0.000994167
2015-11-14 03:00:00,0.471471389,-0.005181111,0.466290278,-0.005181111,-0.000000000,-0.000990000,0.000990000
2015-11-14 02:00:00,0.538416111,-0.005131667,0.533284444,-0.005131667,-0.000000000,-0.000839444,0.000893333
2015-11-14 01:00:00,0.947346667,-0.005387222,0.941959444,-0.005387222,-0.000000000,-0.000431111,0.000699167
2015-11-14 00:00:00,0.977700278,-0.005436111,0.972264167,-0.005436111,-0.000000000,-0.000355556,0.000668889
2015-11-13 23:00:00,0.996944444,-0.005396667,0.991547778,-0.005396667,-0.000000000,-0.000231111,0.000727500
2015-11-13 22:00:00,0.761855278,-0.005657500,0.756197778,-0.005657500,-0.000000000,-0.001008333,0.001008333
2015-11-13 21:00:00,0.924844722,-0.005789444,0.919055278,-0.005789444,-0.000000000,-0.000935000,0.000935000
2015-11-13 20:00:00,0.902033611,-0.005785000,0.896248611,-0.005785000,-0.000000000,-0.000881111,0.000881111
2015-11-13 19:00:00,0.868896389,-0.005495278,0.863401111,-0.005495278,-0.000000000,-0.000656667,0.000720833
2015-11-13 18:00:00,0.501031944,0.418408333,0.498965000,0.418408333,0.420475278,-0.001206389,0.001208611
2015-11-13 17:00:00,0.458684444,1.433698611,0.458684444,1.433698611,1.433698611,-0.001645278,0.001645278
2015-11-13 16:00:00,0.464539167,1.877466389,0.464539167,1.877466389,1.877466389,-0.001653056,0.001653056
2015-11-13 15:00:00,0.458267222,2.122700000,0.458267222,2.122700000,2.122700000,-0.001673333,0.001673333
2015-11-13 14:00:00,0.455894722,2.132477222,0.455894722,2.132477222,2.132477222,-0.001682778,0.001682778
2015-11-13 13:00:00,0.465076667,2.002431111,0.465076667,2.002431111,2.002431111,-0.001654722,0.001654722
2015-11-13 12:00:00,0.482387222,1.735006389,0.482387222,1.735006389,1.735006389,-0.001646389,0.001646389
2015-11-13 11:00:00,0.925545278,1.229844167,0.925545278,1.229844167,1.229844167,-0.001325000,0.001326111
2015-11-13 10:00:00,1.174456389,0.575479722,1.174456389,0.575479722,0.575479722,-0.000943889,0.000997778
2015-11-13 09:00:00,0.588944444,0.063320000,0.588944444,0.063320000,0.063320000,-0.001321389,0.001321667
2015-11-13 08:00:00,0.810050000,-0.004808333,0.804283611,-0.004808333,0.000958056,-0.001213889,0.001213889
2015-11-13 07:00:00,1.106633333,-0.005614722,1.101018611,-0.005614722,-0.000000000,-0.000538611,0.000794167
2015-11-13 06:00:00,0.948786389,-0.005082222,0.943704167,-0.005082222,-0.000000000,-0.000084444,0.000641667
2015-11-13 05:00:00,0.696233333,-0.005522222,0.690711111,-0.005522222,-0.000000000,-0.001225000,0.001225000
2015-11-13 04:00:00,0.632186111,-0.005400556,0.626785556,-0.005400556,-0.000000000,-0.001118889,0.001118889
2015-11-13 03:00:00,0.469493056,-0.005088889,0.464404167,-0.005088889,-0.000000000,-0.000976944,0.000976944
2015-11-13 02:00:00,0.460853889,-0.005117222,0.455736667,-0.005117222,-0.000000000,-0.001000278,0.001000278
2015-11-13 01:00:00,0.846898056,-0.004992778,0.841905278,-0.004992778,-0.000000000,0.000027222,0.000452778
2015-11-13 00:00:00,1.078452500,-0.005463611,1.072988889,-0.005463611,-0.000000000,-0.000379722,0.000658333
2015-11-12 23:00:00,1.383005000,-0.005478889,1.377526111,-0.005478889,-0.000000000,0.000130833,0.000508611
2015-11-12 22:00:00,0.946151389,-0.005810278,0.940341111,-0.005810278,-0.000000000,-0.001015833,0.001015833
2015-11-12 21:00:00,1.045536667,-0.006027778,1.039508889,-0.006027778,-0.000000000,-0.001141944,0.001141944
2015-11-12 20:00:00,0.912559722,-0.005652500,0.906907222,-0.005652500,-0.000000000,-0.000850833,0.000855278
2015-11-12 19:00:00,0.663679722,-0.005352222,0.658327500,-0.005352222,-0.000000000,-0.000783611,0.000784167
2015-11-12 18:00:00,0.581076667,0.418509167,0.579132500,0.418509167,0.420453333,-0.001060833,0.001060833
2015-11-12 17:00:00,0.539661111,1.454422500,0.539661111,1.454422500,1.454422500,-0.001543333,0.001553889
2015-11-12 16:00:00,0.451580278,1.938281389,0.451580278,1.938281389,1.938281389,-0.001659722,0.001659722
2015-11-12 15:00:00,0.456087500,2.159143611,0.456087500,2.159143611,2.159143611,-0.001658056,0.001658056
2015-11-12 14:00:00,0.458419444,2.168242778,0.458419444,2.168242778,2.168242778,-0.001657778,0.001657778
2015-11-12 13:00:00,0.468167778,2.033389722,0.468167778,2.033389722,2.033389722,-0.001649167,0.001649167
2015-11-12 12:00:00,0.477949167,1.723458333,0.477949167,1.723458333,1.723458333,-0.001646389,0.001646389
2015-11-12 11:00:00,0.481346389,1.226434722,0.481346389,1.226434722,1.226434722,-0.001616944,0.001616944
2015-11-12 10:00:00,0.634795556,0.538421667,0.634795556,0.538421667,0.538421667,-0.001332500,0.001332500
2015-11-12 09:00:00,0.602288611,0.062860833,0.601000833,0.062860833,0.064148611,-0.001306667,0.001306667
2015-11-12 08:00:00,0.802057222,-0.005904722,0.796152500,-0.005904722,-0.000000000,-0.001161944,0.001163333
2015-11-12 07:00:00,1.110274444,-0.005718611,1.104555833,-0.005718611,-0.000000000,-0.000581667,0.000815556
2015-11-12 06:00:00,0.954023333,-0.005141667,0.948881667,-0.005141667,-0.000000000,-0.000129167,0.000675278
2015-11-12 05:00:00,0.606164444,-0.005433889,0.600730556,-0.005433889,-0.000000000,-0.001150833,0.001150833
2015-11-12 04:00:00,0.653041944,-0.005507222,0.647534722,-0.005507222,-0.000000000,-0.001181389,0.001181389
2015-11-12 03:00:00,0.518247500,-0.005205000,0.513042500,-0.005205000,-0.000000000,-0.001052778,0.001052778
2015-11-12 02:00:00,0.463539444,-0.005106111,0.458433333,-0.005106111,-0.000000000,-0.000979167,0.000985833
2015-11-12 01:00:00,1.008562222,-0.005224722,1.003337500,-0.005224722,-0.000000000,-0.000173611,0.000596111
2015-11-12 00:00:00,1.125365000,-0.005486667,1.119878333,-0.005486667,-0.000000000,-0.000415833,0.000698333
2015-11-11 23:00:00,1.206505000,-0.005511111,1.200993889,-0.005511111,-0.000000000,-0.000190000,0.000738333
2015-11-11 22:00:00,0.617272500,-0.005493889,0.611778611,-0.005493889,-0.000000000,-0.000969444,0.000969444
2015-11-11 21:00:00,0.666654167,-0.005569444,0.661084722,-0.005569444,-0.000000000,-0.001009167,0.001009167
2015-11-11 20:00:00,0.844500000,-0.005583889,0.838916111,-0.005583889,-0.000000000,-0.000751944,0.000765556
2015-11-11 19:00:00,0.672674444,-0.005385833,0.667288611,-0.005385833,-0.000000000,-0.000778333,0.000796667
2015-11-11 18:00:00,0.654581667,0.462969722,0.652910833,0.462969722,0.464640556,-0.001035833,0.001035833
2015-11-11 17:00:00,0.569826111,1.595272778,0.569826111,1.595272778,1.595272778,-0.001401389,0.001401389
2015-11-11 16:00:00,0.498577778,2.079138333,0.498577778,2.079138333,2.079138333,-0.001597222,0.001613333
2015-11-11 15:00:00,0.456321111,2.236007500,0.456321111,2.236007500,2.236007500,-0.001682778,0.001682778
2015-11-11 14:00:00,0.468781667,0.800114722,0.468781667,0.800114722,0.800114722,-0.001477778,0.001477778
2015-11-11 13:00:00,0.610010556,0.087656944,0.610010556,0.087656944,0.087656944,-0.000863889,0.000865833
2015-11-11 12:00:00,0.533880000,0.026370278,0.531829167,0.026370278,0.028421111,-0.001049167,0.001049722
2015-11-11 11:00:00,0.950261389,-0.006561111,0.943700278,-0.006561111,-0.000000000,-0.001407500,0.001408056
2015-11-11 10:00:00,0.832030000,-0.005863889,0.826166111,-0.005863889,-0.000000000,-0.000709167,0.000713056
2015-11-11 09:00:00,0.680578333,-0.005375000,0.675203333,-0.005375000,-0.000000000,-0.001050833,0.001086111
2015-11-11 08:00:00,0.609332500,-0.005476111,0.603856389,-0.005476111,-0.000000000,-0.001323611,0.001323611
2015-11-11 07:00:00,1.001578611,-0.005319444,0.996259167,-0.005319444,-0.000000000,-0.000283056,0.000591667
2015-11-11 06:00:00,0.933431667,-0.004858611,0.928573056,-0.004858611,-0.000000000,0.000130556,0.000558611
2015-11-11 05:00:00,0.514875833,-0.005108333,0.509767500,-0.005108333,-0.000000000,-0.001066111,0.001066111
2015-11-11 04:00:00,0.475350556,-0.005091667,0.470258889,-0.005091667,-0.000000000,-0.001003333,0.001003333
2015-11-11 03:00:00,0.449800000,-0.005038333,0.444761667,-0.005038333,-0.000000000,-0.000997778,0.000997778
2015-11-11 02:00:00,0.467967778,-0.005093333,0.462874444,-0.005093333,-0.000000000,-0.000991111,0.000991111
2015-11-11 01:00:00,0.857411111,-0.005104444,0.852306667,-0.005104444,-0.000000000,-0.000276944,0.000628611
2015-11-11 00:00:00,1.316138889,-0.005512778,1.310626111,-0.005512778,-0.000000000,-0.000185278,0.000721667
2015-11-10 23:00:00,1.077955556,-0.005805556,1.072150000,-0.005805556,-0.000000000,-0.000835833,0.000950833
2015-11-10 22:00:00,0.870109167,-0.005742222,0.864366944,-0.005742222,-0.000000000,-0.000934167,0.000934167
2015-11-10 21:00:00,0.838473889,-0.005650278,0.832823611,-0.005650278,-0.000000000,-0.000861667,0.000861667
2015-11-10 20:00:00,0.920148889,-0.005703611,0.914445278,-0.005703611,-0.000000000,-0.000852500,0.000854167
2015-11-10 19:00:00,0.787367778,-0.005411111,0.781956667,-0.005411111,-0.000000000,-0.000694167,0.000699722
2015-11-10 18:00:00,0.475012222,0.318559722,0.472733611,0.318559722,0.320838333,-0.001174167,0.001174167
