"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","Solar Micro [kW]","Solar Micro+ [kW]"
2015-11-15 16:00:00,0.775308889,1.220017500,-0.444708611,0.786912778,0.786912778,0.433104722,0.433104722
2015-11-15 15:00:00,1.323644444,1.335579722,-0.011935278,0.529358056,0.529358056,0.806221667,0.806221667
2015-11-15 14:00:00,1.274681111,1.232410000,0.042271111,0.136266389,0.136266389,1.096143611,1.096143611
2015-11-15 13:00:00,0.959797222,1.687592500,-0.727795278,0.367407778,0.367407778,1.320184722,1.320184722
2015-11-15 12:00:00,0.547315278,2.343897222,-1.796581944,0.914669167,0.914669167,1.429228056,1.429228056
2015-11-15 11:00:00,0.673331944,2.285299444,-1.611967500,0.934485278,0.934485278,1.350814167,1.350814167
2015-11-15 10:00:00,0.495877500,1.344814722,-0.848937222,0.265118611,0.265118611,1.079696111,1.079696111
2015-11-15 09:00:00,0.584406111,0.514729167,0.069160278,0.051269167,0.051785833,0.463460000,0.463460000
2015-11-15 08:00:00,0.643572778,-0.010252222,0.642796667,-0.004341944,-0.000000000,-0.005910278,0.000776111
2015-11-15 07:00:00,0.482603611,-0.013065833,0.482603611,-0.004289167,-0.000000000,-0.008776667,-0.000000000
2015-11-15 06:00:00,0.439315278,-0.013013611,0.439315278,-0.004236111,-0.000000000,-0.008777500,-0.000000000
2015-11-15 05:00:00,0.472682222,-0.013083056,0.472682222,-0.004306667,-0.000000000,-0.008776389,-0.000000000
2015-11-15 04:00:00,0.489414722,-0.013022778,0.489414722,-0.004280833,-0.000000000,-0.008741944,-0.000000000
2015-11-15 03:00:00,0.802708611,-0.013234722,0.802708611,-0.004397500,-0.000000000,-0.008837222,-0.000000000
2015-11-15 02:00:00,0.744093889,-0.013270278,0.744093889,-0.004361389,-0.000000000,-0.008908889,-0.000000000
2015-11-15 01:00:00,0.774906389,-0.013207500,0.774906389,-0.004318611,-0.000000000,-0.008888889,-0.000000000
2015-11-15 00:00:00,0.758739722,-0.013026389,0.758739722,-0.004210000,-0.000000000,-0.008816389,-0.000000000
2015-11-14 23:00:00,1.278078056,-0.015345556,1.278078056,-0.006006944,-0.000000000,-0.009338611,-0.000000000
2015-11-14 22:00:00,1.241576667,-0.015101944,1.241576667,-0.005874167,-0.000000000,-0.009227778,-0.000000000
2015-11-14 21:00:00,1.294013333,-0.015163056,1.294013333,-0.005932222,-0.000000000,-0.009230833,-0.000000000
2015-11-14 20:00:00,1.267615556,-0.014966944,1.267615556,-0.005858611,-0.000000000,-0.009108333,-0.000000000
2015-11-14 19:00:00,3.179898056,-0.015024722,3.179898056,-0.005919444,-0.000000000,-0.009105278,-0.000000000
2015-11-14 18:00:00,1.996321667,-0.002953889,1.990583333,-0.005414722,-0.000000000,0.002460833,0.005738333
2015-11-14 17:00:00,0.614683889,0.322041111,0.290141389,0.208296111,0.210797500,0.113745000,0.113745000
2015-11-14 16:00:00,0.833206111,1.533246111,-0.700040000,1.016666944,1.016666944,0.516579167,0.516579167
2015-11-14 15:00:00,0.586195833,1.342725278,-0.756529444,0.515169167,0.515169167,0.827556111,0.827556111
2015-11-14 14:00:00,0.685731111,1.243131944,-0.557400833,0.129928056,0.129928056,1.113203889,1.113203889
2015-11-14 13:00:00,0.711675278,1.697099167,-0.985423889,0.376963611,0.376963611,1.320135556,1.320135556
2015-11-14 12:00:00,0.766765000,2.332616944,-1.565851944,0.913828333,0.913828333,1.418788611,1.418788611
2015-11-14 11:00:00,0.635025000,2.310870556,-1.675845556,0.947173056,0.947173056,1.363697500,1.363697500
2015-11-14 10:00:00,0.614551667,1.360122500,-0.745570833,0.269566111,0.269566111,1.090556389,1.090556389
2015-11-14 09:00:00,0.678551667,0.529317500,0.148727778,0.051350000,0.051856389,0.477967500,0.477967500
2015-11-14 08:00:00,0.576262778,-0.009593333,0.575420278,-0.003989444,-0.000000000,-0.005603889,0.000842500
2015-11-14 07:00:00,0.481018056,-0.012592222,0.481018056,-0.003975833,-0.000000000,-0.008616389,-0.000000000
2015-11-14 06:00:00,0.424064722,-0.012666944,0.424064722,-0.004005556,-0.000000000,-0.008661389,-0.000000000
2015-11-14 05:00:00,0.577486111,-0.014965000,0.577486111,-0.005745556,-0.000000000,-0.009219444,-0.000000000
2015-11-14 04:00:00,0.562810833,-0.012824722,0.562810833,-0.004053333,-0.000000000,-0.008771389,-0.000000000
2015-11-14 03:00:00,0.481845833,-0.012742778,0.481845833,-0.003985556,-0.000000000,-0.008757222,-0.000000000
2015-11-14 02:00:00,0.455746111,-0.012712222,0.455746111,-0.003971111,-0.000000000,-0.008741111,-0.000000000
2015-11-14 01:00:00,0.478481944,-0.012615000,0.478481944,-0.003933056,-0.000000000,-0.008681944,-0.000000000
2015-11-14 00:00:00,0.441738056,-0.012350833,0.441738056,-0.003757222,-0.000000000,-0.008593611,-0.000000000
2015-11-13 23:00:00,1.373248889,-0.012560556,1.373248889,-0.003893056,-0.000000000,-0.008667500,-0.000000000
2015-11-13 22:00:00,1.815586667,-0.012021111,1.815586667,-0.003497500,-0.000000000,-0.008523611,-0.000000000
2015-11-13 21:00:00,1.804852778,-0.012077222,1.804852778,-0.003523333,-0.000000000,-0.008553889,-0.000000000
2015-11-13 20:00:00,1.963012222,-0.012337500,1.963012222,-0.003724722,-0.000000000,-0.008612778,-0.000000000
2015-11-13 19:00:00,4.150893611,-0.012792222,4.150893611,-0.004171389,-0.000000000,-0.008620833,-0.000000000
2015-11-13 18:00:00,3.560287222,-0.000789444,3.554154722,-0.004153333,-0.000000000,0.003363889,0.006132500
2015-11-13 17:00:00,1.388550278,0.324414722,1.062710000,0.210550000,0.211975556,0.113864722,0.113864722
2015-11-13 16:00:00,1.751685833,1.566248333,0.185437500,1.033565000,1.033565000,0.532683333,0.532683333
2015-11-13 15:00:00,0.754491667,1.144759444,-0.390267778,0.283415000,0.283415000,0.861344444,0.861344444
2015-11-13 14:00:00,0.690009444,1.201147500,-0.511138056,0.086225556,0.086225556,1.114921944,1.114921944
2015-11-13 13:00:00,0.645356944,1.594536667,-0.949179722,0.364148333,0.364148333,1.230388333,1.230388333
2015-11-13 12:00:00,0.786340556,2.156793056,-1.370452500,0.872355556,0.872355556,1.284437500,1.284437500
2015-11-13 11:00:00,0.666834444,1.625456389,-0.958621944,0.535293889,0.535293889,1.090162500,1.090162500
2015-11-13 10:00:00,0.562453333,0.947490833,-0.385037500,0.136543056,0.136543056,0.810947778,0.810947778
2015-11-13 09:00:00,0.753295833,0.252402500,0.497599167,0.007048611,0.010342778,0.245353889,0.245353889
2015-11-13 08:00:00,0.594306944,-0.008978889,0.593895000,-0.003921389,-0.000000000,-0.005057500,0.000411944
2015-11-13 07:00:00,0.545266944,-0.012436111,0.545266944,-0.003885833,-0.000000000,-0.008550278,-0.000000000
2015-11-13 06:00:00,0.397865278,-0.012364167,0.397865278,-0.003799444,-0.000000000,-0.008564722,-0.000000000
2015-11-13 05:00:00,0.349392778,-0.012415278,0.349392778,-0.003853333,-0.000000000,-0.008561944,-0.000000000
2015-11-13 04:00:00,0.494753056,-0.012596944,0.494753056,-0.003984722,-0.000000000,-0.008612222,-0.000000000
2015-11-13 03:00:00,0.564792500,-0.012600278,0.564792500,-0.003975278,-0.000000000,-0.008625000,-0.000000000
2015-11-13 02:00:00,0.906236944,-0.012755278,0.906236944,-0.004073056,-0.000000000,-0.008682222,-0.000000000
2015-11-13 01:00:00,0.968509444,-0.012808889,0.968509444,-0.004125833,-0.000000000,-0.008683056,-0.000000000
2015-11-13 00:00:00,0.777430833,-0.012556111,0.777430833,-0.003952222,-0.000000000,-0.008603889,-0.000000000
2015-11-12 23:00:00,1.354770556,-0.014734722,1.354770556,-0.005607778,-0.000000000,-0.009126944,-0.000000000
2015-11-12 22:00:00,1.262477778,-0.015780556,1.262477778,-0.006556389,-0.000000000,-0.009224167,-0.000000000
2015-11-12 21:00:00,0.644414444,-0.012991667,0.644414444,-0.004309167,-0.000000000,-0.008682500,-0.000000000
2015-11-12 20:00:00,0.421353611,-0.012840000,0.421353611,-0.004194444,-0.000000000,-0.008645556,-0.000000000
2015-11-12 19:00:00,0.491123056,-0.012773333,0.491123056,-0.004184167,-0.000000000,-0.008589167,-0.000000000
2015-11-12 18:00:00,0.509285278,-0.004233056,0.506173889,-0.004260278,-0.000000000,0.000027222,0.003111389
2015-11-12 17:00:00,0.474506944,0.202520000,0.267133889,0.104961389,0.109814444,0.097558611,0.097558611
2015-11-12 16:00:00,0.660443333,1.043584722,-0.383141389,0.536083333,0.536083333,0.507501389,0.507501389
2015-11-12 15:00:00,0.909281389,0.886992222,0.022289167,0.114707222,0.114707222,0.772285000,0.772285000
2015-11-12 14:00:00,0.806507500,1.039898333,-0.233390833,0.061776667,0.061776667,0.978121667,0.978121667
2015-11-12 13:00:00,0.834936944,1.392567222,-0.557630278,0.350313889,0.350313889,1.042253333,1.042253333
2015-11-12 12:00:00,0.937230833,1.844153056,-0.906922222,0.865609444,0.865609444,0.978543611,0.978543611
2015-11-12 11:00:00,0.685106944,1.275238333,-0.590131389,0.427835556,0.427835556,0.847402778,0.847402778
2015-11-12 10:00:00,0.436886667,0.723881944,-0.286995278,0.095306389,0.095306389,0.628575556,0.628575556
2015-11-12 09:00:00,0.517456667,0.304367500,0.209436389,-0.002220833,0.001431944,0.306588333,0.306588333
2015-11-12 08:00:00,0.622135278,-0.010342778,0.621902778,-0.004033889,-0.000000000,-0.006308889,0.000232500
2015-11-12 07:00:00,0.608276944,-0.012751667,0.608276944,-0.004073889,-0.000000000,-0.008677778,-0.000000000
2015-11-12 06:00:00,0.543112222,-0.012716389,0.543112222,-0.004033333,-0.000000000,-0.008683056,-0.000000000
2015-11-12 05:00:00,0.550051111,-0.012828889,0.550051111,-0.004103889,-0.000000000,-0.008725000,-0.000000000
2015-11-12 04:00:00,0.567693056,-0.014454722,0.567693056,-0.005320278,-0.000000000,-0.009134444,-0.000000000
2015-11-12 03:00:00,0.501680556,-0.016274167,0.501680556,-0.006728333,-0.000000000,-0.009545833,-0.000000000
2015-11-12 02:00:00,0.505660278,-0.016382222,0.505660278,-0.006826667,-0.000000000,-0.009555556,-0.000000000
2015-11-12 01:00:00,0.490422222,-0.014465556,0.490422222,-0.005379444,-0.000000000,-0.009086111,-0.000000000
2015-11-12 00:00:00,0.520043611,-0.012668611,0.520043611,-0.004022222,-0.000000000,-0.008646389,-0.000000000
2015-11-11 23:00:00,0.783806944,-0.013419444,0.783806944,-0.004449722,-0.000000000,-0.008969722,-0.000000000
2015-11-11 22:00:00,1.282978333,-0.013724167,1.282978333,-0.004705833,-0.000000000,-0.009018333,-0.000000000
2015-11-11 21:00:00,1.307090556,-0.013089722,1.307090556,-0.004242500,-0.000000000,-0.008847222,-0.000000000
2015-11-11 20:00:00,1.210156389,-0.012937500,1.210156389,-0.004109722,-0.000000000,-0.008827778,-0.000000000
2015-11-11 19:00:00,1.061739167,-0.012905278,1.061739167,-0.004174167,-0.000000000,-0.008731111,-0.000000000
2015-11-11 18:00:00,2.548508333,-0.003023056,2.544431667,-0.004221111,-0.000000000,0.001198056,0.004076667
2015-11-11 17:00:00,3.423084444,0.097039444,3.318017222,0.013168889,0.021196667,0.083870556,0.083870556
2015-11-11 16:00:00,1.378274167,0.485488056,0.892786111,0.075277500,0.075277500,0.410210556,0.410210556
2015-11-11 15:00:00,0.919807778,0.489953889,0.429707222,0.031638611,0.031785278,0.458315278,0.458315278
2015-11-11 14:00:00,0.948935000,0.475163056,0.472117778,0.016095833,0.017750000,0.459067222,0.459067222
2015-11-11 13:00:00,0.761430000,0.273880833,0.487475000,0.013181389,0.013255556,0.260699444,0.260699444
2015-11-11 12:00:00,0.725352222,0.083939722,0.641234722,0.011006667,0.011184444,0.072933056,0.072933056
2015-11-11 11:00:00,0.799283333,0.007258611,0.785357500,-0.006452222,0.000090833,0.013710833,0.013835000
2015-11-11 10:00:00,0.683490556,-0.012444444,0.683381111,-0.006425278,-0.000000000,-0.006019167,0.000109444
2015-11-11 09:00:00,0.810286667,-0.013189444,0.810286667,-0.004394444,-0.000000000,-0.008795000,-0.000000000
2015-11-11 08:00:00,0.565796667,-0.013061389,0.565796667,-0.004337222,-0.000000000,-0.008724167,-0.000000000
2015-11-11 07:00:00,0.473581389,-0.012997500,0.473581389,-0.004236944,-0.000000000,-0.008760556,-0.000000000
2015-11-11 06:00:00,0.325033056,-0.013121389,0.325033056,-0.004331111,-0.000000000,-0.008790278,-0.000000000
2015-11-11 05:00:00,0.326768333,-0.013283056,0.326768333,-0.004454167,-0.000000000,-0.008828889,-0.000000000
2015-11-11 04:00:00,0.356873056,-0.013347778,0.356873056,-0.004486944,-0.000000000,-0.008860833,-0.000000000
2015-11-11 03:00:00,0.551179444,-0.013335278,0.551179444,-0.004463611,-0.000000000,-0.008871667,-0.000000000
2015-11-11 02:00:00,0.572858056,-0.013373333,0.572858056,-0.004493333,-0.000000000,-0.008880000,-0.000000000
2015-11-11 01:00:00,0.626364444,-0.013229722,0.626364444,-0.004421667,-0.000000000,-0.008808056,-0.000000000
2015-11-11 00:00:00,0.773298333,-0.013914444,0.773298333,-0.004915278,-0.000000000,-0.008999167,-0.000000000
2015-11-10 23:00:00,1.215596667,-0.014663056,1.215596667,-0.005557778,-0.000000000,-0.009105278,-0.000000000
2015-11-10 22:00:00,1.401399167,-0.014327222,1.401399167,-0.005322222,-0.000000000,-0.009005000,-0.000000000
2015-11-10 21:00:00,1.214118333,-0.013595833,1.214118333,-0.004597222,-0.000000000,-0.008998611,-0.000000000
2015-11-10 20:00:00,1.630920278,-0.015000000,1.630920278,-0.005689722,-0.000000000,-0.009310278,-0.000000000
2015-11-10 19:00:00,1.074993333,-0.014919722,1.074993333,-0.005690000,-0.000000000,-0.009229722,-0.000000000
2015-11-10 18:00:00,0.983435278,-0.005308333,0.977263611,-0.007856667,-0.000000000,0.002548333,0.006171667
2015-11-10 17:00:00,0.898742778,0.294318889,0.603861111,0.191601389,0.192164167,0.102717500,0.102717500
2015-11-10 16:00:00,0.802839722,1.570298889,-0.767459167,1.061929444,1.061929444,0.508369444,0.508369444
2015-11-10 15:00:00,0.816659722,1.524993889,-0.708334167,0.704435278,0.704435278,0.820558611,0.820558611
2015-11-10 14:00:00,0.827367778,1.273641111,-0.446273333,0.144460278,0.144460278,1.129180833,1.129180833
2015-11-10 13:00:00,0.789705000,1.853651944,-1.063946944,0.477198889,0.477198889,1.376453056,1.376453056
2015-11-10 12:00:00,0.884755000,2.406798056,-1.522043056,0.942501389,0.942501389,1.464296667,1.464296667
2015-11-10 11:00:00,0.832109167,2.385368056,-1.553258889,1.001927778,1.001927778,1.383440278,1.383440278
2015-11-10 10:00:00,0.813619444,1.443847222,-0.630227778,0.305621944,0.305621944,1.138225278,1.138225278
2015-11-10 09:00:00,0.757185556,0.656386111,0.100799444,0.065561389,0.065561389,0.590824722,0.590824722
2015-11-10 08:00:00,0.697585000,-0.005552778,0.693155000,-0.003989444,0.000239722,-0.001563333,0.004190278
2015-11-10 07:00:00,0.661505556,-0.013038889,0.661505556,-0.004307222,-0.000000000,-0.008731667,-0.000000000
2015-11-10 06:00:00,0.364496667,-0.012891111,0.364496667,-0.004163056,-0.000000000,-0.008728056,-0.000000000
2015-11-10 05:00:00,0.338425833,-0.012816944,0.338425833,-0.004121389,-0.000000000,-0.008695556,-0.000000000
2015-11-10 04:00:00,0.344369444,-0.012892778,0.344369444,-0.004146944,-0.000000000,-0.008745833,-0.000000000
2015-11-10 03:00:00,0.376343333,-0.012888333,0.376343333,-0.004134722,-0.000000000,-0.008753611,-0.000000000
2015-11-10 02:00:00,0.363488333,-0.012653611,0.363488333,-0.003974167,-0.000000000,-0.008679444,-0.000000000
2015-11-10 01:00:00,0.715771944,-0.012498056,0.715771944,-0.003793889,-0.000000000,-0.008704167,-0.000000000
2015-11-10 00:00:00,0.816321111,-0.012399444,0.816321111,-0.003762222,-0.000000000,-0.008637222,-0.000000000
2015-11-09 23:00:00,1.419368611,-0.014465556,1.419368611,-0.005414444,-0.000000000,-0.009051111,-0.000000000
2015-11-09 22:00:00,1.923735278,-0.015660556,1.923735278,-0.006381667,-0.000000000,-0.009278889,-0.000000000
2015-11-09 21:00:00,1.958188611,-0.016051389,1.958188611,-0.006522500,-0.000000000,-0.009528889,-0.000000000
2015-11-09 20:00:00,1.716790556,-0.016531389,1.716790556,-0.006987500,-0.000000000,-0.009543889,-0.000000000
2015-11-09 19:00:00,1.284148333,-0.018540556,1.284148333,-0.008477500,-0.000000000,-0.010063056,-0.000000000
2015-11-09 18:00:00,1.133958889,0.039822500,1.086873333,0.015411111,0.019823889,0.024411389,0.027261667
2015-11-09 17:00:00,0.805504722,0.454281111,0.351223611,0.285632222,0.285632222,0.168648889,0.168648889
2015-11-09 16:00:00,0.634098056,1.220793056,-0.586695000,0.774990278,0.774990278,0.445802778,0.445802778
2015-11-09 15:00:00,0.572110000,1.520860000,-0.948750000,0.782323611,0.782323611,0.738536389,0.738536389
2015-11-09 14:00:00,0.614661667,1.535700833,-0.921039167,0.445352500,0.445352500,1.090348333,1.090348333
2015-11-09 13:00:00,0.519573333,2.027207222,-1.507633889,0.683747778,0.683747778,1.343459444,1.343459444
2015-11-09 12:00:00,0.581837778,2.506164722,-1.924326944,1.029537222,1.029537222,1.476627500,1.476627500
2015-11-09 11:00:00,0.616965833,2.579675000,-1.962709167,1.128880278,1.128880278,1.450794722,1.450794722
2015-11-09 10:00:00,0.647664167,1.548078056,-0.900413889,0.373656944,0.373656944,1.174421111,1.174421111
2015-11-09 09:00:00,0.766912222,0.697581111,0.069331111,0.081802222,0.081802222,0.615778889,0.615778889
2015-11-09 08:00:00,0.673232222,0.004044444,0.660025278,-0.002709722,0.001338333,0.006754167,0.011868611
2015-11-09 07:00:00,0.607947500,-0.013009444,0.607947500,-0.004293611,-0.000000000,-0.008715833,-0.000000000
2015-11-09 06:00:00,0.367638889,-0.013024722,0.367638889,-0.004248611,-0.000000000,-0.008776111,-0.000000000
2015-11-09 05:00:00,0.412332778,-0.013051389,0.412332778,-0.004252500,-0.000000000,-0.008798889,-0.000000000
2015-11-09 04:00:00,0.458867222,-0.013119444,0.458867222,-0.004285278,-0.000000000,-0.008834167,-0.000000000
2015-11-09 03:00:00,0.413842778,-0.013086111,0.413842778,-0.004253333,-0.000000000,-0.008832778,-0.000000000
2015-11-09 02:00:00,0.374465833,-0.013051389,0.374465833,-0.004240000,-0.000000000,-0.008811389,-0.000000000
2015-11-09 01:00:00,0.579924444,-0.013059722,0.579924444,-0.004254167,-0.000000000,-0.008805556,-0.000000000
2015-11-09 00:00:00,0.617541111,-0.013034167,0.617541111,-0.004236667,-0.000000000,-0.008797500,-0.000000000
2015-11-08 23:00:00,1.072681667,-0.013520833,1.072681667,-0.004509167,-0.000000000,-0.009011667,-0.000000000
2015-11-08 22:00:00,1.642003889,-0.013879167,1.642003889,-0.004774167,-0.000000000,-0.009105000,-0.000000000
2015-11-08 21:00:00,2.065870000,-0.012991944,2.065870000,-0.004085833,-0.000000000,-0.008906111,-0.000000000
2015-11-08 20:00:00,2.765763889,-0.012642500,2.765763889,-0.003918611,-0.000000000,-0.008723889,-0.000000000
2015-11-08 19:00:00,3.322699722,-0.012214167,3.322699722,-0.003616944,-0.000000000,-0.008597222,-0.000000000
2015-11-08 18:00:00,3.076201667,0.000913611,3.068968889,-0.004073333,-0.000000000,0.004986944,0.007232778
2015-11-08 17:00:00,0.764841944,0.303501111,0.458550833,0.198001667,0.200787778,0.105499444,0.105503333
2015-11-08 16:00:00,0.790446389,1.657314167,-0.866867778,1.119993333,1.119993333,0.537320833,0.537320833
2015-11-08 15:00:00,0.677266944,1.531825556,-0.854558611,0.659366389,0.659366389,0.872459167,0.872459167
2015-11-08 14:00:00,0.673056389,1.297481111,-0.624424722,0.128096667,0.128096667,1.169384444,1.169384444
2015-11-08 13:00:00,0.673927500,1.830926389,-1.156998889,0.448203611,0.448203611,1.382722778,1.382722778
2015-11-08 12:00:00,0.817928889,2.463144444,-1.645215556,0.970844167,0.970844167,1.492300278,1.492300278
2015-11-08 11:00:00,0.732414722,2.487582500,-1.755167778,1.052436944,1.052436944,1.435145556,1.435145556
2015-11-08 10:00:00,0.786508611,1.502930278,-0.716421667,0.322607500,0.322607500,1.180322778,1.180322778
2015-11-08 09:00:00,0.880441667,0.704556667,0.175885000,0.067144444,0.067144444,0.637412222,0.637412222
2015-11-08 08:00:00,0.874280556,0.010446389,0.854130278,-0.002564444,0.001480278,0.013010833,0.018670000
2015-11-08 07:00:00,0.848644167,-0.013083889,0.848644167,-0.004287500,-0.000000000,-0.008796389,-0.000000000
2015-11-08 06:00:00,0.692875000,-0.013017778,0.692875000,-0.004241389,-0.000000000,-0.008776389,-0.000000000
2015-11-08 05:00:00,0.776469167,-0.013033333,0.776469167,-0.004260000,-0.000000000,-0.008773333,-0.000000000
2015-11-08 04:00:00,0.790089167,-0.013035278,0.790089167,-0.004245278,-0.000000000,-0.008790000,-0.000000000
2015-11-08 03:00:00,0.766200833,-0.013014722,0.766200833,-0.004235833,-0.000000000,-0.008778889,-0.000000000
2015-11-08 02:00:00,0.743970000,-0.012983889,0.743970000,-0.004196389,-0.000000000,-0.008787500,-0.000000000
2015-11-08 01:00:00,0.663198889,-0.012890833,0.663198889,-0.004138333,-0.000000000,-0.008752500,-0.000000000
2015-11-08 00:00:00,0.690837500,-0.012706944,0.690837500,-0.004033889,-0.000000000,-0.008673056,-0.000000000
2015-11-07 23:00:00,0.732824444,-0.012593333,0.732824444,-0.003995278,-0.000000000,-0.008598056,-0.000000000
2015-11-07 22:00:00,0.627032500,-0.012411111,0.627032500,-0.003884167,-0.000000000,-0.008526944,-0.000000000
2015-11-07 21:00:00,0.647202500,-0.012402778,0.647202500,-0.003884167,-0.000000000,-0.008518611,-0.000000000
2015-11-07 20:00:00,0.626511111,-0.012417500,0.626511111,-0.003916944,-0.000000000,-0.008500556,-0.000000000
2015-11-07 19:00:00,0.682894444,-0.012280833,0.682894444,-0.003843889,-0.000000000,-0.008436944,-0.000000000
2015-11-07 18:00:00,0.620399444,0.001657500,0.612212778,-0.004584444,-0.000000000,0.006241944,0.008186667
2015-11-07 17:00:00,0.654342778,0.315678333,0.338385833,0.206751389,0.207030000,0.108926944,0.108926944
2015-11-07 16:00:00,0.713877222,1.721860000,-1.007982778,1.157585278,1.157585278,0.564274722,0.564274722
2015-11-07 15:00:00,0.832226944,1.644709167,-0.812482222,0.729487222,0.729487222,0.915221944,0.915221944
2015-11-07 14:00:00,0.712820000,1.352547778,-0.639727778,0.143010556,0.143010556,1.209537222,1.209537222
2015-11-07 13:00:00,0.689740278,1.950499167,-1.260758889,0.512197500,0.512197500,1.438301667,1.438301667
2015-11-07 12:00:00,0.677085833,2.556711944,-1.879626111,1.006363889,1.006363889,1.550348056,1.550348056
2015-11-07 11:00:00,0.799069444,2.573415000,-1.774345556,1.092954722,1.092954722,1.480460278,1.480460278
2015-11-07 10:00:00,0.778069167,1.576896944,-0.798827778,0.345615278,0.345615278,1.231281667,1.231281667
2015-11-07 09:00:00,0.588873056,0.748133056,-0.159260000,0.075243333,0.075243333,0.672889722,0.672889722
2015-11-07 08:00:00,0.689090278,0.022637778,0.657208611,-0.001098611,0.002778889,0.023736389,0.029102778
2015-11-07 07:00:00,0.628647778,-0.013356667,0.628647778,-0.004526667,-0.000000000,-0.008830000,-0.000000000
2015-11-07 06:00:00,0.555572222,-0.013260556,0.555572222,-0.004416667,-0.000000000,-0.008843889,-0.000000000
2015-11-07 05:00:00,0.537691111,-0.013321389,0.537691111,-0.004452222,-0.000000000,-0.008869167,-0.000000000
2015-11-07 04:00:00,0.745059444,-0.013265278,0.745059444,-0.004398611,-0.000000000,-0.008866667,-0.000000000
2015-11-07 03:00:00,1.008566667,-0.013368333,1.008566667,-0.004450278,-0.000000000,-0.008918056,-0.000000000
2015-11-07 02:00:00,0.919614722,-0.013030000,0.919614722,-0.004170278,-0.000000000,-0.008859722,-0.000000000
2015-11-07 01:00:00,0.653287222,-0.013275833,0.653287222,-0.004369444,-0.000000000,-0.008906389,-0.000000000
2015-11-07 00:00:00,0.852581667,-0.013158889,0.852581667,-0.004374722,-0.000000000,-0.008784167,-0.000000000
2015-11-06 23:00:00,1.433406667,-0.013832222,1.433406667,-0.004962222,-0.000000000,-0.008870000,-0.000000000
2015-11-06 22:00:00,1.469890833,-0.013641389,1.469890833,-0.004866667,-0.000000000,-0.008774722,-0.000000000
2015-11-06 21:00:00,1.605140556,-0.013247222,1.605140556,-0.004524722,-0.000000000,-0.008722500,-0.000000000
2015-11-06 20:00:00,1.739166389,-0.012904167,1.739166389,-0.004028889,-0.000000000,-0.008875278,-0.000000000
2015-11-06 19:00:00,1.458742222,-0.013294722,1.458742222,-0.004451111,-0.000000000,-0.008843611,-0.000000000
2015-11-06 18:00:00,0.961134167,0.039681667,0.917460556,0.018213611,0.020369167,0.021468056,0.023304444
2015-11-06 17:00:00,0.697319722,0.509398333,0.187921389,0.325553056,0.325553056,0.183845278,0.183845278
2015-11-06 16:00:00,0.737337500,1.822658889,-1.085321389,1.212687222,1.212687222,0.609971667,0.609971667
2015-11-06 15:00:00,0.935236667,1.610466944,-0.675230278,0.801721111,0.801721111,0.808745833,0.808745833
2015-11-06 14:00:00,0.897072500,1.423051389,-0.525978889,0.489618889,0.489618889,0.933432500,0.933432500
2015-11-06 13:00:00,0.807551944,1.900263333,-1.092711389,0.669320833,0.669320833,1.230942500,1.230942500
2015-11-06 12:00:00,0.662941944,1.284875556,-0.621933611,0.613867500,0.613867500,0.671008056,0.671008056
2015-11-06 11:00:00,0.863145556,1.209204722,-0.346059167,0.536420278,0.536420278,0.672784444,0.672784444
2015-11-06 10:00:00,0.914163889,0.322467778,0.591696111,0.148012500,0.148012500,0.174455278,0.174455278
2015-11-06 09:00:00,0.775842500,0.239898056,0.535944444,0.085135833,0.085135833,0.154762222,0.154762222
2015-11-06 08:00:00,0.760358611,0.045845833,0.704928889,0.014172222,0.018047222,0.031673611,0.037382500
2015-11-06 07:00:00,0.644666944,-0.013332500,0.644666944,-0.004520000,-0.000000000,-0.008812500,-0.000000000
2015-11-06 06:00:00,0.482031667,-0.013386111,0.482031667,-0.004511389,-0.000000000,-0.008874722,-0.000000000
2015-11-06 05:00:00,0.511208611,-0.013433333,0.511208611,-0.004496111,-0.000000000,-0.008937222,-0.000000000
2015-11-06 04:00:00,0.394763056,-0.013415556,0.394763056,-0.004468611,-0.000000000,-0.008946944,-0.000000000
2015-11-06 03:00:00,0.390723056,-0.013402222,0.390723056,-0.004463333,-0.000000000,-0.008938889,-0.000000000
2015-11-06 02:00:00,0.434545278,-0.013330833,0.434545278,-0.004417500,-0.000000000,-0.008913333,-0.000000000
2015-11-06 01:00:00,0.573488889,-0.013057500,0.573488889,-0.004171667,-0.000000000,-0.008885833,-0.000000000
2015-11-06 00:00:00,0.864241944,-0.012709167,0.864241944,-0.003947222,-0.000000000,-0.008761944,-0.000000000
2015-11-05 23:00:00,1.664656667,-0.015543056,1.664656667,-0.006066667,-0.000000000,-0.009476389,-0.000000000
2015-11-05 22:00:00,1.888222778,-0.015765278,1.888222778,-0.006211667,-0.000000000,-0.009553611,-0.000000000
2015-11-05 21:00:00,1.590990556,-0.016056667,1.590990556,-0.006151111,-0.000000000,-0.009905556,-0.000000000
2015-11-05 20:00:00,2.291584167,-0.015936944,2.291584167,-0.006131111,-0.000000000,-0.009805833,-0.000000000
2015-11-05 19:00:00,5.149153333,-0.015595833,5.149153333,-0.005959722,-0.000000000,-0.009636111,-0.000000000
2015-11-05 18:00:00,2.058789722,-0.006995278,2.052728889,-0.006718889,-0.000000000,-0.000276389,0.006060833
