"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","Solar Micro [kW]","Solar Micro+ [kW]"
2015-12-28 15:00:00,0.903244722,0.595321389,0.298515833,-0.009046667,0.000360833,0.604368056,0.604368056
2015-12-28 14:00:00,1.192739722,0.798600278,0.385000278,-0.008831389,0.000307778,0.807431667,0.807431667
2015-12-28 13:00:00,1.183508611,0.644961944,0.533496667,-0.001917222,0.003132778,0.646879167,0.646879167
2015-12-28 12:00:00,0.847997500,0.566899722,0.280675833,0.002601944,0.003023889,0.564297778,0.564297778
2015-12-28 11:00:00,0.970695833,0.401004444,0.559903056,-0.009747500,0.000040833,0.410751944,0.410751944
2015-12-28 10:00:00,0.672586111,0.166042778,0.501233333,-0.005310000,-0.000000000,0.171352778,0.171352778
2015-12-28 09:00:00,0.757555278,-0.008504722,0.757219444,-0.004225000,-0.000000000,-0.004279722,0.000335833
2015-12-28 08:00:00,0.671464167,-0.012912500,0.671464167,-0.004295000,-0.000000000,-0.008617500,-0.000000000
2015-12-28 07:00:00,0.660539167,-0.012954722,0.660539167,-0.004296111,-0.000000000,-0.008658611,-0.000000000
2015-12-28 06:00:00,0.516186389,-0.013005000,0.516186389,-0.004313611,-0.000000000,-0.008691389,-0.000000000
2015-12-28 05:00:00,0.525253056,-0.013028333,0.525253056,-0.004305278,-0.000000000,-0.008723056,-0.000000000
2015-12-28 04:00:00,0.566873889,-0.013026667,0.566873889,-0.004296667,-0.000000000,-0.008730000,-0.000000000
2015-12-28 03:00:00,0.626997500,-0.013134722,0.626997500,-0.004371111,-0.000000000,-0.008763611,-0.000000000
2015-12-28 02:00:00,1.088893333,-0.017481667,1.088893333,-0.007648889,-0.000000000,-0.009832778,-0.000000000
2015-12-28 01:00:00,1.142824722,-0.018081944,1.142824722,-0.008082778,-0.000000000,-0.009999167,-0.000000000
2015-12-28 00:00:00,1.075150556,-0.018452778,1.075150556,-0.008357500,-0.000000000,-0.010095278,-0.000000000
2015-12-27 23:00:00,1.235012778,-0.018140556,1.235012778,-0.008340000,-0.000000000,-0.009800556,-0.000000000
2015-12-27 22:00:00,1.187391111,-0.017738611,1.187391111,-0.008033056,-0.000000000,-0.009705556,-0.000000000
2015-12-27 21:00:00,1.556602222,-0.017967778,1.556602222,-0.008138611,-0.000000000,-0.009829167,-0.000000000
2015-12-27 20:00:00,1.496024167,-0.018053889,1.496024167,-0.008197222,-0.000000000,-0.009856667,-0.000000000
2015-12-27 19:00:00,1.209390556,-0.018528333,1.209390556,-0.008557500,-0.000000000,-0.009970833,-0.000000000
2015-12-27 18:00:00,1.257041389,-0.015835000,1.257041111,-0.008667222,-0.000000000,-0.007167778,0.000000278
2015-12-27 17:00:00,1.287808056,-0.007504167,1.285846944,-0.009034167,-0.000000000,0.001530000,0.001961111
2015-12-27 16:00:00,1.317624444,0.014665556,1.294283889,-0.008675000,-0.000000000,0.023340556,0.023340556
2015-12-27 15:00:00,1.533573889,0.250105833,1.273723333,-0.009744722,-0.000000000,0.259850556,0.259850556
2015-12-27 14:00:00,0.836437222,0.123080000,0.708725000,-0.004632222,-0.000000000,0.127712222,0.127712222
2015-12-27 13:00:00,0.704545833,-0.009983333,0.699424167,-0.007479722,0.000300556,-0.002503611,0.004821111
2015-12-27 12:00:00,0.783071667,-0.014096111,0.783039444,-0.004627500,0.000032222,-0.009468611,-0.000000000
2015-12-27 11:00:00,0.735725556,-0.020160833,0.735724444,-0.010526667,0.000001111,-0.009634167,-0.000000000
2015-12-27 10:00:00,0.914656667,-0.014063056,0.914656667,-0.004330556,-0.000000000,-0.009732500,-0.000000000
2015-12-27 09:00:00,0.859846389,-0.014756389,0.859846389,-0.004939444,-0.000000000,-0.009816944,-0.000000000
2015-12-27 08:00:00,0.716940556,-0.014704167,0.716940556,-0.004871111,-0.000000000,-0.009833056,-0.000000000
2015-12-27 07:00:00,0.592399167,-0.014137222,0.592399167,-0.004252222,-0.000000000,-0.009885000,-0.000000000
2015-12-27 06:00:00,0.490633611,-0.014102222,0.490633611,-0.004185000,-0.000000000,-0.009917222,-0.000000000
2015-12-27 05:00:00,0.476702778,-0.014082222,0.476702778,-0.004143333,-0.000000000,-0.009938889,-0.000000000
2015-12-27 04:00:00,0.505476667,-0.014130278,0.505476667,-0.004228889,-0.000000000,-0.009901389,-0.000000000
2015-12-27 03:00:00,0.638115000,-0.014868889,0.638115000,-0.004959444,-0.000000000,-0.009909444,-0.000000000
2015-12-27 02:00:00,0.848872778,-0.016493889,0.848872778,-0.006605833,-0.000000000,-0.009888056,-0.000000000
2015-12-27 01:00:00,0.916468333,-0.016324722,0.916468333,-0.006511389,-0.000000000,-0.009813333,-0.000000000
2015-12-27 00:00:00,0.963650000,-0.014949444,0.963650000,-0.005152778,-0.000000000,-0.009796667,-0.000000000
2015-12-26 23:00:00,1.049965556,-0.014594444,1.049965556,-0.004836944,-0.000000000,-0.009757500,-0.000000000
2015-12-26 22:00:00,1.202875278,-0.013236389,1.202875278,-0.004173333,-0.000000000,-0.009063056,-0.000000000
2015-12-26 21:00:00,1.539973889,-0.016342778,1.539973889,-0.006773889,-0.000000000,-0.009568889,-0.000000000
2015-12-26 20:00:00,2.397003611,-0.018192222,2.397003611,-0.008322222,-0.000000000,-0.009870000,-0.000000000
2015-12-26 19:00:00,1.670224444,-0.019125556,1.670224444,-0.009036389,-0.000000000,-0.010089167,-0.000000000
2015-12-26 18:00:00,2.695320556,-0.016012500,2.695320556,-0.006668056,-0.000000000,-0.009344444,-0.000000000
2015-12-26 17:00:00,1.155403889,-0.016256944,1.155403889,-0.006870278,-0.000000000,-0.009386667,-0.000000000
2015-12-26 16:00:00,1.178168056,-0.014005833,1.177553056,-0.006020833,-0.000000000,-0.007985000,0.000615000
2015-12-26 15:00:00,1.103138056,0.006096389,1.084549722,-0.012435000,-0.000000000,0.018531389,0.018588333
2015-12-26 14:00:00,1.048253889,0.006415278,1.029495556,-0.012343056,-0.000000000,0.018758333,0.018758333
2015-12-26 13:00:00,1.062870278,0.005332500,1.044604444,-0.012933333,-0.000000000,0.018265833,0.018265833
2015-12-26 12:00:00,1.088442500,0.004674444,1.073168333,-0.010599722,-0.000000000,0.015274167,0.015274167
2015-12-26 11:00:00,0.838682500,0.000156667,0.833080278,-0.005444167,-0.000000000,0.005600833,0.005602222
2015-12-26 10:00:00,0.872535000,-0.010551389,0.872506389,-0.004258056,-0.000000000,-0.006293333,0.000028611
2015-12-26 09:00:00,0.606279722,-0.012857778,0.606279722,-0.004191111,-0.000000000,-0.008666667,-0.000000000
2015-12-26 08:00:00,0.673768611,-0.012948611,0.673768611,-0.004253056,-0.000000000,-0.008695556,-0.000000000
2015-12-26 07:00:00,0.782937778,-0.013080000,0.782937778,-0.004321944,-0.000000000,-0.008758056,-0.000000000
2015-12-26 06:00:00,0.717388333,-0.013111111,0.717388333,-0.004328611,-0.000000000,-0.008782500,-0.000000000
2015-12-26 05:00:00,0.756543611,-0.013233056,0.756543611,-0.004415000,-0.000000000,-0.008818056,-0.000000000
2015-12-26 04:00:00,0.782850000,-0.013169167,0.782850000,-0.004349167,-0.000000000,-0.008820000,-0.000000000
2015-12-26 03:00:00,0.889708056,-0.013275000,0.889708056,-0.004415833,-0.000000000,-0.008859167,-0.000000000
2015-12-26 02:00:00,0.674451111,-0.013022222,0.674451111,-0.004235556,-0.000000000,-0.008786667,-0.000000000
2015-12-26 01:00:00,0.636663889,-0.012963333,0.636663889,-0.004217778,-0.000000000,-0.008745556,-0.000000000
2015-12-26 00:00:00,0.990129722,-0.014013611,0.990129722,-0.004929444,-0.000000000,-0.009084167,-0.000000000
2015-12-25 23:00:00,1.590103056,-0.015093333,1.590103056,-0.005748611,-0.000000000,-0.009344722,-0.000000000
2015-12-25 22:00:00,1.849310000,-0.016299167,1.849310000,-0.006661667,-0.000000000,-0.009637500,-0.000000000
2015-12-25 21:00:00,1.965650000,-0.015719444,1.965650000,-0.006256111,-0.000000000,-0.009463333,-0.000000000
2015-12-25 20:00:00,1.263572222,-0.014925000,1.263572222,-0.005703056,-0.000000000,-0.009221944,-0.000000000
2015-12-25 19:00:00,1.898481111,-0.015083056,1.898481111,-0.005856389,-0.000000000,-0.009226667,-0.000000000
2015-12-25 18:00:00,2.135972222,-0.011924722,2.135500833,-0.005702222,-0.000000000,-0.006222500,0.000471389
2015-12-25 17:00:00,3.691170278,0.109160556,3.578684722,0.034824167,0.038138056,0.074336389,0.074347500
2015-12-25 16:00:00,1.237756667,0.316918056,0.920838611,0.124493333,0.124493333,0.192424722,0.192424722
2015-12-25 15:00:00,2.213225833,0.536044444,1.677181389,0.222200556,0.222200556,0.313843889,0.313843889
2015-12-25 14:00:00,1.434891389,0.740250000,0.694641389,0.312967778,0.312967778,0.427282222,0.427282222
2015-12-25 13:00:00,1.186909722,0.726350556,0.460559167,0.319460833,0.319460833,0.406889722,0.406889722
2015-12-25 12:00:00,1.137151667,0.435763889,0.701387778,0.187433611,0.187433611,0.248330278,0.248330278
2015-12-25 11:00:00,1.238866944,0.265241667,0.973625278,0.099875556,0.099875556,0.165366111,0.165366111
2015-12-25 10:00:00,1.338613889,0.103679444,1.234919722,0.028657778,0.028672500,0.075021667,0.075021667
2015-12-25 09:00:00,1.300276667,0.000848889,1.290881111,-0.005532222,0.000076944,0.006381111,0.009318611
2015-12-25 08:00:00,0.831147778,-0.013816389,0.831147778,-0.004876389,-0.000000000,-0.008940000,-0.000000000
2015-12-25 07:00:00,0.769245278,-0.013411667,0.769245278,-0.004560000,-0.000000000,-0.008851667,-0.000000000
2015-12-25 06:00:00,0.674409444,-0.013419444,0.674409444,-0.004539167,-0.000000000,-0.008880278,-0.000000000
2015-12-25 05:00:00,0.513126111,-0.013368889,0.513126111,-0.004486667,-0.000000000,-0.008882222,-0.000000000
2015-12-25 04:00:00,0.478161111,-0.013315556,0.478161111,-0.004431389,-0.000000000,-0.008884167,-0.000000000
2015-12-25 03:00:00,0.518449722,-0.013298056,0.518449722,-0.004411667,-0.000000000,-0.008886389,-0.000000000
2015-12-25 02:00:00,0.560695833,-0.013305556,0.560695833,-0.004428056,-0.000000000,-0.008877500,-0.000000000
2015-12-25 01:00:00,0.745531667,-0.013253889,0.745531667,-0.004412778,-0.000000000,-0.008841111,-0.000000000
2015-12-25 00:00:00,0.970620278,-0.013293611,0.970620278,-0.004425000,-0.000000000,-0.008868611,-0.000000000
2015-12-24 23:00:00,1.071140000,-0.016463889,1.071140000,-0.006865000,-0.000000000,-0.009598889,-0.000000000
2015-12-24 22:00:00,1.558749722,-0.017145833,1.558749722,-0.007398056,-0.000000000,-0.009747778,-0.000000000
2015-12-24 21:00:00,1.271127222,-0.017399444,1.271127222,-0.007613056,-0.000000000,-0.009786389,-0.000000000
2015-12-24 20:00:00,1.661177500,-0.019255000,1.661177500,-0.008961944,-0.000000000,-0.010293056,-0.000000000
2015-12-24 19:00:00,1.457200556,-0.018594167,1.457200556,-0.008550556,-0.000000000,-0.010043611,-0.000000000
2015-12-24 18:00:00,1.404690000,-0.004615556,1.395735000,-0.008700833,0.000188056,0.004085278,0.008766944
2015-12-24 17:00:00,1.219039722,0.203850278,1.015189444,0.080687778,0.080687778,0.123162500,0.123162500
2015-12-24 16:00:00,0.895386389,0.343672222,0.551714167,0.146367222,0.146367222,0.197305000,0.197305000
2015-12-24 15:00:00,2.688565278,0.849152222,1.839413056,0.164651389,0.164651389,0.684500833,0.684500833
2015-12-24 14:00:00,2.680478056,1.263268889,1.417209167,0.214212500,0.214212500,1.049056389,1.049056389
2015-12-24 13:00:00,3.751840833,1.818346667,1.933494167,0.610954722,0.610954722,1.207391944,1.207391944
2015-12-24 12:00:00,1.417275833,1.895250278,-0.477974444,0.674919444,0.674919444,1.220330833,1.220330833
2015-12-24 11:00:00,0.990602222,1.378732778,-0.388130556,0.332847500,0.332847500,1.045885278,1.045885278
2015-12-24 10:00:00,0.738041389,0.494924167,0.242470000,0.042487222,0.043134444,0.452436944,0.452436944
2015-12-24 09:00:00,0.634987500,0.001221667,0.625427222,-0.005616389,-0.000000000,0.006838056,0.009560278
2015-12-24 08:00:00,0.520870556,-0.012633056,0.520870556,-0.004058056,-0.000000000,-0.008575000,-0.000000000
2015-12-24 07:00:00,0.555470833,-0.012845556,0.555470833,-0.004176667,-0.000000000,-0.008668889,-0.000000000
2015-12-24 06:00:00,0.510923056,-0.012724444,0.510923056,-0.004080556,-0.000000000,-0.008643889,-0.000000000
2015-12-24 05:00:00,0.526407500,-0.012729167,0.526407500,-0.004090556,-0.000000000,-0.008638611,-0.000000000
2015-12-24 04:00:00,0.559895278,-0.012827222,0.559895278,-0.004129167,-0.000000000,-0.008698056,-0.000000000
2015-12-24 03:00:00,0.547499444,-0.012756389,0.547499444,-0.004081944,-0.000000000,-0.008674444,-0.000000000
2015-12-24 02:00:00,0.714945833,-0.012826389,0.714945833,-0.004126944,-0.000000000,-0.008699444,-0.000000000
2015-12-24 01:00:00,0.533799444,-0.012691389,0.533799444,-0.004041111,-0.000000000,-0.008650278,-0.000000000
2015-12-24 00:00:00,0.510742222,-0.012618611,0.510742222,-0.004001389,-0.000000000,-0.008617222,-0.000000000
2015-12-23 23:00:00,0.812194167,-0.013562500,0.812194167,-0.004758056,-0.000000000,-0.008804444,-0.000000000
2015-12-23 22:00:00,1.234735000,-0.012829167,1.234735000,-0.004246111,-0.000000000,-0.008583056,-0.000000000
2015-12-23 21:00:00,1.481204722,-0.012838611,1.481204722,-0.004202500,-0.000000000,-0.008636111,-0.000000000
2015-12-23 20:00:00,1.277201389,-0.013623056,1.277201389,-0.004863611,-0.000000000,-0.008759444,-0.000000000
2015-12-23 19:00:00,0.886336389,-0.012752500,0.886336389,-0.004244444,-0.000000000,-0.008508056,-0.000000000
2015-12-23 18:00:00,0.838000000,-0.007344444,0.833184722,-0.006655556,0.000139167,-0.000688889,0.004676111
2015-12-23 17:00:00,0.778947222,0.058395556,0.719325556,0.009946667,0.011172778,0.048448889,0.048448889
2015-12-23 16:00:00,0.744204722,0.278065278,0.466139444,0.107346944,0.107346944,0.170718333,0.170718333
2015-12-23 15:00:00,0.843315000,0.722436667,0.120878333,0.168502778,0.168502778,0.553933889,0.553933889
2015-12-23 14:00:00,0.871878333,0.991550000,-0.119671667,0.176216111,0.176216111,0.815333889,0.815333889
2015-12-23 13:00:00,0.836850000,1.609833611,-0.772983611,0.431973889,0.431973889,1.177859722,1.177859722
2015-12-23 12:00:00,0.900931667,1.881637500,-0.980705833,0.692600000,0.692600000,1.189037500,1.189037500
2015-12-23 11:00:00,0.932623611,1.276494722,-0.343871111,0.382588333,0.382588333,0.893906389,0.893906389
2015-12-23 10:00:00,1.026919722,0.482105556,0.544814167,0.103566667,0.103566667,0.378538889,0.378538889
2015-12-23 09:00:00,1.126590556,0.019280278,1.098658333,-0.001198333,0.004049167,0.020478611,0.023883056
2015-12-23 08:00:00,1.617848056,-0.013696944,1.617848056,-0.004823889,-0.000000000,-0.008873056,-0.000000000
2015-12-23 07:00:00,1.412104167,-0.013433611,1.412104167,-0.004590000,-0.000000000,-0.008843611,-0.000000000
2015-12-23 06:00:00,0.421194722,-0.012721667,0.421194722,-0.004028889,-0.000000000,-0.008692778,-0.000000000
2015-12-23 05:00:00,0.393713056,-0.012773056,0.393713056,-0.004047778,-0.000000000,-0.008725278,-0.000000000
2015-12-23 04:00:00,0.387238611,-0.012786111,0.387238611,-0.004048056,-0.000000000,-0.008738056,-0.000000000
2015-12-23 03:00:00,0.549976389,-0.012988611,0.549976389,-0.004203611,-0.000000000,-0.008785000,-0.000000000
2015-12-23 02:00:00,0.617195278,-0.012970278,0.617195278,-0.004192778,-0.000000000,-0.008777500,-0.000000000
2015-12-23 01:00:00,0.661369722,-0.014036389,0.661369722,-0.005003056,-0.000000000,-0.009033333,-0.000000000
2015-12-23 00:00:00,0.828591111,-0.016097778,0.828591111,-0.006646944,-0.000000000,-0.009450833,-0.000000000
2015-12-22 23:00:00,0.933296667,-0.019338611,0.933296667,-0.009010278,-0.000000000,-0.010328333,-0.000000000
2015-12-22 22:00:00,1.463578889,-0.014924722,1.463578889,-0.005734167,-0.000000000,-0.009190556,-0.000000000
2015-12-22 21:00:00,2.212225278,-0.015156944,2.212225278,-0.005924444,-0.000000000,-0.009232500,-0.000000000
2015-12-22 20:00:00,1.934040556,-0.014795556,1.934040556,-0.005614722,-0.000000000,-0.009180833,-0.000000000
2015-12-22 19:00:00,1.683071667,-0.017376944,1.683071667,-0.007568889,-0.000000000,-0.009808056,-0.000000000
2015-12-22 18:00:00,2.881786111,-0.006994722,2.877694722,-0.006496667,-0.000000000,-0.000498056,0.004091389
2015-12-22 17:00:00,0.870262778,0.092461389,0.773395556,0.025722778,0.030128611,0.066738611,0.066738611
2015-12-22 16:00:00,0.871725278,0.284929167,0.586796111,0.117838056,0.117838056,0.167091111,0.167091111
2015-12-22 15:00:00,0.902416667,0.788351389,0.114065278,0.093993889,0.093993889,0.694357500,0.694357500
2015-12-22 14:00:00,1.044646667,1.074652500,-0.030005833,0.097080556,0.097080556,0.977571944,0.977571944
2015-12-22 13:00:00,1.043863333,1.290906944,-0.247043611,0.257958611,0.257958611,1.032948333,1.032948333
2015-12-22 12:00:00,0.592440556,1.250626667,-0.658186111,0.224445556,0.224445556,1.026181111,1.026181111
2015-12-22 11:00:00,0.604778889,0.889331944,-0.284895833,0.032158056,0.032500833,0.857173889,0.857173889
2015-12-22 10:00:00,0.685019722,0.420880833,0.257825000,-0.006161667,0.000152222,0.427042500,0.427042500
2015-12-22 09:00:00,0.665944167,0.001137222,0.657275556,-0.004149444,-0.000000000,0.005286667,0.008668611
2015-12-22 08:00:00,0.427306667,-0.012694722,0.427306667,-0.004083056,-0.000000000,-0.008611667,-0.000000000
2015-12-22 07:00:00,0.373533889,-0.012698889,0.373533889,-0.004058333,-0.000000000,-0.008640556,-0.000000000
2015-12-22 06:00:00,0.440380833,-0.012777778,0.440380833,-0.004083889,-0.000000000,-0.008693889,-0.000000000
2015-12-22 05:00:00,0.351979444,-0.012768333,0.351979444,-0.004066389,-0.000000000,-0.008701944,-0.000000000
2015-12-22 04:00:00,0.482709444,-0.013184167,0.482709444,-0.004371944,-0.000000000,-0.008812222,-0.000000000
