"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","AC [kW]"
2015-12-31 23:00:00,0.645582222,-0.003854722,0.645582222,-0.003854722,-0.000000000,0.000855000
2015-12-31 22:00:00,0.639704167,-0.003826944,0.639704167,-0.003826944,-0.000000000,0.000863056
2015-12-31 21:00:00,0.667476111,-0.003798889,0.667476111,-0.003798889,-0.000000000,0.000851111
2015-12-31 20:00:00,0.624736944,-0.003773611,0.624736944,-0.003773611,-0.000000000,0.000873056
2015-12-31 19:00:00,0.653273889,-0.003745278,0.653273889,-0.003745278,-0.000000000,0.000861389
2015-12-31 18:00:00,0.657043611,0.086413056,0.568447778,0.086413056,0.088595833,0.000810278
2015-12-31 17:00:00,0.732331111,1.239602500,-0.507271389,1.239602500,1.239602500,0.000804167
2015-12-31 16:00:00,0.772654167,2.018771944,-1.246117778,2.018771944,2.018771944,0.000905833
2015-12-31 15:00:00,0.572878056,2.496672500,-1.923794444,2.496672500,2.496672500,0.001051944
2015-12-31 14:00:00,0.675432222,2.688048889,-2.012616667,2.688048889,2.688048889,0.001017778
2015-12-31 13:00:00,0.625800556,2.669768611,-2.043968056,2.669768611,2.669768611,0.001042500
2015-12-31 12:00:00,0.630880278,1.587433056,-0.956552778,1.587433056,1.587433056,0.000861389
2015-12-31 11:00:00,0.634227500,1.291006111,-0.656778611,1.291006111,1.291006111,0.000815278
2015-12-31 10:00:00,0.667487778,1.092548611,-0.425060833,1.092548611,1.092548611,0.000749722
2015-12-31 09:00:00,0.669458056,0.134177500,0.533524444,0.134177500,0.135933611,0.000779444
2015-12-31 08:00:00,0.719203333,-0.003667222,0.719203333,-0.003667222,-0.000000000,0.000821667
2015-12-31 07:00:00,0.636391944,-0.003635833,0.636391944,-0.003635833,-0.000000000,0.000863333
2015-12-31 06:00:00,0.696964444,-0.003628056,0.696964444,-0.003628056,-0.000000000,0.000826667
2015-12-31 05:00:00,0.650703056,-0.003632222,0.650703056,-0.003632222,-0.000000000,0.000855556
2015-12-31 04:00:00,0.643110556,-0.003663889,0.643110556,-0.003663889,-0.000000000,0.000855000
2015-12-31 03:00:00,0.656107222,-0.003664444,0.656107222,-0.003664444,-0.000000000,0.000849722
2015-12-31 02:00:00,0.682132500,-0.003658611,0.682132500,-0.003658611,-0.000000000,0.000843333
2015-12-31 01:00:00,0.717665833,-0.003660556,0.717665833,-0.003660556,-0.000000000,0.000843611
2015-12-31 00:00:00,0.908752778,-0.003732222,0.908752778,-0.003732222,-0.000000000,0.000792778
2015-12-30 23:00:00,0.601116944,-0.003867500,0.601116944,-0.003867500,-0.000000000,0.000885556
2015-12-30 22:00:00,0.678932222,-0.003827778,0.678932222,-0.003827778,-0.000000000,0.000841389
2015-12-30 21:00:00,0.635683056,-0.003800833,0.635683056,-0.003800833,-0.000000000,0.000866111
2015-12-30 20:00:00,0.654098889,-0.003770833,0.654098889,-0.003770833,-0.000000000,0.000859167
2015-12-30 19:00:00,0.615111667,-0.003782778,0.615111667,-0.003782778,-0.000000000,0.000880278
2015-12-30 18:00:00,0.639184722,0.057093056,0.579713611,0.057093056,0.059471111,0.000815278
2015-12-30 17:00:00,0.614253611,0.804993333,-0.190739722,0.804993333,0.804993333,0.000777778
2015-12-30 16:00:00,0.576080833,2.129734722,-1.553653889,2.129734722,2.129734722,0.000991111
2015-12-30 15:00:00,0.550716667,2.629998333,-2.079281667,2.629998333,2.629998333,0.001078611
2015-12-30 14:00:00,0.689733611,2.736342778,-2.046609167,2.736342778,2.736342778,0.001017222
2015-12-30 13:00:00,0.612430556,2.746919167,-2.134488611,2.746919167,2.746919167,0.001058333
2015-12-30 12:00:00,0.655129444,2.265939167,-1.610809722,2.265939167,2.265939167,0.000952778
2015-12-30 11:00:00,0.624064444,1.556813889,-0.932749444,1.556813889,1.556813889,0.000849444
2015-12-30 10:00:00,0.712248889,0.706900833,0.005348056,0.706900833,0.706900833,0.000702500
2015-12-30 09:00:00,0.676606667,0.041054167,0.633293056,0.041054167,0.043313611,0.000798889
2015-12-30 08:00:00,0.878036111,-0.003629167,0.878036111,-0.003629167,-0.000000000,0.000797778
2015-12-30 07:00:00,0.759753611,-0.003660000,0.759753611,-0.003660000,-0.000000000,0.000825833
2015-12-30 06:00:00,0.661066944,-0.003666944,0.661066944,-0.003666944,-0.000000000,0.000853056
2015-12-30 05:00:00,0.693077222,-0.003686389,0.693077222,-0.003686389,-0.000000000,0.000831389
2015-12-30 04:00:00,0.633905556,-0.003717222,0.633905556,-0.003717222,-0.000000000,0.000866667
2015-12-30 03:00:00,0.666578889,-0.003706389,0.666578889,-0.003706389,-0.000000000,0.000848056
2015-12-30 02:00:00,0.638155278,-0.003679444,0.638155278,-0.003679444,-0.000000000,0.000863611
2015-12-30 01:00:00,0.722037778,-0.003699167,0.722037778,-0.003699167,-0.000000000,0.000818889
2015-12-30 00:00:00,0.649652222,-0.003784444,0.649652222,-0.003784444,-0.000000000,0.000858889
2015-12-29 23:00:00,0.670498889,-0.003841111,0.670498889,-0.003841111,-0.000000000,0.000849722
2015-12-29 22:00:00,0.605675278,-0.003848889,0.605675278,-0.003848889,-0.000000000,0.000883333
2015-12-29 21:00:00,0.647558333,-0.003826389,0.647558333,-0.003826389,-0.000000000,0.000853056
2015-12-29 20:00:00,0.675435556,-0.003806389,0.675435556,-0.003806389,-0.000000000,0.000845556
2015-12-29 19:00:00,0.605863611,-0.003806111,0.605863611,-0.003806111,-0.000000000,0.000887222
2015-12-29 18:00:00,0.627824167,0.090178611,0.535688611,0.090178611,0.092135556,0.000835000
2015-12-29 17:00:00,0.647485000,1.304608889,-0.657123889,1.304608889,1.304608889,0.000815556
2015-12-29 16:00:00,0.664505278,2.038058611,-1.373553333,2.038058611,2.038058611,0.000938889
2015-12-29 15:00:00,0.853294444,2.315265556,-1.461971111,2.315265556,2.315265556,0.000936389
2015-12-29 14:00:00,0.628879167,2.193874722,-1.564995556,2.193874722,2.193874722,0.000971111
2015-12-29 13:00:00,0.598802222,2.638182222,-2.039380000,2.638182222,2.638182222,0.001060556
2015-12-29 12:00:00,0.678518611,2.505523333,-1.827004722,2.505523333,2.505523333,0.000987222
