"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]"
2015-12-31 23:00:00,2.712933611,-0.004534167,2.717467778,-0.004534167
2015-12-31 22:00:00,2.514963611,-0.004568611,2.519532222,-0.004568611
2015-12-31 21:00:00,2.985288889,-0.004561667,2.989850556,-0.004561667
2015-12-31 20:00:00,2.748954167,-0.004547500,2.753501667,-0.004547500
2015-12-31 19:00:00,2.541200833,-0.004602222,2.545803056,-0.004602222
2015-12-31 18:00:00,2.687898611,0.031908056,2.655990556,0.031908056
2015-12-31 17:00:00,2.770961111,0.872310000,1.898651111,0.872310000
2015-12-31 16:00:00,2.240064722,2.146850833,0.093213889,2.146850833
2015-12-31 15:00:00,2.745049167,4.138690556,-1.393641389,4.138690556
2015-12-31 14:00:00,1.915660833,5.366853611,-3.451192778,5.366853611
2015-12-31 13:00:00,3.318476667,6.577988056,-3.259511389,6.577988056
2015-12-31 12:00:00,1.863694722,5.806471389,-3.942776667,5.806471389
2015-12-31 11:00:00,2.778376389,4.195706389,-1.417330000,4.195706389
2015-12-31 10:00:00,3.231362222,2.341493333,0.889868889,2.341493333
2015-12-31 09:00:00,1.679010278,0.087390000,1.591620278,0.087390000
2015-12-31 08:00:00,2.738881389,-0.004456944,2.743338333,-0.004456944
2015-12-31 07:00:00,2.710881667,-0.004408056,2.715289722,-0.004408056
2015-12-31 06:00:00,1.817536944,-0.004448889,1.821985833,-0.004448889
2015-12-31 05:00:00,2.225801944,-0.004448889,2.230250833,-0.004448889
2015-12-31 04:00:00,2.407833333,-0.004442778,2.412276111,-0.004442778
2015-12-31 03:00:00,2.308553611,-0.004490000,2.313043611,-0.004490000
2015-12-31 02:00:00,2.071489444,-0.004531667,2.076021111,-0.004531667
2015-12-31 01:00:00,1.748353333,-0.004598611,1.752951944,-0.004598611
2015-12-31 00:00:00,3.064394167,-0.004668056,3.069062222,-0.004668056
2015-12-30 23:00:00,3.974370000,-0.004565556,3.978935556,-0.004565556
2015-12-30 22:00:00,5.370089444,-0.004616667,5.374706111,-0.004616667
2015-12-30 21:00:00,5.309748889,-0.004690833,5.314439722,-0.004690833
2015-12-30 20:00:00,7.038708889,-0.004668889,7.043377778,-0.004668889
2015-12-30 19:00:00,7.352288889,-0.004636111,7.356925000,-0.004636111
2015-12-30 18:00:00,2.996502500,0.029576111,2.966926389,0.029576111
2015-12-30 17:00:00,3.090816389,0.865989444,2.224826944,0.865989444
2015-12-30 16:00:00,5.755275556,2.803685000,2.951590556,2.803685000
