"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]"
2015-12-31 23:00:00,0.889926389,-0.002689167,0.889926389,-0.002689167,-0.000000000
2015-12-31 22:00:00,0.993062500,-0.002369722,0.993062500,-0.002369722,-0.000000000
2015-12-31 21:00:00,0.859354444,-0.002763889,0.859354444,-0.002763889,-0.000000000
2015-12-31 20:00:00,1.059452778,-0.002930833,1.059452778,-0.002930833,-0.000000000
2015-12-31 19:00:00,2.124565556,-0.002836389,2.124565278,-0.002836389,0.000000278
2015-12-31 18:00:00,0.889654722,0.026395000,0.861580000,0.026395000,0.028074722
2015-12-31 17:00:00,0.838351389,0.198240556,0.640110833,0.198240556,0.198240556
2015-12-31 16:00:00,0.918095556,1.236755833,-0.318660278,1.236755833,1.236755833
2015-12-31 15:00:00,1.022457778,2.158991111,-1.136533333,2.158991111,2.158991111
2015-12-31 14:00:00,1.045765278,2.213438056,-1.167672778,2.213438056,2.213438056
2015-12-31 13:00:00,0.686789722,2.108008333,-1.421218611,2.108008333,2.108008333
2015-12-31 12:00:00,1.003929444,1.928157778,-0.924228333,1.928157778,1.928157778
2015-12-31 11:00:00,0.920208889,1.012525278,-0.092316389,1.012525278,1.012525278
2015-12-31 10:00:00,0.691627778,0.240593056,0.451034722,0.240593056,0.240593056
2015-12-31 09:00:00,0.895756667,0.002238056,0.891759722,0.002238056,0.003996944
2015-12-31 08:00:00,1.013086944,-0.001954722,1.013086944,-0.001954722,-0.000000000
2015-12-31 07:00:00,1.001055278,-0.001878611,1.001054722,-0.001878611,0.000000556
2015-12-31 06:00:00,0.657228889,-0.002489167,0.657228889,-0.002489167,-0.000000000
2015-12-31 05:00:00,0.487151667,-0.002896111,0.487151667,-0.002896111,-0.000000000
2015-12-31 04:00:00,0.475065556,-0.002914167,0.475065556,-0.002914167,-0.000000000
2015-12-31 03:00:00,0.486363333,-0.002988611,0.486363333,-0.002988611,-0.000000000
2015-12-31 02:00:00,0.941251944,-0.003082500,0.941251944,-0.003082500,-0.000000000
2015-12-31 01:00:00,2.803851111,-0.003141389,2.803851111,-0.003141389,-0.000000000
2015-12-31 00:00:00,0.716601944,-0.002951111,0.716601944,-0.002951111,-0.000000000
2015-12-30 23:00:00,1.012152778,-0.002383611,1.012152778,-0.002383611,-0.000000000
2015-12-30 22:00:00,0.965026111,-0.002532500,0.965026111,-0.002532500,-0.000000000
2015-12-30 21:00:00,0.986438333,-0.002732222,0.986438333,-0.002732222,-0.000000000
2015-12-30 20:00:00,1.406070556,-0.003001389,1.406070278,-0.003001389,0.000000278
2015-12-30 19:00:00,1.029251111,-0.002784444,1.029246944,-0.002784444,0.000004167
2015-12-30 18:00:00,0.753518056,0.029888333,0.722136111,0.029888333,0.031381944
2015-12-30 17:00:00,0.642398333,0.313128333,0.329270000,0.313128333,0.313128333
2015-12-30 16:00:00,0.674244444,1.182764722,-0.508520278,1.182764722,1.182764722
2015-12-30 15:00:00,0.980965556,2.161046667,-1.180081111,2.161046667,2.161046667
2015-12-30 14:00:00,1.180301111,2.601345556,-1.421044444,2.601345556,2.601345556
2015-12-30 13:00:00,1.219040833,2.178743333,-0.959702500,2.178743333,2.178743333
2015-12-30 12:00:00,1.088523333,1.700652222,-0.612128889,1.700652222,1.700652222
2015-12-30 11:00:00,0.843311944,0.978026667,-0.134714722,0.978026667,0.978026667
2015-12-30 10:00:00,0.943514444,0.338733056,0.604781389,0.338733056,0.338733056
2015-12-30 09:00:00,0.972278611,0.012345278,0.958723333,0.012345278,0.013555278
2015-12-30 08:00:00,0.928666389,-0.001953611,0.928666389,-0.001953611,-0.000000000
2015-12-30 07:00:00,0.836475278,-0.001985000,0.836475278,-0.001985000,-0.000000000
2015-12-30 06:00:00,0.463228611,-0.002888333,0.463228611,-0.002888333,-0.000000000
2015-12-30 05:00:00,0.483688333,-0.002871944,0.483688333,-0.002871944,-0.000000000
2015-12-30 04:00:00,0.449700000,-0.002912778,0.449700000,-0.002912778,-0.000000000
2015-12-30 03:00:00,0.488916111,-0.002885278,0.488916111,-0.002885278,-0.000000000
2015-12-30 02:00:00,0.702991111,-0.002717778,0.702991111,-0.002717778,-0.000000000
2015-12-30 01:00:00,0.994552500,-0.002319722,0.994552500,-0.002319722,-0.000000000
2015-12-30 00:00:00,1.056841389,-0.002521389,1.056841389,-0.002521389,-0.000000000
2015-12-29 23:00:00,1.176697778,-0.002399167,1.176694444,-0.002399167,0.000003333
2015-12-29 22:00:00,1.101614722,-0.002208333,1.101614722,-0.002208333,-0.000000000
2015-12-29 21:00:00,0.921234167,-0.002862778,0.921234167,-0.002862778,-0.000000000
2015-12-29 20:00:00,1.831296389,-0.002963611,1.831296389,-0.002963611,-0.000000000
2015-12-29 19:00:00,2.284882500,-0.002939722,2.284882222,-0.002939722,0.000000278
2015-12-29 18:00:00,2.148709444,0.012503056,2.134488333,0.012503056,0.014221111
2015-12-29 17:00:00,3.197434722,0.389303889,2.808130833,0.389303889,0.389303889
2015-12-29 16:00:00,1.294804722,1.250197778,0.044606944,1.250197778,1.250197778
2015-12-29 15:00:00,1.000181667,2.155290278,-1.155108611,2.155290278,2.155290278
2015-12-29 14:00:00,0.710111667,1.598197222,-0.888085556,1.598197222,1.598197222
2015-12-29 13:00:00,0.720766389,1.165824722,-0.445058333,1.165824722,1.165824722
2015-12-29 12:00:00,0.816511667,0.791915556,0.024596111,0.791915556,0.791915556
2015-12-29 11:00:00,0.728886111,0.532483056,0.196403056,0.532483056,0.532483056
2015-12-29 10:00:00,0.631439722,0.060374722,0.571065000,0.060374722,0.060374722
2015-12-29 09:00:00,0.772207500,0.000744722,0.769752500,0.000744722,0.002455000
2015-12-29 08:00:00,0.844245833,-0.002129167,0.844245833,-0.002129167,-0.000000000
2015-12-29 07:00:00,0.784220278,-0.002126944,0.784220278,-0.002126944,-0.000000000
2015-12-29 06:00:00,0.443550000,-0.002966944,0.443550000,-0.002966944,-0.000000000
2015-12-29 05:00:00,0.449997500,-0.002934167,0.449997500,-0.002934167,-0.000000000
2015-12-29 04:00:00,0.452469722,-0.002904722,0.452469722,-0.002904722,-0.000000000
2015-12-29 03:00:00,0.443324722,-0.002936667,0.443324722,-0.002936667,-0.000000000
2015-12-29 02:00:00,0.427202222,-0.002959167,0.427201944,-0.002959167,0.000000278
2015-12-29 01:00:00,0.457262500,-0.002934167,0.457262500,-0.002934167,-0.000000000
2015-12-29 00:00:00,0.535149722,-0.003058333,0.535149722,-0.003058333,-0.000000000
2015-12-28 23:00:00,0.916468056,-0.002586944,0.916468056,-0.002586944,-0.000000000
2015-12-28 22:00:00,0.941036389,-0.002401944,0.941036389,-0.002401944,-0.000000000
2015-12-28 21:00:00,0.821858056,-0.002538889,0.821856389,-0.002538889,0.000001667
2015-12-28 20:00:00,0.829007500,-0.002591389,0.829007500,-0.002591389,-0.000000000
