"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]","Solar+ [kW]","AC [kW]"
2015-12-31 23:00:00,1.300640278,-0.006951111,1.300640278,-0.006951111,-0.000000000,0.001793056
2015-12-31 22:00:00,1.532611389,-0.006995278,1.532611389,-0.006995278,-0.000000000,0.001926389
2015-12-31 21:00:00,1.377483333,-0.007083333,1.377483333,-0.007083333,-0.000000000,0.001732778
2015-12-31 20:00:00,1.367491389,-0.007073889,1.367491389,-0.007073889,-0.000000000,0.001722500
2015-12-31 19:00:00,1.672956111,-0.007153056,1.672956111,-0.007153056,-0.000000000,0.001875833
2015-12-31 18:00:00,1.222365556,0.036947222,1.183688056,0.036947222,0.038677500,0.001899444
2015-12-31 17:00:00,0.736368611,0.933997500,-0.197628889,0.933997500,0.933997500,0.000720556
2015-12-31 16:00:00,0.896399444,1.461902778,-0.565503333,1.461902778,1.461902778,0.000301944
2015-12-31 15:00:00,1.111519722,1.647640556,-0.536120833,1.647640556,1.647640556,0.000160833
2015-12-31 14:00:00,1.510858611,1.624331944,-0.113473333,1.624331944,1.624331944,0.000581667
2015-12-31 13:00:00,1.460813889,1.432622500,0.028191389,1.432622500,1.432622500,0.000593889
2015-12-31 12:00:00,1.425318056,0.864310833,0.561007222,0.864310833,0.864310833,0.001115000
2015-12-31 11:00:00,1.659983889,0.529477778,1.130506111,0.529477778,0.529477778,0.000971944
2015-12-31 10:00:00,0.748067778,0.129457222,0.618610556,0.129457222,0.129457222,0.000801944
2015-12-31 09:00:00,0.672361944,0.026022500,0.644010000,0.026022500,0.028351944,0.000743056
2015-12-31 08:00:00,0.719941667,-0.006846667,0.719941667,-0.006846667,-0.000000000,0.000723333
2015-12-31 07:00:00,0.497292500,-0.006735833,0.497292500,-0.006735833,-0.000000000,0.000613333
2015-12-31 06:00:00,0.530276667,-0.006735278,0.530276667,-0.006735278,-0.000000000,0.000818056
2015-12-31 05:00:00,0.514312778,-0.006711111,0.514312778,-0.006711111,-0.000000000,0.000874167
2015-12-31 04:00:00,0.612408889,-0.006785000,0.612408889,-0.006785000,-0.000000000,0.000945000
2015-12-31 03:00:00,0.631226667,-0.006797222,0.631226667,-0.006797222,-0.000000000,0.000888889
2015-12-31 02:00:00,0.666617500,-0.006909722,0.666617500,-0.006909722,-0.000000000,0.000825000
2015-12-31 01:00:00,0.792010556,-0.006767222,0.792010556,-0.006767222,-0.000000000,0.001390556
2015-12-31 00:00:00,1.194744444,-0.006851944,1.194744444,-0.006851944,-0.000000000,0.001925000
2015-12-30 23:00:00,1.251783611,-0.006917222,1.251783611,-0.006917222,-0.000000000,0.001898056
2015-12-30 22:00:00,1.339459722,-0.007011111,1.339459722,-0.007011111,-0.000000000,0.001838889
2015-12-30 21:00:00,1.389729444,-0.007016667,1.389729444,-0.007016667,-0.000000000,0.001861389
2015-12-30 20:00:00,1.615780278,-0.006964167,1.615780278,-0.006964167,-0.000000000,0.002295000
2015-12-30 19:00:00,1.416183333,-0.006912500,1.416183333,-0.006912500,-0.000000000,0.002191944
2015-12-30 18:00:00,0.995426389,0.027839444,0.965281667,0.027839444,0.030144722,0.001519167
2015-12-30 17:00:00,0.563009167,0.639601389,-0.076592222,0.639601389,0.639601389,0.000538889
2015-12-30 16:00:00,0.746575833,1.590136667,-0.843560833,1.590136667,1.590136667,0.000458611
2015-12-30 15:00:00,0.883878056,1.784192222,-0.900314167,1.784192222,1.784192222,0.000831667
