"Date & Time","use [kW]","gen [kW]","Solar [kW]","Solar+ [kW]","Grid [kW]"
2015-12-31 23:00,146.751225000,-0.020311111,-0.020311111,0.027852222,146.723372778
2015-12-31 22:00,143.915135000,-0.020573889,-0.020573889,0.028365556,143.886769444
2015-12-31 21:00,148.647988333,-0.020583333,-0.020583333,0.028214722,148.619773611
2015-12-31 20:00,143.585261944,-0.020218611,-0.020218611,0.028429167,143.556832778
2015-12-31 19:00,142.200353889,-0.020057778,-0.020057778,0.028418889,142.171935000
2015-12-31 18:00,110.839153056,0.353752500,0.353752500,0.406157778,110.432995278
2015-12-31 17:00,110.377325556,3.567213333,3.567213333,3.567213333,106.810112222
2015-12-31 16:00,94.634209167,7.392433056,7.392433056,7.392433056,87.241776111
2015-12-31 15:00,93.247755278,10.200095000,10.200095000,10.200095000,83.047660278
2015-12-31 14:00,98.867900833,11.097881111,11.097881111,11.097881111,87.770019722
2015-12-31 13:00,114.026404167,10.537737500,10.537737500,10.537737500,103.488666667
2015-12-31 12:00,123.461445833,7.916171389,7.916171389,7.916171389,115.545274444
2015-12-31 11:00,125.346258611,4.126176389,4.126176389,4.126176389,121.220082222
2015-12-31 10:00,133.567088333,2.676062500,2.676062500,2.676062500,130.891025833
2015-12-31 09:00,151.453756944,0.257727500,0.257727500,0.298857500,151.154899444
2015-12-31 08:00,153.766504722,-0.020112222,-0.020112222,0.028152778,153.738351944
2015-12-31 07:00,166.985375000,-0.020051667,-0.020051667,0.028187222,166.957187778
2015-12-31 06:00,159.934980556,-0.020013611,-0.020013611,0.028175556,159.906805000
2015-12-31 05:00,165.226429444,-0.019990833,-0.019990833,0.028082778,165.198346667
2015-12-31 04:00,158.739975833,-0.020084167,-0.020084167,0.028275000,158.711700833
2015-12-31 03:00,158.452406389,-0.019958056,-0.019958056,0.028295278,158.424111111
2015-12-31 02:00,154.239231389,-0.019768056,-0.019768056,0.028544167,154.210687222
2015-12-31 01:00,147.863221111,-0.019880556,-0.019880556,0.028379722,147.834841389
2015-12-31 00:00,150.820417500,-0.020188056,-0.020188056,0.028244444,150.792173056
2015-12-30 23:00,143.875245556,-0.019883056,-0.019883056,0.028216944,143.847028611
2015-12-30 22:00,150.764773056,-0.020695556,-0.020695556,0.027944167,150.736828889
2015-12-30 21:00,150.702420000,-0.019884167,-0.019884167,0.028390000,150.674030000
2015-12-30 20:00,135.339148889,-0.019682222,-0.019682222,0.028227778,135.310921111
2015-12-30 19:00,134.258529722,-0.019727778,-0.019727778,0.028123889,134.230405833
2015-12-30 18:00,120.470454167,0.255150278,0.255150278,0.299860833,120.170593333
2015-12-30 17:00,103.987912500,2.565177500,2.565177500,2.565177500,101.422735000
2015-12-30 16:00,89.255562778,8.088632778,8.088632778,8.088632778,81.166930000
2015-12-30 15:00,94.678927778,10.034383056,10.034383056,10.034383056,84.644544722
2015-12-30 14:00,95.588347778,11.387153056,11.387153056,11.387153056,84.201194722
2015-12-30 13:00,116.850774722,10.654149444,10.654149444,10.654149444,106.196625278
2015-12-30 12:00,119.801586667,7.707642222,7.707642222,7.707642222,112.093944444
2015-12-30 11:00,123.832331944,6.670855556,6.670855556,6.670855556,117.161476389
2015-12-30 10:00,160.606383611,2.154953611,2.154953611,2.154953611,158.451430000
2015-12-30 09:00,163.167580833,0.085028889,0.085028889,0.141386111,163.026194722
2015-12-30 08:00,172.854773611,-0.019721389,-0.019721389,0.028367778,172.826405833
2015-12-30 07:00,179.910597500,-0.019708889,-0.019708889,0.028304444,179.882293056
2015-12-30 06:00,176.868420556,-0.019631111,-0.019631111,0.028458333,176.839962222
2015-12-30 05:00,163.945988056,-0.019541944,-0.019541944,0.028720278,163.917267778
2015-12-30 04:00,174.707727778,-0.019610833,-0.019610833,0.028485556,174.679242222
2015-12-30 03:00,165.235843333,-0.019579167,-0.019579167,0.028627500,165.207215833
2015-12-30 02:00,160.931449444,-0.019233056,-0.019233056,0.028555278,160.902894167
2015-12-30 01:00,166.262658889,-0.020000556,-0.020000556,0.028663333,166.233995556
2015-12-30 00:00,168.231157778,-0.019936111,-0.019936111,0.028409444,168.202748333
2015-12-29 23:00,170.259718611,-0.020478333,-0.020478333,0.027803889,170.231914722
2015-12-29 22:00,163.873790000,-0.020681944,-0.020681944,0.027888056,163.845901944
2015-12-29 21:00,132.158306389,-0.020393333,-0.020393333,0.027804444,132.130501944
2015-12-29 20:00,140.114778333,-0.020213889,-0.020213889,0.027554722,140.087223611
2015-12-29 19:00,134.822475556,-0.019927778,-0.019927778,0.027765556,134.794710000
2015-12-29 18:00,124.038514722,0.326250000,0.326250000,0.375772222,123.662742500
2015-12-29 17:00,101.761163889,3.536612500,3.536612500,3.536612500,98.224551389
2015-12-29 16:00,87.432314444,6.506536111,6.506536111,6.506536111,80.925778333
2015-12-29 15:00,81.324420000,7.583380278,7.583380278,7.583380278,73.741039722
2015-12-29 14:00,92.024482500,9.694711111,9.694711111,9.694711111,82.329771389
2015-12-29 13:00,118.833735556,9.818748333,9.818748333,9.818748333,109.014987222
2015-12-29 12:00,112.073288056,7.980572222,7.980572222,7.980572222,104.092715833
2015-12-29 11:00,133.872142500,6.214085278,6.214085278,6.214085278,127.658057222
2015-12-29 10:00,141.242113889,2.630619167,2.630619167,2.630619167,138.611494722
2015-12-29 09:00,155.991189722,0.299166111,0.299166111,0.328772778,155.662416944
