"Date & Time","use [kW]","gen [kW]","Solar [kW]","Solar+ [kW]","Grid [kW]"
2015-12-29 08:00,178.190138333,-0.020448611,-0.020448611,0.027604167,178.162534167
2015-12-29 07:00,180.765406389,-0.020525278,-0.020525278,0.027643056,180.737763333
2015-12-29 06:00,166.556954722,-0.020205000,-0.020205000,0.027920556,166.529034167
2015-12-29 05:00,174.342935833,-0.020434722,-0.020434722,0.027946389,174.314989444
2015-12-29 04:00,177.052775556,-0.020266389,-0.020266389,0.028081944,177.024693611
2015-12-29 03:00,178.158727778,-0.020531389,-0.020531389,0.028100278,178.130627500
2015-12-29 02:00,180.861160556,-0.020538333,-0.020538333,0.028090833,180.833069722
2015-12-29 01:00,164.315856944,-0.020465000,-0.020465000,0.028151111,164.287705833
2015-12-29 00:00,152.631453333,-0.020186389,-0.020186389,0.028101667,152.603351667
2015-12-28 23:00,150.896462222,-0.020243611,-0.020243611,0.028068056,150.868394167
2015-12-28 22:00,149.974117500,-0.020024444,-0.020024444,0.028517778,149.945599722
2015-12-28 21:00,142.699597778,-0.019970000,-0.019970000,0.028587500,142.671010278
2015-12-28 20:00,136.464471111,-0.019700000,-0.019700000,0.028534722,136.435936389
2015-12-28 19:00,134.113891111,-0.019676667,-0.019676667,0.028213611,134.085677500
2015-12-28 18:00,112.650477778,0.063572222,0.063572222,0.131271389,112.519206389
2015-12-28 17:00,96.346887222,2.985124722,2.985124722,2.985124722,93.361762500
2015-12-28 16:00,94.781260000,5.188469722,5.188469722,5.188469722,89.592790278
2015-12-28 15:00,95.827575833,8.313546944,8.313546944,8.313546944,87.514028889
2015-12-28 14:00,93.728941389,10.082249722,10.082249722,10.082249722,83.646691667
2015-12-28 13:00,102.399400833,8.901400000,8.901400000,8.901400000,93.498000833
2015-12-28 12:00,114.586986667,6.480395833,6.480395833,6.480395833,108.106590833
2015-12-28 11:00,134.868648056,4.057868333,4.057868333,4.057868333,130.810779722
2015-12-28 10:00,155.975620833,1.518706389,1.518706389,1.518706389,154.456914444
2015-12-28 09:00,163.165933889,0.120232500,0.120232500,0.163798056,163.002135833
2015-12-28 08:00,177.953904444,-0.019898611,-0.019898611,0.028363333,177.925541111
2015-12-28 07:00,182.980017500,-0.019774444,-0.019774444,0.028207500,182.951810000
2015-12-28 06:00,181.990573333,-0.020001389,-0.020001389,0.027972222,181.962601111
2015-12-28 05:00,179.831620556,-0.020076944,-0.020076944,0.028172222,179.803448333
2015-12-28 04:00,185.671667778,-0.020244722,-0.020244722,0.028048889,185.643618889
2015-12-28 03:00,172.580777500,-0.020079722,-0.020079722,0.028217778,172.552559722
2015-12-28 02:00,177.957402500,-0.019850278,-0.019850278,0.028015278,177.929387222
2015-12-28 01:00,164.955015000,-0.019620556,-0.019620556,0.028582222,164.926432778
2015-12-28 00:00,169.059835556,-0.019837500,-0.019837500,0.028253333,169.031582222
2015-12-27 23:00,162.404643333,-0.019973056,-0.019973056,0.028104722,162.376538611
2015-12-27 22:00,179.470880833,-0.020507222,-0.020507222,0.027209167,179.443671667
2015-12-27 21:00,169.589397222,-0.020062500,-0.020062500,0.027834444,169.561562778
2015-12-27 20:00,143.638978611,-0.019296389,-0.019296389,0.028408056,143.610570556
2015-12-27 19:00,143.273634722,-0.019450278,-0.019450278,0.028219444,143.245415278
2015-12-27 18:00,113.344035000,0.491621667,0.491621667,0.522537500,112.821497500
2015-12-27 17:00,97.211512500,3.003913611,3.003913611,3.003913611,94.207598889
2015-12-27 16:00,85.115896667,5.117375556,5.117375556,5.117375556,79.998521111
2015-12-27 15:00,85.634825833,6.188442500,6.188442500,6.188442500,79.446383333
2015-12-27 14:00,91.327568333,4.943901944,4.943901944,4.943901944,86.383666389
2015-12-27 13:00,113.797910278,2.744716667,2.744716667,2.744716667,111.053193611
2015-12-27 12:00,115.143586111,1.677882222,1.677882222,1.677882222,113.465703889
2015-12-27 11:00,146.334141389,0.876434722,0.876434722,0.876434722,145.457706667
2015-12-27 10:00,154.169790833,0.283060000,0.283060000,0.325866111,153.843924722
2015-12-27 09:00,168.942956944,-0.005760000,-0.005760000,0.061040278,168.881916667
2015-12-27 08:00,178.590884722,-0.020042500,-0.020042500,0.028096389,178.562788333
2015-12-27 07:00,189.536417500,-0.019962500,-0.019962500,0.028121111,189.508296389
2015-12-27 06:00,174.734610833,-0.019743333,-0.019743333,0.028380000,174.706230833
2015-12-27 05:00,178.798849722,-0.019977222,-0.019977222,0.028357500,178.770492222
2015-12-27 04:00,173.215646111,-0.019583889,-0.019583889,0.028568333,173.187077778
2015-12-27 03:00,178.530506389,-0.019771667,-0.019771667,0.028354722,178.502151667
2015-12-27 02:00,167.032061944,-0.019490556,-0.019490556,0.028711389,167.003350556
2015-12-27 01:00,173.340036667,-0.019832500,-0.019832500,0.028283611,173.311753056
2015-12-27 00:00,180.096170278,-0.020137500,-0.020137500,0.027913056,180.068257222
2015-12-26 23:00,166.505871111,-0.020408611,-0.020408611,0.027664167,166.478206944
2015-12-26 22:00,154.262464722,-0.020094722,-0.020094722,0.028076944,154.234387778
2015-12-26 21:00,147.250129167,-0.020009167,-0.020009167,0.027954444,147.222174722
2015-12-26 20:00,135.485732778,-0.019385833,-0.019385833,0.028213333,135.457519444
2015-12-26 19:00,122.247750000,-0.019017500,-0.019017500,0.028704167,122.219045833
2015-12-26 18:00,107.678857222,0.078739444,0.078739444,0.116157778,107.562699444
2015-12-26 17:00,110.886429167,0.114699444,0.114699444,0.171361111,110.715068056
2015-12-26 16:00,94.390155278,0.355752778,0.355752778,0.367500278,94.022655000
2015-12-26 15:00,104.808201389,0.500045278,0.500045278,0.500055556,104.308145833
2015-12-26 14:00,109.835143056,0.412911111,0.412911111,0.427853889,109.407289167
2015-12-26 13:00,130.036874167,0.293955556,0.293955556,0.329069722,129.707804444
2015-12-26 12:00,131.309602222,0.129488889,0.129488889,0.198303611,131.111298611
2015-12-26 11:00,142.196020556,0.091480833,0.091480833,0.174540833,142.021479722
2015-12-26 10:00,149.753349167,0.011381667,0.011381667,0.119283333,149.634065833
2015-12-26 09:00,149.668826944,-0.023162500,-0.023162500,0.040870000,149.627956944
2015-12-26 08:00,153.609513333,-0.019469444,-0.019469444,0.028628611,153.580884722
2015-12-26 07:00,178.160371389,-0.019324722,-0.019324722,0.028554722,178.131816667
2015-12-26 06:00,167.479108333,-0.019674722,-0.019674722,0.028213889,167.450894444
2015-12-26 05:00,193.919865278,-0.019813611,-0.019813611,0.027911667,193.891953611
2015-12-26 04:00,189.456716667,-0.019891389,-0.019891389,0.028055000,189.428661667
2015-12-26 03:00,192.069451111,-0.019954444,-0.019954444,0.028000556,192.041450556
2015-12-26 02:00,187.876069167,-0.019610000,-0.019610000,0.028182778,187.847886389
2015-12-26 01:00,196.192257222,-0.019434167,-0.019434167,0.028119444,196.164137778
2015-12-26 00:00,177.255227222,-0.019222778,-0.019222778,0.028386944,177.226840278
2015-12-25 23:00,164.563753333,-0.019088333,-0.019088333,0.028459167,164.535294167
2015-12-25 22:00,146.115830278,-0.018291667,-0.018291667,0.029086111,146.086744167
2015-12-25 21:00,134.098976111,-0.018432778,-0.018432778,0.028793889,134.070182222
2015-12-25 20:00,145.667337778,-0.018818056,-0.018818056,0.028598611,145.638739167
2015-12-25 19:00,113.296298611,-0.018634444,-0.018634444,0.028724722,113.267573889
2015-12-25 18:00,111.160949167,-0.020433333,-0.020433333,0.031873333,111.129075833
2015-12-25 17:00,114.298221667,0.018763333,0.018763333,0.123513611,114.174708056
2015-12-25 16:00,110.636169444,0.288187778,0.288187778,0.318052222,110.318117222
2015-12-25 15:00,96.712169444,1.034981667,1.034981667,1.034981667,95.677187778
2015-12-25 14:00,107.278180833,1.496452222,1.496452222,1.496452222,105.781728611
2015-12-25 13:00,116.695535000,1.609456111,1.609456111,1.609456111,115.086078889
2015-12-25 12:00,114.426715833,1.819439444,1.819439444,1.819439444,112.607276389
2015-12-25 11:00,132.942180278,1.055233333,1.055233333,1.055233333,131.886946944
2015-12-25 10:00,121.530556389,0.757262778,0.757262778,0.759449722,120.771106667
2015-12-25 09:00,119.265225556,0.268638056,0.268638056,0.302868333,118.962357222
2015-12-25 08:00,115.555344722,-0.018693889,-0.018693889,0.028750278,115.526594444
2015-12-25 07:00,125.781047500,-0.019027778,-0.019027778,0.028582222,125.752465278
2015-12-25 06:00,113.559491389,-0.018730556,-0.018730556,0.029049167,113.530442222
2015-12-25 05:00,107.693040278,-0.018918889,-0.018918889,0.029233333,107.663806944
2015-12-25 04:00,113.540271944,-0.018825000,-0.018825000,0.029306111,113.510965833
2015-12-25 03:00,110.552860000,-0.018695278,-0.018695278,0.029270278,110.523589722
2015-12-25 02:00,114.895421944,-0.019045000,-0.019045000,0.029084722,114.866337222
2015-12-25 01:00,108.580981667,-0.019059167,-0.019059167,0.028995833,108.551985833
2015-12-25 00:00,111.898029167,-0.018658333,-0.018658333,0.028840000,111.869189167
2015-12-24 23:00,108.105444722,-0.018693889,-0.018693889,0.028699444,108.076745278
2015-12-24 22:00,104.953561389,-0.018747778,-0.018747778,0.028940833,104.924620556
2015-12-24 21:00,107.771828611,-0.018693611,-0.018693611,0.028853056,107.742975556
2015-12-24 20:00,97.705500278,-0.018446944,-0.018446944,0.029175556,97.676324722
2015-12-24 19:00,93.476541667,-0.018595556,-0.018595556,0.028637500,93.447904167
2015-12-24 18:00,77.967998056,0.074153611,0.074153611,0.137958611,77.830039444
2015-12-24 17:00,70.386883611,1.365024167,1.365024167,1.365610000,69.021273611
2015-12-24 16:00,63.572462500,5.531382222,5.531382222,5.531382222,58.041080278
2015-12-24 15:00,62.191610556,10.153638056,10.153638056,10.153638056,52.037972500
2015-12-24 14:00,64.060689722,11.367311667,11.367311667,11.367311667,52.693378056
2015-12-24 13:00,80.332606389,11.125573056,11.125573056,11.125573056,69.207033333
2015-12-24 12:00,81.249739722,8.916995556,8.916995556,8.916995556,72.332744167
2015-12-24 11:00,99.399870000,6.517810000,6.517810000,6.517810000,92.882060000
2015-12-24 10:00,107.703873333,3.239420278,3.239420278,3.239420278,104.464453056
2015-12-24 09:00,108.956555278,0.585011944,0.585011944,0.616219167,108.340336111
2015-12-24 08:00,110.441761944,-0.018609167,-0.018609167,0.028824167,110.412937778
2015-12-24 07:00,123.097183611,-0.018854722,-0.018854722,0.028534444,123.068649167
2015-12-24 06:00,119.406298056,-0.018713611,-0.018713611,0.028673611,119.377624444
2015-12-24 05:00,117.768087778,-0.018804444,-0.018804444,0.028793889,117.739293889
2015-12-24 04:00,116.096843056,-0.018653611,-0.018653611,0.028972500,116.067870556
2015-12-24 03:00,117.393158611,-0.018541389,-0.018541389,0.029026389,117.364132222
2015-12-24 02:00,125.443198333,-0.019034722,-0.019034722,0.028328611,125.414869722
2015-12-24 01:00,110.029141389,-0.018618611,-0.018618611,0.028557500,110.000583889
2015-12-24 00:00,113.390350556,-0.018841944,-0.018841944,0.028668333,113.361682222
2015-12-23 23:00,109.883242500,-0.018590556,-0.018590556,0.028680278,109.854562222
2015-12-23 22:00,110.547728056,-0.018650000,-0.018650000,0.028499167,110.519228889
2015-12-23 21:00,105.458109444,-0.018611667,-0.018611667,0.028802222,105.429307222
2015-12-23 20:00,95.837050556,-0.018005278,-0.018005278,0.029047500,95.808003056
2015-12-23 19:00,77.000053889,-0.017778611,-0.017778611,0.029019444,76.971034444
2015-12-23 18:00,67.268588056,0.189445000,0.189445000,0.237567500,67.031020556
2015-12-23 17:00,65.192894722,1.157123333,1.157123333,1.157123333,64.035771389
2015-12-23 16:00,64.605517500,2.609516111,2.609516111,2.609516111,61.996001389
2015-12-23 15:00,65.832120000,8.553282222,8.553282222,8.553282222,57.278837778
2015-12-23 14:00,67.734871944,11.261635556,11.261635556,11.261635556,56.473236389
2015-12-23 13:00,71.332512222,11.131151944,11.131151944,11.131151944,60.201360278
2015-12-23 12:00,76.754576667,8.969765556,8.969765556,8.969765556,67.784811111
2015-12-23 11:00,90.029013056,6.524911667,6.524911667,6.524911667,83.504101389
2015-12-23 10:00,99.170179444,2.749021944,2.749021944,2.749021944,96.421157500
2015-12-23 09:00,100.473492500,0.220910278,0.220910278,0.267510000,100.205982500
2015-12-23 08:00,104.204847778,-0.018782778,-0.018782778,0.028540278,104.176307500
2015-12-23 07:00,108.588998056,-0.018786944,-0.018786944,0.028377778,108.560620278
2015-12-23 06:00,103.486660278,-0.018802500,-0.018802500,0.028581111,103.458079167
2015-12-23 05:00,101.876854167,-0.018685000,-0.018685000,0.028616111,101.848238056
2015-12-23 04:00,102.579226944,-0.018400833,-0.018400833,0.028827778,102.550399167
2015-12-23 03:00,104.455550833,-0.018572500,-0.018572500,0.028745000,104.426805833
2015-12-23 02:00,110.282363611,-0.018791111,-0.018791111,0.028761944,110.253601667
2015-12-23 01:00,99.201637222,-0.018304444,-0.018304444,0.029055833,99.172581389
2015-12-23 00:00,85.177517222,-0.018458889,-0.018458889,0.028986667,85.148530556
2015-12-22 23:00,93.005348333,-0.018490833,-0.018490833,0.028871111,92.976477222
2015-12-22 22:00,88.337175833,-0.018255556,-0.018255556,0.028932500,88.308243333
2015-12-22 21:00,90.792053056,-0.018491944,-0.018491944,0.028855000,90.763198056
2015-12-22 20:00,88.906362778,-0.018263056,-0.018263056,0.029118611,88.877244167
2015-12-22 19:00,88.951625556,-0.017983333,-0.017983333,0.029123333,88.922502222
2015-12-22 18:00,76.517668333,0.099434167,0.099434167,0.150039167,76.367629167
2015-12-22 17:00,66.831451944,1.267449167,1.267449167,1.267452222,65.563999722
2015-12-22 16:00,64.863392222,7.157338333,7.157338333,7.157338333,57.706053889
2015-12-22 15:00,63.561417778,9.520973889,9.520973889,9.520973889,54.040443889
2015-12-22 14:00,65.896588333,10.609152778,10.609152778,10.609152778,55.287435556
2015-12-22 13:00,68.739052500,9.674387778,9.674387778,9.674387778,59.064664722
2015-12-22 12:00,77.567343333,8.204808611,8.204808611,8.204808611,69.362534722
2015-12-22 11:00,90.909680000,5.689256667,5.689256667,5.689256667,85.220423333
2015-12-22 10:00,89.021440278,1.487699722,1.487699722,1.501540278,87.519900000
2015-12-22 09:00,92.745805833,0.151782500,0.151782500,0.206694167,92.539111667
2015-12-22 08:00,91.455775833,-0.018280833,-0.018280833,0.028859167,91.426916667
2015-12-22 07:00,94.391683056,-0.018333333,-0.018333333,0.028760833,94.362922222
2015-12-22 06:00,86.778098611,-0.018167222,-0.018167222,0.029189167,86.748909444
2015-12-22 05:00,81.029363056,-0.017829167,-0.017829167,0.029861389,80.999501667
2015-12-22 04:00,93.219613889,-0.018348056,-0.018348056,0.029578056,93.190035833
2015-12-22 03:00,93.951215000,-0.017974444,-0.017974444,0.029633056,93.921581944
2015-12-22 02:00,101.978406111,-0.018780000,-0.018780000,0.029158056,101.949248056
2015-12-22 01:00,102.370299722,-0.018633056,-0.018633056,0.029012500,102.341287222
2015-12-22 00:00,102.146663056,-0.018337222,-0.018337222,0.029338611,102.117324444
2015-12-21 23:00,101.751960833,-0.018498056,-0.018498056,0.029222222,101.722738611
2015-12-21 22:00,91.890531667,-0.018426111,-0.018426111,0.028976111,91.861555556
2015-12-21 21:00,89.244868889,-0.018595000,-0.018595000,0.028919444,89.215949444
2015-12-21 20:00,82.164090556,-0.018536944,-0.018536944,0.028960833,82.135129722
2015-12-21 19:00,83.218824167,-0.018225278,-0.018225278,0.029130000,83.189694167
2015-12-21 18:00,67.461214444,0.355970833,0.355970833,0.397078889,67.064135556
2015-12-21 17:00,60.475536111,1.985396667,1.985396667,1.985396667,58.490139444
2015-12-21 16:00,59.716576111,6.227365000,6.227365000,6.227365000,53.489211111
2015-12-21 15:00,61.328272222,10.062666944,10.062666944,10.062666944,51.265605278
2015-12-21 14:00,66.483180278,11.080654722,11.080654722,11.080654722,55.402525556
2015-12-21 13:00,71.088020556,10.430506111,10.430506111,10.430506111,60.657514444
2015-12-21 12:00,87.528649167,8.691078056,8.691078056,8.691078056,78.837571111
2015-12-21 11:00,100.811728333,6.468341667,6.468341667,6.468341667,94.343386667
2015-12-21 10:00,90.130026111,3.287639167,3.287639167,3.287639167,86.842386944
2015-12-21 09:00,89.450075556,0.433974722,0.433974722,0.478728889,88.971346667
2015-12-21 08:00,94.496946944,-0.017987778,-0.017987778,0.029015556,94.467931389
2015-12-21 07:00,92.889506667,-0.017886389,-0.017886389,0.029246944,92.860259722
2015-12-21 06:00,86.944965556,-0.018179722,-0.018179722,0.029063611,86.915901944
2015-12-21 05:00,93.152166111,-0.018445833,-0.018445833,0.028795000,93.123371111
2015-12-21 04:00,90.182818333,-0.018271944,-0.018271944,0.029001111,90.153817222
2015-12-21 03:00,89.272229167,-0.018263889,-0.018263889,0.029076667,89.243152500
2015-12-21 02:00,93.558482222,-0.018640000,-0.018640000,0.029076389,93.529405833
2015-12-21 01:00,102.329485833,-0.018563889,-0.018563889,0.028869722,102.300616111
2015-12-21 00:00,96.542940833,-0.018516667,-0.018516667,0.028814167,96.514126667
2015-12-20 23:00,91.293601389,-0.018481111,-0.018481111,0.028890833,91.264710556
2015-12-20 22:00,92.652745556,-0.018678333,-0.018678333,0.028819167,92.623926389
2015-12-20 21:00,88.106835278,-0.018716944,-0.018716944,0.029079167,88.077756111
2015-12-20 20:00,89.562127222,-0.018566944,-0.018566944,0.029347500,89.532779722
2015-12-20 19:00,82.749530833,-0.018091389,-0.018091389,0.029275278,82.720255556
2015-12-20 18:00,71.253567778,0.023056944,0.023056944,0.106398611,71.147169167
2015-12-20 17:00,55.817266389,0.297656389,0.297656389,0.319310833,55.497955556
2015-12-20 16:00,59.218701667,0.424743056,0.424743056,0.454992778,58.763708889
2015-12-20 15:00,59.045625556,2.799492778,2.799492778,2.799492778,56.246132778
2015-12-20 14:00,62.485156111,4.400797500,4.400797500,4.400797500,58.084358611
2015-12-20 13:00,67.197054167,7.253642778,7.253642778,7.253642778,59.943411389
2015-12-20 12:00,69.140205278,7.811958333,7.811958333,7.811958333,61.328246944
2015-12-20 11:00,77.730454444,6.296204167,6.296204167,6.296204167,71.434250278
2015-12-20 10:00,79.171045556,1.496904167,1.496904167,1.521961111,77.649084444
2015-12-20 09:00,81.584109167,0.069684167,0.069684167,0.124766389,81.459342778
2015-12-20 08:00,86.462116667,-0.018211389,-0.018211389,0.028882778,86.433233889
2015-12-20 07:00,87.056074722,-0.017765556,-0.017765556,0.029404444,87.026670278
2015-12-20 06:00,75.675255556,-0.017816111,-0.017816111,0.029555000,75.645700556
2015-12-20 05:00,72.750376667,-0.017840556,-0.017840556,0.029621944,72.720754722
2015-12-20 04:00,71.556500000,-0.017856944,-0.017856944,0.029604722,71.526895278
2015-12-20 03:00,74.232825278,-0.017752222,-0.017752222,0.029602222,74.203223056
2015-12-20 02:00,73.705957500,-0.017758889,-0.017758889,0.029653056,73.676304444
2015-12-20 01:00,76.461995556,-0.017712500,-0.017712500,0.029530000,76.432465556
2015-12-20 00:00,75.027762778,-0.017958056,-0.017958056,0.029310833,74.998451944
2015-12-19 23:00,74.001789444,-0.018004444,-0.018004444,0.029178889,73.972610556
2015-12-19 22:00,75.706196944,-0.018456389,-0.018456389,0.028869722,75.677327222
2015-12-19 21:00,72.189154444,-0.018214722,-0.018214722,0.028965278,72.160189167
2015-12-19 20:00,74.120890000,-0.018356944,-0.018356944,0.028846389,74.092043611
2015-12-19 19:00,76.608978611,-0.018490833,-0.018490833,0.028529167,76.580449444
2015-12-19 18:00,65.263788056,0.070423611,0.070423611,0.130913889,65.132874167
2015-12-19 17:00,65.447517778,2.968665278,2.968665278,2.968665278,62.478852500
2015-12-19 16:00,62.933732500,6.509647778,6.509647778,6.509647778,56.424084722
2015-12-19 15:00,63.525853333,6.930122778,6.930122778,6.930122778,56.595730556
2015-12-19 14:00,64.970193889,6.966296667,6.966296667,6.966296667,58.003897222
2015-12-19 13:00,70.085692222,9.190485833,9.190485833,9.190485833,60.895206389
2015-12-19 12:00,72.539955000,8.209548333,8.209548333,8.209548333,64.330406667
2015-12-19 11:00,93.484482778,5.782809167,5.782809167,5.782809167,87.701673611
2015-12-19 10:00,101.760620000,2.574276389,2.574276389,2.574276389,99.186343611
2015-12-19 09:00,106.735206111,0.367564722,0.367564722,0.399314444,106.335891667
2015-12-19 08:00,116.214693056,-0.018806389,-0.018806389,0.028598889,116.186094167
2015-12-19 07:00,120.464951944,-0.019098611,-0.019098611,0.028531667,120.436420278
2015-12-19 06:00,121.505898056,-0.019172222,-0.019172222,0.028900556,121.476997500
2015-12-19 05:00,118.980740556,-0.019411111,-0.019411111,0.028733333,118.952007222
2015-12-19 04:00,117.781477500,-0.018905000,-0.018905000,0.028981111,117.752496389
2015-12-19 03:00,115.022935556,-0.018490833,-0.018490833,0.029028056,114.993907500
2015-12-19 02:00,116.236803889,-0.018773056,-0.018773056,0.029155556,116.207648333
2015-12-19 01:00,110.548736111,-0.018627778,-0.018627778,0.028968889,110.519767222
2015-12-19 00:00,109.999386944,-0.018550278,-0.018550278,0.028766389,109.970620556
2015-12-18 23:00,108.781260833,-0.018843056,-0.018843056,0.028951944,108.752308889
2015-12-18 22:00,87.650665000,-0.018448611,-0.018448611,0.029459444,87.621205556
2015-12-18 21:00,83.449383333,-0.018547222,-0.018547222,0.029234722,83.420148611
2015-12-18 20:00,77.124050278,-0.018364722,-0.018364722,0.029241111,77.094809167
2015-12-18 19:00,77.489791111,-0.018510000,-0.018510000,0.028934167,77.460856944
2015-12-18 18:00,66.704985000,0.262218333,0.262218333,0.300854167,66.404130833
2015-12-18 17:00,59.784266944,2.497864722,2.497864722,2.497864722,57.286402222
2015-12-18 16:00,67.315928333,5.520147222,5.520147222,5.520147222,61.795781111
2015-12-18 15:00,71.735747778,5.284846389,5.284846389,5.284846389,66.450901389
2015-12-18 14:00,75.793604722,6.939268056,6.939268056,6.939268056,68.854336667
2015-12-18 13:00,84.238635556,6.853415000,6.853415000,6.853415000,77.385220556
2015-12-18 12:00,91.387562778,5.267816944,5.267816944,5.267816944,86.119745833
2015-12-18 11:00,99.946073611,3.722483611,3.722483611,3.722483611,96.223590000
2015-12-18 10:00,115.232195833,1.363504722,1.363504722,1.364431667,113.867764167
2015-12-18 09:00,128.544118611,0.205384167,0.205384167,0.247023056,128.297095556
2015-12-18 08:00,146.374392222,-0.019961111,-0.019961111,0.028044444,146.346347778
2015-12-18 07:00,145.025374722,-0.019618056,-0.019618056,0.028221389,144.997153333
