"Date & Time","Usage [kW]","Generation [kW]","Suite A [kW]","Solar [kW]","Solar+ [kW]","Suite D [kW]","Utility Feed [kW]","Suite C [kW]","Suite B [kW]"
2015-12-31 04:00:00,1.523045833,-0.004341389,-0.195285556,-0.004341389,-0.000000000,-0.049305556,1.523045833,0.000115833,0.024743611
2015-12-31 03:00:00,1.811998889,-0.004350278,-0.189584722,-0.004350278,-0.000000000,-0.040602778,1.811998889,-0.009359722,0.021850556
2015-12-31 02:00:00,1.505511944,-0.004313056,-0.188133611,-0.004313056,-0.000000000,-0.044457778,1.505511944,-0.010956944,0.033138889
2015-12-31 01:00:00,1.469869722,-0.004276389,-0.226182778,-0.004276389,-0.000000000,-0.036354444,1.469869722,-0.000217500,0.023963056
2015-12-31 00:00:00,1.456372222,-0.004367222,-0.219721667,-0.004367222,-0.000000000,-0.042396667,1.456372222,-0.004624444,0.026684167
2015-12-30 23:00:00,1.405903056,-0.004291389,-0.219166111,-0.004291389,-0.000000000,-0.046310556,1.405903056,-0.017541944,0.032346389
2015-12-30 22:00:00,1.422811389,-0.004303889,-0.221542500,-0.004303889,-0.000000000,-0.039690833,1.422811389,-0.000309167,0.024515556
2015-12-30 21:00:00,1.473886944,-0.004302500,-0.209912222,-0.004302500,-0.000000000,-0.048873056,1.473886944,-0.006837500,0.033879167
2015-12-30 20:00:00,1.405165278,-0.004288333,-0.235961389,-0.004288333,-0.000000000,-0.037386944,1.405165278,-0.015292778,0.026156667
2015-12-30 19:00:00,1.426154722,-0.004516667,-0.315184167,-0.004516667,-0.000000000,-0.043345000,1.426154722,-0.000764722,0.024705833
2015-12-30 18:00:00,1.573979722,0.034188889,-0.374942222,0.034188889,-0.000000000,-0.040411111,1.573979722,-0.011872222,0.032982222
2015-12-30 17:00:00,-0.101112222,1.653214167,-0.394791111,1.653214167,-0.000000000,-0.045127500,-0.101112222,-0.014416389,0.026652778
2015-12-30 16:00:00,-0.678884722,2.395186944,-0.360778611,2.395186944,-0.000000000,-0.035898611,-0.678884722,-0.005895278,0.022682778
2015-12-30 15:00:00,-1.112628611,2.963770278,-0.329745833,2.963770278,-0.000000000,-0.033596111,-1.112628611,-0.011365000,0.031390833
2015-12-30 14:00:00,-2.233780000,3.720219167,-0.190443611,3.720219167,-0.000000000,-0.039996944,-2.233780000,-0.024628056,0.027053333
2015-12-30 13:00:00,-2.191363611,3.798489167,-0.209280278,3.798489167,-0.000000000,-0.023049444,-2.191363611,-0.008722500,0.027018056
2015-12-30 12:00:00,0.098949167,1.598619444,-0.221596389,1.598619444,-0.000000000,-0.045960556,0.098949167,-0.003626111,0.032060278
2015-12-30 11:00:00,0.611207778,1.331769722,-0.235333056,1.331769722,-0.000000000,-0.038182500,0.611207778,-0.194298333,0.023239722
2015-12-30 10:00:00,0.829710833,0.731478611,-0.238570556,0.731478611,-0.000000000,-0.040689167,0.829710833,-0.001648056,0.028045278
2015-12-30 09:00:00,1.678721389,0.111150833,-0.245965833,0.111150833,-0.000000000,-0.040188889,1.678721389,0.000268611,0.025843889
2015-12-30 08:00:00,1.729683056,-0.004323889,-0.257175556,-0.004323889,-0.000000000,-0.044236389,1.729683056,0.000230000,0.022445000
2015-12-30 07:00:00,1.705160278,-0.004263333,-0.243215278,-0.004263333,-0.000000000,-0.037619722,1.705160278,-0.020545000,0.029847222
2015-12-30 06:00:00,1.598900833,-0.004300556,-0.240698889,-0.004300556,-0.000000000,-0.050546944,1.598900833,-0.000083889,0.025308333
2015-12-30 05:00:00,1.883208889,-0.004341111,-0.236340278,-0.004341111,-0.000000000,-0.032421667,1.883208889,-0.000882778,0.020801389
2015-12-30 04:00:00,1.543149167,-0.004346111,-0.216640556,-0.004346111,-0.000000000,-0.049490556,1.543149167,-0.021002500,0.031993056
2015-12-30 03:00:00,1.478662222,-0.004351944,-0.199386389,-0.004351944,-0.000000000,-0.039811944,1.478662222,-0.000087222,0.022044167
2015-12-30 02:00:00,1.497176667,-0.004311944,-0.211365278,-0.004311944,-0.000000000,-0.040966389,1.497176667,-0.000082500,0.022917222
2015-12-30 01:00:00,1.622852222,-0.004284167,-0.195591111,-0.004284167,-0.000000000,-0.043933333,1.622852222,-0.003560000,0.032503333
2015-12-30 00:00:00,1.578402500,-0.004385000,-0.207804167,-0.004385000,-0.000000000,-0.047723333,1.578402500,-0.017641111,0.023251944
2015-12-29 23:00:00,1.347005000,-0.004394444,-0.210275833,-0.004394444,-0.000000000,-0.042397222,1.347005000,-0.000503889,0.031665556
2015-12-29 22:00:00,1.438300556,-0.004347500,-0.189209167,-0.004347500,-0.000000000,-0.039869444,1.438300556,-0.000127778,0.024777222
2015-12-29 21:00:00,1.481143333,-0.004317500,-0.205805278,-0.004317500,-0.000000000,-0.048813889,1.481143333,-0.021791111,0.024658611
2015-12-29 20:00:00,1.327550000,-0.004276667,-0.165720000,-0.004276667,-0.000000000,-0.031571111,1.327550000,-0.000093333,0.033439722
2015-12-29 19:00:00,1.339372500,-0.004426667,-0.181482778,-0.004426667,-0.000000000,-0.061000833,1.339372500,-0.000409167,0.024765833
2015-12-29 18:00:00,1.617097222,0.078138611,-0.156573333,0.078138611,-0.000000000,-0.347516667,1.617097222,-0.026782778,0.028303611
2015-12-29 17:00:00,0.662952222,1.201437500,-0.178200000,1.201437500,-0.000000000,-0.360603056,0.662952222,-0.251861944,0.026898611
2015-12-29 16:00:00,0.136330556,1.616774722,-0.193319444,1.616774722,-0.000000000,-0.162334722,0.136330556,-0.103916667,0.022800278
2015-12-29 15:00:00,-0.712162500,2.227857500,-0.286447778,2.227857500,-0.000000000,-0.119138611,-0.712162500,-0.027798611,0.033583333
2015-12-29 14:00:00,-0.553402222,2.545623056,-0.354402222,2.545623056,-0.000000000,-0.078552222,-0.553402222,-0.006119444,0.019582500
2015-12-29 13:00:00,-1.717629444,3.429812778,-0.374879167,3.429812778,-0.000000000,-0.175963889,-1.717629444,-0.009019444,0.024628889
2015-12-29 12:00:00,-1.369823056,3.442635556,-0.352857500,3.442635556,-0.000000000,-0.344255000,-1.369823056,-0.031522500,0.026696944
2015-12-29 11:00:00,-0.518305833,2.531146111,-0.356901389,2.531146111,-0.000000000,-0.149439444,-0.518305833,-0.006918333,0.019942500
2015-12-29 10:00:00,-0.185920833,2.154761111,-0.476424722,2.154761111,-0.000000000,-0.045308333,-0.185920833,-0.004282500,0.030958611
2015-12-29 09:00:00,1.318833889,0.260667778,-0.253633611,0.260667778,-0.000000000,-0.037476944,1.318833889,-0.021969167,0.022968056
2015-12-29 08:00:00,1.529578889,-0.004333333,-0.240955833,-0.004333333,-0.000000000,-0.043080556,1.529578889,-0.000326944,0.022688889
2015-12-29 07:00:00,1.802140000,-0.004330556,-0.244240833,-0.004330556,-0.000000000,-0.043972222,1.802140000,-0.000009444,0.030560000
2015-12-29 06:00:00,1.542348056,-0.004373889,-0.242080000,-0.004373889,-0.000000000,-0.042364167,1.542348056,-0.021067222,0.023475278
2015-12-29 05:00:00,1.464784167,-0.004376389,-0.207913611,-0.004376389,-0.000000000,-0.042554444,1.464784167,-0.001013333,0.032705556
2015-12-29 04:00:00,1.375596944,-0.004346944,-0.223501944,-0.004346944,-0.000000000,-0.042183611,1.375596944,-0.000714167,0.027698333
2015-12-29 03:00:00,1.465549722,-0.004341111,-0.187880833,-0.004341111,-0.000000000,-0.045821111,1.465549722,-0.008393611,0.024371667
2015-12-29 02:00:00,1.522257222,-0.004312778,-0.207288889,-0.004312778,-0.000000000,-0.036828611,1.522257222,-0.013868611,0.032716111
2015-12-29 01:00:00,1.587043056,-0.004256944,-0.202963889,-0.004256944,-0.000000000,-0.049657778,1.587043056,-0.000091111,0.023266111
2015-12-29 00:00:00,1.355941944,-0.004371111,-0.201253333,-0.004371111,-0.000000000,-0.037482500,1.355941944,-0.008987778,0.035290278
2015-12-28 23:00:00,1.424943333,-0.004338333,-0.202429444,-0.004338333,-0.000000000,-0.044993056,1.424943333,-0.014318056,0.025065556
2015-12-28 22:00:00,1.291583889,-0.004288333,-0.201821667,-0.004288333,-0.000000000,-0.039564722,1.291583889,-0.000701389,0.030308056
2015-12-28 21:00:00,1.390003889,-0.004293611,-0.171796111,-0.004293611,-0.000000000,-0.049235833,1.390003889,-0.018965000,0.029455556
2015-12-28 20:00:00,1.266884167,-0.004266111,-0.179962500,-0.004266111,-0.000000000,-0.031481111,1.266884167,-0.004253333,0.026416667
2015-12-28 19:00:00,1.349013056,-0.004439444,-0.183292222,-0.004439444,-0.000000000,-0.049378056,1.349013056,0.000039722,0.034481389
2015-12-28 18:00:00,1.240003611,0.098453333,-0.177557222,0.098453333,-0.000000000,-0.045469167,1.240003611,-0.023061389,0.025851389
2015-12-28 17:00:00,-0.020272222,1.368183611,-0.190146944,1.368183611,-0.000000000,-0.031622500,-0.020272222,-0.002813333,0.034334722
2015-12-28 16:00:00,-0.673117500,2.273749444,-0.286223333,2.273749444,-0.000000000,-0.044431389,-0.673117500,-0.003770833,0.025177222
2015-12-28 15:00:00,-0.617148333,2.093683333,-0.286782500,2.093683333,-0.000000000,-0.081629444,-0.617148333,-0.027259167,0.037277778
2015-12-28 14:00:00,-0.524475000,2.295418333,-0.347911667,2.295418333,-0.000000000,-0.118044444,-0.524475000,-0.005966944,0.026256944
2015-12-28 13:00:00,-1.681399722,3.652964444,-0.446483611,3.652964444,-0.000000000,-0.351595833,-1.681399722,-0.009365833,0.024031389
2015-12-28 12:00:00,-1.527285000,3.620124722,-0.496525833,3.620124722,-0.000000000,-0.181368611,-1.527285000,-0.029408611,0.031448889
2015-12-28 11:00:00,-1.347295278,3.146667500,-0.379042500,3.146667500,-0.000000000,-0.042822500,-1.347295278,-0.007418056,0.022881944
2015-12-28 10:00:00,-0.175127222,2.247706389,-0.445076944,2.247706389,-0.000000000,-0.028000278,-0.175127222,-0.004776389,0.029242778
2015-12-28 09:00:00,1.454951389,0.274481111,-0.442330000,0.274481111,-0.000000000,-0.039634167,1.454951389,-0.021979167,0.022699722
2015-12-28 08:00:00,1.548187778,-0.004361667,-0.306899444,-0.004361667,-0.000000000,-0.049296389,1.548187778,-0.000586944,0.026270833
2015-12-28 07:00:00,1.548276667,-0.004263056,-0.311031111,-0.004263056,-0.000000000,-0.040102222,1.548276667,-0.000683889,0.025694722
2015-12-28 06:00:00,1.752110556,-0.004335556,-0.307830556,-0.004335556,-0.000000000,-0.041878611,1.752110556,-0.014091111,0.021069722
2015-12-28 05:00:00,1.620688056,-0.004357500,-0.230671944,-0.004357500,-0.000000000,-0.040361111,1.620688056,-0.007947222,0.030471111
2015-12-28 04:00:00,1.466183889,-0.004341389,-0.196812500,-0.004341389,-0.000000000,-0.040175278,1.466183889,-0.000119167,0.027406389
2015-12-28 03:00:00,1.369552500,-0.004359722,-0.195875278,-0.004359722,-0.000000000,-0.050928611,1.369552500,-0.010236111,0.019491667
2015-12-28 02:00:00,1.396793333,-0.004327778,-0.216426667,-0.004327778,-0.000000000,-0.039994722,1.396793333,-0.013031389,0.010059444
2015-12-28 01:00:00,1.474017778,-0.004300833,-0.230354444,-0.004300833,-0.000000000,-0.049558611,1.474017778,-0.000558056,0.018371111
2015-12-28 00:00:00,1.230298333,-0.004343611,-0.209714167,-0.004343611,-0.000000000,-0.039162222,1.230298333,-0.017018333,0.011901944
2015-12-27 23:00:00,1.212409444,-0.004337222,-0.226787222,-0.004337222,-0.000000000,-0.037290278,1.212409444,-0.007208056,0.020541667
2015-12-27 22:00:00,1.224618889,-0.004318056,-0.212696667,-0.004318056,-0.000000000,-0.043656111,1.224618889,-0.002402500,0.011848056
2015-12-27 21:00:00,1.409505556,-0.004278611,-0.203417778,-0.004278611,-0.000000000,-0.040235278,1.409505556,-0.022925278,0.019849444
2015-12-27 20:00:00,0.938754444,-0.004211667,-0.190593333,-0.004211667,-0.000000000,-0.048309167,0.938754444,-0.001713333,0.014278611
2015-12-27 19:00:00,1.229054722,-0.004324722,-0.218555278,-0.004324722,-0.000000000,-0.039635278,1.229054722,-0.001201667,0.020818056
2015-12-27 18:00:00,0.762059167,0.028989722,-0.212180278,0.028989722,-0.000000000,-0.039726389,0.762059167,-0.023906944,0.008456944
2015-12-27 17:00:00,2.700229722,0.248993611,-0.255841111,0.248993611,-0.000000000,-0.042746667,2.700229722,-0.008750278,-1.102876111
2015-12-27 16:00:00,0.944845833,2.227223889,-0.277907222,2.227223889,-0.000000000,-0.048356111,0.944845833,-0.012139722,-1.119316111
2015-12-27 15:00:00,1.412256111,2.063667222,-0.268941389,2.063667222,-0.000000000,-0.038805278,1.412256111,-0.031338333,-1.110091667
2015-12-27 14:00:00,1.392793333,2.008061389,-0.203623611,2.008061389,-0.000000000,-0.033083611,1.392793333,-0.006097500,-0.688206389
2015-12-27 13:00:00,-2.161909722,3.890273333,-0.192103333,3.890273333,-0.000000000,-0.040643889,-2.161909722,-0.007827778,0.108525000
2015-12-27 12:00:00,-2.467618611,3.731273611,-0.149810000,3.731273611,-0.000000000,-0.030294722,-2.467618611,-0.030169167,0.025275000
2015-12-27 11:00:00,-1.546858611,2.979772222,-0.186698056,2.979772222,-0.000000000,-0.033942222,-1.546858611,-0.007779444,0.031586111
2015-12-27 10:00:00,-0.180587778,1.791746667,-0.197287222,1.791746667,-0.000000000,-0.035832778,-0.180587778,-0.004314444,0.023020556
2015-12-27 09:00:00,1.282488611,0.049885833,-0.207357500,0.049885833,-0.000000000,-0.039364722,1.282488611,-0.015471944,0.024894722
2015-12-27 08:00:00,1.339994444,-0.004306667,-0.209409444,-0.004306667,-0.000000000,-0.048707778,1.339994444,-0.007536111,0.031771944
2015-12-27 07:00:00,1.306038333,-0.004268889,-0.199130833,-0.004268889,-0.000000000,-0.031474167,1.306038333,-0.000345278,0.024398611
2015-12-27 06:00:00,1.316610278,-0.004299722,-0.171167222,-0.004299722,-0.000000000,-0.049066111,1.316610278,-0.000226667,0.035966667
2015-12-27 05:00:00,1.200344444,-0.004334722,-0.205910556,-0.004334722,-0.000000000,-0.039477500,1.200344444,-0.021924167,0.026329444
2015-12-27 04:00:00,1.383411111,-0.004311944,-0.276416667,-0.004311944,-0.000000000,-0.041540833,1.383411111,-0.000826667,0.018375556
2015-12-27 03:00:00,1.232331667,-0.004279722,-0.289628056,-0.004279722,-0.000000000,-0.048950556,1.232331667,-0.001426944,0.009492500
2015-12-27 02:00:00,1.256301944,-0.004263056,-0.306359722,-0.004263056,-0.000000000,-0.036888611,1.256301944,-0.022818889,0.019310556
2015-12-27 01:00:00,1.101253611,-0.004223056,-0.241118889,-0.004223056,-0.000000000,-0.043140556,1.101253611,-0.001231111,0.015944722
2015-12-27 00:00:00,1.172217500,-0.004316944,-0.216768056,-0.004316944,-0.000000000,-0.039557222,1.172217500,-0.001224167,0.018378611
2015-12-26 23:00:00,1.190626944,-0.004283889,-0.218735278,-0.004283889,-0.000000000,-0.039433889,1.190626944,-0.022246944,0.023696944
2015-12-26 22:00:00,1.021608056,-0.004217500,-0.223979444,-0.004217500,-0.000000000,-0.048399722,1.021608056,-0.001332778,0.013832778
2015-12-26 21:00:00,1.001750278,-0.004235556,-0.228208611,-0.004235556,-0.000000000,-0.038851944,1.001750278,-0.001404167,0.023597222
2015-12-26 20:00:00,0.952115000,-0.004217778,-0.221402222,-0.004217778,-0.000000000,-0.044680278,0.952115000,-0.022894722,0.022418889
2015-12-26 19:00:00,0.927808611,-0.004268333,-0.230057222,-0.004268333,-0.000000000,-0.035625278,0.927808611,-0.001684722,0.018137222
2015-12-26 18:00:00,0.926968333,0.014262222,-0.237781944,0.014262222,-0.000000000,-0.042370833,0.926968333,-0.001577778,0.022820000
2015-12-26 17:00:00,1.607296944,0.318191111,-0.243794722,0.318191111,-0.000000000,-0.045815833,1.607296944,-0.021168611,0.071191944
2015-12-26 16:00:00,0.792425000,0.959661111,-0.269820833,0.959661111,-0.000000000,-0.033957778,0.792425000,-0.000755833,0.148212778
2015-12-26 15:00:00,1.470640556,0.606960556,-0.216014722,0.606960556,-0.000000000,-0.045341667,1.470640556,0.000237222,0.132963611
2015-12-26 14:00:00,2.582863889,0.693380000,-0.193862500,0.693380000,-0.000000000,-0.042516111,2.582863889,-0.018593333,0.143083333
2015-12-26 13:00:00,0.097055833,2.083267222,-0.172108889,2.083267222,-0.000000000,-0.045165556,0.097055833,-0.003669444,0.020641111
2015-12-26 12:00:00,-0.842350833,2.247074444,-0.167999722,2.247074444,-0.000000000,-0.027451667,-0.842350833,-0.006014444,0.018724444
2015-12-26 11:00:00,-0.328125556,1.708702778,-0.169236389,1.708702778,-0.000000000,-0.035544167,-0.328125556,-0.026286944,0.018830278
2015-12-26 10:00:00,0.772713056,0.582196944,-0.197105556,0.582196944,-0.000000000,-0.047418333,0.772713056,-0.002239167,0.021367500
2015-12-26 09:00:00,1.287463611,0.044316667,-0.207400833,0.044316667,-0.000000000,-0.039868056,1.287463611,-0.001154167,0.023495278
2015-12-26 08:00:00,1.448808611,-0.004341111,-0.181873333,-0.004341111,-0.000000000,-0.041819722,1.448808611,-0.022539722,0.018369167
2015-12-26 07:00:00,1.379408889,-0.004327500,-0.184328333,-0.004327500,-0.000000000,-0.039146944,1.379408889,-0.001043889,0.017320833
2015-12-26 06:00:00,1.333861111,-0.004346111,-0.202614167,-0.004346111,-0.000000000,-0.039913056,1.333861111,-0.001198611,0.026961944
2015-12-26 05:00:00,1.334425278,-0.004313889,-0.192069444,-0.004313889,-0.000000000,-0.049523889,1.334425278,-0.023414167,0.018840000
2015-12-26 04:00:00,1.311149444,-0.004325556,-0.198238611,-0.004325556,-0.000000000,-0.040067778,1.311149444,-0.001156667,0.014269444
2015-12-26 03:00:00,1.295427222,-0.004269722,-0.175468056,-0.004269722,-0.000000000,-0.049413889,1.295427222,-0.000984444,0.026901389
2015-12-26 02:00:00,1.190643611,-0.004240278,-0.176783889,-0.004240278,-0.000000000,-0.039572222,1.190643611,-0.023905556,0.017059444
2015-12-26 01:00:00,1.303055556,-0.004268056,-0.198982778,-0.004268056,-0.000000000,-0.045253333,1.303055556,-0.001120556,0.008950556
2015-12-26 00:00:00,1.191606111,-0.004323333,-0.208097778,-0.004323333,-0.000000000,-0.035362222,1.191606111,-0.006896111,0.009845278
2015-12-25 23:00:00,1.324779167,-0.004310278,-0.202500833,-0.004310278,-0.000000000,-0.042615556,1.324779167,-0.018680556,-0.001414722
2015-12-25 22:00:00,1.177357500,-0.004297778,-0.184388611,-0.004297778,-0.000000000,-0.046820278,1.177357500,-0.001243333,0.005824444
2015-12-25 21:00:00,1.182322778,-0.004288889,-0.193793056,-0.004288889,-0.000000000,-0.039973056,1.182322778,-0.024560278,-0.001491389
2015-12-25 20:00:00,1.233831111,-0.004261944,-0.250905556,-0.004261944,-0.000000000,-0.049166111,1.233831111,-0.001378333,0.004526111
2015-12-25 19:00:00,1.259300556,-0.004332500,-0.300065833,-0.004332500,-0.000000000,-0.039657778,1.259300556,-0.001498889,0.001444722
2015-12-25 18:00:00,1.250057778,0.035644167,-0.307150278,0.035644167,-0.000000000,-0.044445833,1.250057778,-0.024740000,-0.002969167
2015-12-25 17:00:00,0.870838056,0.436956111,-0.335025833,0.436956111,-0.000000000,-0.035066389,0.870838056,-0.002521111,0.004633056
2015-12-25 16:00:00,0.919783333,0.406173611,-0.333672222,0.406173611,-0.000000000,-0.048542500,0.919783333,-0.006449444,-0.005933056
2015-12-25 15:00:00,-1.220716667,2.734457222,-0.287757500,2.734457222,-0.000000000,-0.033217778,-1.220716667,-0.026381944,0.004072222
2015-12-25 14:00:00,-2.043478611,3.462054167,-0.192678889,3.462054167,-0.000000000,-0.037445278,-2.043478611,-0.008566944,0.004810556
2015-12-25 13:00:00,0.544755000,0.654975278,-0.196044444,0.654975278,-0.000000000,-0.032621111,0.544755000,-0.025050556,0.000618889
2015-12-25 12:00:00,-0.315889444,1.550184444,-0.206218611,1.550184444,-0.000000000,-0.039732222,-0.315889444,-0.004861111,0.006214722
2015-12-25 11:00:00,0.655036389,0.552908056,-0.200533056,0.552908056,-0.000000000,-0.043424444,0.655036389,-0.002328056,-0.001180833
2015-12-25 10:00:00,0.937040556,0.294019167,-0.218829722,0.294019167,-0.000000000,-0.039014722,0.937040556,-0.024415000,0.008538611
2015-12-25 09:00:00,1.314723333,0.038028333,-0.225986667,0.038028333,-0.000000000,-0.041279722,1.314723333,-0.001201667,0.001282222
2015-12-25 08:00:00,1.358490556,-0.004290000,-0.226268333,-0.004290000,-0.000000000,-0.039967222,1.358490556,-0.001215833,0.002072500
2015-12-25 07:00:00,1.548212778,-0.004266389,-0.236742222,-0.004266389,-0.000000000,-0.049819167,1.548212778,-0.023697778,0.005793333
2015-12-25 06:00:00,1.217310833,-0.004305000,-0.233471111,-0.004305000,-0.000000000,-0.039582778,1.217310833,-0.001601111,-0.002071944
2015-12-25 05:00:00,1.247376389,-0.004321667,-0.184599167,-0.004321667,-0.000000000,-0.048200833,1.247376389,-0.006092222,0.007156389
2015-12-25 04:00:00,1.221155833,-0.004282500,-0.181614167,-0.004282500,-0.000000000,-0.043938056,1.221155833,-0.020685556,0.003226667
2015-12-25 03:00:00,1.188515556,-0.004261111,-0.170301389,-0.004261111,-0.000000000,-0.040093333,1.188515556,-0.001133056,0.003693889
2015-12-25 02:00:00,1.306209444,-0.004235556,-0.167567222,-0.004235556,-0.000000000,-0.047605556,1.306209444,-0.024159444,0.006748611
2015-12-25 01:00:00,1.186498611,-0.004236111,-0.196133056,-0.004236111,-0.000000000,-0.035753056,1.186498611,-0.001209722,-0.003407222
2015-12-25 00:00:00,1.296576944,-0.004271389,-0.181502222,-0.004271389,-0.000000000,-0.047769444,1.296576944,-0.001026667,0.004779167
2015-12-24 23:00:00,1.200582500,-0.004252222,-0.202511667,-0.004252222,-0.000000000,-0.039910000,1.200582500,-0.024820833,0.006093611
2015-12-24 22:00:00,1.165663611,-0.004251667,-0.190781944,-0.004251667,-0.000000000,-0.049166667,1.165663611,-0.001299444,0.000521667
2015-12-24 21:00:00,1.077892500,-0.004220278,-0.198479444,-0.004220278,-0.000000000,-0.039394722,1.077892500,-0.024997500,0.006934444
2015-12-24 20:00:00,1.068594444,-0.004222500,-0.197474444,-0.004222500,-0.000000000,-0.048589722,1.068594444,-0.001414444,-0.000051944
2015-12-24 19:00:00,1.160701389,-0.004257222,-0.185256111,-0.004257222,-0.000000000,-0.039486389,1.160701389,-0.001095000,0.007958611
2015-12-24 18:00:00,1.187805000,0.005832500,-0.207403611,0.005832500,-0.000000000,-0.047817778,1.187805000,-0.024608889,0.006834722
2015-12-24 17:00:00,0.887579444,0.321388056,-0.239605000,0.321388056,-0.000000000,-0.039919167,0.887579444,-0.001687500,-0.001350000
2015-12-24 16:00:00,0.045896944,1.231327222,-0.250570278,1.231327222,-0.000000000,-0.034265000,0.045896944,-0.027331667,0.007869167
2015-12-24 15:00:00,-1.830526389,3.104567500,-0.215865556,3.104567500,-0.000000000,-0.035061667,-1.830526389,-0.008563889,-0.003540556
2015-12-24 14:00:00,-2.396882500,3.693668611,-0.211239167,3.693668611,-0.000000000,-0.033545000,-2.396882500,-0.008954167,0.007421389
2015-12-24 13:00:00,-2.662159722,3.977343056,-0.203296667,3.977343056,-0.000000000,-0.035739444,-2.662159722,-0.032207500,0.005889444
2015-12-24 12:00:00,-2.361873333,3.684543056,-0.231273056,3.684543056,-0.000000000,-0.030457222,-2.361873333,-0.009219722,-0.000913333
2015-12-24 11:00:00,-1.404550000,2.991165833,-0.391086111,2.991165833,-0.000000000,-0.035918333,-1.404550000,-0.030200556,0.004619722
2015-12-24 10:00:00,-0.606627222,2.130354722,-0.447309722,2.130354722,-0.000000000,-0.033120000,-0.606627222,-0.006145833,-0.002316111
2015-12-24 09:00:00,1.087531111,0.313315278,-0.331194722,0.313315278,-0.000000000,-0.048554444,1.087531111,-0.002283333,0.003252500
2015-12-24 08:00:00,1.449056389,-0.004406111,-0.336945833,-0.004406111,-0.000000000,-0.039885000,1.449056389,-0.024484722,-0.001458889
2015-12-24 07:00:00,1.477301667,-0.004242500,-0.343400556,-0.004242500,-0.000000000,-0.049602222,1.477301667,-0.001534444,-0.001000556
2015-12-24 06:00:00,1.371427500,-0.004258056,-0.323145833,-0.004258056,-0.000000000,-0.040088056,1.371427500,-0.006610556,0.002896944
2015-12-24 05:00:00,1.454195278,-0.004249444,-0.197749444,-0.004249444,-0.000000000,-0.046837778,1.454195278,-0.018929167,-0.002552500
2015-12-24 04:00:00,0.964617500,-0.004305000,-0.194700556,-0.004305000,-0.000000000,-0.041353056,0.964617500,-0.001681667,0.008050556
2015-12-24 03:00:00,1.253728889,-0.004320278,-0.176905278,-0.004320278,-0.000000000,-0.042071111,1.253728889,-0.024882222,0.001941111
2015-12-24 02:00:00,1.259692222,-0.004253611,-0.173907778,-0.004253611,-0.000000000,-0.048005278,1.259692222,-0.000906389,0.004153056
