"Date & Time","use [kW]","gen [kW]","Solar [kW]","Solar+ [kW]","Grid [kW]"
2015-12-23 14:00:00,72.796692222,2.840073056,2.840073056,2.840073056,69.956619167
2015-12-23 13:00:00,74.469158056,3.108188611,3.108188611,3.108188611,71.360969444
2015-12-23 12:00:00,75.060608889,2.373091111,2.373091111,2.373091111,72.687517778
2015-12-23 11:00:00,80.284923056,0.337883889,0.337883889,0.337883889,79.947039167
2015-12-23 10:00:00,83.757631111,0.091897778,0.091897778,0.091991111,83.665733333
2015-12-23 09:00:00,87.341789167,-0.011282778,-0.011282778,0.000050278,87.353071944
2015-12-23 08:00:00,130.603176944,-0.001178333,-0.001178333,-0.000000000,130.604355278
2015-12-23 07:00:00,119.616771667,-0.001218611,-0.001218611,-0.000000000,119.617990278
2015-12-23 06:00:00,97.834388611,-0.001251944,-0.001251944,-0.000000000,97.835640556
2015-12-23 05:00:00,88.891621667,-0.001221667,-0.001221667,-0.000000000,88.892843333
2015-12-23 04:00:00,90.453937222,-0.001265833,-0.001265833,-0.000000000,90.455203056
2015-12-23 03:00:00,91.826542222,-0.001252778,-0.001252778,-0.000000000,91.827795000
2015-12-23 02:00:00,85.137138333,-0.001229722,-0.001229722,-0.000000000,85.138368056
2015-12-23 01:00:00,76.748984722,-0.001235833,-0.001235833,-0.000000000,76.750220556
2015-12-23 00:00:00,77.346294444,-0.001185000,-0.001185000,-0.000000000,77.347479444
2015-12-22 23:00:00,74.546436667,-0.001212778,-0.001212778,-0.000000000,74.547649444
2015-12-22 22:00:00,73.673022778,-0.001210000,-0.001210000,-0.000000000,73.674232778
2015-12-22 21:00:00,84.433131667,-0.001187500,-0.001187500,-0.000000000,84.434319167
2015-12-22 20:00:00,91.324991944,-0.001181389,-0.001181389,-0.000000000,91.326173333
2015-12-22 19:00:00,88.900884722,-0.001182222,-0.001182222,-0.000000000,88.902066944
2015-12-22 18:00:00,76.340291944,-0.012770278,-0.012770278,0.009052778,76.353062222
2015-12-22 17:00:00,80.197995278,0.203582778,0.203582778,0.203582778,79.994412500
2015-12-22 16:00:00,99.616896111,1.723849444,1.723849444,1.723849444,97.893046667
2015-12-22 15:00:00,136.961030556,2.729515833,2.729515833,2.729515833,134.231514722
2015-12-22 14:00:00,142.450969167,1.943822778,1.943822778,1.943822778,140.507146389
2015-12-22 13:00:00,134.937458889,1.550452500,1.550452500,1.550452500,133.387006389
2015-12-22 12:00:00,131.026257222,1.307341111,1.307341111,1.307341111,129.718916111
2015-12-22 11:00:00,132.152662778,0.824492500,0.824492500,0.824492500,131.328170278
2015-12-22 10:00:00,134.750952500,0.395391389,0.395391389,0.395391389,134.355561111
2015-12-22 09:00:00,141.545039444,-0.014665833,-0.014665833,0.000653333,141.559705278
2015-12-22 08:00:00,139.188930833,-0.001188333,-0.001188333,-0.000000000,139.190119167
2015-12-22 07:00:00,128.551645000,-0.001229167,-0.001229167,-0.000000000,128.552874167
2015-12-22 06:00:00,106.742476667,-0.001225000,-0.001225000,-0.000000000,106.743701667
2015-12-22 05:00:00,96.315730278,-0.001191389,-0.001191389,-0.000000000,96.316921667
2015-12-22 04:00:00,103.832050833,-0.001265278,-0.001265278,-0.000000000,103.833316111
2015-12-22 03:00:00,102.008331111,-0.001239167,-0.001239167,-0.000000000,102.009570278
2015-12-22 02:00:00,93.502276111,-0.001224167,-0.001224167,-0.000000000,93.503500278
2015-12-22 01:00:00,87.243123611,-0.001216667,-0.001216667,-0.000000000,87.244340278
2015-12-22 00:00:00,86.860595278,-0.001207500,-0.001207500,-0.000000000,86.861802778
2015-12-21 23:00:00,86.225177778,-0.001228889,-0.001228889,-0.000000000,86.226406667
2015-12-21 22:00:00,84.224088333,-0.001241944,-0.001241944,-0.000000000,84.225330278
2015-12-21 21:00:00,83.021418889,-0.001202222,-0.001202222,-0.000000000,83.022621111
2015-12-21 20:00:00,84.180037500,-0.001198611,-0.001198611,-0.000000000,84.181236111
2015-12-21 19:00:00,83.713235000,-0.001219444,-0.001219444,-0.000000000,83.714454444
2015-12-21 18:00:00,76.562495556,0.040946111,0.040946111,0.061642778,76.521549444
2015-12-21 17:00:00,82.687275556,0.677780556,0.677780556,0.677780556,82.009495000
2015-12-21 16:00:00,100.310057222,1.052721667,1.052721667,1.052721667,99.257335556
2015-12-21 15:00:00,138.381776944,1.256180833,1.256180833,1.256180833,137.125596111
2015-12-21 14:00:00,138.854010556,1.539749167,1.539749167,1.539749167,137.314261389
2015-12-21 13:00:00,139.054360278,1.478422778,1.478422778,1.478422778,137.575937500
2015-12-21 12:00:00,140.302690556,1.255431111,1.255431111,1.255431111,139.047259444
2015-12-21 11:00:00,137.422295278,0.885610278,0.885610278,0.885610278,136.536685000
2015-12-21 10:00:00,139.920962500,0.272749722,0.272749722,0.272749722,139.648212778
2015-12-21 09:00:00,142.757843333,0.002083889,0.002083889,0.010715000,142.755759444
2015-12-21 08:00:00,147.470557222,-0.001185278,-0.001185278,-0.000000000,147.471742500
2015-12-21 07:00:00,125.995801389,-0.001203611,-0.001203611,-0.000000000,125.997005000
2015-12-21 06:00:00,106.685368333,-0.001266111,-0.001266111,-0.000000000,106.686634444
2015-12-21 05:00:00,99.552611944,-0.001258333,-0.001258333,-0.000000000,99.553870278
2015-12-21 04:00:00,99.271106111,-0.001228611,-0.001228611,-0.000000000,99.272334722
2015-12-21 03:00:00,97.147562222,-0.001290833,-0.001290833,-0.000000000,97.148853056
2015-12-21 02:00:00,91.468065278,-0.001297500,-0.001297500,-0.000000000,91.469362778
2015-12-21 01:00:00,80.057515556,-0.001265278,-0.001265278,-0.000000000,80.058780833
2015-12-21 00:00:00,78.610871944,-0.001247500,-0.001247500,-0.000000000,78.612119444
2015-12-20 23:00:00,87.266939167,-0.001235000,-0.001235000,-0.000000000,87.268174167
2015-12-20 22:00:00,81.862498889,-0.001258611,-0.001258611,-0.000000000,81.863757500
2015-12-20 21:00:00,77.471680278,-0.001258333,-0.001258333,-0.000000000,77.472938611
2015-12-20 20:00:00,75.424050278,-0.001256944,-0.001256944,-0.000000000,75.425307222
2015-12-20 19:00:00,76.207114167,-0.001272778,-0.001272778,-0.000000000,76.208386944
2015-12-20 18:00:00,69.213496944,-0.013636389,-0.013636389,0.003417778,69.227133333
2015-12-20 17:00:00,64.468082778,0.020885278,0.020885278,0.021255556,64.447197500
2015-12-20 16:00:00,66.109012222,0.105448611,0.105448611,0.105448611,66.003563611
2015-12-20 15:00:00,64.534674167,0.221328333,0.221328333,0.221328333,64.313345833
2015-12-20 14:00:00,70.810154722,0.834698889,0.834698889,0.834698889,69.975455833
2015-12-20 13:00:00,99.386076389,0.792203889,0.792203889,0.792203889,98.593872500
2015-12-20 12:00:00,105.337153056,0.829931944,0.829931944,0.829931944,104.507221111
2015-12-20 11:00:00,105.598347778,0.863767222,0.863767222,0.863767222,104.734580556
2015-12-20 10:00:00,115.329471389,0.242541389,0.242541389,0.243819167,115.086930000
2015-12-20 09:00:00,105.828268056,-0.010249444,-0.010249444,0.000002778,105.838517500
2015-12-20 08:00:00,103.920270833,-0.001100000,-0.001100000,-0.000000000,103.921370833
2015-12-20 07:00:00,84.937748056,-0.001247222,-0.001247222,-0.000000000,84.938995278
2015-12-20 06:00:00,89.231141111,-0.001275833,-0.001275833,-0.000000000,89.232416944
2015-12-20 05:00:00,86.383075000,-0.001280000,-0.001280000,-0.000000000,86.384355000
2015-12-20 04:00:00,88.081695278,-0.001252222,-0.001252222,-0.000000000,88.082947500
2015-12-20 03:00:00,83.825360278,-0.001260556,-0.001260556,-0.000000000,83.826620833
2015-12-20 02:00:00,80.151244167,-0.001265278,-0.001265278,-0.000000000,80.152509444
2015-12-20 01:00:00,77.609933889,-0.001239444,-0.001239444,-0.000000000,77.611173333
2015-12-20 00:00:00,78.393637778,-0.001220556,-0.001220556,-0.000000000,78.394858333
2015-12-19 23:00:00,75.978690556,-0.001192500,-0.001192500,-0.000000000,75.979883056
2015-12-19 22:00:00,83.584018333,-0.001199722,-0.001199722,-0.000000000,83.585218056
2015-12-19 21:00:00,87.017556944,-0.001210278,-0.001210278,-0.000000000,87.018767222
2015-12-19 20:00:00,87.214399167,-0.001196944,-0.001196944,-0.000000000,87.215596111
2015-12-19 19:00:00,85.664330278,-0.001234444,-0.001234444,-0.000000000,85.665564722
2015-12-19 18:00:00,77.590896667,0.021306944,0.021306944,0.046902778,77.569589722
2015-12-19 17:00:00,73.372973889,0.678209444,0.678209444,0.678209444,72.694764444
2015-12-19 16:00:00,75.466448333,0.858563333,0.858563333,0.858563333,74.607885000
2015-12-19 15:00:00,82.166122778,0.431458333,0.431458333,0.431458333,81.734664444
2015-12-19 14:00:00,81.148940833,0.505631389,0.505631389,0.505631389,80.643309444
2015-12-19 13:00:00,79.303198333,0.059528889,0.059528889,0.059548611,79.243669444
2015-12-19 12:00:00,80.556859444,0.019890556,0.019890556,0.020059722,80.536968889
2015-12-19 11:00:00,81.810275556,-0.010420000,-0.010420000,0.000216389,81.820695556
2015-12-19 10:00:00,85.152664722,-0.032001944,-0.032001944,0.000001667,85.184666667
2015-12-19 09:00:00,84.150662778,-0.001864444,-0.001864444,-0.000000000,84.152527222
2015-12-19 08:00:00,90.641345556,-0.001219167,-0.001219167,-0.000000000,90.642564722
2015-12-19 07:00:00,83.651681667,-0.001264444,-0.001264444,-0.000000000,83.652946111
2015-12-19 06:00:00,78.700327222,-0.001287222,-0.001287222,-0.000000000,78.701614444
2015-12-19 05:00:00,79.602808333,-0.001273611,-0.001273611,-0.000000000,79.604081944
2015-12-19 04:00:00,83.617592500,-0.001251389,-0.001251389,-0.000000000,83.618843889
2015-12-19 03:00:00,83.344776389,-0.001254722,-0.001254722,-0.000000000,83.346031111
