"Date & Time","use [kW]","gen [kW]","Grid [kW]","Solar [kW]"
2015-12-31 23:00:00,1.249334444,-0.007916667,1.257251111,-0.007916667
2015-12-31 22:00:00,1.368885000,-0.008187778,1.377072778,-0.008187778
2015-12-31 21:00:00,4.506204444,-0.011959167,4.518163611,-0.011959167
2015-12-31 20:00:00,2.546248889,-0.009261389,2.555510278,-0.009261389
2015-12-31 19:00:00,2.003457500,-0.008760833,2.012218333,-0.008760833
2015-12-31 18:00:00,3.166010833,0.031617500,3.134393333,0.031617500
2015-12-31 17:00:00,3.122244444,1.972043611,1.150200833,1.972043611
2015-12-31 16:00:00,5.020036389,4.515135000,0.504901389,4.515135000
2015-12-31 15:00:00,3.094827222,5.464938611,-2.370111389,5.464938611
2015-12-31 14:00:00,2.720849444,5.690112778,-2.969263333,5.690112778
2015-12-31 13:00:00,1.999217500,4.185568056,-2.186350556,4.185568056
2015-12-31 12:00:00,2.229759167,3.972971667,-1.743212500,3.972971667
2015-12-31 11:00:00,2.360044722,1.942120556,0.417924167,1.942120556
2015-12-31 10:00:00,2.441735833,0.598533889,1.843201944,0.598533889
2015-12-31 09:00:00,2.015926944,0.022951389,1.992975556,0.022951389
2015-12-31 08:00:00,2.149835556,-0.009420000,2.159255556,-0.009420000
2015-12-31 07:00:00,1.185013611,-0.008101944,1.193115556,-0.008101944
2015-12-31 06:00:00,0.891908333,-0.007545556,0.899453889,-0.007545556
2015-12-31 05:00:00,0.886519722,-0.007304167,0.893823889,-0.007304167
2015-12-31 04:00:00,0.866797222,-0.007185833,0.873983056,-0.007185833
2015-12-31 03:00:00,1.018230278,-0.007623889,1.025854167,-0.007623889
2015-12-31 02:00:00,0.909909444,-0.007256667,0.917166111,-0.007256667
2015-12-31 01:00:00,0.883302500,-0.007235556,0.890538056,-0.007235556
2015-12-31 00:00:00,0.915015556,-0.007402500,0.922418056,-0.007402500
2015-12-30 23:00:00,1.054953611,-0.007644444,1.062598056,-0.007644444
2015-12-30 22:00:00,1.050566389,-0.007582222,1.058148611,-0.007582222
2015-12-30 21:00:00,1.085221667,-0.007483333,1.092705000,-0.007483333
2015-12-30 20:00:00,1.103981667,-0.007482222,1.111463889,-0.007482222
2015-12-30 19:00:00,1.163649722,-0.007550833,1.171200556,-0.007550833
2015-12-30 18:00:00,1.179366944,0.097590833,1.081776111,0.097590833
2015-12-30 17:00:00,1.247082778,1.982392500,-0.735309722,1.982392500
2015-12-30 16:00:00,1.060972500,4.663688611,-3.602716111,4.663688611
2015-12-30 15:00:00,1.291067500,5.516869722,-4.225802222,5.516869722
2015-12-30 14:00:00,1.772596667,5.744503611,-3.971906944,5.744503611
2015-12-30 13:00:00,1.489178056,4.831940278,-3.342762222,4.831940278
2015-12-30 12:00:00,2.398746667,3.729981111,-1.331234444,3.729981111
2015-12-30 11:00:00,3.335721667,1.912590833,1.423130833,1.912590833
2015-12-30 10:00:00,3.656195278,0.753775833,2.902419444,0.753775833
2015-12-30 09:00:00,4.233565556,0.031789444,4.201776111,0.031789444
2015-12-30 08:00:00,1.163048333,-0.007892500,1.170940833,-0.007892500
2015-12-30 07:00:00,0.911584444,-0.007328889,0.918913333,-0.007328889
2015-12-30 06:00:00,0.955172222,-0.007476111,0.962648333,-0.007476111
2015-12-30 05:00:00,0.989405278,-0.007421111,0.996826389,-0.007421111
2015-12-30 04:00:00,1.060466389,-0.007618056,1.068084444,-0.007618056
2015-12-30 03:00:00,1.074850556,-0.007381667,1.082232222,-0.007381667
2015-12-30 02:00:00,1.001003056,-0.007235278,1.008238333,-0.007235278
2015-12-30 01:00:00,1.004382778,-0.007478889,1.011861667,-0.007478889
2015-12-30 00:00:00,1.069569444,-0.007450278,1.077019722,-0.007450278
2015-12-29 23:00:00,1.241413333,-0.007923333,1.249336667,-0.007923333
2015-12-29 22:00:00,1.618592222,-0.008684167,1.627276389,-0.008684167
2015-12-29 21:00:00,1.792053611,-0.008756667,1.800810278,-0.008756667
2015-12-29 20:00:00,0.842526111,-0.007069722,0.849595833,-0.007069722
2015-12-29 19:00:00,0.828883611,-0.007054167,0.835937778,-0.007054167
2015-12-29 18:00:00,0.840847500,0.083338333,0.757509167,0.083338333
2015-12-29 17:00:00,0.876882500,2.261462500,-1.384580000,2.261462500
2015-12-29 16:00:00,0.968086389,4.648497778,-3.680411389,4.648497778
2015-12-29 15:00:00,0.985890000,5.617599444,-4.631709444,5.617599444
2015-12-29 14:00:00,0.931048611,5.744842222,-4.813793611,5.744842222
2015-12-29 13:00:00,0.865598611,4.679585833,-3.813987222,4.679585833
2015-12-29 12:00:00,0.857929722,3.390648889,-2.532719167,3.390648889
2015-12-29 11:00:00,0.881461667,2.682295000,-1.800833333,2.682295000
2015-12-29 10:00:00,0.846372222,0.638871667,0.207500556,0.638871667
2015-12-29 09:00:00,0.874177500,0.028183333,0.845994167,0.028183333
2015-12-29 08:00:00,0.890171111,-0.007588611,0.897759722,-0.007588611
2015-12-29 07:00:00,0.822604444,-0.007411389,0.830015833,-0.007411389
2015-12-29 06:00:00,0.801613333,-0.007368889,0.808982222,-0.007368889
2015-12-29 05:00:00,0.809115833,-0.007150833,0.816266667,-0.007150833
2015-12-29 04:00:00,0.845859722,-0.007320833,0.853180556,-0.007320833
2015-12-29 03:00:00,0.853947778,-0.007420833,0.861368611,-0.007420833
2015-12-29 02:00:00,0.907111944,-0.007502778,0.914614722,-0.007502778
2015-12-29 01:00:00,0.984184167,-0.007643889,0.991828056,-0.007643889
2015-12-29 00:00:00,0.868299722,-0.007629722,0.875929444,-0.007629722
2015-12-28 23:00:00,0.853825833,-0.007510278,0.861336111,-0.007510278
2015-12-28 22:00:00,0.846642500,-0.007419444,0.854061944,-0.007419444
2015-12-28 21:00:00,0.882651944,-0.007475833,0.890127778,-0.007475833
2015-12-28 20:00:00,0.873939722,-0.007478611,0.881418333,-0.007478611
2015-12-28 19:00:00,0.844193889,-0.007265556,0.851459444,-0.007265556
2015-12-28 18:00:00,0.835256944,0.004325556,0.830931389,0.004325556
2015-12-28 17:00:00,0.866558056,1.671656667,-0.805098611,1.671656667
2015-12-28 16:00:00,0.895978611,3.441221111,-2.545242500,3.441221111
2015-12-28 15:00:00,0.938107222,5.568895556,-4.630788333,5.568895556
2015-12-28 14:00:00,0.953408611,5.755020556,-4.801611944,5.755020556
2015-12-28 13:00:00,0.906528333,4.882653056,-3.976124722,4.882653056
2015-12-28 12:00:00,0.897613333,3.922281111,-3.024667778,3.922281111
2015-12-28 11:00:00,0.867886389,2.289419722,-1.421533333,2.289419722
2015-12-28 10:00:00,0.844647500,0.620089167,0.224558333,0.620089167
2015-12-28 09:00:00,0.873894444,0.032939444,0.840955000,0.032939444
2015-12-28 08:00:00,0.851716944,-0.007671667,0.859388611,-0.007671667
2015-12-28 07:00:00,0.806050833,-0.007442222,0.813493056,-0.007442222
2015-12-28 06:00:00,0.825416944,-0.007473889,0.832890833,-0.007473889
2015-12-28 05:00:00,0.845011944,-0.007564167,0.852576111,-0.007564167
2015-12-28 04:00:00,0.845425000,-0.007497222,0.852922222,-0.007497222
2015-12-28 03:00:00,0.856338333,-0.007458611,0.863796944,-0.007458611
2015-12-28 02:00:00,0.842980556,-0.007444167,0.850424722,-0.007444167
2015-12-28 01:00:00,0.817777500,-0.007276111,0.825053611,-0.007276111
2015-12-28 00:00:00,0.837511667,-0.007471667,0.844983333,-0.007471667
2015-12-27 23:00:00,1.002537222,-0.007750556,1.010287778,-0.007750556
2015-12-27 22:00:00,0.930308611,-0.007421944,0.937730556,-0.007421944
2015-12-27 21:00:00,0.889355833,-0.007565833,0.896921667,-0.007565833
2015-12-27 20:00:00,0.886325278,-0.007485000,0.893810278,-0.007485000
2015-12-27 19:00:00,0.844885556,-0.007211389,0.852096944,-0.007211389
2015-12-27 18:00:00,0.846303056,0.068457500,0.777845556,0.068457500
2015-12-27 17:00:00,0.871645556,2.319268889,-1.447623333,2.319268889
2015-12-27 16:00:00,0.940361667,4.617081111,-3.676719444,4.617081111
2015-12-27 15:00:00,0.942490833,4.335930278,-3.393439444,4.335930278
2015-12-27 14:00:00,0.917146111,1.767680833,-0.850534722,1.767680833
2015-12-27 13:00:00,0.860189444,0.615132222,0.245057222,0.615132222
2015-12-27 12:00:00,0.842193889,0.348037222,0.494156667,0.348037222
2015-12-27 11:00:00,0.845903333,0.168538333,0.677365000,0.168538333
2015-12-27 10:00:00,0.843071944,0.010317778,0.832754167,0.010317778
2015-12-27 09:00:00,0.872513611,-0.007770000,0.880283611,-0.007770000
2015-12-27 08:00:00,0.858685000,-0.007604444,0.866289444,-0.007604444
2015-12-27 07:00:00,0.806335556,-0.007416667,0.813752222,-0.007416667
2015-12-27 06:00:00,0.824906667,-0.007440556,0.832347222,-0.007440556
2015-12-27 05:00:00,0.843270556,-0.007492500,0.850763056,-0.007492500
2015-12-27 04:00:00,0.850098889,-0.007412778,0.857511667,-0.007412778
2015-12-27 03:00:00,0.843854722,-0.007405000,0.851259722,-0.007405000
2015-12-27 02:00:00,0.853156389,-0.007365833,0.860522222,-0.007365833
2015-12-27 01:00:00,0.840567500,-0.007358056,0.847925556,-0.007358056
2015-12-27 00:00:00,0.850518333,-0.007522500,0.858040833,-0.007522500
2015-12-26 23:00:00,0.856691944,-0.007392778,0.864084722,-0.007392778
2015-12-26 22:00:00,0.870865556,-0.007442222,0.878307778,-0.007442222
2015-12-26 21:00:00,0.906668889,-0.007417778,0.914086667,-0.007417778
2015-12-26 20:00:00,0.962988333,-0.007571111,0.970559444,-0.007571111
2015-12-26 19:00:00,0.922339167,-0.007257778,0.929596944,-0.007257778
2015-12-26 18:00:00,0.847678889,-0.009173889,0.856852778,-0.009173889
2015-12-26 17:00:00,0.847283611,0.112649167,0.734634444,0.112649167
2015-12-26 16:00:00,0.897872778,0.269970833,0.627901944,0.269970833
