"Date & Time","use [kW]","gen [kW]","Power from Grid [kW]","Grid [kW]","Grid+ [kW]","Solar [kW]","Solar+ [kW]","Voltage CT1 [V]","Voltage CT2 [V]","Voltage CT3 [V]"
2015-12-30 10:00:00,48.058963611,13.177875833,34.881087778,34.881087778,34.881087778,13.177875833,13.177875833,-0.000000000,-0.000000000,-0.000000000
2015-12-30 09:00:00,50.266295278,0.560047222,49.339945833,49.339945833,49.339945833,0.560047222,0.926349444,-0.000000000,-0.000000000,-0.000000000
2015-12-30 08:00:00,51.251223611,-0.452504167,51.251223611,51.251223611,51.251223611,-0.452504167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 07:00:00,22.779519722,-0.460935556,22.779519722,22.779519722,22.779519722,-0.460935556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 06:00:00,21.358523889,-0.469660278,21.358523889,21.358523889,21.358523889,-0.469660278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 05:00:00,20.907274722,-0.471257222,20.907274722,20.907274722,20.907274722,-0.471257222,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 04:00:00,21.038985833,-0.479286944,21.038985833,21.038985833,21.038985833,-0.479286944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 03:00:00,21.121811667,-0.487408056,21.121811667,21.121811667,21.121811667,-0.487408056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 02:00:00,21.078957500,-0.482507778,21.078957500,21.078957500,21.078957500,-0.482507778,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 01:00:00,21.062898611,-0.475835556,21.062898611,21.062898611,21.062898611,-0.475835556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-30 00:00:00,20.782594722,-0.483920833,20.782594722,20.782594722,20.782594722,-0.483920833,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 23:00:00,36.442855278,-0.469465556,36.442855278,36.442855278,36.442855278,-0.469465556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 22:00:00,49.523380556,-0.462672500,49.523380556,49.523380556,49.523380556,-0.462672500,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 21:00:00,52.080420278,-0.460070000,52.080420278,52.080420278,52.080420278,-0.460070000,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 20:00:00,51.653010000,-0.455490833,51.653010000,51.653010000,51.653010000,-0.455490833,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 19:00:00,52.427539722,-0.524903056,52.427539722,52.427539722,52.427539722,-0.524903056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 18:00:00,51.871203333,6.171440000,45.550223889,45.550223889,45.550223889,6.171440000,6.320979444,-0.000000000,-0.000000000,-0.000000000
2015-12-29 17:00:00,46.416778333,31.897130833,15.245892778,14.519647500,15.245892778,31.897130833,31.897130833,-0.000000000,-0.000000000,-0.000000000
2015-12-29 16:00:00,44.303875278,48.596507778,2.561585556,-4.292632500,2.561585556,48.596507778,48.596507778,-0.000000000,-0.000000000,-0.000000000
2015-12-29 15:00:00,44.691416389,44.518763611,4.058541389,0.172652778,4.058541389,44.518763611,44.518763611,-0.000000000,-0.000000000,-0.000000000
2015-12-29 14:00:00,43.700358889,48.751386111,3.612775556,-5.051027222,3.612775556,48.751386111,48.751386111,-0.000000000,-0.000000000,-0.000000000
2015-12-29 13:00:00,39.282648333,60.397192222,0.559770000,-21.114543889,0.559770000,60.397192222,60.397192222,-0.000000000,-0.000000000,-0.000000000
2015-12-29 12:00:00,35.557259722,52.464197222,0.154885278,-16.906937500,0.154885278,52.464197222,52.464197222,-0.000000000,-0.000000000,-0.000000000
2015-12-29 11:00:00,36.414937778,30.552966389,6.165687222,5.861971389,6.165687222,30.552966389,30.552966389,-0.000000000,-0.000000000,-0.000000000
2015-12-29 10:00:00,35.681478333,25.131059722,13.588237778,10.550418611,13.588237778,25.131059722,25.131059722,-0.000000000,-0.000000000,-0.000000000
2015-12-29 09:00:00,37.350014722,1.212812222,35.816652222,35.816652222,35.816652222,1.212812222,1.533362500,-0.000000000,-0.000000000,-0.000000000
2015-12-29 08:00:00,40.557307222,-0.461920278,40.557307222,40.557307222,40.557307222,-0.461920278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 07:00:00,23.660256944,-0.480076667,23.660256944,23.660256944,23.660256944,-0.480076667,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 06:00:00,21.244233333,-0.483364722,21.244233333,21.244233333,21.244233333,-0.483364722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 05:00:00,20.781928611,-0.482716944,20.781928611,20.781928611,20.781928611,-0.482716944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 04:00:00,20.769168056,-0.481582222,20.769168056,20.769168056,20.769168056,-0.481582222,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 03:00:00,20.846315000,-0.483835000,20.846315000,20.846315000,20.846315000,-0.483835000,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 02:00:00,20.865909444,-0.485076944,20.865909444,20.865909444,20.865909444,-0.485076944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 01:00:00,20.737583611,-0.476904444,20.737583611,20.737583611,20.737583611,-0.476904444,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-29 00:00:00,20.344570833,-0.478689444,20.344570833,20.344570833,20.344570833,-0.478689444,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 23:00:00,45.349539167,-0.463083611,45.349539167,45.349539167,45.349539167,-0.463083611,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 22:00:00,53.759747778,-0.456616389,53.759747778,53.759747778,53.759747778,-0.456616389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 21:00:00,55.030200000,-0.455959167,55.030200000,55.030200000,55.030200000,-0.455959167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 20:00:00,54.805748889,-0.459894722,54.805748889,54.805748889,54.805748889,-0.459894722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 19:00:00,54.739826944,-0.521644167,54.739826944,54.739826944,54.739826944,-0.521644167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 18:00:00,53.693626667,5.944566389,47.606095000,47.606095000,47.606095000,5.944566389,6.087531667,-0.000000000,-0.000000000,-0.000000000
2015-12-28 17:00:00,49.219444722,37.015811111,12.345128889,12.203633611,12.345128889,37.015811111,37.015811111,-0.000000000,-0.000000000,-0.000000000
2015-12-28 16:00:00,47.238570833,57.240878611,1.170340278,-10.002307778,1.170340278,57.240878611,57.240878611,-0.000000000,-0.000000000,-0.000000000
2015-12-28 15:00:00,49.429138056,57.488454444,6.417920000,-8.059316389,6.417920000,57.488454444,57.488454444,-0.000000000,-0.000000000,-0.000000000
2015-12-28 14:00:00,49.418963889,66.111811944,3.581943611,-16.692848056,3.581943611,66.111811944,66.111811944,-0.000000000,-0.000000000,-0.000000000
2015-12-28 13:00:00,46.576338056,75.287391944,0.153309722,-28.711053889,0.153309722,75.287391944,75.287391944,-0.000000000,-0.000000000,-0.000000000
2015-12-28 12:00:00,43.708731944,71.409308333,-0.000000000,-27.700576389,-0.000000000,71.409308333,71.409308333,-0.000000000,-0.000000000,-0.000000000
2015-12-28 11:00:00,41.082165278,57.406692222,-0.000000000,-16.324526944,-0.000000000,57.406692222,57.406692222,-0.000000000,-0.000000000,-0.000000000
2015-12-28 10:00:00,40.605522222,33.549232778,8.693935278,7.056289444,8.693935278,33.549232778,33.549232778,-0.000000000,-0.000000000,-0.000000000
2015-12-28 09:00:00,40.211953056,3.135169167,36.767773056,36.767773056,36.767773056,3.135169167,3.444180000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 08:00:00,44.110864722,-0.465384722,44.110864722,44.110864722,44.110864722,-0.465384722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 07:00:00,24.256944722,-0.462321944,24.256944722,24.256944722,24.256944722,-0.462321944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 06:00:00,23.155416389,-0.469703333,23.155416389,23.155416389,23.155416389,-0.469703333,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 05:00:00,22.849972222,-0.480030278,22.849972222,22.849972222,22.849972222,-0.480030278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 04:00:00,22.810970000,-0.478794444,22.810970000,22.810970000,22.810970000,-0.478794444,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 03:00:00,22.801569444,-0.477956111,22.801569444,22.801569444,22.801569444,-0.477956111,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 02:00:00,22.897772778,-0.481037778,22.897772778,22.897772778,22.897772778,-0.481037778,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 01:00:00,22.895703333,-0.477512222,22.895703333,22.895703333,22.895703333,-0.477512222,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-28 00:00:00,22.580273611,-0.473245278,22.580273611,22.580273611,22.580273611,-0.473245278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 23:00:00,25.707884722,-0.471753333,25.707884722,25.707884722,25.707884722,-0.471753333,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 22:00:00,28.579877500,-0.471159444,28.579877500,28.579877500,28.579877500,-0.471159444,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 21:00:00,26.970621667,-0.468305833,26.970621667,26.970621667,26.970621667,-0.468305833,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 20:00:00,32.071300278,-0.469595278,32.071300278,32.071300278,32.071300278,-0.469595278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 19:00:00,52.335252500,-0.498938056,52.335252500,52.335252500,52.335252500,-0.498938056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 18:00:00,51.544925278,0.966848333,50.413089722,50.413089722,50.413089722,0.966848333,1.131835556,-0.000000000,-0.000000000,-0.000000000
2015-12-27 17:00:00,47.144419722,2.808590278,44.335829444,44.335829444,44.335829444,2.808590278,2.808590278,-0.000000000,-0.000000000,-0.000000000
2015-12-27 16:00:00,45.797552222,5.948119167,39.849433056,39.849433056,39.849433056,5.948119167,5.948119167,-0.000000000,-0.000000000,-0.000000000
2015-12-27 15:00:00,45.187623611,14.770084722,30.417538889,30.417538889,30.417538889,14.770084722,14.770084722,-0.000000000,-0.000000000,-0.000000000
2015-12-27 14:00:00,44.732880278,43.408263889,10.544566944,1.324616389,10.544566944,43.408263889,43.408263889,-0.000000000,-0.000000000,-0.000000000
2015-12-27 13:00:00,19.759014722,74.836359444,0.006789722,-55.077344722,0.006789722,74.836359444,74.836359444,-0.000000000,-0.000000000,-0.000000000
2015-12-27 12:00:00,17.319443056,72.558718333,-0.000000000,-55.239275278,-0.000000000,72.558718333,72.558718333,-0.000000000,-0.000000000,-0.000000000
2015-12-27 11:00:00,17.491619444,54.834401389,-0.000000000,-37.342781944,-0.000000000,54.834401389,54.834401389,-0.000000000,-0.000000000,-0.000000000
2015-12-27 10:00:00,17.992892778,21.213921667,5.643193611,-3.221028889,5.643193611,21.213921667,21.213921667,-0.000000000,-0.000000000,-0.000000000
2015-12-27 09:00:00,24.343297222,0.176337222,23.808730278,23.808730278,23.808730278,0.176337222,0.534566944,-0.000000000,-0.000000000,-0.000000000
2015-12-27 08:00:00,24.177237500,-0.469389722,24.177237500,24.177237500,24.177237500,-0.469389722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 07:00:00,20.844899722,-0.472714722,20.844899722,20.844899722,20.844899722,-0.472714722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 06:00:00,20.745951667,-0.480595278,20.745951667,20.745951667,20.745951667,-0.480595278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 05:00:00,20.337855278,-0.476404167,20.337855278,20.337855278,20.337855278,-0.476404167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 04:00:00,20.207954167,-0.476746389,20.207954167,20.207954167,20.207954167,-0.476746389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 03:00:00,20.164970000,-0.475261944,20.164970000,20.164970000,20.164970000,-0.475261944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 02:00:00,20.042385556,-0.472495556,20.042385556,20.042385556,20.042385556,-0.472495556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 01:00:00,19.875331111,-0.463835556,19.875331111,19.875331111,19.875331111,-0.463835556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-27 00:00:00,19.918979167,-0.471718056,19.918979167,19.918979167,19.918979167,-0.471718056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 23:00:00,24.293023611,-0.470691667,24.293023611,24.293023611,24.293023611,-0.470691667,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 22:00:00,28.470304444,-0.463440833,28.470304444,28.470304444,28.470304444,-0.463440833,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 21:00:00,24.508955278,-0.465603333,24.508955278,24.508955278,24.508955278,-0.465603333,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 20:00:00,27.987738056,-0.464914167,27.987738056,27.987738056,27.987738056,-0.464914167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 19:00:00,53.964046667,-0.447416667,53.964046667,53.964046667,53.964046667,-0.447416667,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 18:00:00,59.401415556,-0.136973333,59.055478889,59.055478889,59.055478889,-0.136973333,0.345936667,-0.000000000,-0.000000000,-0.000000000
2015-12-26 17:00:00,53.133636667,5.296887778,47.836748889,47.836748889,47.836748889,5.296887778,5.296887778,-0.000000000,-0.000000000,-0.000000000
2015-12-26 16:00:00,47.868915278,15.531427778,32.337487500,32.337487500,32.337487500,15.531427778,15.531427778,-0.000000000,-0.000000000,-0.000000000
2015-12-26 15:00:00,43.811410833,18.714387500,25.097023333,25.097023333,25.097023333,18.714387500,18.714387500,-0.000000000,-0.000000000,-0.000000000
2015-12-26 14:00:00,28.046802500,23.192994722,11.606186944,4.853807778,11.606186944,23.192994722,23.192994722,-0.000000000,-0.000000000,-0.000000000
2015-12-26 13:00:00,23.036059444,68.034131667,-0.000000000,-44.998072222,-0.000000000,68.034131667,68.034131667,-0.000000000,-0.000000000,-0.000000000
2015-12-26 12:00:00,22.543118611,39.193433333,-0.000000000,-16.650314722,-0.000000000,39.193433333,39.193433333,-0.000000000,-0.000000000,-0.000000000
2015-12-26 11:00:00,22.433805278,21.989090000,2.490620556,0.444715278,2.490620556,21.989090000,21.989090000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 10:00:00,21.979911667,6.943719444,15.036192222,15.036192222,15.036192222,6.943719444,6.943719444,-0.000000000,-0.000000000,-0.000000000
2015-12-26 09:00:00,23.152103056,0.379870556,22.460027778,22.460027778,22.460027778,0.379870556,0.692075278,-0.000000000,-0.000000000,-0.000000000
2015-12-26 08:00:00,22.746547500,-0.466148889,22.746547500,22.746547500,22.746547500,-0.466148889,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 07:00:00,22.589126111,-0.472282500,22.589126111,22.589126111,22.589126111,-0.472282500,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 06:00:00,22.292165000,-0.477063611,22.292165000,22.292165000,22.292165000,-0.477063611,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 05:00:00,21.731863056,-0.475255556,21.731863056,21.731863056,21.731863056,-0.475255556,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 04:00:00,21.766013056,-0.476931389,21.766013056,21.766013056,21.766013056,-0.476931389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 03:00:00,21.792335556,-0.481676944,21.792335556,21.792335556,21.792335556,-0.481676944,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 02:00:00,21.535973889,-0.473157222,21.535973889,21.535973889,21.535973889,-0.473157222,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 01:00:00,21.407325833,-0.464375278,21.407325833,21.407325833,21.407325833,-0.464375278,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-26 00:00:00,21.732180833,-0.468963889,21.732180833,21.732180833,21.732180833,-0.468963889,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 23:00:00,22.501570556,-0.464225833,22.501570556,22.501570556,22.501570556,-0.464225833,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 22:00:00,27.170096389,-0.464726667,27.170096389,27.170096389,27.170096389,-0.464726667,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 21:00:00,23.316430000,-0.459853889,23.316430000,23.316430000,23.316430000,-0.459853889,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 20:00:00,22.304390278,-0.456408889,22.304390278,22.304390278,22.304390278,-0.456408889,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 19:00:00,25.325673056,-0.503626389,25.325673056,25.325673056,25.325673056,-0.503626389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 18:00:00,27.017367500,4.448665000,22.302408056,22.302408056,22.302408056,4.448665000,4.714959444,-0.000000000,-0.000000000,-0.000000000
2015-12-25 17:00:00,17.247782778,30.499597222,0.958846111,-13.251814444,0.958846111,30.499597222,30.499597222,-0.000000000,-0.000000000,-0.000000000
2015-12-25 16:00:00,16.076731389,42.007973056,0.003220556,-25.931241667,0.003220556,42.007973056,42.007973056,-0.000000000,-0.000000000,-0.000000000
2015-12-25 15:00:00,15.331847500,56.385762778,0.026825833,-41.053915278,0.026825833,56.385762778,56.385762778,-0.000000000,-0.000000000,-0.000000000
2015-12-25 14:00:00,15.218720278,79.535506389,-0.000000000,-64.316786111,-0.000000000,79.535506389,79.535506389,-0.000000000,-0.000000000,-0.000000000
2015-12-25 13:00:00,15.288665278,61.641047500,0.304733889,-46.352382222,0.304733889,61.641047500,61.641047500,-0.000000000,-0.000000000,-0.000000000
2015-12-25 12:00:00,17.751625000,13.187655833,6.207474444,4.563969167,6.207474444,13.187655833,13.187655833,-0.000000000,-0.000000000,-0.000000000
2015-12-25 11:00:00,19.192197222,32.633047778,2.110298333,-13.440850556,2.110298333,32.633047778,32.633047778,-0.000000000,-0.000000000,-0.000000000
2015-12-25 10:00:00,19.170014167,19.635644722,3.252771944,-0.465630556,3.252771944,19.635644722,19.635644722,-0.000000000,-0.000000000,-0.000000000
2015-12-25 09:00:00,23.924532500,-0.110383333,23.597215278,23.597215278,23.597215278,-0.110383333,0.327317222,-0.000000000,-0.000000000,-0.000000000
2015-12-25 08:00:00,25.505859444,-0.455739444,25.505859444,25.505859444,25.505859444,-0.455739444,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 07:00:00,22.105235000,-0.454037500,22.105235000,22.105235000,22.105235000,-0.454037500,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 06:00:00,21.940972778,-0.460092778,21.940972778,21.940972778,21.940972778,-0.460092778,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 05:00:00,21.616783333,-0.466806389,21.616783333,21.616783333,21.616783333,-0.466806389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 04:00:00,21.635256111,-0.468459722,21.635256111,21.635256111,21.635256111,-0.468459722,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 03:00:00,21.770846389,-0.480276389,21.770846389,21.770846389,21.770846389,-0.480276389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 02:00:00,21.681971667,-0.474391667,21.681971667,21.681971667,21.681971667,-0.474391667,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 01:00:00,21.513421667,-0.463588056,21.513421667,21.513421667,21.513421667,-0.463588056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-25 00:00:00,21.590801667,-0.472968889,21.590801667,21.590801667,21.590801667,-0.472968889,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 23:00:00,24.323388889,-0.468793056,24.323388889,24.323388889,24.323388889,-0.468793056,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 22:00:00,25.763312500,-0.465574167,25.763312500,25.763312500,25.763312500,-0.465574167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 21:00:00,27.792110556,-0.461841389,27.792110556,27.792110556,27.792110556,-0.461841389,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 20:00:00,30.756651944,-0.464994167,30.756651944,30.756651944,30.756651944,-0.464994167,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 19:00:00,26.486451667,-0.502247778,26.486451667,26.486451667,26.486451667,-0.502247778,-0.000000000,-0.000000000,-0.000000000,-0.000000000
2015-12-24 18:00:00,25.384670000,5.276926667,19.861038611,19.861038611,19.861038611,5.276926667,5.523631389,-0.000000000,-0.000000000,-0.000000000
2015-12-24 17:00:00,25.776600556,36.955257222,0.692874444,-11.178656667,0.692874444,36.955257222,36.955257222,-0.000000000,-0.000000000,-0.000000000
2015-12-24 16:00:00,24.167100833,58.628408611,0.000230278,-34.461307778,0.000230278,58.628408611,58.628408611,-0.000000000,-0.000000000,-0.000000000
