"Date & Time","use [kW]","gen [kW]","SunTalk Production [kW]","Solar City Production [kW]","Grid [kW]","Solar [kW]","Solar- [kW]","Solar City [kW]","Solar City- [kW]"
2015-12-30 23:00:00,0.680961667,-0.009044444,-0.005093333,-0.003951111,0.671917222,-0.005093333,0.005093333,-0.003951111,0.003951111
2015-12-30 22:00:00,0.662680833,-0.009053889,-0.005091944,-0.003961944,0.653626944,-0.005091944,0.005091944,-0.003961944,0.003961944
2015-12-30 21:00:00,0.713083056,-0.008572222,-0.004680556,-0.003891667,0.704510833,-0.004680556,0.004680556,-0.003891667,0.003891667
2015-12-30 20:00:00,1.042724722,-0.007513889,-0.003552778,-0.003961111,1.035210833,-0.003552778,0.003552778,-0.003961111,0.003961111
2015-12-30 19:00:00,2.225185556,-0.010812500,-0.003061111,-0.007751389,2.214300000,-0.003061111,0.003130833,-0.007751389,0.007754722
2015-12-30 18:00:00,1.632262222,0.017048611,0.020791389,-0.003742778,1.618849722,0.020791389,0.001312500,-0.003742778,0.012100000
2015-12-30 17:00:00,1.722189167,0.496446667,0.410946944,0.085499722,1.722189167,0.410946944,-0.000000000,0.085499722,-0.000000000
2015-12-30 16:00:00,1.224947500,1.587771944,1.388817500,0.198954444,1.224947500,1.388817500,-0.000000000,0.198954444,-0.000000000
2015-12-30 15:00:00,0.831045833,2.065829167,1.805382500,0.260446667,0.831045833,1.805382500,-0.000000000,0.260446667,-0.000000000
2015-12-30 14:00:00,0.742758889,2.485809444,1.874657500,0.611151944,0.742758889,1.874657500,-0.000000000,0.611151944,-0.000000000
2015-12-30 13:00:00,0.945998889,3.009581111,1.882881944,1.126699167,0.945998889,1.882881944,-0.000000000,1.126699167,-0.000000000
2015-12-30 12:00:00,0.585156389,2.505353333,1.502720556,1.002632778,0.585156389,1.502720556,-0.000000000,1.002632778,-0.000000000
2015-12-30 11:00:00,0.685987500,1.681035278,0.973622500,0.707412778,0.685987500,0.973622500,-0.000000000,0.707412778,-0.000000000
2015-12-30 10:00:00,0.640964444,0.486736389,0.188431389,0.298305000,0.640964444,0.188431389,-0.000000000,0.298305000,-0.000000000
2015-12-30 09:00:00,0.576258333,0.019476111,0.013160556,0.006315556,0.570243611,0.013160556,0.002871944,0.006315556,0.003142778
2015-12-30 08:00:00,0.900304722,-0.007494444,-0.003493611,-0.004000833,0.892809167,-0.003493611,0.003494722,-0.004000833,0.004000833
2015-12-30 07:00:00,0.882501667,-0.007962500,-0.004275278,-0.003687222,0.874539167,-0.004275278,0.004275278,-0.003687222,0.003687222
2015-12-30 06:00:00,0.675536667,-0.008325556,-0.004468611,-0.003856944,0.667211111,-0.004468611,0.004468611,-0.003856944,0.003856944
2015-12-30 05:00:00,0.577030278,-0.008712778,-0.004879722,-0.003833056,0.568317500,-0.004879722,0.004879722,-0.003833056,0.003833056
2015-12-30 04:00:00,0.687761111,-0.008560556,-0.004944167,-0.003616389,0.679200556,-0.004944167,0.004944167,-0.003616389,0.003616389
2015-12-30 03:00:00,0.712630833,-0.008503333,-0.004805000,-0.003698333,0.704127500,-0.004805000,0.004805000,-0.003698333,0.003698333
2015-12-30 02:00:00,1.337213611,-0.007781389,-0.005206111,-0.002575278,1.329432222,-0.005206111,0.005206111,-0.002575278,0.002575278
2015-12-30 01:00:00,0.860943333,-0.008441389,-0.004486944,-0.003954444,0.852501944,-0.004486944,0.004486944,-0.003954444,0.003954444
2015-12-30 00:00:00,0.656662222,-0.008675278,-0.004675000,-0.004000278,0.647986944,-0.004675000,0.004675000,-0.004000278,0.004000278
2015-12-29 23:00:00,0.673195556,-0.008199722,-0.004200556,-0.003999167,0.664995833,-0.004200556,0.004200556,-0.003999167,0.003999167
2015-12-29 22:00:00,0.990861944,-0.007715000,-0.003725278,-0.003989722,0.983146944,-0.003725278,0.003725278,-0.003989722,0.003989722
2015-12-29 21:00:00,1.911398056,-0.006144167,-0.001800833,-0.004343333,1.904221389,-0.001800833,0.002833333,-0.004343333,0.004343333
2015-12-29 20:00:00,3.468372222,-0.004236667,0.000640000,-0.004876667,3.461405833,0.000640000,0.002089722,-0.004876667,0.004876667
2015-12-29 19:00:00,1.460488333,-0.010330556,-0.002805833,-0.007524722,1.449948056,-0.002805833,0.003013333,-0.007524722,0.007526944
2015-12-29 18:00:00,0.764944722,0.037610278,0.039226111,-0.001615833,0.752847778,0.039226111,0.001767500,-0.001615833,0.010329444
2015-12-29 17:00:00,0.553171111,0.708264444,0.628979444,0.079285000,0.553168333,0.628979444,-0.000000000,0.079285000,0.000002778
2015-12-29 16:00:00,0.601781389,1.432035278,1.268869444,0.163165833,0.601781389,1.268869444,-0.000000000,0.163165833,-0.000000000
2015-12-29 15:00:00,2.836903611,1.826478611,1.540129722,0.286348889,2.836903611,1.540129722,-0.000000000,0.286348889,-0.000000000
2015-12-29 14:00:00,0.672951944,2.001092500,1.470910556,0.530181944,0.672951944,1.470910556,-0.000000000,0.530181944,-0.000000000
2015-12-29 13:00:00,0.771923889,2.862041111,1.802926389,1.059114722,0.771923889,1.802926389,-0.000000000,1.059114722,-0.000000000
2015-12-29 12:00:00,0.674115000,2.631713333,1.691580000,0.940133333,0.674115000,1.691580000,-0.000000000,0.940133333,-0.000000000
2015-12-29 11:00:00,0.521605000,1.406422222,0.855951667,0.550470556,0.521605000,0.855951667,-0.000000000,0.550470556,-0.000000000
2015-12-29 10:00:00,0.665031111,0.452090833,0.098840000,0.353250833,0.665031111,0.098840000,-0.000000000,0.353250833,-0.000000000
2015-12-29 09:00:00,0.893028056,0.031407778,0.006064722,0.025343056,0.887297222,0.006064722,0.002820833,0.025343056,0.002910000
2015-12-29 08:00:00,0.881294444,-0.007791944,-0.003790833,-0.004001111,0.873502500,-0.003790833,0.003790833,-0.004001111,0.004001111
2015-12-29 07:00:00,0.955053611,-0.007560833,-0.004154444,-0.003406389,0.947492778,-0.004154444,0.004154444,-0.003406389,0.003406389
2015-12-29 06:00:00,0.672883056,-0.008039722,-0.004205833,-0.003833889,0.664843333,-0.004205833,0.004205833,-0.003833889,0.003833889
2015-12-29 05:00:00,0.575383333,-0.008308611,-0.004355278,-0.003953333,0.567074722,-0.004355278,0.004355278,-0.003953333,0.003953333
2015-12-29 04:00:00,0.845555833,-0.007729722,-0.003792500,-0.003937222,0.837826111,-0.003792500,0.003792500,-0.003937222,0.003937222
2015-12-29 03:00:00,0.655425556,-0.008460278,-0.004530278,-0.003930000,0.646965278,-0.004530278,0.004530278,-0.003930000,0.003930000
2015-12-29 02:00:00,1.515871667,-0.007480833,-0.004268611,-0.003212222,1.508390833,-0.004268611,0.004268611,-0.003212222,0.003212222
2015-12-29 01:00:00,0.961349167,-0.008341389,-0.004690000,-0.003651389,0.953007778,-0.004690000,0.004690000,-0.003651389,0.003651389
2015-12-29 00:00:00,0.589958333,-0.008925833,-0.004927500,-0.003998333,0.581032500,-0.004927500,0.004927500,-0.003998333,0.003998333
2015-12-28 23:00:00,0.737934444,-0.008500278,-0.004525556,-0.003974722,0.729434167,-0.004525556,0.004525556,-0.003974722,0.003974722
2015-12-28 22:00:00,0.734615000,-0.008177500,-0.004192500,-0.003985000,0.726437500,-0.004192500,0.004192500,-0.003985000,0.003985000
2015-12-28 21:00:00,0.902005833,-0.007839722,-0.003891111,-0.003948611,0.894166111,-0.003891111,0.003891111,-0.003948611,0.003948611
2015-12-28 20:00:00,0.804118889,-0.007998611,-0.003998611,-0.004000000,0.796120278,-0.003998611,0.003998611,-0.004000000,0.004000000
2015-12-28 19:00:00,0.801235000,-0.010365278,-0.003998333,-0.006366944,0.790869722,-0.003998333,0.003998333,-0.006366944,0.006366944
2015-12-28 18:00:00,0.814180833,-0.016833333,0.000946944,-0.017780278,0.792777778,0.000946944,0.003352222,-0.017780278,0.018050833
2015-12-28 17:00:00,0.819142778,0.515384444,0.428438611,0.086945833,0.819129444,0.428438611,-0.000000000,0.086945833,0.000013333
2015-12-28 16:00:00,0.850623611,0.970403611,0.850793889,0.119609722,0.850623611,0.850793889,-0.000000000,0.119609722,-0.000000000
2015-12-28 15:00:00,1.519280833,1.647818333,1.503983056,0.143835278,1.519280833,1.503983056,-0.000000000,0.143835278,-0.000000000
2015-12-28 14:00:00,1.078703056,2.351553889,1.901952778,0.449601111,1.078703056,1.901952778,-0.000000000,0.449601111,-0.000000000
2015-12-28 13:00:00,1.244368333,2.761177222,1.906446667,0.854730556,1.244368333,1.906446667,-0.000000000,0.854730556,-0.000000000
2015-12-28 12:00:00,2.010219444,2.581483056,1.775929722,0.805553333,2.010219444,1.775929722,-0.000000000,0.805553333,-0.000000000
2015-12-28 11:00:00,1.238025556,2.012211111,1.359906111,0.652305000,1.238025556,1.359906111,-0.000000000,0.652305000,-0.000000000
2015-12-28 10:00:00,0.913879722,0.432451389,0.144934167,0.287517222,0.913879722,0.144934167,-0.000000000,0.287517222,-0.000000000
2015-12-28 09:00:00,0.981219167,0.009746944,0.002127778,0.007619167,0.975484167,0.002127778,0.002970000,0.007619167,0.002765000
2015-12-28 08:00:00,1.011421389,-0.007173056,-0.003171944,-0.004001111,1.004248056,-0.003171944,0.003172222,-0.004001111,0.004001111
2015-12-28 07:00:00,0.811334444,-0.008064722,-0.004149444,-0.003915278,0.803269722,-0.004149444,0.004149444,-0.003915278,0.003915278
2015-12-28 06:00:00,0.648612778,-0.008520278,-0.004590000,-0.003930278,0.640092500,-0.004590000,0.004590000,-0.003930278,0.003930278
2015-12-28 05:00:00,0.644194167,-0.008625833,-0.004685278,-0.003940556,0.635568333,-0.004685278,0.004685278,-0.003940556,0.003940556
2015-12-28 04:00:00,0.636064167,-0.008655000,-0.004688611,-0.003966389,0.627409167,-0.004688611,0.004688611,-0.003966389,0.003966389
2015-12-28 03:00:00,0.738213611,-0.008404167,-0.004411944,-0.003992222,0.729809444,-0.004411944,0.004411944,-0.003992222,0.003992222
2015-12-28 02:00:00,0.552091389,-0.008746667,-0.004752500,-0.003994167,0.543344722,-0.004752500,0.004752500,-0.003994167,0.003994167
2015-12-28 01:00:00,0.602848333,-0.008746389,-0.004779444,-0.003966944,0.594101944,-0.004779444,0.004779444,-0.003966944,0.003966944
2015-12-28 00:00:00,0.665420556,-0.008616944,-0.004617500,-0.003999444,0.656803611,-0.004617500,0.004617500,-0.003999444,0.003999444
2015-12-27 23:00:00,0.766953611,-0.007751389,-0.003751667,-0.003999722,0.759202222,-0.003751667,0.003751667,-0.003999722,0.003999722
2015-12-27 22:00:00,0.824322222,-0.007518056,-0.003516389,-0.004001667,0.816803889,-0.003516389,0.003516667,-0.004001667,0.004001667
2015-12-27 21:00:00,0.871670833,-0.008012778,-0.004015556,-0.003997222,0.863658056,-0.004015556,0.004015556,-0.003997222,0.003997222
2015-12-27 20:00:00,0.831550556,-0.007518333,-0.003518333,-0.004000000,0.824032222,-0.003518333,0.003518333,-0.004000000,0.004000000
2015-12-27 19:00:00,1.412206111,-0.010708889,-0.004066389,-0.006642500,1.401493333,-0.004066389,0.004066389,-0.006642500,0.006646389
2015-12-27 18:00:00,1.218415556,0.045434722,0.063877222,-0.018442500,1.198260278,0.063877222,0.001687222,-0.018442500,0.018468056
2015-12-27 17:00:00,1.691442778,0.702385278,0.695661944,0.006723333,1.691035833,0.695661944,-0.000000000,0.006723333,0.000406944
2015-12-27 16:00:00,2.079329167,1.421702500,1.402020556,0.019681944,2.079270556,1.402020556,-0.000000000,0.019681944,0.000058611
2015-12-27 15:00:00,0.665655000,0.767805000,0.721746944,0.046058056,0.665637778,0.721746944,-0.000000000,0.046058056,0.000017222
2015-12-27 14:00:00,0.908147222,0.736605000,0.345739444,0.390865556,0.908147222,0.345739444,-0.000000000,0.390865556,-0.000000000
2015-12-27 13:00:00,0.415221944,1.032643611,0.215714722,0.816928889,0.415221944,0.215714722,-0.000000000,0.816928889,-0.000000000
2015-12-27 12:00:00,0.774413611,0.846918333,0.146994444,0.699923889,0.774413611,0.146994444,-0.000000000,0.699923889,-0.000000000
2015-12-27 11:00:00,0.665483889,0.590126389,0.088958611,0.501167778,0.665483889,0.088958611,-0.000000000,0.501167778,-0.000000000
2015-12-27 10:00:00,0.722230278,0.232386667,-0.004273056,0.236659722,0.717546667,-0.004273056,0.004683611,0.236659722,-0.000000000
2015-12-27 09:00:00,0.584247500,0.002258889,-0.004395556,0.006654444,0.575750278,-0.004395556,0.004395556,0.006654444,0.004101667
2015-12-27 08:00:00,1.112313611,-0.007486667,-0.003496389,-0.003990278,1.104826944,-0.003496389,0.003496389,-0.003990278,0.003990278
2015-12-27 07:00:00,0.800623333,-0.008147500,-0.004376111,-0.003771389,0.792475833,-0.004376111,0.004376111,-0.003771389,0.003771389
2015-12-27 06:00:00,0.689753889,-0.008680278,-0.004732222,-0.003948056,0.681073611,-0.004732222,0.004732222,-0.003948056,0.003948056
2015-12-27 05:00:00,0.701484444,-0.008482500,-0.004484722,-0.003997778,0.693001944,-0.004484722,0.004484722,-0.003997778,0.003997778
2015-12-27 04:00:00,0.699577222,-0.008356667,-0.004357222,-0.003999444,0.691220556,-0.004357222,0.004357222,-0.003999444,0.003999444
2015-12-27 03:00:00,0.818895556,-0.007987222,-0.003986944,-0.004000278,0.810908333,-0.003986944,0.003986944,-0.004000278,0.004000278
2015-12-27 02:00:00,0.717928056,-0.008803611,-0.004804167,-0.003999444,0.709124444,-0.004804167,0.004804167,-0.003999444,0.003999444
2015-12-27 01:00:00,0.633487222,-0.008782500,-0.004782222,-0.004000278,0.624704722,-0.004782222,0.004782222,-0.004000278,0.004000278
2015-12-27 00:00:00,0.616264167,-0.008885278,-0.004885278,-0.004000000,0.607378889,-0.004885278,0.004885278,-0.004000000,0.004000000
2015-12-26 23:00:00,0.620294167,-0.009119444,-0.005131111,-0.003988333,0.611174722,-0.005131111,0.005131111,-0.003988333,0.003988333
2015-12-26 22:00:00,0.792534444,-0.008144167,-0.004146667,-0.003997500,0.784390278,-0.004146667,0.004146667,-0.003997500,0.003997500
2015-12-26 21:00:00,0.914650000,-0.007717500,-0.003720556,-0.003996944,0.906932500,-0.003720556,0.003720556,-0.003996944,0.003996944
2015-12-26 20:00:00,1.542333056,-0.006918333,-0.002676944,-0.004241389,1.534690833,-0.002676944,0.003400833,-0.004241389,0.004241389
2015-12-26 19:00:00,1.544464722,-0.009425000,-0.002425000,-0.007000000,1.534360000,-0.002425000,0.003104722,-0.007000000,0.007000000
2015-12-26 18:00:00,0.776878889,-0.023605278,-0.003865833,-0.019739444,0.753070000,-0.003865833,0.003866111,-0.019739444,0.019942778
2015-12-26 17:00:00,2.632839722,0.065095833,0.005185556,0.059910278,2.630905556,0.005185556,0.001909167,0.059910278,0.000025000
2015-12-26 16:00:00,0.711031667,0.101102222,0.068692222,0.032410000,0.710993333,0.068692222,-0.000000000,0.032410000,0.000038333
2015-12-26 15:00:00,0.732832500,0.146836389,0.086921111,0.059915278,0.732806111,0.086921111,-0.000000000,0.059915278,0.000026389
2015-12-26 14:00:00,2.013784167,0.195368611,0.074760278,0.120608333,2.013775833,0.074760278,-0.000000000,0.120608333,0.000008333
2015-12-26 13:00:00,2.011298056,0.086454444,0.046762500,0.039691944,2.011277500,0.046762500,-0.000000000,0.039691944,0.000020556
2015-12-26 12:00:00,0.913968611,0.057901111,0.030259722,0.027641389,0.913865833,0.030259722,-0.000000000,0.027641389,0.000102778
2015-12-26 11:00:00,0.841690833,0.024026944,0.009063889,0.014963056,0.840316667,0.009063889,0.001199722,0.014963056,0.000174444
2015-12-26 10:00:00,0.865145278,0.009765278,-0.003746111,0.013511389,0.856528056,-0.003746111,0.003806389,0.013511389,0.004810833
2015-12-26 09:00:00,1.456870278,-0.008058611,-0.002682778,-0.005375833,1.448573611,-0.002682778,0.002906389,-0.005375833,0.005390278
2015-12-26 08:00:00,1.020996389,-0.007461111,-0.003474167,-0.003986944,1.013535278,-0.003474167,0.003474167,-0.003986944,0.003986944
2015-12-26 07:00:00,0.457676944,-0.009639167,-0.005801389,-0.003837778,0.448037778,-0.005801389,0.005801389,-0.003837778,0.003837778
2015-12-26 06:00:00,0.454196944,-0.009485833,-0.005506944,-0.003978889,0.444711111,-0.005506944,0.005506944,-0.003978889,0.003978889
2015-12-26 05:00:00,0.591054722,-0.009028611,-0.005064167,-0.003964444,0.582026111,-0.005064167,0.005064167,-0.003964444,0.003964444
2015-12-26 04:00:00,0.576025000,-0.009416944,-0.005437500,-0.003979444,0.566608056,-0.005437500,0.005437500,-0.003979444,0.003979444
2015-12-26 03:00:00,0.558923889,-0.008891389,-0.004893611,-0.003997778,0.550032500,-0.004893611,0.004893611,-0.003997778,0.003997778
2015-12-26 02:00:00,0.596336667,-0.008943333,-0.004944167,-0.003999167,0.587393333,-0.004944167,0.004944167,-0.003999167,0.003999167
2015-12-26 01:00:00,0.656297500,-0.008974722,-0.004976111,-0.003998611,0.647322778,-0.004976111,0.004976111,-0.003998611,0.003998611
2015-12-26 00:00:00,0.616489167,-0.008955278,-0.004959167,-0.003996111,0.607533889,-0.004959167,0.004959167,-0.003996111,0.003996111
2015-12-25 23:00:00,0.783805278,-0.008778056,-0.004778611,-0.003999444,0.775027222,-0.004778611,0.004778611,-0.003999444,0.003999444
2015-12-25 22:00:00,0.558464167,-0.009311111,-0.005313611,-0.003997500,0.549153056,-0.005313611,0.005313611,-0.003997500,0.003997500
2015-12-25 21:00:00,0.871270000,-0.008055833,-0.004055833,-0.004000000,0.863214167,-0.004055833,0.004055833,-0.004000000,0.004000000
2015-12-25 20:00:00,0.980925278,-0.007575000,-0.003574444,-0.004000556,0.973350278,-0.003574444,0.003574444,-0.004000556,0.004000556
2015-12-25 19:00:00,0.974958333,-0.007473889,-0.003507778,-0.003966111,0.967484444,-0.003507778,0.003507778,-0.003966111,0.003966111
2015-12-25 18:00:00,0.634576944,-0.029303611,-0.004032778,-0.025270833,0.605259444,-0.004032778,0.004032778,-0.025270833,0.025284722
2015-12-25 17:00:00,0.608583056,0.027674167,0.015330556,0.012343611,0.604245278,0.015330556,0.001042500,0.012343611,0.003295278
2015-12-25 16:00:00,1.408499444,0.126942778,0.063359167,0.063583611,1.408497222,0.063359167,-0.000000000,0.063583611,0.000002222
2015-12-25 15:00:00,1.173558889,0.207626389,0.103821389,0.103805000,1.173558889,0.103821389,-0.000000000,0.103805000,-0.000000000
2015-12-25 14:00:00,1.295563889,0.213726944,0.106635278,0.107091667,1.295563889,0.106635278,-0.000000000,0.107091667,-0.000000000
2015-12-25 13:00:00,1.780786389,0.301630000,0.150362222,0.151267778,1.780786389,0.150362222,-0.000000000,0.151267778,-0.000000000
2015-12-25 12:00:00,1.883614167,0.475185833,0.235912500,0.239273333,1.883614167,0.235912500,-0.000000000,0.239273333,-0.000000000
2015-12-25 11:00:00,0.978327500,0.308042778,0.152603889,0.155438889,0.978327500,0.152603889,-0.000000000,0.155438889,-0.000000000
2015-12-25 10:00:00,0.769860278,0.229341667,0.113174722,0.116166944,0.769860278,0.113174722,-0.000000000,0.116166944,-0.000000000
2015-12-25 09:00:00,2.599721667,0.041917222,0.009115556,0.032801667,2.597614722,0.009115556,0.000913056,0.032801667,0.001193889
2015-12-25 08:00:00,1.594924444,-0.006678611,-0.002612500,-0.004066111,1.588045833,-0.002612500,0.002812500,-0.004066111,0.004066111
2015-12-25 07:00:00,0.774752222,-0.008690556,-0.004893611,-0.003796944,0.766061667,-0.004893611,0.004893611,-0.003796944,0.003796944
2015-12-25 06:00:00,0.660821111,-0.008765833,-0.004873056,-0.003892778,0.652055278,-0.004873056,0.004873056,-0.003892778,0.003892778
2015-12-25 05:00:00,1.402815278,-0.008181111,-0.005218889,-0.002962222,1.394634167,-0.005218889,0.005218889,-0.002962222,0.002962222
2015-12-25 04:00:00,0.876229167,-0.009029722,-0.005089722,-0.003940000,0.867199444,-0.005089722,0.005089722,-0.003940000,0.003940000
2015-12-25 03:00:00,0.690544444,-0.009015278,-0.005023333,-0.003991944,0.681529167,-0.005023333,0.005023333,-0.003991944,0.003991944
2015-12-25 02:00:00,0.713125000,-0.009147500,-0.005167778,-0.003979722,0.703977500,-0.005167778,0.005167778,-0.003979722,0.003979722
2015-12-25 01:00:00,0.998564722,-0.007546944,-0.003547222,-0.003999722,0.991017778,-0.003547222,0.003547222,-0.003999722,0.003999722
2015-12-25 00:00:00,1.104382500,-0.007267778,-0.003267778,-0.004000000,1.097114722,-0.003267778,0.003267778,-0.004000000,0.004000000
2015-12-24 23:00:00,1.105836667,-0.007479167,-0.003472222,-0.004006944,1.098357500,-0.003472222,0.003472222,-0.004006944,0.004006944
2015-12-24 22:00:00,2.041852500,-0.006126111,-0.001992222,-0.004133889,2.035433056,-0.001992222,0.002285556,-0.004133889,0.004133889
2015-12-24 21:00:00,0.859529722,-0.008025833,-0.004025833,-0.004000000,0.851503889,-0.004025833,0.004025833,-0.004000000,0.004000000
2015-12-24 20:00:00,1.133810278,-0.007404722,-0.003403056,-0.004001667,1.126404444,-0.003403056,0.003404167,-0.004001667,0.004001667
2015-12-24 19:00:00,0.737177500,-0.010733889,-0.004060833,-0.006673056,0.726443611,-0.004060833,0.004060833,-0.006673056,0.006673056
2015-12-24 18:00:00,0.507456111,0.008754444,0.010272778,-0.001518333,0.490016111,0.010272778,0.003404167,-0.001518333,0.014035833
2015-12-24 17:00:00,0.684546667,0.355073056,0.228555556,0.126517500,0.684546667,0.228555556,-0.000000000,0.126517500,-0.000000000
2015-12-24 16:00:00,0.702764167,1.104641111,0.924933889,0.179707222,0.702764167,0.924933889,-0.000000000,0.179707222,-0.000000000
2015-12-24 15:00:00,1.088455556,1.911961389,1.664027222,0.247934167,1.088455556,1.664027222,-0.000000000,0.247934167,-0.000000000
2015-12-24 14:00:00,2.828428056,2.647168333,1.914491944,0.732676389,2.828428056,1.914491944,-0.000000000,0.732676389,-0.000000000
2015-12-24 13:00:00,0.860589722,3.422056667,1.917930278,1.504126389,0.860589722,1.917930278,-0.000000000,1.504126389,-0.000000000
2015-12-24 12:00:00,0.814178056,3.364075000,1.782866111,1.581208889,0.814178056,1.782866111,-0.000000000,1.581208889,-0.000000000
2015-12-24 11:00:00,0.677081111,2.820019444,1.384426944,1.435592500,0.677081111,1.384426944,-0.000000000,1.435592500,-0.000000000
2015-12-24 10:00:00,1.095848333,1.224237778,0.244905278,0.979332500,1.095848333,0.244905278,-0.000000000,0.979332500,-0.000000000
2015-12-24 09:00:00,1.325238889,0.189655278,0.002362778,0.187292500,1.318905278,0.002362778,0.003783889,0.187292500,0.002549722
2015-12-24 08:00:00,0.721226389,-0.008003056,-0.004003333,-0.003999722,0.713223333,-0.004003333,0.004003333,-0.003999722,0.003999722
2015-12-24 07:00:00,0.737188333,-0.008568889,-0.004746111,-0.003822778,0.728619444,-0.004746111,0.004746111,-0.003822778,0.003822778
2015-12-24 06:00:00,0.607999444,-0.009109167,-0.005163611,-0.003945556,0.598890278,-0.005163611,0.005163611,-0.003945556,0.003945556
2015-12-24 05:00:00,0.491926944,-0.009445833,-0.005465000,-0.003980833,0.482481111,-0.005465000,0.005465000,-0.003980833,0.003980833
2015-12-24 04:00:00,0.603222500,-0.008978611,-0.004987222,-0.003991389,0.594243889,-0.004987222,0.004987222,-0.003991389,0.003991389
2015-12-24 03:00:00,0.583458056,-0.008895000,-0.004896667,-0.003998333,0.574563056,-0.004896667,0.004896667,-0.003998333,0.003998333
2015-12-24 02:00:00,0.496663889,-0.009588611,-0.005594167,-0.003994444,0.487075278,-0.005594167,0.005594167,-0.003994444,0.003994444
2015-12-24 01:00:00,0.587291111,-0.009015278,-0.005019167,-0.003996111,0.578275833,-0.005019167,0.005019167,-0.003996111,0.003996111
2015-12-24 00:00:00,0.649076944,-0.008957500,-0.004956389,-0.004001111,0.640119444,-0.004956389,0.004956389,-0.004001111,0.004001111
2015-12-23 23:00:00,0.569198056,-0.009075000,-0.005075556,-0.003999444,0.560123056,-0.005075556,0.005075556,-0.003999444,0.003999444
2015-12-23 22:00:00,0.634111389,-0.008735278,-0.004735556,-0.003999722,0.625376111,-0.004735556,0.004735556,-0.003999722,0.003999722
2015-12-23 21:00:00,0.769759167,-0.008128611,-0.004129167,-0.003999444,0.761630556,-0.004129167,0.004129167,-0.003999444,0.003999444
