"Date & Time","Usage [kW]","Generation [kW]","Surplus [kW]","5200 Inverter  [kW]","2500 Inverter [kW]","Sub Panel [kW]","Well Pump [kW]","Grid [kW]","Photo Voltaic [kW]"
2015-12-27 16:00:00,0.944878611,1.453443611,-0.508565000,1.087178611,0.366265000,0.118762222,0.004099722,-0.508565000,1.453443611
2015-12-27 15:00:00,1.325510000,3.641303056,-2.315793056,2.758283333,0.883019722,0.036655000,-0.112694722,-2.315793056,3.641303056
2015-12-27 14:00:00,0.697855000,5.448146667,-4.750291944,3.676004167,1.772142500,0.034465556,0.004233056,-4.750291944,5.448146944
2015-12-27 13:00:00,0.793308889,4.772611389,-3.979302222,3.170460000,1.602151389,0.097856667,0.004178333,-3.979302222,4.772611111
2015-12-27 12:00:00,1.185361111,2.517956944,-1.332595833,1.446481944,1.071475000,0.264466111,-0.070671944,-1.332595833,2.517956944
2015-12-27 11:00:00,1.615617778,0.729434444,0.886183333,0.164713056,0.564721389,0.159103611,-0.040357222,0.886183333,0.729434444
2015-12-27 10:00:00,1.569259444,0.158555278,1.410704167,0.003252222,0.155303056,0.281702222,0.003631389,1.410704167,0.158555278
2015-12-27 09:00:00,1.531213056,-0.026048611,1.557261389,-0.012805556,-0.013243056,0.424577500,0.003697222,1.557261389,-0.026048333
2015-12-27 08:00:00,1.481272222,-0.010121111,1.491393611,-0.005165833,-0.004955278,0.338556111,-0.021241944,1.491393611,-0.010121389
2015-12-27 07:00:00,2.230411667,-0.010104167,2.240515556,-0.005152500,-0.004951667,1.101652500,-0.043248611,2.240515556,-0.010103889
2015-12-27 06:00:00,1.375278333,-0.010109722,1.385388056,-0.005158333,-0.004951389,0.459615556,0.003906667,1.385388056,-0.010109722
2015-12-27 05:00:00,1.407820000,-0.010105000,1.417925278,-0.005155278,-0.004949722,0.339696667,0.003973611,1.417925278,-0.010105278
2015-12-27 04:00:00,0.906433333,-0.010105278,0.916538611,-0.005156111,-0.004949167,0.027080278,0.003930000,0.916538611,-0.010105278
2015-12-27 03:00:00,1.160066389,-0.010099444,1.170165833,-0.005155000,-0.004944444,0.039463889,0.003800833,1.170165833,-0.010099444
2015-12-27 02:00:00,1.569076111,-0.010141111,1.579217222,-0.005171111,-0.004970000,0.164476667,0.003822500,1.579217222,-0.010141111
2015-12-27 01:00:00,1.872192500,-0.010162222,1.882354722,-0.005178056,-0.004984167,0.384780833,0.004013056,1.882354722,-0.010162222
2015-12-27 00:00:00,2.403273333,-0.010174722,2.413447778,-0.005180556,-0.004994167,0.421843889,-0.067562500,2.413447778,-0.010174444
2015-12-26 23:00:00,2.349974444,-0.010153889,2.360128333,-0.005170000,-0.004983889,0.484700556,0.004208056,2.360128333,-0.010153889
2015-12-26 22:00:00,2.273363611,-0.010158611,2.283522500,-0.005170278,-0.004988333,0.370316389,-0.010540000,2.283522500,-0.010158889
2015-12-26 21:00:00,1.903230556,-0.010164167,1.913394722,-0.005173611,-0.004990556,0.321874722,-0.016415556,1.913394722,-0.010164167
2015-12-26 20:00:00,2.098387500,-0.010153889,2.108541389,-0.005171667,-0.004982222,0.321292500,0.004296667,2.108541389,-0.010153889
2015-12-26 19:00:00,1.944010556,-0.010151667,1.954161944,-0.005172222,-0.004979444,0.053533889,-0.031334722,1.954161944,-0.010151389
2015-12-26 18:00:00,1.485210556,-0.026180556,1.511391389,-0.011665833,-0.014514722,0.134439167,0.004014722,1.511391389,-0.026180833
2015-12-26 17:00:00,1.792234167,0.094606944,1.697627500,0.008979722,0.085627222,0.027193333,-0.031444167,1.697627500,0.094606667
2015-12-26 16:00:00,1.319768056,0.461227778,0.858540000,0.175775833,0.285451944,0.029083611,0.003875833,0.858540000,0.461228056
2015-12-26 15:00:00,0.990586389,0.907071111,0.083515278,0.373520833,0.533550278,0.037406944,0.003914167,0.083515278,0.907071111
2015-12-26 14:00:00,1.770766111,1.183911944,0.586854167,0.557402500,0.626509444,0.130085833,-0.070602778,0.586854167,1.183911944
2015-12-26 13:00:00,1.198644722,0.886840000,0.311804722,0.453693889,0.433146111,0.247222778,-0.030086944,0.311804722,0.886840000
2015-12-26 12:00:00,1.167519167,0.438372778,0.729146389,0.234858889,0.203513889,0.035522222,-0.045663889,0.729146389,0.438372778
2015-12-26 11:00:00,0.943062222,0.263008611,0.680053611,0.127269444,0.135739167,0.062053889,-0.027823333,0.680053611,0.263008611
2015-12-26 10:00:00,2.036251667,0.036458889,1.999792778,0.002861389,0.033597500,0.883006944,-0.045269167,1.999792778,0.036458889
2015-12-26 09:00:00,1.529671111,-0.026282222,1.555953056,-0.011225278,-0.015056944,0.344583889,0.003866111,1.555953056,-0.026281944
2015-12-26 08:00:00,1.489526389,-0.010105278,1.499631667,-0.005150556,-0.004954722,0.412086389,0.004003056,1.499631667,-0.010105278
2015-12-26 07:00:00,1.159893056,-0.010078056,1.169971389,-0.005139167,-0.004938889,0.348883333,0.004123056,1.169971389,-0.010078333
2015-12-26 06:00:00,1.427853056,-0.010082778,1.437935833,-0.005141389,-0.004941389,0.334561667,0.004005833,1.437935833,-0.010082778
2015-12-26 05:00:00,1.300727222,-0.010078889,1.310806111,-0.005137778,-0.004941111,0.392587500,0.004124167,1.310806111,-0.010078889
2015-12-26 04:00:00,1.543128889,-0.010085000,1.553213889,-0.005140278,-0.004944722,0.274157500,-0.029668056,1.553213889,-0.010085000
2015-12-26 03:00:00,1.428831389,-0.010075000,1.438906389,-0.005131389,-0.004943611,0.459474167,0.004276944,1.438906389,-0.010075000
2015-12-26 02:00:00,0.946684167,-0.010073889,0.956758056,-0.005132778,-0.004941111,0.027388611,0.004195278,0.956758056,-0.010073889
2015-12-26 01:00:00,0.859116111,-0.010075556,0.869191667,-0.005134167,-0.004941389,0.027449722,0.004143333,0.869191667,-0.010075556
2015-12-26 00:00:00,1.606810556,-0.010068611,1.616879167,-0.005128889,-0.004939722,0.888680556,0.004309167,1.616879167,-0.010068611
2015-12-25 23:00:00,1.437524722,-0.010082500,1.447607222,-0.005137222,-0.004945278,0.109397222,0.003912778,1.447607222,-0.010082500
2015-12-25 22:00:00,2.076331944,-0.010077222,2.086409167,-0.005133333,-0.004943889,0.175282778,0.004116667,2.086409167,-0.010077222
2015-12-25 21:00:00,2.943383889,-0.010056944,2.953440556,-0.005120833,-0.004936111,0.401041389,-0.030575833,2.953440556,-0.010056667
2015-12-25 20:00:00,2.272943056,-0.010061111,2.283004444,-0.005124444,-0.004936667,0.326982222,-0.030725278,2.283004444,-0.010061389
2015-12-25 19:00:00,2.586740556,-0.010048333,2.596788611,-0.005121111,-0.004927222,0.426177222,0.004242778,2.596788611,-0.010048056
2015-12-25 18:00:00,3.184048056,0.057682778,3.126365556,0.052987222,0.004695556,0.220187778,-0.068868611,3.126365556,0.057682500
2015-12-25 17:00:00,1.608602222,0.485145833,1.123456667,0.337580833,0.147565000,0.027003611,0.004108611,1.123456667,0.485145556
2015-12-25 16:00:00,3.100759444,1.013155833,2.087603333,0.683488056,0.329667778,0.025298056,-0.030834444,2.087603333,1.013156111
2015-12-25 15:00:00,3.265167222,1.343451389,1.921715833,1.032139167,0.311312222,0.024518333,-0.089603056,1.921715833,1.343451389
2015-12-25 14:00:00,2.991588889,0.790383611,2.201205278,0.549114444,0.241269167,0.228000833,-0.105030000,2.201205278,0.790383611
2015-12-25 13:00:00,2.362639444,1.006035556,1.356603889,0.674244167,0.331791389,0.083779722,0.003930278,1.356603889,1.006035556
2015-12-25 12:00:00,2.014305278,2.245421667,-0.231116389,1.497596667,0.747825000,0.028990556,-0.029932222,-0.231116389,2.245421667
2015-12-25 11:00:00,2.440056111,1.306676111,1.133380000,0.865671389,0.441004722,0.027188611,-0.030946944,1.133380000,1.306676111
2015-12-25 10:00:00,1.270639722,0.402438611,0.868201111,0.279739167,0.122699444,0.027322222,0.003840278,0.868201111,0.402438611
2015-12-25 09:00:00,1.836151944,0.129905833,1.706246111,0.104347222,0.025558611,0.613240278,-0.035021389,1.706246111,0.129905833
2015-12-25 08:00:00,1.492658889,-0.010046111,1.502705000,-0.005125833,-0.004920278,0.293023889,-0.035913611,1.502705000,-0.010046111
2015-12-25 07:00:00,1.527497222,-0.010046944,1.537544167,-0.005123889,-0.004923056,0.356678333,0.004062778,1.537544167,-0.010046944
2015-12-25 06:00:00,1.381508611,-0.010053056,1.391561667,-0.005127222,-0.004925833,0.276209722,0.004026667,1.391561667,-0.010053056
2015-12-25 05:00:00,1.512926389,-0.010058056,1.522984167,-0.005130000,-0.004928056,0.243818611,0.004072778,1.522984167,-0.010057778
2015-12-25 04:00:00,1.425476667,-0.010069167,1.435545833,-0.005134722,-0.004934444,0.175881389,0.003979444,1.435545833,-0.010069167
2015-12-25 03:00:00,1.280912778,-0.010071389,1.290984444,-0.005134444,-0.004936944,0.191495000,0.004175833,1.290984444,-0.010071667
2015-12-25 02:00:00,1.012500833,-0.010099444,1.022600278,-0.005147778,-0.004951667,0.140028889,0.004140000,1.022600278,-0.010099444
2015-12-25 01:00:00,1.505870556,-0.010120556,1.515990833,-0.005151944,-0.004968611,0.225828333,-0.033507778,1.515990833,-0.010120278
2015-12-25 00:00:00,2.148189444,-0.010133333,2.158323056,-0.005159444,-0.004973889,0.032449167,0.003983056,2.158323056,-0.010133611
2015-12-24 23:00:00,1.968501944,-0.010126667,1.978628333,-0.005155556,-0.004971111,0.073925000,0.004068889,1.978628333,-0.010126389
2015-12-24 22:00:00,2.316362778,-0.010125278,2.326488056,-0.005155833,-0.004969444,0.118117222,0.004212500,2.326488056,-0.010125278
2015-12-24 21:00:00,2.262136111,-0.010112222,2.272248611,-0.005150000,-0.004962222,0.120919444,-0.032944722,2.272248611,-0.010112500
2015-12-24 20:00:00,2.093067500,-0.010130000,2.103197222,-0.005158889,-0.004971111,0.127703333,0.004245278,2.103197222,-0.010129722
2015-12-24 19:00:00,1.621493611,-0.010102222,1.631596111,-0.005148056,-0.004954167,0.045181111,0.004220833,1.631596111,-0.010102500
2015-12-24 18:00:00,1.686647778,0.071183889,1.615464167,0.057602222,0.013581667,0.142333611,-0.032250556,1.615464167,0.071183611
2015-12-24 17:00:00,1.708386944,0.741843611,0.966543056,0.511622778,0.230220833,0.159551667,0.004107500,0.966543056,0.741843889
2015-12-24 16:00:00,1.874928889,1.440315000,0.434613611,1.066710833,0.373604167,0.117952222,-0.034566111,0.434613611,1.440315278
2015-12-24 15:00:00,2.148773333,3.249578611,-1.100805000,2.564956389,0.684622222,0.105499167,0.004251667,-1.100805000,3.249578333
2015-12-24 14:00:00,1.743734722,5.289004444,-3.545269722,3.568259722,1.720744722,0.148817500,-0.030447778,-3.545269722,5.289004444
2015-12-24 13:00:00,1.414732500,4.910630000,-3.495897500,3.303531667,1.607098333,0.091717500,-0.034800556,-3.495897500,4.910630000
2015-12-24 12:00:00,1.748539167,2.708944167,-0.960405000,1.581680833,1.127263333,0.637523056,-0.030046389,-0.960405000,2.708944167
2015-12-24 11:00:00,1.296140278,0.728997222,0.567143056,0.176435556,0.552561667,0.271733056,-0.078223611,0.567143056,0.728997222
2015-12-24 10:00:00,1.134266944,0.302600556,0.831666389,0.096200000,0.206400556,0.311367222,0.003998889,0.831666389,0.302600556
2015-12-24 09:00:00,1.538945833,-0.016987778,1.555933611,-0.004056667,-0.012931111,0.277771944,-0.078904722,1.555933611,-0.016987778
2015-12-24 08:00:00,0.712588889,-0.010083611,0.722672500,-0.005141944,-0.004941667,0.339768611,0.004057500,0.722672500,-0.010083611
2015-12-24 07:00:00,0.737811389,-0.010053889,0.747865278,-0.005128611,-0.004925278,0.337031111,0.004050278,0.747865278,-0.010053889
2015-12-24 06:00:00,1.057308056,-0.010052778,1.067360833,-0.005123889,-0.004928889,0.309797500,0.004074444,1.067360833,-0.010052778
2015-12-24 05:00:00,0.947190833,-0.010043333,0.957234167,-0.005118889,-0.004924444,0.445036944,0.004144444,0.957234167,-0.010043333
2015-12-24 04:00:00,1.195323889,-0.010061389,1.205385278,-0.005125278,-0.004936111,0.262001667,0.004135000,1.205385278,-0.010061389
2015-12-24 03:00:00,0.886988056,-0.010048889,0.897036944,-0.005119722,-0.004929167,0.111729167,0.004117222,0.897036944,-0.010048889
2015-12-24 02:00:00,2.187645278,-0.010075833,2.197720833,-0.005125833,-0.004950000,1.115689167,-0.032857778,2.197720833,-0.010075556
2015-12-24 01:00:00,1.041731111,-0.010094722,1.051825833,-0.005134444,-0.004960278,0.065522778,0.004150278,1.051825833,-0.010094722
2015-12-24 00:00:00,1.339199167,-0.010100278,1.349299722,-0.005135278,-0.004965000,0.085461111,0.004031111,1.349299722,-0.010100556
2015-12-23 23:00:00,1.474528333,-0.010115278,1.484643611,-0.005141389,-0.004973889,0.041553611,0.003802500,1.484643611,-0.010115278
2015-12-23 22:00:00,1.208333889,-0.010094722,1.218428333,-0.005133056,-0.004961667,0.038883611,0.003897500,1.218428333,-0.010094444
2015-12-23 21:00:00,1.411977500,-0.010099167,1.422076944,-0.005135000,-0.004964167,0.038453056,-0.033931111,1.422076944,-0.010099444
2015-12-23 20:00:00,2.159204167,-0.010062778,2.169266944,-0.005123333,-0.004939444,0.027248333,0.004093056,2.169266944,-0.010062778
