date,tmpf,month,hour,dayofweek,mw2day,mw7day,potential,poten_2,poten_7
2019-02-08 14:00:00,27.0,2,14,4,48850.475,59400.834,7143.451399999998,1819.652399999999,12370.011400000005
2019-02-08 15:00:00,28.0,2,15,4,48258.217,58311.779,6917.532033333337,1555.471033333335,11609.03303333334
2019-02-08 16:00:00,26.1,2,16,4,48163.615,58031.795,6850.04536666668,1198.255366666679,11066.43536666668
2019-02-08 17:00:00,25.0,2,17,4,49089.144,59068.75,7058.114400000006,1064.5544000000082,11044.160400000008
2019-02-08 18:00:00,24.1,2,18,4,50469.744,60779.11,7770.07009999999,675.1230999999898,10984.489099999992
2019-02-08 19:00:00,23.0,2,19,4,50267.079,60769.111,7982.631266666671,189.73726666667065,10691.76926666667
2019-02-08 20:00:00,21.0,2,20,4,49348.646,60019.015,8188.667266666664,0.0,10492.38426666666
2019-02-08 21:00:00,21.0,2,21,4,47840.488,59046.961,8564.13719999999,0.0,10739.127199999995
2019-02-08 22:00:00,19.9,2,22,4,45579.94,57382.612,8695.017666666681,0.0,10864.95866666668
2019-02-08 23:00:00,19.0,2,23,4,43127.42,55371.347,8628.511799999986,0.0,10804.022799999984
2019-02-09 00:00:00,18.0,2,0,5,41243.525,53791.873,8448.161333333337,0.0,10587.163333333338
2019-02-09 01:00:00,18.0,2,1,5,40348.298,52744.238,8331.8494,0.0,10406.469399999994
2019-02-09 02:00:00,18.0,2,2,5,39668.112,52241.851,8479.395700000001,0.0,10334.047700000005
2019-02-09 03:00:00,17.1,2,3,5,39469.834,52185.801,8315.107099999994,0.0,10305.354099999997
2019-02-09 04:00:00,17.1,2,4,5,40161.985,52429.312,8230.842299999997,0.0,9980.952299999995
2019-02-09 05:00:00,15.1,2,5,5,42343.601,53283.125,7689.99029999999,0.0,9277.125299999992
2019-02-09 06:00:00,15.1,2,6,5,46106.11,54580.96,6720.390066666674,0.0,7884.562066666673
2019-02-09 07:00:00,15.1,2,7,5,48664.995,56075.24,6486.607533333328,0.0,7252.179533333328
2019-02-09 08:00:00,14.0,2,8,5,49043.529,56714.834,6767.1630000000005,0.0,7308.072
2019-02-09 09:00:00,16.0,2,9,5,49082.902,56532.106,6729.777833333326,0.0,7082.938833333326
2019-02-09 10:00:00,19.0,2,10,5,49223.442,55110.665,6240.024633333334,14.806633333333592,5902.029633333332
2019-02-09 11:00:00,19.9,2,11,5,49247.607,53421.628,5221.577833333315,572.9468333333207,4746.967833333314
2019-02-09 12:00:00,23.0,2,12,5,49157.748,51352.798,4211.515633333343,1008.2396333333454,3203.2896333333483
2019-02-09 13:00:00,23.0,2,13,5,48934.649,49525.276,3093.5223000000115,1341.1063000000067,1931.7333000000071
2019-02-09 14:00:00,26.1,2,14,5,48387.974,47945.476,2180.1503999999986,1357.1514000000025,914.6534000000028
2019-02-09 15:00:00,27.0,2,15,5,48087.845,47095.948,1750.2930333333352,1385.099033333339,393.2020333333349
2019-02-09 16:00:00,27.0,2,16,5,48176.331,47193.759,1676.2613666666805,1210.9713666666794,228.39936666667927
2019-02-09 17:00:00,27.0,2,17,5,48934.704,48436.976,2101.8664000000063,910.1144000000058,412.3864000000103
2019-02-09 18:00:00,26.1,2,18,5,50271.977,50826.139,3457.122099999993,477.35609999999,1031.518099999994
2019-02-09 19:00:00,25.0,2,19,5,50438.231,50978.058,3934.364266666671,360.8892666666725,900.71626666667
2019-02-09 20:00:00,24.1,2,20,5,49639.442,50603.156,4305.398266666663,112.81126666666388,1076.5252666666638
2019-02-09 21:00:00,21.9,2,21,5,48578.942,49733.885,4899.0871999999945,271.1081999999951,1426.0511999999944
2019-02-09 22:00:00,21.9,2,22,5,46822.903,48479.374,5369.457666666676,305.2496666666775,1961.7206666666823
2019-02-09 23:00:00,21.9,2,23,5,44716.235,46842.361,5676.061799999981,148.91079999998328,2275.03679999998
2019-02-10 00:00:00,21.0,2,0,6,43417.908,45253.126,5859.404333333339,213.198333333341,2048.4163333333345
2019-02-10 01:00:00,19.9,2,1,6,42855.032,44143.286,5947.0314,517.2633999999962,1805.517399999997
2019-02-10 02:00:00,19.0,2,2,6,42830.426,43621.478,6108.965700000001,922.6227,1713.6747000000032
2019-02-10 03:00:00,19.9,2,3,6,43174.36,43280.376,6092.856099999997,1293.913099999998,1399.929099999994
2019-02-10 04:00:00,19.9,2,4,6,44241.814,43202.499,5811.5173,1793.4542999999976,754.1393000000025
2019-02-10 05:00:00,19.9,2,5,6,46897.576,43596.037,4927.98629999999,2891.5762999999934,0.0
2019-02-10 06:00:00,21.0,2,6,6,51328.928,44546.765,3343.394066666675,4632.5300666666735,0.0
2019-02-10 07:00:00,23.0,2,7,6,54725.358,45698.904,2270.9945333333308,5902.297533333331,0.0
2019-02-10 08:00:00,23.0,2,8,6,55639.478,46561.514,2393.3309999999983,6232.716,0.0
2019-02-10 09:00:00,24.1,2,9,6,55878.399,46777.974,2525.481833333324,6429.231833333324,0.0
2019-02-10 10:00:00,26.1,2,10,6,55949.053,46130.83,2474.0666333333284,6740.417633333331,0.0
2019-02-10 11:00:00,28.0,2,11,6,55735.315,45231.902,2450.884833333316,7060.654833333319,0.0
2019-02-10 12:00:00,30.0,2,12,6,55178.725,44215.705,2660.0386333333445,7029.216633333344,0.0
2019-02-10 13:00:00,32.0,2,13,6,54784.839,43271.765,2874.414300000012,7191.296300000009,0.0
2019-02-10 14:00:00,28.0,2,14,6,54174.274,42543.604,3254.966399999997,7143.451399999998,0.0
2019-02-10 15:00:00,28.9,2,15,6,53620.278,42207.784,3764.2560333333386,6917.532033333337,0.0
2019-02-10 16:00:00,28.9,2,16,6,53815.405,42659.627,4135.02836666668,6850.04536666668,0.0
2019-02-10 17:00:00,30.0,2,17,6,55082.704,44121.501,4385.644400000005,7058.114400000006,0.0
2019-02-10 18:00:00,30.0,2,18,6,57564.691,46179.826,4478.477099999989,7770.07009999999,0.0
2019-02-10 19:00:00,30.0,2,19,6,58059.973,45988.665,4301.160266666673,7982.631266666671,0.0
2019-02-10 20:00:00,30.9,2,20,6,57715.298,45681.9,3910.491266666664,8188.667266666664,0.0
2019-02-10 21:00:00,30.9,2,21,6,56871.971,44915.296,3682.827199999992,8564.13719999999,0.0
2019-02-10 22:00:00,32.0,2,22,6,55212.671,44028.992,3389.0266666666794,8695.017666666681,0.0
2019-02-10 23:00:00,32.0,2,23,6,53195.836,42690.23,3314.611799999984,8628.511799999986,0.0
2019-02-11 00:00:00,32.0,2,0,0,51652.871,41458.647,4768.095333333338,8448.161333333337,0.0
2019-02-11 01:00:00,33.1,2,1,0,50669.618,40990.61,4749.073399999994,8331.8494,0.0
2019-02-11 02:00:00,33.1,2,2,0,50387.199,40868.767,4861.913699999997,8479.395700000001,0.0
2019-02-11 03:00:00,33.1,2,3,0,50195.554,41181.269,4881.453099999999,8315.107099999994,0.0
2019-02-11 04:00:00,33.1,2,4,0,50679.202,42300.796,5045.832300000002,8230.842299999997,0.0
2019-02-11 05:00:00,33.1,2,5,0,51695.99,44760.537,5357.41629999999,7689.99029999999,754.537299999989
2019-02-11 06:00:00,33.1,2,6,0,53416.788,48911.977,6160.443066666674,6720.390066666674,2215.5790666666726
2019-02-11 07:00:00,34.0,2,7,0,55309.668,51825.327,6515.754533333333,6486.607533333328,3002.266533333328
2019-02-11 08:00:00,34.0,2,8,0,56173.925,51855.757,6696.462999999996,6767.1630000000005,2448.994999999996
2019-02-11 09:00:00,34.0,2,9,0,56178.945,50743.153,6888.207833333327,6729.777833333326,1293.985833333325
2019-02-11 10:00:00,34.0,2,10,0,55448.66,49730.536,7253.333633333328,6240.024633333334,521.9006333333309
2019-02-11 11:00:00,35.1,2,11,0,53896.238,48647.787,7439.097833333319,5221.577833333315,0.0
2019-02-11 12:00:00,36.0,2,12,0,52361.024,48037.162,7526.481633333344,4211.515633333343,0.0
2019-02-11 13:00:00,37.9,2,13,0,50687.065,47500.068,7789.965300000011,3093.5223000000115,0.0
2019-02-11 14:00:00,37.9,2,14,0,49210.973,47069.369,7924.998400000004,2180.1503999999986,38.54639999999927
2019-02-11 15:00:00,37.9,2,15,0,48453.039,46725.72,7886.763033333336,1750.2930333333352,22.97403333333932
2019-02-11 16:00:00,37.9,2,16,0,48641.621,46852.067,7744.381366666683,1676.2613666666805,0.0
2019-02-11 17:00:00,37.0,2,17,0,50126.456,48118.765,7463.077400000009,2101.8664000000063,94.17540000000736
2019-02-11 18:00:00,37.0,2,18,0,53251.743,49860.934,7067.977099999989,3457.122099999993,66.31309999999212
2019-02-11 19:00:00,37.0,2,19,0,54011.706,49844.698,6632.278266666675,3934.364266666671,0.0
2019-02-11 20:00:00,37.0,2,20,0,53832.029,49156.471,6564.784266666662,4305.398266666663,0.0
2019-02-11 21:00:00,37.0,2,21,0,53206.921,47531.46,6227.407199999994,4899.0871999999945,0.0
2019-02-11 22:00:00,37.0,2,22,0,51887.111,45209.007,5766.758666666676,5369.457666666676,0.0
2019-02-11 23:00:00,37.0,2,23,0,50243.386,42849.446,5159.790799999981,5676.061799999981,0.0
2019-02-12 00:00:00,37.0,2,0,1,49064.114,41051.206,3453.968333333338,5859.404333333339,0.0
2019-02-12 01:00:00,37.9,2,1,1,48284.8,40020.977,3176.9974,5947.0314,0.0
2019-02-12 02:00:00,39.0,2,2,1,48016.769,39430.79,2970.9196999999986,6108.965700000001,0.0
2019-02-12 03:00:00,37.9,2,3,1,47973.303,39345.904,2740.864099999999,6092.856099999997,0.0
2019-02-12 04:00:00,39.0,2,4,1,48259.877,40082.682,2808.927299999996,5811.5173,0.0
2019-02-12 05:00:00,39.0,2,5,1,48933.986,42273.457,3281.9642999999924,4927.98629999999,0.0
2019-02-12 06:00:00,41.0,2,6,1,50039.792,46119.277,3894.790066666676,3343.394066666675,0.0
2019-02-12 07:00:00,42.1,2,7,1,51094.055,48968.086,4362.502533333332,2270.9945333333308,145.02553333333344
2019-02-12 08:00:00,44.1,2,8,1,51800.093,49424.738,4053.3669999999984,2393.3309999999983,17.97599999999511
2019-02-12 09:00:00,45.0,2,9,1,51974.649,49511.159,4026.0138333333234,2525.481833333324,61.99183333332621
2019-02-12 10:00:00,46.9,2,10,1,51682.702,49483.899,4378.8956333333335,2474.0666333333284,275.26363333332847
2019-02-12 11:00:00,46.9,2,11,1,51125.545,49198.449,4596.20983333332,2450.884833333316,523.7888333333176
2019-02-12 12:00:00,55.0,2,12,1,50809.547,48927.521,4926.180633333344,2660.0386333333445,778.0126333333465
2019-02-12 13:00:00,57.9,2,13,1,50467.957,48663.361,5356.467300000011,2874.414300000012,1069.8183000000065
2019-02-12 14:00:00,55.0,2,14,1,50285.789,48314.647,5621.236400000002,3254.966399999997,1283.8243999999977
2019-02-12 15:00:00,52.0,2,15,1,50467.002,48104.455,5785.52903333334,3764.2560333333386,1401.70903333334
2019-02-12 16:00:00,51.1,2,16,1,51100.388,48234.573,5696.082366666684,4135.02836666668,1269.2133666666778
2019-02-12 17:00:00,50.0,2,17,1,52410.234,49509.01,5780.870400000007,4385.644400000005,1484.42040000001
2019-02-12 18:00:00,46.0,2,18,1,54273.098,51512.702,5651.862099999991,4478.477099999989,1718.0810999999885
2019-02-12 19:00:00,39.0,2,19,1,54378.502,51368.27,5613.984266666674,4301.160266666673,1290.9282666666695
2019-02-12 20:00:00,37.0,2,20,1,53437.122,50782.479,5543.815266666665,3910.491266666664,1255.8482666666605
2019-02-12 21:00:00,35.1,2,21,1,51990.661,49252.389,5547.6521999999895,3682.827199999992,944.5551999999952
2019-02-12 22:00:00,34.0,2,22,1,49906.68,47035.864,5198.7336666666815,3389.0266666666794,518.2106666666805
2019-02-12 23:00:00,33.1,2,23,1,47881.936,44478.838,4943.334799999982,3314.611799999984,0.0
2019-02-13 00:00:00,32.0,2,0,2,47972.805,42692.248,5025.028333333336,4768.095333333338,0.0
2019-02-13 01:00:00,32.0,2,1,2,47086.842,41554.288,5295.310399999995,4749.073399999994,0.0
2019-02-13 02:00:00,30.9,2,2,2,46769.717,41032.647,5560.511700000003,4861.913699999997,0.0
2019-02-13 03:00:00,30.9,2,3,2,46761.9,40812.036,5728.784099999997,4881.453099999999,0.0
2019-02-13 04:00:00,30.9,2,4,2,47494.192,41459.56,6149.0173,5045.832300000002,0.0
2019-02-13 05:00:00,28.9,2,5,2,49363.416,43298.962,6744.457299999995,5357.41629999999,0.0
2019-02-13 06:00:00,28.9,2,6,2,52856.841,46967.245,8175.105066666671,6160.443066666674,270.84706666667626
2019-02-13 07:00:00,28.0,2,7,2,55338.815,49651.003,8813.820533333332,6515.754533333333,827.9425333333274
2019-02-13 08:00:00,27.0,2,8,2,56103.225,50011.671,8605.326999999997,6696.462999999996,604.9089999999997
2019-02-13 09:00:00,27.0,2,9,2,56337.375,49909.432,8160.040833333325,6888.207833333327,460.26483333332726
2019-02-13 10:00:00,26.1,2,10,2,56461.969,50107.385,8072.891633333333,7253.333633333328,898.7496333333329
2019-02-13 11:00:00,28.0,2,11,2,56113.758,50206.332,7979.85583333332,7439.097833333319,1531.6718333333192
2019-02-13 12:00:00,28.9,2,12,2,55675.99,49749.951,7807.723633333349,7526.481633333344,1600.4426333333467
2019-02-13 13:00:00,30.0,2,13,2,55383.508,49416.676,7462.354300000006,7789.965300000011,1823.1333000000088
2019-02-13 14:00:00,30.9,2,14,2,54955.821,48850.475,7194.971400000002,7924.998400000004,1819.652399999999
2019-02-13 15:00:00,33.1,2,15,2,54589.509,48258.217,6805.624033333341,7886.763033333336,1555.471033333335
2019-02-13 16:00:00,35.1,2,16,2,54709.741,48163.615,6482.90336666668,7744.381366666683,1198.255366666679
2019-02-13 17:00:00,34.0,2,17,2,55487.667,49089.144,6351.597400000006,7463.077400000009,1064.5544000000082
2019-02-13 18:00:00,34.0,2,18,2,56862.598,50469.744,7135.127099999991,7067.977099999989,675.1230999999898
2019-02-13 19:00:00,33.1,2,19,2,56709.62,50267.079,7169.278266666675,6632.278266666675,189.73726666667065
2019-02-13 20:00:00,32.0,2,20,2,56091.415,49348.646,7415.049266666661,6564.784266666662,0.0
2019-02-13 21:00:00,32.0,2,21,2,54535.241,47840.488,7171.69019999999,6227.407199999994,0.0
2019-02-13 22:00:00,30.9,2,22,2,52284.412,45579.94,6536.140666666681,5766.758666666676,0.0
2019-02-13 23:00:00,30.0,2,23,2,49727.115,43127.42,5888.681799999984,5159.790799999981,0.0
2019-02-14 00:00:00,30.0,2,0,3,46658.678,41243.525,5510.371333333336,3453.968333333338,0.0
2019-02-14 01:00:00,30.0,2,1,3,45514.766,40348.298,5301.296399999999,3176.9974,0.0
2019-02-14 02:00:00,28.0,2,2,3,44878.723,39668.112,5192.457699999999,2970.9196999999986,0.0
2019-02-14 03:00:00,28.0,2,3,3,44621.311,39469.834,5182.297099999996,2740.864099999999,0.0
2019-02-14 04:00:00,30.0,2,4,3,45257.287,40161.985,5355.772299999997,2808.927299999996,0.0
2019-02-14 05:00:00,30.9,2,5,3,47287.964,42343.601,5830.799299999992,3281.9642999999924,0.0
2019-02-14 06:00:00,32.0,2,6,3,50591.188,46106.11,6714.085066666674,3894.790066666676,0.0
2019-02-14 07:00:00,34.0,2,7,3,53185.563,48664.995,7116.963533333328,4362.502533333332,0.0
2019-02-14 08:00:00,35.1,2,8,3,53460.129,49043.529,6320.877999999997,4053.3669999999984,0.0
2019-02-14 09:00:00,36.0,2,9,3,53475.181,49082.902,5530.875833333324,4026.0138333333234,0.0
2019-02-14 10:00:00,41.0,2,10,3,53587.531,49223.442,4891.425633333332,4378.8956333333335,14.806633333333592
2019-02-14 11:00:00,42.1,2,11,3,53270.87,49247.607,4165.201833333318,4596.20983333332,572.9468333333207
2019-02-14 12:00:00,45.0,2,12,3,53075.689,49157.748,3839.4326333333447,4926.180633333344,1008.2396333333454
2019-02-14 13:00:00,46.0,2,13,3,52950.01,48934.649,3460.881300000008,5356.467300000011,1341.1063000000067
2019-02-14 14:00:00,46.9,2,14,3,52652.059,48387.974,3203.6863999999987,5621.236400000002,1357.1514000000025
2019-02-14 15:00:00,46.9,2,15,3,52488.275,48087.845,2786.6020333333363,5785.52903333334,1385.099033333339
2019-02-14 16:00:00,48.0,2,16,3,52661.442,48176.331,2518.542366666683,5696.082366666684,1210.9713666666794
2019-02-14 17:00:00,48.0,2,17,3,53805.46,48934.704,1903.300400000008,5780.870400000007,910.1144000000058
2019-02-14 18:00:00,48.0,2,18,3,55446.483,50271.977,1861.9230999999927,5651.862099999991,477.35609999999
2019-02-14 19:00:00,45.0,2,19,3,55691.326,50438.231,1846.1332666666715,5613.984266666674,360.8892666666725
2019-02-14 20:00:00,45.0,2,20,3,55070.446,49639.442,1821.386266666661,5543.815266666665,112.81126666666388
2019-02-14 21:00:00,45.0,2,21,3,53855.486,48578.942,1501.1571999999942,5547.6521999999895,271.1081999999951
2019-02-14 22:00:00,50.0,2,22,3,51716.387,46822.903,1136.0496666666804,5198.7336666666815,305.2496666666775
2019-02-14 23:00:00,51.1,2,23,3,49510.659,44716.235,511.5457999999853,4943.334799999982,148.91079999998328
2019-02-15 00:00:00,50.0,2,0,4,48229.738,43417.908,241.3093333333381,5025.028333333336,213.198333333341
2019-02-15 01:00:00,48.9,2,1,4,47633.079,42855.032,31.16339999999764,5295.310399999995,517.2633999999962
2019-02-15 02:00:00,48.0,2,2,4,47468.315,42830.426,0.0,5560.511700000003,922.6227
2019-02-15 03:00:00,48.9,2,3,4,47609.231,43174.36,0.0,5728.784099999997,1293.913099999998
2019-02-15 04:00:00,46.0,2,4,4,48597.377,44241.814,1.185299999997369,6149.0173,1793.4542999999976
2019-02-15 05:00:00,46.0,2,5,4,50750.457,46897.576,508.9172999999937,6744.457299999995,2891.5762999999934
2019-02-15 06:00:00,46.0,2,6,4,54871.503,51328.928,1536.6280666666717,8175.105066666671,4632.5300666666735
2019-02-15 07:00:00,39.9,2,7,4,57636.881,54725.358,2207.8805333333294,8813.820533333332,5902.297533333331
2019-02-15 08:00:00,37.0,2,8,4,58012.089,55639.478,2257.7079999999987,8605.326999999997,6232.716
2019-02-15 09:00:00,35.1,2,9,4,57609.208,55878.399,2192.794833333326,8160.040833333325,6429.231833333324
2019-02-15 10:00:00,36.0,2,10,4,57281.527,55949.053,2245.031633333332,8072.891633333333,6740.417633333331
2019-02-15 11:00:00,37.9,2,11,4,56654.516,55735.315,2259.3948333333174,7979.85583333332,7060.654833333319
2019-02-15 12:00:00,39.9,2,12,4,55957.232,55178.725,2320.0846333333466,7807.723633333349,7029.216633333344
2019-02-15 13:00:00,37.9,2,13,4,55055.897,54784.839,2533.048300000009,7462.354300000006,7191.296300000009
2019-02-15 14:00:00,37.9,2,14,4,54225.794,54174.274,2670.274400000002,7194.971400000002,7143.451399999998
2019-02-15 15:00:00,36.0,2,15,4,53508.37,53620.278,2702.337033333337,6805.624033333341,6917.532033333337
2019-02-15 16:00:00,34.0,2,16,4,53448.263,53815.405,2638.316366666681,6482.90336666668,6850.04536666668
2019-02-15 17:00:00,33.1,2,17,4,54376.187,55082.704,2468.1554000000106,6351.597400000006,7058.114400000006
2019-02-15 18:00:00,32.0,2,18,4,56929.748,57564.691,2489.083099999989,7135.127099999991,7770.07009999999
2019-02-15 19:00:00,30.0,2,19,4,57246.62,58059.973,2365.282266666676,7169.278266666675,7982.631266666671
2019-02-15 20:00:00,30.0,2,20,4,56941.68,57715.298,2468.783266666658,7415.049266666661,8188.667266666664
2019-02-15 21:00:00,28.9,2,21,4,55479.524,56871.971,2687.8441999999923,7171.69019999999,8564.13719999999
2019-02-15 22:00:00,28.0,2,22,4,53053.794,55212.671,2811.3976666666786,6536.140666666681,8695.017666666681
2019-02-15 23:00:00,27.0,2,23,4,50456.006,53195.836,2637.585799999986,5888.681799999984,8628.511799999986
2019-02-16 00:00:00,27.0,2,0,5,48715.081,51652.871,2505.079333333335,5510.371333333336,8448.161333333337
2019-02-16 01:00:00,26.1,2,1,5,47639.065,50669.618,2484.829399999995,5301.296399999999,8331.8494
2019-02-16 02:00:00,25.0,2,2,5,47100.261,50387.199,2580.360699999997,5192.457699999999,8479.395700000001
2019-02-16 03:00:00,24.1,2,3,5,47062.744,50195.554,2477.0841,5182.297099999996,8315.107099999994
2019-02-16 04:00:00,23.0,2,4,5,47804.132,50679.202,2434.493300000002,5355.772299999997,8230.842299999997
2019-02-16 05:00:00,23.0,2,5,5,49836.799,51695.99,1835.9682999999927,5830.799299999992,7689.99029999999
2019-02-16 06:00:00,21.9,2,6,5,53410.483,53416.788,780.1290666666755,6714.085066666674,6720.390066666674
2019-02-16 07:00:00,21.0,2,7,5,55940.024,55309.668,523.8535333333275,7116.963533333328,6486.607533333328
2019-02-16 08:00:00,21.9,2,8,5,55727.64,56173.925,1145.6619999999966,6320.877999999997,6767.1630000000005
2019-02-16 09:00:00,23.0,2,9,5,54980.043,56178.945,2136.077833333329,5530.875833333324,6729.777833333326
2019-02-16 10:00:00,24.1,2,10,5,54100.061,55448.66,2553.9306333333298,4891.425633333332,6240.024633333334
2019-02-16 11:00:00,25.0,2,11,5,52839.862,53896.238,2373.140833333317,4165.201833333318,5221.577833333315
2019-02-16 12:00:00,27.0,2,12,5,51988.941,52361.024,1909.826633333345,3839.4326333333447,4211.515633333343
2019-02-16 13:00:00,27.0,2,13,5,51054.424,50687.065,1379.698300000011,3460.881300000008,3093.5223000000115
2019-02-16 14:00:00,28.0,2,14,5,50234.509,49210.973,970.3714000000036,3203.6863999999987,2180.1503999999986
2019-02-16 15:00:00,28.9,2,15,5,49489.348,48453.039,884.9530333333387,2786.6020333333363,1750.2930333333352
2019-02-16 16:00:00,28.9,2,16,5,49483.902,48641.621,763.0443666666833,2518.542366666683,1676.2613666666805
2019-02-16 17:00:00,30.0,2,17,5,49927.89,50126.456,820.0444000000061,1903.300400000008,2101.8664000000063
2019-02-16 18:00:00,28.0,2,18,5,51656.544,53251.743,1190.0710999999935,1861.9230999999927,3457.122099999993
2019-02-16 19:00:00,26.1,2,19,5,51923.475,54011.706,1537.6602666666731,1846.1332666666715,3934.364266666671
2019-02-16 20:00:00,25.0,2,20,5,51348.017,53832.029,1667.037266666659,1821.386266666661,4305.398266666663
2019-02-16 21:00:00,25.0,2,21,5,49808.991,53206.921,2121.9191999999894,1501.1571999999942,4899.0871999999945
2019-02-16 22:00:00,26.1,2,22,5,47653.703,51887.111,2610.965666666678,1136.0496666666804,5369.457666666676
2019-02-16 23:00:00,26.1,2,23,5,45078.87,50243.386,2916.364799999981,511.5457999999853,5676.061799999981
2019-02-17 00:00:00,24.1,2,0,6,43446.019,49064.114,2934.218333333338,241.3093333333381,5859.404333333339
2019-02-17 01:00:00,23.0,2,1,6,42368.932,48284.8,3078.098399999996,31.16339999999764,5947.0314
2019-02-17 02:00:00,24.1,2,2,6,41661.287,48016.769,2996.216699999997,0.0,6108.965700000001
2019-02-17 03:00:00,21.9,2,3,6,41783.302,47973.303,2564.2920999999988,0.0,6092.856099999997
2019-02-17 04:00:00,23.0,2,4,6,42449.545,48259.877,2318.0003,1.185299999997369,5811.5173
2019-02-17 05:00:00,24.1,2,5,6,44514.917,48933.986,1286.7012999999934,508.9172999999937,4927.98629999999
2019-02-17 06:00:00,24.1,2,6,6,48233.026,50039.792,0.0,1536.6280666666717,3343.394066666675
2019-02-17 07:00:00,24.1,2,7,6,51030.941,51094.055,0.0,2207.8805333333294,2270.9945333333308
2019-02-17 08:00:00,25.0,2,8,6,51664.47,51800.093,0.0,2257.7079999999987,2393.3309999999983
2019-02-17 09:00:00,27.0,2,9,6,51641.962,51974.649,0.0,2192.794833333326,2525.481833333324
2019-02-17 10:00:00,28.0,2,10,6,51453.667,51682.702,433.32763333333423,2245.031633333332,2474.0666333333284
2019-02-17 11:00:00,28.9,2,11,6,50934.055,51125.545,1003.813833333319,2259.3948333333174,2450.884833333316
2019-02-17 12:00:00,30.9,2,12,6,50469.593,50809.547,1504.0396333333483,2320.0846333333466,2660.0386333333445
2019-02-17 13:00:00,30.9,2,13,6,50126.591,50467.957,1807.8213000000103,2533.048300000009,2874.414300000012
2019-02-17 14:00:00,30.0,2,14,6,49701.097,50285.789,2060.979400000004,2670.274400000002,3254.966399999997
2019-02-17 15:00:00,30.9,2,15,6,49405.083,50467.002,2364.08403333334,2702.337033333337,3764.2560333333386
2019-02-17 16:00:00,30.0,2,16,6,49603.676,51100.388,2724.6823666666824,2638.316366666681,4135.02836666668
2019-02-17 17:00:00,30.0,2,17,6,50492.745,52410.234,2659.6264000000083,2468.1554000000106,4385.644400000005
2019-02-17 18:00:00,30.9,2,18,6,52283.704,54273.098,2099.6630999999907,2489.083099999989,4478.477099999989
2019-02-17 19:00:00,30.9,2,19,6,52442.624,54378.502,1804.1102666666704,2365.282266666676,4301.160266666673
2019-02-17 20:00:00,30.9,2,20,6,51995.414,53437.122,1791.7792666666646,2468.783266666658,3910.491266666664
2019-02-17 21:00:00,30.9,2,21,6,50995.678,51990.661,1644.721199999993,2687.8441999999923,3682.827199999992
2019-02-17 22:00:00,30.9,2,22,6,49329.051,49906.68,1693.2726666666786,2811.3976666666786,3389.0266666666794
2019-02-17 23:00:00,30.9,2,23,6,47204.91,47881.936,2042.1327999999849,2637.585799999986,3314.611799999984
2019-02-18 00:00:00,30.9,2,0,0,45709.789,47972.805,2024.184333333338,2505.079333333335,4768.095333333338
2019-02-18 01:00:00,30.9,2,1,0,44822.598,47086.842,2169.2153999999937,2484.829399999995,4749.073399999994
2019-02-18 02:00:00,30.0,2,2,0,44488.164,46769.717,2362.248700000004,2580.360699999997,4861.913699999997
2019-02-18 03:00:00,30.0,2,3,0,44357.531,46761.9,2564.7270999999964,2477.0841,4881.453099999999
2019-02-18 04:00:00,30.0,2,4,0,44882.853,47494.192,2821.9133,2434.493300000002,5045.832300000002
2019-02-18 05:00:00,28.9,2,5,0,45841.968,49363.416,3327.8312999999907,1835.9682999999927,5357.41629999999
2019-02-18 06:00:00,28.9,2,6,0,47476.527,52856.841,3864.519066666675,780.1290666666755,6160.443066666674
2019-02-18 07:00:00,28.9,2,7,0,49346.914,55338.815,4304.510533333334,523.8535333333275,6515.754533333333
2019-02-18 08:00:00,28.9,2,8,0,50552.424,56103.225,4843.561999999998,1145.6619999999966,6696.462999999996
2019-02-18 09:00:00,28.9,2,9,0,51585.245,56337.375,5583.909833333324,2136.077833333329,6888.207833333327
2019-02-18 10:00:00,28.9,2,10,0,51762.566,56461.969,6309.967633333334,2553.9306333333298,7253.333633333328
2019-02-18 11:00:00,30.0,2,11,0,51047.801,56113.758,6548.916833333315,2373.140833333317,7439.097833333319
2019-02-18 12:00:00,30.9,2,12,0,50059.335,55675.99,6740.151633333349,1909.826633333345,7526.481633333344
2019-02-18 13:00:00,30.0,2,13,0,48973.241,55383.508,7033.951300000008,1379.698300000011,7789.965300000011
2019-02-18 14:00:00,30.0,2,14,0,48001.194,54955.821,7252.044399999999,970.3714000000036,7924.998400000004
2019-02-18 15:00:00,30.0,2,15,0,47587.699,54589.509,7223.003033333342,884.9530333333387,7886.763033333336
2019-02-18 16:00:00,28.9,2,16,0,47728.404,54709.741,7332.448366666678,763.0443666666833,7744.381366666683
2019-02-18 17:00:00,28.9,2,17,0,48844.634,55487.667,7225.148400000005,820.0444000000061,7463.077400000009
2019-02-18 18:00:00,28.0,2,18,0,50984.692,56862.598,7399.78609999999,1190.0710999999935,7067.977099999989
2019-02-18 19:00:00,26.1,2,19,0,51615.002,56709.62,7575.529266666672,1537.6602666666731,6632.278266666675
2019-02-18 20:00:00,26.1,2,20,0,51193.668,56091.415,7296.634266666661,1667.037266666659,6564.784266666662
2019-02-18 21:00:00,26.1,2,21,0,50429.753,54535.241,6998.383199999989,2121.9191999999894,6227.407199999994
2019-02-18 22:00:00,23.0,2,22,0,49128.619,52284.412,6549.251666666678,2610.965666666678,5766.758666666676
