date,tmpf,month,hour,dayofweek,mw2day,mw7day,potential,poten_2,poten_7
2019-01-09 14:00:00,27.0,1,14,2,50325.639,51420.68,7996.720444444436,3474.0804444444366,4569.121444444434
2019-01-09 15:00:00,27.0,1,15,2,49731.984,51072.13,8348.866074074074,3144.5060740740737,4484.652074074074
2019-01-09 16:00:00,26.1,1,16,2,49738.623,51621.597,8614.09103703704,2649.719037037037,4532.693037037039
2019-01-09 17:00:00,26.1,1,17,2,51447.218,53531.967,8671.400222222212,2397.889222222213,4482.638222222209
2019-01-09 18:00:00,25.0,1,18,2,52016.147,53899.064,8978.232592592598,1876.6785925925944,3759.595592592596
2019-01-09 19:00:00,25.0,1,19,2,51405.24,53226.13,8972.61477777778,1626.3907777777786,3447.280777777778
2019-01-09 20:00:00,25.0,1,20,2,50239.129,52359.206,8931.383814814828,1117.6788148148262,3237.755814814824
2019-01-09 21:00:00,25.0,1,21,2,48245.964,50725.303,8642.727074074079,331.295074074078,2810.634074074078
2019-01-09 22:00:00,23.0,1,22,2,45838.292,48534.709,8093.66096296296,0.0,2414.546962962966
2019-01-09 23:00:00,23.0,1,23,2,43128.256,45940.611,7711.148370370371,0.0,1821.775370370371
2019-01-10 00:00:00,23.0,1,0,3,41168.876,43966.232,8108.192222222227,0.0,1793.1622222222286
2019-01-10 01:00:00,23.0,1,1,3,39909.717,42912.025,8311.208185185176,0.0,1777.949185185178
2019-01-10 02:00:00,21.9,1,2,3,39171.759,42445.634,8576.500148148152,0.0,1866.7021481481493
2019-01-10 03:00:00,21.0,1,3,3,39085.17,42351.992,8735.469555555559,0.0,1939.8325555555568
2019-01-10 04:00:00,19.9,1,4,3,39584.978,42968.095,9250.627666666674,0.0,2104.582666666676
2019-01-10 05:00:00,19.0,1,5,3,41744.206,44903.116,10084.378851851849,0.0,2653.345851851853
2019-01-10 06:00:00,19.0,1,6,3,45602.884,48346.06,11377.182555555555,980.0325555555536,3723.208555555553
2019-01-10 07:00:00,21.9,1,7,3,48164.216,51192.881,12142.21281481482,1323.700814814816,4352.365814814817
2019-01-10 08:00:00,23.0,1,8,3,48458.389,51753.718,11704.533111111115,763.1511111111176,4058.480111111116
2019-01-10 09:00:00,23.0,1,9,3,48130.982,51669.623,10987.12200000001,23.852000000013504,3562.493000000009
2019-01-10 10:00:00,23.0,1,10,3,47803.112,51907.832,10520.649407407414,0.0,3587.918407407414
2019-01-10 11:00:00,24.1,1,11,3,47469.546,51497.225,10162.937740740745,0.0,3351.518740740743
2019-01-10 12:00:00,24.1,1,12,3,46874.619,51067.98,9980.709518518515,0.0,3230.2255185185204
2019-01-10 13:00:00,25.0,1,13,3,46524.141,50315.271,10081.379444444445,0.0,2963.2254444444407
2019-01-10 14:00:00,25.0,1,14,3,45935.997,49527.875,10024.151444444433,0.0,2676.3164444444337
2019-01-10 15:00:00,26.1,1,15,3,45658.582,49273.028,9944.92807407408,0.0,2685.5500740740754
2019-01-10 16:00:00,26.1,1,16,3,46354.06,49620.076,9782.069037037036,0.0,2531.1720370370385
2019-01-10 17:00:00,26.1,1,17,3,48633.264,52467.144,9799.379222222213,0.0,3417.8152222222125
2019-01-10 18:00:00,26.1,1,18,3,50327.942,54157.938,9965.603592592595,188.4735925925997,4018.469592592599
2019-01-10 19:00:00,26.1,1,19,3,50134.155,53984.959,9748.28677777778,355.30577777777944,4206.109777777783
2019-01-10 20:00:00,26.1,1,20,3,49622.18,53463.475,9780.591814814828,500.72981481482566,4342.024814814824
2019-01-10 21:00:00,26.1,1,21,3,48553.595,52164.287,9396.160074074076,638.9260740740792,4249.618074074075
2019-01-10 22:00:00,27.0,1,22,3,46643.614,49949.741,8782.568962962963,523.4519629629649,3829.578962962965
2019-01-10 23:00:00,27.0,1,23,3,44603.54,47621.386,8282.544370370371,484.7043703703748,3502.5503703703725
2019-01-11 00:00:00,27.0,1,0,4,43054.198,45792.867,8488.056222222222,881.1282222222217,3619.797222222224
2019-01-11 01:00:00,26.1,1,1,4,42196.355,44761.924,8662.477185185176,1062.2791851851798,3627.848185185176
2019-01-11 02:00:00,26.1,1,2,4,42125.592,44213.55,8607.818148148152,1546.6601481481484,3634.6181481481535
2019-01-11 03:00:00,26.1,1,3,4,42406.578,44130.857,8730.118555555557,1994.41855555556,3718.697555555562
2019-01-11 04:00:00,26.1,1,4,4,43382.473,44723.682,9006.642666666674,2518.960666666673,3860.169666666676
2019-01-11 05:00:00,26.1,1,5,4,45977.163,46516.669,9714.792851851853,3727.392851851851,4266.898851851853
2019-01-11 06:00:00,26.1,1,6,4,50135.036,49944.623,10855.205555555556,5512.184555555556,5321.771555555555
2019-01-11 07:00:00,26.1,1,7,4,53480.658,52461.943,11598.662814814816,6640.142814814819,5621.427814814815
2019-01-11 08:00:00,26.1,1,8,4,54230.367,53057.287,10846.049111111111,6535.129111111113,5362.049111111111
2019-01-11 09:00:00,26.1,1,9,4,54412.773,52772.108,9621.509000000013,6305.643000000011,4664.97800000001
2019-01-11 10:00:00,27.0,1,10,4,54760.741,52275.491,8647.266407407413,6440.827407407414,3955.5774074074143
2019-01-11 11:00:00,28.0,1,11,4,54736.081,51307.194,7927.404740740741,6590.374740740743,3161.4877407407475
2019-01-11 12:00:00,28.0,1,12,4,54863.54,50440.03,7079.75951851852,7025.785518518518,2602.275518518516
2019-01-11 13:00:00,28.9,1,13,4,55049.495,49424.508,6463.31044444444,7697.449444444443,2072.4624444444416
2019-01-11 14:00:00,30.0,1,14,4,54848.279,48624.059,5830.713444444431,7996.720444444436,1772.5004444444348
2019-01-11 15:00:00,30.0,1,15,4,54936.344,47953.371,5653.587074074079,8348.866074074074,1365.893074074076
2019-01-11 16:00:00,30.0,1,16,4,55702.995,48089.633,5680.580037037034,8614.09103703704,1000.7290370370392
2019-01-11 17:00:00,28.9,1,17,4,57720.729,49975.664,5873.18022222221,8671.400222222212,926.3352222222092
2019-01-11 18:00:00,28.0,1,18,4,59117.701,50916.862,5890.171592592596,8978.232592592598,777.393592592598
2019-01-11 19:00:00,27.0,1,19,4,58751.464,50438.453,5664.437777777777,8972.61477777778,659.6037777777819
2019-01-11 20:00:00,27.0,1,20,4,58052.834,49654.136,5606.215814814823,8931.383814814828,532.685814814824
2019-01-11 21:00:00,28.0,1,21,4,56557.396,48546.449,5612.448074074076,8642.727074074079,631.7800740740786
2019-01-11 22:00:00,27.0,1,22,4,54213.823,46866.513,5384.438962962966,8093.66096296296,746.3509629629625
2019-01-11 23:00:00,27.0,1,23,4,51829.984,44514.116,5113.886370370376,7711.148370370371,395.28037037037575
2019-01-12 00:00:00,27.0,1,0,5,50281.262,42671.346,5289.653222222223,8108.192222222227,498.2762222222227
2019-01-12 01:00:00,28.0,1,1,5,49445.284,41329.566,5172.231185185177,8311.208185185176,195.4901851851755
2019-01-12 02:00:00,28.0,1,2,5,49155.432,40688.738,5062.161148148152,8576.500148148152,109.80614814814908
2019-01-12 03:00:00,28.0,1,3,5,49147.629,40366.057,4841.843555555555,8735.469555555559,0.0
2019-01-12 04:00:00,28.0,1,4,5,50114.14,40823.112,4736.349666666676,9250.627666666674,0.0
2019-01-12 05:00:00,28.0,1,5,5,52334.149,41636.335,4186.127851851852,10084.378851851849,0.0
2019-01-12 06:00:00,28.0,1,6,5,56000.034,43123.491,3285.588555555558,11377.182555555555,0.0
2019-01-12 07:00:00,28.0,1,7,5,58982.728,44824.51,2969.874814814815,12142.21281481482,0.0
2019-01-12 08:00:00,27.0,1,8,5,59399.771,45854.938,3412.1611111111124,11704.533111111115,0.0
2019-01-12 09:00:00,27.0,1,9,5,59094.252,46265.684,4143.3910000000105,10987.12200000001,0.0
2019-01-12 10:00:00,27.0,1,10,5,58840.563,46007.583,4491.496407407416,10520.649407407414,0.0
2019-01-12 11:00:00,28.0,1,11,5,58308.644,45672.166,4679.510740740741,10162.937740740745,0.0
2019-01-12 12:00:00,28.0,1,12,5,57818.464,44742.809,4566.353518518517,9980.709518518515,0.0
2019-01-12 13:00:00,28.9,1,13,5,57433.425,43710.215,4638.590444444439,10081.379444444445,0.0
2019-01-12 14:00:00,30.0,1,14,5,56875.71,42648.029,4779.188444444437,10024.151444444433,0.0
2019-01-12 15:00:00,30.0,1,15,5,56532.406,42147.833,5031.748074074079,9944.92807407408,0.0
2019-01-12 16:00:00,30.0,1,16,5,56870.973,42496.234,4935.26703703704,9782.069037037036,0.0
2019-01-12 17:00:00,30.0,1,17,5,58848.708,44826.502,4635.74822222221,9799.379222222213,0.0
2019-01-12 18:00:00,28.9,1,18,5,60105.072,46667.502,4328.007592592599,9965.603592592595,0.0
2019-01-12 19:00:00,30.0,1,19,5,59527.136,46549.535,3891.5127777777816,9748.28677777778,0.0
2019-01-12 20:00:00,30.0,1,20,5,58902.042,46249.954,3713.171814814829,9780.591814814828,0.0
2019-01-12 21:00:00,30.0,1,21,5,57310.829,45434.725,3432.7510740740763,9396.160074074076,0.0
2019-01-12 22:00:00,30.0,1,22,5,54902.731,43979.089,3592.720962962965,8782.568962962963,0.0
2019-01-12 23:00:00,30.0,1,23,5,52401.38,42199.969,3620.5573703703694,8282.544370370371,0.0
2019-01-13 00:00:00,30.0,1,0,6,50661.126,40894.547,3859.356222222225,8488.056222222222,0.0
2019-01-13 01:00:00,28.9,1,1,6,49796.553,39731.585,3703.167185185179,8662.477185185176,0.0
2019-01-13 02:00:00,30.0,1,2,6,49186.75,39302.356,3505.237148148153,8607.818148148152,0.0
2019-01-13 03:00:00,30.0,1,3,6,49142.278,39129.267,3350.7775555555563,8730.118555555557,0.0
2019-01-13 04:00:00,30.0,1,4,6,49870.155,39169.129,2995.198666666678,9006.642666666674,0.0
2019-01-13 05:00:00,30.0,1,5,6,51964.563,39911.352,2265.548851851854,9714.792851851853,0.0
2019-01-13 06:00:00,30.0,1,6,6,55478.057,41189.341,816.7155555555582,10855.205555555556,0.0
2019-01-13 07:00:00,30.0,1,7,6,58439.178,42730.546,0.0,11598.662814814816,0.0
2019-01-13 08:00:00,28.9,1,8,6,58541.287,43694.432,0.0,10846.049111111111,0.0
2019-01-13 09:00:00,28.9,1,9,6,57728.639,43972.764,520.9580000000133,9621.509000000013,0.0
2019-01-13 10:00:00,30.0,1,10,6,56967.18,43673.311,685.3594074074135,8647.266407407413,0.0
2019-01-13 11:00:00,32.0,1,11,6,56073.111,43196.979,935.2357407407472,7927.404740740741,0.0
2019-01-13 12:00:00,32.0,1,12,6,54917.514,42948.53,1419.4585185185206,7079.75951851852,0.0
2019-01-13 13:00:00,32.0,1,13,6,53815.356,42348.633,1526.4464444444384,6463.31044444444,0.0
2019-01-13 14:00:00,32.0,1,14,6,52682.272,42004.55,1888.987444444436,5830.713444444431,0.0
2019-01-13 15:00:00,30.9,1,15,6,52241.065,42035.176,2296.054074074076,5653.587074074079,0.0
2019-01-13 16:00:00,32.0,1,16,6,52769.484,43214.29,2576.7180370370406,5680.580037037034,0.0
2019-01-13 17:00:00,32.0,1,17,6,54922.509,46272.405,2887.2262222222125,5873.18022222221,0.0
2019-01-13 18:00:00,32.0,1,18,6,56029.64,48099.46,3568.0035925925986,5890.171592592596,0.0
2019-01-13 19:00:00,32.0,1,19,6,55443.287,48152.739,3464.4437777777785,5664.437777777777,0.0
2019-01-13 20:00:00,32.0,1,20,6,54727.666,47926.503,3497.9018148148243,5606.215814814823,0.0
2019-01-13 21:00:00,30.9,1,21,6,53527.117,46885.992,3161.200074074077,5612.448074074076,0.0
2019-01-13 22:00:00,28.9,1,22,6,51504.601,45104.095,3384.405962962963,5384.438962962966,0.0
2019-01-13 23:00:00,28.0,1,23,6,49232.722,43394.166,3468.878370370374,5113.886370370376,0.0
2019-01-14 00:00:00,27.0,1,0,0,47462.723,42115.821,4276.108222222225,5289.653222222223,0.0
2019-01-14 01:00:00,27.0,1,1,0,46306.307,41509.086,4755.127185185178,5172.231185185177,375.0101851851796
2019-01-14 02:00:00,27.0,1,2,0,45641.093,41355.174,5166.059148148153,5062.161148148152,776.2421481481506
2019-01-14 03:00:00,26.1,1,3,0,45254.003,41303.375,5677.330555555556,4841.843555555555,891.2155555555582
2019-01-14 04:00:00,24.1,1,4,0,45599.862,42155.436,6230.391666666677,4736.349666666676,1291.9236666666766
2019-01-14 05:00:00,21.9,1,5,0,46435.898,44515.179,7217.195851851851,4186.127851851852,2265.4088518518474
2019-01-14 06:00:00,21.9,1,6,0,47908.44,48303.582,8782.358555555555,3285.588555555558,3680.7305555555577
2019-01-14 07:00:00,21.9,1,7,0,49810.39,51288.938,9603.242814814816,2969.874814814815,4448.422814814818
2019-01-14 08:00:00,21.9,1,8,0,51107.399,52057.408,9592.433111111117,3412.1611111111124,4362.170111111118
2019-01-14 09:00:00,23.0,1,9,0,52250.521,52042.617,9143.075000000012,4143.3910000000105,3935.487000000008
2019-01-14 10:00:00,26.1,1,10,0,52811.41,52112.514,8423.438407407411,4491.496407407416,3792.6004074074153
2019-01-14 11:00:00,28.0,1,11,0,52825.217,51784.932,7853.458740740745,4679.510740740741,3639.225740740745
2019-01-14 12:00:00,28.9,1,12,0,52404.108,51397.612,7727.091518518515,4566.353518518517,3559.857518518518
2019-01-14 13:00:00,28.9,1,13,0,51990.636,50907.597,7795.833444444441,4638.590444444439,3555.5514444444416
2019-01-14 14:00:00,30.0,1,14,0,51630.747,50325.639,7701.632444444433,4779.188444444437,3474.0804444444366
2019-01-14 15:00:00,30.0,1,15,0,51619.226,49731.984,7452.345074074074,5031.748074074079,3144.5060740740737
2019-01-14 16:00:00,28.9,1,16,0,52024.171,49738.623,7551.150037037034,4935.26703703704,2649.719037037037
2019-01-14 17:00:00,28.0,1,17,0,53685.077,51447.218,7559.043222222215,4635.74822222221,2397.889222222213
2019-01-14 18:00:00,27.0,1,18,0,54467.476,52016.147,8205.1915925926,4328.007592592599,1876.6785925925944
2019-01-14 19:00:00,27.0,1,19,0,53670.362,51405.24,8203.764777777782,3891.5127777777816,1626.3907777777786
2019-01-14 20:00:00,26.1,1,20,0,52834.622,50239.129,8118.268814814823,3713.171814814829,1117.6788148148262
2019-01-14 21:00:00,25.0,1,21,0,51347.42,48245.964,7728.71807407408,3432.7510740740763,331.295074074078
2019-01-14 22:00:00,23.0,1,22,0,49712.883,45838.292,7121.065962962966,3592.720962962965,0.0
2019-01-14 23:00:00,21.9,1,23,0,47739.393,43128.256,6876.87937037037,3620.5573703703694,0.0
2019-01-15 00:00:00,19.0,1,0,1,46032.426,41168.876,7274.589222222225,3859.356222222225,0.0
2019-01-15 01:00:00,19.0,1,1,1,44837.243,39909.717,7495.232185185174,3703.167185185179,0.0
2019-01-15 02:00:00,17.1,1,2,1,44084.169,39171.759,7655.905148148151,3505.237148148153,0.0
2019-01-15 03:00:00,15.1,1,3,1,43762.937,39085.17,8071.179555555558,3350.7775555555563,0.0
2019-01-15 04:00:00,15.1,1,4,1,43858.711,39584.978,8496.391666666677,2995.198666666678,0.0
2019-01-15 05:00:00,12.9,1,5,1,44515.319,41744.206,9336.982851851848,2265.548851851854,0.0
2019-01-15 06:00:00,14.0,1,6,1,45439.567,45602.884,10803.48655555556,816.7155555555582,980.0325555555536
2019-01-15 07:00:00,16.0,1,7,1,46726.019,48164.216,11239.835814814818,0.0,1323.700814814816
2019-01-15 08:00:00,15.1,1,8,1,47653.375,48458.389,10866.557111111111,0.0,763.1511111111176
2019-01-15 09:00:00,15.1,1,9,1,48628.088,48130.982,10009.899000000012,520.9580000000133,23.852000000013504
2019-01-15 10:00:00,17.1,1,10,1,49005.273,47803.112,9341.952407407414,685.3594074074135,0.0
2019-01-15 11:00:00,19.0,1,11,1,49080.942,47469.546,8929.079740740744,935.2357407407472,0.0
2019-01-15 12:00:00,19.9,1,12,1,49257.213,46874.619,8926.212518518514,1419.4585185185206,0.0
2019-01-15 13:00:00,21.0,1,13,1,48878.492,46524.141,9069.21744444444,1526.4464444444384,0.0
2019-01-15 14:00:00,21.9,1,14,1,48740.546,45935.997,9120.013444444434,1888.987444444436,0.0
2019-01-15 15:00:00,24.1,1,15,1,48883.532,45658.582,9177.154074074077,2296.054074074076,0.0
2019-01-15 16:00:00,25.0,1,16,1,49665.622,46354.06,9263.757037037038,2576.7180370370406,0.0
2019-01-15 17:00:00,26.1,1,17,1,51936.555,48633.264,8993.970222222211,2887.2262222222125,0.0
2019-01-15 18:00:00,27.0,1,18,1,53707.472,50327.942,8892.3885925926,3568.0035925925986,188.4735925925997
2019-01-15 19:00:00,27.0,1,19,1,53243.293,50134.155,8929.88377777778,3464.4437777777785,355.30577777777944
2019-01-15 20:00:00,27.0,1,20,1,52619.352,49622.18,8560.389814814822,3497.9018148148243,500.72981481482566
2019-01-15 21:00:00,27.0,1,21,1,51075.869,48553.595,8249.121074074079,3161.200074074077,638.9260740740792
2019-01-15 22:00:00,28.9,1,22,1,49504.568,46643.614,7549.041962962961,3384.405962962963,523.4519629629649
2019-01-15 23:00:00,30.0,1,23,1,47587.714,44603.54,6921.348370370375,3468.878370370374,484.7043703703748
2019-01-16 00:00:00,30.9,1,0,2,46449.178,43054.198,6878.293222222223,4276.108222222225,881.1282222222217
2019-01-16 01:00:00,30.9,1,1,2,45889.203,42196.355,6861.818185185177,4755.127185185178,1062.2791851851798
2019-01-16 02:00:00,30.9,1,2,2,45744.991,42125.592,6876.722148148154,5166.059148148153,1546.6601481481484
2019-01-16 03:00:00,30.9,1,3,2,46089.49,42406.578,6656.430555555555,5677.330555555556,1994.41855555556
2019-01-16 04:00:00,32.0,1,4,2,47093.904,43382.473,6896.079666666672,6230.391666666677,2518.960666666673
2019-01-16 05:00:00,32.0,1,5,2,49466.966,45977.163,7356.863851851849,7217.195851851851,3727.392851851851
2019-01-16 06:00:00,33.1,1,6,2,53405.21,50135.036,8562.033555555558,8782.358555555555,5512.184555555556
2019-01-16 07:00:00,32.0,1,7,2,56443.758,53480.658,9004.736814814816,9603.242814814816,6640.142814814819
2019-01-16 08:00:00,30.9,1,8,2,57287.671,54230.367,8495.523111111113,9592.433111111117,6535.129111111113
2019-01-16 09:00:00,30.9,1,9,2,57250.205,54412.773,7757.796000000009,9143.075000000012,6305.643000000011
2019-01-16 10:00:00,32.0,1,10,2,56743.352,54760.741,7417.94740740741,8423.438407407411,6440.827407407414
2019-01-16 11:00:00,32.0,1,11,2,55999.165,54736.081,6955.951740740748,7853.458740740745,6590.374740740743
2019-01-16 12:00:00,32.0,1,12,2,55564.846,54863.54,6636.248518518514,7727.091518518515,7025.785518518518
2019-01-16 13:00:00,33.1,1,13,2,55147.879,55049.495,6823.518444444439,7795.833444444441,7697.449444444443
2019-01-16 14:00:00,33.1,1,14,2,54553.191,54848.279,6924.527444444437,7701.632444444433,7996.720444444436
2019-01-16 15:00:00,34.0,1,15,2,54039.823,54936.344,6956.628074074077,7452.345074074074,8348.866074074074
2019-01-16 16:00:00,34.0,1,16,2,54640.054,55702.995,6941.684037037041,7551.150037037034,8614.09103703704
2019-01-16 17:00:00,34.0,1,17,2,56608.372,57720.729,6688.477222222209,7559.043222222215,8671.400222222212
2019-01-16 18:00:00,34.0,1,18,2,58344.66,59117.701,6680.324592592595,8205.1915925926,8978.232592592598
2019-01-16 19:00:00,33.1,1,19,2,57982.614,58751.464,6463.1177777777775,8203.764777777782,8972.61477777778
2019-01-16 20:00:00,33.1,1,20,2,57239.719,58052.834,6444.061814814828,8118.268814814823,8931.383814814828
2019-01-16 21:00:00,33.1,1,21,2,55643.387,56557.396,6136.77107407408,7728.71807407408,8642.727074074079
2019-01-16 22:00:00,32.0,1,22,2,53241.228,54213.823,5322.578962962965,7121.065962962966,8093.66096296296
2019-01-16 23:00:00,32.0,1,23,2,50995.715,51829.984,4933.25437037037,6876.87937037037,7711.148370370371
2019-01-17 00:00:00,32.0,1,0,3,49447.659,50281.262,5130.814222222223,7274.589222222225,8108.192222222227
2019-01-17 01:00:00,32.0,1,1,3,48629.308,49445.284,5120.37018518518,7495.232185185174,8311.208185185176
2019-01-17 02:00:00,32.0,1,2,3,48234.837,49155.432,5268.52614814815,7655.905148148151,8576.500148148152
2019-01-17 03:00:00,32.0,1,3,3,48483.339,49147.629,5287.103555555557,8071.179555555558,8735.469555555559
2019-01-17 04:00:00,32.0,1,4,3,49359.904,50114.14,5761.593666666675,8496.391666666677,9250.627666666674
2019-01-17 05:00:00,32.0,1,5,3,51586.753,52334.149,6522.786851851852,9336.982851851848,10084.378851851849
2019-01-17 06:00:00,33.1,1,6,3,55426.338,56000.034,8147.472555555556,10803.48655555556,11377.182555555555
2019-01-17 07:00:00,32.0,1,7,3,58080.351,58982.728,8755.488814814817,11239.835814814818,12142.21281481482
2019-01-17 08:00:00,32.0,1,8,3,58561.795,59399.771,8225.131111111114,10866.557111111111,11704.533111111115
2019-01-17 09:00:00,32.0,1,9,3,58117.029,59094.252,7777.295000000013,10009.899000000012,10987.12200000001
2019-01-17 10:00:00,33.1,1,10,3,57661.866,58840.563,7403.39640740741,9341.952407407414,10520.649407407414
2019-01-17 11:00:00,34.0,1,11,3,57074.786,58308.644,7137.938740740741,8929.079740740744,10162.937740740745
2019-01-17 12:00:00,33.1,1,12,3,56763.967,57818.464,7122.994518518521,8926.212518518514,9980.709518518515
2019-01-17 13:00:00,33.1,1,13,3,56421.263,57433.425,7277.001444444439,9069.21744444444,10081.379444444445
2019-01-17 14:00:00,34.0,1,14,3,55971.572,56875.71,7474.879444444436,9120.013444444434,10024.151444444433
2019-01-17 15:00:00,34.0,1,15,3,55764.632,56532.406,7312.703074074074,9177.154074074077,9944.92807407408
2019-01-17 16:00:00,35.1,1,16,3,56352.661,56870.973,7158.224037037035,9263.757037037038,9782.069037037036
2019-01-17 17:00:00,34.0,1,17,3,58043.299,58848.708,6814.083222222209,8993.970222222211,9799.379222222213
2019-01-17 18:00:00,34.0,1,18,3,59031.857,60105.072,6601.072592592594,8892.3885925926,9965.603592592595
2019-01-17 19:00:00,34.0,1,19,3,58708.733,59527.136,6370.561777777781,8929.88377777778,9748.28677777778
2019-01-17 20:00:00,34.0,1,20,3,57681.84,58902.042,6176.573814814823,8560.389814814822,9780.591814814828
2019-01-17 21:00:00,34.0,1,21,3,56163.79,57310.829,5680.86007407408,8249.121074074079,9396.160074074076
2019-01-17 22:00:00,35.1,1,22,3,53669.204,54902.731,4771.986962962961,7549.041962962961,8782.568962962963
2019-01-17 23:00:00,34.0,1,23,3,51040.184,52401.38,4101.546370370372,6921.348370370375,8282.544370370371
2019-01-18 00:00:00,35.1,1,0,4,49051.363,50661.126,4294.693222222224,6878.293222222223,8488.056222222222
2019-01-18 01:00:00,35.1,1,1,4,47995.894,49796.553,4170.592185185175,6861.818185185177,8662.477185185176
2019-01-18 02:00:00,35.1,1,2,4,47455.654,49186.75,4083.073148148149,6876.722148148154,8607.818148148152
2019-01-18 03:00:00,35.1,1,3,4,47068.59,49142.278,4057.184555555556,6656.430555555555,8730.118555555557
2019-01-18 04:00:00,35.1,1,4,4,47759.592,49870.155,4351.549666666673,6896.079666666672,9006.642666666674
2019-01-18 05:00:00,35.1,1,5,4,49606.634,51964.563,5066.982851851848,7356.863851851849,9714.792851851853
2019-01-18 06:00:00,35.1,1,6,4,53184.885,55478.057,6138.715555555558,8562.033555555558,10855.205555555556
2019-01-18 07:00:00,35.1,1,7,4,55845.252,58439.178,6792.2058148148135,9004.736814814816,11598.662814814816
2019-01-18 08:00:00,34.0,1,8,4,56190.761,58541.287,6488.663111111113,8495.523111111113,10846.049111111111
2019-01-18 09:00:00,34.0,1,9,4,55864.926,57728.639,6065.412000000011,7757.796000000009,9621.509000000013
2019-01-18 10:00:00,35.1,1,10,4,55737.861,56967.18,5788.727407407416,7417.94740740741,8647.266407407413
2019-01-18 11:00:00,35.1,1,11,4,55101.658,56073.111,5655.762740740742,6955.951740740748,7927.404740740741
2019-01-18 12:00:00,35.1,1,12,4,54474.003,54917.514,5408.236518518519,6636.248518518514,7079.75951851852
