ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,-8.8,1,0,3,,
2015-01-01 01:00:00,-8.8,1,1,3,,
2015-01-01 02:00:00,-8.8,1,2,3,,
2015-01-01 03:00:00,-8.7,1,3,3,,
2015-01-01 04:00:00,-8.6,1,4,3,,
2015-01-01 05:00:00,-8.5,1,5,3,,
2015-01-01 06:00:00,-8.4,1,6,3,,
2015-01-01 07:00:00,-8.3,1,7,3,,
2015-01-01 08:00:00,-8.2,1,8,3,,
2015-01-01 09:00:00,-8.1,1,9,3,,
2015-01-01 10:00:00,-8.0,1,10,3,,
2015-01-01 11:00:00,-8.0,1,11,3,,
2015-01-01 12:00:00,-7.9,1,12,3,,
2015-01-01 13:00:00,-7.8,1,13,3,,
2015-01-01 14:00:00,-7.5,1,14,3,,
2015-01-01 15:00:00,-7.1,1,15,3,,
2015-01-01 16:00:00,-6.6,1,16,3,,
2015-01-01 17:00:00,-6.0,1,17,3,,
2015-01-01 18:00:00,-5.4,1,18,3,,
2015-01-01 19:00:00,-4.9,1,19,3,,
2015-01-01 20:00:00,-4.4,1,20,3,,
2015-01-01 21:00:00,-4.1,1,21,3,,
2015-01-01 22:00:00,-4.1,1,22,3,,
2015-01-01 23:00:00,-4.1,1,23,3,,
2015-01-02 00:00:00,-4.1,1,0,4,,
2015-01-02 01:00:00,-4.0,1,1,4,,
2015-01-02 02:00:00,-3.8,1,2,4,,
2015-01-02 03:00:00,-3.9,1,3,4,,
2015-01-02 04:00:00,-4.0,1,4,4,,
2015-01-02 05:00:00,-4.1,1,5,4,,
2015-01-02 06:00:00,-3.9,1,6,4,,
2015-01-02 07:00:00,-3.5,1,7,4,,
2015-01-02 08:00:00,-3.5,1,8,4,,
2015-01-02 09:00:00,-3.9,1,9,4,,
2015-01-02 10:00:00,-6.3,1,10,4,,
2015-01-02 11:00:00,-7.5,1,11,4,,
2015-01-02 12:00:00,-5.3,1,12,4,,
2015-01-02 13:00:00,-7.0,1,13,4,,
2015-01-02 14:00:00,-8.0,1,14,4,,
2015-01-02 15:00:00,-6.1,1,15,4,,
2015-01-02 16:00:00,-3.8,1,16,4,,
2015-01-02 17:00:00,-2.8,1,17,4,,
2015-01-02 18:00:00,-2.3,1,18,4,,
2015-01-02 19:00:00,-1.8,1,19,4,,
2015-01-02 20:00:00,-1.7,1,20,4,,
2015-01-02 21:00:00,-1.6,1,21,4,,
2015-01-02 22:00:00,-1.8,1,22,4,,
2015-01-02 23:00:00,-2.1,1,23,4,,
2015-01-03 00:00:00,-2.1,1,0,5,901.7701950209374,
2015-01-03 01:00:00,-2.1,1,1,5,890.150372972885,
2015-01-03 02:00:00,-2.2,1,2,5,880.926639273617,
2015-01-03 03:00:00,-2.4,1,3,5,883.9905758775569,
2015-01-03 04:00:00,-2.7,1,4,5,894.3203026650992,
2015-01-03 05:00:00,-2.9,1,5,5,909.1947829244342,
2015-01-03 06:00:00,-2.7,1,6,5,925.7515213463952,
2015-01-03 07:00:00,-2.8,1,7,5,941.8197726180342,
2015-01-03 08:00:00,-3.0,1,8,5,952.9035789932298,
2015-01-03 09:00:00,-3.1,1,9,5,979.1011623992962,
2015-01-03 10:00:00,-3.6,1,10,5,999.3408850946106,
2015-01-03 11:00:00,-4.4,1,11,5,1004.0611388590124,
2015-01-03 12:00:00,-5.2,1,12,5,992.145214253915,
2015-01-03 13:00:00,-6.6,1,13,5,975.7316982536652,
2015-01-03 14:00:00,-7.4,1,14,5,963.7717815350662,
2015-01-03 15:00:00,-5.7,1,15,5,963.6775552672538,
2015-01-03 16:00:00,-3.8,1,16,5,970.3224175297936,
2015-01-03 17:00:00,-0.9,1,17,5,997.9784612860828,
2015-01-03 18:00:00,-0.1,1,18,5,1011.8552269642172,
2015-01-03 19:00:00,1.0,1,19,5,998.4284965813016,
2015-01-03 20:00:00,2.1,1,20,5,981.542814688714,
2015-01-03 21:00:00,3.4,1,21,5,953.410331776035,
2015-01-03 22:00:00,3.6,1,22,5,910.123637827907,
2015-01-03 23:00:00,2.4,1,23,5,873.05165,
2015-01-04 00:00:00,-1.6,1,0,6,848.5071041091783,
2015-01-04 01:00:00,-2.4,1,1,6,837.2962512462617,
2015-01-04 02:00:00,-2.9,1,2,6,828.8721612536701,
2015-01-04 03:00:00,-4.2,1,3,6,834.2335920847178,
2015-01-04 04:00:00,-5.0,1,4,6,847.422184675495,
2015-01-04 05:00:00,-3.0,1,5,6,878.3653601227281,
2015-01-04 06:00:00,-1.9,1,6,6,920.52169620756,
2015-01-04 07:00:00,-4.7,1,7,6,959.5475345665632,
2015-01-04 08:00:00,-6.2,1,8,6,980.3023577791564,
2015-01-04 09:00:00,-7.4,1,9,6,998.1286427835388,
2015-01-04 10:00:00,-8.4,1,10,6,1010.6569055401384,
2015-01-04 11:00:00,-9.6,1,11,6,1004.6085217880798,
2015-01-04 12:00:00,-10.3,1,12,6,986.8686306470398,
2015-01-04 13:00:00,-10.8,1,13,6,974.6895967939056,
2015-01-04 14:00:00,-9.9,1,14,6,967.1836801384552,
2015-01-04 15:00:00,-7.9,1,15,6,963.098063516299,
2015-01-04 16:00:00,-6.4,1,16,6,965.18227678937,
2015-01-04 17:00:00,-4.8,1,17,6,983.538280201691,
2015-01-04 18:00:00,-3.4,1,18,6,979.944355530115,
2015-01-04 19:00:00,-1.6,1,19,6,961.672105871009,
2015-01-04 20:00:00,-0.5,1,20,6,941.3707959130768,
2015-01-04 21:00:00,0.7,1,21,6,915.562078322704,
2015-01-04 22:00:00,1.6,1,22,6,883.4928910985008,
2015-01-04 23:00:00,0.5,1,23,6,843.24778,
2015-01-05 00:00:00,-1.8,1,0,0,820.757966714421,
2015-01-05 01:00:00,-2.0,1,1,0,799.6621619435149,
2015-01-05 02:00:00,-4.1,1,2,0,795.8657067290422,
2015-01-05 03:00:00,-5.5,1,3,0,793.9779454491559,
2015-01-05 04:00:00,-6.4,1,4,0,798.2250780551329,
2015-01-05 05:00:00,-7.5,1,5,0,819.3135023883019,
2015-01-05 06:00:00,-7.1,1,6,0,841.6346377574879,
2015-01-05 07:00:00,-7.6,1,7,0,866.2254025300789,
2015-01-05 08:00:00,-7.9,1,8,0,884.3443059276539,
2015-01-05 09:00:00,-7.4,1,9,0,900.5823441302879,
2015-01-05 10:00:00,-7.8,1,10,0,869.7148618799257,
2015-01-05 11:00:00,-7.6,1,11,0,840.317921698004,
2015-01-05 12:00:00,-8.3,1,12,0,833.0350414332262,
2015-01-05 13:00:00,-7.5,1,13,0,816.2090090056471,
2015-01-05 14:00:00,-5.5,1,14,0,797.340227606272,
2015-01-05 15:00:00,-2.7,1,15,0,778.4768385207369,
2015-01-05 16:00:00,1.2,1,16,0,782.7025110907651,
2015-01-05 17:00:00,4.8,1,17,0,831.151843542935,
2015-01-05 18:00:00,7.6,1,18,0,878.0526062544512,
2015-01-05 19:00:00,9.0,1,19,0,887.0980758043128,
2015-01-05 20:00:00,10.2,1,20,0,892.7423106315009,
2015-01-05 21:00:00,11.3,1,21,0,884.8872770506161,
2015-01-05 22:00:00,11.8,1,22,0,865.3791337883741,
2015-01-05 23:00:00,8.9,1,23,0,837.9693499999998,
2015-01-06 00:00:00,5.3,1,0,1,819.818821547532,
2015-01-06 01:00:00,3.7,1,1,1,817.423136171733,
2015-01-06 02:00:00,4.4,1,2,1,827.5426848671642,
2015-01-06 03:00:00,3.8,1,3,1,844.376121972897,
2015-01-06 04:00:00,3.3,1,4,1,874.4011070804139,
2015-01-06 05:00:00,2.2,1,5,1,922.842375833496,
2015-01-06 06:00:00,2.7,1,6,1,971.7214932881,
2015-01-06 07:00:00,3.1,1,7,1,1017.2037243923038,
2015-01-06 08:00:00,2.6,1,8,1,1039.890574465495,
2015-01-06 09:00:00,2.0,1,9,1,1041.943822908124,
2015-01-06 10:00:00,0.5,1,10,1,1020.8814477493468,
2015-01-06 11:00:00,0.0,1,11,1,987.8610047366482,
2015-01-06 12:00:00,0.2,1,12,1,963.4851348951272,
2015-01-06 13:00:00,-0.2,1,13,1,935.3254167753388,
2015-01-06 14:00:00,0.7,1,14,1,900.5485303942969,
2015-01-06 15:00:00,3.6,1,15,1,879.4641041722141,
2015-01-06 16:00:00,6.2,1,16,1,877.8917771181059,
2015-01-06 17:00:00,7.7,1,17,1,935.2441183378088,
2015-01-06 18:00:00,8.8,1,18,1,989.4677421744288,
2015-01-06 19:00:00,9.9,1,19,1,1021.0615483827142,
2015-01-06 20:00:00,10.8,1,20,1,1022.179601293416,
2015-01-06 21:00:00,10.9,1,21,1,1005.9953678710908,
2015-01-06 22:00:00,10.1,1,22,1,971.1397723039552,
2015-01-06 23:00:00,7.2,1,23,1,941.91835,
2015-01-07 00:00:00,2.9,1,0,2,928.646791809217,
2015-01-07 01:00:00,0.9,1,1,2,929.441284041268,
2015-01-07 02:00:00,0.1,1,2,2,935.7987729104688,
2015-01-07 03:00:00,-0.6,1,3,2,952.7119675344422,
2015-01-07 04:00:00,-0.9,1,4,2,982.551809399966,
2015-01-07 05:00:00,-2.2,1,5,2,1040.3780622777383,
2015-01-07 06:00:00,-2.3,1,6,2,1122.2319833191489,
2015-01-07 07:00:00,-2.0,1,7,2,1158.399642913049,
2015-01-07 08:00:00,-2.5,1,8,2,1135.8402951619885,
2015-01-07 09:00:00,-2.5,1,9,2,1097.8520479100252,
2015-01-07 10:00:00,-2.1,1,10,2,1057.947970159606,
2015-01-07 11:00:00,-2.3,1,11,2,1014.614426353142,
2015-01-07 12:00:00,-2.6,1,12,2,971.477815225783,
