ept,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,-0.802,1,0,3,7536.97,7640.14,897.4299999999985
2015-01-08 01:00:00,-0.745,1,1,3,7485.64,7640.14,746.3541304347827
2015-01-08 02:00:00,-0.743,1,2,3,7443.5,7391.44,572.6432608695641
2015-01-08 03:00:00,-0.902,1,3,3,7562.51,7332.57,484.6547826086981
2015-01-08 04:00:00,-0.991,1,4,3,7432.66,7002.08,426.5241304347837
2015-01-08 05:00:00,-1.124,1,5,3,7661.73,7043.26,754.5106521739144
2015-01-08 06:00:00,-1.333,1,6,3,8098.49,6836.73,1519.9567391304345
2015-01-08 07:00:00,-1.376,1,7,3,8891.48,6616.56,2385.4284782608693
2015-01-08 08:00:00,0.19,1,8,3,9309.86,6559.91,2562.8965217391305
2015-01-08 09:00:00,2.07,1,9,3,9278.78,6809.8,2388.631304347828
2015-01-08 10:00:00,3.37,1,10,3,9228.67,6837.15,2297.6315217391293
2015-01-08 11:00:00,4.207,1,11,3,9123.08,6611.04,2192.142391304348
2015-01-08 12:00:00,4.49,1,12,3,8880.14,7135.8,1732.0176086956535
2015-01-08 13:00:00,4.268,1,13,3,8791.36,7070.55,1679.7871739130414
2015-01-08 14:00:00,3.342,1,14,3,8636.44,7079.35,1677.171956521738
2015-01-08 15:00:00,1.849,1,15,3,8597.85,7075.43,1691.1554347826104
2015-01-08 16:00:00,1.316,1,16,3,8777.21,7322.82,1773.9834782608714
2015-01-08 17:00:00,1.372,1,17,3,9267.46,7617.17,1823.33391304348
2015-01-08 18:00:00,1.511,1,18,3,9386.23,7801.2,1795.38543478261
2015-01-08 19:00:00,1.632,1,19,3,9056.52,7706.09,1606.145652173911
2015-01-08 20:00:00,1.883,1,20,3,8572.17,7444.88,1490.95652173913
2015-01-08 21:00:00,1.66,1,21,3,8311.2,7357.92,1287.6713043478258
2015-01-08 22:00:00,1.393,1,22,3,8125.85,7448.93,1061.3765217391292
2015-01-08 23:00:00,1.03,1,23,3,7729.96,7233.81,705.942608695651
2015-01-09 00:00:00,0.678,1,0,4,7541.0,7064.11,407.6499999999987
2015-01-09 01:00:00,0.413,1,1,4,7509.15,7043.94,204.86413043478296
2015-01-09 02:00:00,0.259,1,2,4,7347.75,7184.27,63.59326086956389
2015-01-09 03:00:00,0.005,1,3,4,7416.96,7103.62,14.744782608697278
2015-01-09 04:00:00,-0.347,1,4,4,7338.64,6971.97,96.61413043478387
2015-01-09 05:00:00,-0.332,1,5,4,7533.95,6785.89,403.3006521739144
2015-01-09 06:00:00,-0.037,1,6,4,8238.11,6779.81,1240.7367391304342
2015-01-09 07:00:00,0.501,1,7,4,9093.1,6692.03,2099.37847826087
2015-01-09 08:00:00,1.591,1,8,4,9535.99,6816.85,2372.95652173913
2015-01-09 09:00:00,2.887,1,9,4,9516.81,7097.18,2230.6613043478283
2015-01-09 10:00:00,4.368,1,10,4,9494.75,7204.67,2208.3515217391305
2015-01-09 11:00:00,5.281,1,11,4,9428.24,7119.74,2280.162391304347
2015-01-09 12:00:00,4.878,1,12,4,9118.17,7516.05,1913.7676086956533
2015-01-09 13:00:00,4.288,1,13,4,9015.56,7445.5,1848.6771739130409
2015-01-09 14:00:00,4.07,1,14,4,8856.17,7306.63,1870.6819565217384
2015-01-09 15:00:00,4.093,1,15,4,8755.58,7276.04,1778.9454347826097
2015-01-09 16:00:00,4.277,1,16,4,8913.9,7504.45,1746.5634782608713
2015-01-09 17:00:00,4.572,1,17,4,9385.27,8060.32,1689.5839130434797
2015-01-09 18:00:00,4.864,1,18,4,9460.62,8156.98,1574.47543478261
2015-01-09 19:00:00,5.141,1,19,4,9117.16,7919.33,1374.145652173911
2015-01-09 20:00:00,5.408,1,20,4,8619.89,7545.05,1167.1365217391303
2015-01-09 21:00:00,5.72,1,21,4,8285.99,7371.79,992.6713043478258
2015-01-09 22:00:00,6.078,1,22,4,8074.64,7378.48,874.3065217391295
2015-01-09 23:00:00,6.301,1,23,4,7682.16,7100.36,532.442608695651
2015-01-10 00:00:00,6.453,1,0,5,7563.07,6933.96,155.4399999999987
2015-01-10 01:00:00,6.586,1,1,5,7477.91,6926.69,0.0
2015-01-10 02:00:00,6.731,1,2,5,7353.63,6984.37,0.0
2015-01-10 03:00:00,6.825,1,3,5,7239.89,6915.96,0.0
2015-01-10 04:00:00,6.884,1,4,5,7057.63,6749.97,0.0
2015-01-10 05:00:00,6.949,1,5,5,7413.37,6854.61,0.0
2015-01-10 06:00:00,7.004,1,6,5,8111.59,6890.5,25.166739130434507
2015-01-10 07:00:00,7.124,1,7,5,9035.32,6874.12,0.0
2015-01-10 08:00:00,7.458,1,8,5,9432.37,6967.07,0.0
2015-01-10 09:00:00,7.913,1,9,5,9404.06,7212.83,46.66130434782826
2015-01-10 10:00:00,8.511,1,10,5,9390.31,7324.24,23.001521739130112
2015-01-10 11:00:00,9.047,1,11,5,9309.95,7389.93,0.0
2015-01-10 12:00:00,9.333,1,12,5,8904.51,7516.84,0.0
2015-01-10 13:00:00,9.177,1,13,5,8844.82,7700.15,75.65717391304133
2015-01-10 14:00:00,8.721,1,14,5,8735.56,7786.1,0.0
2015-01-10 15:00:00,8.158,1,15,5,8670.1,7985.12,19.175434782609955
2015-01-10 16:00:00,7.889,1,16,5,8818.77,8028.93,16.86347826087058
2015-01-10 17:00:00,7.728,1,17,5,9168.87,8169.24,334.9539130434787
2015-01-10 18:00:00,7.544,1,18,5,9224.32,8134.58,470.6554347826104
2015-01-10 19:00:00,7.308,1,19,5,8820.64,7827.11,274.5856521739115
2015-01-10 20:00:00,7.037,1,20,5,8379.92,7370.07,209.16652173913008
2015-01-10 21:00:00,6.712,1,21,5,8014.38,7137.13,152.81130434782608
2015-01-10 22:00:00,6.44,1,22,5,7785.33,7093.27,143.9965217391291
2015-01-10 23:00:00,6.274,1,23,5,7341.05,6950.75,93.02260869565087
2015-01-11 00:00:00,6.122,1,0,6,7073.29,7047.15,0.0
2015-01-11 01:00:00,5.909,1,1,6,6936.42,6995.84,0.0
2015-01-11 02:00:00,5.598,1,2,6,6844.58,6842.28,0.0
2015-01-11 03:00:00,5.152,1,3,6,6769.98,6671.34,0.0
2015-01-11 04:00:00,4.301,1,4,6,6727.72,6533.07,0.0
2015-01-11 05:00:00,3.003,1,5,6,7062.16,6594.01,0.0
2015-01-11 06:00:00,1.601,1,6,6,7832.37,6527.96,0.0
2015-01-11 07:00:00,0.871,1,7,6,8749.27,6393.64,0.0
2015-01-11 08:00:00,0.732,1,8,6,9242.43,6684.05,0.0
2015-01-11 09:00:00,0.964,1,9,6,9246.09,6829.49,102.53130434782815
2015-01-11 10:00:00,1.212,1,10,6,9301.03,7013.48,137.02152173912964
2015-01-11 11:00:00,1.504,1,11,6,9397.97,7129.87,203.59239130434707
2015-01-11 12:00:00,1.573,1,12,6,9086.26,7165.59,199.827608695653
2015-01-11 13:00:00,1.283,1,13,6,9013.71,7102.5,165.47717391304195
