date,tmpf,month,hour,dayofweek,mw2day,mw7day,potential
2019-03-18 10:00:00,39.9,3,10,0,27273.65,31170.667,4755.283962962967
2019-03-18 11:00:00,42.1,3,11,0,26739.993,30192.462,4014.887888888887
2019-03-18 12:00:00,42.1,3,12,0,26067.127,29583.625,3441.6047777777785
2019-03-18 13:00:00,43.0,3,13,0,25414.415,29123.523,3411.5345925925867
2019-03-18 14:00:00,45.0,3,14,0,25067.079,28542.233,3646.22933333334
2019-03-18 15:00:00,46.0,3,15,0,25124.297,28293.055,3984.9363333333313
2019-03-18 16:00:00,46.0,3,16,0,25611.64,28616.301,3969.11074074074
2019-03-18 17:00:00,46.0,3,17,0,26487.783,29344.495,3941.571148148149
2019-03-18 18:00:00,46.9,3,18,0,27390.009,30222.66,4029.638444444448
2019-03-18 19:00:00,46.0,3,19,0,29051.503,32045.231,4570.888333333332
2019-03-18 20:00:00,44.1,3,20,0,29555.173,32276.627,4846.876666666674
2019-03-18 21:00:00,44.1,3,21,0,29055.723,31089.333,4755.040037037041
2019-03-18 22:00:00,41.0,3,22,0,28129.269,29250.031,4228.129222222218
2019-03-18 23:00:00,39.9,3,23,0,26948.707,27403.986,3991.971000000002
2019-03-19 00:00:00,37.0,3,0,1,25821.735,26248.49,3927.4781851851913
2019-03-19 01:00:00,37.0,3,1,1,25224.982,25671.84,4417.633037037031
2019-03-19 02:00:00,36.0,3,2,1,24951.495,25562.687,4637.675888888887
2019-03-19 03:00:00,34.0,3,3,1,24986.378,25880.956,5004.663851851848
2019-03-19 04:00:00,35.1,3,4,1,25347.147,26928.636,5479.461037037036
2019-03-19 05:00:00,36.0,3,5,1,26080.016,29155.587,6727.478740740738
2019-03-19 06:00:00,35.1,3,6,1,27259.464,32841.391,8532.00514814815
2019-03-19 07:00:00,35.1,3,7,1,28278.472,34838.442,8935.16207407407
2019-03-19 08:00:00,36.0,3,8,1,28705.649,34327.922,7143.265777777782
2019-03-19 09:00:00,39.0,3,9,1,28468.871,33183.688,5098.751703703711
2019-03-19 10:00:00,42.1,3,10,1,28057.024,32171.362,3763.106962962968
2019-03-19 11:00:00,45.0,3,11,1,27286.964,31199.515,2962.3678888888862
2019-03-19 12:00:00,46.0,3,12,1,26610.948,30651.637,2607.2907777777764
2019-03-19 13:00:00,46.0,3,13,1,25971.369,30138.77,2548.3715925925862
2019-03-19 14:00:00,46.9,3,14,1,25451.4,29444.358,2428.377333333341
2019-03-19 15:00:00,48.0,3,15,1,25333.727,29133.864,2432.8393333333333
2019-03-19 16:00:00,48.9,3,16,1,25759.017,29513.789,2436.068740740742
2019-03-19 17:00:00,48.9,3,17,1,26696.648,30305.165,2444.273148148146
2019-03-19 18:00:00,50.0,3,18,1,28001.139,31544.086,2606.5224444444502
2019-03-19 19:00:00,48.9,3,19,1,30165.19,33512.737,3421.021333333334
2019-03-19 20:00:00,48.0,3,20,1,30991.385,33979.125,4066.291666666675
2019-03-19 21:00:00,46.9,3,21,1,30300.059,33012.625,4126.046037037042
2019-03-19 22:00:00,46.0,3,22,1,28876.327,31159.747,3682.9742222222194
2019-03-19 23:00:00,43.0,3,23,1,27343.1,29440.843,3513.959999999999
2019-03-20 00:00:00,39.9,3,0,2,26399.469,28330.051,3556.2531851851927
2019-03-20 01:00:00,37.0,3,1,2,26006.478,27835.423,4059.633037037031
2019-03-20 02:00:00,37.0,3,2,2,25949.577,27835.278,4293.955888888886
2019-03-20 03:00:00,36.0,3,3,2,26231.048,28191.088,4532.006851851849
2019-03-20 04:00:00,35.1,3,4,2,27192.38,29234.502,5229.102037037035
2019-03-20 05:00:00,35.1,3,5,2,29438.131,31573.599,6446.84574074074
2019-03-20 06:00:00,34.0,3,6,2,32927.973,35251.219,8224.68514814815
2019-03-20 07:00:00,33.1,3,7,2,34728.323,36979.984,8520.987074074073
2019-03-20 08:00:00,34.0,3,8,2,34240.864,35865.042,6994.554777777779
2019-03-20 09:00:00,37.0,3,9,2,33140.604,33648.705,5127.51570370371
2019-03-20 10:00:00,41.0,3,10,2,32171.743,31918.259,3767.165962962969
2019-03-20 11:00:00,46.0,3,11,2,31137.594,30614.912,2816.263888888887
2019-03-20 12:00:00,48.9,3,12,2,30232.15,29723.896,2408.2127777777787
2019-03-20 13:00:00,50.0,3,13,2,29826.036,29316.86,2234.125592592587
2019-03-20 14:00:00,51.1,3,14,2,29691.871,28795.623,2051.096333333342
2019-03-20 15:00:00,52.0,3,15,2,29868.101,29003.128,2070.1803333333337
2019-03-20 16:00:00,53.1,3,16,2,30225.995,29859.949,2172.53874074074
2019-03-20 17:00:00,52.0,3,17,2,30997.311,30913.835,2452.9481481481453
2019-03-20 18:00:00,51.1,3,18,2,31745.139,31807.524,2759.957444444448
2019-03-20 19:00:00,48.0,3,19,2,33316.962,32930.981,3335.697333333333
2019-03-20 20:00:00,46.9,3,20,2,33580.637,32690.068,3433.6176666666724
2019-03-20 21:00:00,46.0,3,21,2,32463.39,31393.536,3313.84103703704
2019-03-20 22:00:00,45.0,3,22,2,30479.742,29294.59,2651.85322222222
2019-03-20 23:00:00,45.0,3,23,2,28728.022,27315.463,2163.736000000001
2019-03-21 00:00:00,45.0,3,0,3,27577.892,25948.574,1841.7961851851903
2019-03-21 01:00:00,44.1,3,1,3,27106.25,25225.475,2113.604037037032
2019-03-21 02:00:00,45.0,3,2,3,27080.025,25007.245,2053.6008888888864
2019-03-21 03:00:00,45.0,3,3,3,27501.639,25087.251,2020.721851851849
2019-03-21 04:00:00,43.0,3,4,3,28396.749,25958.648,2301.4920370370346
2019-03-21 05:00:00,43.0,3,5,3,30805.941,27984.375,3154.01874074074
2019-03-21 06:00:00,44.1,3,6,3,34440.677,31393.217,4652.853148148148
2019-03-21 07:00:00,44.1,3,7,3,36095.109,33058.581,5220.902074074071
2019-03-21 08:00:00,45.0,3,8,3,34792.976,32350.583,5005.357777777779
2019-03-21 09:00:00,45.0,3,9,3,32712.346,31035.864,5133.972703703708
2019-03-21 10:00:00,46.0,3,10,3,31179.566,29931.457,5520.33496296297
2019-03-21 11:00:00,46.9,3,11,3,30085.074,28957.153,5639.687888888886
2019-03-21 12:00:00,48.9,3,12,3,29397.836,28253.421,5717.033777777779
2019-03-21 13:00:00,50.0,3,13,3,28962.873,27786.626,6001.516592592587
2019-03-21 14:00:00,50.0,3,14,3,28474.019,27450.436,6040.367333333339
2019-03-21 15:00:00,51.1,3,15,3,28316.004,27431.796,6078.840333333334
2019-03-21 16:00:00,50.0,3,16,3,28692.953,27956.441,5977.708740740742
2019-03-21 17:00:00,50.0,3,17,3,29500.013,28492.492,5644.289148148146
2019-03-21 18:00:00,51.1,3,18,3,30322.023,29026.414,5318.924444444452
2019-03-21 19:00:00,50.0,3,19,3,32167.095,30372.151,4705.96733333333
2019-03-21 20:00:00,50.0,3,20,3,32800.052,30350.928,4186.64066666667
2019-03-21 21:00:00,50.0,3,21,3,31834.396,29093.432,3805.521037037041
2019-03-21 22:00:00,48.9,3,22,3,29934.587,27008.789,3167.3282222222188
2019-03-21 23:00:00,48.0,3,23,3,28250.011,24989.425,2650.8460000000014
2019-03-22 00:00:00,46.9,3,0,4,27206.667,23465.452,2411.014185185192
2019-03-22 01:00:00,46.0,3,1,4,26748.25,22572.361,2666.2230370370307
2019-03-22 02:00:00,45.0,3,2,4,26736.305,22133.479,2563.185888888885
2019-03-22 03:00:00,46.0,3,3,4,27028.982,22030.251,2674.1818518518485
2019-03-22 04:00:00,45.0,3,4,4,28146.39,22613.275,2925.7700370370367
2019-03-22 05:00:00,43.0,3,5,4,30525.308,24295.76,3761.048740740738
2019-03-22 06:00:00,42.1,3,6,4,34133.357,27251.654,5334.969148148146
2019-03-22 07:00:00,41.0,3,7,4,35680.934,29189.106,5979.984074074069
2019-03-22 08:00:00,39.0,3,8,4,34644.265,29296.133,5807.925777777778
2019-03-22 09:00:00,43.0,3,9,4,32741.11,29035.803,5692.394703703711
2019-03-22 10:00:00,44.1,3,10,4,31183.625,28744.982,5601.919962962969
2019-03-22 11:00:00,45.0,3,11,4,29938.97,28481.237,5115.910888888884
2019-03-22 12:00:00,46.9,3,12,4,29198.758,28146.455,4741.973777777777
2019-03-22 13:00:00,46.9,3,13,4,28648.627,27926.563,4371.724592592585
2019-03-22 14:00:00,48.0,3,14,4,28096.738,27761.011,4187.813333333343
2019-03-22 15:00:00,48.9,3,15,4,27953.345,27768.396,4246.401333333331
2019-03-22 16:00:00,50.0,3,16,4,28429.423,27955.218,3928.881740740741
2019-03-22 17:00:00,52.0,3,17,4,29508.688,28270.768,3663.234148148145
2019-03-22 18:00:00,50.0,3,18,4,30475.458,28274.105,3608.588444444449
2019-03-22 19:00:00,43.0,3,19,4,32081.771,29013.205,3750.431333333334
2019-03-22 20:00:00,43.0,3,20,4,32167.378,28783.305,3961.7076666666726
2019-03-22 21:00:00,44.1,3,21,4,31022.191,27516.408,4247.48203703704
2019-03-22 22:00:00,43.0,3,22,4,28903.466,25805.266,4250.44322222222
2019-03-22 23:00:00,42.1,3,23,4,26899.787,24070.431,4213.690000000002
2019-03-23 00:00:00,41.0,3,0,5,25492.21,22608.769,4059.862185185193
2019-03-23 01:00:00,39.0,3,1,5,24802.221,21717.746,4404.520037037029
2019-03-23 02:00:00,37.9,3,2,5,24495.95,21301.392,4396.276888888886
2019-03-23 03:00:00,37.0,3,3,5,24517.697,21221.124,4356.76085185185
2019-03-23 04:00:00,37.0,3,4,5,25218.78,21514.953,4269.432037037037
2019-03-23 05:00:00,37.0,3,5,5,27232.481,22360.177,3979.23474074074
2019-03-23 06:00:00,36.0,3,6,5,30561.525,23792.242,3519.2301481481445
2019-03-23 07:00:00,36.0,3,7,5,32380.849,25260.56,3373.789074074073
2019-03-23 08:00:00,37.0,3,8,5,32655.068,26426.15,3436.4177777777804
2019-03-23 09:00:00,37.9,3,9,5,32747.567,27023.077,3162.060703703708
2019-03-23 10:00:00,39.9,3,10,5,32936.794,27273.65,2500.2909629629685
2019-03-23 11:00:00,42.1,3,11,5,32762.394,26739.993,1716.0788888888856
2019-03-23 12:00:00,45.0,3,12,5,32507.579,26067.127,1083.0697777777789
2019-03-23 13:00:00,46.0,3,13,5,32416.018,25414.415,545.4055925925859
2019-03-23 14:00:00,48.9,3,14,5,32086.009,25067.079,156.62233333334007
2019-03-23 15:00:00,50.0,3,15,5,31962.005,25124.297,0.0
2019-03-23 16:00:00,51.1,3,16,5,32234.593,25611.64,0.0
2019-03-23 17:00:00,52.0,3,17,5,32700.029,26487.783,0.0
2019-03-23 18:00:00,52.0,3,18,5,33034.425,27390.009,0.0
2019-03-23 19:00:00,51.1,3,19,5,33452.041,29051.503,508.61533333333136
2019-03-23 20:00:00,50.0,3,20,5,32920.401,29555.173,1167.1006666666726
2019-03-23 21:00:00,48.0,3,21,5,31513.871,29055.723,1700.353037037043
2019-03-23 22:00:00,46.9,3,22,5,29418.941,28129.269,2148.5912222222214
2019-03-23 23:00:00,45.0,3,23,5,27386.897,26948.707,2393.643
2019-03-24 00:00:00,45.0,3,0,6,26061.428,25821.735,2467.1461851851927
2019-03-24 01:00:00,42.1,3,1,6,25354.84,25224.982,2803.085037037032
2019-03-24 02:00:00,41.0,3,2,6,25005.535,24951.495,2805.945888888884
2019-03-24 03:00:00,39.0,3,3,6,25171.157,24986.378,2772.873851851848
2019-03-24 04:00:00,37.9,3,4,6,25843.058,25347.147,2730.000037037036
2019-03-24 05:00:00,36.0,3,5,6,27839.511,26080.016,2347.4087407407387
2019-03-24 06:00:00,35.1,3,6,6,31243.641,27259.464,1748.461148148148
2019-03-24 07:00:00,37.0,3,7,6,33139.931,28278.472,1265.0980740740706
2019-03-24 08:00:00,39.0,3,8,6,33457.636,28705.649,670.6287777777798
2019-03-24 09:00:00,42.1,3,9,6,33305.989,28468.871,0.0
2019-03-24 10:00:00,46.0,3,10,6,33018.379,28057.024,0.0
2019-03-24 11:00:00,48.9,3,11,6,32238.617,27286.964,0.0
2019-03-24 12:00:00,53.1,3,12,6,31532.519,26610.948,0.0
2019-03-24 13:00:00,55.9,3,13,6,30786.226,25971.369,0.0
2019-03-24 14:00:00,57.9,3,14,6,30233.455,25451.4,0.0
2019-03-24 15:00:00,60.1,3,15,6,30129.566,25333.727,0.0
2019-03-24 16:00:00,62.1,3,16,6,30185.766,25759.017,0.0
2019-03-24 17:00:00,62.1,3,17,6,30718.974,26696.648,0.0
2019-03-24 18:00:00,61.0,3,18,6,31324.089,28001.139,0.0
2019-03-24 19:00:00,59.0,3,19,6,32496.505,30165.19,0.0
2019-03-24 20:00:00,57.9,3,20,6,32695.468,30991.385,124.92266666667274
2019-03-24 21:00:00,57.0,3,21,6,31955.832,30300.059,78.15403703704214
2019-03-24 22:00:00,55.9,3,22,6,30502.056,28876.327,0.0
2019-03-24 23:00:00,53.1,3,23,6,28949.741,27343.1,0.0
2019-03-25 00:00:00,54.0,3,0,0,27710.276,26399.469,0.0
2019-03-25 01:00:00,52.0,3,1,0,27093.137,26006.478,0.0
2019-03-25 02:00:00,51.1,3,2,0,26838.626,25949.577,0.0
2019-03-25 03:00:00,51.1,3,3,0,26853.736,26231.048,0.0
2019-03-25 04:00:00,51.1,3,4,0,27186.72,27192.38,380.596037037034
2019-03-25 05:00:00,51.1,3,5,0,28057.697,29438.131,1269.2437407407378
2019-03-25 06:00:00,48.9,3,6,0,29427.902,32927.973,2824.0171481481448
2019-03-25 07:00:00,54.0,3,7,0,30533.736,34728.323,3273.052074074072
2019-03-25 08:00:00,53.1,3,8,0,31086.128,34240.864,2619.8377777777787
2019-03-25 09:00:00,54.0,3,9,0,30775.655,33140.604,2294.3657037037083
2019-03-25 10:00:00,55.0,3,10,0,29916.75,32171.743,2310.604962962967
2019-03-25 11:00:00,57.9,3,11,0,28838.785,31137.594,2306.281888888887
2019-03-25 12:00:00,57.0,3,12,0,27873.615,30232.15,2642.049777777778
2019-03-25 13:00:00,55.9,3,13,0,26959.907,29826.036,3061.199592592588
2019-03-25 14:00:00,54.0,3,14,0,26202.264,29691.871,3295.832333333339
2019-03-25 15:00:00,50.0,3,15,0,25834.458,29868.101,3618.636333333332
2019-03-25 16:00:00,46.9,3,16,0,25974.265,30225.995,3638.249740740739
2019-03-25 17:00:00,46.0,3,17,0,26688.266,30997.311,3551.8661481481467
2019-03-25 18:00:00,44.1,3,18,0,27616.395,31745.139,3544.900444444451
2019-03-25 19:00:00,43.0,3,19,0,29254.689,33316.962,3548.1673333333347
2019-03-25 20:00:00,43.0,3,20,0,29900.861,33580.637,3302.417666666672
2019-03-25 21:00:00,42.1,3,21,0,29408.703,32463.39,2979.3820370370413
2019-03-25 22:00:00,41.0,3,22,0,28400.204,30479.742,2357.5042222222182
2019-03-25 23:00:00,41.0,3,23,0,27129.694,28728.022,2056.333999999999
2019-03-26 00:00:00,41.0,3,0,1,26117.56,27577.892,1897.99018518519
2019-03-26 01:00:00,41.0,3,1,1,25491.702,27106.25,2332.037037037029
2019-03-26 02:00:00,41.0,3,2,1,25248.295,27080.025,2516.2988888888867
2019-03-26 03:00:00,39.9,3,3,1,25269.849,27501.639,2820.696851851848
2019-03-26 04:00:00,37.9,3,4,1,25647.288,28396.749,3430.372037037036
2019-03-26 05:00:00,35.1,3,5,1,26425.871,30805.941,4733.16474074074
2019-03-26 06:00:00,34.0,3,6,1,27657.133,34440.677,6691.925148148148
2019-03-26 07:00:00,33.1,3,7,1,28425.045,36095.109,6996.868074074075
2019-03-26 08:00:00,33.1,3,8,1,28320.339,34792.976,5625.1127777777765
2019-03-26 09:00:00,36.0,3,9,1,27465.295,32712.346,4163.144703703711
2019-03-26 10:00:00,39.0,3,10,1,26452.528,31179.566,3321.036962962968
2019-03-26 11:00:00,41.0,3,11,1,25622.114,30085.074,2747.292888888885
2019-03-26 12:00:00,44.1,3,12,1,24921.949,29397.836,2328.763777777778
2019-03-26 13:00:00,46.0,3,13,1,24318.568,28962.873,2206.0165925925867
2019-03-26 14:00:00,46.0,3,14,1,24022.125,28474.019,2047.85133333334
2019-03-26 15:00:00,48.0,3,15,1,24163.033,28316.004,2009.6573333333329
2019-03-26 16:00:00,48.9,3,16,1,24998.4,28692.953,2059.17974074074
2019-03-26 17:00:00,48.9,3,17,1,26135.049,29500.013,2017.474148148147
2019-03-26 18:00:00,48.0,3,18,1,27100.102,30322.023,2341.6804444444497
2019-03-26 19:00:00,46.9,3,19,1,28553.525,32167.095,3115.142333333333
2019-03-26 20:00:00,45.0,3,20,1,28858.683,32800.052,3976.9976666666735
2019-03-26 21:00:00,43.0,3,21,1,27786.504,31834.396,4105.744037037042
2019-03-26 22:00:00,42.1,3,22,1,26058.787,29934.587,3758.53222222222
2019-03-26 23:00:00,39.9,3,23,1,24507.489,28250.011,3616.399000000001
2019-03-27 00:00:00,39.9,3,0,2,23250.413,27206.667,3683.8531851851913
2019-03-27 01:00:00,37.9,3,1,2,22639.858,26748.25,4208.422037037031
2019-03-27 02:00:00,37.0,3,2,2,22350.035,26736.305,4467.640888888887
2019-03-27 03:00:00,35.1,3,3,2,22443.716,27028.982,4745.648851851849
2019-03-27 04:00:00,35.1,3,4,2,23297.884,28146.39,5362.790037037037
2019-03-27 05:00:00,34.0,3,5,2,25347.706,30525.308,6554.008740740741
2019-03-27 06:00:00,32.0,3,6,2,28732.689,34133.357,8328.62814814815
2019-03-27 07:00:00,32.0,3,7,2,30432.999,35680.934,8368.42007407407
2019-03-27 08:00:00,35.1,3,8,2,30269.548,34644.265,6477.260777777778
2019-03-27 09:00:00,37.9,3,9,2,29907.96,32741.11,4645.506703703708
2019-03-27 10:00:00,41.0,3,10,2,29727.064,31183.625,3549.54896296297
2019-03-27 11:00:00,43.0,3,11,2,29428.988,29938.97,2700.4048888888865
2019-03-27 12:00:00,45.0,3,12,2,29432.595,29198.758,2117.3897777777784
2019-03-27 13:00:00,48.0,3,13,2,29475.701,28648.627,1971.486592592588
2019-03-27 14:00:00,50.0,3,14,2,29341.474,28096.738,1862.7913333333413
2019-03-27 15:00:00,48.9,3,15,2,29501.801,27953.345,1779.5023333333338
2019-03-27 16:00:00,50.0,3,16,2,29895.134,28429.423,1736.8217407407392
2019-03-27 17:00:00,52.0,3,17,2,30607.606,29508.688,1647.140148148148
2019-03-27 18:00:00,51.1,3,18,2,31260.401,30475.458,1914.7284444444483
2019-03-27 19:00:00,46.9,3,19,2,32294.241,32081.771,2645.9343333333345
2019-03-27 20:00:00,44.1,3,20,2,32036.178,32167.378,3559.145666666671
2019-03-27 21:00:00,41.0,3,21,2,30687.732,31022.191,3644.1470370370407
2019-03-27 22:00:00,37.9,3,22,2,28609.117,28903.466,3253.7202222222186
2019-03-27 23:00:00,37.0,3,23,2,26792.385,26899.787,3032.7649999999994
2019-03-28 00:00:00,36.0,3,0,3,25548.404,25492.21,3034.570185185192
2019-03-28 01:00:00,35.1,3,1,3,25020.654,24802.221,3500.067037037032
2019-03-28 02:00:00,34.0,3,2,3,24958.648,24495.95,3702.4398888888863
2019-03-28 03:00:00,35.1,3,3,3,25317.672,24517.697,3931.667851851849
2019-03-28 04:00:00,33.1,3,4,3,26347.66,25218.78,4554.942037037035
2019-03-28 05:00:00,33.1,3,5,3,28811.627,27232.481,5742.053740740739
2019-03-28 06:00:00,30.9,3,6,3,32600.597,30561.525,7510.117148148143
2019-03-28 07:00:00,30.9,3,7,3,34156.815,32380.849,7564.4870740740735
2019-03-28 08:00:00,35.1,3,8,3,33274.823,32655.068,5653.910777777779
2019-03-28 09:00:00,39.0,3,9,3,31776.739,32747.567,3724.184703703708
2019-03-28 10:00:00,44.1,3,10,3,30737.496,32936.794,2594.610962962968
2019-03-28 11:00:00,46.9,3,11,3,29869.999,32762.394,1848.230888888888
2019-03-28 12:00:00,50.0,3,12,3,29119.309,32507.579,1342.757777777777
2019-03-28 13:00:00,53.1,3,13,3,28620.518,32416.018,1152.0915925925874
2019-03-28 14:00:00,55.0,3,14,3,28093.493,32086.009,1074.7253333333392
2019-03-28 15:00:00,55.9,3,15,3,27892.822,31962.005,1144.4513333333343
2019-03-28 16:00:00,57.9,3,16,3,28316.064,32234.593,1231.9347407407404
2019-03-28 17:00:00,57.9,3,17,3,29073.214,32700.029,1250.3101481481465
2019-03-28 18:00:00,57.9,3,18,3,30057.181,33034.425,1194.694444444449
2019-03-28 19:00:00,55.0,3,19,3,31861.216,33452.041,1512.6443333333336
2019-03-28 20:00:00,52.0,3,20,3,32710.758,32920.401,1921.578666666672
2019-03-28 21:00:00,50.0,3,21,3,31814.094,31513.871,1674.5840370370424
2019-03-28 22:00:00,48.9,3,22,3,30010.145,29418.941,1112.063222222219
2019-03-28 23:00:00,48.9,3,23,3,28352.45,27386.897,720.357
2019-03-29 00:00:00,48.9,3,0,4,27334.267,26061.428,470.5491851851912
2019-03-29 01:00:00,48.9,3,1,4,26897.039,25354.84,671.0010370370292
2019-03-29 02:00:00,48.9,3,2,4,26909.99,25005.535,582.9348888888853
2019-03-29 03:00:00,48.0,3,3,4,27242.624,25171.157,530.7998518518507
2019-03-29 04:00:00,48.0,3,4,4,28280.078,25843.058,723.3340370370352
2019-03-29 05:00:00,48.9,3,5,4,30632.471,27839.511,1348.741740740741
2019-03-29 06:00:00,48.9,3,6,4,34237.3,31243.641,2684.582148148147
2019-03-29 07:00:00,50.0,3,7,4,35528.367,33139.931,3019.408074074072
2019-03-29 08:00:00,50.0,3,8,4,34126.971,33457.636,2684.25477777778
2019-03-29 09:00:00,52.0,3,9,4,32259.101,33305.989,2510.191703703709
2019-03-29 10:00:00,54.0,3,10,4,30966.008,33018.379,2379.31696296297
2019-03-29 11:00:00,55.9,3,11,4,29823.111,32238.617,2426.4528888888854
2019-03-29 12:00:00,57.0,3,12,4,28907.935,31532.519,2163.3387777777752
2019-03-29 13:00:00,57.9,3,13,4,28385.988,30786.226,2083.235592592588
2019-03-29 14:00:00,57.9,3,14,4,27908.433,30233.455,2197.720333333342
2019-03-29 15:00:00,60.1,3,15,4,27662.667,30129.566,2115.6693333333315
2019-03-29 16:00:00,61.0,3,16,4,27993.706,30185.766,1586.71874074074
2019-03-29 17:00:00,62.1,3,17,4,28702.88,30718.974,800.4731481481467
2019-03-29 18:00:00,63.0,3,18,4,29630.229,31324.089,304.71844444445014
2019-03-29 19:00:00,63.0,3,19,4,31392.008,32496.505,45.92433333333247
2019-03-29 20:00:00,61.0,3,20,4,32292.906,32695.468,0.0
2019-03-29 21:00:00,59.0,3,21,4,31352.497,31955.832,0.0
2019-03-29 22:00:00,59.0,3,22,4,29505.333,30502.056,0.0
2019-03-29 23:00:00,59.0,3,23,4,27768.816,28949.741,0.0
2019-03-30 00:00:00,57.0,3,0,5,26684.984,27710.276,0.0
2019-03-30 01:00:00,55.9,3,1,5,26188.684,27093.137,0.0
2019-03-30 02:00:00,54.0,3,2,5,26144.789,26838.626,0.0
2019-03-30 03:00:00,53.1,3,3,5,26428.643,26853.736,0.0
2019-03-30 04:00:00,52.0,3,4,5,27472.23,27186.72,0.0
2019-03-30 05:00:00,51.1,3,5,5,29820.516,28057.697,0.0
2019-03-30 06:00:00,51.1,3,6,5,33418.789,29427.902,0.0
2019-03-30 07:00:00,50.0,3,7,5,34724.434,30533.736,0.0
2019-03-30 08:00:00,52.0,3,8,5,33303.621,31086.128,0.0
2019-03-30 09:00:00,54.0,3,9,5,31337.779,30775.655,0.0
2019-03-30 10:00:00,57.9,3,10,5,30011.07,29916.75,0.0
2019-03-30 11:00:00,63.0,3,11,5,28970.937,28838.785,0.0
2019-03-30 12:00:00,68.0,3,12,5,28133.303,27873.615,0.0
2019-03-30 13:00:00,71.1,3,13,5,27566.593,26959.907,0.0
2019-03-30 14:00:00,71.1,3,14,5,27120.367,26202.264,0.0
2019-03-30 15:00:00,75.0,3,15,5,27027.616,25834.458,0.0
2019-03-30 16:00:00,73.9,3,16,5,27488.819,25974.265,0.0
2019-03-30 17:00:00,73.9,3,17,5,28306.05,26688.266,0.0
2019-03-30 18:00:00,71.1,3,18,5,28910.195,27616.395,0.0
2019-03-30 19:00:00,68.0,3,19,5,30258.718,29254.689,0.0
2019-03-30 20:00:00,64.9,3,20,5,30655.339,29900.861,0.0
2019-03-30 21:00:00,63.0,3,21,5,29382.934,29408.703,0.0
2019-03-30 22:00:00,62.1,3,22,5,27363.676,28400.204,0.0
2019-03-30 23:00:00,62.1,3,23,5,25456.408,27129.694,0.0
2019-03-31 00:00:00,61.0,3,0,6,24120.963,26117.56,0.0
2019-03-31 01:00:00,61.0,3,1,6,23359.618,25491.702,0.0
2019-03-31 02:00:00,60.1,3,2,6,23025.284,25248.295,0.0
2019-03-31 03:00:00,60.1,3,3,6,23027.775,25269.849,0.0
2019-03-31 04:00:00,60.1,3,4,6,23640.622,25647.288,0.0
2019-03-31 05:00:00,59.0,3,5,6,25427.204,26425.871,0.0
2019-03-31 06:00:00,60.1,3,6,6,28593.254,27657.133,0.0
2019-03-31 07:00:00,57.9,3,7,6,30179.355,28425.045,0.0
2019-03-31 08:00:00,57.9,3,8,6,30333.965,28320.339,0.0
2019-03-31 09:00:00,59.0,3,9,6,30123.786,27465.295,0.0
2019-03-31 10:00:00,62.1,3,10,6,29795.776,26452.528,0.0
2019-03-31 11:00:00,59.0,3,11,6,29549.159,25622.114,0.0
2019-03-31 12:00:00,55.9,3,12,6,28953.884,24921.949,0.0
2019-03-31 13:00:00,53.1,3,13,6,28497.737,24318.568,0.0
2019-03-31 14:00:00,51.1,3,14,6,28243.362,24022.125,0.0
2019-03-31 15:00:00,52.0,3,15,6,27998.834,24163.033,0.0
2019-03-31 16:00:00,55.0,3,16,6,27843.603,24998.4,0.0
2019-03-31 17:00:00,55.9,3,17,6,27856.213,26135.049,0.0
2019-03-31 18:00:00,53.1,3,18,6,28020.219,27100.102,0.0
2019-03-31 19:00:00,50.0,3,19,6,28791.998,28553.525,0.0
2019-03-31 20:00:00,48.0,3,20,6,28623.804,28858.683,779.6576666666733
2019-03-31 21:00:00,46.0,3,21,6,27566.236,27786.504,1129.39403703704
2019-03-31 22:00:00,43.0,3,22,6,25998.008,26058.787,1285.6302222222184
2019-03-31 23:00:00,41.0,3,23,6,24287.932,24507.489,1578.3909999999996
2019-04-01 00:00:00,37.9,4,0,0,22920.244,23250.413,3617.21452173913
2019-04-01 01:00:00,36.0,4,1,0,22056.787,22639.858,4088.1393913043503
2019-04-01 02:00:00,35.1,4,2,0,21611.404,22350.035,4607.814391304346
2019-04-01 03:00:00,34.0,4,3,0,21410.937,22443.716,5174.095043478257
2019-04-01 04:00:00,33.1,4,4,0,21511.654,23297.884,6001.2305217391295
2019-04-01 05:00:00,32.0,4,5,0,22186.867,25347.706,7698.974391304349
2019-04-01 06:00:00,32.0,4,6,0,23376.538,28732.689,10411.09360869565
2019-04-01 07:00:00,32.0,4,7,0,24409.477,30432.999,10880.15408695652
2019-04-01 08:00:00,33.1,4,8,0,25263.971,30269.548,9173.127652173916
2019-04-01 09:00:00,34.0,4,9,0,25388.127,29907.96,7695.647434782601
2019-04-01 10:00:00,37.9,4,10,0,25026.166,29727.064,6610.3990869565205
2019-04-01 11:00:00,39.0,4,11,0,24489.374,29428.988,5709.650782608696
2019-04-01 12:00:00,41.0,4,12,0,23960.613,29432.595,5011.614130434788
2019-04-01 13:00:00,43.0,4,13,0,23704.713,29475.701,4679.733347826092
2019-04-01 14:00:00,43.0,4,14,0,23575.672,29341.474,4270.309826086959
2019-04-01 15:00:00,46.0,4,15,0,23611.146,29501.801,3959.2702173912985
2019-04-01 16:00:00,46.9,4,16,0,23980.14,29895.134,3841.4346086956575
2019-04-01 17:00:00,46.9,4,17,0,24409.909,30607.606,3897.04891304348
2019-04-01 18:00:00,46.9,4,18,0,24779.17,31260.401,4334.734217391313
