date,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,3.926,1,0,3,67795.0,69773.0,8587.419354838712
2015-01-08 01:00:00,4.0,1,1,3,66811.0,69773.0,9168.596774193553
2015-01-08 02:00:00,4.109,1,2,3,64040.0,66417.0,9070.967741935478
2015-01-08 03:00:00,4.202,1,3,3,63275.0,64182.0,9386.741935483871
2015-01-08 04:00:00,4.258,1,4,3,65977.0,63859.0,10616.193548387098
2015-01-08 05:00:00,4.344,1,5,3,72092.0,63921.0,13600.0
2015-01-08 06:00:00,4.481,1,6,3,78888.0,64117.0,16765.32258064516
2015-01-08 07:00:00,4.697,1,7,3,81429.0,63861.0,16833.93548387097
2015-01-08 08:00:00,5.562,1,8,3,81438.0,64277.0,15012.709677419363
2015-01-08 09:00:00,6.596,1,9,3,81086.0,65100.0,13308.32258064516
2015-01-08 10:00:00,7.619,1,10,3,81166.0,65875.0,12039.903225806454
2015-01-08 11:00:00,8.475,1,11,3,80973.0,67460.0,10444.516129032258
2015-01-08 12:00:00,9.028,1,12,3,79304.0,65706.0,10388.774193548386
2015-01-08 13:00:00,9.267,1,13,3,77662.0,62688.0,10662.903225806454
2015-01-08 14:00:00,9.041,1,14,3,75285.0,60798.0,10312.870967741932
2015-01-08 15:00:00,8.071,1,15,3,75028.0,61111.0,10222.0
2015-01-08 16:00:00,6.903,1,16,3,78196.0,65620.0,11017.774193548386
2015-01-08 17:00:00,6.452,1,17,3,81983.0,69967.0,10535.580645161288
2015-01-08 18:00:00,6.156,1,18,3,81712.0,71682.0,9440.580645161288
2015-01-08 19:00:00,5.892,1,19,3,77245.0,70462.0,8209.387096774197
2015-01-08 20:00:00,5.686,1,20,3,72532.0,68173.0,7370.645161290318
2015-01-08 21:00:00,5.52,1,21,3,72243.0,69188.0,6557.387096774197
2015-01-08 22:00:00,5.413,1,22,3,72686.0,70135.0,6050.354838709674
2015-01-08 23:00:00,5.321,1,23,3,69988.0,67584.0,5555.774193548386
2015-01-09 00:00:00,5.358,1,0,4,67621.0,65510.0,5238.419354838712
2015-01-09 01:00:00,5.394,1,1,4,66393.0,64522.0,5694.596774193553
2015-01-09 02:00:00,5.427,1,2,4,63640.0,61798.0,5816.9677419354775
2015-01-09 03:00:00,5.552,1,3,4,62955.0,60686.0,6301.741935483871
2015-01-09 04:00:00,5.691,1,4,4,65636.0,62060.0,7504.193548387098
2015-01-09 05:00:00,5.956,1,5,4,71516.0,64662.0,10100.0
2015-01-09 06:00:00,6.267,1,6,4,78168.0,66982.0,13460.32258064516
2015-01-09 07:00:00,6.702,1,7,4,80971.0,68828.0,13618.93548387097
2015-01-09 08:00:00,7.771,1,8,4,80546.0,70472.0,11545.709677419363
2015-01-09 09:00:00,8.978,1,9,4,79801.0,71681.0,9901.32258064516
2015-01-09 10:00:00,10.157,1,10,4,79494.0,72248.0,8898.903225806454
2015-01-09 11:00:00,11.127,1,11,4,79036.0,73443.0,7339.516129032258
2015-01-09 12:00:00,11.613,1,12,4,77255.0,71451.0,6848.774193548386
2015-01-09 13:00:00,11.685,1,13,4,75421.0,69123.0,7277.903225806454
2015-01-09 14:00:00,11.485,1,14,4,73262.0,66628.0,6791.870967741932
2015-01-09 15:00:00,10.996,1,15,4,72881.0,66234.0,6357.0
2015-01-09 16:00:00,10.486,1,16,4,75844.0,69985.0,6262.774193548386
2015-01-09 17:00:00,10.435,1,17,4,79935.0,73818.0,5060.580645161288
2015-01-09 18:00:00,10.52,1,18,4,79786.0,73971.0,3520.580645161288
2015-01-09 19:00:00,10.523,1,19,4,75418.0,70938.0,2594.387096774197
2015-01-09 20:00:00,10.494,1,20,4,71486.0,67746.0,2063.6451612903184
2015-01-09 21:00:00,10.515,1,21,4,70933.0,68455.0,1477.3870967741968
2015-01-09 22:00:00,10.524,1,22,4,71301.0,69539.0,858.3548387096744
2015-01-09 23:00:00,10.513,1,23,4,68372.0,66642.0,0.0
2015-01-10 00:00:00,10.501,1,0,5,65948.0,64227.0,0.0
2015-01-10 01:00:00,10.49,1,1,5,64676.0,62716.0,0.0
2015-01-10 02:00:00,10.433,1,2,5,61551.0,59396.0,0.0
2015-01-10 03:00:00,10.3,1,3,5,60541.0,57700.0,0.0
2015-01-10 04:00:00,10.144,1,4,5,62833.0,58131.0,0.0
2015-01-10 05:00:00,10.021,1,5,5,68782.0,59493.0,0.0
2015-01-10 06:00:00,9.92,1,6,5,75066.0,60986.0,0.0
2015-01-10 07:00:00,9.888,1,7,5,76918.0,62703.0,0.0
2015-01-10 08:00:00,10.384,1,8,5,76633.0,64814.0,0.0
2015-01-10 09:00:00,11.065,1,9,5,76121.0,66427.0,0.0
2015-01-10 10:00:00,11.753,1,10,5,75885.0,67027.0,0.0
2015-01-10 11:00:00,12.319,1,11,5,75521.0,68498.0,0.0
2015-01-10 12:00:00,12.602,1,12,5,74111.0,66851.0,0.0
2015-01-10 13:00:00,12.556,1,13,5,72261.0,64325.0,0.0
2015-01-10 14:00:00,12.153,1,14,5,69961.0,61852.0,0.0
2015-01-10 15:00:00,11.23,1,15,5,69326.0,60906.0,0.0
2015-01-10 16:00:00,10.01,1,16,5,72487.0,63367.0,0.0
2015-01-10 17:00:00,9.279,1,17,5,76456.0,66458.0,0.0
2015-01-10 18:00:00,8.719,1,18,5,76130.0,66400.0,0.0
2015-01-10 19:00:00,8.174,1,19,5,72022.0,63519.0,0.0
2015-01-10 20:00:00,7.626,1,20,5,68102.0,60554.0,0.0
2015-01-10 21:00:00,7.185,1,21,5,67739.0,61320.0,0.0
2015-01-10 22:00:00,6.822,1,22,5,68350.0,62725.0,0.0
2015-01-10 23:00:00,6.499,1,23,5,65154.0,60265.0,0.0
2015-01-11 00:00:00,6.224,1,0,6,62599.0,57658.0,0.0
2015-01-11 01:00:00,5.992,1,1,6,61202.0,55874.0,0.0
2015-01-11 02:00:00,5.785,1,2,6,58297.0,52581.0,0.0
2015-01-11 03:00:00,5.543,1,3,6,57456.0,50650.0,0.0
2015-01-11 04:00:00,5.226,1,4,6,59721.0,50570.0,0.0
2015-01-11 05:00:00,4.919,1,5,6,65282.0,51566.0,0.0
2015-01-11 06:00:00,4.632,1,6,6,71761.0,52564.0,0.0
2015-01-11 07:00:00,4.288,1,7,6,73703.0,53872.0,0.0
2015-01-11 08:00:00,4.604,1,8,6,73166.0,56101.0,0.0
2015-01-11 09:00:00,5.412,1,9,6,72714.0,58463.0,0.0
2015-01-11 10:00:00,6.41,1,10,6,72744.0,60123.0,0.0
