date,month,hour,dayofweek,tmpc,mw2day,mw7day,potential
2017-01-02 07:00:00,1,7,0,8.978,4416.9,4436.2,1187.6666666666663
2017-01-02 08:00:00,1,8,0,9.185,4673.6,4846.3,1995.2000000000005
2017-01-02 09:00:00,1,9,0,9.73,5198.5,5416.2,2356.2000000000003
2017-01-02 10:00:00,1,10,0,10.547,5481.4,5707.1,2304.133333333333
2017-01-02 11:00:00,1,11,0,11.497,5590.0,5875.7,2193.4666666666662
2017-01-02 12:00:00,1,12,0,12.358,5653.8,5946.0,2073.9333333333334
2017-01-02 13:00:00,1,13,0,12.96,5552.7,5794.7,2280.4000000000005
2017-01-02 14:00:00,1,14,0,13.122,5484.7,5737.6,2631.8
2017-01-02 15:00:00,1,15,0,12.788,5446.4,5607.7,2579.366666666666
2017-01-02 16:00:00,1,16,0,12.171,5472.9,5644.0,2471.466666666667
2017-01-02 17:00:00,1,17,0,11.62,6135.9,6275.8,2211.8
2017-01-02 18:00:00,1,18,0,11.39,6831.8,6855.4,1928.6333333333328
2017-01-02 19:00:00,1,19,0,11.302,6755.3,7003.7,1855.4333333333325
2017-01-02 20:00:00,1,20,0,11.265,6215.5,6902.5,1655.8000000000002
2017-01-02 21:00:00,1,21,0,11.262,5750.7,6595.9,1462.7666666666655
2017-01-02 22:00:00,1,22,0,11.333,5507.4,6201.6,1262.166666666667
2017-01-02 23:00:00,1,23,0,11.337,5302.1,5624.7,1063.7666666666664
2017-01-03 00:00:00,1,0,1,11.343,5076.7,5059.0,725.4666666666662
2017-01-03 01:00:00,1,1,1,11.369,4874.7,4675.7,469.2000000000007
2017-01-03 02:00:00,1,2,1,11.364,4561.2,4424.6,495.8666666666668
2017-01-03 03:00:00,1,3,1,11.348,4270.9,4305.1,622.0
2017-01-03 04:00:00,1,4,1,11.315,4092.2,4269.8,717.4333333333334
2017-01-03 05:00:00,1,5,1,11.267,3998.5,4337.2,895.4000000000001
2017-01-03 06:00:00,1,6,1,11.193,3979.7,4583.1,1224.8000000000002
2017-01-03 07:00:00,1,7,1,11.123,3849.3,4994.3,2013.4666666666667
2017-01-03 08:00:00,1,8,1,11.327,3816.2,5627.8,2791.3
2017-01-03 09:00:00,1,9,1,12.049,4169.2,6206.8,2990.1
2017-01-03 10:00:00,1,10,1,13.06,4630.6,6411.4,2756.333333333333
2017-01-03 11:00:00,1,11,1,14.147,5047.0,6524.7,2493.166666666666
2017-01-03 12:00:00,1,12,1,14.952,5218.0,6480.6,2160.9333333333334
2017-01-03 13:00:00,1,13,1,15.398,4989.2,6331.1,2281.8
2017-01-03 14:00:00,1,14,1,15.486,4776.8,6329.2,2644.8
2017-01-03 15:00:00,1,15,1,15.155,4766.9,6167.4,2551.366666666666
2017-01-03 16:00:00,1,16,1,14.162,4884.3,6190.2,2429.5666666666666
2017-01-03 17:00:00,1,17,1,13.03,5433.9,6729.9,2127.3
2017-01-03 18:00:00,1,18,1,12.645,5977.2,7243.3,1922.4333333333327
2017-01-03 19:00:00,1,19,1,12.396,6144.3,7377.6,1867.9333333333325
2017-01-03 20:00:00,1,20,1,12.2,6206.5,7238.4,1653.8000000000002
2017-01-03 21:00:00,1,21,1,12.031,6061.9,6934.5,1480.0666666666657
2017-01-03 22:00:00,1,22,1,11.834,5845.9,6505.1,1321.266666666667
2017-01-03 23:00:00,1,23,1,11.652,5281.8,5846.2,1090.2666666666664
2017-01-04 00:00:00,1,0,2,11.518,4772.1,5230.2,716.2666666666664
2017-01-04 01:00:00,1,1,2,11.419,4404.5,4823.4,453.2000000000007
2017-01-04 02:00:00,1,2,2,11.319,4174.6,4557.4,529.166666666667
2017-01-04 03:00:00,1,3,2,11.224,4056.5,4422.0,620.3000000000002
2017-01-04 04:00:00,1,4,2,11.1,4092.9,4373.8,749.0333333333328
2017-01-04 05:00:00,1,5,2,10.99,4208.3,4430.7,900.7000000000003
2017-01-04 06:00:00,1,6,2,10.903,4543.1,4684.6,1284.3999999999996
2017-01-04 07:00:00,1,7,2,10.838,4988.8,5067.3,2047.766666666666
2017-01-04 08:00:00,1,8,2,11.278,5756.8,5694.8,2810.5000000000005
2017-01-04 09:00:00,1,9,2,12.258,6441.8,6258.3,2975.4
2017-01-04 10:00:00,1,10,2,13.317,6812.0,6430.1,2657.4333333333334
2017-01-04 11:00:00,1,11,2,14.395,7099.0,6516.0,2381.0666666666666
2017-01-04 12:00:00,1,12,2,15.184,7159.1,6454.1,2029.4333333333327
2017-01-04 13:00:00,1,13,2,15.533,7142.0,6296.0,2113.4000000000005
2017-01-04 14:00:00,1,14,2,15.536,7263.7,6300.5,2494.2000000000007
2017-01-04 15:00:00,1,15,2,15.226,7171.5,6145.3,2380.4666666666662
2017-01-04 16:00:00,1,16,2,14.392,7133.8,6146.1,2238.5666666666666
2017-01-04 17:00:00,1,17,2,13.473,7406.7,6654.5,1955.9
2017-01-04 18:00:00,1,18,2,12.874,7703.7,7223.8,1831.7333333333336
2017-01-04 19:00:00,1,19,2,12.331,7803.9,7363.7,1774.0333333333328
2017-01-04 20:00:00,1,20,2,11.869,7663.6,7219.3,1555.5
2017-01-04 21:00:00,1,21,2,11.53,7334.9,6893.1,1369.866666666666
2017-01-04 22:00:00,1,22,2,11.206,6907.5,6474.3,1225.3666666666668
2017-01-04 23:00:00,1,23,2,10.837,6201.4,5851.3,1049.166666666667
2017-01-05 00:00:00,1,0,3,10.449,5563.0,5230.6,701.5666666666666
2017-01-05 01:00:00,1,1,3,10.034,5144.1,4812.1,468.40000000000055
2017-01-05 02:00:00,1,2,3,9.641,4899.2,4545.7,494.66666666666697
2017-01-05 03:00:00,1,3,3,9.28,4786.8,4415.3,623.3999999999996
2017-01-05 04:00:00,1,4,3,9.021,4722.3,4338.5,745.0333333333328
2017-01-05 05:00:00,1,5,3,8.862,4814.3,4415.0,901.4999999999995
2017-01-05 06:00:00,1,6,3,8.698,5136.1,4665.6,1231.1999999999998
2017-01-05 07:00:00,1,7,3,8.517,5814.6,5055.4,2023.6666666666663
2017-01-05 08:00:00,1,8,3,8.854,6552.9,5751.8,2858.8
2017-01-05 09:00:00,1,9,3,9.686,7075.7,6305.1,2993.1
2017-01-05 10:00:00,1,10,3,10.97,7264.2,6467.7,2663.2333333333336
2017-01-05 11:00:00,1,11,3,12.543,7398.7,6520.2,2335.4666666666662
2017-01-05 12:00:00,1,12,3,13.924,7246.1,6462.4,1956.0333333333328
2017-01-05 13:00:00,1,13,3,14.818,7143.4,6303.9,2067.000000000001
2017-01-05 14:00:00,1,14,3,15.144,7276.7,6309.4,2373.2000000000007
2017-01-05 15:00:00,1,15,3,14.932,7143.5,6163.1,2238.0666666666657
2017-01-05 16:00:00,1,16,3,13.567,7091.9,6126.4,2124.666666666667
2017-01-05 17:00:00,1,17,3,11.757,7322.2,6603.6,1898.7999999999995
2017-01-05 18:00:00,1,18,3,11.019,7697.5,7153.3,1820.5333333333333
2017-01-05 19:00:00,1,19,3,10.422,7816.4,7273.5,1798.333333333333
2017-01-05 20:00:00,1,20,3,9.719,7661.6,7159.8,1583.1999999999998
2017-01-05 21:00:00,1,21,3,8.997,7352.2,6862.4,1399.4666666666662
2017-01-05 22:00:00,1,22,3,8.409,6966.6,6550.5,1253.5666666666666
2017-01-05 23:00:00,1,23,3,8.009,6227.9,5953.1,1067.7666666666664
2017-01-06 00:00:00,1,0,4,7.776,5553.8,5372.6,760.0666666666666
2017-01-06 01:00:00,1,1,4,7.464,5128.1,4958.4,535.1000000000004
2017-01-06 02:00:00,1,2,4,7.139,4932.5,4676.6,576.166666666667
2017-01-06 03:00:00,1,3,4,6.883,4785.1,4552.0,693.5999999999995
2017-01-06 04:00:00,1,4,4,6.552,4753.9,4477.3,801.833333333333
2017-01-06 05:00:00,1,5,4,6.173,4819.6,4515.5,976.4999999999995
2017-01-06 06:00:00,1,6,4,5.827,5195.7,4759.6,1331.5999999999997
2017-01-06 07:00:00,1,7,4,5.523,5848.9,5124.4,2108.3666666666663
2017-01-06 08:00:00,1,8,4,5.782,6572.1,5688.2,2887.8
2017-01-06 09:00:00,1,9,4,7.141,7061.0,6216.0,2964.1
2017-01-06 10:00:00,1,10,4,9.113,7165.3,6406.7,2602.2333333333336
2017-01-06 11:00:00,1,11,4,11.135,7286.6,6464.7,2271.366666666666
2017-01-06 12:00:00,1,12,4,12.757,7114.6,6396.2,1842.5333333333328
2017-01-06 13:00:00,1,13,4,13.927,6975.0,6217.4,1899.7000000000007
2017-01-06 14:00:00,1,14,4,14.42,7126.1,6183.0,2194.5
2017-01-06 15:00:00,1,15,4,14.205,6972.6,6060.7,2108.0666666666657
2017-01-06 16:00:00,1,16,4,12.542,6900.9,5974.4,1954.0666666666664
2017-01-06 17:00:00,1,17,4,10.693,7150.8,6418.0,1723.0999999999997
2017-01-06 18:00:00,1,18,4,9.829,7606.8,6982.5,1666.833333333333
2017-01-06 19:00:00,1,19,4,9.133,7722.5,7118.1,1599.4333333333325
2017-01-06 20:00:00,1,20,4,8.432,7563.3,7015.9,1396.5
2017-01-06 21:00:00,1,21,4,7.735,7242.0,6755.9,1238.7666666666655
2017-01-06 22:00:00,1,22,4,7.204,6870.7,6496.3,1115.666666666667
2017-01-06 23:00:00,1,23,4,6.809,6186.8,5975.4,1073.0666666666666
2017-01-07 00:00:00,1,0,5,6.59,5539.1,5371.3,783.1666666666661
2017-01-07 01:00:00,1,1,5,6.318,5143.3,4941.2,511.1000000000004
2017-01-07 02:00:00,1,2,5,5.994,4898.0,4625.6,490.2666666666673
2017-01-07 03:00:00,1,3,5,5.691,4788.2,4453.4,586.0
2017-01-07 04:00:00,1,4,5,5.371,4749.9,4345.2,671.833333333333
2017-01-07 05:00:00,1,5,5,5.076,4820.4,4279.8,742.7999999999997
2017-01-07 06:00:00,1,6,5,4.854,5142.5,4351.6,823.8000000000002
2017-01-07 07:00:00,1,7,5,4.669,5824.8,4416.9,1039.4666666666667
2017-01-07 08:00:00,1,8,5,5.436,6620.4,4673.6,1349.1
2017-01-07 09:00:00,1,9,5,7.315,7078.7,5198.5,1586.2000000000005
2017-01-07 10:00:00,1,10,5,9.302,7171.1,5481.4,1417.9333333333334
2017-01-07 11:00:00,1,11,5,11.564,7241.0,5590.0,1098.166666666666
2017-01-07 12:00:00,1,12,5,13.066,7041.2,5653.8,927.2333333333328
2017-01-07 13:00:00,1,13,5,13.825,6928.6,5552.7,1001.0000000000008
2017-01-07 14:00:00,1,14,5,14.036,7005.1,5484.7,1086.3000000000002
2017-01-07 15:00:00,1,15,5,13.733,6830.2,5446.4,1036.9666666666662
2017-01-07 16:00:00,1,16,5,12.02,6787.0,5472.9,929.7666666666672
2017-01-07 17:00:00,1,17,5,10.068,7093.7,6135.9,886.1999999999998
2017-01-07 18:00:00,1,18,5,8.986,7595.6,6831.8,1079.1333333333332
2017-01-07 19:00:00,1,19,5,8.154,7746.8,6755.3,1073.833333333333
2017-01-07 20:00:00,1,20,5,7.419,7591.0,6215.5,918.3000000000002
2017-01-07 21:00:00,1,21,5,6.823,7271.6,5750.7,722.3666666666659
2017-01-07 22:00:00,1,22,5,6.187,6898.9,5507.4,623.2666666666673
2017-01-07 23:00:00,1,23,5,5.713,6205.4,5302.1,692.9666666666672
2017-01-08 00:00:00,1,0,6,5.261,5597.6,5076.7,467.7666666666664
2017-01-08 01:00:00,1,1,6,4.923,5210.0,4874.7,203.0
2017-01-08 02:00:00,1,2,6,4.598,4979.5,4561.2,188.76666666666733
2017-01-08 03:00:00,1,3,6,4.166,4858.4,4270.9,283.8000000000002
2017-01-08 04:00:00,1,4,6,3.775,4806.7,4092.2,344.1333333333332
2017-01-08 05:00:00,1,5,6,3.454,4895.4,3998.5,450.2999999999997
2017-01-08 06:00:00,1,6,6,3.196,5242.9,3979.7,520.0999999999995
2017-01-08 07:00:00,1,7,6,2.934,5909.5,3849.3,617.9666666666667
2017-01-08 08:00:00,1,8,6,3.797,6649.4,3816.2,786.4000000000001
2017-01-08 09:00:00,1,9,6,5.869,7049.7,4169.2,937.6
2017-01-08 10:00:00,1,10,6,8.014,7110.1,4630.6,889.333333333333
2017-01-08 11:00:00,1,11,6,10.367,7176.9,5047.0,765.3666666666659
2017-01-08 12:00:00,1,12,6,12.058,6927.7,5218.0,715.2333333333327
2017-01-08 13:00:00,1,13,6,12.963,6761.3,4989.2,744.6000000000004
2017-01-08 14:00:00,1,14,6,13.303,6826.4,4776.8,729.2000000000007
2017-01-08 15:00:00,1,15,6,13.013,6700.2,4766.9,659.1666666666661
2017-01-08 16:00:00,1,16,6,11.132,6616.4,4884.3,568.166666666667
2017-01-08 17:00:00,1,17,6,9.081,6918.0,5433.9,550.0999999999995
2017-01-08 18:00:00,1,18,6,8.182,7441.9,5977.2,819.5333333333338
2017-01-08 19:00:00,1,19,6,7.465,7547.9,6144.3,950.7333333333328
2017-01-08 20:00:00,1,20,6,6.885,7404.3,6206.5,928.5
2017-01-08 21:00:00,1,21,6,6.489,7110.9,6061.9,805.0666666666657
2017-01-08 22:00:00,1,22,6,6.231,6761.0,5845.9,713.666666666667
2017-01-08 23:00:00,1,23,6,5.982,6210.7,5281.8,598.4666666666672
2017-01-09 00:00:00,1,0,0,5.761,5620.7,4772.1,375.2666666666664
2017-01-09 01:00:00,1,1,0,5.45,5186.0,4404.5,168.70000000000073
2017-01-09 02:00:00,1,2,0,5.183,4893.6,4174.6,219.46666666666715
2017-01-09 03:00:00,1,3,0,5.068,4750.8,4056.5,365.8999999999997
2017-01-09 04:00:00,1,4,0,4.95,4676.7,4092.9,508.0333333333329
2017-01-09 05:00:00,1,5,0,4.844,4661.7,4208.3,686.7999999999997
2017-01-09 06:00:00,1,6,0,4.69,4735.1,4543.1,1131.8000000000002
2017-01-09 07:00:00,1,7,0,4.461,4840.6,4988.8,2002.8666666666663
2017-01-09 08:00:00,1,8,0,5.301,5110.7,5756.8,2905.1
2017-01-09 09:00:00,1,9,0,7.327,5671.8,6441.8,3116.2000000000003
2017-01-09 10:00:00,1,10,0,9.391,5925.8,6812.0,2819.033333333333
2017-01-09 11:00:00,1,11,0,11.594,6003.7,7099.0,2477.7666666666664
2017-01-09 12:00:00,1,12,0,13.181,6012.4,7159.1,2060.833333333333
2017-01-09 13:00:00,1,13,0,14.112,5862.6,7142.0,2139.4000000000005
2017-01-09 14:00:00,1,14,0,14.434,5718.2,7263.7,2486.0
2017-01-09 15:00:00,1,15,0,13.945,5629.1,7171.5,2367.366666666666
2017-01-09 16:00:00,1,16,0,11.992,5592.1,7133.8,2208.266666666668
2017-01-09 17:00:00,1,17,0,10.087,6081.1,7406.7,1962.6
2017-01-09 18:00:00,1,18,0,9.582,6854.2,7703.7,1983.5333333333333
2017-01-09 19:00:00,1,19,0,9.214,7022.3,7803.9,2009.4333333333325
2017-01-09 20:00:00,1,20,0,8.927,6926.1,7663.6,1850.7
2017-01-09 21:00:00,1,21,0,8.788,6594.5,7334.9,1654.0666666666657
2017-01-09 22:00:00,1,22,0,8.717,6268.6,6907.5,1435.5666666666666
2017-01-09 23:00:00,1,23,0,8.722,5830.6,6201.4,1218.3666666666668
2017-01-10 00:00:00,1,0,1,8.589,5305.3,5563.0,837.1666666666661
2017-01-10 01:00:00,1,1,1,8.212,4877.9,5144.1,560.6000000000004
2017-01-10 02:00:00,1,2,1,7.929,4592.1,4899.2,617.166666666667
2017-01-10 03:00:00,1,3,1,7.776,4448.6,4786.8,750.5
2017-01-10 04:00:00,1,4,1,8.088,4349.0,4722.3,879.7333333333336
2017-01-10 05:00:00,1,5,1,8.41,4369.2,4814.3,1033.2000000000005
2017-01-10 06:00:00,1,6,1,8.659,4431.4,5136.1,1404.3000000000002
2017-01-10 07:00:00,1,7,1,8.86,4419.1,5814.6,2244.066666666666
2017-01-10 08:00:00,1,8,1,9.715,4548.0,6552.9,3083.6
2017-01-10 09:00:00,1,9,1,11.042,5023.2,7075.7,3281.9
2017-01-10 10:00:00,1,10,1,12.292,5397.2,7264.2,2973.2333333333336
2017-01-10 11:00:00,1,11,1,13.441,5670.9,7398.7,2667.366666666666
2017-01-10 12:00:00,1,12,1,14.205,5800.4,7246.1,2288.133333333333
2017-01-10 13:00:00,1,13,1,14.43,5606.2,7143.4,2388.8
2017-01-10 14:00:00,1,14,1,14.239,5361.1,7276.7,2737.2000000000007
2017-01-10 15:00:00,1,15,1,13.687,5251.3,7143.5,2619.266666666665
2017-01-10 16:00:00,1,16,1,12.789,5230.5,7091.9,2517.266666666668
2017-01-10 17:00:00,1,17,1,11.655,5745.0,7322.2,2220.5999999999995
2017-01-10 18:00:00,1,18,1,11.265,6594.6,7697.5,2143.633333333333
2017-01-10 19:00:00,1,19,1,11.037,6899.2,7816.4,2138.033333333333
2017-01-10 20:00:00,1,20,1,10.765,6936.3,7661.6,1930.7
2017-01-10 21:00:00,1,21,1,10.468,6677.2,7352.2,1681.5666666666657
2017-01-10 22:00:00,1,22,1,10.172,6359.0,6966.6,1525.5666666666666
2017-01-10 23:00:00,1,23,1,9.925,5736.1,6227.9,1268.166666666667
2017-01-11 00:00:00,1,0,2,9.769,5212.8,5553.8,859.1666666666661
2017-01-11 01:00:00,1,1,2,9.7,4843.6,5128.1,598.5
2017-01-11 02:00:00,1,2,2,9.631,4622.8,4932.5,654.0666666666666
2017-01-11 03:00:00,1,3,2,9.494,4530.7,4785.1,757.8000000000002
2017-01-11 04:00:00,1,4,2,9.278,4512.9,4753.9,885.833333333333
2017-01-11 05:00:00,1,5,2,9.073,4605.7,4819.6,1042.6
2017-01-11 06:00:00,1,6,2,8.964,5043.1,5195.7,1408.3000000000002
2017-01-11 07:00:00,1,7,2,8.824,5804.0,5848.9,2238.4666666666667
2017-01-11 08:00:00,1,8,2,9.518,6666.7,6572.1,3056.6
2017-01-11 09:00:00,1,9,2,11.083,7201.8,7061.0,3124.4
2017-01-11 10:00:00,1,10,2,12.795,7326.9,7165.3,2709.2333333333336
2017-01-11 11:00:00,1,11,2,14.459,7383.3,7286.6,2351.7666666666664
2017-01-11 12:00:00,1,12,2,15.749,7146.0,7114.6,1910.4333333333327
2017-01-11 13:00:00,1,13,2,16.591,7001.0,6975.0,1990.3
2017-01-11 14:00:00,1,14,2,16.942,7117.9,7126.1,2310.2000000000007
2017-01-11 15:00:00,1,15,2,16.714,6959.5,6972.6,2202.366666666666
2017-01-11 16:00:00,1,16,2,15.163,6870.6,6900.9,2059.5666666666666
2017-01-11 17:00:00,1,17,2,13.24,7157.5,7150.8,1763.499999999999
2017-01-11 18:00:00,1,18,2,12.526,7758.6,7606.8,1776.333333333333
2017-01-11 19:00:00,1,19,2,12.049,7957.9,7722.5,1799.4333333333325
2017-01-11 20:00:00,1,20,2,11.701,7858.5,7563.3,1642.8000000000002
2017-01-11 21:00:00,1,21,2,11.557,7526.2,7242.0,1484.866666666666
2017-01-11 22:00:00,1,22,2,11.386,7080.9,6870.7,1320.0666666666666
2017-01-11 23:00:00,1,23,2,10.999,6356.0,6186.8,1113.166666666667
2017-01-12 00:00:00,1,0,3,10.48,5674.7,5539.1,726.0666666666666
2017-01-12 01:00:00,1,1,3,9.992,5235.5,5143.3,504.2000000000007
2017-01-12 02:00:00,1,2,3,9.479,5020.5,4898.0,573.5666666666666
2017-01-12 03:00:00,1,3,3,8.98,4915.3,4788.2,704.5
2017-01-12 04:00:00,1,4,3,8.713,4884.6,4749.9,824.333333333333
2017-01-12 05:00:00,1,5,3,8.682,4952.1,4820.4,917.6
2017-01-12 06:00:00,1,6,3,8.739,5315.6,5142.5,1348.1999999999998
2017-01-12 07:00:00,1,7,3,8.931,6045.2,5824.8,2126.3666666666663
2017-01-12 08:00:00,1,8,3,9.59,6845.2,6620.4,3012.6
2017-01-12 09:00:00,1,9,3,10.619,7367.5,7078.7,3161.7000000000003
2017-01-12 10:00:00,1,10,3,11.572,7481.1,7171.1,2878.133333333333
2017-01-12 11:00:00,1,11,3,12.552,7572.9,7241.0,2605.9666666666662
2017-01-12 12:00:00,1,12,3,13.289,7373.3,7041.2,2229.4333333333334
2017-01-12 13:00:00,1,13,3,13.754,7250.4,6928.6,2322.000000000001
2017-01-12 14:00:00,1,14,3,13.888,7369.1,7005.1,2661.8
2017-01-12 15:00:00,1,15,3,13.693,7211.4,6830.2,2494.666666666666
2017-01-12 16:00:00,1,16,3,12.897,7179.6,6787.0,2344.466666666667
2017-01-12 17:00:00,1,17,3,11.527,7415.5,7093.7,1983.2
2017-01-12 18:00:00,1,18,3,11.335,7918.7,7595.6,1893.1333333333328
2017-01-12 19:00:00,1,19,3,11.248,8086.5,7746.8,1864.1333333333328
2017-01-12 20:00:00,1,20,3,11.095,7938.5,7591.0,1654.5999999999997
2017-01-12 21:00:00,1,21,3,10.915,7553.7,7271.6,1486.0666666666657
2017-01-12 22:00:00,1,22,3,10.707,7170.9,6898.9,1285.9666666666672
2017-01-12 23:00:00,1,23,3,10.339,6405.8,6205.4,1091.4666666666672
2017-01-13 00:00:00,1,0,4,9.958,5696.7,5597.6,758.9666666666662
2017-01-13 01:00:00,1,1,4,9.54,5273.4,5210.0,515.6000000000004
2017-01-13 02:00:00,1,2,4,9.234,5057.4,4979.5,567.4666666666672
2017-01-13 03:00:00,1,3,4,8.925,4922.6,4858.4,688.0
2017-01-13 04:00:00,1,4,4,8.579,4890.7,4806.7,837.0333333333328
2017-01-13 05:00:00,1,5,4,8.07,4961.5,4895.4,1000.2999999999996
2017-01-13 06:00:00,1,6,4,7.613,5319.6,5242.9,1362.6999999999998
2017-01-13 07:00:00,1,7,4,7.192,6039.6,5909.5,2182.6666666666665
2017-01-13 08:00:00,1,8,4,7.795,6818.2,6649.4,2903.3
2017-01-13 09:00:00,1,9,4,9.088,7210.0,7049.7,2985.5000000000005
2017-01-13 10:00:00,1,10,4,10.222,7217.1,7110.1,2630.2333333333336
2017-01-13 11:00:00,1,11,4,11.027,7257.3,7176.9,2282.2666666666664
2017-01-13 12:00:00,1,12,4,11.526,6995.6,6927.7,1881.5333333333328
2017-01-13 13:00:00,1,13,4,11.776,6851.9,6761.3,1983.500000000001
2017-01-13 14:00:00,1,14,4,11.773,6942.1,6826.4,2330.6000000000004
2017-01-13 15:00:00,1,15,4,11.443,6794.5,6700.2,2278.366666666666
2017-01-13 16:00:00,1,16,4,10.541,6721.9,6616.4,2100.766666666668
2017-01-13 17:00:00,1,17,4,8.751,6958.4,6918.0,1751.1999999999998
2017-01-13 18:00:00,1,18,4,7.918,7551.4,7441.9,1790.9333333333334
2017-01-13 19:00:00,1,19,4,7.348,7747.9,7547.9,1775.5333333333328
2017-01-13 20:00:00,1,20,4,6.886,7650.6,7404.3,1586.3999999999996
2017-01-13 21:00:00,1,21,4,6.483,7357.0,7110.9,1405.666666666666
2017-01-13 22:00:00,1,22,4,6.149,6965.4,6761.0,1257.266666666667
2017-01-13 23:00:00,1,23,4,5.878,6250.8,6210.7,1145.8666666666668
2017-01-14 00:00:00,1,0,5,5.651,5563.6,5620.7,823.6666666666661
2017-01-14 01:00:00,1,1,5,5.477,5179.1,5186.0,521.5
2017-01-14 02:00:00,1,2,5,5.286,4976.9,4893.6,518.7666666666673
2017-01-14 03:00:00,1,3,5,5.031,4869.3,4750.8,612.0999999999995
2017-01-14 04:00:00,1,4,5,4.806,4829.2,4676.7,695.6333333333332
2017-01-14 05:00:00,1,5,5,4.592,4836.5,4661.7,776.4000000000001
2017-01-14 06:00:00,1,6,5,4.407,5259.5,4735.1,876.5
2017-01-14 07:00:00,1,7,5,4.197,5927.5,4840.6,1111.3666666666663
2017-01-14 08:00:00,1,8,5,4.974,6774.2,5110.7,1480.6
2017-01-14 09:00:00,1,9,5,6.697,7247.3,5671.8,1648.2999999999995
2017-01-14 10:00:00,1,10,5,8.611,7386.0,5925.8,1491.2333333333336
2017-01-14 11:00:00,1,11,5,10.187,7511.5,6003.7,1184.166666666666
2017-01-14 12:00:00,1,12,5,11.165,7314.6,6012.4,1026.233333333333
2017-01-14 13:00:00,1,13,5,11.752,7183.6,5862.6,1101.1000000000004
2017-01-14 14:00:00,1,14,5,11.97,7293.7,5718.2,1181.4000000000003
2017-01-14 15:00:00,1,15,5,11.761,7086.8,5629.1,1138.866666666666
2017-01-14 16:00:00,1,16,5,10.362,7006.8,5592.1,1025.8666666666668
2017-01-14 17:00:00,1,17,5,8.029,7178.1,6081.1,875.6999999999998
2017-01-14 18:00:00,1,18,5,7.388,7668.2,6854.2,1176.1333333333332
2017-01-14 19:00:00,1,19,5,6.955,7812.6,7022.3,1258.9333333333325
2017-01-14 20:00:00,1,20,5,6.577,7662.4,6926.1,1092.8999999999996
2017-01-14 21:00:00,1,21,5,6.147,7358.2,6594.5,863.9666666666662
2017-01-14 22:00:00,1,22,5,5.682,6931.3,6268.6,740.2666666666673
2017-01-14 23:00:00,1,23,5,5.277,6229.1,5830.6,764.5666666666666
2017-01-15 00:00:00,1,0,6,4.961,5596.5,5305.3,514.4666666666662
2017-01-15 01:00:00,1,1,6,4.695,5190.5,4877.9,216.7000000000008
2017-01-15 02:00:00,1,2,6,4.446,4970.8,4592.1,224.26666666666733
2017-01-15 03:00:00,1,3,6,4.216,4852.8,4448.6,298.89999999999964
2017-01-15 04:00:00,1,4,6,4.056,4841.9,4349.0,385.0333333333329
