date,tmp,month,hour,dayofweek,mw_2,mw_7,potential,poten_2,poten_7
2015-01-08 00:00:00,-13.9,1,0,3,333.6,336.5,110.62727272727273,55.52727272727276,58.42727272727274
2015-01-08 01:00:00,-14.2,1,1,3,323.6,317.7,112.35454545454542,56.95454545454544,51.054545454545405
2015-01-08 02:00:00,-14.8,1,2,3,317.7,307.0,115.13090909090909,55.4309090909091,44.73090909090911
2015-01-08 03:00:00,-15.6,1,3,3,314.1,300.6,119.26,55.46000000000004,41.96000000000004
2015-01-08 04:00:00,-16.0,1,4,3,320.7,298.4,122.6472727272727,58.64727272727271,36.347272727272696
2015-01-08 05:00:00,-17.0,1,5,3,342.8,304.1,131.9963636363637,65.59636363636372,26.89636363636373
2015-01-08 06:00:00,-17.8,1,6,3,387.5,311.4,149.79818181818175,83.59818181818179,7.498181818181763
2015-01-08 07:00:00,-18.1,1,7,3,412.6,313.9,152.26181818181811,88.66181818181815,0.0
2015-01-08 08:00:00,-19.0,1,8,3,391.6528333,303.9180115,136.91454545454542,81.81454545454545,0.0
2015-01-08 09:00:00,-19.7,1,9,3,377.9677343,328.7855451,128.28545454545457,79.98545454545456,0.0
2015-01-08 10:00:00,-20.4,1,10,3,377.721399,332.5021834,124.37090909090917,91.47090909090912,12.370909090909151
2015-01-08 11:00:00,-20.8,1,11,3,376.9801687,319.306558,121.56363636363623,98.2636363636363,18.66363636363627
2015-01-08 12:00:00,-20.9,1,12,3,374.5629552,317.0225787,114.42545454545456,98.82545454545452,19.725454545454568
2015-01-08 13:00:00,-18.0,1,13,3,377.9370801,328.8419865,106.17272727272716,99.17272727272716,17.972727272727184
2015-01-08 14:00:00,-13.5,1,14,3,383.4240518,335.8092605,104.52909090909094,95.22909090909091,14.02909090909094
2015-01-08 15:00:00,-11.6,1,15,3,405.2986986,338.0240241,102.82,95.71999999999996,11.120000000000005
2015-01-08 16:00:00,-9.7,1,16,3,448.5521564,370.2,116.29090909090912,101.09090909090912,22.09090909090912
2015-01-08 17:00:00,-8.4,1,17,3,490.7,408.2,137.3709090909091,112.77090909090911,30.27090909090913
2015-01-08 18:00:00,-7.4,1,18,3,509.7,412.5,142.25636363636346,123.1563636363635,25.956363636363506
2015-01-08 19:00:00,-7.1,1,19,3,508.7,404.8,145.62181818181813,127.92181818181814,24.02181818181816
2015-01-08 20:00:00,-7.4,1,20,3,489.2,394.3,139.98727272727265,118.48727272727264,23.587272727272648
