ept,tmp,month,hour,dayofweek,kw_2,kw_7
2017-12-23 02:00:00,49.1,12,2,5,18900.0,21600.0
2017-12-23 03:00:00,49.5,12,3,5,18522.0,21330.0
2017-12-23 04:00:00,49.1,12,4,5,19116.0,21762.0
2017-12-23 05:00:00,50.0,12,5,5,20412.0,22788.0
2017-12-23 06:00:00,50.4,12,6,5,21600.0,23436.0
2017-12-23 07:00:00,50.7,12,7,5,22518.0,23490.0
2017-12-23 08:00:00,52.9,12,8,5,21924.0,22518.0
2017-12-23 09:00:00,54.5,12,9,5,20304.0,19926.0
2017-12-23 10:00:00,57.2,12,10,5,18954.0,17388.0
2017-12-23 11:00:00,60.1,12,11,5,17982.0,16146.0
2017-12-23 12:00:00,63.1,12,12,5,17712.0,14850.0
2017-12-23 13:00:00,66.9,12,13,5,17766.0,13986.0
2017-12-23 14:00:00,70.7,12,14,5,17172.0,13878.0
2017-12-23 15:00:00,71.8,12,15,5,17820.0,14364.0
2017-12-23 16:00:00,70.9,12,16,5,19926.0,16416.0
2017-12-23 17:00:00,70.0,12,17,5,21978.0,18576.0
2017-12-23 18:00:00,68.2,12,18,5,22194.0,19764.0
2017-12-23 19:00:00,67.5,12,19,5,22842.0,20196.0
2017-12-23 20:00:00,66.2,12,20,5,22788.0,20682.0
2017-12-23 21:00:00,65.3,12,21,5,22680.0,20628.0
2017-12-23 22:00:00,64.4,12,22,5,22194.0,20574.0
2017-12-23 23:00:00,63.3,12,23,5,21438.0,20520.0
2017-12-24 00:00:00,63.3,12,0,6,20574.0,20088.0
2017-12-24 01:00:00,62.2,12,1,6,20142.0,20142.0
2017-12-24 02:00:00,61.5,12,2,6,19980.0,20520.0
2017-12-24 03:00:00,61.7,12,3,6,19278.0,20520.0
2017-12-24 04:00:00,58.3,12,4,6,20520.0,20736.0
2017-12-24 05:00:00,57.4,12,5,6,21168.0,21384.0
2017-12-24 06:00:00,55.2,12,6,6,21924.0,21978.0
2017-12-24 07:00:00,53.2,12,7,6,22302.0,22680.0
2017-12-24 08:00:00,51.8,12,8,6,22302.0,22572.0
2017-12-24 09:00:00,48.6,12,9,6,22194.0,20088.0
2017-12-24 10:00:00,48.2,12,10,6,21870.0,18036.0
2017-12-24 11:00:00,48.6,12,11,6,20520.0,15606.0
2017-12-24 12:00:00,47.5,12,12,6,19710.0,14310.0
2017-12-24 13:00:00,46.6,12,13,6,19224.0,13770.0
2017-12-24 14:00:00,46.6,12,14,6,18576.0,14040.0
2017-12-24 15:00:00,46.0,12,15,6,18630.0,14472.0
2017-12-24 16:00:00,45.1,12,16,6,19116.0,15228.0
2017-12-24 17:00:00,45.0,12,17,6,20574.0,16686.0
2017-12-24 18:00:00,44.8,12,18,6,20466.0,17226.0
2017-12-24 19:00:00,44.8,12,19,6,19980.0,17226.0
2017-12-24 20:00:00,44.6,12,20,6,19440.0,17334.0
2017-12-24 21:00:00,44.6,12,21,6,18738.0,16578.0
2017-12-24 22:00:00,44.2,12,22,6,18252.0,15930.0
2017-12-24 23:00:00,44.6,12,23,6,17550.0,15552.0
2017-12-25 00:00:00,44.8,12,0,0,16308.0,15876.0
2017-12-25 01:00:00,45.0,12,1,0,15768.0,16416.0
2017-12-25 02:00:00,45.7,12,2,0,15660.0,16362.0
2017-12-25 03:00:00,46.6,12,3,0,15174.0,16200.0
2017-12-25 04:00:00,45.9,12,4,0,15120.0,16740.0
2017-12-25 05:00:00,45.7,12,5,0,15606.0,18306.0
2017-12-25 06:00:00,45.9,12,6,0,16416.0,20358.0
2017-12-25 07:00:00,43.7,12,7,0,16902.0,20412.0
2017-12-25 08:00:00,41.0,12,8,0,17226.0,19926.0
2017-12-25 09:00:00,42.3,12,9,0,16686.0,19224.0
2017-12-25 10:00:00,42.6,12,10,0,15390.0,18144.0
2017-12-25 11:00:00,42.8,12,11,0,14418.0,17280.0
2017-12-25 12:00:00,42.4,12,12,0,13770.0,16200.0
2017-12-25 13:00:00,42.8,12,13,0,13068.0,16794.0
2017-12-25 14:00:00,43.3,12,14,0,13662.0,17820.0
2017-12-25 15:00:00,42.4,12,15,0,14364.0,18090.0
2017-12-25 16:00:00,41.0,12,16,0,15012.0,18954.0
2017-12-25 17:00:00,39.2,12,17,0,15930.0,20628.0
2017-12-25 18:00:00,37.4,12,18,0,15606.0,20628.0
2017-12-25 19:00:00,36.7,12,19,0,15336.0,20574.0
2017-12-25 20:00:00,36.7,12,20,0,15228.0,19710.0
2017-12-25 21:00:00,35.6,12,21,0,15066.0,19008.0
2017-12-25 22:00:00,35.1,12,22,0,14526.0,18360.0
2017-12-25 23:00:00,34.3,12,23,0,13716.0,17550.0
2017-12-26 00:00:00,34.7,12,0,1,12744.0,17712.0
2017-12-26 01:00:00,33.8,12,1,1,12258.0,18522.0
2017-12-26 02:00:00,33.4,12,2,1,11934.0,18792.0
2017-12-26 03:00:00,33.1,12,3,1,11610.0,18144.0
2017-12-26 04:00:00,32.4,12,4,1,11610.0,18900.0
2017-12-26 05:00:00,32.5,12,5,1,11718.0,20304.0
2017-12-26 06:00:00,32.9,12,6,1,12096.0,21870.0
2017-12-26 07:00:00,32.5,12,7,1,13230.0,22356.0
2017-12-26 08:00:00,30.0,12,8,1,14472.0,21816.0
2017-12-26 09:00:00,34.0,12,9,1,15444.0,20628.0
2017-12-26 10:00:00,35.1,12,10,1,15714.0,18846.0
2017-12-26 11:00:00,38.5,12,11,1,15876.0,17658.0
2017-12-26 12:00:00,40.6,12,12,1,15444.0,16848.0
2017-12-26 13:00:00,39.9,12,13,1,15282.0,17550.0
2017-12-26 14:00:00,41.5,12,14,1,15174.0,17982.0
2017-12-26 15:00:00,42.4,12,15,1,15606.0,18684.0
2017-12-26 16:00:00,42.1,12,16,1,16146.0,19764.0
2017-12-26 17:00:00,38.8,12,17,1,17010.0,20844.0
2017-12-26 18:00:00,35.6,12,18,1,16416.0,20736.0
2017-12-26 19:00:00,32.5,12,19,1,16038.0,20736.0
2017-12-26 20:00:00,31.5,12,20,1,15606.0,20304.0
2017-12-26 21:00:00,28.6,12,21,1,15066.0,19494.0
2017-12-26 22:00:00,29.7,12,22,1,14850.0,18522.0
2017-12-26 23:00:00,32.2,12,23,1,14418.0,17172.0
2017-12-27 00:00:00,34.3,12,0,2,14040.0,16956.0
2017-12-27 01:00:00,35.4,12,1,2,13770.0,17172.0
2017-12-27 02:00:00,35.6,12,2,2,13662.0,17010.0
2017-12-27 03:00:00,35.6,12,3,2,13662.0,16470.0
2017-12-27 04:00:00,35.6,12,4,2,13824.0,17118.0
2017-12-27 05:00:00,34.9,12,5,2,14148.0,17820.0
2017-12-27 06:00:00,34.2,12,6,2,14850.0,19332.0
2017-12-27 07:00:00,33.8,12,7,2,16254.0,20304.0
2017-12-27 08:00:00,33.1,12,8,2,16200.0,20412.0
2017-12-27 09:00:00,33.3,12,9,2,15444.0,20088.0
2017-12-27 10:00:00,32.4,12,10,2,15714.0,20304.0
2017-12-27 11:00:00,34.0,12,11,2,16362.0,19818.0
2017-12-27 12:00:00,34.9,12,12,2,15390.0,19764.0
2017-12-27 13:00:00,35.8,12,13,2,14796.0,20142.0
2017-12-27 14:00:00,36.9,12,14,2,14850.0,20088.0
2017-12-27 15:00:00,38.5,12,15,2,15714.0,20682.0
2017-12-27 16:00:00,38.7,12,16,2,16794.0,21654.0
2017-12-27 17:00:00,36.7,12,17,2,18846.0,23112.0
2017-12-27 18:00:00,32.5,12,18,2,19548.0,22518.0
2017-12-27 19:00:00,31.1,12,19,2,19656.0,22140.0
2017-12-27 20:00:00,29.7,12,20,2,19764.0,21222.0
2017-12-27 21:00:00,29.8,12,21,2,19440.0,20628.0
2017-12-27 22:00:00,32.0,12,22,2,18738.0,19440.0
2017-12-27 23:00:00,29.3,12,23,2,18090.0,18522.0
2017-12-28 00:00:00,30.4,12,0,3,17388.0,18198.0
2017-12-28 01:00:00,29.1,12,1,3,17280.0,18522.0
2017-12-28 02:00:00,27.5,12,2,3,17226.0,18900.0
2017-12-28 03:00:00,27.5,12,3,3,17280.0,18522.0
2017-12-28 04:00:00,26.6,12,4,3,17658.0,19116.0
2017-12-28 05:00:00,26.6,12,5,3,18684.0,20412.0
2017-12-28 06:00:00,25.2,12,6,3,19278.0,21600.0
2017-12-28 07:00:00,23.0,12,7,3,19764.0,22518.0
2017-12-28 08:00:00,21.6,12,8,3,19602.0,21924.0
2017-12-28 09:00:00,22.5,12,9,3,18306.0,20304.0
2017-12-28 10:00:00,23.0,12,10,3,17118.0,18954.0
2017-12-28 11:00:00,25.0,12,11,3,15660.0,17982.0
2017-12-28 12:00:00,26.2,12,12,3,14688.0,17712.0
2017-12-28 13:00:00,27.5,12,13,3,13878.0,17766.0
2017-12-28 14:00:00,28.4,12,14,3,13554.0,17172.0
2017-12-28 15:00:00,29.8,12,15,3,14094.0,17820.0
2017-12-28 16:00:00,29.1,12,16,3,16254.0,19926.0
2017-12-28 17:00:00,27.5,12,17,3,18792.0,21978.0
2017-12-28 18:00:00,24.3,12,18,3,20034.0,22194.0
2017-12-28 19:00:00,22.5,12,19,3,20520.0,22842.0
2017-12-28 20:00:00,21.6,12,20,3,21006.0,22788.0
2017-12-28 21:00:00,19.2,12,21,3,20466.0,22680.0
2017-12-28 22:00:00,19.6,12,22,3,19548.0,22194.0
2017-12-28 23:00:00,19.2,12,23,3,19116.0,21438.0
2017-12-29 00:00:00,18.1,12,0,4,19332.0,20574.0
2017-12-29 01:00:00,18.5,12,1,4,20034.0,20142.0
2017-12-29 02:00:00,17.6,12,2,4,20196.0,19980.0
2017-12-29 03:00:00,19.9,12,3,4,20412.0,19278.0
2017-12-29 04:00:00,20.1,12,4,4,20736.0,20520.0
2017-12-29 05:00:00,20.3,12,5,4,21492.0,21168.0
2017-12-29 06:00:00,17.8,12,6,4,23220.0,21924.0
2017-12-29 07:00:00,19.0,12,7,4,24138.0,22302.0
2017-12-29 08:00:00,19.4,12,8,4,24624.0,22302.0
2017-12-29 09:00:00,22.1,12,9,4,25002.0,22194.0
2017-12-29 10:00:00,24.8,12,10,4,25056.0,21870.0
2017-12-29 11:00:00,25.0,12,11,4,24570.0,20520.0
2017-12-29 12:00:00,25.0,12,12,4,23490.0,19710.0
2017-12-29 13:00:00,34.7,12,13,4,23112.0,19224.0
2017-12-29 14:00:00,37.6,12,14,4,22518.0,18576.0
2017-12-29 15:00:00,39.6,12,15,4,22680.0,18630.0
2017-12-29 16:00:00,39.7,12,16,4,24300.0,19116.0
2017-12-29 17:00:00,37.4,12,17,4,26136.0,20574.0
2017-12-29 18:00:00,31.1,12,18,4,26460.0,20466.0
2017-12-29 19:00:00,29.3,12,19,4,26946.0,19980.0
2017-12-29 20:00:00,28.6,12,20,4,26568.0,19440.0
2017-12-29 21:00:00,26.6,12,21,4,25866.0,18738.0
2017-12-29 22:00:00,25.9,12,22,4,25110.0,18252.0
2017-12-29 23:00:00,25.7,12,23,4,24300.0,17550.0
2017-12-30 00:00:00,24.6,12,0,5,24678.0,16308.0
2017-12-30 01:00:00,23.4,12,1,5,25110.0,15768.0
2017-12-30 02:00:00,24.3,12,2,5,25596.0,15660.0
2017-12-30 03:00:00,23.0,12,3,5,25596.0,15174.0
2017-12-30 04:00:00,23.4,12,4,5,26136.0,15120.0
2017-12-30 05:00:00,23.2,12,5,5,26946.0,15606.0
2017-12-30 06:00:00,21.6,12,6,5,29052.0,16416.0
2017-12-30 07:00:00,23.7,12,7,5,30780.0,16902.0
2017-12-30 08:00:00,26.4,12,8,5,31050.0,17226.0
2017-12-30 09:00:00,30.0,12,9,5,29538.0,16686.0
2017-12-30 10:00:00,36.1,12,10,5,28350.0,15390.0
2017-12-30 11:00:00,44.2,12,11,5,27108.0,14418.0
2017-12-30 12:00:00,47.5,12,12,5,26352.0,13770.0
2017-12-30 13:00:00,50.4,12,13,5,25272.0,13068.0
2017-12-30 14:00:00,51.8,12,14,5,25056.0,13662.0
2017-12-30 15:00:00,51.4,12,15,5,25812.0,14364.0
2017-12-30 16:00:00,50.5,12,16,5,28188.0,15012.0
2017-12-30 17:00:00,46.9,12,17,5,31428.0,15930.0
2017-12-30 18:00:00,40.6,12,18,5,31752.0,15606.0
2017-12-30 19:00:00,37.6,12,19,5,31590.0,15336.0
2017-12-30 20:00:00,35.6,12,20,5,31536.0,15228.0
2017-12-30 21:00:00,32.5,12,21,5,30942.0,15066.0
2017-12-30 22:00:00,36.5,12,22,5,29754.0,14526.0
2017-12-30 23:00:00,34.5,12,23,5,29268.0,13716.0
2017-12-31 00:00:00,34.2,12,0,6,28944.0,12744.0
2017-12-31 01:00:00,32.5,12,1,6,29214.0,12258.0
2017-12-31 02:00:00,34.0,12,2,6,29484.0,11934.0
2017-12-31 03:00:00,33.4,12,3,6,29106.0,11610.0
2017-12-31 04:00:00,30.9,12,4,6,28458.0,11610.0
2017-12-31 05:00:00,28.8,12,5,6,29484.0,11718.0
2017-12-31 06:00:00,27.5,12,6,6,31050.0,12096.0
2017-12-31 07:00:00,26.4,12,7,6,31050.0,13230.0
2017-12-31 08:00:00,25.3,12,8,6,29754.0,14472.0
2017-12-31 09:00:00,26.6,12,9,6,27486.0,15444.0
2017-12-31 10:00:00,28.0,12,10,6,25596.0,15714.0
2017-12-31 11:00:00,27.5,12,11,6,23436.0,15876.0
2017-12-31 12:00:00,28.0,12,12,6,21384.0,15444.0
2017-12-31 13:00:00,28.4,12,13,6,21114.0,15282.0
2017-12-31 14:00:00,28.2,12,14,6,21438.0,15174.0
2017-12-31 15:00:00,27.5,12,15,6,22194.0,15606.0
2017-12-31 16:00:00,27.1,12,16,6,24354.0,16146.0
2017-12-31 17:00:00,27.0,12,17,6,27540.0,17010.0
2017-12-31 18:00:00,27.1,12,18,6,28728.0,16416.0
2017-12-31 19:00:00,26.6,12,19,6,27972.0,16038.0
2017-12-31 20:00:00,26.1,12,20,6,28296.0,15606.0
2017-12-31 21:00:00,25.7,12,21,6,27864.0,15066.0
2017-12-31 22:00:00,25.7,12,22,6,27486.0,14850.0
2017-12-31 23:00:00,24.8,12,23,6,27054.0,14418.0
2018-01-01 00:00:00,24.3,1,0,0,27162.0,14040.0
2018-01-01 01:00:00,23.9,1,1,0,27702.0,13770.0
2018-01-01 02:00:00,23.5,1,2,0,28026.0,13662.0
2018-01-01 03:00:00,23.0,1,3,0,27756.0,13662.0
2018-01-01 04:00:00,20.7,1,4,0,28188.0,13824.0
2018-01-01 05:00:00,19.0,1,5,0,29052.0,14148.0
2018-01-01 06:00:00,18.0,1,6,0,29052.0,14850.0
2018-01-01 07:00:00,17.1,1,7,0,29322.0,16254.0
2018-01-01 08:00:00,16.9,1,8,0,28998.0,16200.0
2018-01-01 09:00:00,18.1,1,9,0,27108.0,15444.0
2018-01-01 10:00:00,20.1,1,10,0,24570.0,15714.0
2018-01-01 11:00:00,23.0,1,11,0,22680.0,16362.0
2018-01-01 12:00:00,24.4,1,12,0,21168.0,15390.0
2018-01-01 13:00:00,25.3,1,13,0,20520.0,14796.0
2018-01-01 14:00:00,25.9,1,14,0,19710.0,14850.0
2018-01-01 15:00:00,26.6,1,15,0,20304.0,15714.0
2018-01-01 16:00:00,25.7,1,16,0,21492.0,16794.0
2018-01-01 17:00:00,24.8,1,17,0,23436.0,18846.0
2018-01-01 18:00:00,23.4,1,18,0,23976.0,19548.0
2018-01-01 19:00:00,19.8,1,19,0,23598.0,19656.0
2018-01-01 20:00:00,16.7,1,20,0,24030.0,19764.0
2018-01-01 21:00:00,15.3,1,21,0,23976.0,19440.0
2018-01-01 22:00:00,15.3,1,22,0,23868.0,18738.0
2018-01-01 23:00:00,17.8,1,23,0,23004.0,18090.0
2018-01-02 00:00:00,18.7,1,0,1,22464.0,17388.0
2018-01-02 01:00:00,18.5,1,1,1,22410.0,17280.0
2018-01-02 02:00:00,17.8,1,2,1,22248.0,17226.0
2018-01-02 03:00:00,16.7,1,3,1,22032.0,17280.0
2018-01-02 04:00:00,16.0,1,4,1,22734.0,17658.0
2018-01-02 05:00:00,14.9,1,5,1,23544.0,18684.0
2018-01-02 06:00:00,12.4,1,6,1,24246.0,19278.0
2018-01-02 07:00:00,11.3,1,7,1,25110.0,19764.0
2018-01-02 08:00:00,9.9,1,8,1,25002.0,19602.0
2018-01-02 09:00:00,15.8,1,9,1,23598.0,18306.0
2018-01-02 10:00:00,18.5,1,10,1,22842.0,17118.0
2018-01-02 11:00:00,21.7,1,11,1,22086.0,15660.0
2018-01-02 12:00:00,24.6,1,12,1,23220.0,14688.0
2018-01-02 13:00:00,26.1,1,13,1,23652.0,13878.0
2018-01-02 14:00:00,27.1,1,14,1,24624.0,13554.0
2018-01-02 15:00:00,28.6,1,15,1,25380.0,14094.0
2018-01-02 16:00:00,29.1,1,16,1,26568.0,16254.0
2018-01-02 17:00:00,27.3,1,17,1,27216.0,18792.0
2018-01-02 18:00:00,24.4,1,18,1,26622.0,20034.0
2018-01-02 19:00:00,24.4,1,19,1,26460.0,20520.0
2018-01-02 20:00:00,24.4,1,20,1,26028.0,21006.0
2018-01-02 21:00:00,24.4,1,21,1,25380.0,20466.0
2018-01-02 22:00:00,24.4,1,22,1,24948.0,19548.0
2018-01-02 23:00:00,24.4,1,23,1,24246.0,19116.0
2018-01-03 00:00:00,24.4,1,0,2,24354.0,19332.0
2018-01-03 01:00:00,24.4,1,1,2,24408.0,20034.0
2018-01-03 02:00:00,24.4,1,2,2,24840.0,20196.0
2018-01-03 03:00:00,24.4,1,3,2,24948.0,20412.0
2018-01-03 04:00:00,24.4,1,4,2,25434.0,20736.0
2018-01-03 05:00:00,24.4,1,5,2,26406.0,21492.0
2018-01-03 06:00:00,24.4,1,6,2,27918.0,23220.0
2018-01-03 07:00:00,24.4,1,7,2,28404.0,24138.0
2018-01-03 08:00:00,24.4,1,8,2,27864.0,24624.0
2018-01-03 09:00:00,24.4,1,9,2,27324.0,25002.0
2018-01-03 10:00:00,24.4,1,10,2,26676.0,25056.0
2018-01-03 11:00:00,24.4,1,11,2,26298.0,24570.0
2018-01-03 12:00:00,24.4,1,12,2,24624.0,23490.0
2018-01-03 13:00:00,24.4,1,13,2,23112.0,23112.0
2018-01-03 14:00:00,24.4,1,14,2,23436.0,22518.0
2018-01-03 15:00:00,32.2,1,15,2,23814.0,22680.0
2018-01-03 16:00:00,32.4,1,16,2,25326.0,24300.0
2018-01-03 17:00:00,32.2,1,17,2,27540.0,26136.0
2018-01-03 18:00:00,31.1,1,18,2,28890.0,26460.0
2018-01-03 19:00:00,30.9,1,19,2,29592.0,26946.0
2018-01-03 20:00:00,31.1,1,20,2,29808.0,26568.0
2018-01-03 21:00:00,31.1,1,21,2,29754.0,25866.0
2018-01-03 22:00:00,28.8,1,22,2,28998.0,25110.0
2018-01-03 23:00:00,25.5,1,23,2,28674.0,24300.0
2018-01-04 00:00:00,24.8,1,0,3,28404.0,24678.0
2018-01-04 01:00:00,25.2,1,1,3,29322.0,25110.0
2018-01-04 02:00:00,25.2,1,2,3,30294.0,25596.0
2018-01-04 03:00:00,25.2,1,3,3,30132.0,25596.0
2018-01-04 04:00:00,25.7,1,4,3,30672.0,26136.0
2018-01-04 05:00:00,26.6,1,5,3,32400.0,26946.0
2018-01-04 06:00:00,26.1,1,6,3,34992.0,29052.0
2018-01-04 07:00:00,23.9,1,7,3,35532.0,30780.0
2018-01-04 08:00:00,22.8,1,8,3,33588.0,31050.0
2018-01-04 09:00:00,25.2,1,9,3,31644.0,29538.0
2018-01-04 10:00:00,28.2,1,10,3,29160.0,28350.0
2018-01-04 11:00:00,30.0,1,11,3,27594.0,27108.0
2018-01-04 12:00:00,30.7,1,12,3,26406.0,26352.0
2018-01-04 13:00:00,30.7,1,13,3,25056.0,25272.0
2018-01-04 14:00:00,30.7,1,14,3,24948.0,25056.0
2018-01-04 15:00:00,30.7,1,15,3,26028.0,25812.0
2018-01-04 16:00:00,30.7,1,16,3,28458.0,28188.0
2018-01-04 17:00:00,30.7,1,17,3,31860.0,31428.0
2018-01-04 18:00:00,30.7,1,18,3,33696.0,31752.0
2018-01-04 19:00:00,30.7,1,19,3,34506.0,31590.0
2018-01-04 20:00:00,25.3,1,20,3,34344.0,31536.0
2018-01-04 21:00:00,24.4,1,21,3,33966.0,30942.0
2018-01-04 22:00:00,22.8,1,22,3,33534.0,29754.0
2018-01-04 23:00:00,22.8,1,23,3,32994.0,29268.0
2018-01-05 00:00:00,20.5,1,0,4,32832.0,28944.0
2018-01-05 01:00:00,20.5,1,1,4,33696.0,29214.0
2018-01-05 02:00:00,17.6,1,2,4,33696.0,29484.0
2018-01-05 03:00:00,16.5,1,3,4,34020.0,29106.0
2018-01-05 04:00:00,15.8,1,4,4,34614.0,28458.0
2018-01-05 05:00:00,13.3,1,5,4,36018.0,29484.0
2018-01-05 06:00:00,10.4,1,6,4,36720.0,31050.0
2018-01-05 07:00:00,10.4,1,7,4,35532.0,31050.0
2018-01-05 08:00:00,13.5,1,8,4,34614.0,29754.0
2018-01-05 09:00:00,17.1,1,9,4,32886.0,27486.0
2018-01-05 10:00:00,20.5,1,10,4,29484.0,25596.0
2018-01-05 11:00:00,25.2,1,11,4,27756.0,23436.0
2018-01-05 12:00:00,26.4,1,12,4,27810.0,21384.0
2018-01-05 13:00:00,27.5,1,13,4,28080.0,21114.0
2018-01-05 14:00:00,28.4,1,14,4,28458.0,21438.0
2018-01-05 15:00:00,29.3,1,15,4,27918.0,22194.0
2018-01-05 16:00:00,29.3,1,16,4,28026.0,24354.0
2018-01-05 17:00:00,27.5,1,17,4,29052.0,27540.0
2018-01-05 18:00:00,24.3,1,18,4,29646.0,28728.0
2018-01-05 19:00:00,18.9,1,19,4,29484.0,27972.0
2018-01-05 20:00:00,16.5,1,20,4,28890.0,28296.0
2018-01-05 21:00:00,13.6,1,21,4,28728.0,27864.0
2018-01-05 22:00:00,12.9,1,22,4,28134.0,27486.0
2018-01-05 23:00:00,13.6,1,23,4,27972.0,27054.0
2018-01-06 00:00:00,13.3,1,0,5,27864.0,27162.0
2018-01-06 01:00:00,14.7,1,1,5,27216.0,27702.0
2018-01-06 02:00:00,10.0,1,2,5,27000.0,28026.0
2018-01-06 03:00:00,7.9,1,3,5,26676.0,27756.0
2018-01-06 04:00:00,6.8,1,4,5,26406.0,28188.0
2018-01-06 05:00:00,4.6,1,5,5,26460.0,29052.0
2018-01-06 06:00:00,3.9,1,6,5,27162.0,29052.0
2018-01-06 07:00:00,6.3,1,7,5,27594.0,29322.0
2018-01-06 08:00:00,9.3,1,8,5,27216.0,28998.0
2018-01-06 09:00:00,15.6,1,9,5,25974.0,27108.0
2018-01-06 10:00:00,19.0,1,10,5,24948.0,24570.0
2018-01-06 11:00:00,21.2,1,11,5,24030.0,22680.0
2018-01-06 12:00:00,23.4,1,12,5,23274.0,21168.0
2018-01-06 13:00:00,24.6,1,13,5,22788.0,20520.0
2018-01-06 14:00:00,25.7,1,14,5,23058.0,19710.0
2018-01-06 15:00:00,25.7,1,15,5,23328.0,20304.0
2018-01-06 16:00:00,26.4,1,16,5,24840.0,21492.0
2018-01-06 17:00:00,24.6,1,17,5,27324.0,23436.0
2018-01-06 18:00:00,22.1,1,18,5,28782.0,23976.0
2018-01-06 19:00:00,17.8,1,19,5,28836.0,23598.0
2018-01-06 20:00:00,14.5,1,20,5,28836.0,24030.0
2018-01-06 21:00:00,14.5,1,21,5,28350.0,23976.0
2018-01-06 22:00:00,13.8,1,22,5,28026.0,23868.0
2018-01-06 23:00:00,17.2,1,23,5,27648.0,23004.0
2018-01-07 00:00:00,15.3,1,0,6,27810.0,22464.0
2018-01-07 01:00:00,11.8,1,1,6,28242.0,22410.0
2018-01-07 02:00:00,7.5,1,2,6,28512.0,22248.0
2018-01-07 03:00:00,5.7,1,3,6,28566.0,22032.0
2018-01-07 04:00:00,3.7,1,4,6,29052.0,22734.0
2018-01-07 05:00:00,3.2,1,5,6,30132.0,23544.0
2018-01-07 06:00:00,1.0,1,6,6,31050.0,24246.0
2018-01-07 07:00:00,1.6,1,7,6,31428.0,25110.0
2018-01-07 08:00:00,4.5,1,8,6,30402.0,25002.0
2018-01-07 09:00:00,11.5,1,9,6,28566.0,23598.0
2018-01-07 10:00:00,15.8,1,10,6,27324.0,22842.0
2018-01-07 11:00:00,18.9,1,11,6,25974.0,22086.0
2018-01-07 12:00:00,20.1,1,12,6,24246.0,23220.0
2018-01-07 13:00:00,21.9,1,13,6,22842.0,23652.0
2018-01-07 14:00:00,23.0,1,14,6,22680.0,24624.0
2018-01-07 15:00:00,24.6,1,15,6,22734.0,25380.0
2018-01-07 16:00:00,24.4,1,16,6,24192.0,26568.0
2018-01-07 17:00:00,22.1,1,17,6,27162.0,27216.0
2018-01-07 18:00:00,18.9,1,18,6,28566.0,26622.0
2018-01-07 19:00:00,17.2,1,19,6,29376.0,26460.0
2018-01-07 20:00:00,15.8,1,20,6,30186.0,26028.0
2018-01-07 21:00:00,14.2,1,21,6,30078.0,25380.0
2018-01-07 22:00:00,13.5,1,22,6,30240.0,24948.0
2018-01-07 23:00:00,12.6,1,23,6,29376.0,24246.0
2018-01-08 00:00:00,11.7,1,0,0,29268.0,24354.0
2018-01-08 01:00:00,12.7,1,1,0,29916.0,24408.0
2018-01-08 02:00:00,10.0,1,2,0,30348.0,24840.0
2018-01-08 03:00:00,9.5,1,3,0,30510.0,24948.0
2018-01-08 04:00:00,9.5,1,4,0,31158.0,25434.0
2018-01-08 05:00:00,8.8,1,5,0,31968.0,26406.0
2018-01-08 06:00:00,9.9,1,6,0,32940.0,27918.0
2018-01-08 07:00:00,9.5,1,7,0,32832.0,28404.0
2018-01-08 08:00:00,9.5,1,8,0,31104.0,27864.0
2018-01-08 09:00:00,16.2,1,9,0,28350.0,27324.0
2018-01-08 10:00:00,26.6,1,10,0,27054.0,26676.0
2018-01-08 11:00:00,32.2,1,11,0,25866.0,26298.0
2018-01-08 12:00:00,36.5,1,12,0,24408.0,24624.0
2018-01-08 13:00:00,41.0,1,13,0,23166.0,23112.0
2018-01-08 14:00:00,45.5,1,14,0,22896.0,23436.0
2018-01-08 15:00:00,46.8,1,15,0,23706.0,23814.0
2018-01-08 16:00:00,46.4,1,16,0,25542.0,25326.0
2018-01-08 17:00:00,42.4,1,17,0,28242.0,27540.0
2018-01-08 18:00:00,37.9,1,18,0,29268.0,28890.0
2018-01-08 19:00:00,36.1,1,19,0,29862.0,29592.0
2018-01-08 20:00:00,35.2,1,20,0,30618.0,29808.0
2018-01-08 21:00:00,35.6,1,21,0,30564.0,29754.0
2018-01-08 22:00:00,34.9,1,22,0,30240.0,28998.0
2018-01-08 23:00:00,34.7,1,23,0,29808.0,28674.0
2018-01-09 00:00:00,36.5,1,0,1,29970.0,28404.0
2018-01-09 01:00:00,36.5,1,1,1,30294.0,29322.0
2018-01-09 02:00:00,38.5,1,2,1,30402.0,30294.0
2018-01-09 03:00:00,37.6,1,3,1,31212.0,30132.0
2018-01-09 04:00:00,37.4,1,4,1,31860.0,30672.0
2018-01-09 05:00:00,34.0,1,5,1,32832.0,32400.0
2018-01-09 06:00:00,32.0,1,6,1,33588.0,34992.0
2018-01-09 07:00:00,31.8,1,7,1,33642.0,35532.0
2018-01-09 08:00:00,31.6,1,8,1,32562.0,33588.0
2018-01-09 09:00:00,41.0,1,9,1,30240.0,31644.0
2018-01-09 10:00:00,46.8,1,10,1,28242.0,29160.0
2018-01-09 11:00:00,51.6,1,11,1,26136.0,27594.0
2018-01-09 12:00:00,55.4,1,12,1,24192.0,26406.0
2018-01-09 13:00:00,58.8,1,13,1,22464.0,25056.0
2018-01-09 14:00:00,61.0,1,14,1,21816.0,24948.0
2018-01-09 15:00:00,61.5,1,15,1,22734.0,26028.0
2018-01-09 16:00:00,60.8,1,16,1,25380.0,28458.0
