date,tmp,month,hour,dayofweek,mw_2,mw_7,potential,poten_2,poten_7
2015-01-08 00:00:00,-2.913,1,0,3,1214.31,1045.47,197.8112903225808,93.22129032258069,0.0
2015-01-08 01:00:00,-3.012,1,1,3,1193.23,1045.47,170.5003225806447,102.38032258064482,0.0
2015-01-08 02:00:00,-2.931,1,2,3,1201.24,1004.79,218.806129032258,122.326129032258,0.0
2015-01-08 03:00:00,-2.727,1,3,3,1202.41,983.79,195.8829032258064,123.3229032258064,0.0
2015-01-08 04:00:00,-2.633,1,4,3,1327.59,998.67,310.4100000000001,223.1300000000001,0.0
2015-01-08 05:00:00,-2.543,1,5,3,1590.11,1045.17,471.05903225806446,388.30903225806446,0.0
2015-01-08 06:00:00,-2.5,1,6,3,1624.73,1085.06,554.1748387096775,320.95483870967746,0.0
2015-01-08 07:00:00,-1.834,1,7,3,1674.46,1142.36,502.33193548387067,268.1519354838706,0.0
2015-01-08 08:00:00,-0.156,1,8,3,1637.38,1206.03,437.940322580645,158.75032258064516,0.0
2015-01-08 09:00:00,1.449,1,9,3,1770.17,1257.98,342.5532258064518,248.613225806452,0.0
2015-01-08 10:00:00,2.582,1,10,3,1764.68,1293.85,308.433870967742,220.25387096774216,0.0
2015-01-08 11:00:00,3.231,1,11,3,1740.94,1284.23,348.086129032258,226.67612903225813,0.0
2015-01-08 12:00:00,3.364,1,12,3,1782.42,1275.05,459.2980645161288,332.0380645161288,0.0
2015-01-08 13:00:00,2.974,1,13,3,1720.75,1244.09,440.5100000000002,310.8800000000001,0.0
2015-01-08 14:00:00,1.395,1,14,3,1724.43,1248.31,402.93774193548415,326.42774193548416,0.0
2015-01-08 15:00:00,-0.527,1,15,3,1628.02,1139.15,459.1380645161289,205.798064516129,0.0
2015-01-08 16:00:00,-0.686,1,16,3,1727.72,1226.31,450.1290322580644,235.67903225806435,0.0
2015-01-08 17:00:00,-0.435,1,17,3,1733.26,1239.9,420.3754838709681,210.37548387096808,0.0
