date,tmp,month,hour,dayofweek,mw_2,mw_7,potential,poten_2,poten_7
2015-01-08 00:00:00,-4.1,1,0,3,1145.834488218026,1470.814721023954,476.443289211966,140.6259109615621,465.6061437674901
2015-01-08 01:00:00,-4.5,1,1,3,1143.2461345943602,1440.832944004364,484.1608196315025,145.9882255651038,443.57503497510754
2015-01-08 02:00:00,-4.9,1,2,3,1151.2308002516509,1430.4950438853127,499.46619488282806,152.8811034203312,432.1453470539931
2015-01-08 03:00:00,-5.7,1,3,3,1163.8179319167589,1423.8063477930784,512.0489456195377,157.15254819388326,417.1409640702028
2015-01-08 04:00:00,-6.2,1,4,3,1195.7166281619702,1428.1808234750183,535.1095598365318,166.69456529420972,399.1587606072578
2015-01-08 05:00:00,-6.6,1,5,3,1271.4228260472416,1447.3770521976865,556.746266405353,188.23302264924973,364.18724879969454
2015-01-08 06:00:00,-6.9,1,6,3,1397.898288814115,1475.9874771756004,563.3214395788912,222.3208677622722,300.4100561237576
2015-01-08 07:00:00,-7.2,1,7,3,1445.603012017225,1499.9117019613095,536.121561367609,218.46179336674595,272.7704833108305
2015-01-08 08:00:00,-7.5,1,8,3,1393.1870944278007,1523.473948884144,508.49784883470056,182.7557074103138,313.042561866657
2015-01-08 09:00:00,-7.9,1,9,3,1315.1304311199071,1545.13794122497,499.99700102313113,133.02310308576534,363.03061319082826
2015-01-08 10:00:00,-8.7,1,10,3,1231.857396804833,1552.415428970305,483.7326788770722,84.81441145867598,405.372443624148
2015-01-08 11:00:00,-9.0,1,11,3,1157.529232489459,1553.3708060146405,466.1493751161079,45.90778854763244,441.74936207281394
2015-01-08 12:00:00,-9.1,1,12,3,1096.889831972982,1538.9750845910637,435.5373615914277,19.199503891151608,461.2847565092334
2015-01-08 13:00:00,-9.0,1,13,3,1055.0256693923147,1514.060661926666,395.290109054944,0.0,458.2819446386959
2015-01-08 14:00:00,-7.6,1,14,3,1021.8645017462828,1489.650293594117,366.9416605289314,0.0,451.2922894002145
2015-01-08 15:00:00,-5.8,1,15,3,1003.9487642560122,1474.2323309506037,354.56154069804325,0.0,444.1481774051933
2015-01-08 16:00:00,-4.3,1,16,3,1013.959890423921,1480.7567764550913,363.0176073662758,0.0,445.7446517838516
2015-01-08 17:00:00,-2.2,1,17,3,1049.397650428541,1514.5904543153126,395.5357559565673,0.0,464.29373521450975
2015-01-08 18:00:00,-0.3,1,18,3,1153.751187240092,1549.7832135681813,411.8881286622002,42.31156952683227,438.34359585492166
2015-01-08 19:00:00,0.6,1,19,3,1178.2139868530212,1528.6110606530513,408.2758926713896,49.30001279472231,399.6970865947524
2015-01-08 20:00:00,1.4,1,20,3,1194.003294778157,1497.1442101510695,401.5687651433213,71.49345610260184,374.6343714755144
2015-01-08 21:00:00,1.8,1,21,3,1175.152259826256,1459.2799905077318,372.1476535342636,77.07541566709938,361.2031463485751
2015-01-08 22:00:00,3.0,1,22,3,1131.210761285756,1407.451888083551,337.67348827515207,78.8769715763724,355.1180983741674
2015-01-08 23:00:00,2.5,1,23,3,1093.36224,1359.09812,309.67593064714254,84.04374064714295,349.77962064714313
2015-01-09 00:00:00,1.0,1,0,4,1082.0798039522342,1321.6760353895188,271.8232430502453,76.87122669577025,316.46745813305483
2015-01-09 01:00:00,0.3,1,1,4,1086.2292370816372,1305.004365312485,263.73908941561456,88.97132805238073,307.74645628322867
2015-01-09 02:00:00,-0.3,1,2,4,1100.6032845415623,1294.491020351143,268.4624043624973,102.25358771024264,296.14132351982346
2015-01-09 03:00:00,-0.3,1,3,4,1121.6572907651423,1289.8506869179782,253.56574076974005,114.99190704226667,283.1853031951026
2015-01-09 04:00:00,0.2,1,4,4,1161.5522997145547,1302.5581205239102,245.8988249403642,132.5302368467942,273.5360576561497
2015-01-09 05:00:00,0.5,1,5,4,1241.925145712794,1340.3071484155748,255.55789268749612,158.73534231480198,257.1173450175829
2015-01-09 06:00:00,0.6,1,6,4,1379.9182653750622,1394.438190990548,285.46156329606674,204.34084432321947,218.8607699387053
2015-01-09 07:00:00,1.2,1,7,4,1441.7565007117223,1440.4505352842857,293.1937456440155,214.6152820612433,213.3093166338067
2015-01-09 08:00:00,1.2,1,8,4,1411.957877194859,1466.130467939004,306.42337470848474,201.52649017737207,255.69908092151687
2015-01-09 09:00:00,0.9,1,9,4,1388.957793310041,1496.6855800670985,349.35915502253306,206.8504652758993,314.5782520329567
2015-01-09 10:00:00,0.7,1,10,4,1367.528159267608,1514.020844542233,392.7656949743232,220.4851739214512,366.977859196076
2015-01-09 11:00:00,0.9,1,11,4,1346.659031881983,1509.5263081213318,422.90457774086894,235.03758794015653,397.9048641795053
2015-01-09 12:00:00,0.6,1,12,4,1334.2022238551313,1491.5712153530255,443.1201167948177,256.5118957733009,413.8808872711952
2015-01-09 13:00:00,-0.4,1,13,4,1335.464216897271,1472.9264890803468,456.6882151815039,279.6854996093009,417.1477717923767
2015-01-09 14:00:00,-1.1,1,14,4,1335.359227154529,1459.549521420539,470.908517340697,297.0012229606264,421.1915172266363
2015-01-09 15:00:00,-0.7,1,15,4,1345.1943627691955,1448.900983630154,486.2787664431096,315.1102092237852,418.8168300847437
2015-01-09 16:00:00,-0.7,1,16,4,1400.036493902706,1449.293080392334,499.9334954371859,365.0243692314664,414.2809557210944
2015-01-09 17:00:00,-1.0,1,17,4,1484.029220057519,1471.5237892194823,511.4028346638681,433.7325009567162,421.2270701186794
2015-01-09 18:00:00,-0.7,1,18,4,1601.7688447755957,1493.207403551001,485.9254495060693,490.329227062336,381.7677858377415
2015-01-09 19:00:00,-0.8,1,19,4,1632.816170706379,1473.8559221077471,449.2699357781976,503.90219664808,344.94194804944823
2015-01-09 20:00:00,-1.0,1,20,4,1638.533538231606,1432.3074288562527,431.718693299694,516.0236995560508,309.7975901806976
2015-01-09 21:00:00,-1.0,1,21,4,1607.0565323315184,1381.2342849003262,404.1038280909745,508.9796881723617,283.15744074116947
2015-01-09 22:00:00,-0.9,1,22,4,1546.56171833173,1312.0005593452952,410.8825706244263,494.2279286223463,259.6667696359116
2015-01-09 23:00:00,-1.0,1,23,4,1500.08515,1254.75437,417.052180647143,490.7666506471432,245.4358706471432
2015-01-10 00:00:00,-1.1,1,0,5,1481.65186646843,1210.750289683982,388.614436315353,476.443289211966,205.54171242751795
2015-01-10 01:00:00,-1.2,1,1,5,1481.418728660759,1186.019211771475,377.6880011476752,484.1608196315025,188.76130274221865
2015-01-10 02:00:00,-1.3,1,2,5,1497.8158917141477,1180.2017143921078,367.86825469976645,499.46619488282806,181.8520175607881
2015-01-10 03:00:00,-1.2,1,3,5,1518.7143293424133,1181.308861461921,362.01728218692745,512.0489456195377,174.64347773904535
2015-01-10 04:00:00,-1.2,1,4,5,1564.1316227042923,1188.474534707125,353.98842348902053,535.1095598365318,159.4524718393645
2015-01-10 05:00:00,-1.2,1,5,5,1639.936069803345,1215.1477800917812,328.851229391189,556.746266405353,131.9579766937893
2015-01-10 06:00:00,-1.2,1,6,5,1738.898860630734,1249.3935395044812,260.65793925575895,563.3214395788912,73.81611845263842
2015-01-10 07:00:00,-1.1,1,7,5,1763.262780018088,1294.197806708933,253.94908646168145,536.121561367609,67.05658805845405
2015-01-10 08:00:00,-1.1,1,8,5,1718.9292358521875,1312.062518593643,303.1008870766448,508.49784883470056,101.63113157615612
2015-01-10 09:00:00,-1.2,1,9,5,1682.104329057273,1281.4737228855415,368.2927256401051,499.99700102313113,99.36639485139972
2015-01-10 10:00:00,-1.2,1,10,5,1630.7756642232291,1190.057888737048,417.3778983767954,483.7326788770722,43.01490339089105
