ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,-5.8,1,0,3,,
2015-01-01 01:00:00,-6.1,1,1,3,,
2015-01-01 02:00:00,-7.5,1,2,3,,
2015-01-01 03:00:00,-8.4,1,3,3,,
2015-01-01 04:00:00,-7.4,1,4,3,,
2015-01-01 05:00:00,-6.9,1,5,3,,
2015-01-01 06:00:00,-6.5,1,6,3,,
2015-01-01 07:00:00,-6.3,1,7,3,,
2015-01-01 08:00:00,-6.4,1,8,3,,
2015-01-01 09:00:00,-6.4,1,9,3,,
2015-01-01 10:00:00,-7.0,1,10,3,,
2015-01-01 11:00:00,-6.9,1,11,3,,
2015-01-01 12:00:00,-6.6,1,12,3,,
2015-01-01 13:00:00,-5.8,1,13,3,,
2015-01-01 14:00:00,-4.4,1,14,3,,
2015-01-01 15:00:00,-3.1,1,15,3,,
2015-01-01 16:00:00,-2.0,1,16,3,,
2015-01-01 17:00:00,-1.4,1,17,3,,
2015-01-01 18:00:00,-0.4,1,18,3,,
2015-01-01 19:00:00,0.2,1,19,3,,
2015-01-01 20:00:00,0.3,1,20,3,,
2015-01-01 21:00:00,-0.2,1,21,3,,
2015-01-01 22:00:00,-0.3,1,22,3,,
2015-01-01 23:00:00,-0.4,1,23,3,,
2015-01-02 00:00:00,0.2,1,0,4,,
2015-01-02 01:00:00,0.3,1,1,4,,
2015-01-02 02:00:00,0.5,1,2,4,,
2015-01-02 03:00:00,0.9,1,3,4,,
2015-01-02 04:00:00,0.9,1,4,4,,
2015-01-02 05:00:00,0.2,1,5,4,,
2015-01-02 06:00:00,-0.3,1,6,4,,
2015-01-02 07:00:00,-0.8,1,7,4,,
2015-01-02 08:00:00,-0.8,1,8,4,,
2015-01-02 09:00:00,-1.0,1,9,4,,
2015-01-02 10:00:00,-0.5,1,10,4,,
2015-01-02 11:00:00,0.1,1,11,4,,
2015-01-02 12:00:00,0.3,1,12,4,,
2015-01-02 13:00:00,0.7,1,13,4,,
2015-01-02 14:00:00,1.1,1,14,4,,
2015-01-02 15:00:00,1.9,1,15,4,,
2015-01-02 16:00:00,2.5,1,16,4,,
2015-01-02 17:00:00,2.9,1,17,4,,
2015-01-02 18:00:00,2.8,1,18,4,,
2015-01-02 19:00:00,3.6,1,19,4,,
2015-01-02 20:00:00,2.4,1,20,4,,
2015-01-02 21:00:00,1.0,1,21,4,,
2015-01-02 22:00:00,0.1,1,22,4,,
2015-01-02 23:00:00,-0.5,1,23,4,,
2015-01-03 00:00:00,-0.8,1,0,5,643.8,
2015-01-03 01:00:00,-2.0,1,1,5,612.9,
2015-01-03 02:00:00,-3.2,1,2,5,587.9,
2015-01-03 03:00:00,-4.1,1,3,5,570.0,
2015-01-03 04:00:00,-4.6,1,4,5,563.5,
2015-01-03 05:00:00,-5.1,1,5,5,572.5,
2015-01-03 06:00:00,-6.0,1,6,5,585.1,
2015-01-03 07:00:00,-6.3,1,7,5,582.8,
2015-01-03 08:00:00,-6.3,1,8,5,542.6813925,
2015-01-03 09:00:00,-6.5,1,9,5,528.0400528,
2015-01-03 10:00:00,-6.6,1,10,5,527.7534453,
2015-01-03 11:00:00,-6.2,1,11,5,531.7319784,
2015-01-03 12:00:00,-6.4,1,12,5,571.3413026,
2015-01-03 13:00:00,-5.8,1,13,5,551.3188284,
2015-01-03 14:00:00,-4.1,1,14,5,576.9167708,
2015-01-03 15:00:00,-1.8,1,15,5,615.4974529,
2015-01-03 16:00:00,-0.9,1,16,5,693.8,
2015-01-03 17:00:00,-0.2,1,17,5,758.8,
2015-01-03 18:00:00,-0.8,1,18,5,763.7,
2015-01-03 19:00:00,-1.8,1,19,5,752.8,
2015-01-03 20:00:00,-1.4,1,20,5,739.9,
2015-01-03 21:00:00,-1.0,1,21,5,719.1,
2015-01-03 22:00:00,-0.7,1,22,5,679.0,
2015-01-03 23:00:00,-0.3,1,23,5,627.9,
2015-01-04 00:00:00,0.3,1,0,6,583.0,
2015-01-04 01:00:00,0.6,1,1,6,557.6,
2015-01-04 02:00:00,0.8,1,2,6,541.9,
2015-01-04 03:00:00,1.0,1,3,6,532.1,
2015-01-04 04:00:00,0.6,1,4,6,527.3,
2015-01-04 05:00:00,0.2,1,5,6,549.9,
2015-01-04 06:00:00,0.3,1,6,6,592.9,
2015-01-04 07:00:00,0.2,1,7,6,631.4,
2015-01-04 08:00:00,0.1,1,8,6,645.6535809,
2015-01-04 09:00:00,0.1,1,9,6,689.855911,
2015-01-04 10:00:00,0.3,1,10,6,687.9838557,
2015-01-04 11:00:00,0.9,1,11,6,643.2416514,
2015-01-04 12:00:00,1.2,1,12,6,646.1474698,
2015-01-04 13:00:00,1.6,1,13,6,639.1575702,
2015-01-04 14:00:00,3.3,1,14,6,649.346983,
2015-01-04 15:00:00,4.4,1,15,6,676.0403024,
2015-01-04 16:00:00,4.1,1,16,6,749.6,
2015-01-04 17:00:00,3.4,1,17,6,808.4,
2015-01-04 18:00:00,4.1,1,18,6,808.7,
2015-01-04 19:00:00,4.7,1,19,6,788.6,
2015-01-04 20:00:00,6.1,1,20,6,768.3,
2015-01-04 21:00:00,6.0,1,21,6,739.5,
2015-01-04 22:00:00,6.5,1,22,6,695.2,
2015-01-04 23:00:00,7.6,1,23,6,643.9,
2015-01-05 00:00:00,7.3,1,0,0,595.8,
2015-01-05 01:00:00,7.9,1,1,0,565.5,
2015-01-05 02:00:00,8.8,1,2,0,549.0,
2015-01-05 03:00:00,8.4,1,3,0,535.7,
2015-01-05 04:00:00,8.0,1,4,0,536.7,
2015-01-05 05:00:00,6.0,1,5,0,549.2,
2015-01-05 06:00:00,4.8,1,6,0,573.5,
2015-01-05 07:00:00,4.1,1,7,0,594.0,
2015-01-05 08:00:00,3.6,1,8,0,599.2801265,
2015-01-05 09:00:00,3.3,1,9,0,640.2498042,
2015-01-05 10:00:00,2.2,1,10,0,681.170579,
2015-01-05 11:00:00,1.5,1,11,0,694.1348365,
2015-01-05 12:00:00,0.9,1,12,0,709.4063067,
2015-01-05 13:00:00,0.1,1,13,0,710.9436576,
2015-01-05 14:00:00,-0.1,1,14,0,716.0394084,
2015-01-05 15:00:00,-0.6,1,15,0,724.8836333,
2015-01-05 16:00:00,-1.1,1,16,0,767.4,
2015-01-05 17:00:00,-1.3,1,17,0,802.5,
2015-01-05 18:00:00,-1.6,1,18,0,801.6,
2015-01-05 19:00:00,-3.0,1,19,0,788.0,
2015-01-05 20:00:00,-3.6,1,20,0,763.6,
2015-01-05 21:00:00,-5.0,1,21,0,730.8,
2015-01-05 22:00:00,-6.4,1,22,0,685.6,
2015-01-05 23:00:00,-7.1,1,23,0,636.6,
2015-01-06 00:00:00,-8.0,1,0,1,586.7,
2015-01-06 01:00:00,-8.8,1,1,1,554.4,
2015-01-06 02:00:00,-9.3,1,2,1,530.3,
2015-01-06 03:00:00,-9.8,1,3,1,512.5,
2015-01-06 04:00:00,-10.3,1,4,1,510.7,
2015-01-06 05:00:00,-10.7,1,5,1,520.5,
2015-01-06 06:00:00,-10.9,1,6,1,536.0,
2015-01-06 07:00:00,-11.1,1,7,1,553.7,
2015-01-06 08:00:00,-11.3,1,8,1,564.6902623,
2015-01-06 09:00:00,-11.1,1,9,1,593.5152271,
2015-01-06 10:00:00,-10.4,1,10,1,633.4710853,
2015-01-06 11:00:00,-9.9,1,11,1,646.1245598,
2015-01-06 12:00:00,-9.6,1,12,1,661.3292979,
2015-01-06 13:00:00,-9.3,1,13,1,660.5007992,
2015-01-06 14:00:00,-9.3,1,14,1,647.641648,
2015-01-06 15:00:00,-9.0,1,15,1,674.5198646,
2015-01-06 16:00:00,-8.6,1,16,1,721.9,
2015-01-06 17:00:00,-8.1,1,17,1,768.7,
2015-01-06 18:00:00,-8.0,1,18,1,771.2,
2015-01-06 19:00:00,-7.6,1,19,1,755.4,
2015-01-06 20:00:00,-7.8,1,20,1,733.9,
2015-01-06 21:00:00,-8.0,1,21,1,691.5,
2015-01-06 22:00:00,-8.9,1,22,1,634.7,
2015-01-06 23:00:00,-9.7,1,23,1,582.4,
2015-01-07 00:00:00,-10.5,1,0,2,540.7,
2015-01-07 01:00:00,-11.0,1,1,2,515.2,
2015-01-07 02:00:00,-11.2,1,2,2,502.4,
2015-01-07 03:00:00,-12.5,1,3,2,497.7,
2015-01-07 04:00:00,-13.5,1,4,2,508.7,
2015-01-07 05:00:00,-13.5,1,5,2,549.2,
2015-01-07 06:00:00,-12.1,1,6,2,634.4,
2015-01-07 07:00:00,-10.1,1,7,2,703.6,
2015-01-07 08:00:00,-9.3,1,8,2,701.6535871,
2015-01-07 09:00:00,-9.3,1,9,2,679.0916827,
2015-01-07 10:00:00,-9.3,1,10,2,707.7175915,
2015-01-07 11:00:00,-9.8,1,11,2,630.7081911,
2015-01-07 12:00:00,-9.8,1,12,2,615.1746688,
2015-01-07 13:00:00,-8.8,1,13,2,627.1683238,
2015-01-07 14:00:00,-7.7,1,14,2,653.0353922,
2015-01-07 15:00:00,-7.1,1,15,2,701.4908923,
2015-01-07 16:00:00,-6.1,1,16,2,782.2406837,
2015-01-07 17:00:00,-5.8,1,17,2,857.1,
2015-01-07 18:00:00,-6.3,1,18,2,866.7,
2015-01-07 19:00:00,-7.0,1,19,2,859.9,
2015-01-07 20:00:00,-8.4,1,20,2,835.0,
