date,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,-13.9,1,0,3,1319.8,1280.8,358.9000000000001
2015-01-08 01:00:00,-14.2,1,1,3,1291.2,1230.8,399.7632653061223
2015-01-08 02:00:00,-14.8,1,2,3,1273.3,1198.5,355.3122448979591
2015-01-08 03:00:00,-15.6,1,3,3,1277.6,1188.9,336.218367346939
2015-01-08 04:00:00,-16.0,1,4,3,1313.5,1190.9,347.9122448979592
2015-01-08 05:00:00,-17.0,1,5,3,1398.2,1211.6,386.65510204081625
2015-01-08 06:00:00,-17.8,1,6,3,1568.4,1240.7,430.5163265306121
2015-01-08 07:00:00,-18.1,1,7,3,1659.1,1269.8,484.84489795918375
2015-01-08 08:00:00,-19.0,1,8,3,1652.520987,1314.356085,460.5510204081632
2015-01-08 09:00:00,-19.7,1,9,3,1641.841146,1351.82866,442.6102040816325
2015-01-08 10:00:00,-20.4,1,10,3,1641.362981,1359.882224,400.47755102040855
2015-01-08 11:00:00,-20.8,1,11,3,1625.699201,1371.149418,369.091836734694
2015-01-08 12:00:00,-20.9,1,12,3,1618.372295,1409.824545,336.5632653061225
2015-01-08 13:00:00,-18.0,1,13,3,1584.452244,1369.474107,317.11836734693884
2015-01-08 14:00:00,-13.5,1,14,3,1568.297706,1378.181503,310.11836734693884
2015-01-08 15:00:00,-11.6,1,15,3,1636.260867,1367.693635,300.8591836734695
2015-01-08 16:00:00,-9.7,1,16,3,1711.9,1487.2,324.0734693877548
2015-01-08 17:00:00,-8.4,1,17,3,1830.8,1594.9,339.4020408163267
2015-01-08 18:00:00,-7.4,1,18,3,1835.8,1582.9,339.3142857142857
2015-01-08 19:00:00,-7.1,1,19,3,1814.2,1549.3,349.3877551020407
2015-01-08 20:00:00,-7.4,1,20,3,1760.2,1496.8,343.6306122448982
2015-01-08 21:00:00,-8.5,1,21,3,1664.9,1425.8,326.15510204081625
2015-01-08 22:00:00,-9.2,1,22,3,1535.4,1330.2,288.0816326530612
2015-01-08 23:00:00,-9.3,1,23,3,1430.5,1239.9,262.8061224489797
2015-01-09 00:00:00,-9.4,1,0,4,1359.7,1179.4,248.0
2015-01-09 01:00:00,-9.6,1,1,4,1324.6,1147.4,254.26326530612232
2015-01-09 02:00:00,-10.4,1,2,4,1309.6,1134.3,255.912244897959
2015-01-09 03:00:00,-10.9,1,3,4,1308.7,1118.3,259.51836734693893
2015-01-09 04:00:00,-10.3,1,4,4,1333.1,1126.8,271.01224489795914
2015-01-09 05:00:00,-10.1,1,5,4,1417.5,1172.0,289.9551020408164
2015-01-09 06:00:00,-10.0,1,6,4,1587.7,1272.4,352.2163265306121
2015-01-09 07:00:00,-9.3,1,7,4,1673.4,1349.3,377.84489795918375
2015-01-09 08:00:00,-8.1,1,8,4,1640.165898,1362.410027,346.8510204081631
2015-01-09 09:00:00,-8.2,1,9,4,1573.940497,1363.574918,316.9102040816324
2015-01-09 10:00:00,-8.4,1,10,4,1555.739278,1367.925991,285.8775510204084
2015-01-09 11:00:00,-8.3,1,11,4,1526.873501,1362.772344,259.591836734694
2015-01-09 12:00:00,-8.2,1,12,4,1517.58774,1351.097225,241.36326530612249
2015-01-09 13:00:00,-7.9,1,13,4,1517.119404,1351.283451,235.21836734693892
2015-01-09 14:00:00,-7.3,1,14,4,1572.823802,1360.736224,229.21836734693892
2015-01-09 15:00:00,-6.2,1,15,4,1642.24604,1409.768204,211.9591836734694
2015-01-09 16:00:00,-4.3,1,16,4,1757.8,1538.1,200.0734693877548
2015-01-09 17:00:00,-3.3,1,17,4,1914.7,1631.3,213.70204081632664
2015-01-09 18:00:00,-2.3,1,18,4,1924.6,1608.6,203.51428571428573
2015-01-09 19:00:00,-2.4,1,19,4,1891.4,1567.4,204.0877551020408
2015-01-09 20:00:00,-2.7,1,20,4,1837.4,1517.3,209.6306122448982
2015-01-09 21:00:00,-3.6,1,21,4,1781.2,1443.6,227.5551020408161
2015-01-09 22:00:00,-4.1,1,22,4,1671.2,1357.9,227.0816326530612
2015-01-09 23:00:00,-4.3,1,23,4,1552.1,1267.0,219.9061224489797
2015-01-10 00:00:00,-5.1,1,0,5,1529.9,1197.1,192.79999999999995
2015-01-10 01:00:00,-6.0,1,1,5,1538.5,1156.3,189.36326530612223
2015-01-10 02:00:00,-6.9,1,2,5,1478.5,1134.3,185.7122448979592
2015-01-10 03:00:00,-7.7,1,3,5,1456.9,1128.3,187.4183673469388
2015-01-10 04:00:00,-8.2,1,4,5,1484.0,1142.4,184.61224489795927
2015-01-10 05:00:00,-8.5,1,5,5,1570.1,1180.6,169.05510204081634
2015-01-10 06:00:00,-9.1,1,6,5,1701.6,1242.1,149.9163265306122
2015-01-10 07:00:00,-9.5,1,7,5,1818.9,1308.8,153.04489795918357
2015-01-10 08:00:00,-10.0,1,8,5,1829.517605,1342.196151,187.951020408163
2015-01-10 09:00:00,-10.4,1,9,5,1835.296534,1369.419087,208.71020408163253
