Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0.088522831672995,-2.372,0,0,1,1,1,0
5957.57,0.587006688767322,-2.126,0,0,1,1,1,1
5878.87,0.580421675153832,-1.839,0,0,1,1,1,2
5827.8,0.576148528454455,-1.521,0,0,1,1,1,3
5730.89,0.56803984142417,-1.223,0,0,1,1,1,4
5668.53,0.56282203394085,-0.971,0,0,1,1,1,5
5600.76,0.557151559066819,-0.761,0.0005,0.0482,1,1,1,6
5643.01,0.560686715676349,-0.442,0.2011,10.7794,1,1,1,7
6092.59,0.598304128895575,0.285,1.497,44.7535,1,1,1,8
6443.31,0.627649694010232,0.993,5.5126,87.8408,1,1,1,9
6536.81,0.63547305834138,1.623,14.558,126.0425,1,1,1,10
6585.15,0.639517779536756,1.992,12.0087,119.6725,1,1,1,11
6623.26,0.642706532634725,1.96,6.1625,89.0746,1,1,1,12
6781.07,0.655910865523479,1.603,5.4659,66.129,1,1,1,13
6910.3,0.666723842769622,0.504,1.8813,23.4651,1,1,1,14
7082.45,0.681128037096971,-0.694,0.0006,0.0256,1,1,1,15
7204.97,0.691379572902878,-0.968,0,0,1,1,1,16
7164.21,0.687969088088572,-1.113,0,0,1,1,1,17
7008.47,0.674937956955599,-1.249,0,0,1,1,1,18
6931.78,0.668521124757141,-1.312,0,0,1,1,1,19
6586.66,0.639644124778896,-1.304,0,0,1,1,1,20
6369.96,0.621512327446705,-1.167,0,0,1,1,1,21
6078.25,0.59710426745698,-1.09,0,0,1,1,1,22
5919.82,0.583848057713837,-1.106,0,0,1,1,1,23
5963.14,0.58747274373336,-1.082,0,0,1,2,1,0
5890.23,0.58137219300198,-1.056,0,0,1,2,1,1
5742.16,0.568982828761198,-1.137,0,0,1,2,1,2
5759.39,0.570424503279119,-1.383,0,0,1,2,1,3
5976.91,0.588624911934856,-1.676,0,0,1,2,1,4
6394.58,0.623572340599998,-1.836,0,0,1,2,1,5
6703.58,0.649427095448392,-2.003,0.0073,0.1917,1,2,1,6
7003.39,0.674512901438997,-1.965,2.7974,26.9767,1,2,1,7
7303.64,0.699635523261749,-1.272,20.6771,83.7137,1,2,1,8
7523.22,0.718008296949808,-0.186,41.1771,121.8675,1,2,1,9
7626.76,0.726671731632665,0.843,42.038,140.9212,1,2,1,10
7777.22,0.73926107277988,1.389,20.4462,129.6926,1,2,1,11
7970.66,0.755446651349049,1.5,6.5089,90.5951,1,2,1,12
8022.99,0.759825225204119,1.187,0.7805,32.3787,1,2,1,13
8155.16,0.770884199146877,0.876,0.1396,8.4762,1,2,1,14
8129.22,0.768713738497144,0.747,0.0001,0.0083,1,2,1,15
8154.23,0.770806383865294,0.68,0,0,1,2,1,16
8009.76,0.758718240069348,0.426,0,0,1,2,1,17
7856.46,0.745891269460096,0.272,0,0,1,2,1,18
7645.98,0.728279914118704,0.16,0,0,1,2,1,19
7280.81,0.697725283607416,0.089,0,0,1,2,1,20
6916.77,0.667265202846868,0.03,0,0,1,2,1,21
6581.37,0.639201498069679,-0.026,0,0,1,2,1,22
6105.57,0.599390195943899,-0.004,0,0,1,2,1,23
6001.52,0.590684088364691,0.075,0,0,1,3,0,0
6023.81,0.592549144952298,0.128,0,0,1,3,0,1
5965.41,0.587662679958298,0.157,0,0,1,3,0,2
5995.28,0.590161972926976,0.071,0,0,1,3,0,3
5976.01,0.588549606823647,-0.203,0,0,1,3,0,4
6197.56,0.607087215032908,-0.617,0,0,1,3,0,5
6366.13,0.621191862362338,-1.058,0.0148,0.2802,1,3,0,6
6520.55,0.634112545998872,-0.948,2.3531,26.9947,1,3,0,7
6886.83,0.664760052813985,-0.245,9.3382,76.7625,1,3,0,8
7185.26,0.689730390967403,0.469,15.5095,114.0413,1,3,0,9
7277.23,0.697425736609496,0.92,10.3695,117.2492,1,3,0,10
7382.56,0.706238944791313,0.991,4.1296,90.0408,1,3,0,11
7491.28,0.71533580222535,0.826,1.5626,57.5776,1,3,0,12
7538.92,0.719321952778675,0.521,0.548,29.4688,1,3,0,13
7629.11,0.726868361645266,0.125,0.1028,7.5014,1,3,0,14
7870.04,0.747027539915893,-0.246,0.0002,0.0172,1,3,0,15
7827.85,0.74349740364711,-0.657,0,0,1,3,0,16
7752.22,0.737169264135188,-1.051,0,0,1,3,0,17
7550.28,0.720272470626823,-1.517,0,0,1,3,0,18
7343.85,0.702999988285872,-1.895,0,0,1,3,0,19
6921.65,0.667673523894312,-2.027,0,0,1,3,0,20
6734.35,0.652001693528279,-1.982,0,0,1,3,0,21
6409.92,0.624855874384381,-1.904,0,0,1,3,0,22
6120.2,0.600614322362773,-1.73,0,0,1,3,0,23
5987.89,0.589543634291605,-1.503,0,0,1,4,0,0
6066.51,0.596121954117433,-1.295,0,0,1,4,0,1
6039.46,0.593858617163876,-1.121,0,0,1,4,0,2
6002.41,0.590758556752442,-0.962,0,0,1,4,0,3
5942.26,0.585725665153313,-0.831,0,0,1,4,0,4
6133.26,0.60170708319876,-0.778,0,0,1,4,0,5
6332.54,0.61838130826733,-0.619,0.0074,0.2197,1,4,0,6
6540.42,0.635775115509673,-0.293,1.8927,25.0589,1,4,0,7
7011.81,0.675217422590529,0.333,10.2273,76.1579,1,4,0,8
7295.7,0.698971164836195,0.876,20.5489,115.1319,1,4,0,9
7335.86,0.702331446243028,1.185,26.8296,134.8729,1,4,0,10
7223.96,0.692968510749386,1.31,28.4145,136.1233,1,4,0,11
7276.06,0.697327839964925,1.251,18.6312,113.4048,1,4,0,12
7465.05,0.713141076595339,0.992,5.3118,64.221,1,4,0,13
7671.98,0.730455395109184,0.609,0.9256,19.1719,1,4,0,14
7875.85,0.747513676244919,0.291,0.0006,0.0307,1,4,0,15
8095.08,0.765857164611953,0.149,0,0,1,4,0,16
8090.63,0.765484822673198,0.019,0,0,1,4,0,17
7943.93,0.753210089546144,-0.162,0,0,1,4,0,18
7763.43,0.738107231131468,-0.39,0,0,1,4,0,19
7307.98,0.699998661242467,-0.639,0,0,1,4,0,20
7096.98,0.682343796281266,-0.839,0,0,1,4,0,21
6796.81,0.657227868246178,-0.996,0,0,1,4,0,22
6714.7,0.650357531933551,-1.128,0,0,1,4,0,23
6803.09,0.657753330577724,-1.189,0,0,1,5,1,0
6762.05,0.654319417506598,-1.295,0,0,1,5,1,1
6622.1,0.642609472713611,-1.455,0,0,1,5,1,2
6755.88,0.653803159133088,-1.641,0,0,1,5,1,3
7238.31,0.69416920891144,-1.699,0,0,1,5,1,4
8343.26,0.78662296738954,-1.488,0,0,1,5,1,5
8936.94,0.836297565636772,-1.28,0.0093,0.286,1,5,1,6
9069.85,0.847418457115413,-0.801,0.5678,17.9651,1,5,1,7
9193.54,0.857767889565891,-0.293,1.4051,44.9703,1,5,1,8
9222.31,0.860175142954203,0.045,2.7493,72.7519,1,5,1,9
9227.36,0.860597688300431,0.226,3.9651,90.4331,1,5,1,10
9318.54,0.868226932789352,0.298,5.0894,98.1192,1,5,1,11
9373.74,0.872845646276832,0.263,4.6573,86.2155,1,5,1,12
9241.72,0.861799223185942,0.07,2.5991,55.6349,1,5,1,13
9370.81,0.872600486303674,-0.283,0.688,18.3173,1,5,1,14
9496.1,0.883083794507412,-0.675,0.002,0.0701,1,5,1,15
9530.37,0.885951245797556,-0.851,0,0,1,5,1,16
9342.89,0.870264354409282,-0.984,0,0,1,5,1,17
9224.95,0.860396037947082,-1.125,0,0,1,5,1,18
8818,0.826345576828785,-1.347,0,0,1,5,1,19
8326.87,0.78525157764208,-1.622,0,0,1,5,1,20
7815.13,0.742433091408691,-1.888,0,0,1,5,1,21
7392.2,0.707045546204706,-2.168,0,0,1,5,1,22
7161.58,0.687749029819151,-2.463,0,0,1,5,1,23
7192.18,0.690309403600254,-2.882,0,0,1,6,1,0
7120.78,0.684335198111013,-3.411,0,0,1,6,1,1
6992.29,0.673584138400754,-3.868,0,0,1,6,1,2
7062.87,0.679489732566448,-4.238,0,0,1,6,1,3
7480.1,0.714400345399443,-4.393,0,0,1,6,1,4
8560.81,0.80482588621565,-4.446,0,0,1,6,1,5
9067.35,0.847209276250943,-4.525,0.0324,0.3656,1,6,1,6
9087.92,0.848930416403796,-4.505,8.8951,31.0133,1,6,1,7
9039.41,0.844871470909636,-3.454,56.4271,73.0495,1,6,1,8
8846.88,0.828762034175133,-1.991,147.0623,77.6063,1,6,1,9
8653,0.812539639773817,-1.153,209.2425,71.153,1,6,1,10
8666.05,0.813631563886346,-0.701,217.5462,66.8064,1,6,1,11
8634.26,0.810971620013756,-0.616,175.2221,63.0232,1,6,1,12
8826.3,0.827040057298822,-1.216,94.52,55.8601,1,6,1,13
9146.53,0.853834452590412,-3.41,16.2543,28.0734,1,6,1,14
9389.97,0.874203648448966,-5.747,0.0116,0.1106,1,6,1,15
9673.13,0.897896309882206,-6.885,0,0,1,6,1,16
9518.67,0.88497227935184,-7.598,0,0,1,6,1,17
9490.4,0.882606862136423,-8.031,0,0,1,6,1,18
9101.17,0.850039074985483,-8.231,0,0,1,6,1,19
8551.71,0.804064467868983,-8.329,0,0,1,6,1,20
8049,0.762001542918056,-8.415,0,0,1,6,1,21
7629.86,0.726931115904607,-8.437,0,0,1,6,1,22
7411.19,0.708634484051214,-8.4,0,0,1,6,1,23
7474.7,0.71394851473219,-8.401,0,0,1,7,1,0
7386.94,0.706605429665863,-8.461,0,0,1,7,1,1
