Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0.085724501653705,3.438,0,0,1,1,1,0
22684,0.59265218557254,3.217,0,0,1,1,1,1
21236,0.560293197461339,3.103,0,0,1,1,1,2
20222,0.537632966836507,3.051,0,0,1,1,1,3
19871,0.529789040850988,2.982,0,0,1,1,1,4
19976,0.532135514436399,2.923,0,0,1,1,1,5
20342,0.54031465093412,2.908,0,0,1,1,1,6
20040,0.533565745955127,2.978,3.4645,7.0174,1,1,1,7
19894,0.53030303030303,4.702,73.191,46.0761,1,1,1,8
20231,0.537834093143828,7.097,206.399,60.6825,1,1,1,9
20350,0.540493429873961,8.89,325.9397,63.218,1,1,1,10
20248,0.538213998390989,10.413,396.8624,64.2426,1,1,1,11
20706,0.54844909269688,11.503,408.8539,64.9115,1,1,1,12
20699,0.54829266112452,11.963,363.3402,64.2665,1,1,1,13
19710,0.52619111468669,11.851,264.8147,62.3255,1,1,1,14
20030,0.533342272280325,10.65,128.521,56.3251,1,1,1,15
22139,0.580472870295879,8.569,19.4606,25.4493,1,1,1,16
26043,0.667716992938232,7.394,0.3762,2.1363,1,1,1,17
27881,0.708791454366676,6.851,0.0022,0.0356,1,1,1,18
28914,0.73187628497363,6.37,0,0,1,1,1,19
29496,0.744882452847055,5.872,0,0,1,1,1,20
28957,0.732837221775275,5.473,0,0,1,1,1,21
26742,0.683337802806829,5.125,0,0,1,1,1,22
24250,0.627648163046393,4.878,0,0,1,1,1,23
21832,0.573612228479485,4.737,0,0,1,2,1,0
20447,0.542661124519532,4.594,0,0,1,2,1,1
19682,0.525565388397247,4.491,0,0,1,2,1,2
19453,0.520447841244301,4.337,0,0,1,2,1,3
20066,0.534146777509609,4.106,0,0,1,2,1,4
22106,0.579735407169035,3.97,0,0,1,2,1,5
-48,0.08465182801466,3.928,0,0,1,2,1,6
-73,0.084093143827657,4.013,3.9366,7.4223,1,2,1,7
-809,0.067645481362296,5.688,67.3432,50.6445,1,2,1,8
30402,0.765129167784035,8.198,179.0206,76.1143,1,2,1,9
29276,0.73996603200143,10.099,273.1664,89.5468,1,2,1,10
-3817,0.000424599982122,11.7,320.1334,100.4106,1,2,1,11
