Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
5946,0.521164282190429,-6.503,0,0,1,1,1,0
5726,0.499457326097681,-6.458,0,0,1,1,1,1
5347,0.462062160828811,-6.253,0,0,1,1,1,2
5249,0.452392698569314,-5.908,0,0,1,1,1,3
5309,0.4583127775037,-5.516,0,0,1,1,1,4
5574,0.484459792797237,-5.148,0,0,1,1,1,5
5925,0.519092254563394,-4.841,0.009,0.3112,1,1,1,6
6341,0.560138135175136,-4.179,1.5613,25.9639,1,1,1,7
6872,0.61253083374445,-2.807,7.5467,75.0443,1,1,1,8
6942,0.619437592501233,-1.315,17.2073,116.9171,1,1,1,9
7078,0.632856438085841,-0.051,35.4289,146.8923,1,1,1,10
7099,0.634928465712876,0.791,58.5238,151.4721,1,1,1,11
6978,0.622989639861865,1.234,59.1383,131.9586,1,1,1,12
6708,0.596349284657129,1.186,32.5552,95.5056,1,1,1,13
6529,0.578687715836211,0.46,6.6182,38.6153,1,1,1,14
6600,0.585693142575234,-0.586,0.16,1.3147,1,1,1,15
6735,0.599013320177602,-1.445,0,0,1,1,1,16
6626,0.588258510113468,-1.879,0,0,1,1,1,17
6738,0.599309324124322,-2.239,0,0,1,1,1,18
6654,0.591021213616182,-2.376,0,0,1,1,1,19
6255,0.551652688702516,-2.551,0,0,1,1,1,20
6221,0.548297977306364,-2.739,0,0,1,1,1,21
5864,0.513073507646769,-2.716,0,0,1,1,1,22
5533,0.480414405525407,-2.599,0,0,1,1,1,23
5205,0.448051307350765,-2.383,0,0,1,2,1,0
4971,0.42496299950666,-2.1,0,0,1,2,1,1
4669,0.395165268870252,-1.744,0,0,1,2,1,2
4756,0.403749383325111,-1.549,0,0,1,2,1,3
5080,0.435717809570794,-1.68,0,0,1,2,1,4
5422,0.469462259496793,-1.849,0,0,1,2,1,5
5856,0.512284163788851,-2.036,0.0718,0.631,1,2,1,6
6363,0.56230883078441,-1.411,13.7908,37.5356,1,2,1,7
6416,0.567538233843118,0.513,68.0748,80.9344,1,2,1,8
6666,0.592205229403059,2.151,136.944,97.4019,1,2,1,9
6493,0.57513566847558,3.286,193.0618,97.0962,1,2,1,10
6252,0.551356684755797,4.013,192.043,99.1527,1,2,1,11
6202,0.546423285643809,4.081,109.1949,112.9073,1,2,1,12
6266,0.552738036507154,3.183,21.2788,89.0074,1,2,1,13
6482,0.574050320670942,2.012,1.5623,25.8723,1,2,1,14
6885,0.613813517513567,1.385,0.0195,0.6294,1,2,1,15
5972,0.523729649728663,1.386,0,0,1,2,1,16
5892,0.515836211149482,1.564,0,0,1,2,1,17
5807,0.507449432659102,1.663,0,0,1,2,1,18
5313,0.458707449432659,1.559,0,0,1,2,1,19
5379,0.465219536260483,1.244,0,0,1,2,1,20
5325,0.459891465219536,0.775,0,0,1,2,1,21
5145,0.442131228416379,0.363,0,0,1,2,1,22
5827,0.509422792303897,0.034,0,0,1,2,1,23
5779,0.504686729156389,-0.292,0,0,1,3,0,0
5467,0.473902318697583,-0.555,0,0,1,3,0,1
5201,0.447656635421806,-0.892,0,0,1,3,0,2
5244,0.451899358658115,-1.237,0,0,1,3,0,3
5405,0.467784903798717,-1.493,0,0,1,3,0,4
5402,0.467488899851998,-1.641,0,0,1,3,0,5
5552,0.482289097187963,-1.763,0.0363,0.6275,1,3,0,6
5471,0.474296990626542,-1.466,4.5291,36.5322,1,3,0,7
5592,0.486235816477553,-0.34,15.5225,90.9246,1,3,0,8
5619,0.488899851998027,0.733,26.7716,131.9236,1,3,0,9
