Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0,5.584,0,0,1,1,1,0
5123.9,0.586782254185658,5.219,0,0,1,1,1,1
4771.1,0.546380064588534,5.034,0,0,1,1,1,2
4443.5,0.50886374567692,4.708,0,0,1,1,1,3
4234.9,0.484975149446875,4.353,0,0,1,1,1,4
4118.2,0.471610819724697,4.028,0,0,1,1,1,5
4073.8,0.466526190421658,3.773,0,0,1,1,1,6
3920.8,0.449004832688211,3.549,0.0302,0.149,1,1,1,7
3832.9,0.43893864089233,4.244,33.7484,31.0235,1,1,1,8
4057.7,0.464682439705916,6.258,163.5314,52.6251,1,1,1,9
4380.4,0.501637617095348,8.374,291.882,59.1225,1,1,1,10
4710.3,0.539417328966354,10.678,380.1318,62.3469,1,1,1,11
4875.4,0.558324362703557,12.786,415.2308,63.766,1,1,1,12
4651.6,0.532695082567967,14.082,393.4033,63.4873,1,1,1,13
4427.5,0.507031446828978,14.718,315.3949,61.9585,1,1,1,14
4438.8,0.508325507890337,14.375,191.1695,58.4243,1,1,1,15
4610.2,0.527954009298917,12.396,54.7004,41.5904,1,1,1,16
5293.3,0.606181718238245,10.587,1.5194,4.2683,1,1,1,17
6025.2,0.689997938663796,9.682,0.0276,0.1868,1,1,1,18
6235.6,0.714092668514235,8.92,0,0,1,1,1,19
6307.9,0.722372368933373,8.131,0,0,1,1,1,20
6197.8,0.709763862485971,7.5,0,0,1,1,1,21
5997.7,0.686848675018895,6.983,0,0,1,1,1,22
5522.4,0.632417947367215,6.434,0,0,1,1,1,23
5014.1,0.574208103341655,6.008,0,0,1,2,1,0
4617.6,0.52880144751609,5.694,0,0,1,2,1,1
4338.6,0.4968507363551,5.428,0,0,1,2,1,2
4192.2,0.480085201896429,5.113,0,0,1,2,1,3
4132.6,0.473259888687845,4.745,0,0,1,2,1,4
4183.2,0.479054533794462,4.387,0,0,1,2,1,5
4387.7,0.502473603444722,4.061,0,0,1,2,1,6
4627.6,0.529946634296054,3.811,0.0233,0.1577,1,2,1,7
4986.6,0.571058839696754,4.496,26.1558,35.5008,1,2,1,8
5538.2,0.634227342479558,6.658,121.5179,74.2415,1,2,1,9
5803.6,0.664620599619798,8.49,225.7579,91.9008,1,2,1,10
5933.6,0.679508027759328,10.413,295.1464,102.7847,1,2,1,11
6020,0.689402441538215,12.037,311.8931,111.8457,1,2,1,12
5903.2,0.676026659948237,12.922,282.0652,115.541,1,2,1,13
5839.1,0.66868601268867,13.333,212.5312,111.2973,1,2,1,14
5785,0.662490552209065,13.034,116.9614,95.1371,1,2,1,15
5918.2,0.677744440118183,11.439,26.5313,52.177,1,2,1,16
6572.5,0.752674011131215,9.922,1.296,4.5156,1,2,1,17
7221.5,0.826996633150867,9.02,0.0279,0.1993,1,2,1,18
7404.6,0.847965003092004,8.28,0,0,1,2,1,19
7318.9,0.838150752387714,7.664,0,0,1,2,1,20
7065.4,0.809120267515632,7.171,0,0,1,2,1,21
6690.5,0.766187215134788,6.69,0,0,1,2,1,22
6095.7,0.698071505462541,6.354,0,0,1,2,1,23
5449.1,0.624023728270081,6.051,0,0,1,3,0,0
4961.8,0.568218776482444,5.789,0,0,1,3,0,1
4600.9,0.52688898559355,5.56,0,0,1,3,0,2
4424.1,0.50664208332379,5.36,0,0,1,3,0,3
4333.2,0.496232335493919,5.187,0,0,1,3,0,4
4341.4,0.497171388653489,4.983,0,0,1,3,0,5
4429,0.507203224845972,4.811,0,0,1,3,0,6
4477.7,0.512780284464396,4.619,0.0326,0.1769,1,3,0,7
4653.4,0.53290121618836,5.302,31.0449,33.0138,1,3,0,8
5068.7,0.580460823160257,7.469,154.6175,57.6251,1,3,0,9
5313.7,0.608517899269371,9.46,282.2283,64.1747,1,3,0,10
5414.5,0.620061382011406,11.424,371.1208,66.9168,1,3,0,11
5494.3,0.629199972515517,12.988,407.0186,67.9426,1,3,0,12
5410.9,0.619649114770619,13.932,386.7995,67.0708,1,3,0,13
5334.5,0.610899887771695,14.251,312.2083,64.3341,1,3,0,14
5306.5,0.607693364787797,13.955,191.8124,59.2656,1,3,0,15
5387.4,0.616957925837704,12.272,58.3001,40.7811,1,3,0,16
6125.1,0.701438354595634,10.663,2.7123,4.3921,1,3,0,17
6961.9,0.797267584343006,9.792,0.0591,0.2225,1,3,0,18
7192.4,0.823664139621172,9.106,0,0,1,3,0,19
7172,0.821327958590046,8.486,0,0,1,3,0,20
6864.4,0.786102013238359,7.969,0,0,1,3,0,21
6543.4,0.749341517601521,7.465,0,0,1,3,0,22
6006.9,0.687902246856462,6.909,0,0,1,3,0,23
5390.4,0.617301481871693,6.374,0,0,1,4,0,0
4887.7,0.559732942442912,5.898,0,0,1,4,0,1
4560.1,0.522216623531298,5.503,0,0,1,4,0,2
4379.5,0.501534550285151,5.156,0,0,1,4,0,3
4282.1,0.490380431048304,4.92,0,0,1,4,0,4
4273,0.489338311078537,4.615,0,0,1,4,0,5
4317.7,0.494457295984975,4.329,0,0,1,4,0,6
4282.7,0.490449142255102,4.114,0.0368,0.2,1,4,0,7
4335.2,0.496461372849912,4.952,33.9123,33.1814,1,4,0,8
4684.5,0.536462747074048,7.185,159.8819,57.2313,1,4,0,9
5024.2,0.575364741989418,9.084,283.2936,66.0567,1,4,0,10
5287.1,0.605471702434667,11.184,364.9375,71.8848,1,4,0,11
5460.3,0.62530633746364,13.042,393.9075,75.775,1,4,0,12
5306.2,0.607659009184398,14.131,364.2574,78.9648,1,4,0,13
5126.7,0.587102906484047,14.618,271.3048,84.1466,1,4,0,14
5058.2,0.579258377041295,14.314,145.5493,81.7011,1,4,0,15
5174.8,0.592611254895673,12.744,38.3439,49.9264,1,4,0,16
5879.9,0.673358374750922,11.298,1.3943,4.6634,1,4,0,17
6810.7,0.779952360229953,10.516,0.0204,0.1863,1,4,0,18
7144.8,0.818213050548544,9.852,0,0,1,4,0,19
7170.8,0.82119053617645,9.281,0,0,1,4,0,20
6955.9,0.796580472275028,8.787,0,0,1,4,0,21
6562.4,0.751517372483452,8.294,0,0,1,4,0,22
5864.9,0.671640594580976,7.801,0,0,1,4,0,23
5303.1,0.607304001282609,7.367,0,0,1,5,1,0
4831,0.553239733400518,7.069,0,0,1,5,1,1
4553.7,0.521483703992121,6.868,0,0,1,5,1,2
4437.2,0.508142278005543,6.673,0,0,1,5,1,3
4397.6,0.503607338356886,6.541,0,0,1,5,1,4
4510.2,0.516502141499278,6.304,0,0,1,5,1,5
4896.5,0.560740706809281,5.973,0,0,1,5,1,6
5616.8,0.643228510570074,5.663,0.0349,0.2235,1,5,1,7
6361.7,0.728533473809578,6.097,25.4053,37.2235,1,5,1,8
6908.5,0.791152286938,7.939,125.1906,74.8174,1,5,1,9
7034.3,0.805558736629944,9.535,232.5678,90.6196,1,5,1,10
7088.1,0.811719841506149,11.169,320.2182,93.9202,1,5,1,11
6921.4,0.792629577884153,12.213,353.5248,95.8856,1,5,1,12
6811.7,0.78006687890795,12.74,325.9793,98.2809,1,5,1,13
6904.8,0.790728567829413,12.765,245.2969,98.8799,1,5,1,14
6913.7,0.791747784063581,12.325,128.0172,92.6183,1,5,1,15
7072.2,0.809898994526007,10.687,24.8072,54.0212,1,5,1,16
7543.3,0.863848743730102,8.966,1.0081,4.6921,1,5,1,17
8147.1,0.932995121504317,8.59,0.0203,0.1966,1,5,1,18
8322.1,0.953035890153684,8.458,0,0,1,5,1,19
8190.6,0.93797668399716,8.433,0,0,1,5,1,20
7880,0.902407182611484,8.386,0,0,1,5,1,21
7352.4,0.841987128100593,8.353,0,0,1,5,1,22
6510.7,0.745596756831039,8.349,0,0,1,5,1,23
5740.7,0.657417374773826,8.376,0,0,1,6,1,0
5270.9,0.603616499851126,8.415,0,0,1,6,1,1
4964.8,0.568562332516433,8.426,0,0,1,6,1,2
4851.3,0.555564462563844,8.388,0,0,1,6,1,3
4818.9,0.551854057396761,8.308,0,0,1,6,1,4
4877.1,0.558519044456151,8.265,0,0,1,6,1,5
5197.9,0.59525663635739,8.206,0,0,1,6,1,6
5855.4,0.67055266714001,8.077,0.0074,0.1634,1,6,1,7
