Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0.053608702633269,-1.67,0,0,1,1,1,0
69773,0.753803387925498,-1.768,0,0,1,1,1,1
66417,0.720124839434811,-1.841,0,0,1,1,1,2
64182,0.69769588953115,-1.908,0,0,1,1,1,3
63859,0.694454479768786,-1.962,0,0,1,1,1,4
63921,0.69507666987797,-1.982,0,0,1,1,1,5
64117,0.69704359344894,-2.032,0.0001,0.0012,1,1,1,6
63861,0.69447455041747,-1.974,1.6425,5.721,1,1,1,7
63892,0.694785645472062,-0.797,34.7505,46.7734,1,1,1,8
64047,0.696341120745023,0.861,115.398,73.5129,1,1,1,9
64240,0.698277938342967,2.313,182.5298,85.1033,1,1,1,10
65577,0.711695166987797,3.606,203.8125,95.0752,1,1,1,11
63849,0.694354126525369,4.323,178.4931,102.7703,1,1,1,12
61172,0.667489563262685,4.336,114.9414,103.0678,1,1,1,13
59887,0.654594171483622,3.535,51.8344,80.2197,1,1,1,14
60811,0.663866811175337,1.923,9.4856,30.9216,1,1,1,15
65581,0.711735308285164,0.935,0.0977,0.7047,1,1,1,16
69967,0.755750240847784,0.799,0,0,1,1,1,17
71682,0.77296082209377,0.68,0,0,1,1,1,18
70462,0.760717726396917,0.506,0,0,1,1,1,19
68173,0.737746868978805,0.442,0,0,1,1,1,20
69188,0.747932723185613,0.446,0,0,1,1,1,21
70135,0.757436175337187,0.413,0,0,1,1,1,22
67584,0.731836062941554,0.403,0,0,1,1,1,23
65510,0.711022800256904,0.468,0,0,1,2,1,0
64522,0.701107899807322,0.619,0,0,1,2,1,1
61798,0.673771676300578,0.791,0,0,1,2,1,2
60686,0.662612395632627,0.957,0,0,1,2,1,3
62060,0.676400931278099,1.14,0,0,1,2,1,4
64662,0.702512845215157,1.45,0,0,1,2,1,5
66982,0.725794797687861,1.78,0.0001,0.0013,1,2,1,6
68771,0.743747992935132,2.167,1.0826,6.1384,1,2,1,7
70141,0.757496387283237,2.975,6.6159,47.4178,1,2,1,8
70839,0.764501043673732,4.082,13.9713,94.6042,1,2,1,9
70977,0.765885918432884,5.218,23.6272,131.8781,1,2,1,10
72046,0.776613680154143,6.104,31.113,150.3957,1,2,1,11
70091,0.756994621066153,6.672,38.9486,151.7037,1,2,1,12
68004,0.736050899165061,6.695,35.9811,130.361,1,2,1,13
65989,0.71582972061657,5.827,18.1383,87.1595,1,2,1,14
66031,0.716251204238921,4.277,2.7908,27.7244,1,2,1,15
69949,0.755569605009634,3.511,0.0306,0.5804,1,2,1,16
73818,0.794396274887604,3.185,0,0,1,2,1,17
73971,0.795931679511882,2.753,0,0,1,2,1,18
70938,0.765494540783558,2.573,0,0,1,2,1,19
67746,0.733461785484907,2.542,0,0,1,2,1,20
68455,0.74057683044316,2.529,0,0,1,2,1,21
69539,0.751455122029544,2.326,0,0,1,2,1,22
66642,0.722382787411689,2.08,0,0,1,2,1,23
64227,0.698147479126525,1.917,0,0,1,3,0,0
62716,0.682984104046243,1.954,0,0,1,3,0,1
59396,0.649666827231856,1.939,0,0,1,3,0,2
57700,0.632646917148362,1.964,0,0,1,3,0,3
58131,0.636972141939627,2.066,0,0,1,3,0,4
59493,0.650640253692999,2.315,0,0,1,3,0,5
60986,0.665622992935132,2.661,0.0001,0.0013,1,3,0,6
62651,0.682331807964033,3.13,0.3349,5.0756,1,3,0,7
64539,0.70127850032113,3.998,1.854,36.23,1,3,0,8
65734,0.713270712909441,5.145,4.5623,76.7254,1,3,0,9
66002,0.715960179833012,6.521,7.5509,109.0338,1,3,0,10
67315,0.729136560693642,7.723,9.0205,124.0239,1,3,0,11
65647,0.712397639691715,8.667,8.8155,121.8865,1,3,0,12
63334,0.689185934489403,9.26,6.0099,97.3131,1,3,0,13
61252,0.668292389210019,9.457,3.5058,63.9476,1,3,0,14
60697,0.662722784200385,9.176,1.0678,22.8305,1,3,0,15
63329,0.689135757867694,8.755,0.0181,0.5411,1,3,0,16
66458,0.72053628773282,8.609,0,0,1,3,0,17
66400,0.719954238921002,8.443,0,0,1,3,0,18
63519,0.691042469492614,8.199,0,0,1,3,0,19
60554,0.661287732819525,7.935,0,0,1,3,0,20
61320,0.668974791265254,7.615,0,0,1,3,0,21
62725,0.683074421965318,7.137,0,0,1,3,0,22
60265,0.658387524084778,6.574,0,0,1,3,0,23
57658,0.632225433526012,5.955,0,0,1,4,0,0
55874,0.61432241490045,5.429,0,0,1,4,0,1
52581,0.581276091843288,4.943,0,0,1,4,0,2
50650,0.561897880539499,4.529,0,0,1,4,0,3
50570,0.561095054592164,4.226,0,0,1,4,0,4
51566,0.57109023763648,4.005,0,0,1,4,0,5
52564,0.58110549132948,3.803,0.0001,0.0016,1,4,0,6
53816,0.593669717405267,3.664,0.3851,4.9915,1,4,0,7
55766,0.613238599871548,4.144,4.0803,43.0452,1,4,0,8
57616,0.631803949903661,5.147,14.9511,95.991,1,4,0,9
58888,0.644568882466281,6.047,38.4555,139.1799,1,4,0,10
61217,0.66794115285806,6.878,69.3905,156.171,1,4,0,11
59515,0.650861030828516,7.474,92.9138,148.4167,1,4,0,12
57041,0.626033638407193,7.637,73.4637,127.7294,1,4,0,13
55428,0.609846660244059,7.146,34.4361,90.8574,1,4,0,14
55580,0.611372029543995,5.501,4.9754,32.2816,1,4,0,15
59822,0.653941875401413,4.045,0.0149,0.4388,1,4,0,16
65218,0.708092485549133,3.396,0,0,1,4,0,17
66941,0.725383349389852,2.873,0,0,1,4,0,18
65231,0.708222944765575,2.364,0,0,1,4,0,19
62623,0.682050818882466,1.934,0,0,1,4,0,20
63366,0.689507064868337,1.629,0,0,1,4,0,21
64730,0.703195247270392,1.434,0,0,1,4,0,22
62610,0.681920359666024,1.457,0,0,1,4,0,23
61092,0.66668673731535,1.531,0,0,1,5,1,0
60219,0.657925899165061,1.383,0,0,1,5,1,1
57535,0.630991088631985,1.225,0,0,1,5,1,2
56891,0.624528339755941,1.075,0,0,1,5,1,3
59823,0.653951910725755,0.913,0,0,1,5,1,4
66249,0.718438904945408,0.761,0,0,1,5,1,5
73308,0.789278259473346,0.608,0.0002,0.002,1,5,1,6
76043,0.816724871547848,0.523,1.5999,6.608,1,5,1,7
76081,0.817106213872832,1.181,15.7893,51.9712,1,5,1,8
