Net,Temprature
901.7701950209374,-8.8
890.150372972885,-8.8
880.926639273617,-8.8
883.9905758775569,-8.7
894.3203026650992,-8.6
909.1947829244342,-8.5
925.7515213463952,-8.4
941.8197726180342,-8.3
952.9035789932298,-8.2
979.1011623992962,-8.1
999.3408850946106,-8.0
1004.0611388590125,-8.0
992.145214253915,-7.9
975.7316982536653,-7.8
963.7717815350662,-7.5
963.6775552672538,-7.1
970.3224175297937,-6.6
997.9784612860828,-6.0
1011.8552269642172,-5.4
998.4284965813017,-4.9
981.542814688714,-4.4
953.410331776035,-4.1
910.123637827907,-4.1
873.05165,-4.1
848.5071041091783,-4.1
837.2962512462617,-4.0
828.8721612536701,-3.8
834.2335920847178,-3.9
847.422184675495,-4.0
878.3653601227281,-4.1
920.5216962075601,-3.9
959.5475345665632,-3.5
980.3023577791565,-3.5
998.1286427835389,-3.9
1010.6569055401384,-6.3
1004.6085217880798,-7.5
986.8686306470398,-5.3
974.6895967939056,-7.0
967.1836801384551,-8.0
963.098063516299,-6.1
965.1822767893699,-3.8
983.538280201691,-2.8
979.944355530115,-2.3
961.672105871009,-1.8
941.3707959130768,-1.7
915.5620783227039,-1.6
883.4928910985008,-1.8
843.24778,-2.1
820.757966714421,-2.1
799.6621619435149,-2.1
795.8657067290422,-2.2
793.9779454491559,-2.4
798.2250780551329,-2.7
819.3135023883019,-2.9
841.6346377574879,-2.7
866.2254025300789,-2.8
884.3443059276539,-3.0
900.5823441302879,-3.1
869.7148618799257,-3.6
840.317921698004,-4.4
833.0350414332262,-5.2
816.2090090056471,-6.6
797.340227606272,-7.4
778.4768385207369,-5.7
782.7025110907651,-3.8
831.151843542935,-0.9
878.0526062544512,-0.1
887.0980758043128,1.0
892.7423106315009,2.1
884.8872770506161,3.4
865.3791337883741,3.6
837.9693499999998,2.4
819.818821547532,-1.6
817.423136171733,-2.4
827.5426848671642,-2.9
844.376121972897,-4.2
874.4011070804139,-5.0
922.842375833496,-3.0
971.7214932880999,-1.9
1017.2037243923038,-4.7
1039.890574465495,-6.2
1041.943822908124,-7.4
1020.8814477493468,-8.4
987.8610047366482,-9.6
963.4851348951272,-10.3
935.3254167753389,-10.8
900.5485303942969,-9.9
879.4641041722141,-7.9
877.8917771181059,-6.4
935.2441183378089,-4.8
989.4677421744288,-3.4
1021.0615483827142,-1.6
1022.179601293416,-0.5
1005.9953678710908,0.7
971.1397723039552,1.6
941.91835,0.5
928.646791809217,-1.8
929.4412840412679,-2.0
935.7987729104688,-4.1
952.7119675344422,-5.5
982.551809399966,-6.4
1040.3780622777383,-7.5
1122.2319833191489,-7.1
1158.399642913049,-7.6
1135.8402951619883,-7.9
1097.8520479100252,-7.4
1057.947970159606,-7.8
1014.614426353142,-7.6
971.477815225783,-8.3
938.6782356995928,-7.5
902.1158854135439,-5.5
881.6294344097281,-2.7
885.3356720002811,1.2
938.5014701398928,4.8
1001.8077453683948,7.6
1013.3459963964298,9.0
1007.180869230691,10.2
978.3098093138232,11.3
934.7988641804038,11.8
888.11125,8.9
863.256668145337,5.3
861.8411432783907,3.7
866.6789234295651,4.4
879.7350204829571,3.8
907.44389929349,3.3
966.5164162443239,2.2
1051.4754427045582,2.7
1085.2905577962351,3.1
1051.4054742240905,2.6
1003.8268914087342,2.0
962.3610576672316,0.5
915.5366172552528,0.0
873.2054402433648,0.2
844.523105371015,-0.2
822.7433237082162,0.7
805.639369014895,3.6
807.9236212151069,6.2
848.271025521581,7.7
914.316096082244,8.8
925.6216670205139,9.9
930.7939894272582,10.8
914.6190342273378,10.9
882.862258262662,10.1
851.5583899999998,7.2
844.6476254306349,2.9
846.2254455368183,0.9
856.181745036114,0.1
872.7954519831011,-0.6
899.3656296605789,-0.9
957.6077168839213,-2.2
1056.4331579613684,-2.3
1096.060505503924,-2.0
1076.0897641029005,-2.5
1075.299950637295,-2.5
1072.6515781355629,-2.1
1055.2124076016983,-2.3
1036.7436700992812,-2.6
1030.9321226770498,-1.0
1024.4464993229033,-3.3
1031.482605720459,-5.8
1067.2750192031592,-6.0
1130.9822312307392,-6.0
1197.0837346973701,-6.3
1203.637037792719,-6.0
1198.7212185296482,-6.0
1170.668969057536,-5.3
1123.3199592870048,-5.2
1085.2395,-5.5
1069.9950453922618,-5.6
1074.042161380611,-5.9
1076.248184897514,-6.1
1089.4383625979424,-6.2
1113.5136202407639,-6.1
1167.985732387553,-6.0
1251.545755261334,-5.7
1276.536638523361,-5.5
1250.366521473094,-5.2
1222.958093594699,-5.1
1181.0584418231488,-5.8
1134.93040825943,-7.1
1073.834412204341,-7.0
1027.0179505262436,-5.5
996.952170814404,-4.9
981.545383755906,-2.7
984.3440179199295,0.1
1025.128952174593,2.5
1073.623150455407,4.8
1079.7241213289149,7.1
1077.9888985273328,9.2
1050.9860721012287,10.4
1004.2740391460288,9.4
964.03678,6.9
951.1386279752712,1.8
950.417543743346,0.9
959.324102363601,0.0
973.8374778019112,0.1
997.4340968037628,0.3
1052.009963182479,1.6
1130.446790248169,1.3
1156.307429819379,1.2
1140.940868176658,0.5
1130.586340230935,-0.1
1112.741665780303,-0.6
1078.8614545677112,-1.1
1033.310730747859,-1.8
1008.8643623243538,-2.4
995.2571272554131,-2.8
993.597087106234,-2.4
1008.209931674869,-1.9
1040.230552661155,-1.4
1077.851128093054,-1.1
1075.895327497561,-1.3
1073.859607354026,-1.2
1058.34611164298,-0.8
1027.8722863622827,-0.8
997.77005,-1.1
974.6233568207352,-1.3
961.9902994821043,-1.6
955.1897386417969,-3.5
951.5401273484439,-4.9
957.748720858896,-6.0
976.4221308913231,-6.0
998.6463794283902,-5.2
1027.916822109541,-4.8
1047.2759913351897,-3.5
1062.6504912393377,-3.4
1063.021790657653,-4.2
1038.9061003957597,-5.5
1015.2251083346056,-6.7
998.8320714604899,-6.7
975.704768729499,-5.7
964.586560241559,-3.2
969.0206936065464,-0.9
986.6946840066316,0.8
1014.599486193335,2.7
1016.9454418905563,4.4
1002.977276780403,5.3
982.115733660332,6.9
950.5814824786797,6.9
914.8808200000002,5.7
895.600869534404,3.6
884.0241917019885,2.0
880.5446288917389,0.5
880.4041472436701,-1.0
886.5780467871982,-1.8
904.8830923909229,-2.4
930.2448031932238,-2.8
963.5544071173201,-2.7
991.6557375879028,-3.1
1008.390264401958,-3.6
997.6333147304028,-4.0
982.6851078061502,-3.5
961.7491717921869,-1.5
936.9719870244222,1.3
908.6947658924,3.5
891.724798830186,6.3
893.0420408947742,8.9
916.9877541807424,11.1
949.3506606555267,13.2
950.4998647474031,14.8
934.9981113758982,16.1
901.2776866163872,16.7
850.49500322088,16.4
808.5858999999998,14.7
788.200192348876,11.4
782.5383429301299,8.3
783.044311934235,6.0
791.7278356502281,3.6
815.5181302077589,3.8
873.0533730917139,3.7
958.7758922942653,1.6
998.6726647131748,1.0
994.7345685916541,1.4
1008.715170262318,1.7
1012.283192617814,0.9
1015.6247985313768,-0.5
1016.4962155050032,-1.3
1021.9549419480602,-1.5
1018.3605723262518,-1.8
1021.428016106972,-1.8
1042.3181367917432,-1.7
1082.8287180451678,-1.8
1110.121381858333,-2.1
1098.8203728563983,-1.3
1080.2907238610962,0.3
1045.1180073303601,1.5
991.9897286673068,1.5
944.0870600000002,0.3
923.1187400687761,-3.0
915.6797507403602,-3.0
912.1825171474718,-1.8
