Net,Temprature
10069.589530518993,6.3
9877.6120030048,6.3
9786.227436197663,6.4
9859.768516001788,6.5
10222.675560960975,6.4
10974.339902505362,6.3
11943.93946742978,6.2
12212.379999350213,6.2
12122.123401405315,6.1
12128.23879373154,6.1
12183.909736796859,6.1
12156.249024227936,6.2
12063.79793219808,6.1
12037.66236990208,6.1
11961.52070234988,6.4
11986.902691457877,6.8
12126.875064575835,7.3
12600.394697443478,7.3
12909.355099820945,7.3
12786.240278429144,7.4
12549.792196215316,7.3
12045.13687308553,6.9
11331.625429536496,6.8
10708.0659,6.6
10323.29646464383,6.1
10166.480263221953,5.9
10107.96930705346,5.6
10176.560090523362,5.4
10480.224644169202,5.2
11235.34853226053,5.2
12201.86449215946,5.1
12441.633695486022,4.9
12278.509706788422,4.9
12190.491934714071,5.0
11995.54350795546,5.1
11710.63674921115,5.2
11308.4991248671,5.3
10934.860964119358,5.3
10583.916415695176,5.7
10443.117848597036,6.0
10481.1842448713,6.4
10919.0312162802,7.2
11624.055338730695,8.5
11742.34666174912,9.4
11680.755780075251,10.6
11377.148881760579,11.3
10854.256487976856,11.4
10351.9627,9.8
10085.959014806323,5.7
10026.285216924703,4.6
10062.472857040377,3.4
10241.928403106085,2.6
10655.665779548484,2.6
11519.71103206514,1.7
12470.968738306652,-0.2
12721.919207873676,-0.5
12376.36939846367,-0.6
11910.862719365035,-1.2
11403.633445732616,-1.1
10891.606567924564,-1.1
10419.621282691382,-1.3
10126.76134225186,-1.1
9902.289990565427,3.4
9707.777933227928,9.4
9641.95274458092,12.3
9920.982492241523,13.3
10595.712583173083,13.8
10727.277538482482,14.3
10762.345655812049,14.5
10637.554114424032,13.3
10354.105119440015,12.4
9934.370200000001,11.1
9589.707372122095,9.2
9380.592462868639,6.0
9233.36238677043,5.0
9176.551586960937,3.7
9306.3583611525,3.1
9638.14559880665,2.6
10127.768129483738,2.1
10436.91023310246,1.6
10531.56401720406,1.0
10276.88448618986,0.5
9887.443042363453,0.1
9543.321630108212,-0.2
9204.165502866399,-0.2
8916.862843606226,0.2
8713.995998635375,6.6
8591.414595907789,11.0
8565.97260302222,14.9
8795.7924014921,17.9
9323.78703231256,18.4
9322.837795283049,19.4
9238.73526994415,19.6
9081.278864667664,19.6
8784.047300927945,17.6
8476.9789,15.7
8235.555358805861,13.8
8114.16983566585,12.6
8042.10604042859,11.5
8069.531936325645,12.2
8202.603114419862,10.6
8450.608572146071,10.3
8811.034500178532,10.2
9027.368208747774,9.9
9200.968124788978,10.0
9268.009085730047,9.0
9087.30350264165,9.0
8856.897744345306,10.4
8693.47468566327,9.9
8558.194580051952,8.4
8436.126098843855,10.2
8368.40700922005,13.7
8367.622956563595,16.8
8615.910533474542,18.9
9338.283150909161,18.2
9446.039950048467,18.3
9425.921012707757,17.3
9308.285464248687,15.7
9009.8868882517,15.7
8690.4409,12.8
8487.498736002894,6.6
8403.607204256488,4.2
8436.773265408734,3.3
8603.996989878802,3.4
9010.98712837001,3.9
9744.464857541774,3.6
10550.801476184002,3.7
10900.805346105903,7.4
10885.298344733956,10.0
10562.984423823538,10.6
10249.299029529457,7.2
9998.87154883471,4.9
9763.846295228783,4.5
9662.267970134653,5.4
9604.303639742893,10.5
9547.308812121439,16.8
9526.180543654538,19.3
9660.186598315428,21.3
10155.890773303436,21.9
10131.077704318865,22.0
9927.504081847312,21.7
9522.621549038538,21.1
8909.608671543398,19.7
8321.8811,17.4
7970.1067714886385,13.2
7833.659248082063,11.2
7769.747434327482,11.0
7806.30632339391,10.6
8048.935337969931,10.8
8742.396227446374,11.1
9716.750349147607,10.4
9964.624315985882,7.2
9832.741034953475,7.5
9787.094608485682,5.7
9782.75172259748,5.6
9757.422073844711,6.1
9738.656420739264,3.1
9797.197232077095,2.9
9815.417934234483,9.4
9829.916971844417,14.0
9829.455983285443,18.7
9814.147758764968,21.9
10208.739832739611,22.0
10164.250324028813,21.7
9958.378710514233,21.3
9540.316029384743,20.3
8899.44087255508,19.1
8264.976500000002,15.0
7846.445086290928,13.4
7648.059678846829,13.7
7529.180154978829,13.5
7514.669497126842,14.4
7722.403847690669,15.0
8373.956522819415,14.9
9325.439547142185,13.2
9630.299329844302,14.6
9603.182548443789,14.6
9728.226797265022,14.7
9874.9890942056,15.0
9852.024557270544,15.2
9824.613098626362,15.0
9818.275445885625,14.9
9734.872850278147,15.5
9639.266852500547,16.0
9627.152210802538,16.7
9895.22556290109,19.3
10254.105818906452,20.9
10201.498417649627,20.4
9968.55131496053,19.6
9527.53314789599,17.4
8932.084931444579,16.6
8350.1662,16.6
7941.953741827531,16.3
7775.007963135974,16.3
7690.890879208755,16.1
7731.734943088842,16.0
7952.204058701611,15.7
8569.924612534882,15.7
9492.90675205842,15.9
9887.088447115999,16.2
9844.506479123329,16.5
9992.75411503717,17.0
10245.34456323465,16.6
10472.468818664056,16.8
10671.579115779936,17.7
10928.016334857242,17.4
10963.47656482353,18.4
11085.507837238943,19.3
11396.070032220412,19.5
11781.559735615505,13.1
12050.342569341701,11.5
11963.390040907265,11.3
11690.019653855048,10.8
11182.845348698578,10.2
10488.975311591894,9.9
9901.9444,9.6
9546.762794558957,9.4
9421.555311079608,9.2
9337.986592522764,9.4
9429.603693070268,9.1
9755.310120205482,8.0
10536.540650153533,7.5
11530.39108200203,7.2
11890.028442047033,6.9
11853.141911086364,6.6
11977.154102806804,6.6
12070.507529514296,6.4
12074.126810089156,6.5
12033.92459033867,6.5
12040.929895793359,6.5
11986.571086319353,6.6
11962.79207686241,7.0
11967.917782708188,7.3
12161.57458853343,7.6
12507.82456388883,7.5
12383.650509160396,7.8
12238.184405790043,7.9
11937.680484410916,8.0
11497.890122038403,8.3
11004.5725,7.7
10609.03128868624,6.4
10406.157722807731,4.9
10256.088568985664,4.2
10252.635810989945,3.1
10378.262351643112,2.7
10702.722184294375,4.2
11181.827907733063,4.9
11460.327065126212,3.4
11495.484082398983,2.9
11341.153187341743,2.1
10883.830609000226,0.9
10370.799806381436,-0.1
9871.221198102348,0.0
9415.121969474876,-0.1
9070.792687559288,4.6
8864.637838119934,8.8
8790.042008681143,11.6
9043.923084053533,13.8
9823.360553454328,15.0
9983.513784016586,15.7
9992.905416996598,15.7
9926.226806574212,15.7
9649.860700923136,16.1
9351.236100000002,14.0
9111.687638523972,10.0
8994.462167712029,8.9
8954.18358931672,8.3
8987.264181342374,8.3
9121.538496523826,7.9
9357.11420870723,7.6
9686.00292042014,6.3
9845.591393496892,6.9
9898.58939031884,7.4
9721.069018088509,7.7
9385.712807423486,7.7
9080.259742535342,7.4
8850.875369100771,5.8
8678.214498373969,6.2
8543.747549407679,9.5
8465.544651898426,13.7
8481.930786607729,16.8
8766.502476151923,19.0
9512.988862858,20.5
9661.311460729023,21.1
9593.578198821453,21.4
9353.230448998162,21.1
8901.421107329084,20.3
8429.5995,18.4
8133.174133710378,14.8
8025.841563675425,11.8
8045.7258561992285,7.7
8193.119434614577,8.6
8595.38333915148,11.8
9539.144219704687,11.7
10698.943846842878,9.5
10953.42201587217,6.6
10691.956559188611,3.8
10484.51926732245,2.5
10302.640573669281,0.9
10108.065886738194,0.6
9916.969896117722,0.1
9807.579735196503,0.8
9677.77599852627,9.7
9581.12972450406,14.3
9538.979371013367,17.5
9708.446943751944,19.4
10300.311423980938,20.1
10323.643868983674,21.3
10177.088141660777,20.4
9806.035055625329,19.7
9190.346388397837,19.3
8620.1767,16.7
8241.211709557789,13.2
8075.945757787805,11.3
8032.806794340069,10.5
8140.9653518676705,10.8
8507.484433617688,10.5
9355.951758795623,10.3
10459.816854995055,9.3
10669.596613910124,8.4
10363.54941203801,7.2
10132.725571192565,5.4
9985.108582881943,6.6
9873.74964851475,7.9
9800.59858776651,7.9
9861.934521061852,7.9
9925.819150820973,11.4
9972.813794155232,16.4
9973.145921893747,20.5
9945.851715153647,23.2
10259.91158360985,25.0
10179.560900979268,26.3
9905.086542838471,26.7
9471.050105602082,27.0
8866.402364262722,26.6
8285.7848,23.1
7917.345686079814,16.5
7782.914433425574,13.9
7743.645224583901,12.8
7827.062385386669,12.0
8151.446282590978,10.5
8938.654022236446,10.1
10028.627918961063,7.2
10229.845549782836,7.2
10093.489557217725,8.7
9974.343917564787,6.2
9916.475923953489,3.3
9924.790525122013,2.3
9923.657584596733,1.8
10021.473714868202,2.6
10101.626209514485,10.5
10109.026849378406,17.5
10070.906269893798,21.8
10009.7746362615,23.1
10347.283254241112,23.6
10318.549916143436,23.6
10115.613991218212,23.2
9695.864014168601,21.7
9052.871158541919,20.1
8411.946799999998,17.8
8008.405185746826,14.4
7817.428504208548,13.4
7723.017146122144,15.1
7728.45061332117,15.7
7965.4802549299075,13.4
8626.261777373174,9.8
9577.738557822478,9.8
9818.978523645155,8.9
9789.672538500177,8.2
9879.171754535719,8.5
10003.89683301754,8.2
10081.750679903824,8.0
10132.596748180387,9.2
10242.4218559647,8.5
10308.256616869017,14.8
10378.74782802959,18.1
10360.60692701626,22.1
10287.512405454698,23.3
10609.039483923145,23.6
10475.83938144411,23.4
10227.252318481098,23.0
9773.85441225481,21.8
9120.352607518913,21.2
8441.350399999998,19.3
7978.155787837131,17.4
7740.469450191189,16.2
7628.062848107822,14.1
7626.159472334405,11.0
7849.43056590902,9.8
8518.222809216964,9.6
9533.141001525475,9.3
9854.54879158344,11.9
9913.031150547027,15.0
10027.783887019856,13.5
10026.690557539196,13.3
9940.760563269267,12.7
9807.846111150275,12.0
9782.039596338922,11.6
9665.39517561385,11.9
9561.97736347236,13.5
9466.774669728506,15.4
9572.369916186022,16.6
10004.26824102158,17.3
10099.802918511274,17.6
10009.67816936814,16.4
9674.231903084314,15.2
9326.08725933286,14.4
8909.808,13.8
8585.989081812782,13.3
8418.61657713615,12.9
8332.95595970095,12.5
8321.092343195838,13.0
8439.7361474604,13.5
8712.81243368786,13.8
9128.080365976524,14.2
9453.06914520058,14.5
9785.70764505856,14.6
10012.831683075876,14.8
9972.189637607284,15.1
9700.24876411364,15.0
9461.684092191248,15.3
9246.664001138734,15.4
9122.899896125376,16.4
9063.510915376468,18.3
9091.814147740562,18.7
9404.558484667894,20.0
9802.046210845298,20.0
9705.429947687097,19.7
9533.034966317176,19.7
9294.44465337294,19.4
8945.303970140405,18.9
8530.578399999999,19.2
8142.07843945899,18.2
7893.5025101758365,18.2
7727.713082617825,18.3
7633.057614256829,18.2
7627.698849273976,18.3
7717.049705774226,19.0
7935.511614004968,18.7
8079.433225255085,17.1
8268.655437191903,14.6
8610.120973395102,13.0
8904.361855801839,14.1
9117.853542813169,12.9
9310.6291595605,10.9
9414.772551134087,13.2
9440.78440405617,17.6
9431.36266444761,19.9
9425.628727097552,21.4
9488.26640878324,22.8
9728.446270655226,23.8
9568.704516374562,24.5
9344.211336025352,23.9
9143.138737282585,22.6
8763.915469464844,21.6
8240.105599999999,20.0
7930.195184430839,19.1
7864.441507633789,18.7
7949.191728142622,18.2
8167.470754616138,16.3
8652.289691607499,15.1
9666.248838751344,14.0
10984.859373330602,12.9
11427.42899804552,11.5
11562.369966975975,9.8
11587.11694694791,8.6
11526.152530756424,7.8
11373.009652079776,7.3
11107.368107194456,6.7
10852.819238240712,5.9
10580.110259731277,6.2
10445.10917784556,7.1
10509.82239570607,8.0
10935.952013411788,9.5
11762.31596173486,10.1
11887.292181416062,10.6
11771.66926797305,11.6
11376.08292310047,11.5
10681.464093840772,10.6
10045.943299999997,9.6
9683.299181193917,8.6
9502.570002851731,8.3
9385.457536782775,8.1
9395.514038913889,8.2
9676.20525846175,8.0
10389.076705677317,7.6
11400.83245350302,6.9
11704.92558202917,6.9
11586.979156849979,6.5
11590.638624545672,6.3
11598.92126279586,6.2
11564.90606090171,6.5
11510.181620394898,6.8
11508.982773019825,7.2
11443.504120425812,8.0
11409.16268571915,8.3
11554.232241833904,7.8
11860.253919070265,7.1
12281.005437329624,7.3
12271.267996537304,7.4
12084.280515745764,7.3
11570.399005750753,7.7
10812.965309183513,7.9
10154.1665,8.0
9773.757703563062,8.0
9600.073755766498,8.1
9487.615713981482,8.1
9531.596871603298,8.0
9825.897895335549,8.1
10551.201563513812,8.3
11477.960310512575,8.5
11692.423625857688,8.6
11517.410292824032,9.0
11359.05227662625,8.9
11149.391896145202,8.2
10853.72884656944,7.9
10471.525894642658,7.9
10287.242699273556,7.9
10114.12750708042,8.4
10009.204424634956,9.4
9976.088201596787,10.5
10216.300341628888,12.3
10707.755086349836,12.9
10694.388648151233,13.4
10491.072874622641,14.1
10083.364497005432,14.9
9414.862651035568,14.6
8761.2258,13.4
8371.375681138028,12.8
8194.589131681969,12.8
8090.411974969649,12.8
8112.696360072938,12.9
8386.145792517726,12.9
9087.518484247623,12.9
10067.584513632619,12.9
10465.651485641618,12.7
10582.410363072784,12.6
10837.083313414112,12.6
11112.346778040484,12.7
11251.256639657968,12.5
11279.268400428467,12.5
11335.24550991257,12.5
11266.567843117238,11.3
11266.25743717089,9.3
11366.80845008989,9.1
11755.759715623222,9.4
12335.167654068642,10.1
12347.94085232203,10.5
12163.202676242903,11.0
11695.673830548129,11.4
10985.525674051818,10.4
10323.8953,9.8
9921.694725554064,9.4
9738.023246415218,8.8
9617.604484487529,8.2
9639.015858392462,7.9
9891.675933592163,7.7
10596.474167448438,7.6
11564.695045364939,7.5
11798.949354929247,7.4
11685.327910542188,7.3
11690.105024144272,7.1
11558.268787105511,6.9
11300.838720998017,6.8
10964.389853106326,6.6
10642.48937523425,6.7
10243.859296480648,7.1
9987.01039836639,7.7
9861.896472689561,8.6
9974.38978415496,9.6
10581.69015672664,10.7
10774.380633061142,11.7
10771.692883862168,12.6
10603.273791767888,12.7
10250.380805635028,12.0
9840.3266,11.3
9530.967362055602,10.7
9400.869173868576,10.0
9328.753045813348,6.5
9314.917803796394,4.1
9432.199318861853,4.2
9709.235528010511,3.7
10145.030914607376,5.3
10360.21730213183,6.0
10438.219833132736,5.1
10188.587093608801,4.3
9866.5480301938,5.1
9560.080653547888,5.7
9300.04950528704,6.0
9047.868792174493,5.7
8880.984149372256,10.1
8766.665785154106,10.1
8721.0727224188,15.5
8807.637751887276,19.4
9333.306375479102,20.4
9450.411505147667,21.0
9352.622274527555,20.6
9197.283392558435,19.7
8909.883202947365,19.0
8548.513799999999,16.3
8238.893526660251,14.2
8060.587426375361,13.6
7939.35271113316,13.6
7907.8238447991025,14.3
7951.932747060056,15.1
8071.981021859872,15.6
8273.16310458547,15.8
8325.36514767023,15.6
8560.151551402862,15.2
8733.488089589626,14.8
8866.342681277276,14.4
8925.768205049373,15.2
8858.643940517613,15.8
8793.485463458375,15.5
8804.989614196722,17.3
8822.428788876532,19.1
8865.241991746385,18.7
8987.76863247853,19.5
9581.4048269072,21.1
9725.429936376579,22.0
9548.169056873969,22.4
9229.116913450387,22.1
8700.32648428329,21.2
8107.9172,19.7
7669.613902048752,18.1
7469.684842496038,17.3
7358.797280498502,17.1
7363.857638752045,16.3
7583.052113175386,14.1
8230.135703805512,14.7
9165.53270573093,15.5
9349.745601778162,15.6
9392.635097130289,14.9
9591.361485871123,13.9
9828.448842544887,14.7
10065.52245735072,14.7
10253.413722212425,14.1
10479.925249837483,14.0
10617.00742081355,14.6
10691.08952855731,15.5
10660.658450160732,15.5
10512.910339226237,22.4
10706.79257495181,24.3
10641.014700028241,25.8
10264.250927513687,26.0
9732.455405983017,26.1
9008.260973351722,25.9
8308.5043,23.2
7913.879946528795,19.2
7707.238667209503,14.4
7615.954689422799,11.0
7642.894316625919,9.5
7857.996587522438,8.6
8556.010208984924,8.4
9616.914860629127,7.3
9811.204484615964,6.6
9650.021089620655,6.2
9633.294739278064,5.3
9704.456123807235,4.6
9730.659328419188,4.4
9756.380117168368,4.2
9868.023660120927,5.1
10002.878676779002,5.1
10093.672343894703,19.2
10065.214845547473,20.6
9960.158072551598,21.8
10212.568490301685,22.4
10275.824870526549,22.7
10065.994640760611,21.9
9609.486860066445,21.9
8969.511140600369,20.5
8337.6412,18.8
7886.967225018335,17.1
7709.003158368662,16.3
7610.9824197266,15.9
7609.44721961037,15.3
7844.124880266466,14.7
8488.629548059826,13.7
9398.920300062502,14.4
9597.016834149983,15.0
9589.243358701027,14.8
9685.013758148834,13.6
9813.765628784895,10.0
9892.581127714351,8.8
9969.816247053368,7.4
10099.137693907462,8.6
10140.059727442595,14.6
10217.71670425661,18.1
10131.249143131183,18.1
9997.425022024878,22.1
10239.192922045197,22.1
10285.560476817102,21.8
10016.52134804336,21.8
9582.72990704053,21.9
8979.03050107603,21.5
8339.0131,20.3
7924.531398266002,18.7
7708.614597982938,18.3
7603.1378767034275,17.9
7609.500237571778,17.7
7836.144148580344,17.6
8553.504300430039,17.2
9603.84526069168,16.7
9810.486991235855,13.9
9817.080187853044,12.0
9852.83060246424,13.5
9851.15306425147,13.8
9804.801459032922,13.8
9723.37449222008,14.0
9726.10659447455,13.4
9673.365133097032,13.7
9584.44608877591,14.2
9501.766363434077,15.2
9446.009731280124,16.7
9887.473457114434,18.1
10066.188473705017,19.0
9952.627541036578,19.3
9664.034101130499,19.3
9151.087379397226,18.8
8611.803,17.4
8284.914299128064,14.3
8159.001202766157,12.1
8110.264362767652,9.7
8164.849029933214,9.1
8457.188021328271,7.7
9216.209559572204,8.5
10297.955534142991,6.5
10520.08652472994,4.9
10429.950079123024,5.1
10341.775897186904,6.5
10183.97628214656,8.8
9976.49969156593,9.8
9786.445839110194,10.6
9731.69042760193,11.4
9650.143302191811,12.9
9556.6438104721,14.8
9442.403702637088,16.2
9424.073040830432,17.2
9776.95162807901,17.7
9806.448754063464,18.4
9665.394091355782,18.7
9427.794386854815,18.6
9047.216896528775,18.2
8602.268499999998,17.1
8245.493905179022,16.6
8059.84363848263,16.5
7961.479710796235,15.0
7957.980054413934,12.2
8062.949973478295,13.7
8311.935231604026,14.6
8710.560139584511,11.9
8927.423066561229,9.4
9182.415903841962,8.4
9282.2267972771,7.2
9291.16415654171,6.7
9264.554984866796,6.5
9136.278941629977,6.3
9041.429876990625,7.4
9036.031648534436,13.4
9081.170249841187,13.4
9080.210743370337,21.2
9070.152101796462,22.3
9458.0115061334,22.5
9484.854080902502,22.6
9295.659349052785,22.2
9052.294175822924,22.3
8674.34358658506,21.1
8262.3762,19.8
7912.294032750362,17.9
7677.31971599208,16.6
7553.193067237792,16.6
7511.064571092029,16.5
7491.9686583571265,16.1
7595.8769101195185,15.3
7760.395965077951,15.1
7826.165897997744,14.8
8231.387184757925,12.5
8560.856657205555,12.2
8766.97793729033,13.1
8885.42607417169,13.9
8936.760522221983,13.3
8908.93341338846,13.4
8875.07799338855,16.5
8863.855503448656,19.0
8921.787331973235,20.5
9175.84606082447,21.9
9669.336835683502,21.3
9744.52816369155,21.8
9599.265298652774,22.1
9306.392913487263,21.0
8903.975491012998,19.7
8416.6999,19.5
8005.178762130502,19.4
7790.340942849053,19.1
7685.061022666487,19.2
7693.7753746485805,19.1
7883.166887676161,18.7
8360.540901000519,18.5
9081.352206675369,18.7
9405.20907472834,18.7
9666.957519951075,18.7
9987.632777003944,18.5
10192.809411836763,18.6
10273.8988885746,18.7
10357.464206699491,18.3
10551.89829962511,18.4
10682.650196235763,19.4
10855.495451161743,20.7
11154.971237040028,20.9
11592.309958883136,17.6
12109.461490249756,8.4
12241.220128014242,7.0
12132.930751720456,7.4
11764.314413291739,7.8
11220.027306721044,7.3
10664.881,6.6
10349.411627642345,6.6
10197.849823038507,6.6
10144.721265741153,6.0
10209.418358913172,5.5
10516.127895895155,5.0
11353.832702239595,4.3
12498.11883088179,4.0
12803.781587693884,3.6
12750.784240060157,3.3
12758.920557380263,3.2
12545.051875845764,3.0
12066.16509378867,3.1
11579.569728264882,3.0
11209.572271809922,3.2
10832.759774268065,3.6
10553.112761362923,4.2
10433.467091621198,4.9
10547.244667331872,5.6
11345.490079177873,6.4
11777.353030727396,8.4
11807.069301372812,10.5
11557.206362223507,12.3
11030.996901874098,12.1
10525.4796,11.1
10227.530911767975,7.8
10147.291993593502,3.8
10157.810348807769,4.6
10302.855533583986,3.8
10657.413692530095,0.1
11514.305005045851,-2.5
12557.549603300133,-0.9
12511.68725634301,0.9
11998.466533599403,-2.3
11596.726640556835,-3.7
11224.731160437013,-4.2
10788.098234760248,-4.4
10391.506172466516,-4.6
10167.822433703357,-0.2
9966.86762103212,6.1
